Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rodrigo Alfaro,Sana Hassainia,Thomas Lapierre,Luc Malo,Pier-Luc Therrien-Péloquin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,73,Saint-Amable,14,113,6,117,8,5,263,558
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,74,Saint-Amable,8,88,3,103,13,6,221,461
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,75,Saint-Amable,14,117,2,94,15,8,250,550
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,76,Saint-Amable,18,95,5,103,13,5,239,450
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,77,Saint-Amable,16,116,9,137,12,2,292,540
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,78,Saint-Amable,19,90,6,95,18,8,236,509
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,79,Saint-Amable,6,46,3,51,5,4,115,237
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,80,Saint-Amable,21,84,6,74,13,3,201,399
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,81,Saint-Amable,8,49,1,59,11,3,131,348
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,82,Saint-Amable,13,56,7,68,7,1,152,321
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 83A,Saint-Amable,13,78,1,63,8,5,168,323
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 83B,Saint-Amable,8,96,3,78,17,2,204,353
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 83-1A,Saint-Amable,13,92,6,83,8,6,208,341
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 83-1B,Saint-Amable,11,106,3,85,6,2,213,432
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,84,Saint-Amable,15,129,2,106,13,3,268,572
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 84-1,Saint-Amable,7,121,4,91,8,4,235,496
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,85,Saint-Amable,21,137,5,97,11,5,276,552
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 85-1,Saint-Amable,19,140,4,83,12,0,258,472
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,86,Sainte-Julie,37,98,3,72,15,4,229,459
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,87,Sainte-Julie,35,117,2,86,16,7,263,461
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,88,Sainte-Julie,18,103,5,80,27,4,237,340
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,89,Sainte-Julie,19,121,6,88,19,3,256,385
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,90,Sainte-Julie,12,127,7,69,13,4,232,369
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,91,Sainte-Julie,18,109,4,76,13,1,221,352
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,92,Sainte-Julie,17,104,10,70,7,4,212,404
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,93,Sainte-Julie,21,121,3,76,21,7,249,465
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,94,Sainte-Julie,7,96,7,71,16,3,200,342
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,95,Sainte-Julie,20,90,7,67,20,8,212,348
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,96,Sainte-Julie,15,136,8,79,23,3,264,448
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,97,Sainte-Julie,17,130,5,79,15,3,249,378
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,98,Sainte-Julie,19,88,4,79,16,1,207,386
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,99,Sainte-Julie,28,95,2,73,20,3,221,370
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,100,Sainte-Julie,20,131,6,99,20,4,280,413
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,101,Sainte-Julie,17,160,7,92,20,0,296,489
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,102,Sainte-Julie,16,148,4,78,27,4,277,447
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,103,Sainte-Julie,22,132,4,73,14,0,245,377
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,104,Sainte-Julie,20,84,5,55,12,4,180,271
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 104-1,Sainte-Julie,17,152,8,95,17,2,291,452
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 104-2,Sainte-Julie,28,142,6,80,34,6,296,463
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,105,Sainte-Julie,23,145,1,84,25,2,280,458
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,106,Sainte-Julie,14,85,3,63,11,5,181,266
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,107,Sainte-Julie,19,87,6,102,12,6,232,352
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,108,Sainte-Julie,15,118,4,110,23,4,274,410
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,109,Sainte-Julie,20,108,3,82,19,5,237,410
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,110,Sainte-Julie,27,110,6,106,18,6,273,447
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,111,Sainte-Julie,33,89,4,76,15,5,222,364
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,112,Sainte-Julie,8,130,6,86,15,7,252,359
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,113,Sainte-Julie,25,94,9,98,39,3,268,421
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,114,Sainte-Julie,21,105,4,83,11,3,227,363
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,115,Sainte-Julie,17,96,4,82,21,4,224,354
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,116,Sainte-Julie,30,101,6,84,7,4,232,362
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,117,Sainte-Julie,18,113,9,81,17,2,240,360
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 117-1,Sainte-Julie,13,72,7,56,7,3,158,243
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,118,Sainte-Julie,15,154,8,124,21,7,329,519
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,119,Sainte-Julie,23,172,8,117,29,7,356,551
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,120,Sainte-Julie,24,167,4,103,37,9,344,512
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,121,Sainte-Julie,12,159,4,98,24,2,299,555
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 121-1,Sainte-Julie,20,87,1,86,29,6,229,363
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 121-2,Sainte-Julie,8,67,2,62,21,2,162,292
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,122,Sainte-Julie,17,101,1,90,20,3,232,373
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 122-1,Sainte-Julie,22,136,4,60,13,5,240,382
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,123,Sainte-Julie,19,154,11,87,25,5,301,497
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,124,Sainte-Julie,34,103,5,66,22,4,234,441
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,125,Sainte-Julie,13,100,4,50,8,2,177,340
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,126,Sainte-Julie,19,69,6,51,14,4,163,294
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,127,Sainte-Julie,16,102,5,85,17,5,230,419
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,128,Sainte-Julie,30,165,7,113,44,3,362,525
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,129,Sainte-Julie,29,113,9,77,36,1,265,392
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,130,Sainte-Julie,30,98,6,66,26,3,229,364
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,131,Sainte-Julie,20,128,11,82,31,1,273,394
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,132,Sainte-Julie,20,81,2,76,33,5,217,349
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,133,Sainte-Julie,50,125,6,95,36,2,314,495
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,134,Boucherville,25,134,9,80,31,1,280,447
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,135,Boucherville,31,108,13,69,10,4,235,336
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,136,Boucherville,20,109,7,63,32,7,238,346
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 137A,Boucherville,8,85,7,61,19,2,182,275
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 137B,Boucherville,10,130,7,71,39,1,258,358
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,138,Boucherville,30,128,6,83,19,4,270,404
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,139,Boucherville,19,92,6,73,36,2,228,342
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,140,Boucherville,28,76,3,82,26,2,217,333
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,141,Boucherville,21,121,12,78,24,3,259,363
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,142,Boucherville,25,121,7,88,30,6,277,415
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,143,Boucherville,21,138,6,101,35,3,304,429
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,144,Boucherville,27,102,5,78,38,3,253,388
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,145,Boucherville,19,102,9,74,13,6,223,331
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,146,Boucherville,21,115,7,69,34,1,247,352
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,147,Boucherville,16,130,10,88,38,3,285,413
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,148,Boucherville,25,122,7,85,35,2,276,427
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,149,Boucherville,11,79,3,70,17,3,183,259
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,150,Boucherville,9,83,6,78,10,0,186,296
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,151,Boucherville,13,45,1,33,24,1,117,184
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,152,Boucherville,15,95,2,59,15,4,190,346
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,153,Boucherville,20,121,2,74,20,0,237,339
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,154,Boucherville,9,102,3,51,18,2,185,297
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,155,Boucherville,21,116,2,68,24,6,237,385
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,156,Boucherville,26,176,8,88,36,3,337,516
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,157,Boucherville,39,133,6,92,37,1,308,499
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,158,Boucherville,17,130,7,101,23,3,281,426
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,159,Boucherville,32,103,5,55,40,3,238,373
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,160,Boucherville,28,109,11,59,55,1,263,435
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,161,Boucherville,18,141,7,69,31,4,270,444
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,162,Boucherville,12,90,4,36,20,3,165,273
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,163,Boucherville,18,84,3,58,27,2,192,319
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,164,Boucherville,16,67,6,28,24,0,141,246
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,165,Boucherville,34,118,0,70,41,1,264,377
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,166,Boucherville,21,93,6,62,34,5,221,350
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,167,Boucherville,22,129,4,86,43,1,285,446
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168A,Boucherville,32,82,4,49,35,1,203,339
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168B,Boucherville,31,104,0,45,27,1,208,378
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-1A,Boucherville,26,98,2,45,22,5,198,315
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-1B,Boucherville,18,80,3,39,32,7,179,289
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-2,Boucherville,24,155,6,68,41,2,296,460
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-3,Boucherville,30,126,4,58,50,3,271,502
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-4,Boucherville,56,117,6,65,50,4,298,444
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-5,Boucherville,19,71,4,36,16,3,149,242
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-6,Boucherville,41,127,8,51,61,2,290,375
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-7,Boucherville,Merged with No. 168-6/Fusionné avec le nº 168-6,,,,,,,83
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-8,Boucherville,39,95,1,46,57,3,241,421
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-9A,Boucherville,22,87,2,41,33,4,189,331
24074,Verchères--Les Patriotes/Verchères--Les Patriotes, 168-9B,Boucherville,25,118,6,46,12,4,211,373
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,400,Boucherville,12,20,6,33,26,7,104,155
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,401,Boucherville,23,45,4,26,51,2,151,208
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,402,Sainte-Julie,71,100,12,70,66,8,327,415
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,500,Mobile poll/Bureau itinérant,6,7,2,20,12,5,52,111
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,501,Mobile poll/Bureau itinérant,3,4,0,5,11,0,23,80
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,502,Mobile poll/Bureau itinérant,8,8,0,8,5,1,30,54
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,503,Mobile poll/Bureau itinérant,8,10,3,34,22,7,84,147
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,504,Mobile poll/Bureau itinérant,6,2,1,14,4,4,31,69
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,505,Mobile poll/Bureau itinérant,20,27,7,34,29,8,125,185
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,506,Mobile poll/Bureau itinérant,4,5,3,16,15,2,45,94
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,600,Contrecoeur,51,207,7,274,42,7,588,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,601,Verchères--Calixa-Lavallée,50,179,9,240,47,7,532,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,602,Saint-Antoine-sur-Richelieu--Saint-Marc-sur-Richelieu,7,69,6,93,20,3,198,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,603,Saint-Denis-sur-Richelieu--Saint-Charles-sur-Richelieu,19,122,5,116,20,3,285,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,604,Varennes,74,217,10,238,66,9,614,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,605,Varennes,44,244,11,247,55,7,608,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,606,Varennes,49,231,11,224,54,10,579,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,607,Saint-Amable,67,192,9,265,45,7,585,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,608,Sainte-Julie,43,208,11,219,55,6,542,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,609,Sainte-Julie,65,238,6,229,63,7,608,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,610,Sainte-Julie,57,250,15,196,55,3,576,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,611,Sainte-Julie,57,194,8,206,90,2,557,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,612,Boucherville,61,233,10,202,95,7,608,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,613,Boucherville,50,289,14,199,134,11,697,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,614,Boucherville,103,380,8,247,178,9,925,
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,,Group 1/Groupe 1,35,17,5,20,21,8,106,194
24074,Verchères--Les Patriotes/Verchères--Les Patriotes,,Group 2/Groupe 2,106,213,13,567,117,18,1034,
