Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sandra Finley,Darren Hill,Denise Kouri,Jim Pankiw,Brad Trost,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 56","Muenster",0,8,20,4,76,0,108,156
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 57","St. Gregor",1,5,40,3,129,0,178,256
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 58","Englefeld",2,5,50,3,139,0,199,293
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 59","Muenster",6,21,48,8,120,0,203,288
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 60","Leroy",0,6,37,4,101,0,148,219
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 61","Sinnett",Void/Supprimé,,,,,,,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 62","Leroy",1,5,49,3,113,1,172,300
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 63","Watson",0,2,24,1,99,1,127,200
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 64","Watson",4,6,52,6,136,0,204,392
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 65","Watson",2,3,29,1,71,0,106,209
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 66","Quill Lake",1,2,16,1,72,0,92,189
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 67","Quill Lake",3,12,38,7,174,1,235,350
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 68","Saskatoon",1,8,37,1,21,1,69,212
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 69","Saskatoon",13,20,104,0,49,1,187,321
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 70","Saskatoon",11,23,114,2,45,0,195,389
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 71","Saskatoon",6,28,84,4,84,4,210,294
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 72","Saskatoon",3,20,85,0,35,0,143,276
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 73","Saskatoon",3,25,109,2,54,0,193,326
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 74","Saskatoon",12,17,81,3,41,1,155,285
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 75","Saskatoon",6,13,95,0,26,0,140,239
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 76","Saskatoon",3,11,97,0,24,1,136,246
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 77","Saskatoon",9,25,114,3,49,2,202,357
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 78","Saskatoon",7,9,77,0,41,0,134,229
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 79","Saskatoon",10,39,110,2,74,0,235,372
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 80","Saskatoon",8,16,92,2,40,0,158,333
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 81","Saskatoon",12,32,95,0,68,0,207,368
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 82","Saskatoon",12,22,141,0,53,1,229,389
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 83","Saskatoon",8,24,128,1,57,0,218,424
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 84","Saskatoon",5,14,120,2,51,0,192,342
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 85","Saskatoon",3,8,111,1,34,1,158,306
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 86","Saskatoon",7,17,179,2,44,0,249,379
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 87","Saskatoon",10,18,109,1,63,0,201,378
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 88","Saskatoon",2,12,114,0,31,1,160,254
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 88-1","Saskatoon",7,15,90,1,31,0,144,330
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 89","Saskatoon",5,12,134,1,60,0,212,393
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 90","Saskatoon",6,20,127,4,95,2,254,434
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 91","Saskatoon",1,16,56,4,70,0,147,257
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 92","Saskatoon",6,19,84,0,119,0,228,355
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 92-1","Saskatoon",7,5,41,2,48,0,103,190
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 93","Saskatoon",10,17,73,6,139,2,247,391
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 94","Saskatoon",2,15,76,2,79,0,174,441
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 95","Saskatoon",5,24,95,9,128,0,261,418
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 96","Saskatoon",5,8,101,2,63,0,179,457
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 97","Saskatoon",5,23,89,6,131,0,254,456
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 98","Saskatoon",1,27,71,6,138,0,243,425
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 98-1","Saskatoon",6,14,50,2,139,0,211,414
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 98-2","Saskatoon",2,8,31,2,92,0,135,244
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 98-3","Saskatoon",6,10,38,3,79,0,136,284
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 99","Saskatoon",4,4,39,2,40,0,89,217
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 99-1","Saskatoon",2,8,68,1,58,1,138,322
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 100","Saskatoon",7,11,106,2,122,1,249,449
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 101","Saskatoon",7,15,96,1,81,3,203,413
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 102","Saskatoon",6,22,49,4,91,0,172,372
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 103","Saskatoon",2,11,66,9,89,0,177,345
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 103-1","Saskatoon",4,16,39,2,49,0,110,258
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 104","Saskatoon",2,8,99,3,74,2,188,385
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 105","Saskatoon",11,17,87,3,109,0,227,424
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 106","Saskatoon",4,21,101,3,85,0,214,390
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 107","Saskatoon",10,14,83,5,55,0,167,318
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 108","Saskatoon",3,8,54,3,40,1,109,212
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 109","Saskatoon",7,19,93,2,78,0,199,488
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 110","Saskatoon",7,19,54,1,168,3,252,428
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 110-1","Saskatoon",3,20,68,0,124,0,215,337
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 111A","Saskatoon",5,16,55,3,112,0,191,385
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 111B","Saskatoon",7,20,36,2,133,0,198,433
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 111-1","Saskatoon",3,26,70,2,160,2,263,496
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 111-2","Saskatoon",4,23,79,1,143,0,250,474
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 111-3A","Saskatoon",1,12,53,2,184,1,253,481
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 111-3B","Saskatoon",9,13,70,1,159,1,253,477
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 111-4","Saskatoon",4,14,63,8,145,0,234,401
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 112","Saskatoon",3,8,48,4,110,0,173,368
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 112-1","Saskatoon",3,21,61,4,168,1,258,398
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 113","Saskatoon",2,6,47,2,81,0,138,250
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 113-1","Saskatoon",4,13,72,3,105,1,198,313
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 114","Saskatoon",3,13,48,4,140,0,208,312
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 115","Saskatoon",3,29,90,6,165,2,295,443
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 116","Saskatoon",2,27,93,1,165,0,288,509
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 117","Saskatoon",2,8,64,2,66,2,144,234
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 117-1","Saskatoon",4,20,54,5,124,2,209,342
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 118","Saskatoon",8,18,87,8,154,1,276,482
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 119","Saskatoon",4,26,42,1,98,0,171,307
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 119-1","Saskatoon",4,14,53,3,103,0,177,285
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 120","Saskatoon",3,35,53,3,114,0,208,384
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 121A","Saskatoon",6,11,40,1,98,2,158,275
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 121B","Saskatoon",0,22,43,5,104,1,175,284
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 122","Saskatoon",3,27,56,4,134,0,224,410
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 122-1","Saskatoon",8,20,78,0,150,2,258,467
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 122-2","Saskatoon",6,21,63,2,162,3,257,447
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 123","Saskatoon",4,26,79,4,171,0,284,490
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 124","Saskatoon",6,17,49,4,135,1,212,380
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 125A","Saskatoon",8,14,57,1,148,0,228,423
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 125B","Saskatoon",6,21,63,3,166,1,260,418
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 126","Saskatoon",1,15,29,3,115,0,163,281
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 127","Saskatoon",9,27,82,1,98,2,219,400
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 128","Saskatoon",4,24,76,2,100,0,206,381
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 129","Saskatoon",2,29,59,1,86,0,177,324
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 130","Saskatoon",10,12,94,6,108,0,230,364
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 131","Saskatoon",4,20,97,2,79,1,203,378
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 132","Saskatoon",4,21,80,5,63,0,173,327
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 133","Saskatoon",4,21,103,4,98,1,231,400
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 134","Saskatoon",5,15,58,8,83,0,169,298
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 135","Saskatoon",7,22,97,5,135,0,266,424
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 136","Saskatoon",10,44,102,2,86,1,245,405
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 137","Saskatoon",4,33,131,1,71,0,240,387
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 138","Saskatoon",3,44,156,3,106,1,313,429
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 139","Saskatoon",8,27,125,4,117,0,281,446
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 140","Saskatoon",5,12,84,2,59,2,164,386
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 141","Saskatoon",7,11,75,3,57,0,153,306
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 142","Saskatoon",3,16,94,3,108,0,224,352
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 143","Saskatoon",9,19,82,11,103,0,224,380
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 144","Saskatoon",6,13,77,2,80,0,178,336
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 145","Saskatoon",6,21,120,2,90,1,240,387
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 146","Saskatoon",7,18,69,5,71,1,171,307
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 147","Saskatoon",1,9,86,1,40,0,137,295
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 148","Saskatoon",6,24,81,4,80,0,195,342
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 149","Saskatoon",9,18,87,2,105,0,221,401
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 150","Saskatoon",4,14,64,5,82,1,170,285
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 151","Saskatoon",4,4,84,5,103,1,201,354
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 152","Saskatoon",6,10,64,0,116,0,196,350
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 400","Saskatoon",3,14,45,3,31,5,101,182
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 500","Mobile poll/Bureau itinérant",2,6,16,1,25,1,51,80
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 501","Mobile poll/Bureau itinérant",9,9,13,1,22,0,54,55
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 502","Mobile poll/Bureau itinérant",3,7,14,1,16,0,41,85
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 600","Wakaw",1,10,54,3,102,0,170,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 601","St. Brieux",2,2,11,1,45,0,61,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 602","Naicam",0,4,15,3,56,0,78,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 603","Aberdeen",3,6,24,0,64,0,97,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 604","Middle Lake",6,2,23,4,73,0,108,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 605","Humboldt",10,39,115,13,294,1,472,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 606","Watson",2,6,43,6,113,0,170,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 608","Saskatoon",26,112,485,6,165,1,795,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 609","Saskatoon",20,48,248,7,240,1,564,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 610","Saskatoon",9,56,153,10,353,3,584,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 611","Saskatoon",14,76,240,8,227,0,565,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 612","Saskatoon",10,43,114,2,165,1,335,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt"," 613","Saskatoon",12,73,177,9,478,0,749,
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt",,Group 1/Groupe 1,4,18,28,1,32,3,86,140
47009,"Saskatoon--Humboldt/Saskatoon--Humboldt",,Group 2/Groupe 2,12,94,300,10,266,6,688,
