Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Bédard,Michel-Eric Castonguay,Robert Gauthier,Michel Guimond,Jonathan Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 13","Sainte-Anne-de-Portneuf",1,18,11,53,34,2,119,224
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 14","Sainte-Anne-de-Portneuf",0,10,5,41,49,1,106,219
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 15","Longue-Rive",0,9,10,71,31,2,123,232
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 16","Longue-Rive",0,6,2,36,24,2,70,171
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 17","Longue-Rive",0,14,1,59,35,0,109,259
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 18","Longue-Rive",2,16,5,79,41,1,144,313
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 19","Les Escoumins",1,25,1,52,71,1,151,314
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 20","Les Escoumins",2,13,7,68,64,2,156,275
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 21","Les Escoumins",1,24,4,54,46,1,130,264
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 22","Les Escoumins",0,18,6,64,48,1,137,307
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 23","Les Escoumins",1,8,10,50,55,1,125,203
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 24","Les Escoumins",2,30,6,104,108,2,252,443
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 25","Les Bergeronnes",2,12,6,71,47,0,138,280
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 26","Les Bergeronnes",2,14,5,65,55,0,141,275
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 27","Sacré-Coeur",0,37,11,71,100,1,220,358
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 28A","Sacré-Coeur",5,17,5,36,66,2,131,272
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 28B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,11
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 29","Tadoussac",3,6,10,46,47,1,113,180
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 30","Tadoussac",10,20,14,90,138,3,275,474
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 31","Sacré-Coeur",1,39,7,71,109,2,229,427
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 32","Sacré-Coeur",2,34,12,68,90,2,208,421
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 33","Baie-Sainte-Catherine",3,17,2,70,32,1,125,186
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 34","Sagard",3,17,2,33,35,0,90,144
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 35","Baie-des-Rochers",1,7,3,36,16,2,65,166
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 36","Saint-Siméon",3,25,6,53,27,1,115,279
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 37","Saint-Siméon",0,5,8,43,27,0,83,206
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 38","Port-au-Persil",4,29,15,70,46,3,167,438
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 39","Saint-Fidèle",1,24,3,56,45,0,129,212
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 40","Saint-Fidèle",8,39,6,92,87,3,235,454
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 41","Saint-Aimé-des-Lacs",2,35,15,81,102,1,236,488
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 42","Clermont",6,17,9,117,54,3,206,370
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 43","Clermont",4,18,5,64,48,2,141,287
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 44","Clermont",1,24,2,63,41,8,139,300
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 45","Clermont",2,33,10,66,62,0,173,341
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 46","Clermont",3,15,13,62,47,2,142,329
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 47A","Clermont",5,31,9,74,73,3,195,390
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 47B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,15
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 48","Clermont",2,26,7,95,109,6,245,499
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 49","Saint-Aimé-des-Lacs",2,22,5,80,82,2,193,391
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 50","Sainte-Agnès",8,58,7,117,96,3,289,564
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 51","Notre-Dame-des-Monts",3,34,7,77,70,1,192,332
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 52","Notre-Dame-des-Monts",1,38,8,79,42,1,169,321
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 53","Saint-Hilarion",2,36,12,100,74,1,225,418
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 54","Saint-Hilarion",0,18,3,47,49,0,117,223
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 55","Saint-Hilarion",2,31,10,54,52,2,151,296
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 56","Rivière-Malbaie",4,14,2,38,34,3,95,231
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 57","Cap-à-l'Aigle",7,19,5,84,84,2,201,412
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 58","Cap-à-l'Aigle",2,15,9,61,61,3,151,273
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 59","Rivière-Malbaie",5,22,6,92,77,2,204,423
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 60","Rivière-Malbaie",5,37,7,115,66,6,236,492
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 61","Rivière-Malbaie",1,30,8,73,66,2,180,364
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 62","La Malbaie-Pointe-au-Pic",4,33,7,76,58,9,187,387
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 63","La Malbaie-Pointe-au-Pic",2,35,8,73,53,2,173,445
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 64","La Malbaie-Pointe-au-Pic",1,17,9,71,49,1,148,344
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 65","Rivière-Malbaie",2,8,2,25,36,0,73,209
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 66","Rivière-Malbaie",4,32,8,51,62,0,157,278
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 67","La Malbaie-Pointe-au-Pic",2,18,9,39,43,3,114,210
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 68","La Malbaie-Pointe-au-Pic",1,26,10,81,70,1,189,434
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 69","La Malbaie-Pointe-au-Pic",4,21,6,84,86,3,204,429
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 70","La Malbaie-Pointe-au-Pic",0,16,3,35,22,1,77,303
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 71","La Malbaie-Pointe-au-Pic",1,10,18,59,45,0,133,318
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 72","La Malbaie-Pointe-au-Pic",2,23,6,61,41,0,133,223
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 73","La Malbaie-Pointe-au-Pic",4,23,15,56,50,0,148,262
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 74","Saint-Irénée",1,18,5,41,43,1,109,181
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 75","Saint-Irénée",8,30,14,95,85,4,236,369
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 76","Les Éboulements",10,73,21,127,158,9,398,619
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 77","Les Éboulements",3,20,12,71,57,0,163,272
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 78","Les Éboulements",0,24,5,47,64,1,141,222
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 79","Saint-Bernard-sur-Mer",5,55,11,102,47,3,223,521
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 80","Pointe-des-Roches",0,26,18,58,34,0,136,231
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 81","Cap-à-la-Branche",1,27,14,74,50,1,167,331
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 82","Saint-Urbain",2,40,8,74,60,3,187,363
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 83","Saint-Urbain",1,27,7,74,60,1,170,306
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 84","Saint-Urbain",2,47,6,89,93,2,239,486
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 85","Baie-Saint-Paul",5,14,7,32,42,3,103,220
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 86","Baie-Saint-Paul",3,12,4,45,58,1,123,288
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 87","Baie-Saint-Paul",2,48,16,93,113,3,275,526
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 88","Baie-Saint-Paul",9,17,12,78,41,0,157,381
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 89","Baie-Saint-Paul",2,11,8,43,33,0,97,244
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 90","Baie-Saint-Paul",1,17,9,32,51,4,114,320
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 91","Baie-Saint-Paul",1,10,10,73,100,1,195,428
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 92","Baie-Saint-Paul",1,18,5,55,40,1,120,268
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 93","Baie-Saint-Paul",1,14,5,43,46,1,110,297
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 94","Baie-Saint-Paul",2,29,15,67,82,1,196,482
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 95","Baie-Saint-Paul",2,21,8,105,98,2,236,461
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 96","Baie-Saint-Paul",12,53,8,90,97,0,260,530
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 97","Baie-Saint-Paul",1,16,12,46,41,0,116,288
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 97-1","Baie-Saint-Paul",4,13,7,56,62,2,144,376
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 98","Baie-Saint-Paul",1,25,24,69,72,11,202,430
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 99","Baie-Saint-Paul",1,21,7,77,86,17,209,436
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 100","Petite-Rivière-Saint-François",0,28,25,48,49,0,150,329
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 101","Petite-Rivière-Saint-François",3,44,16,52,74,2,191,306
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 102","Stoneham-et-Tewkesbury",Void/Supprimé,,,,,,,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 103","Sainte-Anne-de-Beaupré",7,41,12,117,76,2,255,447
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 104","Sainte-Anne-de-Beaupré",2,28,4,26,29,3,92,212
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 105","Sainte-Anne-de-Beaupré",5,43,5,47,76,5,181,335
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 106","Sainte-Anne-de-Beaupré",5,46,6,64,62,3,186,424
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 107","Sainte-Anne-de-Beaupré",3,5,6,39,28,2,83,181
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 108","Sainte-Anne-de-Beaupré",1,38,4,33,45,3,124,286
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 109","Sainte-Anne-de-Beaupré",4,65,14,73,105,3,264,509
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 110","Château-Richer",4,38,7,59,77,4,189,361
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 111","Château-Richer",4,86,21,72,103,7,293,563
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 112","Château-Richer",6,58,16,62,101,7,250,481
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 113","Château-Richer",2,27,10,32,39,0,110,211
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 114","Château-Richer",3,56,4,62,80,3,208,432
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 115","Château-Richer",1,33,9,81,85,3,212,403
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 116","Château-Richer",1,74,10,74,112,0,271,459
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 117","Château-Richer",4,34,8,36,53,1,136,315
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 118","Saint-Tite-des-Caps",3,37,6,51,32,1,130,293
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 119","Saint-Tite-des-Caps",2,44,12,57,67,2,184,315
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 120","Saint-Tite-des-Caps",3,63,10,78,70,4,228,407
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 121","Saint-Ferréol-les-Neiges",4,33,8,64,93,1,203,490
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 121-1","Saint-Ferréol-les-Neiges",5,25,3,30,62,2,127,280
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 122","Saint-Tite-des-Caps",3,37,7,45,41,1,134,218
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 123","Saint-Ferréol-les-Neiges",3,26,4,45,65,2,145,343
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 124","Saint-Ferréol-les-Neiges",6,55,21,63,105,3,253,459
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 125","Saint-Ferréol-les-Neiges",10,47,22,51,97,0,227,414
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 125-1","Saint-Ferréol-les-Neiges",8,43,18,59,85,0,213,435
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 126","Saint-Joachim",4,38,8,77,74,1,202,396
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 127","Saint-Joachim",1,59,1,100,93,3,257,432
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 128","Saint-Joachim",2,38,3,81,81,0,205,360
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 129","Beaupré",6,60,12,74,102,0,254,507
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 130","Beaupré",3,34,7,59,47,2,152,297
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 131","Beaupré",3,43,12,71,101,7,237,460
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 132","Beaupré",2,46,16,77,84,1,226,417
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 133","Beaupré",4,51,13,96,112,4,280,510
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 134","Beaupré",5,69,19,97,108,4,302,553
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 135","Saint-François",2,85,15,92,101,1,296,446
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 136","Saint-Jean",4,56,22,79,81,2,244,372
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 137","Sainte-Famille",1,71,10,61,61,5,209,343
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 138","Sainte-Famille",6,66,20,61,63,5,221,342
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 139","Saint-Jean",4,67,17,58,103,2,251,402
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 140","Saint-Laurent-de-l'Île-d'Orléans",5,107,19,106,155,0,392,601
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 141","Saint-Laurent-de-l'Île-d'Orléans",5,51,5,49,91,0,201,305
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 142","Saint-Pierre-de-l'Île-d'Orléans",4,45,20,68,69,3,209,381
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 143","Saint-Pierre-de-l'Île-d'Orléans",5,61,10,62,84,4,226,377
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 144","Saint-Pierre-de-l'Île-d'Orléans",5,27,3,55,47,1,138,245
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 145","Saint-Pierre-de-l'Île-d'Orléans",4,61,11,75,79,4,234,400
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 146","Saint-Laurent-de-l'Île-d'Orléans",1,80,14,56,88,4,243,413
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 147","Sainte-Pétronille",6,50,17,64,100,3,240,415
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 148","Sainte-Pétronille",4,69,28,128,92,3,324,482
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 149","L'Ange-Gardien",0,44,8,43,54,0,149,345
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 149-1","L'Ange-Gardien",2,54,7,58,79,2,202,351
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 150","L'Ange-Gardien",5,61,15,56,84,4,225,479
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 151","L'Ange-Gardien",5,84,15,70,99,6,279,471
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 152","L'Ange-Gardien",6,90,16,90,111,6,319,528
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 153","L'Ange-Gardien",2,49,9,47,72,5,184,316
