Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Suzie Grenon,Steven Hébert,Marc Lemay,Christine Moore,Patrick Rochon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 19","La Sarre",9,28,35,83,0,0,155,363
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 20","La Sarre",7,19,42,93,0,3,164,395
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 21","La Sarre",12,30,76,132,5,1,256,513
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 22","La Sarre",13,7,39,66,2,1,128,298
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 23","La Sarre",10,24,35,83,3,3,158,330
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 24","La Sarre",12,21,54,98,2,2,189,426
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 25","La Sarre",6,17,60,117,4,11,215,485
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 26","La Sarre",10,18,58,105,1,0,192,341
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 27","La Sarre",5,15,47,73,1,4,145,335
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 28","La Sarre",4,4,49,117,4,3,181,346
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 29","Clerval",7,9,35,97,3,1,152,256
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 30","Sainte-Hélène-de-Mancebourg",10,12,61,122,2,3,210,308
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 31","Palmarolle",15,12,84,132,2,0,245,387
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 32","Palmarolle",14,13,53,103,2,3,188,333
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 33","Palmarolle",4,23,52,134,3,3,219,365
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 34","Colombourg",10,28,73,153,2,4,270,496
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 35","Macamic",7,18,52,111,0,2,190,364
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 36","Macamic",12,19,62,93,4,3,193,396
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 37","Macamic",8,16,40,100,1,2,167,361
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 38","Macamic",16,13,38,115,3,5,190,384
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 39","Macamic",Void/Supprimé,,,,,,,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 40","Authier-Nord",6,8,45,54,1,0,114,230
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 41","Authier",7,9,34,67,1,7,125,225
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 42","Taschereau",13,24,51,102,1,1,192,345
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 43","Roquemaure",7,19,53,93,5,2,179,308
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 44","Gallichan",6,18,45,124,4,5,202,350
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 45","Sainte-Germaine-Boulé",12,21,57,120,2,4,216,350
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 46","Sainte-Germaine-Boulé",6,15,91,119,3,0,234,350
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 47","Poularies",5,15,32,44,1,4,101,184
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 48","Poularies",12,22,38,106,0,1,179,364
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 49","Laferté",7,7,47,86,2,2,151,383
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 50","Rapide-Danseur",5,5,52,78,1,0,141,228
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 51","Destor",9,16,54,81,7,1,168,273
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 52","Duparquet",9,7,47,106,3,0,172,354
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 53","Duparquet",6,13,22,55,1,3,100,196
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 54","D'Alembert",6,13,67,131,4,5,226,414
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 55","D'Alembert",7,8,25,86,3,1,130,286
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 56","Cléricy",4,14,66,113,1,1,199,367
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 57","Mont-Brun",15,28,57,123,3,4,230,403
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 58","Guyenne",3,11,30,32,0,1,77,131
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 59","Berry",5,8,22,23,1,0,59,122
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 60","Saint-Nazaire-de-Berry",6,12,32,59,2,3,114,213
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 61","Saint-Dominique-du-Rosaire",20,22,57,93,1,2,195,350
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 62","Saint-Félix-de-Dalquier",9,19,49,84,2,1,164,315
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 63","Saint-Félix-de-Dalquier",7,18,64,117,1,5,212,372
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 64","Launay",2,14,40,56,0,2,114,193
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 65","Villemontel",12,22,73,107,7,1,222,450
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 66","La Ferme",2,19,42,68,1,1,133,213
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 66-1","La Ferme",8,22,49,127,3,7,216,354
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 67","Manneville",6,20,61,75,0,0,162,283
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 67-1","Sainte-Gertrude-Manneville",3,19,54,95,3,3,177,295
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 68","Preissac",9,18,56,109,1,1,194,354
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 68-1","Preissac",12,19,41,103,1,4,180,282
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 69","Saint-Mathieu",5,5,55,60,4,3,132,219
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 69-1","Saint-Mathieu-d'Harricana",10,11,64,109,1,3,198,341
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 70","Saint-Marc-de-Figuery",16,27,89,154,6,5,297,542
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 71","La Motte",9,20,85,87,4,6,211,357
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 72","Landrienne",12,20,127,121,5,8,293,528
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 73","Landrienne",8,17,43,66,2,4,140,255
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 74","La Corne",4,16,62,73,2,1,158,277
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 74-1","La Corne",8,26,36,91,5,4,170,295
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 75","Amos",3,18,51,103,3,3,181,415
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 75-1","Amos",3,12,29,91,2,1,138,337
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 76","Amos",7,21,35,102,2,1,168,328
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 77","Pikogan",8,9,15,66,2,2,102,321
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 78","Amos",11,19,64,108,3,2,207,416
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 79","Amos",6,11,52,69,2,3,143,294
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 79-1","Amos",15,15,39,83,6,6,164,353
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 80","Amos",12,14,76,131,0,3,236,486
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 81","Amos",4,17,65,122,1,1,210,429
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 82","Amos",10,10,25,80,2,2,129,258
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 83","Amos",7,14,71,82,4,3,181,397
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 84","Amos",17,14,34,78,2,1,146,367
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 85","Amos",6,17,43,97,2,0,165,313
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 86","Amos",7,18,33,82,2,1,143,294
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 87","Amos",2,14,59,94,4,1,174,347
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 88","Amos",9,19,48,108,2,5,191,386
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 89","Amos",7,20,33,84,4,3,151,322
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 90","Amos",6,14,30,73,3,5,131,291
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 91","Amos",2,12,38,65,0,0,117,262
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 92","Amos",2,9,24,48,1,3,87,188
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 93","Amos",4,22,38,63,2,1,130,353
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 94","Amos",14,7,47,86,4,6,164,404
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 95","Amos",9,10,38,56,0,0,113,281
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 96","Amos",6,17,38,58,3,0,122,273
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 97","Amos",11,19,58,93,2,1,184,401
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 98","Amos",9,10,33,68,2,3,125,303
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 99","Amos",7,14,81,129,3,5,239,518
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 100","Amos",5,15,64,133,4,4,225,390
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 101","Amos",8,24,47,103,4,5,191,398
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 102","Rochebaucourt",0,6,27,27,0,0,60,124
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 103","La Morandière",7,9,17,34,1,0,68,199
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 104","Rochebaucourt",Void/Supprimé,,,,,,,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 105","Champneuf",2,10,16,25,1,1,55,101
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 106","Barville",6,28,59,99,2,2,196,360
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 107","Barraute",12,34,61,114,5,4,230,426
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 108","Barraute",9,32,51,105,0,0,197,367
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 109","Barraute",8,42,53,122,5,4,234,468
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 110","Arntfield",10,15,73,134,9,1,242,423
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 111","Évain",11,23,84,144,3,2,267,485
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 112","Évain",11,11,95,107,4,6,234,375
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 113","Évain",12,15,79,148,4,5,263,476
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 114","Évain",4,17,77,122,0,3,223,428
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 115","Évain",9,15,86,136,2,5,253,437
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 116","Évain",3,18,46,74,5,1,147,294
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 117","Évain",10,22,55,117,4,2,210,375
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 118","Montbeillard",3,7,51,81,0,3,145,300
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 118-1","Rouyn-Noranda",11,10,82,100,2,2,207,408
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 119","Beaudry",14,24,81,130,3,0,252,443
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 120","Beaudry",10,27,119,129,6,1,292,515
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 121","Cloutier",15,17,41,79,4,2,158,270
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 122","Rollet",17,29,39,95,2,2,184,314
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 123","Rémigny",12,16,31,89,6,3,157,255
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 124","Lac-Dufault",9,12,80,120,1,4,226,467
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 125","Lac-Dufault",7,24,68,123,2,1,225,405
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 126","Rouyn-Noranda",9,11,55,109,3,2,189,394
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 127","Rouyn-Noranda",9,11,58,95,0,3,176,362
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 128","Rouyn-Noranda",8,19,85,137,6,2,257,428
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 129","Rouyn-Noranda",14,11,85,164,6,3,283,432
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 130","Rouyn-Noranda",6,8,79,94,3,4,194,348
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 131","Rouyn-Noranda",22,13,80,108,4,1,228,369
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 132","Rouyn-Noranda",4,11,71,87,1,3,177,318
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 133","Rouyn-Noranda",7,15,68,108,2,1,201,397
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 134","Rouyn-Noranda",24,13,79,115,5,0,236,456
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 135","Rouyn-Noranda",15,15,37,117,4,1,189,328
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 136","Rouyn-Noranda",13,14,77,100,2,4,210,320
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 137","Rouyn-Noranda",15,6,43,87,2,2,155,305
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 138","Rouyn-Noranda",6,7,47,86,7,7,160,344
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 139","Rouyn-Noranda",12,17,84,105,2,3,223,374
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 140","Rouyn-Noranda",3,8,30,52,0,2,95,192
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 141","Rouyn-Noranda",5,11,49,76,6,0,147,410
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 142","Rouyn-Noranda",8,8,81,90,2,1,190,405
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 143","Rouyn-Noranda",12,23,74,81,2,2,194,376
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 144","Rouyn-Noranda",10,21,36,101,1,4,173,379
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 145","Rouyn-Noranda",13,18,53,78,2,0,164,361
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 146","Rouyn-Noranda",9,13,39,60,1,3,125,385
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 147","Rouyn-Noranda",9,10,39,37,2,0,97,326
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 148","Rouyn-Noranda",13,12,42,57,1,3,128,346
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 149","Rouyn-Noranda",9,16,50,120,1,4,200,365
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 150","Rouyn-Noranda",7,7,45,75,3,1,138,312
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 151","Rouyn-Noranda",9,13,68,81,5,1,177,324
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 152","Rouyn-Noranda",7,9,44,61,2,1,124,308
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 153","Rouyn-Noranda",7,11,51,56,0,2,127,306
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 154","Rouyn-Noranda",9,7,44,60,3,3,126,323
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 155","Rouyn-Noranda",8,15,51,69,2,1,146,371
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 156","Rouyn-Noranda",10,13,68,128,1,3,223,380
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 157","Rouyn-Noranda",11,26,71,97,3,3,211,413
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 158","Rouyn-Noranda",9,11,73,71,3,1,168,363
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 159","Rouyn-Noranda",11,16,43,81,1,1,153,350
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 160","Rouyn-Noranda",9,19,64,79,1,1,173,344
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 161","Rouyn-Noranda",13,10,59,97,3,2,184,368
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 162","Granada",10,28,62,131,3,0,234,509
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 163","Rouyn-Noranda",7,19,51,102,0,3,182,345
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 164","Granada",4,8,85,118,1,2,218,356
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 165","Rouyn-Noranda",5,14,55,91,2,0,167,337
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 166","Rouyn-Noranda",Void/Supprimé,,,,,,,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 167","Granada",8,18,113,123,3,3,268,396
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 167-1","Rouyn-Noranda",3,14,61,110,4,0,192,335
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 168","Rouyn-Noranda",11,19,130,149,7,7,323,589
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 169","Rouyn-Noranda",23,19,86,114,4,1,247,676
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 170","Rouyn-Noranda",3,7,56,98,1,4,169,383
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 171","Rouyn-Noranda",7,15,73,103,4,2,204,380
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 172","Rouyn-Noranda",12,12,42,61,4,6,137,327
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 173","Rouyn-Noranda",9,2,58,61,0,2,132,264
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 174","Rouyn-Noranda",5,15,77,102,2,3,204,371
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 175","Rouyn-Noranda",8,16,51,95,4,4,178,328
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 176","Rouyn-Noranda",15,16,63,113,3,4,214,399
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 177","Rouyn-Noranda",7,10,53,84,4,2,160,333
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 178","Rouyn-Noranda",8,20,96,126,3,4,257,482
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 179","Rouyn-Noranda",6,11,52,93,0,0,162,315
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 180","Rouyn-Noranda",11,12,61,91,1,1,177,352
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 181","Rouyn-Noranda",14,12,74,116,5,1,222,432
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 182","Rouyn-Noranda",8,16,60,130,5,5,224,428
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 183","McWatters",4,17,46,98,4,1,170,416
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 183-1","Rouyn-Noranda",2,5,28,61,0,1,97,148
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 184","Rouyn-Noranda",7,23,88,127,3,5,253,451
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 185","McWatters",7,8,76,146,4,3,244,466
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 186","Cadillac",11,32,45,97,2,0,187,353
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 187","Cadillac",8,22,28,102,3,1,164,304
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 188","Bellecombe",1,6,44,68,5,1,125,240
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 189","Bellecombe",11,25,65,110,3,7,221,351
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 190","Nédelec",16,24,39,84,3,2,168,308
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 191","Guérin",6,18,28,78,2,3,135,216
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 192","Notre-Dame-du-Nord",17,21,48,85,1,0,172,337
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 193","Notre-Dame-du-Nord",11,14,8,114,2,0,149,399
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 194","Notre-Dame-du-Nord",6,20,50,66,2,4,148,290
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 195","Notre-Dame-du-Nord",13,12,23,51,2,1,102,228
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 196","Saint-Eugène-de-Guigues",16,20,76,100,1,1,214,348
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 197","Angliers",7,16,31,85,3,1,143,260
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 198","Moffet",6,9,29,30,4,0,78,158
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 199","Laforce",7,15,18,22,0,2,64,117
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 200","Winneway",8,3,0,50,6,0,67,227
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 201","Laverlochère",4,8,55,73,1,1,142,196
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 202","Laverlochère",3,8,69,107,2,1,190,342
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 203","Fugèreville",4,8,42,72,0,0,126,256
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 204","Latulipe",5,17,55,58,2,1,138,252
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 205","Belleterre",4,10,29,62,4,3,112,235
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 206","Saint-Bruno-de-Guigues",16,14,70,98,3,1,202,341
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 207","Saint-Bruno-de-Guigues",14,24,104,136,3,3,284,460
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 208","Duhamel-Ouest",3,23,45,68,2,2,143,267
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 209","Duhamel-Ouest",11,21,80,127,5,1,245,416
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 210","Lorrainville",4,10,66,80,3,0,163,282
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 211","Lorrainville",5,16,65,89,6,1,182,315
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 212","Lorrainville",12,19,68,121,3,2,225,427
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 213","Ville-Marie",5,8,41,72,3,3,132,260
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 214","Ville-Marie",7,19,46,55,2,1,130,295
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 214-1","Ville-Marie",9,18,37,49,2,0,115,250
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 215","Ville-Marie",8,21,43,73,2,1,148,313
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 216","Ville-Marie",6,9,41,53,2,3,114,268
