Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rob Clement,Denali Enns,Steven Fletcher,Tom Paulley,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 103","Winnipeg",22,3,60,24,0,109,214
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 104","Winnipeg",34,9,167,72,1,283,499
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 105","Winnipeg",30,8,75,29,1,143,360
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 106","Winnipeg",62,14,89,43,0,208,315
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 107","Winnipeg",69,14,110,62,2,257,367
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 108","Winnipeg",44,3,132,51,0,230,374
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 109","Winnipeg",53,16,171,41,0,281,415
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 110","Winnipeg",32,15,123,40,1,211,342
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 111","Winnipeg",26,7,113,46,0,192,311
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 112","Winnipeg",28,4,111,45,1,189,368
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 113","Winnipeg",50,13,124,52,1,240,399
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 114","Winnipeg",37,7,138,48,1,231,366
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 115","Winnipeg",49,5,107,38,1,200,347
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 116","Winnipeg",51,10,110,50,0,221,376
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 117","Winnipeg",43,12,128,32,3,218,331
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 118","Winnipeg",34,4,117,25,0,180,352
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 119","Winnipeg",81,10,158,33,0,282,431
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 120","Winnipeg",55,4,175,23,0,257,461
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 121","Winnipeg",23,10,79,44,0,156,295
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 122","Winnipeg",32,10,106,45,0,193,314
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 123","Winnipeg",29,10,93,35,1,168,282
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 124","Winnipeg",30,14,111,82,0,237,411
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 125","Winnipeg",14,10,65,55,0,144,293
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 126","Winnipeg",36,18,82,80,2,218,383
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 127","Winnipeg",26,8,68,50,0,152,332
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 128","Winnipeg",16,9,111,72,1,209,393
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 129","Winnipeg",44,11,58,45,0,158,276
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 130","Winnipeg",39,6,93,50,0,188,315
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 131","Winnipeg",43,21,108,74,2,248,413
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 132","Winnipeg",37,7,63,47,2,156,318
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 133","Winnipeg",40,8,64,29,0,141,233
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 134","Winnipeg",62,3,109,18,0,192,324
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 135","Winnipeg",40,0,68,39,0,147,365
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 136","Winnipeg",61,11,124,45,0,241,381
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 137","Winnipeg",Void/Supprimé,,,,,,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 138","Winnipeg",51,14,131,51,1,248,364
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 139","Winnipeg",40,6,121,52,0,219,402
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 140","Winnipeg",65,7,147,25,0,244,436
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 141","Winnipeg",27,7,95,40,0,169,342
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 142","Winnipeg",58,9,152,50,2,271,512
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 143","Winnipeg",61,10,135,49,2,257,426
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 144","Winnipeg",Void/Supprimé,,,,,,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 145","Winnipeg",52,10,117,35,1,215,372
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 146","Winnipeg",37,6,116,32,0,191,292
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 147","Winnipeg",41,7,175,43,0,266,433
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 148","Winnipeg",60,16,161,55,2,294,487
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 149","Winnipeg",47,5,142,39,1,234,480
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 150","Winnipeg",29,4,89,24,1,147,261
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 151","Winnipeg",53,19,130,36,1,239,434
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 152","Winnipeg",65,17,154,31,0,267,435
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 153","Winnipeg",47,14,130,50,1,242,366
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 154","Winnipeg",56,24,199,69,0,348,532
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 155","Winnipeg",32,9,157,42,3,243,400
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 156","Winnipeg",40,12,137,39,0,228,360
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 157","Winnipeg",45,11,144,41,0,241,438
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 158","Winnipeg",43,18,187,53,0,301,501
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 159","Winnipeg",50,13,177,56,1,297,505
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 160","Winnipeg",54,12,165,49,0,280,478
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 161","Winnipeg",46,7,119,37,2,211,337
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 161-1","Winnipeg",1,4,2,7,1,15,40
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 162","Winnipeg",47,11,156,27,0,241,427
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 400","Winnipeg",43,7,126,43,2,221,341
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 401","Winnipeg",Void/Supprimé,,,,,,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 402","Winnipeg",24,9,151,54,2,240,360
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 403","Winnipeg",22,8,86,24,0,140,187
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 404","Winnipeg",47,7,135,45,1,235,340
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 405","Winnipeg",24,4,42,21,0,91,216
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 500","Mobile poll/Bureau itinérant",18,2,75,23,0,118,164
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 501","Mobile poll/Bureau itinérant",17,8,63,25,2,115,181
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 502","Mobile poll/Bureau itinérant",49,0,137,32,0,218,290
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 503","Mobile poll/Bureau itinérant",52,3,80,12,0,147,217
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 600","Winnipeg",180,15,357,54,0,606,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 601","Winnipeg",168,25,429,33,0,655,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 602","Winnipeg--Headingley",122,10,308,55,1,496,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 603","Winnipeg--Headingley",78,10,262,63,1,414,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 604","Winnipeg",182,14,510,84,0,790,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 605","Winnipeg",84,10,290,64,1,449,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 606","Winnipeg",85,8,173,59,2,327,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 607","Winnipeg",157,12,338,75,0,582,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 608","Winnipeg",78,14,184,40,0,316,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia",,Group 1/Groupe 1,46,11,183,16,5,261,549
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia",,Group 2/Groupe 2,132,15,532,69,8,756,
