Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Stephen Chase,Rob Moir,Sharon Murphy-Flatt,Arthur Jr. Watson,Rodney Weston,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13009,"Saint John/Saint John"," 49","Saint John",17,44,2,0,71,0,134,256
13009,"Saint John/Saint John"," 50","Saint John",51,86,7,0,147,2,293,537
13009,"Saint John/Saint John"," 51","Saint John",19,53,6,1,87,0,166,422
13009,"Saint John/Saint John"," 52","Saint John",30,83,4,6,161,0,284,529
13009,"Saint John/Saint John"," 53","Saint John",25,95,7,5,119,1,252,639
13009,"Saint John/Saint John"," 54","Saint John",26,50,1,2,50,1,130,294
13009,"Saint John/Saint John"," 55","Saint John",13,60,1,2,52,0,128,361
13009,"Saint John/Saint John"," 56","Saint John",9,60,1,0,49,0,119,315
13009,"Saint John/Saint John"," 57","Saint John",8,44,6,2,31,0,91,284
13009,"Saint John/Saint John"," 58","Saint John",6,27,3,1,35,1,73,229
13009,"Saint John/Saint John"," 59","Saint John",22,56,7,0,88,2,175,321
13009,"Saint John/Saint John"," 60","Saint John",16,81,3,2,114,2,218,468
13009,"Saint John/Saint John"," 61","Saint John",21,81,4,1,87,0,194,358
13009,"Saint John/Saint John"," 62","Saint John",11,51,4,0,68,3,137,287
13009,"Saint John/Saint John"," 63","Saint John",11,51,4,1,79,0,146,321
13009,"Saint John/Saint John"," 64","Saint John",31,56,4,1,133,2,227,316
13009,"Saint John/Saint John"," 65","Saint John",34,52,3,4,98,1,192,392
13009,"Saint John/Saint John"," 66","Saint John",13,31,1,1,34,0,80,257
13009,"Saint John/Saint John"," 67","Saint John",17,72,9,1,69,0,168,361
13009,"Saint John/Saint John"," 68","Saint John",18,79,3,3,75,0,178,339
13009,"Saint John/Saint John"," 69","Saint John",18,44,0,1,74,2,139,328
13009,"Saint John/Saint John"," 70","Saint John",15,52,8,0,60,1,136,388
13009,"Saint John/Saint John"," 71","Saint John",15,33,2,2,72,0,124,336
13009,"Saint John/Saint John"," 72","Saint John",12,58,6,0,58,0,134,285
13009,"Saint John/Saint John"," 73","Saint John",12,68,1,2,55,0,138,290
13009,"Saint John/Saint John"," 74","Saint John",11,58,11,2,96,0,178,329
13009,"Saint John/Saint John"," 75","Saint John",22,108,8,3,117,2,260,562
13009,"Saint John/Saint John"," 76","Saint John",48,66,7,0,123,2,246,492
13009,"Saint John/Saint John"," 77","Saint John",57,59,5,3,115,0,239,388
13009,"Saint John/Saint John"," 78","Saint John",40,66,8,2,82,1,199,420
13009,"Saint John/Saint John"," 79","Saint John",13,39,3,1,37,2,95,232
13009,"Saint John/Saint John"," 80","Saint John",76,61,1,2,213,0,353,622
13009,"Saint John/Saint John"," 81","Saint John",64,67,9,1,140,2,283,463
13009,"Saint John/Saint John"," 82","Saint John",53,68,6,3,131,2,263,503
13009,"Saint John/Saint John"," 83","Saint John",32,44,3,1,95,1,176,304
13009,"Saint John/Saint John"," 84","Saint John",62,71,4,2,143,0,282,474
13009,"Saint John/Saint John"," 85","Saint John",23,46,2,0,43,1,115,230
13009,"Saint John/Saint John"," 86","Saint John",5,24,1,1,28,0,59,263
13009,"Saint John/Saint John"," 87","Saint John",19,37,3,0,46,1,106,248
13009,"Saint John/Saint John"," 88","Saint John",36,54,4,0,54,1,149,317
13009,"Saint John/Saint John"," 89","Saint John",39,92,3,1,77,1,213,528
13009,"Saint John/Saint John"," 90","Saint John",Void/Supprimé,,,,,,,
13009,"Saint John/Saint John"," 91","Saint John",18,45,3,1,43,0,110,337
13009,"Saint John/Saint John"," 92","Saint John",22,41,6,1,71,1,142,338
13009,"Saint John/Saint John"," 93","Saint John",15,43,5,0,46,0,109,275
13009,"Saint John/Saint John"," 94","Saint John",18,17,3,2,30,0,70,173
13009,"Saint John/Saint John"," 95","Saint John",16,53,6,0,48,0,123,362
13009,"Saint John/Saint John"," 96","Saint John",4,27,4,2,35,0,72,197
13009,"Saint John/Saint John"," 97","Saint John",23,63,6,0,76,3,171,428
13009,"Saint John/Saint John"," 98","Saint John",19,56,8,0,60,0,143,347
13009,"Saint John/Saint John"," 99","Saint John",36,74,11,1,100,0,222,473
13009,"Saint John/Saint John"," 100","Saint John",8,28,3,1,11,0,51,232
13009,"Saint John/Saint John"," 101","Saint John",11,30,1,0,35,0,77,252
13009,"Saint John/Saint John"," 102","Saint John",15,41,8,0,17,0,81,258
13009,"Saint John/Saint John"," 103","Saint John",24,37,3,0,33,0,97,334
13009,"Saint John/Saint John"," 104","Saint John",9,34,2,1,31,0,77,257
13009,"Saint John/Saint John"," 105","Saint John",17,51,5,0,33,0,106,311
13009,"Saint John/Saint John"," 106","Saint John",15,44,3,0,18,0,80,259
13009,"Saint John/Saint John"," 107","Saint John",37,67,7,0,70,2,183,348
13009,"Saint John/Saint John"," 108","Saint John",42,58,4,2,48,0,154,275
13009,"Saint John/Saint John"," 109","Saint John",33,92,7,0,72,1,205,391
13009,"Saint John/Saint John"," 110","Saint John",29,63,8,0,24,2,126,281
13009,"Saint John/Saint John"," 111","Saint John",17,61,2,3,21,0,104,253
13009,"Saint John/Saint John"," 112","Saint John",16,48,4,0,23,3,94,259
13009,"Saint John/Saint John"," 113","Saint John",33,84,4,0,36,1,158,322
13009,"Saint John/Saint John"," 114","Saint John",35,72,8,1,45,0,161,326
13009,"Saint John/Saint John"," 115","Saint John",22,52,5,0,33,2,114,247
13009,"Saint John/Saint John"," 116","Saint John",13,59,4,0,47,0,123,303
13009,"Saint John/Saint John"," 117","Saint John",13,42,1,0,19,1,76,201
13009,"Saint John/Saint John"," 118","Saint John",20,46,3,1,30,2,102,305
13009,"Saint John/Saint John"," 119","Saint John",11,43,1,2,42,0,99,379
13009,"Saint John/Saint John"," 120","Saint John",25,59,3,1,83,2,173,414
13009,"Saint John/Saint John"," 121","Saint John",18,55,3,3,86,3,168,340
13009,"Saint John/Saint John"," 122","Saint John",23,70,3,1,76,1,174,343
13009,"Saint John/Saint John"," 123","Saint John",6,25,1,7,36,0,75,218
13009,"Saint John/Saint John"," 124","Saint John",12,55,1,1,55,0,124,356
13009,"Saint John/Saint John"," 125","Saint John",10,48,6,1,58,0,123,306
13009,"Saint John/Saint John"," 126","Saint John",4,22,2,2,39,2,71,301
13009,"Saint John/Saint John"," 127","Saint John",3,27,3,1,28,0,62,248
13009,"Saint John/Saint John"," 128","Saint John",10,34,3,1,37,0,85,237
13009,"Saint John/Saint John"," 129","Saint John",6,23,2,0,35,1,67,246
13009,"Saint John/Saint John"," 130","Saint John",34,54,9,1,48,1,147,343
13009,"Saint John/Saint John"," 131","Saint John",21,72,9,0,67,0,169,328
13009,"Saint John/Saint John"," 132","Saint John",51,71,9,1,83,2,217,365
13009,"Saint John/Saint John"," 133","Saint John",8,45,9,3,74,0,139,324
13009,"Saint John/Saint John"," 134","Saint John",24,64,9,5,92,5,199,427
13009,"Saint John/Saint John"," 135","Saint John",68,83,11,0,127,2,291,513
13009,"Saint John/Saint John"," 136","Saint John",26,58,5,1,85,0,175,335
13009,"Saint John/Saint John"," 137","Saint John",13,39,2,0,42,0,96,256
13009,"Saint John/Saint John"," 138","Saint John",10,52,3,0,40,1,106,316
13009,"Saint John/Saint John"," 139","Saint John",27,53,6,1,104,0,191,350
13009,"Saint John/Saint John"," 140","Saint John",24,57,5,0,119,0,205,371
13009,"Saint John/Saint John"," 141","Saint John",22,64,2,1,81,0,170,308
13009,"Saint John/Saint John"," 141-1","Saint John",29,54,4,3,95,0,185,357
13009,"Saint John/Saint John"," 142A","Saint John",23,10,3,1,67,1,105,231
13009,"Saint John/Saint John"," 142B","Saint John",28,51,4,0,100,0,183,246
13009,"Saint John/Saint John"," 143","Saint John",28,50,6,2,95,0,181,371
13009,"Saint John/Saint John"," 144","Saint John",25,57,4,1,72,3,162,324
13009,"Saint John/Saint John"," 145","Saint John",39,68,6,0,115,0,228,536
13009,"Saint John/Saint John"," 146","Saint John",19,57,2,1,111,0,190,340
13009,"Saint John/Saint John"," 146-1","Saint John",18,39,0,2,91,2,152,290
13009,"Saint John/Saint John"," 147","Saint John",6,71,2,3,38,0,120,280
13009,"Saint John/Saint John"," 148","Saint John",16,73,4,5,88,0,186,470
13009,"Saint John/Saint John"," 149","Saint John",12,53,1,0,51,0,117,346
13009,"Saint John/Saint John"," 150","Saint John",7,30,4,4,51,0,96,315
13009,"Saint John/Saint John"," 151","Saint John",24,102,12,1,92,0,231,522
13009,"Saint John/Saint John"," 152","Saint John",Void/Supprimé,,,,,,,
13009,"Saint John/Saint John"," 153","Saint John",17,45,2,0,49,0,113,268
13009,"Saint John/Saint John"," 154","Saint John",13,37,2,1,38,0,91,212
13009,"Saint John/Saint John"," 155","Saint John",17,76,3,1,84,1,182,366
13009,"Saint John/Saint John"," 156","Saint John",16,57,9,3,76,0,161,359
13009,"Saint John/Saint John"," 157","Saint John",20,77,11,2,78,0,188,353
13009,"Saint John/Saint John"," 158","Saint John",24,51,4,1,94,0,174,396
13009,"Saint John/Saint John"," 159","Saint John",29,69,3,2,127,3,233,500
13009,"Saint John/Saint John"," 160","Saint John",33,79,3,1,88,1,205,338
13009,"Saint John/Saint John"," 161","Saint John",26,48,5,2,96,0,177,344
13009,"Saint John/Saint John"," 161-1","Saint John",18,51,5,1,62,0,137,252
13009,"Saint John/Saint John"," 162","Saint John",20,70,5,3,84,1,183,331
13009,"Saint John/Saint John"," 163","Saint John",14,78,8,2,77,0,179,368
13009,"Saint John/Saint John"," 164","Saint John",26,70,5,3,95,0,199,421
13009,"Saint John/Saint John"," 165","Saint John",15,58,4,3,82,0,162,307
13009,"Saint John/Saint John"," 166","Saint John",6,64,8,0,97,3,178,282
13009,"Saint John/Saint John"," 167","Saint John",12,59,10,1,115,0,197,301
13009,"Saint John/Saint John"," 168","Saint John",20,78,5,2,124,2,231,386
13009,"Saint John/Saint John"," 169","Saint John",24,62,4,1,118,1,210,415
13009,"Saint John/Saint John"," 170","Saint John",24,62,7,2,105,2,202,414
13009,"Saint John/Saint John"," 171","Saint John",9,35,2,4,72,1,123,202
13009,"Saint John/Saint John"," 172","Saint John",14,65,5,0,103,5,192,319
13009,"Saint John/Saint John"," 500","Mobile poll/Bureau itinérant",17,19,7,4,44,4,95,200
13009,"Saint John/Saint John"," 501","Mobile poll/Bureau itinérant",34,13,4,3,61,4,119,187
13009,"Saint John/Saint John"," 502","Mobile poll/Bureau itinérant",22,14,4,6,44,0,90,247
13009,"Saint John/Saint John"," 503","Mobile poll/Bureau itinérant",54,15,2,4,26,0,101,185
13009,"Saint John/Saint John"," 504A","Mobile poll/Bureau itinérant",29,12,4,2,50,2,99,55
13009,"Saint John/Saint John"," 504B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,16
13009,"Saint John/Saint John"," 600","Quispamsis",145,141,15,2,390,4,697,
13009,"Saint John/Saint John"," 601","Rothesay",178,85,20,1,363,3,650,
13009,"Saint John/Saint John"," 602","Saint John",46,55,5,1,229,0,336,
13009,"Saint John/Saint John"," 603","Saint John",94,111,8,7,315,0,535,
13009,"Saint John/Saint John"," 604","Saint John",40,41,11,2,118,1,213,
13009,"Saint John/Saint John"," 605","Saint John",105,127,11,9,168,1,421,
13009,"Saint John/Saint John"," 606","Saint John",92,68,13,1,193,0,367,
13009,"Saint John/Saint John"," 607","Saint John",115,90,8,2,249,3,467,
13009,"Saint John/Saint John"," 608","Saint John",129,146,15,4,422,2,718,
13009,"Saint John/Saint John"," 609","Saint John",79,102,11,7,271,1,471,
13009,"Saint John/Saint John"," 610","Saint John",88,75,3,1,284,2,453,
13009,"Saint John/Saint John"," 611","Saint John",34,36,4,2,180,0,256,
13009,"Saint John/Saint John"," 612","Saint John",48,66,9,3,182,1,309,
13009,"Saint John/Saint John"," 613","Saint John",90,78,10,2,172,4,356,
13009,"Saint John/Saint John",,Group 1/Groupe 1,77,29,6,2,112,5,231,512
13009,"Saint John/Saint John",,Group 2/Groupe 2,251,124,18,5,484,10,892,
