Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Andrew Akpata,Romeo Bellai,Scott Bradley,Paul Dewar,Jen Hunter,Damian Konstantinakos,Stuart Ryan,Pierre Soublière,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35062,"Ottawa Centre/Ottawa-Centre"," 423","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 424","Ottawa",3,2,24,42,3,34,0,0,2,110,227
35062,"Ottawa Centre/Ottawa-Centre"," 425","Ottawa",0,1,27,80,9,60,0,0,0,177,244
35062,"Ottawa Centre/Ottawa-Centre"," 426","Ottawa",Void/Supprimé,,,,,,,,,,
35062,"Ottawa Centre/Ottawa-Centre"," 427","Ottawa",2,1,22,77,12,54,0,0,3,171,235
35062,"Ottawa Centre/Ottawa-Centre"," 428","Ottawa",0,0,21,61,4,58,0,1,1,146,209
35062,"Ottawa Centre/Ottawa-Centre"," 500A","Mobile poll/Bureau itinérant",2,0,35,40,4,64,3,0,1,149,180
35062,"Ottawa Centre/Ottawa-Centre"," 500B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,,,,20
35062,"Ottawa Centre/Ottawa-Centre"," 501","Mobile poll/Bureau itinérant",1,0,20,12,2,16,1,0,2,54,98
35062,"Ottawa Centre/Ottawa-Centre"," 502","Mobile poll/Bureau itinérant",1,0,28,38,2,7,1,0,0,77,109
35062,"Ottawa Centre/Ottawa-Centre"," 503","Mobile poll/Bureau itinérant",0,2,7,23,4,16,2,0,2,56,92
35062,"Ottawa Centre/Ottawa-Centre"," 504","Mobile poll/Bureau itinérant",1,0,18,6,2,25,1,1,1,55,79
35062,"Ottawa Centre/Ottawa-Centre"," 505","Mobile poll/Bureau itinérant",1,0,21,35,4,24,0,1,0,86,97
35062,"Ottawa Centre/Ottawa-Centre"," 506","Mobile poll/Bureau itinérant",2,2,33,20,4,43,0,1,1,106,136
35062,"Ottawa Centre/Ottawa-Centre"," 507A","Mobile poll/Bureau itinérant",1,0,19,45,3,39,0,0,1,108,121
35062,"Ottawa Centre/Ottawa-Centre"," 507B","Mobile poll/Bureau itinérant",0,0,20,15,0,45,0,0,0,80,90
35062,"Ottawa Centre/Ottawa-Centre"," 600","Ottawa",4,1,204,457,29,267,1,0,1,964,
35062,"Ottawa Centre/Ottawa-Centre"," 601","Ottawa",1,1,169,461,24,177,0,0,1,834,
35062,"Ottawa Centre/Ottawa-Centre"," 602","Ottawa",2,0,103,373,27,82,2,2,2,593,
35062,"Ottawa Centre/Ottawa-Centre"," 603","Ottawa",4,3,195,367,41,135,1,1,2,749,
35062,"Ottawa Centre/Ottawa-Centre"," 604","Ottawa",3,1,127,439,32,109,1,1,1,714,
35062,"Ottawa Centre/Ottawa-Centre"," 605","Ottawa",1,2,186,330,28,149,1,0,4,701,
35062,"Ottawa Centre/Ottawa-Centre"," 606","Ottawa",3,0,157,313,40,96,3,0,1,613,
35062,"Ottawa Centre/Ottawa-Centre"," 607","Ottawa",0,3,131,469,32,187,6,0,4,832,
35062,"Ottawa Centre/Ottawa-Centre"," 608","Ottawa",1,2,198,265,27,160,0,0,2,655,
35062,"Ottawa Centre/Ottawa-Centre"," 609","Ottawa",2,1,158,313,31,199,0,0,1,705,
35062,"Ottawa Centre/Ottawa-Centre"," 610","Ottawa",1,3,76,186,16,140,0,1,1,424,
35062,"Ottawa Centre/Ottawa-Centre"," 611","Ottawa",2,3,119,212,25,278,1,0,3,643,
35062,"Ottawa Centre/Ottawa-Centre"," 612","Ottawa",0,1,96,206,17,110,0,1,0,431,
35062,"Ottawa Centre/Ottawa-Centre"," 613","Ottawa",4,0,121,340,40,98,0,1,1,605,
35062,"Ottawa Centre/Ottawa-Centre"," 614","Ottawa",3,0,181,377,40,163,2,0,0,766,
35062,"Ottawa Centre/Ottawa-Centre"," 615","Ottawa",2,0,172,440,41,127,2,0,2,786,
35062,"Ottawa Centre/Ottawa-Centre"," 616","Ottawa",0,1,61,198,19,143,0,1,0,423,
35062,"Ottawa Centre/Ottawa-Centre"," 617","Ottawa",5,0,144,415,39,145,0,0,2,750,
35062,"Ottawa Centre/Ottawa-Centre",,Group 1/Groupe 1,0,2,165,203,47,160,1,0,20,598,961
35062,"Ottawa Centre/Ottawa-Centre",,Group 2/Groupe 2,3,0,351,656,57,256,1,0,10,1334,
