Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Domm,Tanya Fredette,Gaston Gourde,Jacques Gourde,Nicole Larouche,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 157","Saint-Étienne-de-Lauzon",6,104,30,109,4,4,257,483
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 158","Saint-Étienne-de-Lauzon",8,75,26,62,10,4,185,339
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 159","Saint-Lambert-de-Lauzon",4,87,44,130,7,6,278,508
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 160","Saint-Lambert-de-Lauzon",10,124,36,113,11,10,304,524
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 161","Saint-Lambert-de-Lauzon",4,106,36,108,6,5,265,453
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 162","Saint-Lambert-de-Lauzon",12,97,47,91,13,2,262,451
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 163","Saint-Lambert-de-Lauzon",5,127,37,166,10,8,353,584
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 164","Saint-Lambert-de-Lauzon",3,89,24,74,9,2,201,351
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 164-1","Saint-Lambert-de-Lauzon",4,84,32,187,13,7,327,506
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 165","Saint-Lambert-de-Lauzon",6,51,19,77,9,2,164,284
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 166","Saint-Lambert-de-Lauzon",5,114,23,124,13,5,284,487
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 167","Saint-Lambert-de-Lauzon",2,94,28,87,2,2,215,365
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 168","Saint-Gilles",4,81,36,230,7,2,360,594
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 169","Saint-Gilles",7,82,29,217,14,9,358,544
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 170","Saint-Gilles",7,117,33,226,8,11,402,587
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 171","Saint-Narcisse",3,33,16,200,4,3,259,348
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 172","Saint-Narcisse",2,51,12,306,6,4,381,471
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 173","Saint-Patrice-de-Beaurivage",2,68,28,162,7,5,272,415
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 174","Saint-Patrice-de-Beaurivage",9,66,41,141,12,7,276,438
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 175","Saint-Sylvestre",6,73,35,187,15,5,321,486
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 176","Saint-Sylvestre",1,51,22,84,13,1,172,291
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 177","Dosquet",4,58,23,96,6,6,193,350
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 178","Dosquet",4,61,20,88,15,1,189,382
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 179","Sainte-Agathe-de-Lotbinière",2,47,22,120,4,2,197,278
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 180","Sainte-Agathe-de-Lotbinière",Merged with No. 181/Fusionné avec le nº 181,,,,,,,84
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 181","Sainte-Agathe-de-Lotbinière",3,114,32,218,16,7,390,500
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 500","Mobile poll/Bureau itinérant",1,26,24,16,15,4,86,109
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 501","Mobile poll/Bureau itinérant",1,3,5,17,6,2,34,80
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 502","Mobile poll/Bureau itinérant",0,2,8,10,4,0,24,43
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 503","Mobile poll/Bureau itinérant",3,19,15,31,12,6,86,119
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 504","Mobile poll/Bureau itinérant",0,13,14,30,7,0,64,85
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 505","Mobile poll/Bureau itinérant",0,6,4,4,6,0,20,31
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 506","Mobile poll/Bureau itinérant",1,16,20,21,11,1,70,116
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 507","Mobile poll/Bureau itinérant",1,15,12,31,7,0,66,89
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 508","Mobile poll/Bureau itinérant",1,1,9,17,7,2,37,55
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 600","Lotbinière",6,52,20,53,7,4,142,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 601","Sainte-Croix",2,92,67,69,16,0,246,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 602","Saint-Nicolas",5,233,172,241,75,6,732,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 603","Saint-Nicolas",3,114,62,114,18,2,313,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 604","Saint-Nicolas",3,177,104,165,19,5,473,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 605","Saint-Nicolas",4,137,91,119,21,6,378,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 606","Saint-Rédempteur",6,148,77,128,32,3,394,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 607","Saint-Rédempteur",12,213,113,252,42,8,640,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 608","Charny",11,184,84,159,35,9,482,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 609","Charny",2,138,66,142,28,5,381,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 610","Charny",5,141,73,115,34,5,373,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 611","Saint-Jean-Chrysostome",3,187,88,170,22,4,474,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 612","Saint-Jean-Chrysostome",6,147,72,126,12,4,367,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 613","Saint-Jean-Chrysostome",5,190,115,180,28,1,519,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 614","Saint-Jean-Chrysostome",5,118,73,174,29,5,404,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 615","Sainte-Hélène-de-Breakeyville",11,325,162,309,43,14,864,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 616","Saint-Étienne-de-Lauzon",4,182,60,207,8,6,467,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 617","Saint-Étienne-de-Lauzon",7,151,58,211,20,7,454,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 618","Saint-Apollinaire",8,72,44,184,21,3,332,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 619","Saint-Agapit",4,82,32,139,19,7,283,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 620","Laurier-Station",2,100,36,145,21,8,312,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 621","Saint-Janvier-de-Joly",2,38,17,30,4,2,93,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 622","Saint-Lambert-de-Lauzon",8,147,65,186,21,3,430,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 623","Saint-Gilles",2,20,13,36,3,1,75,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 624","Saint-Narcisse",1,6,4,25,0,0,36,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 625","Saint-Patrice-de-Beaurivage",1,37,22,56,7,0,123,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière"," 626","Dosquet",3,34,20,50,3,2,112,
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière",,Group 1/Groupe 1,3,15,25,87,21,7,158,330
24036,"Lotbinière--Chutes-de-la-Chaudière/Lotbinière--Chutes-de-la-Chaudière",,Group 2/Groupe 2,7,108,111,109,34,7,376,
