Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sylvie Boucher,Lorraine Chartier,Raymond Côté,Louise Courville,Anne-Marie Genest,Michel Létourneau,Claude Moreau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24007,"Beauport--Limoilou/Beauport--Limoilou"," 20-1","Beauport",53,12,106,4,0,27,0,6,208,343
24007,"Beauport--Limoilou/Beauport--Limoilou"," 21","Beauport",53,5,110,3,0,37,0,3,211,382
24007,"Beauport--Limoilou/Beauport--Limoilou"," 21-1","Beauport",24,4,63,3,0,24,0,3,121,242
24007,"Beauport--Limoilou/Beauport--Limoilou"," 22","Beauport",81,15,106,1,0,57,1,6,267,475
24007,"Beauport--Limoilou/Beauport--Limoilou"," 23","Beauport",97,10,128,4,0,22,1,0,262,464
24007,"Beauport--Limoilou/Beauport--Limoilou"," 24","Beauport",35,11,62,2,0,27,0,7,144,248
24007,"Beauport--Limoilou/Beauport--Limoilou"," 25","Beauport",46,7,99,2,0,20,0,0,174,356
24007,"Beauport--Limoilou/Beauport--Limoilou"," 26","Beauport",34,7,102,2,0,33,0,4,182,331
24007,"Beauport--Limoilou/Beauport--Limoilou"," 27","Beauport",41,3,88,3,0,21,0,0,156,329
24007,"Beauport--Limoilou/Beauport--Limoilou"," 27-1","Beauport",60,10,117,2,1,31,1,0,222,419
24007,"Beauport--Limoilou/Beauport--Limoilou"," 28","Beauport",55,20,90,2,0,43,0,2,212,375
24007,"Beauport--Limoilou/Beauport--Limoilou"," 29","Beauport",66,4,113,1,0,40,0,6,230,419
24007,"Beauport--Limoilou/Beauport--Limoilou"," 30","Beauport",37,13,94,3,0,21,0,8,176,295
24007,"Beauport--Limoilou/Beauport--Limoilou"," 31","Beauport",81,12,114,7,0,33,1,3,251,444
24007,"Beauport--Limoilou/Beauport--Limoilou"," 32","Beauport",103,16,172,4,0,38,0,6,339,537
24007,"Beauport--Limoilou/Beauport--Limoilou"," 33","Beauport",77,8,112,2,0,37,0,7,243,426
24007,"Beauport--Limoilou/Beauport--Limoilou"," 34","Beauport",74,5,86,1,0,28,1,3,198,429
24007,"Beauport--Limoilou/Beauport--Limoilou"," 35","Beauport",82,14,155,4,0,48,2,3,308,535
24007,"Beauport--Limoilou/Beauport--Limoilou"," 36","Beauport",39,6,83,0,0,41,0,3,172,324
24007,"Beauport--Limoilou/Beauport--Limoilou"," 37","Beauport",72,6,91,4,0,30,0,4,207,401
24007,"Beauport--Limoilou/Beauport--Limoilou"," 38","Beauport",63,14,124,3,0,26,0,6,236,431
24007,"Beauport--Limoilou/Beauport--Limoilou"," 39","Beauport",64,12,134,3,0,36,0,3,252,439
24007,"Beauport--Limoilou/Beauport--Limoilou"," 40","Beauport",31,5,72,0,0,26,0,4,138,297
24007,"Beauport--Limoilou/Beauport--Limoilou"," 41","Beauport",66,11,88,2,0,35,0,3,205,373
24007,"Beauport--Limoilou/Beauport--Limoilou"," 42","Beauport",71,10,127,3,0,38,1,0,250,456
24007,"Beauport--Limoilou/Beauport--Limoilou"," 43","Beauport",63,13,85,5,1,24,0,7,198,329
24007,"Beauport--Limoilou/Beauport--Limoilou"," 43-1","Beauport",33,5,74,5,0,23,1,1,142,268
24007,"Beauport--Limoilou/Beauport--Limoilou"," 44","Beauport",51,14,101,7,1,45,0,3,222,415
24007,"Beauport--Limoilou/Beauport--Limoilou"," 45","Beauport",66,10,116,3,0,45,1,4,245,425
24007,"Beauport--Limoilou/Beauport--Limoilou"," 46","Beauport",82,9,141,6,0,32,0,7,277,540
24007,"Beauport--Limoilou/Beauport--Limoilou"," 47","Beauport",28,9,108,0,0,29,0,1,175,309
24007,"Beauport--Limoilou/Beauport--Limoilou"," 47-1","Beauport",51,7,76,3,0,38,0,2,177,303
24007,"Beauport--Limoilou/Beauport--Limoilou"," 48","Beauport",56,16,99,4,0,37,0,6,218,422
24007,"Beauport--Limoilou/Beauport--Limoilou"," 49","Beauport",91,12,124,6,1,47,0,1,282,409
24007,"Beauport--Limoilou/Beauport--Limoilou"," 50","Beauport",35,3,75,7,1,20,0,1,142,248
24007,"Beauport--Limoilou/Beauport--Limoilou"," 51","Beauport",46,4,90,3,0,34,1,2,180,348
24007,"Beauport--Limoilou/Beauport--Limoilou"," 52","Beauport",82,16,113,0,0,35,1,2,249,356
24007,"Beauport--Limoilou/Beauport--Limoilou"," 53","Beauport",54,19,70,2,0,26,1,3,175,383
24007,"Beauport--Limoilou/Beauport--Limoilou"," 54","Beauport",64,12,85,3,1,29,1,4,199,226
24007,"Beauport--Limoilou/Beauport--Limoilou"," 55","Beauport",53,10,72,3,0,44,0,1,183,404
24007,"Beauport--Limoilou/Beauport--Limoilou"," 56","Beauport",84,7,103,4,0,37,0,5,240,446
24007,"Beauport--Limoilou/Beauport--Limoilou"," 57","Beauport",74,7,107,6,2,37,0,4,237,419
24007,"Beauport--Limoilou/Beauport--Limoilou"," 58","Beauport",25,16,78,1,1,30,0,2,153,310
24007,"Beauport--Limoilou/Beauport--Limoilou"," 59","Beauport",39,8,61,3,0,37,0,3,151,291
24007,"Beauport--Limoilou/Beauport--Limoilou"," 60","Beauport",36,8,80,3,1,36,0,0,164,373
24007,"Beauport--Limoilou/Beauport--Limoilou"," 61","Beauport",57,5,116,5,0,20,0,4,207,348
24007,"Beauport--Limoilou/Beauport--Limoilou"," 62","Beauport",47,9,67,3,0,32,0,1,159,390
24007,"Beauport--Limoilou/Beauport--Limoilou"," 63","Beauport",55,9,69,4,0,30,0,6,173,310
24007,"Beauport--Limoilou/Beauport--Limoilou"," 64","Beauport",37,9,87,2,0,35,0,1,171,272
24007,"Beauport--Limoilou/Beauport--Limoilou"," 65","Beauport",51,5,72,0,0,19,0,3,150,268
24007,"Beauport--Limoilou/Beauport--Limoilou"," 66","Beauport",75,12,115,0,0,39,1,2,244,435
24007,"Beauport--Limoilou/Beauport--Limoilou"," 66-1","Beauport",80,12,113,3,1,28,0,7,244,484
24007,"Beauport--Limoilou/Beauport--Limoilou"," 66-2","Beauport",98,16,129,3,0,35,0,9,290,538
24007,"Beauport--Limoilou/Beauport--Limoilou"," 66-3A","Beauport",65,15,107,2,0,40,1,4,234,467
24007,"Beauport--Limoilou/Beauport--Limoilou"," 66-3B","Beauport",Merged with No. 69/Fusionné avec le nº 69,,,,,,,,,199
24007,"Beauport--Limoilou/Beauport--Limoilou"," 66-4","Beauport",78,8,116,3,0,30,0,3,238,400
24007,"Beauport--Limoilou/Beauport--Limoilou"," 67","Beauport",79,18,106,5,0,56,0,1,265,444
24007,"Beauport--Limoilou/Beauport--Limoilou"," 68","Beauport",35,6,55,4,0,17,2,2,121,282
24007,"Beauport--Limoilou/Beauport--Limoilou"," 69","Beauport",66,14,109,2,0,45,0,3,239,239
24007,"Beauport--Limoilou/Beauport--Limoilou"," 69-1","Beauport",83,10,98,2,0,28,0,4,225,394
24007,"Beauport--Limoilou/Beauport--Limoilou"," 70","Beauport",62,20,83,2,2,38,0,2,209,391
24007,"Beauport--Limoilou/Beauport--Limoilou"," 70-1","Beauport",37,5,70,1,1,16,0,1,131,269
24007,"Beauport--Limoilou/Beauport--Limoilou"," 71","Beauport",53,7,75,1,1,29,0,5,171,362
24007,"Beauport--Limoilou/Beauport--Limoilou"," 72","Beauport",69,11,99,4,0,41,0,8,232,498
24007,"Beauport--Limoilou/Beauport--Limoilou"," 73","Beauport",67,11,113,6,0,48,0,3,248,489
24007,"Beauport--Limoilou/Beauport--Limoilou"," 74","Beauport",79,13,124,0,0,32,1,2,251,390
24007,"Beauport--Limoilou/Beauport--Limoilou"," 75","Beauport",54,3,97,1,0,29,0,2,186,295
24007,"Beauport--Limoilou/Beauport--Limoilou"," 76","Beauport",62,16,65,3,0,37,0,0,183,314
24007,"Beauport--Limoilou/Beauport--Limoilou"," 77","Beauport",64,8,81,2,0,30,0,1,186,333
24007,"Beauport--Limoilou/Beauport--Limoilou"," 78","Beauport",Void/Supprimé,,,,,,,,,
24007,"Beauport--Limoilou/Beauport--Limoilou"," 79","Beauport",51,14,91,4,0,28,0,3,191,410
24007,"Beauport--Limoilou/Beauport--Limoilou"," 80","Beauport",69,24,84,1,1,29,2,4,214,427
24007,"Beauport--Limoilou/Beauport--Limoilou"," 81","Beauport",Void/Supprimé,,,,,,,,,
24007,"Beauport--Limoilou/Beauport--Limoilou"," 82","Beauport",27,9,67,4,0,26,0,2,135,305
24007,"Beauport--Limoilou/Beauport--Limoilou"," 83","Beauport",46,12,71,5,0,16,0,4,154,432
24007,"Beauport--Limoilou/Beauport--Limoilou"," 84","Beauport",34,6,84,1,0,16,1,5,147,374
24007,"Beauport--Limoilou/Beauport--Limoilou"," 85A","Beauport",13,11,23,2,3,8,1,2,63,357
24007,"Beauport--Limoilou/Beauport--Limoilou"," 85B","Mobile poll/Bureau itinérant",Merged with No. 515B/Fusionné avec le nº 515B,,,,,,,,,3
24007,"Beauport--Limoilou/Beauport--Limoilou"," 86","Beauport",51,9,55,3,2,22,1,1,144,283
24007,"Beauport--Limoilou/Beauport--Limoilou"," 87","Beauport",55,14,112,2,0,45,0,3,231,455
24007,"Beauport--Limoilou/Beauport--Limoilou"," 88","Beauport",57,16,80,2,0,30,0,4,189,366
24007,"Beauport--Limoilou/Beauport--Limoilou"," 89","Beauport",62,10,148,6,0,52,0,0,278,491
24007,"Beauport--Limoilou/Beauport--Limoilou"," 90","Beauport",42,17,70,3,1,42,0,0,175,372
24007,"Beauport--Limoilou/Beauport--Limoilou"," 91A","Beauport",61,5,95,3,0,28,0,2,194,395
24007,"Beauport--Limoilou/Beauport--Limoilou"," 91B","Beauport",Merged with No. 54/Fusionné avec le nº 54,,,,,,,,,164
24007,"Beauport--Limoilou/Beauport--Limoilou"," 92","Beauport",39,9,80,4,1,18,0,0,151,355
24007,"Beauport--Limoilou/Beauport--Limoilou"," 93","Beauport",28,10,80,6,0,31,0,9,164,369
24007,"Beauport--Limoilou/Beauport--Limoilou"," 94","Beauport",33,8,81,8,1,31,1,5,168,369
24007,"Beauport--Limoilou/Beauport--Limoilou"," 95","Beauport",53,14,111,4,0,22,1,5,210,371
24007,"Beauport--Limoilou/Beauport--Limoilou"," 96","Beauport",63,18,120,9,0,50,0,3,263,516
24007,"Beauport--Limoilou/Beauport--Limoilou"," 97","Beauport",Void/Supprimé,,,,,,,,,
24007,"Beauport--Limoilou/Beauport--Limoilou"," 98","Beauport",40,7,84,4,0,42,0,1,178,370
24007,"Beauport--Limoilou/Beauport--Limoilou"," 99","Beauport",45,5,55,5,0,22,0,1,133,325
24007,"Beauport--Limoilou/Beauport--Limoilou"," 100","Beauport",24,7,78,4,0,30,0,5,148,320
24007,"Beauport--Limoilou/Beauport--Limoilou"," 101","Beauport",56,7,119,4,0,36,0,5,227,377
24007,"Beauport--Limoilou/Beauport--Limoilou"," 102","Beauport",29,12,70,3,0,23,0,4,141,324
24007,"Beauport--Limoilou/Beauport--Limoilou"," 103","Beauport",58,7,97,2,0,37,0,2,203,449
24007,"Beauport--Limoilou/Beauport--Limoilou"," 104","Beauport",20,12,39,0,0,13,0,0,84,228
24007,"Beauport--Limoilou/Beauport--Limoilou"," 105","Beauport",32,7,75,1,1,32,0,1,149,341
24007,"Beauport--Limoilou/Beauport--Limoilou"," 106","Québec",Void/Supprimé,,,,,,,,,
24007,"Beauport--Limoilou/Beauport--Limoilou"," 107","Québec",39,1,98,3,1,38,1,3,184,482
24007,"Beauport--Limoilou/Beauport--Limoilou"," 108","Québec",35,6,55,6,2,26,3,1,134,300
24007,"Beauport--Limoilou/Beauport--Limoilou"," 109","Québec",41,7,81,7,0,26,0,0,162,339
24007,"Beauport--Limoilou/Beauport--Limoilou"," 110","Québec",24,4,81,4,0,19,0,2,134,316
24007,"Beauport--Limoilou/Beauport--Limoilou"," 111","Québec",25,7,77,3,0,53,0,2,167,294
24007,"Beauport--Limoilou/Beauport--Limoilou"," 112","Québec",30,7,73,2,0,36,0,8,156,351
24007,"Beauport--Limoilou/Beauport--Limoilou"," 113","Québec",27,6,67,6,1,25,1,0,133,340
24007,"Beauport--Limoilou/Beauport--Limoilou"," 114","Québec",26,2,78,6,0,50,0,2,164,368
24007,"Beauport--Limoilou/Beauport--Limoilou"," 115","Québec",31,5,85,4,0,29,1,3,158,382
24007,"Beauport--Limoilou/Beauport--Limoilou"," 116","Québec",28,4,75,4,0,35,0,4,150,345
24007,"Beauport--Limoilou/Beauport--Limoilou"," 117","Québec",20,8,83,3,0,38,0,5,157,301
24007,"Beauport--Limoilou/Beauport--Limoilou"," 118","Québec",17,10,96,3,0,34,0,6,166,344
24007,"Beauport--Limoilou/Beauport--Limoilou"," 119","Québec",29,11,65,5,0,33,1,1,145,388
24007,"Beauport--Limoilou/Beauport--Limoilou"," 120","Québec",33,7,82,5,3,39,1,2,172,398
24007,"Beauport--Limoilou/Beauport--Limoilou"," 121","Québec",27,8,101,2,0,40,1,1,180,388
24007,"Beauport--Limoilou/Beauport--Limoilou"," 122","Québec",23,10,106,5,2,49,2,4,201,349
24007,"Beauport--Limoilou/Beauport--Limoilou"," 123","Québec",31,10,135,6,2,28,2,0,214,407
24007,"Beauport--Limoilou/Beauport--Limoilou"," 124","Québec",26,9,113,6,0,57,3,4,218,381
24007,"Beauport--Limoilou/Beauport--Limoilou"," 125","Québec",28,2,78,2,0,37,0,1,148,286
24007,"Beauport--Limoilou/Beauport--Limoilou"," 126","Québec",26,4,86,4,1,24,0,0,145,291
24007,"Beauport--Limoilou/Beauport--Limoilou"," 127","Québec",23,9,77,2,0,49,2,1,163,333
24007,"Beauport--Limoilou/Beauport--Limoilou"," 128","Québec",Void/Supprimé,,,,,,,,,
24007,"Beauport--Limoilou/Beauport--Limoilou"," 129","Québec",17,12,123,6,1,56,0,5,220,493
24007,"Beauport--Limoilou/Beauport--Limoilou"," 130","Québec",18,11,31,3,1,14,0,0,78,272
24007,"Beauport--Limoilou/Beauport--Limoilou"," 131","Québec",43,4,64,5,1,25,0,2,144,370
24007,"Beauport--Limoilou/Beauport--Limoilou"," 132","Québec",37,10,78,7,1,27,0,2,162,378
24007,"Beauport--Limoilou/Beauport--Limoilou"," 133","Québec",34,11,83,4,0,25,0,4,161,402
24007,"Beauport--Limoilou/Beauport--Limoilou"," 134","Québec",42,13,67,3,0,23,0,5,153,333
24007,"Beauport--Limoilou/Beauport--Limoilou"," 135","Québec",26,10,73,7,2,44,1,4,167,363
24007,"Beauport--Limoilou/Beauport--Limoilou"," 136","Québec",45,6,73,10,1,38,0,3,176,354
24007,"Beauport--Limoilou/Beauport--Limoilou"," 137","Québec",31,4,70,2,0,16,0,2,125,306
24007,"Beauport--Limoilou/Beauport--Limoilou"," 138","Québec",18,7,51,6,0,29,1,5,117,309
24007,"Beauport--Limoilou/Beauport--Limoilou"," 139","Québec",20,2,83,3,0,24,0,2,134,353
24007,"Beauport--Limoilou/Beauport--Limoilou"," 140","Québec",49,8,92,4,0,40,0,7,200,385
24007,"Beauport--Limoilou/Beauport--Limoilou"," 141","Québec",42,8,74,5,1,26,1,1,158,341
24007,"Beauport--Limoilou/Beauport--Limoilou"," 142","Québec",39,7,77,2,0,33,0,2,160,344
24007,"Beauport--Limoilou/Beauport--Limoilou"," 143","Québec",46,4,91,3,1,32,0,3,180,364
24007,"Beauport--Limoilou/Beauport--Limoilou"," 144","Québec",56,15,63,3,1,41,2,0,181,452
24007,"Beauport--Limoilou/Beauport--Limoilou"," 145","Québec",27,6,51,0,0,18,0,2,104,285
24007,"Beauport--Limoilou/Beauport--Limoilou"," 146","Québec",20,6,65,2,0,17,0,2,112,332
24007,"Beauport--Limoilou/Beauport--Limoilou"," 147","Québec",37,5,63,2,0,28,0,4,139,353
24007,"Beauport--Limoilou/Beauport--Limoilou"," 148","Québec",33,6,93,4,0,44,0,3,183,406
24007,"Beauport--Limoilou/Beauport--Limoilou"," 149","Québec",18,7,65,5,1,28,1,1,126,353
24007,"Beauport--Limoilou/Beauport--Limoilou"," 150","Québec",26,11,94,3,1,46,0,1,182,349
24007,"Beauport--Limoilou/Beauport--Limoilou"," 151","Québec",65,18,126,5,1,48,0,0,263,505
24007,"Beauport--Limoilou/Beauport--Limoilou"," 152","Québec",46,14,86,2,0,40,1,2,191,402
24007,"Beauport--Limoilou/Beauport--Limoilou"," 153","Québec",37,9,64,3,0,22,0,0,135,284
24007,"Beauport--Limoilou/Beauport--Limoilou"," 154","Québec",21,10,92,4,0,42,0,7,176,421
24007,"Beauport--Limoilou/Beauport--Limoilou"," 155","Québec",54,4,79,6,0,54,0,1,198,361
24007,"Beauport--Limoilou/Beauport--Limoilou"," 156","Québec",28,5,65,6,1,19,2,1,127,283
24007,"Beauport--Limoilou/Beauport--Limoilou"," 157","Québec",30,14,73,6,1,25,0,1,150,360
24007,"Beauport--Limoilou/Beauport--Limoilou"," 158","Québec",36,10,96,7,0,38,1,4,192,370
24007,"Beauport--Limoilou/Beauport--Limoilou"," 159","Québec",23,12,61,5,1,29,0,1,132,300
24007,"Beauport--Limoilou/Beauport--Limoilou"," 160","Québec",26,12,76,7,0,44,0,1,166,405
24007,"Beauport--Limoilou/Beauport--Limoilou"," 161","Québec",19,11,55,2,0,26,0,1,114,319
24007,"Beauport--Limoilou/Beauport--Limoilou"," 162","Québec",22,5,80,2,0,37,2,3,151,298
24007,"Beauport--Limoilou/Beauport--Limoilou"," 163","Québec",36,7,138,3,0,86,0,1,271,425
24007,"Beauport--Limoilou/Beauport--Limoilou"," 164","Québec",21,7,89,3,1,30,2,4,157,361
24007,"Beauport--Limoilou/Beauport--Limoilou"," 165","Québec",34,12,84,4,0,34,0,3,171,270
24007,"Beauport--Limoilou/Beauport--Limoilou"," 166","Québec",26,5,83,4,0,27,0,5,150,361
24007,"Beauport--Limoilou/Beauport--Limoilou"," 167","Québec",31,8,120,6,0,55,0,1,221,408
24007,"Beauport--Limoilou/Beauport--Limoilou"," 168","Québec",21,11,118,6,1,55,0,3,215,436
24007,"Beauport--Limoilou/Beauport--Limoilou"," 169","Québec",35,4,121,3,0,61,0,7,231,388
24007,"Beauport--Limoilou/Beauport--Limoilou"," 170","Québec",37,7,47,3,0,11,1,2,108,306
24007,"Beauport--Limoilou/Beauport--Limoilou"," 171","Québec",37,8,83,7,1,26,2,2,166,359
24007,"Beauport--Limoilou/Beauport--Limoilou"," 172","Québec",22,7,69,3,0,43,0,2,146,334
24007,"Beauport--Limoilou/Beauport--Limoilou"," 173","Québec",39,6,75,5,1,18,1,0,145,359
24007,"Beauport--Limoilou/Beauport--Limoilou"," 174","Québec",38,9,60,3,0,22,0,1,133,374
24007,"Beauport--Limoilou/Beauport--Limoilou"," 175","Québec",30,10,63,6,0,30,1,0,140,344
24007,"Beauport--Limoilou/Beauport--Limoilou"," 176","Québec",27,9,51,2,0,23,0,0,112,259
24007,"Beauport--Limoilou/Beauport--Limoilou"," 177","Québec",36,11,95,6,0,29,0,3,180,408
24007,"Beauport--Limoilou/Beauport--Limoilou"," 178","Québec",39,13,91,3,2,18,0,2,168,393
24007,"Beauport--Limoilou/Beauport--Limoilou"," 179","Québec",62,13,90,1,0,34,0,2,202,396
24007,"Beauport--Limoilou/Beauport--Limoilou"," 180","Québec",56,16,89,1,0,39,0,2,203,484
24007,"Beauport--Limoilou/Beauport--Limoilou"," 181","Québec",61,19,83,5,1,35,2,1,207,440
24007,"Beauport--Limoilou/Beauport--Limoilou"," 182","Québec",30,10,83,3,1,23,0,4,154,325
24007,"Beauport--Limoilou/Beauport--Limoilou"," 183","Québec",45,6,62,2,1,22,0,1,139,304
24007,"Beauport--Limoilou/Beauport--Limoilou"," 184","Québec",35,8,75,3,0,26,0,1,148,348
24007,"Beauport--Limoilou/Beauport--Limoilou"," 185","Québec",22,3,57,3,0,25,1,0,111,295
24007,"Beauport--Limoilou/Beauport--Limoilou"," 186","Québec",24,8,84,2,0,35,0,3,156,324
24007,"Beauport--Limoilou/Beauport--Limoilou"," 187","Québec",23,7,89,6,1,55,0,3,184,352
24007,"Beauport--Limoilou/Beauport--Limoilou"," 188","Québec",23,8,92,2,0,54,2,0,181,341
24007,"Beauport--Limoilou/Beauport--Limoilou"," 189","Québec",25,6,72,5,0,49,0,2,159,294
24007,"Beauport--Limoilou/Beauport--Limoilou"," 190","Québec",22,7,125,3,0,51,1,1,210,354
24007,"Beauport--Limoilou/Beauport--Limoilou"," 191","Québec",20,14,122,6,0,56,2,3,223,388
24007,"Beauport--Limoilou/Beauport--Limoilou"," 192","Québec",29,5,130,3,0,55,0,3,225,389
24007,"Beauport--Limoilou/Beauport--Limoilou"," 193","Québec",29,14,151,5,0,80,4,3,286,511
24007,"Beauport--Limoilou/Beauport--Limoilou"," 194","Québec",23,7,95,5,0,45,0,2,177,324
24007,"Beauport--Limoilou/Beauport--Limoilou"," 195","Québec",30,11,111,3,0,60,0,1,216,354
24007,"Beauport--Limoilou/Beauport--Limoilou"," 196","Québec",9,5,48,4,0,19,0,2,87,222
24007,"Beauport--Limoilou/Beauport--Limoilou"," 197","Québec",20,6,86,2,1,20,1,6,142,310
24007,"Beauport--Limoilou/Beauport--Limoilou"," 198","Québec",22,4,49,5,0,18,0,0,98,272
24007,"Beauport--Limoilou/Beauport--Limoilou"," 199","Québec",47,7,85,6,0,36,0,5,186,446
24007,"Beauport--Limoilou/Beauport--Limoilou"," 200","Québec",27,16,113,9,1,31,0,3,200,388
24007,"Beauport--Limoilou/Beauport--Limoilou"," 201","Québec",29,10,130,4,1,39,0,3,216,376
24007,"Beauport--Limoilou/Beauport--Limoilou"," 202","Québec",38,5,102,1,1,50,0,2,199,346
24007,"Beauport--Limoilou/Beauport--Limoilou"," 203","Québec",22,9,81,3,0,30,0,5,150,333
24007,"Beauport--Limoilou/Beauport--Limoilou"," 204","Québec",34,15,82,7,1,33,1,3,176,383
24007,"Beauport--Limoilou/Beauport--Limoilou"," 205","Québec",47,10,123,5,0,38,0,4,227,432
24007,"Beauport--Limoilou/Beauport--Limoilou"," 400","Québec",92,106,41,1,0,3,0,2,245,349
24007,"Beauport--Limoilou/Beauport--Limoilou"," 401","Québec",67,51,86,3,4,30,3,3,247,313
24007,"Beauport--Limoilou/Beauport--Limoilou"," 402","Québec",31,13,48,2,0,22,0,1,117,151
24007,"Beauport--Limoilou/Beauport--Limoilou"," 403","Québec",40,35,34,1,0,4,0,2,116,181
24007,"Beauport--Limoilou/Beauport--Limoilou"," 500","Mobile poll/Bureau itinérant",34,7,12,0,0,32,0,5,90,134
24007,"Beauport--Limoilou/Beauport--Limoilou"," 501","Mobile poll/Bureau itinérant",11,7,10,2,2,15,1,2,50,108
24007,"Beauport--Limoilou/Beauport--Limoilou"," 502","Mobile poll/Bureau itinérant",27,7,16,3,0,7,0,0,60,154
24007,"Beauport--Limoilou/Beauport--Limoilou"," 503","Mobile poll/Bureau itinérant",42,16,33,4,5,20,1,4,125,216
24007,"Beauport--Limoilou/Beauport--Limoilou"," 504","Mobile poll/Bureau itinérant",41,4,48,1,0,13,0,3,110,172
24007,"Beauport--Limoilou/Beauport--Limoilou"," 505","Mobile poll/Bureau itinérant",22,12,19,0,1,11,0,3,68,182
24007,"Beauport--Limoilou/Beauport--Limoilou"," 506","Mobile poll/Bureau itinérant",41,15,28,2,1,13,2,2,104,164
24007,"Beauport--Limoilou/Beauport--Limoilou"," 507","Mobile poll/Bureau itinérant",50,12,50,2,2,18,2,0,136,201
24007,"Beauport--Limoilou/Beauport--Limoilou"," 508","Mobile poll/Bureau itinérant",35,11,45,3,0,16,0,4,114,203
24007,"Beauport--Limoilou/Beauport--Limoilou"," 509","Mobile poll/Bureau itinérant",36,27,32,1,2,15,0,3,116,173
24007,"Beauport--Limoilou/Beauport--Limoilou"," 510","Mobile poll/Bureau itinérant",50,38,50,1,1,13,3,3,159,262
24007,"Beauport--Limoilou/Beauport--Limoilou"," 511","Mobile poll/Bureau itinérant",28,12,41,0,2,17,2,5,107,156
24007,"Beauport--Limoilou/Beauport--Limoilou"," 512","Mobile poll/Bureau itinérant",32,18,17,2,3,11,1,2,86,222
24007,"Beauport--Limoilou/Beauport--Limoilou"," 513","Mobile poll/Bureau itinérant",26,17,40,2,2,15,1,3,106,199
24007,"Beauport--Limoilou/Beauport--Limoilou"," 514","Mobile poll/Bureau itinérant",43,42,44,1,1,20,1,4,156,281
24007,"Beauport--Limoilou/Beauport--Limoilou"," 515A","Mobile poll/Bureau itinérant",30,17,28,1,0,13,0,0,89,160
24007,"Beauport--Limoilou/Beauport--Limoilou"," 515B","Mobile poll/Bureau itinérant",41,17,39,1,0,12,0,3,113,119
24007,"Beauport--Limoilou/Beauport--Limoilou"," 600","Québec",184,18,226,7,1,94,1,7,538,
24007,"Beauport--Limoilou/Beauport--Limoilou"," 601","Québec",222,32,319,4,0,179,0,4,760,
24007,"Beauport--Limoilou/Beauport--Limoilou"," 602","Québec",213,37,336,8,0,153,0,7,754,
