Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Guy André,Ruth Ellen Brosseau,Francine Gaudet,Marie-Claude Godue,Martin Jubinville,Léonie Matteau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 168","Berthierville",48,70,18,14,2,3,4,159,402
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 169","Berthierville",41,57,16,8,2,2,3,129,361
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 170","Berthierville",49,118,40,25,1,3,9,245,463
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 171","Berthierville",86,107,42,24,0,8,4,271,579
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 172","Berthierville",42,67,27,15,3,3,4,161,370
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 173","La Visitation-de-l'Île-Dupas",115,131,34,33,5,8,2,328,506
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 174","La Visitation-de-l'Île-Dupas",Void/Supprimé,,,,,,,,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 175","Saint-Ignace-de-Loyola",62,65,39,30,2,3,5,206,335
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 176","Saint-Ignace-de-Loyola",60,91,29,31,1,9,0,221,398
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 177","Saint-Ignace-de-Loyola",127,113,29,33,1,5,3,311,485
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 178","Saint-Ignace-de-Loyola",111,129,37,43,3,11,8,342,488
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 179","Sainte-Geneviève-de-Berthier",79,139,32,23,5,5,4,287,487
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 180","Sainte-Geneviève-de-Berthier",79,98,22,30,3,4,4,240,437
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 181","Lanoraie",57,76,19,22,1,6,4,185,278
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 182","Lanoraie",87,124,21,28,2,6,8,276,507
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 183","Lanoraie",117,126,17,14,1,8,5,288,546
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 184","Lanoraie",99,139,16,19,2,6,5,286,476
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 185","Lanoraie",118,150,11,29,1,9,5,323,526
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 186","Lanoraie",89,87,15,25,1,6,6,229,350
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 187","Lanoraie",56,97,21,20,2,3,2,201,373
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 188","Lanoraie",72,94,20,20,1,7,4,218,406
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 189","Saint-Antoine-de-Lavaltrie",89,121,30,21,0,8,8,277,560
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 190","Saint-Antoine-de-Lavaltrie",63,96,14,19,1,13,5,211,479
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 191","Saint-Antoine-de-Lavaltrie",48,79,11,23,1,7,4,173,347
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 192","Saint-Antoine-de-Lavaltrie",86,157,16,27,1,5,6,298,521
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 193","Saint-Antoine-de-Lavaltrie",64,102,19,29,1,1,5,221,364
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 193-1","Lavaltrie",41,85,11,14,2,2,1,156,293
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 194","Saint-Antoine-de-Lavaltrie",75,120,17,22,1,4,5,244,649
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 195","Lavaltrie",70,60,4,9,0,1,5,149,305
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 195-1","Lavaltrie",102,169,13,18,4,6,5,317,598
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 196","Lavaltrie",82,178,13,17,4,3,6,303,555
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 197","Lavaltrie",96,148,12,14,3,5,4,282,532
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 198","Lavaltrie",60,106,20,20,1,6,3,216,452
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 199","Lavaltrie",72,126,7,13,1,2,7,228,539
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 200","Lavaltrie",50,64,21,11,0,3,4,153,396
