Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Philippe Bachand,André Bellavance,Tomy Bombardier,Isabelle Maguire,Marie-Josée Talbot,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 52","Victoriaville",64,76,4,59,8,7,218,411
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 53","Victoriaville",61,83,9,66,17,3,239,341
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 54","Victoriaville",25,47,5,44,4,3,128,328
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 55","Victoriaville",66,99,3,74,15,9,266,487
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 56","Victoriaville",66,87,7,86,20,6,272,494
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 56-1","Victoriaville",47,41,2,23,21,1,135,200
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 57","Victoriaville",40,48,7,39,12,4,150,238
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 58A","Victoriaville",26,53,2,29,11,2,123,225
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 58B","Victoriaville",Merged with No. 400/Fusionné avec le nº 400,,,,,,,64
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 59","Victoriaville",45,63,2,50,39,2,201,372
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 60","Victoriaville",34,38,2,31,15,3,123,247
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 61","Victoriaville",18,42,2,39,5,0,106,262
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 62","Victoriaville",33,65,2,41,10,1,152,325
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 63","Victoriaville",31,53,4,41,10,1,140,239
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 64","Victoriaville",18,65,0,39,5,3,130,349
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 65","Victoriaville",37,42,3,57,4,3,146,387
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 66","Victoriaville",30,50,3,34,8,1,126,284
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 67","Victoriaville",24,49,5,39,3,0,120,209
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 68","Victoriaville",14,38,1,23,3,2,81,201
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 69","Victoriaville",24,35,6,27,10,4,106,290
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 70","Victoriaville",25,50,7,47,8,8,145,384
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 71","Victoriaville",22,36,5,59,6,2,130,305
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 72","Victoriaville",30,52,2,29,4,5,122,247
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 73","Victoriaville",44,43,7,47,11,2,154,366
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 74","Victoriaville",48,69,4,56,18,2,197,383
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 75","Victoriaville",30,47,3,61,27,4,172,332
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 76","Victoriaville",47,52,5,47,23,2,176,350
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 77","Victoriaville",28,60,3,44,17,4,156,333
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 78","Victoriaville",47,61,3,50,7,8,176,295
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 79A","Victoriaville",56,51,2,39,4,4,156,287
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 79B","Victoriaville",43,48,2,35,8,6,142,275
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 79-1","Victoriaville",84,83,4,87,10,6,274,551
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 80A","Victoriaville",33,56,2,56,2,2,151,305
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 80B","Victoriaville",34,64,2,55,9,3,167,314
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 81","Victoriaville",49,56,6,79,6,3,199,460
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 82","Victoriaville",48,43,3,44,6,1,145,308
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 83","Victoriaville",72,91,7,70,8,2,250,399
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 84","Victoriaville",43,76,7,75,14,9,224,361
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 85","Victoriaville",32,77,4,62,3,3,181,340
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 86A","Victoriaville",67,53,1,60,14,0,195,311
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 86B","Victoriaville",46,58,1,42,8,2,157,305
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 87","Victoriaville",64,82,3,48,16,3,216,363
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 87-1","Victoriaville",72,94,3,102,12,7,290,516
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 88","Victoriaville",60,95,8,71,14,4,252,438
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 89","Victoriaville",43,62,3,57,23,3,191,315
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 90","Victoriaville",56,84,2,52,20,0,214,349
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 91","Victoriaville",41,56,6,37,15,2,157,336
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 92","Victoriaville",44,40,2,55,21,3,165,322
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 93A","Victoriaville",89,75,0,86,36,1,287,497
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 93B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,15
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 94","Victoriaville",82,127,6,86,16,0,317,488
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 95A","Victoriaville",45,56,1,49,19,0,170,295
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 95B","Victoriaville",44,41,3,49,24,2,163,288
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 96","Victoriaville",70,98,6,118,16,5,313,489
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 97","Victoriaville",74,96,6,89,25,5,295,504
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 98","Victoriaville",47,78,7,72,7,2,213,345
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 98-1","Victoriaville",40,71,3,56,8,1,179,306
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 99","Victoriaville",78,119,3,84,19,3,306,527
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 100","Victoriaville",40,87,8,88,19,7,249,463
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 101A","Victoriaville",37,63,0,50,8,2,160,279
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 101B","Victoriaville",45,56,0,52,8,3,164,294
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 102","Victoriaville",34,66,6,46,17,5,174,366
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 103","Victoriaville",50,76,5,76,18,1,226,394
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 104","Victoriaville",63,96,2,84,33,6,284,461
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 105","Victoriaville",38,78,4,36,8,5,169,331
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 106","Saint-Norbert-d'Arthabaska",74,71,4,56,6,6,217,395
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 107","Norbertville",48,60,1,33,4,2,148,223
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 108","Saint-Norbert-d'Arthabaska",65,79,2,47,10,2,205,301
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 109","Chester-Est",55,56,6,56,8,3,184,278
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 110","Chesterville",37,81,4,70,16,4,212,353
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 111","Chesterville",47,64,6,70,13,1,201,326
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 112","Saint-Christophe-d'Arthabaska",45,87,3,35,6,4,180,295
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 113","Saint-Christophe-d'Arthabaska",66,110,10,86,20,1,293,482
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 113-1","Saint-Christophe-d'Arthabaska",56,66,3,49,21,3,198,376
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 114","Saint-Christophe-d'Arthabaska",50,81,8,70,11,4,224,396
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 114-1","Saint-Christophe-d'Arthabaska",96,114,9,98,9,8,334,544
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 115","Warwick",64,94,1,72,11,3,245,429
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 116","Warwick",55,78,4,93,15,8,253,459
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 117","Warwick",57,70,4,44,11,6,192,345
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 118","Warwick",55,71,5,62,13,4,210,413
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 119","Warwick",71,84,1,74,13,4,247,369
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 120","Warwick",44,67,1,43,9,2,166,303
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 121","Warwick",42,73,3,58,17,1,194,353
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 122","Warwick",49,76,2,87,10,8,232,473
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 123","Warwick",93,109,4,103,13,7,329,540
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 124","Tingwick",48,79,9,73,8,2,219,367
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 125","Tingwick",96,75,2,66,14,4,257,403
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 126","Tingwick",41,57,2,62,4,1,167,340
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 127","Saint-Rémi-de-Tingwick",59,92,7,71,11,0,240,365
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 128","Notre-Dame-de-Ham",32,79,6,86,12,3,218,323
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 129","Ham-Nord",36,69,8,42,17,3,175,284
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 130","Ham-Nord",44,61,2,100,5,1,213,363
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 131","Saints-Martyrs-Canadiens",17,32,0,48,4,2,103,203
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 132","Ham-Sud",21,35,8,27,8,1,100,181
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 133","Saint-Adrien",71,106,9,74,12,3,275,393
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 134","Wotton",40,67,4,55,10,0,176,308
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 135","Wotton",69,76,1,61,8,3,218,380
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 136","Wotton",67,91,8,81,11,5,263,421
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 137","Saint-Camille",65,123,2,80,7,4,281,373
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 138","Saint-Georges-de-Windsor",44,63,4,41,8,3,163,265
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 139","Saint-Georges-de-Windsor",80,83,4,88,8,4,267,424
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 140","Saint-Claude",53,96,1,116,12,4,282,513
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 141","Saint-Claude",45,71,5,105,9,3,238,383
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 142","Danville",52,55,3,67,12,4,193,355
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 143","Danville",43,38,2,47,19,0,149,256
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 144","Danville",46,62,7,61,3,4,183,287
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 145","Danville",54,75,5,51,6,5,196,353
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 146","Danville",59,50,8,62,11,1,191,336
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 147","Danville",66,47,7,49,12,5,186,277
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 148","Danville",70,73,2,65,18,1,229,382
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 149","Trois-Lacs",62,52,29,2,4,0,149,289
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 149-1","Trois-Lacs",44,63,1,38,9,4,159,245
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 150","Asbestos",57,72,6,42,6,1,184,328
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 151","Asbestos",73,83,1,50,5,4,216,392
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 152","Asbestos",100,73,3,46,7,1,230,447
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 153","Asbestos",69,71,0,57,5,2,204,416
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 154","Asbestos",54,59,1,40,6,3,163,308
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 155","Asbestos",51,48,4,22,6,1,132,382
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 156","Asbestos",53,41,0,25,10,3,132,303
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 157","Asbestos",69,41,2,36,4,3,155,380
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 158","Asbestos",66,68,5,37,4,4,184,320
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 159","Asbestos",91,66,1,33,12,2,205,392
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 160","Asbestos",72,53,4,33,6,4,172,372
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 161","Asbestos",60,44,2,25,7,3,141,403
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 162","Asbestos",44,49,2,44,4,3,146,327
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 163","Asbestos",91,68,4,50,4,0,217,428
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 164","Asbestos",Void/Supprimé,,,,,,,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 165","Shipton",43,27,3,41,11,4,129,223
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 166","Danville",73,82,4,43,9,5,216,448
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 167","Ulverton",31,76,4,81,14,2,208,343
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 168","Cleveland",43,15,4,50,49,3,164,286
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 169","Cleveland",65,71,2,120,23,0,281,492
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 170","Cleveland",59,84,4,118,39,3,307,495
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 171","Richmond",19,36,2,77,17,4,155,316
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 172","Richmond",16,41,8,50,13,3,131,332
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 173","Richmond",46,52,3,95,25,10,231,422
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 174","Richmond",40,36,6,81,23,4,190,374
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 175","Richmond",41,45,4,89,24,1,204,401
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 176","Richmond",37,45,12,60,20,1,175,400
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 177","Richmond",28,43,4,84,31,4,194,371
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 178","Melbourne",26,69,6,123,28,4,256,470
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 179","Melbourne",23,29,4,46,13,0,115,208
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 180","Kingsbury",19,41,4,79,11,1,155,225
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 181","Val-Joli",17,30,1,53,6,0,107,204
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 182","Val-Joli",40,53,8,111,11,1,224,405
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 183","Val-Joli",30,91,5,97,8,3,234,439
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 184","Windsor",37,55,2,78,13,2,187,339
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 185","Windsor",25,69,7,88,13,4,206,334
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 186","Windsor",30,76,3,93,9,6,217,348
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 187","Windsor",46,71,3,106,13,0,239,409
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 188","Windsor",28,58,3,48,3,3,143,331
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 189","Windsor",29,79,8,91,12,5,224,429
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 190","Windsor",Void/Supprimé,,,,,,,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 191","Windsor",25,71,4,67,10,6,183,460
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 192","Windsor",29,75,5,62,4,0,175,466
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 193","Windsor",26,59,5,59,5,6,160,371
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 194","Windsor",27,59,4,69,7,0,166,304
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 195","Saint-Grégoire-de-Greenlay",41,91,5,90,11,3,241,493
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 196","Saint-François-Xavier-de-Brompton",32,81,6,81,8,2,210,363
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 197","Saint-François-Xavier-de-Brompton",40,68,3,93,8,1,213,362
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 198","Saint-François-Xavier-de-Brompton",41,107,9,113,11,4,285,504
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 199","Saint-François-Xavier-de-Brompton",40,92,10,122,10,4,278,443
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 200","Saint-Denis-de-Brompton",30,83,3,127,5,7,255,463
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 201","Saint-Denis-de-Brompton",35,101,2,165,28,3,334,556
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 201-1","Saint-Denis-de-Brompton",19,98,4,122,18,6,267,460
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 202","Saint-Denis-de-Brompton",35,68,4,81,22,1,211,351
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 202-1","Saint-Denis-de-Brompton",32,110,4,116,16,1,279,427
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 203","Saint-Denis-de-Brompton",31,106,18,118,13,2,288,449
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 400","Victoriaville",38,34,2,18,42,6,140,146
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 401","Victoriaville",55,34,0,33,19,1,142,171
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 500","Mobile poll/Bureau itinérant",58,26,4,23,20,1,132,193
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 501","Mobile poll/Bureau itinérant",113,38,4,23,14,5,197,315
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 502","Mobile poll/Bureau itinérant",54,11,1,10,18,2,96,124
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 503","Mobile poll/Bureau itinérant",23,22,2,15,26,2,90,201
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 504","Mobile poll/Bureau itinérant",28,15,3,19,22,1,88,176
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 505","Mobile poll/Bureau itinérant",43,43,2,23,23,1,135,206
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 506","Mobile poll/Bureau itinérant",23,28,2,14,13,8,88,173
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 507","Mobile poll/Bureau itinérant",30,29,3,25,38,0,125,150
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 600","Daveluyville",54,71,4,82,14,1,226,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 601","St-Albert",50,65,2,55,5,2,179,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 602","Victoriaville",84,151,7,105,37,3,387,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 603","Victoriaville",70,110,7,96,27,1,311,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 604","Victoriaville",158,226,7,154,63,7,615,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 605","Warwick--Kingsey Falls",119,185,12,157,44,8,525,
