Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pam Dhanoa,Nao Fernando,Nina Grewal,Alex Joehl,Alan Saldanha,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 17","Surrey",27,59,198,0,6,0,290,639
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 18","Barnston Island",9,27,112,2,5,1,156,344
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 19","Surrey",19,67,87,1,12,2,188,488
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 20","Surrey",16,115,107,3,11,0,252,499
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 21","Surrey",14,54,53,3,2,1,127,309
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 22","Surrey",6,42,39,1,3,1,92,235
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 22-1A","Surrey",18,49,63,0,4,1,135,398
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 22-1B","Surrey",24,51,62,1,7,0,145,394
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 23","Surrey",16,51,71,0,7,0,145,335
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 24","Surrey",36,66,95,3,7,0,207,440
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 25","Surrey",23,41,49,0,7,2,122,244
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 26","Surrey",34,84,115,1,10,0,244,464
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 27","Surrey",Merged with No. 26/Fusionné avec le nº 26,,,,,,,43
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 28","Surrey",41,81,50,0,1,0,173,368
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 29","Surrey",27,82,90,2,2,4,207,530
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 30","Surrey",23,51,53,0,4,0,131,307
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 31","Surrey",10,50,51,0,7,0,118,316
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 31-1","Surrey",4,50,56,0,2,0,112,282
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 32","Surrey",27,40,84,1,6,2,160,415
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 33","Surrey",19,80,80,1,9,0,189,520
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 34","Surrey",9,49,33,1,2,1,95,368
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 35","Surrey",18,77,76,4,3,0,178,473
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 36","Surrey",25,76,79,3,5,0,188,476
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 37","Surrey",16,43,42,0,2,0,103,316
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 38","Surrey",24,87,66,0,5,1,183,488
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 39","Surrey",25,77,101,1,11,0,215,482
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 40","Surrey",18,74,72,3,1,1,169,390
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 41","Surrey",22,60,117,1,6,1,207,385
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 42","Surrey",38,97,92,1,5,4,237,526
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 43","Surrey",27,101,73,1,2,3,207,540
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 44","Surrey",27,70,66,0,0,0,163,304
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 44-1","Surrey",30,96,91,1,11,0,229,502
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 45","Surrey",9,83,113,2,7,0,214,443
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 46","Surrey",28,50,78,1,6,1,164,321
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 47","Surrey",9,54,48,1,5,1,118,293
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 47-1","Surrey",17,62,75,0,4,0,158,361
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 48","Surrey",18,62,76,0,2,0,158,407
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 49","Surrey",23,56,85,0,2,2,168,439
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 49-1","Surrey",12,40,51,3,4,0,110,312
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 49-2","Surrey",28,52,71,1,3,0,155,438
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 50","Surrey",26,45,104,0,5,7,187,493
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 51","Surrey",6,19,38,1,0,1,65,298
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 51-1","Surrey",17,54,48,2,6,0,127,378
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 52","Surrey",20,56,118,2,5,0,201,383
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 52-1","Surrey",27,42,57,0,2,1,129,342
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 53","Surrey",9,46,66,0,1,0,122,231
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 53-1","Surrey",28,88,117,2,6,2,243,514
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 54","Surrey",34,78,153,4,8,0,277,522
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 55","Surrey",13,66,63,0,2,2,146,282
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 56","Surrey",36,71,105,3,5,0,220,471
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 57","Surrey",27,40,69,3,4,1,144,279
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 57-1","Surrey",26,53,128,1,8,2,218,441
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 58","Surrey",33,73,142,2,4,0,254,466
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 59","Surrey",25,73,142,3,6,0,249,535
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 60","Surrey",25,48,76,4,1,1,155,361
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 61","Surrey",22,49,69,4,4,0,148,327
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 62","Surrey",55,60,113,0,1,0,229,506
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 62-1","Surrey",36,42,76,3,5,2,164,364
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 63","Surrey",31,62,109,0,10,0,212,489
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 63-1","Surrey",60,72,108,1,6,0,247,521
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 64","Surrey",12,39,67,2,9,1,130,251
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 65","Surrey",13,42,110,0,13,0,178,347
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 66","Surrey",15,55,108,2,7,1,188,346
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 67","Surrey",10,22,42,7,10,0,91,178
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 68","Surrey",19,66,135,2,10,2,234,402
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 69","Surrey",27,28,69,2,3,0,129,381
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 70","Surrey",12,39,87,1,6,1,146,313
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 71","Surrey",36,80,191,2,17,3,329,729
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 72","Surrey",23,51,152,1,9,1,237,434
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73","Surrey",24,60,119,1,11,1,216,483
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73-1","Surrey",24,72,129,1,10,0,236,480
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73-2A","Surrey",27,83,156,1,11,0,278,595
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73-2B","Surrey",39,40,136,0,12,0,227,563
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73-3A","Surrey",21,49,96,0,13,0,179,355
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73-3B","Surrey",30,55,118,3,12,0,218,394
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73-4","Surrey",32,72,175,4,14,0,297,597
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 73-5","Surrey",12,56,129,0,2,1,200,493
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 74A","Surrey",24,74,117,0,6,0,221,517
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 74B","Surrey",20,63,135,1,10,0,229,527
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 74-1A","Surrey",18,50,127,0,17,2,214,437
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 74-1B","Surrey",19,58,128,2,14,1,222,462
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 74-2A","Surrey",35,53,123,1,13,2,227,480
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 74-2B","Surrey",30,61,122,0,11,0,224,462
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 75","Surrey",12,46,137,4,13,1,213,436
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 76","Surrey",20,87,66,0,8,0,181,450
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 77","Surrey",19,62,87,1,9,0,178,436
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 78","Surrey",28,72,97,1,5,3,206,436
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 79","Surrey",55,61,70,1,3,2,192,544
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 80","Surrey",19,65,28,1,5,3,121,293
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 81","Surrey",77,96,61,1,4,0,239,544
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 82","Surrey",10,37,79,1,9,1,137,342
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 82-1","Surrey",20,78,87,2,5,1,193,427
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 83","Surrey",14,58,71,3,0,1,147,347
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 84","Surrey",12,44,52,0,1,0,109,311
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 84-1","Surrey",14,29,53,1,5,0,102,220
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 85A","Surrey",21,61,77,1,7,1,168,341
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 85B","Surrey",18,52,87,0,4,1,162,342
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 86","Surrey",30,79,110,2,4,0,225,461
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 87","Surrey",20,66,86,1,5,2,180,425
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 88","Surrey",25,78,128,0,4,0,235,435
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 89","Surrey",16,67,112,1,4,1,201,445
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 89-1","Surrey",28,70,35,0,0,1,134,281
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 90","Surrey",46,82,53,1,2,1,185,390
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 91","Surrey",14,39,108,1,7,3,172,334
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 91-1","Surrey",31,54,65,3,7,0,160,360
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 92","Surrey",23,74,97,1,3,1,199,426
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 93","Surrey",46,65,56,1,5,0,173,409
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 94","Surrey",27,88,152,4,6,0,277,516
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 95","Surrey",31,56,168,2,8,0,265,518
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 96","Surrey",28,57,98,2,6,2,193,408
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 97","Surrey",20,50,89,1,8,1,169,357
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 98","Surrey",23,55,55,1,5,1,140,337
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 99A","Surrey",16,89,99,0,5,0,209,520
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 99B","Surrey",19,80,77,2,5,2,185,477
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 100","Surrey",31,41,20,1,0,0,93,152
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 101","Surrey",Merged with No. 100/Fusionné avec le nº 100,,,,,,,84
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 102","Surrey",28,64,69,0,2,3,166,332
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 103","Surrey",61,68,60,2,7,1,199,453
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 103-1","Surrey",58,55,43,2,3,6,167,427
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 104","Surrey",48,89,73,2,3,0,215,504
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 105","Surrey",49,96,100,3,6,2,256,461
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 106","Surrey",25,86,78,2,7,2,200,416
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 107","Surrey",60,88,98,1,4,0,251,517
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 108","Surrey",25,89,85,1,7,0,207,382
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 109","Surrey",22,68,74,1,5,0,170,350
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 110","Surrey",44,121,60,3,9,1,238,519
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 110-1","Surrey",28,38,45,0,2,0,113,325
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 111","Surrey",19,21,45,0,0,0,85,212
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 112","Surrey",65,91,98,3,6,2,265,554
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 113","Surrey",37,109,69,3,5,1,224,502
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 114","Surrey",33,68,36,1,4,1,143,336
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 115","Surrey",21,43,59,0,7,0,130,273
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 115-1","Surrey",30,72,44,2,3,0,151,357
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 116","Surrey",25,96,70,1,4,4,200,452
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 117","Surrey",16,77,76,3,10,3,185,420
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 118","Surrey",10,56,53,0,4,0,123,260
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 119","Surrey",17,126,104,1,19,0,267,609
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 120","Surrey",28,120,78,3,8,2,239,454
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 121","Surrey",27,103,82,1,8,0,221,483
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 122","Surrey",12,68,70,1,5,1,157,462
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 123","Surrey",17,52,58,0,4,0,131,369
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 124","Surrey",11,52,28,1,5,1,98,256
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 125A","Surrey",15,77,75,2,9,1,179,411
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 125B","Surrey",21,61,71,1,5,0,159,404
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 126","Surrey",8,47,26,0,3,2,86,214
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 127","Surrey",17,92,69,3,8,4,193,485
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 128","Surrey",26,102,100,1,5,2,236,551
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 129","Surrey",33,61,96,3,5,0,198,456
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 129-1","Surrey",38,83,60,0,12,1,194,393
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 130","Surrey",31,90,99,2,9,3,234,477
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 131","Surrey",23,64,111,1,10,1,210,493
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 132","Surrey",65,93,67,1,2,2,230,622
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 132-1","Surrey",49,61,35,0,4,4,153,381
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 132-2","Surrey",26,98,40,0,2,0,166,472
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 133","Surrey",27,52,29,1,2,2,113,318
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 133-1","Surrey",57,80,93,3,1,1,235,573
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 133-2","Surrey",36,60,45,0,6,1,148,316
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 134","Surrey",36,114,142,2,4,1,299,514
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 135","Surrey",50,60,88,3,5,1,207,435
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 135-1","Surrey",111,75,53,2,5,1,247,510
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 136","Surrey",47,85,52,0,5,4,193,467
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 136-1","Surrey",45,78,138,0,11,2,274,473
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 137","Surrey",13,59,83,0,5,1,161,364
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 138","Surrey",32,83,58,1,5,0,179,455
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 139","Surrey",21,63,69,1,4,0,158,422
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 140","Surrey",19,80,95,2,9,0,205,465
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 141","Surrey",31,39,47,0,6,0,123,359
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 142","Surrey",15,43,185,0,9,1,253,476
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 143","Surrey",16,109,92,4,12,1,234,551
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 144","Surrey",15,72,58,0,6,0,151,321
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 145","Surrey",35,136,79,4,9,1,264,478
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 146","Surrey",28,52,32,0,3,2,117,351
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 147","Surrey",66,92,80,0,3,2,243,570
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 148","Surrey",72,92,86,1,7,1,259,583
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 149","Surrey",46,81,31,1,3,3,165,402
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 150A","Surrey",43,57,50,0,3,0,153,342
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 150B","Surrey",29,44,27,1,2,0,103,341
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 150-1","Surrey",55,93,78,3,7,1,237,612
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 151A","Surrey",33,64,50,1,4,0,152,419
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 151B","Surrey",38,65,47,0,2,0,152,415
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 151-1A","Surrey",45,81,64,2,2,0,194,523
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 151-1B","Surrey",52,67,50,0,2,2,173,503
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 152","Surrey",14,41,78,2,6,2,143,324
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 152-1","Surrey",49,71,40,1,3,1,165,385
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 152-2","Surrey",59,72,54,0,3,0,188,437
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 153","Surrey",47,78,113,1,10,0,249,617
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 154","Surrey",50,81,86,4,12,0,233,469
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 154-1A","Surrey",51,65,82,0,8,0,206,465
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 154-1B","Surrey",42,68,91,0,6,1,208,487
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 155A","Surrey",30,66,107,1,6,0,210,469
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 155B","Surrey",37,63,114,1,8,1,224,456
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 155-1","Surrey",64,45,123,3,11,0,246,433
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 155-2","Surrey",41,91,132,1,10,1,276,568
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 155-3","Surrey",54,72,58,2,5,1,192,437
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 156","Surrey",23,21,74,1,8,1,128,271
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 157","Surrey",19,20,78,0,2,1,120,258
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 157-1","Surrey",46,32,136,1,5,0,220,501
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 158","Surrey",56,105,122,4,6,1,294,693
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 158-1","Surrey",43,79,166,3,17,0,308,580
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 159","Surrey",30,71,116,1,15,0,233,512
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 159-1","Surrey",14,43,75,5,7,0,144,256
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 160","Surrey",31,34,67,1,2,0,135,344
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 500","Mobile poll/Bureau itinérant",13,28,36,6,1,1,85,109
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 501","Mobile poll/Bureau itinérant",28,46,65,3,3,3,148,254
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 600","Surrey--Barnston Island",75,110,288,2,7,6,488,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 601","Surrey",99,209,309,7,13,3,640,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 602","Surrey",159,253,600,9,17,0,1038,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 603","Surrey",95,168,295,3,9,2,572,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 604","Surrey",142,200,427,2,15,2,788,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 605","Surrey",197,187,250,2,5,1,642,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 606","Surrey",74,164,177,3,14,2,434,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 607","Surrey",210,220,337,8,12,2,789,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 608","Surrey",179,156,377,6,26,9,753,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 609","Surrey",93,169,428,3,17,2,712,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 610","Surrey--Barnston Island",46,77,309,1,5,1,439,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells"," 611","Surrey",127,97,143,3,3,0,373,
59009,"Fleetwood--Port Kells/Fleetwood--Port Kells",,Group 1/Groupe 1,49,16,37,4,9,8,123,178
