Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mohamed Alli,Jerome Dondo,Matthew Friesen,Candice Hoeppner,M.J. Willard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46007,Portage--Lisgar/Portage--Lisgar,101,Carman,15,16,14,157,17,1,220,347
46007,Portage--Lisgar/Portage--Lisgar,102,Carman,35,8,20,181,18,1,263,531
46007,Portage--Lisgar/Portage--Lisgar,103,Carman,21,20,20,231,17,1,310,459
46007,Portage--Lisgar/Portage--Lisgar,104,Miami,22,2,22,164,6,0,216,433
46007,Portage--Lisgar/Portage--Lisgar,105,Miami,17,6,30,169,9,0,231,362
46007,Portage--Lisgar/Portage--Lisgar,106,Rosebank,5,1,11,74,0,0,91,149
46007,Portage--Lisgar/Portage--Lisgar,107,Roland,5,2,13,152,10,0,182,269
46007,Portage--Lisgar/Portage--Lisgar, 107-1,Roland,18,4,7,141,8,0,178,291
46007,Portage--Lisgar/Portage--Lisgar,108,Myrtle,Void/Supprimé,,,,,,,
46007,Portage--Lisgar/Portage--Lisgar,109,Pilot Mound,12,0,5,94,16,1,128,202
46007,Portage--Lisgar/Portage--Lisgar,110,Pilot Mound,18,2,9,124,13,0,166,304
46007,Portage--Lisgar/Portage--Lisgar,111,Crystal City,16,3,7,177,13,2,218,331
46007,Portage--Lisgar/Portage--Lisgar,112,Pilot Mound,10,2,5,12,107,0,136,239
46007,Portage--Lisgar/Portage--Lisgar,113,Clearwater ,8,0,9,80,11,0,108,150
46007,Portage--Lisgar/Portage--Lisgar,114,Crystal City,3,1,0,71,12,1,88,123
46007,Portage--Lisgar/Portage--Lisgar,115,La Rivière,24,1,5,108,7,1,146,292
46007,Portage--Lisgar/Portage--Lisgar,116,Snowflake,0,0,5,65,3,0,73,115
46007,Portage--Lisgar/Portage--Lisgar,117,Manitou,14,1,12,93,4,0,124,222
46007,Portage--Lisgar/Portage--Lisgar,118,Manitou,18,0,15,185,16,1,235,381
46007,Portage--Lisgar/Portage--Lisgar,119,Manitou,13,1,22,122,9,0,167,275
46007,Portage--Lisgar/Portage--Lisgar,120,Darlingford,14,3,17,142,5,0,181,287
46007,Portage--Lisgar/Portage--Lisgar,121,Darlingford,4,0,10,44,4,0,62,154
46007,Portage--Lisgar/Portage--Lisgar,122,Morden,20,0,12,125,10,0,167,304
46007,Portage--Lisgar/Portage--Lisgar, 122-1,Morden,22,2,15,157,5,1,202,407
46007,Portage--Lisgar/Portage--Lisgar,123,Morden,6,2,5,167,8,0,188,322
46007,Portage--Lisgar/Portage--Lisgar,124,Morden,42,4,23,209,8,0,286,487
46007,Portage--Lisgar/Portage--Lisgar,125,Morden,11,1,19,126,10,1,168,286
46007,Portage--Lisgar/Portage--Lisgar, 125-1,Morden,20,3,17,156,6,0,202,350
46007,Portage--Lisgar/Portage--Lisgar, 125-2,Morden,11,0,10,101,8,0,130,228
46007,Portage--Lisgar/Portage--Lisgar,126,Morden,19,5,14,160,11,1,210,411
46007,Portage--Lisgar/Portage--Lisgar,127,Morden,14,1,16,121,5,0,157,309
46007,Portage--Lisgar/Portage--Lisgar, 127-1,Morden,17,3,10,78,8,0,116,268
46007,Portage--Lisgar/Portage--Lisgar,128,Morden,16,3,9,111,4,1,144,309
46007,Portage--Lisgar/Portage--Lisgar, 129A,Morden,20,1,21,155,9,1,207,334
46007,Portage--Lisgar/Portage--Lisgar, 129B,Morden,17,4,8,108,13,0,150,293
46007,Portage--Lisgar/Portage--Lisgar,130,Morden,5,4,16,112,7,0,144,316
46007,Portage--Lisgar/Portage--Lisgar,131,Morden,18,5,21,148,7,0,199,397
46007,Portage--Lisgar/Portage--Lisgar,132,Thornhill,8,7,26,158,6,0,205,372
46007,Portage--Lisgar/Portage--Lisgar,133,Morden,9,11,14,114,7,0,155,259
46007,Portage--Lisgar/Portage--Lisgar,134,Morden,0,4,8,123,7,0,142,224
46007,Portage--Lisgar/Portage--Lisgar,135,Brown,11,7,16,129,3,0,166,294
46007,Portage--Lisgar/Portage--Lisgar,136,Winkler,1,7,8,172,1,2,191,422
46007,Portage--Lisgar/Portage--Lisgar, 136-1,Winkler,1,5,1,213,0,0,220,481
46007,Portage--Lisgar/Portage--Lisgar,137,Chortitz,0,5,2,55,0,0,62,114
46007,Portage--Lisgar/Portage--Lisgar,138,Schanzenfeld,3,15,9,244,0,2,273,455
46007,Portage--Lisgar/Portage--Lisgar,139,Hochfeld,1,4,5,162,1,0,173,303
46007,Portage--Lisgar/Portage--Lisgar,140,Blumenfeld,3,7,13,140,1,0,164,385
46007,Portage--Lisgar/Portage--Lisgar,141,Winkler,4,1,7,156,6,0,174,362
46007,Portage--Lisgar/Portage--Lisgar,142,Winkler,9,8,21,192,6,1,237,488
46007,Portage--Lisgar/Portage--Lisgar, 142-1,Winkler,6,2,9,155,3,2,177,309
46007,Portage--Lisgar/Portage--Lisgar,143,Winkler,9,2,13,155,4,0,183,463
46007,Portage--Lisgar/Portage--Lisgar,144,Winkler,5,3,7,151,4,1,171,346
46007,Portage--Lisgar/Portage--Lisgar,145,Winkler,12,2,6,185,6,0,211,452
46007,Portage--Lisgar/Portage--Lisgar,146,Winkler,10,8,10,215,4,1,248,403
46007,Portage--Lisgar/Portage--Lisgar, 146-1,Winkler,3,2,4,150,2,0,161,303
46007,Portage--Lisgar/Portage--Lisgar, 146-2,Winkler,5,3,12,163,4,0,187,360
46007,Portage--Lisgar/Portage--Lisgar,147,Winkler,6,2,14,108,7,1,138,348
46007,Portage--Lisgar/Portage--Lisgar,148,Winkler,7,9,13,217,6,1,253,452
46007,Portage--Lisgar/Portage--Lisgar,149,Winkler,8,5,20,151,4,0,188,343
46007,Portage--Lisgar/Portage--Lisgar,150,Winkler,3,5,6,107,7,0,128,388
46007,Portage--Lisgar/Portage--Lisgar,151,Winkler,14,3,6,130,3,0,156,306
46007,Portage--Lisgar/Portage--Lisgar,152,Winkler,11,4,10,140,2,0,167,368
46007,Portage--Lisgar/Portage--Lisgar,153,Winkler,2,4,10,103,4,1,124,300
46007,Portage--Lisgar/Portage--Lisgar,154,Winkler,4,0,1,79,3,1,88,292
46007,Portage--Lisgar/Portage--Lisgar,155,Plum Coulee,3,6,5,145,1,0,160,250
46007,Portage--Lisgar/Portage--Lisgar,156,Plum Coulee,6,5,6,200,0,0,217,470
46007,Portage--Lisgar/Portage--Lisgar,157,Horndean,2,3,3,101,4,1,114,222
46007,Portage--Lisgar/Portage--Lisgar,158,Rosenfeld,8,8,10,189,8,0,223,404
46007,Portage--Lisgar/Portage--Lisgar,159,Gnadenthal,0,7,5,135,0,0,147,281
46007,Portage--Lisgar/Portage--Lisgar,160,Altbergthal,8,2,6,145,2,2,165,234
46007,Portage--Lisgar/Portage--Lisgar,161,Altona,13,2,22,146,8,1,192,318
46007,Portage--Lisgar/Portage--Lisgar, 161-1,Altona,18,2,19,138,17,0,194,278
46007,Portage--Lisgar/Portage--Lisgar,162,Altona,21,0,9,216,12,1,259,453
46007,Portage--Lisgar/Portage--Lisgar,163,Altona,11,1,1,124,9,0,146,271
46007,Portage--Lisgar/Portage--Lisgar,164,Altona,19,5,26,171,4,1,226,498
46007,Portage--Lisgar/Portage--Lisgar, 164-1,Altona,6,2,3,91,6,2,110,174
46007,Portage--Lisgar/Portage--Lisgar,165,Altona,19,4,15,241,26,2,307,484
46007,Portage--Lisgar/Portage--Lisgar,166,Altona,8,5,15,220,17,1,266,397
46007,Portage--Lisgar/Portage--Lisgar,167,Gretna,5,4,1,105,4,0,119,220
46007,Portage--Lisgar/Portage--Lisgar,168,Gretna,21,6,28,122,12,0,189,345
46007,Portage--Lisgar/Portage--Lisgar,169,Halbstadt,4,3,5,76,2,1,91,152
46007,Portage--Lisgar/Portage--Lisgar,500,Mobile poll/Bureau itinérant,8,6,4,86,21,1,126,400
46007,Portage--Lisgar/Portage--Lisgar,501,Mobile poll/Bureau itinérant,5,3,3,35,11,2,59,238
46007,Portage--Lisgar/Portage--Lisgar,502,Mobile poll/Bureau itinérant,18,1,4,112,25,0,160,230
46007,Portage--Lisgar/Portage--Lisgar,503,Mobile poll/Bureau itinérant,8,3,2,30,16,4,63,90
46007,Portage--Lisgar/Portage--Lisgar,504,Mobile poll/Bureau itinérant,6,4,3,61,5,0,79,147
46007,Portage--Lisgar/Portage--Lisgar,505,Mobile poll/Bureau itinérant,6,1,4,39,8,3,61,105
46007,Portage--Lisgar/Portage--Lisgar,506,Mobile poll/Bureau itinérant,5,1,1,34,3,2,46,125
46007,Portage--Lisgar/Portage--Lisgar,507,Mobile poll/Bureau itinérant,5,2,4,76,11,0,98,127
46007,Portage--Lisgar/Portage--Lisgar,508,Mobile poll/Bureau itinérant,3,0,3,61,5,0,72,71
46007,Portage--Lisgar/Portage--Lisgar,509,Mobile poll/Bureau itinérant,0,3,4,127,5,1,140,192
46007,Portage--Lisgar/Portage--Lisgar,510,Mobile poll/Bureau itinérant,2,1,2,30,7,1,43,81
46007,Portage--Lisgar/Portage--Lisgar,511,Mobile poll/Bureau itinérant,3,1,1,99,1,1,106,123
46007,Portage--Lisgar/Portage--Lisgar,600,North Norfolk--Victoria,5,1,3,87,1,0,97,
46007,Portage--Lisgar/Portage--Lisgar,601,Portage la Prairie--Rural,24,2,5,177,9,1,218,
46007,Portage--Lisgar/Portage--Lisgar,602,Portage la Prairie North,26,3,11,87,13,2,142,
46007,Portage--Lisgar/Portage--Lisgar,603,Elie,8,1,3,48,5,0,65,
46007,Portage--Lisgar/Portage--Lisgar,604,Treherne--Lorne,7,1,10,66,15,0,99,
46007,Portage--Lisgar/Portage--Lisgar,605,Carman--St. Claude,25,15,23,208,22,1,294,
46007,Portage--Lisgar/Portage--Lisgar,606,Manitou--Pilot Mound,8,0,7,87,8,1,111,
46007,Portage--Lisgar/Portage--Lisgar,607,Morden,27,10,30,442,44,5,558,
46007,Portage--Lisgar/Portage--Lisgar,608,Outer Winkler ,3,8,17,247,9,0,284,
46007,Portage--Lisgar/Portage--Lisgar,609,Rhineland,8,6,4,138,16,1,173,
46007,Portage--Lisgar/Portage--Lisgar,610,Portage la Prairie South,43,1,20,200,34,2,300,
46007,Portage--Lisgar/Portage--Lisgar,611,Oak Bluff,19,1,7,95,13,0,135,
46007,Portage--Lisgar/Portage--Lisgar,612,La Salle,4,0,4,81,15,0,104,
46007,Portage--Lisgar/Portage--Lisgar,613,Winkler Centre,8,5,10,256,9,2,290,
46007,Portage--Lisgar/Portage--Lisgar,,Group 1/Groupe 1,9,2,7,45,19,8,90,151
46007,Portage--Lisgar/Portage--Lisgar,,Group 2/Groupe 2,30,3,18,314,34,8,407,
