Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barry Devolin,Lyn Edwards,Susanne Lauten,Laura Redman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 18","Dysart and Others",77,24,14,27,0,142,324
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 18-1","Highlands East",42,23,9,12,0,86,191
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 19","Dysart and Others",135,59,31,35,0,260,587
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 20","Haliburton",51,31,8,28,0,118,289
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 21","Haliburton",60,43,9,41,0,153,326
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 22","Haliburton",91,33,5,22,2,153,367
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 22-1","Dysart and Others",Void/Supprimé,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 23","Dysart and Others",134,75,13,33,1,256,501
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 24","Dysart and Others",103,54,17,52,0,226,472
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 25","Dysart and Others",150,51,16,31,0,248,417
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 26","Harburn",121,76,14,43,0,254,479
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 27","Harburn",62,21,3,10,0,96,213
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 28","Dysart and Others",143,44,5,40,0,232,445
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 29","Harcourt",188,56,10,22,2,278,540
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 30","Wilberforce",121,82,12,24,0,239,542
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 31","Gooderham",62,28,6,13,0,109,215
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 32","Monmouth",90,33,13,11,0,147,300
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 33","Cardiff",115,82,10,16,0,223,433
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 34","Paudash Lake",176,70,7,33,0,286,447
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 35","Chandos",83,36,8,12,0,139,312
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 36","Chandos",80,31,4,13,0,128,299
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 37","North Kawartha",100,34,8,31,0,173,468
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 37-1","North Kawartha",Void/Supprimé,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 38","North Kawartha",Void/Supprimé,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 39","North Kawartha",121,62,16,30,0,229,356
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 40","Galway-Cavendish and Harvey",216,70,22,47,2,357,578
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 40-1","Galway-Cavendish and Harvey",30,21,4,8,0,63,100
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 41","Galway-Cavendish and Harvey",153,62,16,44,0,275,405
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 42","Galway-Cavendish and Harvey",192,95,14,52,1,354,535
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 43","Galway-Cavendish and Harvey",70,15,8,11,0,104,176
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 44","Galway-Cavendish and Harvey",180,72,19,35,0,306,549
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 45","Galway-Cavendish and Harvey",131,63,12,14,1,221,502
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 46","Harvey",114,46,16,21,0,197,355
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 47","North Kawartha",118,44,11,19,0,192,383
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 48","Galway-Cavendish and Harvey",110,26,7,22,0,165,245
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 49","Galway-Cavendish and Harvey",153,76,15,30,0,274,426
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 50","Somerville",129,64,9,15,1,218,497
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 51","Somerville",109,26,12,15,1,163,323
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 51-1","Kawartha Lakes",128,48,9,14,0,199,370
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 52","Somerville",191,79,14,18,0,302,573
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 53","Somerville",63,22,6,15,0,106,212
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 54","Bexley",69,28,1,12,0,110,241
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 55","Bexley",124,40,9,18,0,191,381
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 56","Bexley",166,43,9,22,1,241,465
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 57","Laxton, Digby and Longford",94,27,6,23,0,150,279
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 58","Laxton, Digby and Longford",78,53,9,13,0,153,333
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 59","Laxton, Digby and Longford",84,29,4,11,0,128,283
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 60","Dalton",128,51,18,17,0,214,382
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 61","Carden",185,69,17,29,1,301,448
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 62","Carden",66,42,4,15,0,127,300
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 63","Eldon",174,62,14,15,1,266,489
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 64","Eldon",110,40,11,18,1,180,332
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 65A","Eldon",119,30,6,17,0,172,327
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 65B","Eldon",138,30,8,12,0,188,336
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 66","Brock",130,37,16,19,0,202,479
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 67","Brock",103,39,17,21,0,180,397
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 68","Brock",73,52,19,20,0,164,362
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 69","Brock",86,40,6,12,0,144,313
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 70","Brock",87,22,2,24,0,135,327
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 70-1","Brock",67,43,5,13,1,129,329
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 71","Brock",89,37,12,9,0,147,354
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 72","Brock",106,48,4,16,0,174,358
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 73","Brock",105,29,11,21,0,166,371
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 74","Brock",101,42,5,14,0,162,336
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 75","Brock",137,93,12,36,0,278,476
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 76","Cannington",143,65,17,29,1,255,436
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 77","Brock",132,55,13,19,0,219,389
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 78","Brock",167,51,13,26,1,258,434
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 79","Brock",116,33,14,29,0,192,312
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 80","Brock",91,25,8,7,0,131,230
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 81","Manilla",101,31,4,21,0,157,274
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 82","Brock",120,38,8,20,1,187,318
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 82-1","Brock",Void/Supprimé,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 83","Sunderland",119,64,25,27,0,235,429
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 83-1","Brock",147,56,20,33,1,257,440
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 84","Brock",192,66,19,44,0,321,495
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 84-1","Brock",Void/Supprimé,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 85","Brock",180,39,9,50,0,278,424
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 86","Mariposa",196,78,11,51,0,336,596
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 86-1","Kawartha Lakes",111,31,7,14,0,163,309
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 87","Mariposa",132,48,7,29,2,218,432
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 88","Mariposa",149,64,11,24,1,249,472
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 89","Mariposa",128,38,10,14,3,193,374
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 90","Mariposa",113,27,11,20,1,172,349
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 90-1","Kawartha Lakes",86,37,12,16,3,154,246
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 91","Mariposa",61,30,9,13,0,113,223
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 92","Mariposa",163,35,3,14,0,215,400
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 92-1","Kawartha Lakes",107,23,15,16,0,161,299
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 93","Mariposa",160,62,8,23,0,253,470
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 94","Mariposa",124,34,12,15,2,187,322
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 94-1","Kawartha Lakes",116,50,12,12,1,191,341
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 95","Mariposa",133,52,13,20,0,218,454
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 96","Mariposa",140,14,8,10,1,173,385
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 96-1","Kawartha Lakes",94,15,9,11,0,129,286
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 97","Mariposa",129,53,16,33,1,232,411
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 97-1","Kawartha Lakes",Void/Supprimé,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 98","Eldon",185,47,5,33,1,271,519
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 99","Eldon",158,35,10,18,0,221,419
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 100","Eldon",159,48,6,16,0,229,433
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 101","Fenelon",143,49,11,30,0,233,456
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 102","Fenelon",153,38,3,30,2,226,461
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 103","Fenelon",Void/Supprimé,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 104","Fenelon",143,58,9,24,0,234,489
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 105","Fenelon Falls",108,43,7,21,4,183,506
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 106","Fenelon Falls",86,34,13,15,0,148,371
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 107","Fenelon Falls",143,60,14,28,0,245,417
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 108","Fenelon Falls",110,24,11,22,0,167,328
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 109","Verulam",80,36,12,19,0,147,292
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 109-1","Kawartha Lakes",164,69,13,22,1,269,516
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 110A","Verulam",118,31,6,4,0,159,305
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 110B","Verulam",91,39,6,15,0,151,304
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 111","Bobcaygeon",73,27,13,14,0,127,315
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 111-1","Kawartha Lakes",77,26,5,14,0,122,265
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 112","Bobcaygeon",135,69,12,10,0,226,576
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 113","Bobcaygeon",135,44,6,26,0,211,404
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 114","Bobcaygeon",179,42,12,69,2,304,540
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 114-1","Bobcaygeon",49,12,4,11,0,76,113
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 115","Bobcaygeon",76,49,15,15,1,156,396
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 115-1","Bobcaygeon",26,11,3,9,0,49,138
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 116","Verulam",101,44,11,34,1,191,443
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 117","Verulam",136,48,8,20,0,212,500
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 118","Fenelon",125,63,7,33,0,228,428
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 119","Fenelon",176,57,10,22,1,266,483
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 120","Fenelon",229,97,24,32,1,383,582
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 121","Fenelon",86,41,11,18,0,156,299
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 122","Fenelon",177,62,20,27,1,287,526
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 123","Fenelon",154,61,12,32,3,262,488
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 124","Fenelon",175,81,32,22,1,311,554
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 125","Verulam",188,83,17,28,1,317,578
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 126","Verulam",141,77,11,11,0,240,342
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 127","Verulam",120,44,13,32,0,209,381
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 128","Verulam",160,44,10,36,0,250,364
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 129","Emily",130,58,11,12,0,211,458
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 130","Emily",83,44,13,28,2,170,301
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 130-1","Kawartha Lakes",106,52,3,10,2,173,339
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 131","Emily",153,88,13,27,0,281,561
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 132","Emily",171,60,3,15,0,249,457
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 133","Emily",112,39,10,21,0,182,360
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 134","Emily",76,16,6,12,1,111,186
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 134-1","Kawartha Lakes",116,59,7,31,1,214,425
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 135","Emily",68,31,3,13,0,115,193
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 136","Emily",171,73,18,29,0,291,481
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 137","Emily",183,85,17,26,2,313,558
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 138","Omemee",119,60,13,25,0,217,384
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 139","Omemee",102,59,9,20,0,190,383
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 139-1","Kawartha Lakes",60,37,0,9,0,106,208
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 140","Emily",118,54,10,33,0,215,438
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 141","Emily",218,64,15,46,0,343,596
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 142","Ops",110,29,6,13,0,158,331
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 142-1","Kawartha Lakes",88,19,4,11,0,122,248
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 143","Ops",134,35,12,16,2,199,415
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 143-1","Ops",125,46,12,16,0,199,374
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 144","Ops",96,31,12,22,1,162,308
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 145","Ops",187,58,7,23,1,276,568
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 146","Ops",147,43,9,15,0,214,421
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 147","Ops",165,59,11,29,1,265,517
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 148","Ops",131,89,10,15,2,247,519
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 148-1","Kawartha Lakes",91,27,5,12,3,138,356
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 149","Manvers",134,64,9,19,2,228,391
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 150","Manvers",130,82,30,17,2,261,436
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 151","Manvers",105,63,9,20,1,198,345
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 152","Manvers",158,46,24,30,0,258,471
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 153","Manvers",107,45,11,19,0,182,325
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 153-1","Kawartha Lakes",80,71,6,11,0,168,305
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 154","Manvers",199,57,13,43,0,312,543
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 155","Manvers",115,47,7,9,0,178,296
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 156","Manvers",161,62,12,16,1,252,465
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 157","Manvers",185,83,9,29,0,306,526
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 158","Manvers",94,62,11,17,0,184,330
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 159","Lindsay",98,41,6,18,0,163,316
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 160","Lindsay",151,36,18,53,0,258,503
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 161","Lindsay",110,57,6,31,2,206,414
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 162","Lindsay",138,36,11,38,0,223,434
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 163","Lindsay",80,23,11,31,0,145,326
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 164","Lindsay",54,48,11,27,1,141,383
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 165","Lindsay",33,30,11,24,0,98,277
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 166","Lindsay",82,39,20,56,0,197,383
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 167","Lindsay",132,50,12,23,0,217,399
