Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dean Allison,Stephen Bieda,Sid Frere,David Heatley,Bryan Jongbloed,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 19-2","Glanbrook",117,25,4,51,1,0,198,399
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 19-3","Glanbrook",92,19,4,41,0,0,156,307
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 19-4","Glanbrook",114,26,11,74,0,0,225,449
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 19-5","Glanbrook",114,20,9,61,5,0,209,458
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 20","Glanbrook",87,15,6,38,4,3,153,336
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 20-1","Glanbrook",127,38,5,66,1,0,237,464
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 21","Glanbrook",119,20,6,82,3,0,230,392
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 22","Glanbrook",101,28,7,71,1,0,208,419
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 22-1","Glanbrook",93,18,5,54,2,0,172,348
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 23","Glanbrook",112,18,4,53,1,0,188,363
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 24","Glanbrook",81,12,9,35,7,1,145,283
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 25","Glanbrook",127,16,11,64,2,1,221,399
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 26","Glanbrook",112,20,10,71,0,1,214,431
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 27","Hamilton ",77,20,1,35,1,0,134,245
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 28","Stoney Creek",93,29,9,75,3,1,210,463
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 28-1","Stoney Creek",72,21,8,65,2,0,168,378
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 29","Stoney Creek",101,23,6,38,2,2,172,382
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 30","Stoney Creek",96,19,5,41,1,1,163,293
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 31","Stoney Creek",79,19,9,64,3,0,174,331
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 31-1","Stoney Creek",61,33,6,53,2,0,155,355
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 32","Stoney Creek",60,14,7,56,0,0,137,295
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 32-1","Stoney Creek",103,31,1,42,0,1,178,324
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 33","Stoney Creek",152,28,5,79,1,0,265,446
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 34","Stoney Creek",142,72,5,74,1,0,294,488
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 35","Stoney Creek",116,41,5,62,2,1,227,430
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 36","Stoney Creek",94,12,10,70,1,0,187,415
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 37","Stoney Creek",78,27,6,42,1,0,154,305
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 37-1","Stoney Creek",61,12,7,56,0,0,136,301
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 38","Stoney Creek",117,42,6,59,1,0,225,411
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 38-1","Stoney Creek",81,34,8,62,2,1,188,318
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 38-2","Stoney Creek",113,75,5,66,3,0,262,497
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 39","Stoney Creek",137,38,4,68,2,1,250,522
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 40","Stoney Creek",158,80,4,76,0,1,319,578
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 41","Stoney Creek",161,48,5,57,2,1,274,493
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 42","Stoney Creek",138,46,7,44,0,0,235,400
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 43","Stoney Creek",99,32,3,91,1,0,226,451
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 44","Stoney Creek",143,27,10,75,0,1,256,512
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 45","Stoney Creek",121,22,13,86,4,1,247,412
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 46","Stoney Creek",57,11,5,56,4,2,135,372
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 47","Stoney Creek",121,26,10,92,5,2,256,447
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 48","Stoney Creek",93,32,8,100,2,0,235,455
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 49","Stoney Creek",74,24,7,45,3,0,153,368
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 50","Stoney Creek",62,22,4,47,4,1,140,238
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 50-1A","Stoney Creek",57,16,4,66,2,0,145,346
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 50-1B","Stoney Creek",63,28,2,50,1,0,144,323
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 51","Stoney Creek",105,24,11,62,1,1,204,383
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 52","Stoney Creek",60,21,6,82,1,0,170,386
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 53","Stoney Creek",105,27,4,78,2,1,217,408
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 54","Stoney Creek",97,28,14,56,2,1,198,389
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 55","Stoney Creek",109,27,9,56,1,0,202,381
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 56","Stoney Creek",103,26,15,80,2,0,226,402
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 57","Stoney Creek",Void/Supprimé,,,,,,,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 58","West Lincoln",127,36,16,57,5,0,241,416
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 59","West Lincoln",127,17,4,29,13,1,191,352
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 60","Fulton",115,26,6,23,3,0,173,326
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 61","West Lincoln",146,27,8,41,9,0,231,367
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 61-1","West Lincoln",121,11,11,34,13,2,192,380
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 62","West Lincoln",105,22,3,24,10,0,164,271
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 63","West Lincoln",111,14,12,28,8,0,173,331
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 63-1","West Lincoln",108,18,8,41,4,1,180,320
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 64","West Lincoln",123,16,4,34,6,0,183,318
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 64-1","West Lincoln",150,12,7,46,9,1,225,422
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 65","Smithville",119,15,8,34,17,0,193,377
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 66","West Lincoln",159,12,6,48,9,0,234,515
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 67","West Lincoln",115,5,8,25,9,0,162,256
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 68","West Lincoln",173,15,12,72,8,1,281,456
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 69","West Lincoln",122,19,4,48,13,1,207,396
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 70","West Lincoln",147,17,10,49,5,2,230,352
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 71","Caistorville",149,24,12,48,2,0,235,346
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 72","West Lincoln",142,25,12,49,13,1,242,448
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 73","Grimsby",137,26,15,67,6,1,252,488
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 74","Grimsby",153,41,8,46,2,0,250,415
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 75","Grimsby",103,40,12,49,0,1,205,340
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 76","Grimsby",109,16,9,43,2,0,179,352
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 77","Grimsby",109,42,10,50,1,0,212,349
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 78","Grimsby",94,19,14,61,2,1,191,332
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 79","Grimsby",82,39,18,61,1,1,202,375
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 80","Grimsby",73,22,12,60,0,1,168,395
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 81","Grimsby",119,40,11,56,2,2,230,391
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 82","Grimsby",122,43,10,46,3,0,224,367
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 83A","Grimsby",79,21,11,36,1,0,148,276
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 83B","Grimsby",91,29,6,43,0,1,170,322
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 84","Grimsby",108,33,10,62,0,0,213,440
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 84-1","Grimsby",93,23,12,51,1,0,180,358
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 84-2","Grimsby",94,22,3,25,1,0,145,286
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 85","Grimsby",80,35,10,38,3,0,166,281
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 86","Grimsby",98,32,22,50,1,0,203,389
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 87","Grimsby",106,48,7,58,6,1,226,448
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 88","Grimsby",128,19,4,54,1,1,207,398
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 89","Grimsby",106,28,9,34,3,3,183,371
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 89-1","Grimsby",128,39,7,36,0,0,210,350
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 90","Grimsby",172,18,16,58,4,0,268,460
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 91","Grimsby",108,34,16,38,10,0,206,372
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 92","Grimsby",145,53,9,39,0,1,247,482
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 93","Grimsby",169,61,2,46,0,0,278,427
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 94","Grimsby",123,27,7,31,0,0,188,322
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 94-1","Grimsby",109,26,6,26,1,0,168,302
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 95","Grimsby",95,19,6,16,1,0,137,241
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 96","Grimsby",138,25,11,70,5,0,249,459
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 97","Grimsby",87,22,17,29,3,3,161,291
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 98","Grimsby",118,34,13,48,3,0,216,380
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 99","Grimsby",115,40,13,46,3,2,219,366
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 100","Grimsby",157,40,6,43,4,1,251,437
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 101","Grimsby",153,23,10,38,6,0,230,385
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 101-1","Grimsby",105,41,9,37,3,0,195,288
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 102","Grimsby",130,27,6,62,2,1,228,415
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 103","Grimsby",80,17,8,23,2,2,132,287
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 103-1","Grimsby",103,33,9,40,0,0,185,320
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 104","Grimsby",112,49,25,43,0,0,229,377
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 105","Grimsby",87,28,6,50,0,0,171,321
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 106","Grimsby",139,46,20,51,0,0,256,421
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 107","Grimsby",170,68,16,32,0,2,288,538
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 108","Grimsby",130,41,8,31,5,0,215,399
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 109","Grimsby",128,54,13,35,2,2,234,413
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 110","Grimsby",124,26,12,47,1,0,210,375
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 110-1","Grimsby",104,48,11,31,1,1,196,347
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 111","Grimsby",180,35,7,21,19,1,263,495
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 111-1","Grimsby",136,48,8,46,2,2,242,417
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 112","Grimsby",136,24,7,49,8,0,224,418
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 113","Grimsby",104,21,15,15,11,0,166,326
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 114","Lincoln",122,33,6,32,4,2,199,364
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 115","Lincoln",149,38,11,30,4,0,232,422
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 116","Lincoln",112,23,12,41,5,0,193,359
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 117","Lincoln",87,19,8,29,2,1,146,260
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 117-1","Lincoln",173,45,11,39,6,3,277,497
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 118","Lincoln",163,35,16,44,6,3,267,481
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 119","Lincoln",84,17,6,40,8,0,155,345
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 119-1","Lincoln",103,27,6,28,3,0,167,322
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 120","Lincoln",171,16,7,59,3,0,256,462
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 121","Lincoln",166,39,17,60,2,0,284,480
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 122","Lincoln",161,13,8,67,9,0,258,488
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 122-1","Lincoln",170,30,12,57,8,1,278,533
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 123","Lincoln",132,36,8,63,4,1,244,470
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 123-1","Lincoln",96,18,15,33,1,0,163,379
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 124","Lincoln",101,11,8,43,3,1,167,349
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 124-1","Lincoln",106,15,17,39,3,0,180,351
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 125","Lincoln",96,15,12,37,5,1,166,357
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 126","Lincoln",120,24,13,45,8,1,211,407
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 127","Lincoln",142,22,20,43,4,0,231,414
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 127-1","Lincoln",167,27,13,50,5,0,262,481
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 128","Lincoln",84,33,6,37,9,0,169,281
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 129","Lincoln",138,20,13,22,20,0,213,337
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 130","Lincoln",102,23,5,20,18,0,168,258
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 131","Lincoln",110,14,8,71,2,0,205,426
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 132","Lincoln",163,31,10,40,7,0,251,407
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 133","Lincoln",206,55,13,46,9,2,331,539
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 134","Lincoln",145,37,22,22,30,1,257,387
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 135","Lincoln",149,23,14,44,22,1,253,428
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 136","Lincoln",106,34,9,28,13,0,190,347
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 137","Lincoln",157,19,2,36,17,1,232,394
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 138","Lincoln",206,24,8,31,14,0,283,418
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 139","Lincoln",142,28,8,38,3,0,219,349
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 140","Lincoln",118,45,7,37,1,1,209,277
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 141A","Lincoln",127,20,8,28,3,1,187,306
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 141B","Lincoln",117,17,4,26,7,2,173,283
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 142","Lincoln",178,41,6,55,12,0,292,515
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 143","Lincoln",156,40,9,35,1,0,241,380
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 144","Lincoln",266,21,20,45,19,0,371,562
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 145","Lincoln",227,53,19,44,10,0,353,545
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 146","Lincoln",140,23,10,25,5,1,204,308
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 147","Lincoln",191,27,10,29,14,0,271,410
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 148","West Lincoln",160,16,11,42,31,2,262,432
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 148-1","West Lincoln",173,15,8,45,12,0,253,429
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 149","Vaughan",134,18,5,36,23,0,216,336
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 150","Elcho",137,17,7,27,19,0,207,307
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 151","Wellandport",140,24,3,33,15,2,217,333
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 152","St. Anns",125,8,10,35,29,0,207,369
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 153","West Lincoln",185,20,11,35,33,0,284,471
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 154","Boyle",128,12,9,37,17,0,203,334
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 155","Pelham",123,28,12,51,3,0,217,332
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 156","Pelham",139,13,12,35,2,0,201,320
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 157","Pelham",165,40,10,43,4,0,262,438
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 158","Pelham",116,23,5,39,1,0,184,280
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 159","Pelham",163,54,14,56,2,0,289,502
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 159-1","Pelham",130,28,8,24,3,0,193,338
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 160","Pelham",124,36,14,38,1,0,213,376
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 161","Pelham",130,35,9,49,1,0,224,386
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 162","Pelham",109,34,13,43,1,0,200,383
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 163","Pelham",146,28,18,53,7,0,252,412
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 164","Pelham",103,26,9,44,5,1,188,361
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 165","Pelham",132,14,8,30,7,0,191,390
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 166","Pelham",88,21,9,41,0,1,160,315
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 166-1","Pelham",85,22,1,15,2,0,125,196
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 167","Pelham",114,24,12,46,1,0,197,355
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 168","Pelham",97,35,15,48,2,1,198,366
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 169","Pelham",114,29,12,31,0,1,187,336
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 170","Pelham",124,36,10,44,2,1,217,397
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 170-1","Pelham",86,42,6,23,0,0,157,236
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 171","Pelham",77,37,7,36,0,2,159,279
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 172","Pelham",69,32,10,29,0,3,143,270
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 173","Pelham",117,56,14,64,2,0,253,467
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 174","Pelham",104,26,13,62,2,1,208,374
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 174-1","Pelham",48,14,4,26,0,0,92,197
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 175","Pelham",116,51,11,65,0,0,243,417
