Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ginette Beaudry,Claude Brunelle,David J. Cox,Mathieu Drolet,Olivier L. Coulombe,Ève Péclet,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 51","Montréal",63,1,1,13,11,90,4,183,336
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 52","Montréal",58,0,2,17,13,87,2,179,356
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 53","Montréal",55,1,4,11,11,113,2,197,397
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 54","Montréal",45,0,4,16,17,92,2,176,292
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 55","Montréal",85,0,4,16,16,113,1,235,410
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 56","Montréal",90,0,6,10,24,166,1,297,453
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 57","Montréal",98,1,5,16,24,185,1,330,494
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 58","Montréal",88,2,9,26,12,98,2,237,429
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 59","Montréal",53,0,1,33,15,126,0,228,468
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 60","Montréal",38,0,3,7,5,44,2,99,272
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 61","Montréal",31,0,5,4,7,36,1,84,228
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 62","Montréal",35,1,2,8,3,82,6,137,340
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 63","Montréal",77,2,3,9,13,104,2,210,415
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 64","Montréal",83,2,6,20,21,99,5,236,484
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 65","Montréal",79,2,2,8,8,100,4,203,434
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 66","Montréal",71,1,6,10,17,113,3,221,490
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 67","Montréal",71,0,5,16,12,104,3,211,385
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 68","Montréal",114,3,4,19,17,162,1,320,560
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 69","Montréal",89,1,2,16,16,109,1,234,360
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 70","Montréal",65,4,4,16,30,129,4,252,419
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 71","Montréal",57,0,5,15,14,61,3,155,328
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 72","Montréal",56,1,4,12,12,55,3,143,311
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 73","Montréal",89,2,3,20,11,98,3,226,379
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 74","Montréal",63,0,7,10,11,81,9,181,359
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 75","Montréal",59,0,0,0,14,78,1,152,308
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 76","Montréal",46,0,3,19,11,96,5,180,448
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 77","Montréal",45,1,1,16,13,107,1,184,304
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 78","Montréal",53,0,2,11,23,90,3,182,326
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 79","Montréal",51,1,1,14,8,86,5,166,308
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 80","Montréal",56,0,4,11,15,103,1,190,352
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 81","Montréal",69,2,8,10,9,74,3,175,372
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 82","Montréal",72,2,4,7,10,69,4,168,310
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 83","Montréal",61,0,4,14,14,98,7,198,495
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 84","Montréal",59,0,3,4,14,83,2,165,332
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 85","Montréal",54,1,6,13,6,83,6,169,355
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 86","Montréal",47,2,5,14,12,89,4,173,487
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 87","Montréal",67,1,2,12,11,93,0,186,379
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 88","Montréal",61,0,3,8,9,83,3,167,374
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 89","Montréal",63,2,6,21,17,107,5,221,403
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 90","Montréal",87,0,5,13,18,130,5,258,440
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 91","Montréal",50,1,2,11,15,63,5,147,388
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 92","Montréal",43,0,0,9,9,89,3,153,346
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 93","Montréal",64,1,4,15,19,102,1,206,363
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 94","Montréal",84,0,6,9,10,86,2,197,461
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 95","Montréal-Est",29,0,2,18,7,73,4,133,353
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 96","Montréal-Est",55,1,3,10,6,70,0,145,339
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 97","Montréal-Est",69,0,5,12,4,77,6,173,386
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 98","Montréal-Est",47,1,3,11,14,76,6,158,439
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 99","Montréal-Est",75,0,3,5,6,96,6,191,412
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 100","Montréal-Est",35,0,3,13,11,48,2,112,291
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 101","Montréal-Est",49,2,1,7,8,87,0,154,352
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 102","Montréal",73,0,5,28,29,94,5,234,371
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 103","Montréal",97,1,7,16,16,124,3,264,416
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 104","Montréal",63,1,9,10,20,98,6,207,350
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 105","Montréal",61,4,0,12,17,97,2,193,387
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 106","Montréal",41,0,4,13,7,60,4,129,294
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 107","Montréal-Est",62,3,2,18,20,104,2,211,418
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 108","Montréal-Est",72,1,1,9,20,126,1,230,569
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 109","Montréal",77,0,5,18,20,86,4,210,430
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 110","Montréal",48,1,3,10,20,103,0,185,466
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 111","Montréal",78,3,5,16,8,120,0,230,461
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 112","Montréal",49,1,8,8,15,72,9,162,349
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 112-1","Montréal",50,0,6,13,14,65,2,150,338
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 113","Montréal",52,1,6,11,13,85,2,170,334
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 114","Montréal",76,1,2,8,17,121,2,227,410
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 115","Montréal",64,3,8,26,40,130,1,272,439
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 116","Montréal",43,1,5,24,33,133,6,245,418
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 117","Montréal",42,0,3,24,19,92,4,184,365
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 118","Montréal",40,2,2,18,26,97,4,189,352
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 119","Montréal",41,0,4,8,22,108,4,187,332
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 120","Montréal",44,4,3,21,40,84,1,197,342
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 121","Montréal",68,1,8,26,37,101,2,243,391
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 122","Montréal",57,0,1,8,17,92,5,180,308
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 123","Montréal",62,0,8,13,13,99,4,199,402
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 124","Montréal",67,0,2,18,14,91,5,197,425
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 125","Montréal",65,1,2,13,9,89,3,182,311
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 126","Montréal",93,1,2,13,9,94,3,215,405
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 127","Montréal",73,0,11,11,13,121,0,229,540
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 128","Montréal",43,1,2,8,8,82,1,145,315
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 129","Montréal",59,0,2,10,7,98,3,179,374
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 130","Montréal",51,2,3,11,7,67,1,142,399
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 131","Montréal",76,1,9,18,32,92,2,230,461
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 132","Montréal",62,1,3,13,34,90,1,204,438
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 133","Montréal",80,0,9,12,21,94,2,218,326
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 134","Montréal",76,1,1,19,25,101,3,226,394
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 135","Montréal",71,2,3,15,18,116,3,228,366
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 136","Montréal",53,1,3,12,22,95,3,189,285
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 137","Montréal",61,0,10,7,18,104,2,202,332
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 138","Montréal",98,0,7,16,33,124,7,285,402
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 139","Montréal",90,0,5,8,21,102,8,234,454
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 140","Montréal",74,0,5,17,25,101,9,231,389
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 141","Montréal",61,2,5,11,12,82,2,175,335
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 142","Montréal",77,1,2,16,17,112,4,229,453
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 143","Montréal",72,1,5,24,10,83,3,198,356
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 144","Montréal",46,2,4,13,14,78,5,162,432
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 145","Montréal",27,0,5,8,4,55,1,100,294
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 146","Montréal",86,1,0,9,18,99,1,214,355
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 147","Montréal",74,0,3,10,19,109,3,218,350
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 148","Montréal",70,0,2,19,13,93,1,198,404
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 149","Montréal",59,1,6,11,10,101,5,193,335
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 150","Montréal",61,0,3,15,15,92,1,187,343
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 151","Montréal",68,1,4,17,16,90,7,203,399
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 152","Montréal",53,0,3,11,16,84,4,171,420
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 153","Montréal",43,1,4,16,19,114,3,200,359
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 154","Montréal",54,1,5,20,20,85,5,190,298
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 155","Montréal",49,0,0,10,23,88,0,170,345
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 156","Montréal",53,2,7,4,6,86,4,162,367
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 157","Montréal",72,1,5,24,19,107,4,232,390
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 158","Montréal",76,0,3,18,29,99,2,227,361
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 159","Montréal",47,0,7,32,30,84,1,201,367
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 160","Montréal",59,0,5,15,16,102,3,200,359
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 161","Montréal",46,0,5,13,23,110,2,199,339
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 162","Montréal",83,2,5,13,25,119,2,249,395
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 163","Montréal",79,2,3,13,19,108,4,228,493
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 164","Montréal",69,0,2,16,11,100,4,202,435
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 165","Montréal",49,1,2,9,7,95,0,163,348
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 166","Montréal",52,3,3,23,13,87,1,182,349
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 167","Montréal",64,1,6,16,44,143,6,280,514
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 167-1A","Montréal",73,1,6,16,28,117,3,244,376
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 167-1B","Montréal",87,1,4,21,38,124,5,280,402
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 167-1C","Montréal",62,1,0,22,31,101,3,220,338
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 168","Montréal",65,0,3,12,20,108,2,210,349
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 169","Montréal",70,0,5,21,32,133,4,265,403
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 170","Montréal",43,1,4,16,11,77,3,155,317
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 171","Montréal",54,1,2,13,13,68,1,152,375
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 172","Montréal",51,1,1,8,13,96,2,172,322
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 173","Montréal",53,0,1,11,12,78,3,158,320
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 174","Montréal",68,2,2,13,14,87,3,189,289
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 175","Montréal",46,2,3,10,14,75,6,156,319
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 176","Montréal",52,1,3,4,10,69,4,143,341
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 177","Montréal",43,2,2,24,25,91,0,187,300
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 178","Montréal",47,1,0,25,19,90,6,188,311
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 179","Montréal",47,1,5,25,27,91,4,200,448
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 180","Montréal",48,1,3,13,24,74,5,168,291
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 181","Montréal",43,1,2,9,20,57,1,133,306
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 182","Montréal",49,1,4,6,19,54,6,139,286
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 183","Montréal",24,0,5,20,20,83,2,154,333
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 184","Montréal",34,1,1,20,26,71,1,154,348
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 185","Montréal",41,0,3,5,10,51,2,112,286
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 186","Montréal",67,3,6,21,16,72,3,188,433
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 187","Montréal",52,2,2,16,13,102,0,187,409
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 188","Montréal",41,0,3,11,11,71,3,140,331
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 189","Montréal",37,0,3,22,26,67,1,156,301
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 190","Montréal",34,1,3,18,42,99,1,198,376
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 191","Montréal",16,0,4,18,37,74,1,150,309
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 192","Montréal",30,0,4,11,22,82,1,150,392
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 193","Montréal",54,2,2,20,18,68,3,167,395
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 194","Montréal",30,3,0,15,41,75,7,171,400
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 195","Montréal",48,0,1,6,21,106,8,190,339
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 196","Montréal",47,2,1,7,17,76,2,152,303
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 197","Montréal",55,0,0,9,9,56,5,134,283
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 400","Montréal",42,4,4,33,31,42,5,161,207
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 400-1","Montréal",37,1,2,37,24,40,8,149,188
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 401","Montréal",59,3,0,31,33,44,9,179,242
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 500","Mobile poll/Bureau itinérant",12,1,3,6,18,25,3,68,127
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 501","Mobile poll/Bureau itinérant",16,1,2,10,17,13,6,65,122
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 502","Mobile poll/Bureau itinérant",14,0,1,9,8,13,1,46,124
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 503","Mobile poll/Bureau itinérant",14,1,0,14,17,10,3,59,117
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 504","Mobile poll/Bureau itinérant",33,2,4,12,25,18,3,97,521
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 505","Mobile poll/Bureau itinérant",16,3,1,12,9,12,1,54,132
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 506","Mobile poll/Bureau itinérant",39,2,1,6,19,33,7,107,173
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 600","Montréal",176,2,5,21,40,231,7,482,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 601","Montréal",219,2,6,61,64,288,8,648,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 602","Montréal",200,1,4,33,39,204,6,487,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 603","Montréal",164,1,5,26,36,203,3,438,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 604","Montréal",171,1,9,42,38,180,8,449,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 605","Montréal",189,1,9,50,50,193,9,501,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 606","Montréal/ Montréal-Est",172,0,4,42,30,178,8,434,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 607","Montréal",186,2,4,37,75,216,18,538,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 608","Montréal",191,3,9,44,57,184,7,495,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 609","Montréal",155,1,7,26,39,148,9,385,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 610","Montréal",124,1,12,31,33,178,3,382,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 611","Montréal",181,1,7,49,56,174,2,470,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île"," 612","Montréal",138,2,4,54,64,175,6,443,
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île",,Group 1/Groupe 1,51,2,3,28,23,28,9,144,236
24028,"La Pointe-de-l'Île/La Pointe-de-l'Île",,Group 2/Groupe 2,173,2,11,37,53,99,12,387,
