Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dave Barnes,John Bouché,Wes Penner,Merv Tweed,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46001,"Brandon--Souris/Brandon--Souris"," 500","Mobile poll/Bureau itinérant",1,8,13,54,1,77,104
46001,"Brandon--Souris/Brandon--Souris"," 501","Mobile poll/Bureau itinérant",1,4,2,16,0,23,72
46001,"Brandon--Souris/Brandon--Souris"," 502","Mobile poll/Bureau itinérant",3,8,5,28,0,44,84
46001,"Brandon--Souris/Brandon--Souris"," 503A","Mobile poll/Bureau itinérant",0,9,5,6,0,20,37
46001,"Brandon--Souris/Brandon--Souris"," 503B","Mobile poll/Bureau itinérant",0,0,2,8,0,10,17
46001,"Brandon--Souris/Brandon--Souris"," 503C","Mobile poll/Bureau itinérant",0,1,4,14,1,20,39
46001,"Brandon--Souris/Brandon--Souris"," 504","Mobile poll/Bureau itinérant",1,8,7,30,1,47,117
46001,"Brandon--Souris/Brandon--Souris"," 505","Mobile poll/Bureau itinérant",4,17,9,39,1,70,134
46001,"Brandon--Souris/Brandon--Souris"," 506","Mobile poll/Bureau itinérant",1,6,3,35,1,46,94
46001,"Brandon--Souris/Brandon--Souris"," 507","Mobile poll/Bureau itinérant",1,7,4,33,1,46,76
46001,"Brandon--Souris/Brandon--Souris"," 600","Virden",11,33,18,214,0,276,
46001,"Brandon--Souris/Brandon--Souris"," 603","Brandon--Rivers",11,61,21,159,0,252,
46001,"Brandon--Souris/Brandon--Souris"," 604","Carberry",5,19,7,77,1,109,
46001,"Brandon--Souris/Brandon--Souris"," 605","Brandon--Alexander",22,99,33,212,0,366,
46001,"Brandon--Souris/Brandon--Souris"," 606","Brandon",19,59,27,181,1,287,
46001,"Brandon--Souris/Brandon--Souris"," 607","Brandon",19,93,20,176,1,309,
46001,"Brandon--Souris/Brandon--Souris"," 608","Brandon",20,74,19,200,1,314,
46001,"Brandon--Souris/Brandon--Souris"," 609","Brandon--Wawanesa",21,72,14,103,0,210,
46001,"Brandon--Souris/Brandon--Souris"," 610","Souris--Hartney",4,17,4,107,0,132,
46001,"Brandon--Souris/Brandon--Souris"," 611","Glenboro",6,15,11,73,0,105,
46001,"Brandon--Souris/Brandon--Souris"," 612","Melita",5,22,6,83,2,118,
46001,"Brandon--Souris/Brandon--Souris"," 613","Deloraine--Boissevain",10,11,11,101,1,134,
46001,"Brandon--Souris/Brandon--Souris"," 614","Killarney--Cartwright",7,19,13,101,2,142,
46001,"Brandon--Souris/Brandon--Souris",,Group 1/Groupe 1,19,20,21,144,8,212,368
46001,"Brandon--Souris/Brandon--Souris",,Group 2/Groupe 2,37,103,64,336,19,559,
