Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Régent Bastien,Daniel Côté,Jules Duguay,Julien Leblanc,Philip Toone,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 176","L'Ascension-de-Patapédia",32,6,19,1,37,4,99,172
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 177","Old-Harry",19,1,4,0,10,0,34,97
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 178","Grosse-Île",38,4,27,3,51,0,123,308
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 179","Grande-Entrée",17,31,13,3,20,1,85,176
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 180","Grande-Entrée",26,57,24,3,38,2,150,302
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 181","Pointe-aux-Loups",7,19,11,0,21,1,59,122
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 182","Fatima",10,33,42,1,55,4,145,302
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 183","Fatima",13,55,15,5,29,0,117,306
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 184","Fatima",21,86,46,3,67,4,227,459
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 185","Fatima",19,57,21,6,43,5,151,281
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 186","Fatima",26,53,28,5,41,13,166,338
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 187","Fatima",9,76,42,9,36,1,173,373
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 188","Fatima",12,41,33,6,55,0,147,311
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 189","Havre-aux-Maisons",17,66,28,1,52,2,166,312
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 190","Havre-aux-Maisons",14,117,25,4,67,8,235,392
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 191","Havre-aux-Maisons",15,126,22,3,65,1,232,392
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 192","Havre-aux-Maisons",33,124,21,4,80,5,267,505
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 193","L'Étang-du-Nord",13,62,12,1,36,0,124,241
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 194","L'Étang-du-Nord",15,70,27,4,48,9,173,350
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 195","L'Étang-du-Nord",25,73,30,8,75,6,217,464
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 196","Cap-aux-Meules",28,58,39,4,48,8,185,427
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 197","Cap-aux-Meules",13,40,27,0,28,5,113,267
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 197-1","Cap-aux-Meules",18,31,20,4,37,6,116,279
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 198","Cap-aux-Meules",35,62,52,5,61,8,223,451
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 199","L'Étang-du-Nord",16,34,28,2,51,7,138,248
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 200","L'Étang-du-Nord",18,71,29,8,66,4,196,468
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 201","L'Étang-du-Nord",14,63,29,6,51,6,169,412
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 202","L'Étang-du-Nord",12,57,5,1,29,1,105,194
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 202-1","Les Îles-de-la-Madeleine",12,36,23,2,33,1,107,241
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 203","Bassin",9,44,31,2,30,5,121,240
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 204","Havre-Aubert",17,32,19,5,30,7,110,208
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 205","Bassin",7,33,7,2,24,4,77,237
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 206","Bassin",12,34,22,3,30,4,105,235
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 207","Bassin",8,52,16,1,38,5,120,265
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 208","Havre-Aubert",17,67,33,2,35,3,157,342
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 209","Havre-Aubert",13,39,15,0,41,7,115,181
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 210","L'Île-d'Entrée",51,3,3,0,10,0,67,102
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 500","Mobile poll/Bureau itinérant",25,32,31,2,16,2,108,108
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 501","Mobile poll/Bureau itinérant",5,4,14,1,4,0,28,82
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 502","Mobile poll/Bureau itinérant",3,3,8,2,0,0,16,67
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 503","Mobile poll/Bureau itinérant",9,5,17,1,5,0,37,117
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 600","Grande-Vallée",13,54,15,2,13,0,97,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 601","Gaspé (Rivière-au-Renard)",41,148,44,1,54,2,290,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 602","Gaspé",44,138,49,1,76,1,309,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 603","York Centre--Douglastown",38,65,51,5,60,1,220,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 604","Percé",26,70,34,7,29,0,166,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 605","Grande-Rivière",47,87,45,2,68,4,253,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 606","Chandler",106,218,114,4,130,8,580,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 607","Paspébiac",231,185,97,3,71,2,589,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 608","Bonaventure",42,120,81,13,116,5,377,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 609","New Richmond",93,114,135,13,143,6,504,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 610","Carleton-sur-Mer",66,119,47,12,148,6,398,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 611","Pointe-à-la-Croix",41,29,30,11,86,2,199,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 612","L'Étang-du-Nord (I.M.)",17,93,65,1,34,5,215,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 613","Île-d'Entrée (I.M.)",12,46,40,3,16,1,118,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 614","Port-Daniel--Gascon",65,98,89,0,31,0,283,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine",,Group 1/Groupe 1,47,32,18,7,15,6,125,249
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine",,Group 2/Groupe 2,183,267,340,24,109,24,947,
