Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Cora Carriveau,Taras Natyshak,Nelson Santos,Enver Villamizar,Jeff Watson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35021,"Essex/Essex"," 22","Lakeshore",2,91,38,0,136,0,267,527
35021,"Essex/Essex"," 22-1","Lakeshore",2,36,27,0,78,1,144,372
35021,"Essex/Essex"," 22-2","Lakeshore",7,64,45,2,102,2,222,425
35021,"Essex/Essex"," 23","Lakeshore",6,110,25,0,116,0,257,572
35021,"Essex/Essex"," 24","Lakeshore",4,62,20,0,78,1,165,344
35021,"Essex/Essex"," 25","Lakeshore",5,105,31,0,128,1,270,454
35021,"Essex/Essex"," 26","Lakeshore",6,102,20,1,134,1,264,467
35021,"Essex/Essex"," 27","Lakeshore",12,76,23,0,121,0,232,416
35021,"Essex/Essex"," 28","Lakeshore",4,65,20,0,87,1,177,323
35021,"Essex/Essex"," 29","Lakeshore",2,67,11,0,74,2,156,333
35021,"Essex/Essex"," 30","Lakeshore",2,62,12,0,48,1,125,264
35021,"Essex/Essex"," 30-1","Lakeshore",6,43,10,0,48,2,109,283
35021,"Essex/Essex"," 31A","Lakeshore",1,73,17,1,62,0,154,318
35021,"Essex/Essex"," 31B","Lakeshore",6,55,16,0,57,1,135,287
35021,"Essex/Essex"," 32","Lakeshore",4,93,27,0,100,0,224,532
35021,"Essex/Essex"," 33","Lakeshore",6,118,8,0,52,0,184,425
35021,"Essex/Essex"," 34","Lakeshore",4,128,16,0,85,1,234,511
35021,"Essex/Essex"," 35","Lakeshore",1,123,49,1,153,2,329,518
35021,"Essex/Essex"," 36","Lakeshore",7,61,24,1,98,1,192,411
35021,"Essex/Essex"," 37","Lakeshore",5,75,41,0,75,0,196,366
35021,"Essex/Essex"," 38","Lakeshore",7,65,25,0,61,1,159,295
35021,"Essex/Essex"," 39","Lakeshore",10,83,11,0,80,1,185,362
35021,"Essex/Essex"," 40","Lakeshore",4,70,7,1,52,0,134,245
35021,"Essex/Essex"," 41","Lakeshore",1,60,20,0,42,0,123,362
35021,"Essex/Essex"," 42","Lakeshore",2,38,11,0,50,3,104,292
35021,"Essex/Essex"," 43","Lakeshore",6,97,36,0,109,0,248,443
35021,"Essex/Essex"," 44","Lakeshore",7,62,8,0,75,1,153,255
35021,"Essex/Essex"," 45","Lakeshore",4,90,24,0,72,0,190,334
35021,"Essex/Essex"," 46","Lakeshore",9,41,18,0,104,0,172,325
35021,"Essex/Essex"," 47","LaSalle",5,83,13,0,57,2,160,392
35021,"Essex/Essex"," 48","LaSalle",6,102,11,0,51,0,170,379
35021,"Essex/Essex"," 49","LaSalle",1,91,15,0,74,1,182,458
35021,"Essex/Essex"," 50","LaSalle",4,80,27,0,72,0,183,426
35021,"Essex/Essex"," 51","LaSalle",4,95,15,1,117,0,232,502
35021,"Essex/Essex"," 52","LaSalle",3,90,26,0,115,0,234,536
35021,"Essex/Essex"," 53","LaSalle",3,71,24,0,89,4,191,403
35021,"Essex/Essex"," 54","LaSalle",3,87,12,2,92,1,197,403
35021,"Essex/Essex"," 55","LaSalle",8,25,74,0,111,0,218,463
35021,"Essex/Essex"," 56","LaSalle",3,67,20,2,83,0,175,342
35021,"Essex/Essex"," 57","LaSalle",13,94,26,1,87,1,222,439
35021,"Essex/Essex"," 58","LaSalle",3,83,32,2,120,2,242,485
35021,"Essex/Essex"," 59","LaSalle",7,100,24,0,91,0,222,452
35021,"Essex/Essex"," 60","LaSalle",4,69,21,0,74,0,168,329
35021,"Essex/Essex"," 61","LaSalle",5,63,18,0,68,1,155,353
35021,"Essex/Essex"," 62","LaSalle",5,80,30,0,110,1,226,434
35021,"Essex/Essex"," 63","LaSalle",6,87,34,0,166,0,293,571
35021,"Essex/Essex"," 64","LaSalle",0,86,16,0,66,0,168,339
35021,"Essex/Essex"," 65","LaSalle",1,85,23,0,92,1,202,374
35021,"Essex/Essex"," 66","LaSalle",4,125,23,1,126,1,280,610
35021,"Essex/Essex"," 67","LaSalle",4,92,22,1,73,1,193,442
35021,"Essex/Essex"," 67-1","LaSalle",4,68,23,0,116,1,212,402
35021,"Essex/Essex"," 68","LaSalle",4,40,12,0,100,0,156,276
35021,"Essex/Essex"," 69","LaSalle",8,74,32,0,78,0,192,364
35021,"Essex/Essex"," 70","LaSalle",3,82,28,0,89,0,202,417
35021,"Essex/Essex"," 71","LaSalle",9,73,22,0,99,3,206,359
35021,"Essex/Essex"," 72","LaSalle",3,56,11,0,71,1,142,310
35021,"Essex/Essex"," 73","LaSalle",4,75,20,1,91,0,191,381
35021,"Essex/Essex"," 73-1","LaSalle",7,50,32,1,128,1,219,462
35021,"Essex/Essex"," 74","LaSalle",1,50,14,0,127,2,194,364
35021,"Essex/Essex"," 75","LaSalle",2,65,23,2,115,0,207,465
35021,"Essex/Essex"," 76","LaSalle",2,50,11,0,77,2,142,341
35021,"Essex/Essex"," 76-1","LaSalle",4,45,23,1,91,0,164,379
35021,"Essex/Essex"," 77","LaSalle",4,80,35,0,74,0,193,406
35021,"Essex/Essex"," 77-1","LaSalle",4,37,13,0,58,0,112,263
35021,"Essex/Essex"," 78","LaSalle",4,60,37,0,86,1,188,436
35021,"Essex/Essex"," 78-1","LaSalle",7,86,43,0,169,2,307,646
35021,"Essex/Essex"," 79","LaSalle",3,71,42,0,165,0,281,561
35021,"Essex/Essex"," 80","LaSalle",4,55,36,1,89,1,186,413
35021,"Essex/Essex"," 80-1","LaSalle",0,25,28,0,70,0,123,293
35021,"Essex/Essex"," 81","LaSalle",4,65,22,1,79,2,173,481
35021,"Essex/Essex"," 81-1A","LaSalle",5,70,43,0,78,1,197,501
35021,"Essex/Essex"," 81-1B","LaSalle",0,15,16,0,42,3,76,105
35021,"Essex/Essex"," 82","LaSalle",1,54,15,0,53,0,123,255
35021,"Essex/Essex"," 83","LaSalle",4,69,48,0,76,1,198,409
35021,"Essex/Essex"," 84","LaSalle",6,74,55,0,126,0,261,488
35021,"Essex/Essex"," 85","LaSalle",11,91,34,1,94,0,231,449
35021,"Essex/Essex"," 86","LaSalle",1,42,15,0,42,1,101,231
35021,"Essex/Essex"," 87","LaSalle",3,78,23,0,96,2,202,418
35021,"Essex/Essex"," 88","LaSalle",3,59,32,0,101,1,196,389
35021,"Essex/Essex"," 89","Amherstburg",1,40,14,0,50,0,105,237
35021,"Essex/Essex"," 90","Amherstburg",4,55,21,0,73,0,153,361
35021,"Essex/Essex"," 90-1","Amherstburg",5,49,31,0,105,0,190,455
35021,"Essex/Essex"," 91","Amherstburg",5,97,46,0,129,1,278,523
35021,"Essex/Essex"," 92","Amherstburg",6,61,24,0,79,1,171,352
35021,"Essex/Essex"," 93","Amherstburg",6,69,27,0,89,2,193,418
35021,"Essex/Essex"," 94","Amherstburg",9,106,42,1,137,2,297,508
35021,"Essex/Essex"," 95","Amherstburg",2,89,28,0,114,1,234,481
35021,"Essex/Essex"," 96","Amherstburg",1,44,29,0,101,0,175,316
35021,"Essex/Essex"," 97","Amherstburg",5,103,47,0,111,0,266,567
35021,"Essex/Essex"," 97-1","Amherstburg",6,67,71,0,226,3,373,661
35021,"Essex/Essex"," 98","Amherstburg",3,84,44,0,91,0,222,497
35021,"Essex/Essex"," 99","Amherstburg",2,57,40,2,57,1,159,345
35021,"Essex/Essex"," 100","Amherstburg",4,48,26,0,98,1,177,357
35021,"Essex/Essex"," 101","Amherstburg",0,38,13,0,77,2,130,227
35021,"Essex/Essex"," 102","Amherstburg",3,55,27,1,68,1,155,272
35021,"Essex/Essex"," 103","Amherstburg",4,44,14,1,78,1,142,257
35021,"Essex/Essex"," 104","Amherstburg",6,47,13,0,40,0,106,200
35021,"Essex/Essex"," 105","Amherstburg",2,72,10,1,83,1,169,389
35021,"Essex/Essex"," 106","Amherstburg",1,80,12,1,114,1,209,461
35021,"Essex/Essex"," 106-1","Amherstburg",5,66,20,0,65,0,156,311
35021,"Essex/Essex"," 107","Amherstburg",5,50,7,0,66,1,129,291
35021,"Essex/Essex"," 108","Amherstburg",3,69,18,0,72,0,162,350
35021,"Essex/Essex"," 109","Amherstburg",10,99,29,3,70,0,211,453
35021,"Essex/Essex"," 110","Amherstburg",4,55,16,1,65,0,141,296
35021,"Essex/Essex"," 110-1","Amherstburg",0,60,16,0,83,1,160,331
35021,"Essex/Essex"," 111","Amherstburg",3,83,31,0,99,0,216,453
35021,"Essex/Essex"," 112","Amherstburg",12,57,21,1,85,0,176,346
35021,"Essex/Essex"," 113","Amherstburg",8,72,12,1,65,0,158,393
35021,"Essex/Essex"," 114","Amherstburg",6,83,12,0,72,0,173,357
35021,"Essex/Essex"," 115","Amherstburg",4,55,15,0,40,3,117,336
35021,"Essex/Essex"," 116","Amherstburg",2,29,12,0,27,0,70,167
35021,"Essex/Essex"," 117","Amherstburg",7,107,27,0,115,1,257,496
35021,"Essex/Essex"," 118","Amherstburg",5,95,30,1,101,1,233,467
35021,"Essex/Essex"," 119","Amherstburg",5,65,25,0,65,0,160,394
35021,"Essex/Essex"," 120","Amherstburg",16,116,34,0,149,0,315,564
35021,"Essex/Essex"," 121","Amherstburg",3,94,9,0,83,3,192,387
35021,"Essex/Essex"," 122","Amherstburg",2,55,9,0,88,2,156,337
35021,"Essex/Essex"," 123","Amherstburg",0,91,29,0,123,2,245,493
35021,"Essex/Essex"," 124","Amherstburg",9,76,27,1,113,3,229,459
35021,"Essex/Essex"," 125","Essex",5,100,27,0,128,1,261,539
35021,"Essex/Essex"," 126","Essex",5,89,13,0,68,0,175,307
35021,"Essex/Essex"," 127","Essex",9,141,22,0,83,1,256,440
35021,"Essex/Essex"," 128","Essex",12,91,35,0,104,1,243,467
35021,"Essex/Essex"," 129","Essex",6,103,29,1,129,1,269,525
35021,"Essex/Essex"," 130","Essex",12,88,27,0,98,0,225,413
35021,"Essex/Essex"," 131","Essex",4,84,39,2,106,2,237,444
35021,"Essex/Essex"," 132","Essex",2,82,37,2,131,0,254,512
35021,"Essex/Essex"," 133","Essex",5,75,39,0,76,0,195,347
35021,"Essex/Essex"," 134","Essex",5,79,26,1,109,1,221,472
35021,"Essex/Essex"," 135","Essex",3,44,46,0,45,0,138,281
35021,"Essex/Essex"," 136","Essex",2,40,28,1,51,2,124,258
35021,"Essex/Essex"," 137","Essex",6,41,31,0,74,3,155,298
35021,"Essex/Essex"," 138","Essex",5,99,60,1,122,2,289,543
35021,"Essex/Essex"," 139","Essex",10,88,55,0,106,5,264,515
35021,"Essex/Essex"," 140","Essex",4,64,26,0,82,0,176,356
35021,"Essex/Essex"," 141","Essex",12,82,28,1,94,0,217,511
35021,"Essex/Essex"," 142","Essex",7,88,40,1,128,0,264,567
35021,"Essex/Essex"," 143","Essex",14,122,42,0,98,1,277,565
35021,"Essex/Essex"," 144","Essex",5,73,25,0,114,1,218,444
35021,"Essex/Essex"," 145","Essex",11,76,46,1,140,0,274,526
35021,"Essex/Essex"," 146","Essex",6,70,10,1,60,0,147,337
35021,"Essex/Essex"," 147","Essex",7,127,19,0,105,0,258,458
35021,"Essex/Essex"," 148","Essex",5,109,21,2,104,1,242,528
35021,"Essex/Essex"," 149","Essex",5,88,16,0,79,1,189,385
35021,"Essex/Essex"," 150","Essex",4,92,5,0,82,1,184,361
35021,"Essex/Essex"," 151","Essex",5,108,16,0,94,0,223,367
35021,"Essex/Essex"," 152","Essex",5,57,22,0,54,0,138,336
35021,"Essex/Essex"," 153","Essex",3,108,23,0,77,2,213,459
35021,"Essex/Essex"," 154","Essex",2,106,28,0,94,0,230,443
35021,"Essex/Essex"," 155","Essex",3,98,13,0,73,1,188,361
35021,"Essex/Essex"," 156","Essex",5,101,25,0,103,1,235,450
35021,"Essex/Essex"," 157","Essex",3,89,23,0,120,0,235,460
35021,"Essex/Essex"," 158","Essex",5,65,23,0,85,1,179,372
35021,"Essex/Essex"," 159","Kingsville",3,93,21,1,107,0,225,436
35021,"Essex/Essex"," 160","Kingsville",Void/Supprimé,,,,,,,
35021,"Essex/Essex"," 161","Kingsville",4,72,28,0,126,0,230,442
35021,"Essex/Essex"," 162","Kingsville",7,37,26,0,115,0,185,357
35021,"Essex/Essex"," 163","Kingsville",6,84,25,0,145,0,260,467
35021,"Essex/Essex"," 164","Kingsville",11,68,9,0,90,1,179,335
35021,"Essex/Essex"," 164-1","Kingsville",9,61,18,0,82,0,170,329
35021,"Essex/Essex"," 165","Kingsville",5,43,17,0,69,0,134,232
35021,"Essex/Essex"," 166","Kingsville",10,127,42,0,146,1,326,551
35021,"Essex/Essex"," 167","Kingsville/Gosfield",Void/Supprimé,,,,,,,
35021,"Essex/Essex"," 168","Kingsville",4,46,30,0,92,2,174,334
35021,"Essex/Essex"," 169","Kingsville",2,38,23,0,47,0,110,220
35021,"Essex/Essex"," 170","Kingsville",1,19,26,0,102,2,150,254
35021,"Essex/Essex"," 171","Kingsville",6,19,30,1,52,1,109,232
35021,"Essex/Essex"," 172","Kingsville",6,37,45,1,107,4,200,364
35021,"Essex/Essex"," 173","Kingsville",2,45,47,0,118,0,212,374
35021,"Essex/Essex"," 174","Kingsville",7,85,55,0,162,1,310,547
35021,"Essex/Essex"," 174-1","Gosfield South",13,71,74,0,189,0,347,567
35021,"Essex/Essex"," 175","Kingsville",6,76,55,0,172,0,309,546
35021,"Essex/Essex"," 176","Kingsville",0,33,17,0,57,0,107,335
35021,"Essex/Essex"," 177","Kingsville",2,27,11,0,43,0,83,255
35021,"Essex/Essex"," 178","Kingsville",10,74,47,0,135,1,267,513
35021,"Essex/Essex"," 178-1","Kingsville",5,51,46,0,68,0,170,369
35021,"Essex/Essex"," 179","Kingsville",5,74,43,1,122,1,246,542
35021,"Essex/Essex"," 180","Kingsville",10,40,41,1,134,1,227,460
35021,"Essex/Essex"," 181","Kingsville",1,50,66,0,146,1,264,498
35021,"Essex/Essex"," 182","Kingsville",4,43,77,0,133,1,258,469
35021,"Essex/Essex"," 183","Pelee Island",6,34,16,0,47,0,103,154
35021,"Essex/Essex"," 184","Kingsville",5,59,37,0,134,4,239,458
35021,"Essex/Essex"," 185","Kingsville",6,51,48,1,94,1,201,389
35021,"Essex/Essex"," 186","Kingsville",4,35,34,0,59,0,132,305
35021,"Essex/Essex"," 187","Kingsville",4,47,66,0,107,3,227,420
35021,"Essex/Essex"," 188","Kingsville",7,75,66,0,108,0,256,523
35021,"Essex/Essex"," 189","Kingsville",9,63,48,0,84,0,204,446
35021,"Essex/Essex"," 190","Kingsville",5,62,38,0,63,2,170,350
35021,"Essex/Essex"," 191","Kingsville",3,49,28,0,83,1,164,319
35021,"Essex/Essex"," 192","Kingsville",5,51,45,0,86,0,187,345
35021,"Essex/Essex"," 193","Kingsville",14,81,34,0,112,0,241,443
35021,"Essex/Essex"," 194","Kingsville",3,67,36,2,77,0,185,382
35021,"Essex/Essex"," 400","Kingsville",2,7,17,0,8,0,34,139
35021,"Essex/Essex"," 500","Mobile poll/Bureau itinérant",3,26,23,2,33,4,91,150
35021,"Essex/Essex"," 501","Mobile poll/Bureau itinérant",1,20,14,0,37,3,75,167
35021,"Essex/Essex"," 502","Mobile poll/Bureau itinérant",2,14,15,0,26,0,57,160
35021,"Essex/Essex"," 503","Mobile poll/Bureau itinérant",2,17,36,0,37,5,97,189
35021,"Essex/Essex"," 504","Mobile poll/Bureau itinérant",0,14,15,1,47,3,80,139
35021,"Essex/Essex"," 600","Lakeshore",14,112,69,0,183,1,379,
35021,"Essex/Essex"," 601","Lakeshore",9,151,65,0,205,1,431,
35021,"Essex/Essex"," 602","Lakeshore",11,156,69,0,197,1,434,
35021,"Essex/Essex"," 603","LaSalle",16,180,80,0,233,2,511,
35021,"Essex/Essex"," 604","LaSalle",8,142,91,1,276,4,522,
35021,"Essex/Essex"," 605","Amherstburg",19,150,128,2,372,6,677,
35021,"Essex/Essex"," 606","Amherstburg",12,200,100,0,288,2,602,
35021,"Essex/Essex"," 607","Essex",11,176,87,0,372,2,648,
35021,"Essex/Essex"," 608","Essex",14,168,119,1,314,6,622,
35021,"Essex/Essex"," 609","Kingsville",12,100,79,0,291,0,482,
35021,"Essex/Essex"," 610","Kingsville",27,169,201,1,486,2,886,
35021,"Essex/Essex"," 611","Lakeshore",11,233,92,1,341,0,678,
35021,"Essex/Essex"," 612","LaSalle",11,170,95,0,328,1,605,
35021,"Essex/Essex",,Group 1/Groupe 1,5,8,22,1,59,2,97,182
35021,"Essex/Essex",,Group 2/Groupe 2,14,209,108,1,409,11,752,
