Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alonzo Bartley,Paul Coulbeck,Chuck Konkel,John McKay,Danielle Ouellette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 28","Scarborough",5,0,70,94,83,2,254,438
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 29","Scarborough",11,0,64,73,71,2,221,403
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 30","Scarborough",6,0,83,62,57,0,208,363
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 31","Scarborough",2,0,79,63,74,0,218,436
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 32","Scarborough",7,2,78,70,53,1,211,370
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 33","Scarborough",6,0,78,82,63,2,231,524
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 34","Scarborough",0,1,47,53,43,0,144,434
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 35","Scarborough",5,3,75,53,67,3,206,383
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 36","Scarborough",1,2,41,47,75,0,166,603
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 37","Scarborough",2,3,78,96,65,2,246,446
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 38","Scarborough",1,0,91,90,76,4,262,428
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 39","Scarborough",4,2,59,64,68,0,197,410
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 40","Scarborough",5,2,83,45,54,2,191,368
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 41","Scarborough",2,2,76,93,99,0,272,480
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 42","Scarborough",4,3,73,59,66,1,206,400
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 43","Scarborough",5,0,64,47,51,0,167,363
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 44","Scarborough",3,1,82,66,58,0,210,375
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 45","Scarborough",6,1,102,109,87,0,305,540
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 46","Scarborough",2,1,74,47,36,0,160,371
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 47","Scarborough",6,0,52,39,46,0,143,335
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 48","Scarborough",1,0,63,48,27,0,139,285
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 49","Scarborough",3,2,52,52,46,1,156,333
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 50","Scarborough",2,2,17,38,32,1,92,321
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 51","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 52","Scarborough",7,1,83,47,52,1,191,374
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 53","Scarborough",6,3,85,65,44,0,203,351
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 54","Scarborough",15,2,90,66,48,0,221,370
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 55","Scarborough",Merged with No. 400/Fusionné avec le nº 400,,,,,,,30
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 56","Scarborough",10,1,113,64,63,1,252,526
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 57","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 58","Scarborough",5,0,41,71,63,2,182,396
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 59","Scarborough",1,0,5,7,15,0,28,63
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 60","Scarborough",6,5,71,85,39,1,207,437
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 61","Scarborough",3,0,49,32,31,0,115,216
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 62","Scarborough",1,1,75,49,57,0,183,447
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 63A","Scarborough",4,1,79,51,53,0,188,349
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 63B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,135
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 64","Scarborough",8,0,58,45,47,3,161,339
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 65","Scarborough",7,1,96,79,60,0,243,445
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 66","Scarborough",2,1,17,91,36,1,148,366
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 67","Scarborough",5,5,80,123,75,5,293,423
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 68","Scarborough",3,5,47,84,58,0,197,489
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 69","Scarborough",6,2,67,138,80,2,295,503
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 70","Scarborough",3,2,40,103,36,1,185,402
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 71","Scarborough",1,1,30,83,28,3,146,325
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 72","Scarborough",2,1,40,114,23,0,180,329
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 73","Scarborough",2,0,56,35,29,0,122,315
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 74","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 75","Scarborough",7,1,63,57,36,0,164,300
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 76","Scarborough",8,1,77,54,63,2,205,342
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 77","Scarborough",8,3,73,77,57,0,218,355
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 78","Scarborough",4,0,88,53,86,2,233,419
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 79","Scarborough",5,2,94,76,62,1,240,417
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 80","Scarborough",6,1,65,80,126,2,280,599
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 81","Scarborough",1,1,54,47,87,0,190,413
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 82","Scarborough",3,0,12,54,47,1,117,463
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 83","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 84","Scarborough",3,2,11,34,72,0,122,264
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 85","Scarborough",1,0,67,114,113,0,295,625
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 85-1","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 86","Scarborough",3,3,30,86,109,0,231,484
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 87","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 88","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 89","Scarborough",8,0,37,65,42,2,154,308
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 90","Scarborough",4,1,32,44,39,1,121,119
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 91","Scarborough",Merged with No. 90/Fusionné avec le nº 90,,,,,,,100
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 92","Scarborough",2,1,48,80,30,0,161,324
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 93","Scarborough",4,3,106,74,47,0,234,419
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 94","Scarborough",5,0,73,64,46,1,189,324
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 95","Scarborough",5,0,92,59,49,2,207,430
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 96","Scarborough",1,0,54,34,36,0,125,335
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 97","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 98","Scarborough",2,1,50,51,35,0,139,344
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 99","Scarborough",3,0,68,88,96,2,257,640
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 100","Scarborough",5,0,54,65,44,0,168,334
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 101","Scarborough",6,1,57,76,68,5,213,425
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 102","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 103","Scarborough",3,4,55,51,62,3,178,422
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 104","Scarborough",1,2,26,92,95,4,220,502
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 105","Scarborough",1,2,41,54,82,1,181,386
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 106","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 107","Scarborough",5,2,86,85,63,1,242,468
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 108","Scarborough",6,2,60,49,42,0,159,255
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 109","Scarborough",1,0,54,70,80,3,208,474
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 110","Scarborough",7,3,61,66,47,0,184,354
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 111","Scarborough",1,2,44,39,22,0,108,221
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 112","Scarborough",Void/Supprimé,,,,,,,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 113","Scarborough",12,0,64,70,20,0,166,271
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 114","Scarborough",15,1,95,115,128,0,354,726
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 114-1","Scarborough",5,0,48,36,44,1,134,393
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 115","Scarborough",11,1,133,81,57,0,283,420
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 116","Scarborough",4,1,65,53,54,2,179,370
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 117","Scarborough",2,1,48,61,31,1,144,339
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 118","Scarborough",7,1,93,87,47,0,235,341
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 119","Scarborough",6,1,124,99,38,0,268,359
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 120","Scarborough",4,1,17,27,26,0,75,224
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 121","Scarborough",3,1,99,75,45,2,225,364
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 122","Scarborough",3,0,78,49,34,0,164,340
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 123","Scarborough",2,0,57,64,21,1,145,289
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 124","Scarborough",8,2,69,74,31,1,185,312
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 125","Scarborough",7,1,50,55,47,0,160,308
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 126","Scarborough",10,3,159,82,46,3,303,441
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 127","Scarborough",5,1,100,101,32,0,239,369
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 128","Scarborough",5,0,92,76,39,1,213,379
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 129","Scarborough",5,1,94,76,37,1,214,338
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 130","Scarborough",10,1,121,97,45,0,274,405
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 131","Scarborough",8,0,86,100,45,0,239,367
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 132","Scarborough",12,2,102,90,54,0,260,408
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 133","Scarborough",3,0,70,65,36,0,174,313
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 134","Scarborough",7,0,97,56,36,0,196,313
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 135","Scarborough",10,2,112,60,67,0,251,461
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 136","Scarborough",9,0,90,48,67,2,216,407
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 136-1","Scarborough",3,1,60,81,64,5,214,513
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 137","Scarborough",6,2,52,56,96,0,212,462
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 138","Scarborough",6,4,78,57,60,1,206,434
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 139","Scarborough",4,4,24,45,62,0,139,347
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 140","Scarborough",3,0,44,76,39,1,163,386
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 141","Scarborough",1,0,49,31,24,2,107,242
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 142","Scarborough",6,0,52,62,38,0,158,284
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 143","Scarborough",4,0,79,61,38,0,182,340
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 144","Scarborough",6,2,56,55,44,1,164,365
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 145","Scarborough",1,1,31,53,44,0,130,287
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 146","Scarborough",5,0,102,120,88,0,315,572
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 147","Scarborough",3,3,64,40,45,0,155,363
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 148","Scarborough",5,2,68,87,46,0,208,471
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 149","Scarborough",5,0,62,72,59,0,198,380
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 150","Scarborough",6,2,78,43,55,1,185,355
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 151","Scarborough",10,1,84,78,67,0,240,500
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 152","Scarborough",7,2,56,90,87,0,242,488
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 153","Scarborough",1,0,93,66,51,0,211,453
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 154","Scarborough",8,0,94,57,39,2,200,367
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 155","Scarborough",10,2,88,93,57,2,252,508
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 156","Scarborough",8,1,95,46,50,0,200,327
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 157","Scarborough",12,1,104,45,36,0,198,324
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 400","Scarborough",3,1,40,40,27,1,112,149
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 401","Scarborough",0,0,23,22,26,1,72,194
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 402","Scarborough",0,1,35,26,35,0,97,258
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 403","Scarborough",Merged with No. 404/Fusionné avec le nº 404,,,,,,,138
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 404","Scarborough",1,0,19,59,57,1,137,193
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 405","Scarborough",0,1,16,18,41,0,76,245
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 406","Scarborough",1,2,39,73,74,0,189,480
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 407","Scarborough",0,1,6,16,34,1,58,156
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 408","Scarborough",2,1,29,67,46,0,145,339
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 409","Scarborough",1,2,103,109,23,0,238,305
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 410","Scarborough",1,0,106,85,23,1,216,295
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 411","Scarborough",2,1,21,70,43,3,140,452
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 412","Scarborough",2,2,36,76,39,3,158,298
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 413","Scarborough",2,2,27,78,38,3,150,287
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 414","Scarborough",5,2,48,50,35,0,140,296
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 415","Scarborough",7,3,115,81,62,4,272,357
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 416","Scarborough",2,3,47,77,68,2,199,346
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 417","Scarborough",0,0,22,24,40,0,86,219
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 418","Scarborough",1,1,14,46,42,3,107,304
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 419","Scarborough",1,3,16,61,42,1,124,291
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 420","Scarborough",2,0,27,44,67,0,140,323
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 421","Scarborough",6,1,25,22,12,0,66,123
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 422","Scarborough",1,1,23,64,19,0,108,269
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 423","Scarborough",1,1,10,41,30,0,83,227
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 424","Scarborough",0,0,14,32,25,0,71,238
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 425","Scarborough",4,1,24,53,41,1,124,388
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 426","Scarborough",2,1,18,33,43,0,97,302
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 427","Scarborough",0,0,38,31,21,0,90,173
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 428","Scarborough",1,0,48,48,53,0,150,327
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 429","Scarborough",2,0,12,45,37,0,96,281
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 430","Scarborough",Merged with No. 431/Fusionné avec le nº 431,,,,,,,120
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 431","Scarborough",3,1,30,74,40,0,148,286
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 432","Scarborough",1,1,12,13,21,0,48,131
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 433","Scarborough",Merged with No. 434/Fusionné avec le nº 434,,,,,,,174
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 434","Scarborough",4,0,16,46,39,1,106,185
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 435","Scarborough",0,0,10,18,31,0,59,150
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 436","Scarborough",1,1,12,39,27,1,81,247
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 437","Scarborough",Merged with No. 438/Fusionné avec le nº 438,,,,,,,31
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 438","Scarborough",2,0,4,23,7,0,36,79
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 439","Scarborough",2,1,7,47,28,1,86,210
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 440","Scarborough",1,2,15,32,37,1,88,211
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 441","Scarborough",0,1,47,35,81,0,164,337
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 500","Mobile poll/Bureau itinérant",3,8,25,24,9,0,69,184
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 501","Mobile poll/Bureau itinérant",5,4,116,32,18,1,176,263
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 502","Mobile poll/Bureau itinérant",2,4,70,76,33,2,187,309
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 600","Scarborough",12,2,138,191,81,2,426,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 601","Scarborough",6,3,182,231,96,0,518,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 602","Scarborough",10,0,241,252,88,2,593,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 603","Scarborough",7,0,133,122,55,0,317,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 604","Scarborough",11,6,100,163,72,0,352,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 605","Scarborough",14,3,218,236,70,2,543,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 606","Scarborough",11,1,275,245,92,2,626,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 607","Scarborough",16,2,241,269,96,0,624,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 608","Scarborough",3,1,155,190,66,2,417,
35082,"Scarborough--Guildwood/Scarborough--Guildwood"," 609","Scarborough",4,1,127,168,62,3,365,
35082,"Scarborough--Guildwood/Scarborough--Guildwood",,Group 1/Groupe 1,9,0,25,63,7,11,115,172
35082,"Scarborough--Guildwood/Scarborough--Guildwood",,Group 2/Groupe 2,6,2,90,113,37,5,253,
