Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Stephanie Coburn,Rob Moore,Darryl Pitre,Linda Wilhelm,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13004,"Fundy Royal/Fundy Royal"," 65","Sussex Corner",7,122,51,16,4,200,410
13004,"Fundy Royal/Fundy Royal"," 66","Dutch Valley",7,125,28,15,1,176,321
13004,"Fundy Royal/Fundy Royal"," 67","Wards Creek",8,120,32,12,1,173,380
13004,"Fundy Royal/Fundy Royal"," 68","Hammond",8,132,81,17,3,241,442
13004,"Fundy Royal/Fundy Royal"," 69","St. Martins",11,66,24,18,1,120,259
13004,"Fundy Royal/Fundy Royal"," 70","St. Martins",9,71,34,9,0,123,255
13004,"Fundy Royal/Fundy Royal"," 71","West Quaco",9,71,36,9,1,126,269
13004,"Fundy Royal/Fundy Royal"," 72","Bains Corner",2,65,26,3,1,97,273
13004,"Fundy Royal/Fundy Royal"," 73","Baxters Corner",5,105,69,13,2,194,412
13004,"Fundy Royal/Fundy Royal"," 74","Loch Lomond",8,147,90,13,3,261,506
13004,"Fundy Royal/Fundy Royal"," 75","Willow Grove",2,43,44,5,0,94,283
13004,"Fundy Royal/Fundy Royal"," 76","Gardner Creek",5,127,51,13,0,196,460
13004,"Fundy Royal/Fundy Royal"," 77","Garnett Settlement",10,76,54,10,2,152,435
13004,"Fundy Royal/Fundy Royal"," 78","Garnett Settlement",7,118,58,9,1,193,461
13004,"Fundy Royal/Fundy Royal"," 79","Mispec",3,40,13,5,2,63,112
13004,"Fundy Royal/Fundy Royal"," 80","Sussex",6,92,31,12,1,142,322
13004,"Fundy Royal/Fundy Royal"," 81","Sussex",14,85,31,27,0,157,313
13004,"Fundy Royal/Fundy Royal"," 82","Sussex",3,110,15,18,3,149,270
13004,"Fundy Royal/Fundy Royal"," 83","Sussex",13,61,45,11,0,130,360
13004,"Fundy Royal/Fundy Royal"," 84","Sussex",6,79,28,11,0,124,270
13004,"Fundy Royal/Fundy Royal"," 85","Sussex",7,84,25,11,0,127,260
13004,"Fundy Royal/Fundy Royal"," 86","Sussex",11,166,50,29,0,256,470
13004,"Fundy Royal/Fundy Royal"," 87","Sussex",14,108,35,17,1,175,339
13004,"Fundy Royal/Fundy Royal"," 88","Sussex",11,71,29,9,1,121,281
13004,"Fundy Royal/Fundy Royal"," 89","Sussex",16,70,28,14,1,129,268
13004,"Fundy Royal/Fundy Royal"," 90","Sussex",6,69,17,5,1,98,197
13004,"Fundy Royal/Fundy Royal"," 91","Apohaqui",16,127,47,30,0,220,403
13004,"Fundy Royal/Fundy Royal"," 92","Erb Settlement",11,125,82,32,0,250,464
13004,"Fundy Royal/Fundy Royal"," 93","Norton",13,129,55,28,1,226,452
13004,"Fundy Royal/Fundy Royal"," 94","Central Norton",19,175,81,28,0,303,504
13004,"Fundy Royal/Fundy Royal"," 95","Bloomfield",17,134,77,16,0,244,503
13004,"Fundy Royal/Fundy Royal"," 96","Salt Springs",11,128,78,7,1,225,451
13004,"Fundy Royal/Fundy Royal"," 97","Upham",9,145,72,15,4,245,442
13004,"Fundy Royal/Fundy Royal"," 98","Woodpecker Hall",9,106,70,17,2,204,467
13004,"Fundy Royal/Fundy Royal"," 99","Barnesville",7,160,84,8,2,261,557
13004,"Fundy Royal/Fundy Royal"," 100","Hampton",12,121,81,29,1,244,450
13004,"Fundy Royal/Fundy Royal"," 101","Hampton",6,103,69,19,0,197,354
13004,"Fundy Royal/Fundy Royal"," 102","Hampton",8,74,53,29,2,166,406
13004,"Fundy Royal/Fundy Royal"," 103","Hampton",10,120,89,25,3,247,446
13004,"Fundy Royal/Fundy Royal"," 104","Hampton",3,117,74,39,2,235,414
13004,"Fundy Royal/Fundy Royal"," 105","Hampton",9,125,70,21,1,226,407
13004,"Fundy Royal/Fundy Royal"," 106","Hampton",9,104,43,16,1,173,412
13004,"Fundy Royal/Fundy Royal"," 107","Darlings Island",23,132,121,25,3,304,481
13004,"Fundy Royal/Fundy Royal"," 108","Bonney Road",12,86,49,13,1,161,334
13004,"Fundy Royal/Fundy Royal"," 109","Nauwigewauk",13,137,79,21,1,251,419
13004,"Fundy Royal/Fundy Royal"," 110","French Village",7,62,56,9,1,135,334
13004,"Fundy Royal/Fundy Royal"," 111","Upper Golden Grove",4,119,55,11,1,190,460
13004,"Fundy Royal/Fundy Royal"," 112","Lower Norton",24,149,100,36,0,309,529
13004,"Fundy Royal/Fundy Royal"," 113","Kingston",10,169,84,30,5,298,483
13004,"Fundy Royal/Fundy Royal"," 114","Kingston",14,150,91,11,1,267,447
13004,"Fundy Royal/Fundy Royal"," 115","Clifton Royal",13,133,77,19,0,242,405
13004,"Fundy Royal/Fundy Royal"," 116","Long Reach",10,81,61,28,1,181,306
13004,"Fundy Royal/Fundy Royal"," 117","Summerville",11,130,103,22,1,267,489
13004,"Fundy Royal/Fundy Royal"," 118","Bayswater",12,158,123,26,2,321,506
13004,"Fundy Royal/Fundy Royal"," 119","Quispamsis",2,102,94,16,0,214,443
13004,"Fundy Royal/Fundy Royal"," 120","Quispamsis",10,163,85,19,3,280,579
13004,"Fundy Royal/Fundy Royal"," 121","Quispamsis",3,104,52,19,1,179,364
13004,"Fundy Royal/Fundy Royal"," 121-1","Quispamsis",8,81,39,23,0,151,299
13004,"Fundy Royal/Fundy Royal"," 122","Quispamsis",11,208,140,44,5,408,720
13004,"Fundy Royal/Fundy Royal"," 123","Quispamsis",5,80,59,23,1,168,321
13004,"Fundy Royal/Fundy Royal"," 124","Quispamsis",5,80,29,17,1,132,321
13004,"Fundy Royal/Fundy Royal"," 125","Quispamsis",4,78,75,12,2,171,467
13004,"Fundy Royal/Fundy Royal"," 126","Quispamsis",Void/Supprimé,,,,,,
13004,"Fundy Royal/Fundy Royal"," 127","Quispamsis",2,84,37,10,1,134,291
13004,"Fundy Royal/Fundy Royal"," 128","Quispamsis",6,94,41,35,0,176,408
13004,"Fundy Royal/Fundy Royal"," 128-1","Quispamsis",4,95,67,25,3,194,378
13004,"Fundy Royal/Fundy Royal"," 129","Quispamsis",6,85,46,18,0,155,297
13004,"Fundy Royal/Fundy Royal"," 129-1","Quispamsis",9,115,98,26,0,248,477
13004,"Fundy Royal/Fundy Royal"," 130","Quispamsis",10,146,78,26,5,265,466
13004,"Fundy Royal/Fundy Royal"," 131","Quispamsis",10,79,58,22,1,170,356
13004,"Fundy Royal/Fundy Royal"," 132","Quispamsis",16,100,39,20,5,180,376
13004,"Fundy Royal/Fundy Royal"," 132-1","Quispamsis",2,97,37,25,1,162,345
13004,"Fundy Royal/Fundy Royal"," 133","Quispamsis",4,150,93,32,0,279,548
13004,"Fundy Royal/Fundy Royal"," 134","Quispamsis",7,121,81,30,4,243,470
13004,"Fundy Royal/Fundy Royal"," 135","Quispamsis",11,155,74,36,1,277,477
13004,"Fundy Royal/Fundy Royal"," 135-1","Quispamsis",7,156,65,54,1,283,488
13004,"Fundy Royal/Fundy Royal"," 136","Quispamsis",8,149,66,39,0,262,473
13004,"Fundy Royal/Fundy Royal"," 137","Quispamsis",16,90,97,32,1,236,448
13004,"Fundy Royal/Fundy Royal"," 138","Quispamsis",10,142,69,34,1,256,538
13004,"Fundy Royal/Fundy Royal"," 139","Quispamsis",11,127,66,19,3,226,434
13004,"Fundy Royal/Fundy Royal"," 500","Mobile poll/Bureau itinérant",6,37,11,16,1,71,79
13004,"Fundy Royal/Fundy Royal"," 501","Mobile poll/Bureau itinérant",3,23,5,8,3,42,86
13004,"Fundy Royal/Fundy Royal"," 502","Mobile poll/Bureau itinérant",6,27,13,18,3,67,120
13004,"Fundy Royal/Fundy Royal"," 503","Mobile poll/Bureau itinérant",2,43,7,11,0,63,155
13004,"Fundy Royal/Fundy Royal"," 600","Cumberland Bay",10,69,20,16,2,117,
13004,"Fundy Royal/Fundy Royal"," 601","Petitcodiac",29,283,73,38,0,423,
13004,"Fundy Royal/Fundy Royal"," 602","Salisbury",20,396,101,37,8,562,
13004,"Fundy Royal/Fundy Royal"," 603","Riverview",19,284,123,96,3,525,
13004,"Fundy Royal/Fundy Royal"," 604","Riverview",20,226,91,70,2,409,
13004,"Fundy Royal/Fundy Royal"," 605","Hillsborough",15,191,30,27,2,265,
13004,"Fundy Royal/Fundy Royal"," 606","Riverside-Albert",17,117,12,27,1,174,
13004,"Fundy Royal/Fundy Royal"," 607","Sussex Corner",17,276,70,49,2,414,
13004,"Fundy Royal/Fundy Royal"," 608","Sussex",24,368,55,73,6,526,
13004,"Fundy Royal/Fundy Royal"," 609","St. Martins",7,136,28,19,0,190,
13004,"Fundy Royal/Fundy Royal"," 610","Simonds",9,201,53,19,0,282,
13004,"Fundy Royal/Fundy Royal"," 611","Norton",5,113,19,41,0,178,
13004,"Fundy Royal/Fundy Royal"," 612","Hampton",15,382,145,83,0,625,
13004,"Fundy Royal/Fundy Royal"," 613","Kingston",5,148,46,22,0,221,
13004,"Fundy Royal/Fundy Royal"," 614","Quispamsis",31,559,153,119,7,869,
13004,"Fundy Royal/Fundy Royal"," 615","Quispamsis",29,405,126,110,2,672,
13004,"Fundy Royal/Fundy Royal",,Group 1/Groupe 1,6,96,17,14,7,140,326
13004,"Fundy Royal/Fundy Royal",,Group 2/Groupe 2,33,381,83,91,9,597,
