Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Baird,Mark MacKenzie,Marlene Rivier,Anita Vandenbeld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 18","Nepean",23,4,18,26,1,72,178
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 19","Nepean",47,8,46,43,1,145,318
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 20","Nepean",76,7,35,40,0,158,281
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 21","Ottawa",91,5,61,101,0,258,403
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 22","Ottawa",126,10,96,76,3,311,606
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 23","Ottawa",Merged with No. 22/Fusionné avec le nº 22,,,,,,7
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 24","Ottawa",49,8,73,62,1,193,387
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 25","Ottawa",43,15,56,40,0,154,334
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 26","Ottawa",54,8,64,50,1,177,313
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 27","Ottawa",51,15,32,40,4,142,331
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 28","Ottawa",78,9,64,82,0,233,405
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 29","Ottawa",49,10,34,57,0,150,251
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 30","Ottawa",41,10,48,79,2,180,372
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 31","Ottawa",60,8,37,50,0,155,316
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 32","Ottawa",58,11,44,77,2,192,336
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 33","Ottawa",67,11,56,79,0,213,355
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 34","Ottawa",64,11,61,76,0,212,383
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 35","Ottawa",71,6,57,64,0,198,343
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 36","Ottawa",77,9,55,62,0,203,348
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 37","Ottawa",60,3,53,37,1,154,266
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 38","Ottawa",Void/Supprimé,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 39","Ottawa",129,21,63,48,3,264,487
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 39-1","Ottawa",164,8,42,103,5,322,439
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 39-2","Ottawa",148,9,47,81,0,285,381
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 40","Ottawa",Void/Supprimé,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 41","Ottawa",68,7,35,55,0,165,253
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 42","Ottawa",79,12,46,74,4,215,388
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 43","Ottawa",41,4,15,26,0,86,225
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 44","Ottawa",68,8,47,51,1,175,403
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 45","Ottawa",124,4,50,64,0,242,351
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 46","Ottawa",121,10,67,110,0,308,523
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 47","Ottawa",97,11,67,84,1,260,452
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 48","Ottawa",95,8,32,75,0,210,428
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 49","Ottawa",90,5,25,86,1,207,381
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 50","Ottawa",67,5,23,60,3,158,260
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 51","Ottawa",87,8,38,51,2,186,292
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 52","Ottawa",87,5,47,79,2,220,362
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 53","Ottawa",81,9,59,77,0,226,385
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 54","Ottawa",73,10,26,59,0,168,276
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 55","Ottawa",67,4,27,58,1,157,233
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 56","Ottawa",117,6,47,80,0,250,430
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 57","Ottawa",95,1,29,75,1,201,287
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 58","Ottawa",96,6,64,63,0,229,430
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 59","Ottawa",74,20,55,92,1,242,410
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 60","Ottawa",61,8,38,55,0,162,281
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 61","Ottawa",113,12,25,29,0,179,285
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 62","Ottawa",73,9,33,42,0,157,249
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 63","Ottawa",83,6,32,53,1,175,262
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 64","Ottawa",96,15,69,59,1,240,490
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 65","Ottawa",38,5,26,31,0,100,264
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 66","Ottawa",95,8,84,116,1,304,736
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 67","Ottawa",51,6,37,35,0,129,335
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 68","Ottawa",27,2,25,25,1,80,270
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 69","Ottawa",46,4,45,50,0,145,316
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 70","Ottawa",80,7,31,68,2,188,422
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 71","Ottawa",60,8,50,54,4,176,332
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 72","Ottawa",10,1,16,57,2,86,191
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 73","Ottawa",68,6,43,61,0,178,371
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 74","Nepean",90,5,23,84,0,202,340
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 75","Nepean",108,8,21,92,0,229,370
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 76","Nepean",85,9,20,66,2,182,314
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 77","Nepean",101,8,29,46,0,184,320
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 78A","Nepean",76,3,36,41,2,158,350
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 78B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,72
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 79","Nepean",84,7,32,34,1,158,351
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 80","Nepean",93,6,56,57,1,213,318
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 81","Nepean",84,9,71,63,2,229,431
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 82","Nepean",77,15,26,72,1,191,265
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 83","Nepean",104,10,57,75,3,249,407
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 84","Nepean",88,10,47,39,1,185,318
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 85","Nepean",127,10,27,99,0,263,399
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 86","Nepean",66,12,48,30,1,157,332
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 87","Nepean",70,10,42,30,2,154,299
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 88","Nepean",124,5,26,85,1,241,390
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 89","Nepean",139,11,20,98,1,269,392
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 90","Nepean",95,23,33,101,0,252,388
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 91","Ottawa",89,9,43,90,1,232,340
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 92","Ottawa",90,17,28,82,0,217,329
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 93","Ottawa",21,3,29,17,1,71,216
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 94","Ottawa",98,6,31,60,0,195,338
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 95","Ottawa",73,4,59,50,1,187,383
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 96","Ottawa",84,3,29,38,0,154,278
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 97","Ottawa",58,8,41,24,0,131,316
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 98","Ottawa",36,6,29,25,0,96,244
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 99","Ottawa",78,10,43,41,0,172,298
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 100","Ottawa",67,14,28,44,0,153,290
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 101","Ottawa",113,8,53,45,4,223,392
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 102","Ottawa",84,5,21,54,1,165,292
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 103","Ottawa",88,5,41,49,0,183,397
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 104","Ottawa",128,17,68,68,0,281,483
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 105","Ottawa",57,6,40,46,0,149,386
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 106","Ottawa",64,8,50,25,1,148,361
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 107","Ottawa",70,9,66,22,3,170,448
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 108","Ottawa",79,9,19,63,0,170,278
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 109","Ottawa",66,7,57,37,0,167,326
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 110","Ottawa",91,11,49,45,2,198,359
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 111","Ottawa",52,3,40,46,0,141,247
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 112","Ottawa",45,5,63,32,2,147,284
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 113","Ottawa",91,12,45,50,1,199,378
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 114","Ottawa",80,8,50,44,1,183,321
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 115","Ottawa",88,11,37,63,0,199,363
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 116","Ottawa",73,8,69,60,0,210,416
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 117","Ottawa",50,10,56,38,3,157,496
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 118","Ottawa",43,6,30,30,0,109,347
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 119","Ottawa",10,0,15,24,0,49,172
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 120","Ottawa",59,10,75,92,0,236,496
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 121","Ottawa",143,13,74,104,2,336,555
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 121-1","Ottawa",67,4,39,62,5,177,267
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 122","Ottawa",71,5,44,71,0,191,355
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 122-1","Ottawa",57,12,39,69,2,179,330
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 123","Ottawa",51,11,33,83,1,179,287
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 124","Ottawa",85,13,77,137,1,313,594
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 125","Ottawa",84,10,47,59,0,200,377
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 126","Ottawa",76,7,49,62,0,194,365
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 127","Ottawa",82,4,23,76,1,186,343
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 128","Ottawa",61,14,45,75,2,197,361
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 129","Ottawa",64,4,63,28,1,160,347
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 130","Ottawa",Void/Supprimé,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 131","Ottawa",69,7,41,57,0,174,318
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 132","Ottawa",65,7,31,43,0,146,282
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 133","Ottawa",116,4,47,97,0,264,385
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 134","Ottawa",70,8,30,71,1,180,271
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 135","Ottawa",91,11,53,57,1,213,332
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 136","Ottawa",85,9,38,56,0,188,385
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 137","Ottawa",98,7,23,72,0,200,307
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 138","Ottawa",109,12,55,62,0,238,461
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 139","Nepean",86,9,24,45,2,166,350
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 140","Nepean",80,7,34,38,2,161,390
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 141","Nepean",81,5,14,68,2,170,330
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 142","Nepean",45,9,48,46,0,148,366
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 143","Nepean",37,10,37,29,0,113,289
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 144","Nepean",47,2,26,19,0,94,248
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 145","Nepean",99,23,108,69,2,301,384
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 146","Nepean",Merged with No. 145/Fusionné avec le nº 145,,,,,,259
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 147","Nepean",83,11,23,65,4,186,382
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 148","Nepean",104,13,51,96,1,265,523
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 149","Nepean",89,8,50,54,1,202,387
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 150","Nepean",100,4,26,77,0,207,338
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 151","Nepean",82,9,53,57,1,202,356
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 152","Nepean",108,10,32,86,0,236,385
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 153","Nepean",120,11,49,84,1,265,375
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 154","Nepean",107,10,29,60,0,206,344
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 155","Nepean",44,6,49,37,3,139,300
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 156","Nepean",36,1,25,16,1,79,245
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 157","Nepean",69,3,23,33,1,129,243
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 158","Nepean",62,12,68,38,0,180,373
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 159","Nepean",108,10,34,60,0,212,378
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 160","Nepean",117,3,34,52,2,208,346
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 161","Nepean",120,8,23,56,2,209,388
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 162","Nepean",115,10,42,50,2,219,374
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 163","Nepean",113,7,45,61,1,227,382
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 164","Nepean",129,8,31,43,0,211,354
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 165","Nepean",83,4,22,68,1,178,357
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 166","Nepean",88,6,25,69,3,191,349
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 167","Nepean",Void/Supprimé,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 168","Nepean",63,13,62,45,1,184,474
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 169","Ottawa",Void/Supprimé,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 170","Nepean",116,5,35,50,2,208,299
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 171","Nepean",80,6,48,80,0,214,363
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 172","Nepean",73,6,37,59,1,176,343
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 173","Nepean",149,10,62,106,3,330,584
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 173-1","Nepean",45,16,47,44,0,152,295
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 174","Nepean",113,3,29,47,1,193,314
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 175","Nepean",81,14,23,36,1,155,293
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 176","Nepean",103,9,26,77,0,215,358
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 177","Nepean",95,7,58,79,0,239,417
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 178","Nepean",129,9,47,91,1,277,484
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 179","Nepean",130,10,26,88,0,254,427
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 180","Nepean",134,8,34,89,1,266,426
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 181","Nepean",167,4,17,77,1,266,411
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 182","Nepean",141,12,38,44,0,235,384
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 183","Nepean",97,3,39,71,1,211,415
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 184","Nepean",108,10,38,50,2,208,392
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 185","Nepean",74,8,34,54,0,170,307
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 186","Nepean",128,2,42,40,0,212,365
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 187","Nepean",107,11,36,50,0,204,356
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 188","Nepean",119,7,25,52,2,205,334
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 189","Nepean",92,3,27,50,0,172,318
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 190","Nepean",118,9,53,39,1,220,413
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 191","Nepean",101,9,40,51,0,201,358
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 192","Nepean",73,5,26,50,0,154,235
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 193","Nepean",86,12,41,77,0,216,323
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 194","Nepean",125,3,40,87,0,255,377
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 195","Nepean",146,13,37,101,2,299,431
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 196","Nepean",104,4,23,62,1,194,276
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 197","Nepean",96,1,32,88,0,217,369
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 198","Nepean",131,8,40,49,2,230,353
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 199","Nepean",125,16,67,87,0,295,463
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 200","Nepean",112,7,51,93,0,263,440
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 201","Nepean",108,11,37,81,3,240,442
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 202","Nepean",110,11,39,61,0,221,347
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 400","Ottawa",103,3,35,58,0,199,284
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 401","Ottawa",90,7,67,51,0,215,334
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 402","Ottawa",88,8,47,41,0,184,311
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 403","Ottawa",97,12,59,49,0,217,301
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 404","Ottawa",68,7,38,53,0,166,259
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 405","Ottawa",54,7,36,54,0,151,274
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 406","Ottawa",85,8,27,33,1,154,224
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 407","Ottawa",100,2,46,52,1,201,295
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 408","Ottawa",108,3,28,46,5,190,260
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 409","Ottawa",115,2,41,67,0,225,287
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 410","Ottawa",92,6,40,63,2,203,276
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 411","Ottawa",75,6,51,23,1,156,251
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 412","Ottawa",102,7,36,63,0,208,313
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 413","Ottawa",137,9,30,51,0,227,294
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 414","Ottawa",95,8,53,70,0,226,306
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 415","Ottawa",84,11,61,40,2,198,330
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 416","Ottawa",128,7,57,71,2,265,412
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 417","Ottawa",123,1,24,39,1,188,276
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 418","Ottawa",96,16,57,52,4,225,377
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 419","Ottawa",83,0,15,33,2,133,171
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 420","Ottawa",61,7,39,36,1,144,234
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 421","Ottawa",33,3,26,36,3,101,224
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 422","Ottawa",Void/Supprimé,,,,,,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 423","Ottawa",40,9,46,27,2,124,212
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 424","Ottawa",104,6,38,41,1,190,244
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 425","Nepean",92,6,29,32,0,159,225
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 426","Ottawa",72,4,49,26,3,154,243
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 427","Ottawa",119,9,53,51,0,232,328
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 428","Ottawa",62,14,54,26,0,156,256
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 429","Ottawa",113,11,41,47,2,214,312
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 430","Nepean",Merged with No. 171/Fusionné avec le nº 171,,,,,,122
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 431","Nepean",Merged with No. 171/Fusionné avec le nº 171,,,,,,122
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 432","Nepean",28,7,23,22,0,80,161
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 433","Nepean",28,8,43,25,0,104,142
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 434","Nepean",Void/Supprimé,,,,,,
