Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Bélisle,Jean Dorion,Kévan Falsafi,Pierre Nantel,Serge Patenaude,Valérie St-Amant,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 45","Longueuil",20,32,17,101,2,3,6,181,504
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 46","Longueuil",14,55,10,94,0,5,1,179,362
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 47","Longueuil",11,58,15,128,0,5,3,220,376
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 48","Longueuil",20,81,21,169,0,7,5,303,474
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 49","Longueuil",17,60,15,107,1,4,2,206,305
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 50","Longueuil",30,58,21,128,0,8,8,253,384
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 51","Longueuil",21,51,19,125,0,6,7,229,396
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 52","Longueuil",15,47,34,128,0,8,2,234,385
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 53","Longueuil",22,59,36,149,0,5,0,271,410
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 54","Longueuil",13,68,30,180,0,6,6,303,436
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 55","Longueuil",16,54,34,123,1,10,2,240,398
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 56","Longueuil",23,45,44,149,0,4,3,268,453
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 57","Longueuil",13,65,50,102,0,4,1,235,391
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 58","Longueuil",13,94,36,149,0,7,2,301,408
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 59","Longueuil",12,62,22,118,1,7,3,225,366
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 60","Longueuil",6,46,13,107,0,6,4,182,414
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 61","Longueuil",5,33,5,85,0,0,2,130,240
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 62","Longueuil",10,66,38,96,3,8,5,226,396
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 63","Longueuil",15,62,9,112,0,9,0,207,361
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 64","Longueuil",48,51,55,125,0,6,1,286,447
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 64-1","Longueuil",44,40,50,142,0,7,2,285,440
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 64-2","Longueuil",12,27,15,99,0,1,0,154,261
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 64-3","Longueuil",16,28,15,114,0,2,1,176,303
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 65","Longueuil",16,71,12,132,0,1,4,236,445
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 66","Longueuil",13,66,13,130,0,3,2,227,425
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 67","Longueuil",20,73,29,182,1,4,4,313,457
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 68","Longueuil",26,55,15,126,0,3,2,227,388
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 69","Longueuil",6,33,9,77,0,0,3,128,269
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 69-1","Longueuil",7,37,12,78,1,5,1,141,315
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 70","Longueuil",17,52,21,97,0,6,0,193,325
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 71","Longueuil",21,72,28,188,2,8,3,322,488
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 72","Longueuil",34,48,28,128,1,10,3,252,478
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 73","Longueuil",11,39,29,160,0,0,1,240,386
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 74","Longueuil",23,43,36,96,0,4,1,203,316
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 75","Longueuil",6,39,7,101,0,6,1,160,340
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 76","Longueuil",28,54,47,155,1,7,5,297,474
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 77","Longueuil",22,77,29,123,0,2,4,257,368
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 78","Longueuil",18,55,23,121,0,8,1,226,357
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 79","Longueuil",17,52,17,128,0,5,3,222,398
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 80","Longueuil",18,26,42,64,0,1,0,151,208
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 80-1","Longueuil",28,44,43,84,2,3,2,206,263
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 80-2","Longueuil",28,50,27,113,3,3,4,228,289
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 80-3","Longueuil",23,65,39,164,0,4,1,296,525
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 80-4","Longueuil",46,63,45,143,0,3,2,302,398
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 80-5","Longueuil",11,29,14,112,0,1,2,169,302
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 80-6","Longueuil",17,36,9,108,1,3,1,175,358
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 80-7","Longueuil",Void/Supprimé,,,,,,,,
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 81","Longueuil",18,46,18,122,0,6,2,212,362
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 82","Longueuil",15,54,11,115,0,8,3,206,330
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 83","Longueuil",17,74,15,190,0,4,1,301,467
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 84","Longueuil",15,63,46,175,0,11,5,315,495
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 85","Longueuil",11,77,32,168,0,0,1,289,464
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 86","Longueuil",9,79,36,141,0,2,1,268,466
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 87","Longueuil",11,66,13,124,1,3,0,218,343
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 88","Longueuil",26,52,25,141,1,6,3,254,401
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 89","Longueuil",7,60,11,78,1,8,7,172,366
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 90A","Longueuil",12,39,8,65,0,2,1,127,279
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 90B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,90
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 91A","Longueuil",7,57,8,80,1,3,8,164,276
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 91B","Longueuil",12,37,9,62,1,6,2,129,279
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 92A","Longueuil",9,49,25,112,0,2,0,197,346
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 92B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,,101
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 93","Longueuil",9,53,15,90,0,8,5,180,475
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 94","Longueuil",20,44,18,72,2,2,3,161,299
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 95","Longueuil",18,46,20,100,0,2,3,189,298
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 96","Longueuil",2,40,4,83,0,4,1,134,370
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 97","Longueuil",13,41,7,64,0,0,2,127,335
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 98","Longueuil",18,61,9,95,1,4,1,189,369
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 99","Longueuil",11,50,14,55,1,1,2,134,358
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 100","Longueuil",21,47,10,73,0,7,2,160,310
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 101","Longueuil",15,37,15,94,1,1,5,168,342
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 102","Longueuil",14,79,28,118,0,9,5,253,430
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 103","Longueuil",10,27,5,53,0,5,0,100,329
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 104","Longueuil",18,53,9,109,1,4,3,197,437
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 105","Longueuil",9,48,3,78,0,4,5,147,316
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 106","Longueuil",24,66,15,98,0,6,3,212,375
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 107","Longueuil",8,45,20,82,2,1,1,159,365
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 108","Longueuil",7,38,3,75,1,3,2,129,417
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 109","Longueuil",5,54,20,102,0,2,3,186,334
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 110","Longueuil",8,67,23,123,0,5,4,230,460
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 111","Longueuil",5,37,5,52,0,1,0,100,220
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 112","Longueuil",3,1,1,7,0,0,0,12,404
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 113","Longueuil",15,53,19,110,0,3,4,204,378
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 114","Longueuil",12,52,14,82,0,2,2,164,353
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 115","Longueuil",16,33,16,84,0,5,7,161,501
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 116","Longueuil",20,41,14,70,1,2,5,153,429
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 117","Longueuil",6,33,6,57,1,6,5,114,338
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 118","Longueuil",8,35,13,82,0,2,4,144,371
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 119","Longueuil",15,60,13,99,0,10,4,201,496
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 120","Longueuil",18,47,12,92,0,5,0,174,409
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 121","Longueuil",16,58,27,109,0,4,1,215,382
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 122","Longueuil",15,44,10,70,0,8,2,149,323
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 123","Longueuil",18,38,22,98,0,5,2,183,365
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 124","Longueuil",11,29,6,79,1,2,5,133,309
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 125","Longueuil",16,37,14,80,0,0,1,148,308
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 126","Longueuil",13,57,9,91,1,1,2,174,370
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 127","Longueuil",15,45,12,101,0,5,1,179,376
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 128","Longueuil",11,60,13,111,0,2,1,198,419
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 129","Longueuil",12,40,7,75,0,2,3,139,336
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 130","Longueuil",14,39,9,69,0,3,1,135,312
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 131","Longueuil",12,34,17,71,0,1,4,139,422
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 132","Longueuil",4,58,16,90,1,10,6,185,457
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 133","Longueuil",7,18,8,57,1,4,4,99,442
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 134","Longueuil",8,30,9,93,0,6,0,146,365
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 135","Longueuil",11,51,23,84,0,12,3,184,358
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 136","Longueuil",27,88,24,144,0,4,2,289,499
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 137A","Longueuil",19,42,18,120,0,1,1,201,328
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 137B","Longueuil",15,35,14,107,0,2,4,177,332
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 137-1","Longueuil",16,53,20,145,0,3,1,238,436
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 138","Longueuil",28,64,30,146,0,2,2,272,436
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 139","Longueuil",8,52,9,92,0,6,5,172,311
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 140","Longueuil",15,16,32,84,0,0,5,152,379
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 141","Longueuil",20,43,19,87,0,3,2,174,338
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 142","Longueuil",8,55,18,98,4,4,2,189,350
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 143","Longueuil",0,24,6,51,0,2,1,84,414
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 144","Longueuil",7,22,10,56,1,1,4,101,421
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 145","Longueuil",9,30,10,48,0,1,4,102,485
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 146","Longueuil",23,68,14,166,1,1,2,275,432
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 147","Longueuil",22,68,12,152,0,2,4,260,461
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 148","Longueuil",11,51,18,131,1,2,3,217,353
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 149","Longueuil",21,51,11,145,0,3,2,233,455
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 150","Longueuil",23,73,16,164,0,3,4,283,474
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 151","Longueuil",15,51,14,97,2,1,2,182,277
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 152","Longueuil",18,40,36,115,0,4,3,216,362
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 153","Longueuil",18,70,23,130,0,3,8,252,427
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 154","Longueuil",10,38,4,44,0,2,4,102,352
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 155","Longueuil",3,15,5,25,0,3,1,52,219
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 156","Longueuil",13,39,5,56,1,4,3,121,363
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 157A","Longueuil",8,32,12,55,1,0,1,109,343
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 157B","Longueuil",6,30,14,95,0,1,2,148,346
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 158","Longueuil",Void/Supprimé,,,,,,,,
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 159","Longueuil",16,61,19,157,0,8,2,263,462
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 160","Longueuil",15,51,17,71,1,2,0,157,296
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 161","Longueuil",11,28,2,75,0,1,1,118,237
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 162","Longueuil",Void/Supprimé,,,,,,,,
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 163","Longueuil",10,56,15,112,0,4,2,199,382
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 164","Longueuil",12,102,17,118,1,8,4,262,421
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 165","Longueuil",5,53,21,91,2,4,2,178,424
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 166","Longueuil",7,71,5,84,0,6,1,174,282
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 167","Longueuil",4,91,13,124,0,5,2,239,387
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 168","Longueuil",8,75,17,133,1,3,4,241,409
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 169","Longueuil",5,77,17,111,0,8,3,221,366
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 170","Longueuil",16,41,8,78,0,4,5,152,312
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 171A","Longueuil",7,16,5,41,0,0,1,70,139
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 171B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,102
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 172","Longueuil",14,38,11,50,0,1,0,114,307
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 173","Longueuil",14,67,17,125,0,8,0,231,407
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 174","Longueuil",23,55,45,99,0,2,5,229,475
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 175","Longueuil",5,80,20,89,0,5,3,202,343
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 176","Longueuil",15,54,21,100,0,4,1,195,364
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 177","Longueuil",16,54,9,78,0,6,0,163,402
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 178","Longueuil",6,33,6,83,0,2,4,134,248
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 179","Longueuil",7,50,7,115,0,8,0,187,382
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 180","Longueuil",15,57,7,101,0,5,6,191,392
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 181","Longueuil",15,54,6,78,3,4,2,162,367
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 182","Longueuil",23,72,16,105,1,8,4,229,492
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 183","Longueuil",20,68,19,105,2,4,8,226,405
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 184","Longueuil",6,53,13,109,1,7,3,192,353
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 185","Longueuil",16,58,15,99,1,9,0,198,372
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 186","Longueuil",10,47,10,102,0,0,1,170,303
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 187","Longueuil",6,77,16,100,0,10,7,216,350
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 188","Longueuil",5,58,16,103,0,5,0,187,283
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 189","Longueuil",9,62,17,96,0,3,3,190,309
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 190","Longueuil",7,41,14,89,0,10,4,165,312
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 191","Longueuil",10,38,5,89,0,3,2,147,283
24035,"Longueuil--Pierre-Boucher/Longueuil--Pierre-Boucher"," 192","Longueuil",12,68,4,88,0,3,6,181,342
