Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simon Cormier,Anne-Marie Day,Martine Gaudreault,Félix Grenier,Daniel Petit,Simon Verret,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 20","Lac-Saint-Charles",0,95,5,27,57,3,2,189,383
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 21","Charlesbourg",0,99,8,33,65,7,0,212,470
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 22","Charlesbourg",2,182,26,61,94,8,3,376,595
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 23","Charlesbourg",0,77,11,44,76,7,1,216,405
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 24","Charlesbourg",1,113,17,41,67,1,2,242,479
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 25","Charlesbourg",2,106,7,37,76,4,6,238,453
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 26","Charlesbourg",1,128,13,36,90,5,3,276,459
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 27","Charlesbourg",2,159,11,54,111,6,5,348,650
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 28","Saint-Émile",0,76,15,17,76,0,4,188,375
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 28-1","Saint-Émile",0,105,14,27,93,3,3,245,402
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 29","Saint-Émile",0,120,14,35,127,3,4,303,575
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 30","Saint-Émile",0,80,11,33,65,2,5,196,330
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 31","Saint-Émile",5,103,4,23,58,4,6,203,371
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 32","Saint-Émile",0,82,19,38,86,2,10,237,441
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 33","Saint-Émile",0,169,16,46,124,8,4,367,574
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 34","Saint-Émile",0,149,8,24,126,2,7,316,620
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 34-1","Saint-Émile",0,179,18,35,143,7,5,387,621
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 34-2","Saint-Émile",0,126,17,33,135,1,6,318,567
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 35","Saint-Émile",0,123,12,24,72,2,4,237,438
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 36","Saint-Émile",0,157,13,28,93,12,6,309,536
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 37","Saint-Émile",0,93,9,25,65,3,2,197,340
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 38","Saint-Émile",0,99,23,45,86,7,5,265,446
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 39","Saint-Émile",2,117,9,52,108,4,6,298,476
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 40","Saint-Émile",0,100,10,27,92,4,9,242,449
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 41","Saint-Émile",0,124,11,26,65,8,2,236,416
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 42","Saint-Émile",0,55,6,11,68,1,2,143,255
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 43","Saint-Émile",1,107,9,16,46,3,5,187,317
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 44","Saint-Émile",1,107,7,20,93,3,4,235,424
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 45","Saint-Émile",0,169,12,26,123,3,5,338,605
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 46","Saint-Émile",1,71,13,25,63,0,7,180,354
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 47","Saint-Émile",2,107,1,31,77,6,6,230,422
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 48","Charlesbourg",1,95,8,33,67,3,1,208,366
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 49A","Charlesbourg",0,76,9,27,55,2,7,176,347
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 49B","Charlesbourg",0,93,9,26,57,1,2,188,357
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 50A","Charlesbourg",1,98,7,28,68,3,1,206,369
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 50B","Charlesbourg",0,104,3,28,65,1,1,202,394
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 51","Charlesbourg",1,100,10,25,52,1,4,193,370
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 52","Charlesbourg",0,155,8,32,79,6,6,286,547
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 53","Charlesbourg",2,147,13,51,90,1,4,308,499
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 54","Charlesbourg",0,161,9,59,99,3,8,339,625
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 55A","Charlesbourg",0,87,13,22,49,4,5,180,336
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 55B","Charlesbourg",1,101,15,27,59,7,0,210,371
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 56","Charlesbourg",0,142,11,41,75,1,5,275,605
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 57","Charlesbourg",0,83,6,23,33,1,2,148,327
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 58","Charlesbourg",1,128,13,40,86,2,1,271,566
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 59","Charlesbourg",0,158,15,45,86,3,4,311,568
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 60","Charlesbourg",0,72,17,27,53,5,4,178,302
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 61","Charlesbourg",1,86,14,23,48,3,4,179,316
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 62","Charlesbourg",1,122,17,38,67,3,3,251,412
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 63","Charlesbourg",1,145,11,31,90,4,1,283,456
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 64","Charlesbourg",0,94,8,20,56,2,4,184,315
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 65","Charlesbourg",0,86,6,35,60,5,4,196,387
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 66","Charlesbourg",2,69,13,34,58,5,5,186,376
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 67","Charlesbourg",0,76,11,21,66,1,2,177,349
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 68","Charlesbourg",0,84,11,31,60,1,1,188,362
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 69","Charlesbourg",0,114,14,42,63,2,4,239,392
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 70","Charlesbourg",0,85,4,37,60,6,3,195,347
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 71","Charlesbourg",0,152,14,34,62,3,3,268,496
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 72","Charlesbourg",1,175,27,82,87,7,4,383,608
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 73","Charlesbourg",2,113,11,45,52,1,5,229,375
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 74","Charlesbourg",1,131,17,48,73,5,3,278,492
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 75","Charlesbourg",0,126,24,47,120,4,5,326,527
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 75-1","Charlesbourg",1,114,8,32,47,0,3,205,411
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 76","Charlesbourg",1,122,17,51,88,5,5,289,564
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 77","Charlesbourg",0,74,12,28,37,4,1,156,337
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 78","Charlesbourg",2,115,18,37,52,7,11,242,400
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 79","Charlesbourg",0,79,9,22,43,4,2,159,383
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 80","Charlesbourg",0,61,6,11,31,1,4,114,278
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 81","Charlesbourg",0,76,7,23,55,2,2,165,324
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 82","Charlesbourg",0,74,10,42,56,3,2,187,307
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 83","Charlesbourg",0,87,18,16,65,3,5,194,334
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 84","Charlesbourg",0,149,18,40,78,1,4,290,482
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 85","Charlesbourg",0,92,16,29,81,5,2,225,351
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 86","Charlesbourg",1,66,8,42,61,5,6,189,316
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 87","Charlesbourg",1,58,5,19,42,6,1,132,348
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 88","Charlesbourg",0,87,11,22,61,4,0,185,310
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 89","Charlesbourg",0,57,9,19,35,5,3,128,354
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 90","Charlesbourg",0,74,15,26,52,2,1,170,296
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 91","Charlesbourg",2,126,11,24,72,6,5,246,433
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 92","Charlesbourg",3,99,10,38,67,0,8,225,412
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 93","Charlesbourg",2,129,7,50,68,4,3,263,578
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 94","Charlesbourg",2,138,9,38,49,6,5,247,359
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 95","Charlesbourg",0,111,15,53,83,5,3,270,446
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 96","Charlesbourg",0,123,8,48,81,2,5,267,431
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 97","Charlesbourg",0,107,6,32,65,1,6,217,386
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 98","Charlesbourg",2,132,20,41,67,4,2,268,485
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 99","Charlesbourg",2,93,13,31,50,7,1,197,312
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 100","Charlesbourg",0,111,31,60,89,6,0,297,477
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 101","Charlesbourg",1,162,24,36,85,7,2,317,504
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 102A","Charlesbourg",0,84,10,26,60,2,3,185,336
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 102B","Charlesbourg",1,97,20,32,80,2,2,234,371
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 102-1","Charlesbourg",2,161,24,39,156,1,7,390,630
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 103","Charlesbourg",0,90,12,20,41,2,3,168,345
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 104","Charlesbourg",1,83,10,37,45,1,1,178,371
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 104-1","Charlesbourg",1,83,11,33,44,1,3,176,384
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 105","Charlesbourg",0,105,15,20,42,8,3,193,402
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 106","Charlesbourg",1,89,14,26,56,6,1,193,395
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 107","Charlesbourg",0,110,8,51,53,9,2,233,367
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 108","Charlesbourg",0,122,31,48,78,3,2,284,440
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 109","Charlesbourg",1,131,15,57,67,6,4,281,432
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 110","Charlesbourg",0,101,14,30,56,3,6,210,349
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 111","Charlesbourg",0,81,13,35,57,1,1,188,313
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 112","Charlesbourg",1,120,8,16,48,7,1,201,413
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 113","Charlesbourg",0,114,10,43,38,3,0,208,325
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 114","Charlesbourg",1,99,15,29,44,5,0,193,302
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 115","Charlesbourg",3,59,8,23,45,7,6,151,298
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 116","Charlesbourg",1,77,17,37,64,5,1,202,331
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 117","Charlesbourg",3,102,11,44,59,4,2,225,351
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 118","Charlesbourg",1,67,11,19,31,0,4,133,243
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 119","Charlesbourg",1,95,12,42,42,4,5,201,371
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 120","Charlesbourg",1,75,8,32,28,7,2,153,373
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 121","Charlesbourg",0,81,8,35,38,2,3,167,374
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 122","Charlesbourg",0,89,12,23,44,2,2,172,294
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 123","Charlesbourg",0,95,15,30,59,3,0,202,347
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 124","Charlesbourg",1,73,4,36,23,2,3,142,299
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 125","Charlesbourg",1,75,19,34,36,3,3,171,298
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 125-1","Charlesbourg",0,73,15,34,55,0,4,181,339
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 126","Charlesbourg",2,85,8,36,49,2,2,184,367
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 127","Charlesbourg",0,121,24,46,62,3,3,259,400
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 128","Charlesbourg",0,106,28,31,68,1,2,236,373
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 129","Charlesbourg",1,78,25,32,51,2,3,192,288
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 130","Charlesbourg",0,86,19,32,47,4,1,189,328
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 131","Charlesbourg",1,73,10,30,55,4,2,175,402
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 132","Charlesbourg",0,48,12,11,37,4,1,113,280
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 133","Charlesbourg",0,66,6,17,35,5,0,129,336
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 134","Charlesbourg",1,107,6,30,45,5,4,198,373
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 135","Charlesbourg",1,72,19,27,44,2,2,167,340
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 136","Charlesbourg",0,104,18,53,67,4,2,248,441
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 137","Charlesbourg",0,65,5,22,45,2,1,140,377
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 138","Charlesbourg",0,92,10,39,38,4,2,185,280
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 139","Charlesbourg",1,82,15,41,55,2,1,197,303
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 140","Charlesbourg",0,96,11,33,57,1,2,200,351
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 141","Charlesbourg",1,82,21,21,62,2,5,194,343
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 142","Charlesbourg",0,114,17,34,47,7,4,223,375
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 143","Charlesbourg",0,93,10,33,57,1,9,203,395
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 144","Charlesbourg",1,75,7,17,46,3,0,149,362
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 145","Charlesbourg",1,127,16,41,77,4,0,266,604
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 146","Charlesbourg",1,86,9,26,49,2,3,176,393
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 147","Charlesbourg",0,86,22,37,43,3,1,192,345
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 148","Charlesbourg",0,109,21,36,56,1,5,228,387
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 149","Charlesbourg",0,92,13,36,50,1,0,192,299
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 150","Charlesbourg",0,105,21,34,65,2,2,229,348
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 151","Charlesbourg",1,94,16,54,50,1,1,217,338
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 152","Charlesbourg",0,108,12,61,45,3,5,234,389
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 153","Charlesbourg",1,86,17,33,58,4,2,201,342
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 154","Charlesbourg",1,109,15,33,39,2,0,199,333
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 155","Charlesbourg",2,87,33,23,48,6,3,202,330
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 156","Charlesbourg",0,102,7,29,58,5,1,202,318
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 157","Charlesbourg",0,74,17,31,42,3,5,172,322
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 158","Charlesbourg",1,94,9,30,46,5,4,189,368
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 159","Charlesbourg",1,66,29,33,27,3,2,161,346
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 160","Charlesbourg",Void/Supprimé,,,,,,,,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 161","Charlesbourg",0,22,2,7,15,1,3,50,114
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 161-1A","Charlesbourg",0,92,14,33,52,1,7,199,434
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 161-1B","Charlesbourg",1,101,13,42,70,1,0,228,480
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 162","Charlesbourg",0,75,10,23,46,2,5,161,277
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 163","Charlesbourg",1,78,12,23,26,3,2,145,320
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 164","Charlesbourg",1,62,4,25,27,1,0,120,269
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 165","Charlesbourg",1,85,12,27,64,1,2,192,468
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 166","Charlesbourg",1,105,14,44,43,6,2,215,513
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 167","Charlesbourg",2,54,4,28,44,3,1,136,342
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 168","Charlesbourg",0,73,4,24,31,4,2,138,368
