Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dale Jackaman,Joe Peschisolido,Michael Wolfe,Alice Wong,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59023,"Richmond/Richmond"," 30-1","Richmond",7,21,4,76,0,108,305
59023,"Richmond/Richmond"," 31","Richmond",22,77,6,119,0,224,456
59023,"Richmond/Richmond"," 32","Richmond",28,46,8,170,1,253,518
59023,"Richmond/Richmond"," 33","Richmond",62,31,10,69,1,173,318
59023,"Richmond/Richmond"," 34","Richmond",41,39,8,113,0,201,481
59023,"Richmond/Richmond"," 34-1","Richmond",24,14,3,69,0,110,271
59023,"Richmond/Richmond"," 35","Richmond",32,21,0,58,0,111,308
59023,"Richmond/Richmond"," 36","Richmond",41,48,11,160,5,265,533
59023,"Richmond/Richmond"," 37","Richmond",43,47,10,108,4,212,462
59023,"Richmond/Richmond"," 38","Richmond",35,27,6,136,2,206,487
59023,"Richmond/Richmond"," 39","Richmond",53,38,14,121,0,226,535
59023,"Richmond/Richmond"," 40","Richmond",33,10,5,25,0,73,234
59023,"Richmond/Richmond"," 41","Richmond",28,28,7,105,3,171,324
59023,"Richmond/Richmond"," 41-1","Richmond",42,16,8,50,1,117,243
59023,"Richmond/Richmond"," 42","Richmond",22,40,5,130,0,197,433
59023,"Richmond/Richmond"," 43","Richmond",30,39,10,164,0,243,493
59023,"Richmond/Richmond"," 44","Richmond",32,40,10,106,1,189,460
59023,"Richmond/Richmond"," 45","Richmond",32,29,9,89,0,159,438
59023,"Richmond/Richmond"," 46","Richmond",23,16,5,40,0,84,291
59023,"Richmond/Richmond"," 47","Richmond",23,15,4,85,4,131,522
59023,"Richmond/Richmond"," 48","Richmond",32,45,6,83,1,167,424
59023,"Richmond/Richmond"," 49","Richmond",36,24,6,82,1,149,415
59023,"Richmond/Richmond"," 50","Richmond",13,2,2,27,0,44,140
59023,"Richmond/Richmond"," 51","Richmond",58,33,12,126,1,230,480
59023,"Richmond/Richmond"," 51-1","Richmond",60,31,9,92,2,194,520
59023,"Richmond/Richmond"," 52","Richmond",21,28,4,101,0,154,419
59023,"Richmond/Richmond"," 52-1","Richmond",17,19,3,47,0,86,278
59023,"Richmond/Richmond"," 53","Richmond",37,26,6,88,2,159,336
59023,"Richmond/Richmond"," 54","Richmond",43,43,6,123,1,216,515
59023,"Richmond/Richmond"," 55","Richmond",Void/Supprimé,,,,,,
59023,"Richmond/Richmond"," 56","Richmond",33,28,9,120,2,192,440
59023,"Richmond/Richmond"," 56-1","Richmond",15,22,1,86,1,125,338
59023,"Richmond/Richmond"," 57","Richmond",31,26,10,108,2,177,493
59023,"Richmond/Richmond"," 58","Richmond",69,22,23,81,4,199,478
59023,"Richmond/Richmond"," 59","Richmond",52,45,16,79,0,192,398
59023,"Richmond/Richmond"," 60","Richmond",37,23,7,73,2,142,351
59023,"Richmond/Richmond"," 61","Richmond",45,27,6,122,1,201,383
59023,"Richmond/Richmond"," 62","Richmond",46,36,4,141,0,227,468
59023,"Richmond/Richmond"," 63","Richmond",21,24,14,102,0,161,356
59023,"Richmond/Richmond"," 64","Richmond",48,27,8,104,1,188,402
59023,"Richmond/Richmond"," 64-1","Richmond",16,18,4,55,0,93,244
59023,"Richmond/Richmond"," 65","Richmond",43,42,18,111,0,214,492
59023,"Richmond/Richmond"," 66","Richmond",27,26,7,62,0,122,248
59023,"Richmond/Richmond"," 67","Richmond",29,23,4,116,1,173,532
59023,"Richmond/Richmond"," 68","Richmond",41,14,5,60,0,120,387
59023,"Richmond/Richmond"," 69","Richmond",43,31,5,45,0,124,341
59023,"Richmond/Richmond"," 70","Richmond",24,24,3,72,0,123,623
59023,"Richmond/Richmond"," 70-1","Richmond",14,19,0,71,1,105,427
59023,"Richmond/Richmond"," 71","Richmond",46,25,8,81,1,161,578
59023,"Richmond/Richmond"," 72","Richmond",32,16,7,61,1,117,335
59023,"Richmond/Richmond"," 73","Richmond",37,39,3,84,4,167,506
59023,"Richmond/Richmond"," 74","Richmond",58,30,8,72,0,168,522
59023,"Richmond/Richmond"," 75","Richmond",51,25,16,111,0,203,483
59023,"Richmond/Richmond"," 75-1","Richmond",25,7,1,47,0,80,321
59023,"Richmond/Richmond"," 76","Richmond",49,28,10,100,0,187,441
59023,"Richmond/Richmond"," 77","Richmond",30,24,11,85,1,151,503
59023,"Richmond/Richmond"," 77-1","Richmond",34,34,3,85,0,156,557
59023,"Richmond/Richmond"," 78","Richmond",63,32,8,67,0,170,509
59023,"Richmond/Richmond"," 79","Richmond",46,31,2,111,0,190,433
59023,"Richmond/Richmond"," 79-1","Richmond",29,30,7,68,1,135,374
59023,"Richmond/Richmond"," 80","Richmond",31,26,8,86,1,152,383
59023,"Richmond/Richmond"," 81","Richmond",33,28,5,94,1,161,396
59023,"Richmond/Richmond"," 82","Richmond",27,28,7,98,4,164,452
59023,"Richmond/Richmond"," 83","Richmond",60,51,11,133,2,257,544
59023,"Richmond/Richmond"," 84","Richmond",41,21,8,97,1,168,393
59023,"Richmond/Richmond"," 85","Richmond",34,29,5,81,1,150,402
59023,"Richmond/Richmond"," 85-1","Richmond",22,18,8,75,0,123,427
59023,"Richmond/Richmond"," 86","Richmond",27,36,8,101,2,174,526
59023,"Richmond/Richmond"," 87","Richmond",35,25,3,108,1,172,510
59023,"Richmond/Richmond"," 88","Richmond",38,32,4,99,1,174,415
59023,"Richmond/Richmond"," 88-1","Richmond",14,23,3,77,2,119,280
59023,"Richmond/Richmond"," 89","Richmond",40,38,12,86,1,177,415
59023,"Richmond/Richmond"," 90","Richmond",32,38,4,119,0,193,501
59023,"Richmond/Richmond"," 91","Richmond",31,47,10,122,2,212,536
59023,"Richmond/Richmond"," 92","Richmond",17,27,8,66,0,118,494
59023,"Richmond/Richmond"," 92-1","Richmond",17,15,5,45,0,82,326
59023,"Richmond/Richmond"," 92-2","Richmond",16,12,1,33,0,62,269
59023,"Richmond/Richmond"," 92-3","Richmond",13,14,1,50,0,78,308
59023,"Richmond/Richmond"," 92-4","Richmond",49,21,5,45,1,121,324
59023,"Richmond/Richmond"," 93","Richmond",11,20,10,90,0,131,277
59023,"Richmond/Richmond"," 93-1","Richmond",39,40,15,82,1,177,338
59023,"Richmond/Richmond"," 94","Richmond",34,46,6,141,0,227,549
59023,"Richmond/Richmond"," 95","Richmond",13,31,2,111,0,157,309
59023,"Richmond/Richmond"," 95-1","Richmond",16,23,5,75,0,119,313
59023,"Richmond/Richmond"," 96","Richmond",25,34,6,95,0,160,382
59023,"Richmond/Richmond"," 97","Richmond",44,32,10,57,2,145,480
59023,"Richmond/Richmond"," 98","Richmond",Void/Supprimé,,,,,,
59023,"Richmond/Richmond"," 99","Richmond",36,33,11,116,2,198,597
59023,"Richmond/Richmond"," 100","Richmond",25,24,11,85,2,147,421
59023,"Richmond/Richmond"," 100-1","Richmond",23,11,4,54,0,92,380
59023,"Richmond/Richmond"," 100-2","Richmond",54,42,13,132,2,243,779
59023,"Richmond/Richmond"," 101","Richmond",31,35,5,66,1,138,346
59023,"Richmond/Richmond"," 102","Richmond",50,30,8,123,1,212,548
59023,"Richmond/Richmond"," 102-1","Richmond",27,21,6,72,0,126,422
59023,"Richmond/Richmond"," 103","Richmond",26,28,5,89,1,149,429
59023,"Richmond/Richmond"," 104","Richmond",18,10,3,42,2,75,270
59023,"Richmond/Richmond"," 105","Richmond",33,47,10,127,2,219,532
59023,"Richmond/Richmond"," 105-1","Richmond",28,35,3,91,0,157,410
59023,"Richmond/Richmond"," 105-2","Richmond",39,39,8,104,2,192,592
59023,"Richmond/Richmond"," 105-3","Richmond",24,20,4,79,1,128,480
59023,"Richmond/Richmond"," 105-4","Richmond",41,30,4,113,1,189,568
59023,"Richmond/Richmond"," 106","Richmond",35,29,7,160,0,231,618
59023,"Richmond/Richmond"," 106-1","Richmond",23,36,7,117,1,184,499
59023,"Richmond/Richmond"," 106-2","Richmond",16,18,4,47,0,85,210
59023,"Richmond/Richmond"," 107","Richmond",39,40,9,146,0,234,599
59023,"Richmond/Richmond"," 107-1","Richmond",22,29,9,118,0,178,465
59023,"Richmond/Richmond"," 107-2","Richmond",24,13,1,52,0,90,246
59023,"Richmond/Richmond"," 108","Richmond",24,31,3,102,0,160,435
59023,"Richmond/Richmond"," 108-1","Richmond",24,41,9,133,2,209,460
59023,"Richmond/Richmond"," 109","Richmond",30,48,8,145,4,235,470
59023,"Richmond/Richmond"," 110","Richmond",42,69,8,160,2,281,579
59023,"Richmond/Richmond"," 111","Richmond",30,53,7,161,0,251,461
59023,"Richmond/Richmond"," 112","Richmond",42,39,23,116,0,220,370
59023,"Richmond/Richmond"," 113","Richmond",47,33,13,117,1,211,337
59023,"Richmond/Richmond"," 114","Richmond",56,53,7,131,0,247,466
59023,"Richmond/Richmond"," 115","Richmond",57,35,14,100,0,206,399
59023,"Richmond/Richmond"," 116","Richmond",57,23,6,95,2,183,399
59023,"Richmond/Richmond"," 117","Richmond",64,61,30,112,0,267,384
59023,"Richmond/Richmond"," 117-1","Richmond",17,24,9,85,0,135,287
59023,"Richmond/Richmond"," 118","Richmond",53,37,13,113,2,218,447
59023,"Richmond/Richmond"," 119","Richmond",31,49,13,117,0,210,440
59023,"Richmond/Richmond"," 120","Richmond",45,36,14,102,0,197,378
59023,"Richmond/Richmond"," 121","Richmond",49,45,11,176,1,282,568
59023,"Richmond/Richmond"," 122","Richmond",27,30,7,94,0,158,448
59023,"Richmond/Richmond"," 123","Richmond",51,56,15,126,1,249,448
59023,"Richmond/Richmond"," 124","Richmond",46,54,25,125,2,252,447
59023,"Richmond/Richmond"," 125","Richmond",39,34,4,149,0,226,412
59023,"Richmond/Richmond"," 126","Richmond",38,45,7,160,0,250,490
59023,"Richmond/Richmond"," 127","Richmond",28,35,7,174,1,245,524
59023,"Richmond/Richmond"," 128","Richmond",21,55,7,141,0,224,514
59023,"Richmond/Richmond"," 129","Richmond",39,42,9,171,0,261,502
59023,"Richmond/Richmond"," 130","Richmond",30,20,5,154,0,209,497
59023,"Richmond/Richmond"," 131","Richmond",22,22,6,128,1,179,373
59023,"Richmond/Richmond"," 131-1","Richmond",19,34,5,109,0,167,328
59023,"Richmond/Richmond"," 132","Richmond",68,56,14,148,0,286,577
59023,"Richmond/Richmond"," 133","Richmond",21,23,1,75,0,120,368
59023,"Richmond/Richmond"," 133-1","Richmond",18,12,5,39,0,74,244
59023,"Richmond/Richmond"," 134","Richmond",13,23,2,73,1,112,280
59023,"Richmond/Richmond"," 134-1","Richmond",14,12,2,55,0,83,273
59023,"Richmond/Richmond"," 135","Richmond",40,29,7,131,0,207,481
59023,"Richmond/Richmond"," 136","Richmond",35,30,18,108,2,193,492
59023,"Richmond/Richmond"," 137","Richmond",24,14,7,85,0,130,292
59023,"Richmond/Richmond"," 137-1","Richmond",22,38,6,82,2,150,394
59023,"Richmond/Richmond"," 138","Richmond",43,41,10,114,1,209,505
59023,"Richmond/Richmond"," 139","Richmond",62,45,24,137,0,268,435
59023,"Richmond/Richmond"," 140","Richmond",63,53,25,105,1,247,413
59023,"Richmond/Richmond"," 141","Richmond",44,36,17,71,1,169,291
59023,"Richmond/Richmond"," 141-1","Richmond",24,12,8,100,1,145,311
59023,"Richmond/Richmond"," 142","Richmond",74,53,21,161,6,315,532
59023,"Richmond/Richmond"," 143","Richmond",44,66,14,149,0,273,504
59023,"Richmond/Richmond"," 144","Richmond",63,41,20,138,1,263,466
59023,"Richmond/Richmond"," 145","Richmond",55,65,18,96,0,234,449
59023,"Richmond/Richmond"," 146","Richmond",54,71,23,160,0,308,499
59023,"Richmond/Richmond"," 147","Richmond",48,32,9,169,4,262,504
59023,"Richmond/Richmond"," 147-1","Richmond",24,15,5,81,0,125,278
59023,"Richmond/Richmond"," 148","Richmond",46,44,12,119,1,222,425
59023,"Richmond/Richmond"," 149","Richmond",51,58,14,144,2,269,525
59023,"Richmond/Richmond"," 150","Richmond",32,36,14,143,1,226,526
59023,"Richmond/Richmond"," 151","Richmond",39,26,7,160,0,232,460
59023,"Richmond/Richmond"," 152","Richmond",54,59,15,140,0,268,542
59023,"Richmond/Richmond"," 153","Richmond",32,25,7,149,1,214,464
59023,"Richmond/Richmond"," 154","Richmond",32,39,11,123,2,207,460
59023,"Richmond/Richmond"," 155","Richmond",44,37,8,124,1,214,404
59023,"Richmond/Richmond"," 156","Richmond",44,47,18,135,4,248,511
59023,"Richmond/Richmond"," 157","Richmond",26,31,12,132,0,201,389
59023,"Richmond/Richmond"," 158","Richmond",40,17,14,103,0,174,389
59023,"Richmond/Richmond"," 159","Richmond",18,54,11,144,1,228,448
59023,"Richmond/Richmond"," 160","Richmond",41,27,10,105,0,183,329
59023,"Richmond/Richmond"," 500","Mobile poll/Bureau itinérant",22,25,5,75,1,128,266
59023,"Richmond/Richmond"," 501","Mobile poll/Bureau itinérant",24,14,2,86,4,130,320
59023,"Richmond/Richmond"," 502","Mobile poll/Bureau itinérant",17,14,4,72,0,107,156
59023,"Richmond/Richmond"," 600","Richmond",34,81,9,242,0,366,
59023,"Richmond/Richmond"," 601","Richmond",57,96,12,303,0,468,
59023,"Richmond/Richmond"," 602","Richmond",48,85,11,202,1,347,
59023,"Richmond/Richmond"," 603","Richmond",36,88,20,248,1,393,
59023,"Richmond/Richmond"," 604","Richmond",34,81,18,206,1,340,
59023,"Richmond/Richmond"," 605","Richmond",71,80,22,337,3,513,
59023,"Richmond/Richmond"," 606","Richmond",50,74,14,270,0,408,
59023,"Richmond/Richmond"," 607","Richmond",32,92,6,234,1,365,
59023,"Richmond/Richmond"," 608","Richmond",75,83,19,309,3,489,
59023,"Richmond/Richmond"," 609","Richmond",73,91,8,343,6,521,
59023,"Richmond/Richmond"," 610","Richmond",55,122,15,295,2,489,
59023,"Richmond/Richmond"," 611","Richmond",77,109,16,365,0,567,
59023,"Richmond/Richmond"," 612","Richmond",37,50,17,292,3,399,
59023,"Richmond/Richmond",,Group 1/Groupe 1,5,12,4,36,4,61,101
59023,"Richmond/Richmond",,Group 2/Groupe 2,67,141,28,310,12,558,
