Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,David Bertschi,Martine Cénatus,Royal Galipeau,Paul Maillet,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35063,"Ottawa--Orléans/Ottawa--Orléans"," 42","Gloucester",71,49,85,15,0,220,462
35063,"Ottawa--Orléans/Ottawa--Orléans"," 43","Gloucester",85,45,115,4,0,249,460
35063,"Ottawa--Orléans/Ottawa--Orléans"," 44","Gloucester",100,44,91,6,1,242,390
35063,"Ottawa--Orléans/Ottawa--Orléans"," 45","Gloucester",97,35,98,6,0,236,415
35063,"Ottawa--Orléans/Ottawa--Orléans"," 46","Gloucester",101,39,107,8,1,256,441
35063,"Ottawa--Orléans/Ottawa--Orléans"," 47","Gloucester",64,9,63,7,0,143,279
35063,"Ottawa--Orléans/Ottawa--Orléans"," 48","Gloucester",54,15,62,5,0,136,233
35063,"Ottawa--Orléans/Ottawa--Orléans"," 49","Gloucester",112,39,108,8,1,268,446
35063,"Ottawa--Orléans/Ottawa--Orléans"," 50","Gloucester",80,32,91,6,2,211,402
35063,"Ottawa--Orléans/Ottawa--Orléans"," 51","Gloucester",106,22,77,6,0,211,320
35063,"Ottawa--Orléans/Ottawa--Orléans"," 52","Gloucester",90,16,98,7,0,211,337
35063,"Ottawa--Orléans/Ottawa--Orléans"," 53","Gloucester",95,24,128,9,1,257,383
35063,"Ottawa--Orléans/Ottawa--Orléans"," 54","Gloucester",93,25,99,3,1,221,342
35063,"Ottawa--Orléans/Ottawa--Orléans"," 55","Gloucester",74,33,81,9,0,197,327
35063,"Ottawa--Orléans/Ottawa--Orléans"," 56","Gloucester",97,27,94,10,0,228,411
35063,"Ottawa--Orléans/Ottawa--Orléans"," 57","Cumberland",142,69,164,12,1,388,721
35063,"Ottawa--Orléans/Ottawa--Orléans"," 58","Cumberland",Void/Supprimé,,,,,,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 59","Cumberland",76,33,102,13,0,224,408
35063,"Ottawa--Orléans/Ottawa--Orléans"," 60","Cumberland",75,37,96,7,1,216,333
35063,"Ottawa--Orléans/Ottawa--Orléans"," 61","Cumberland",47,36,105,6,1,195,342
35063,"Ottawa--Orléans/Ottawa--Orléans"," 62","Cumberland",40,30,109,8,0,187,363
35063,"Ottawa--Orléans/Ottawa--Orléans"," 63","Cumberland",56,49,119,10,3,237,388
35063,"Ottawa--Orléans/Ottawa--Orléans"," 64","Cumberland",79,45,117,9,0,250,421
35063,"Ottawa--Orléans/Ottawa--Orléans"," 65","Cumberland",65,24,72,5,0,166,431
35063,"Ottawa--Orléans/Ottawa--Orléans"," 66A","Cumberland",45,15,75,1,0,136,318
35063,"Ottawa--Orléans/Ottawa--Orléans"," 66B","Mobile poll/Bureau itinérant",Merged with No. 71/Fusionné avec le nº 71,,,,,,31
35063,"Ottawa--Orléans/Ottawa--Orléans"," 67","Cumberland",95,17,92,5,0,209,373
35063,"Ottawa--Orléans/Ottawa--Orléans"," 68","Cumberland",51,15,82,6,0,154,296
35063,"Ottawa--Orléans/Ottawa--Orléans"," 69","Cumberland",87,15,64,7,0,173,292
35063,"Ottawa--Orléans/Ottawa--Orléans"," 70","Cumberland",123,48,104,7,2,284,495
35063,"Ottawa--Orléans/Ottawa--Orléans"," 71","Cumberland",129,26,109,6,0,270,449
35063,"Ottawa--Orléans/Ottawa--Orléans"," 72","Cumberland",59,24,65,3,0,151,295
35063,"Ottawa--Orléans/Ottawa--Orléans"," 73","Cumberland",77,18,85,0,5,185,366
35063,"Ottawa--Orléans/Ottawa--Orléans"," 74","Cumberland",58,43,86,13,0,200,399
35063,"Ottawa--Orléans/Ottawa--Orléans"," 75","Cumberland",71,36,84,8,0,199,362
35063,"Ottawa--Orléans/Ottawa--Orléans"," 76","Cumberland",96,51,108,6,0,261,458
35063,"Ottawa--Orléans/Ottawa--Orléans"," 77","Cumberland",110,33,97,5,1,246,455
35063,"Ottawa--Orléans/Ottawa--Orléans"," 78","Cumberland",85,33,101,9,2,230,424
35063,"Ottawa--Orléans/Ottawa--Orléans"," 79","Cumberland",51,28,117,12,0,208,386
35063,"Ottawa--Orléans/Ottawa--Orléans"," 80","Cumberland",69,20,90,3,0,182,290
35063,"Ottawa--Orléans/Ottawa--Orléans"," 81","Cumberland",76,25,98,3,0,202,360
35063,"Ottawa--Orléans/Ottawa--Orléans"," 82","Cumberland",28,15,41,4,0,88,189
35063,"Ottawa--Orléans/Ottawa--Orléans"," 83","Cumberland",115,40,105,9,3,272,518
35063,"Ottawa--Orléans/Ottawa--Orléans"," 84","Gloucester",74,59,63,12,1,209,427
35063,"Ottawa--Orléans/Ottawa--Orléans"," 85","Gloucester",71,19,99,2,3,194,348
35063,"Ottawa--Orléans/Ottawa--Orléans"," 86","Gloucester",83,33,107,13,1,237,405
35063,"Ottawa--Orléans/Ottawa--Orléans"," 87","Gloucester",69,27,119,6,0,221,353
35063,"Ottawa--Orléans/Ottawa--Orléans"," 88A","Gloucester",37,22,68,3,0,130,285
35063,"Ottawa--Orléans/Ottawa--Orléans"," 88B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,91
35063,"Ottawa--Orléans/Ottawa--Orléans"," 89","Gloucester",40,31,75,4,0,150,318
35063,"Ottawa--Orléans/Ottawa--Orléans"," 90","Gloucester",59,45,80,5,2,191,366
35063,"Ottawa--Orléans/Ottawa--Orléans"," 91","Gloucester",107,34,80,2,1,224,397
35063,"Ottawa--Orléans/Ottawa--Orléans"," 92","Gloucester",109,30,107,9,1,256,437
35063,"Ottawa--Orléans/Ottawa--Orléans"," 93","Gloucester",93,34,97,6,1,231,358
35063,"Ottawa--Orléans/Ottawa--Orléans"," 94","Gloucester",55,21,68,6,2,152,310
35063,"Ottawa--Orléans/Ottawa--Orléans"," 95","Gloucester",92,32,91,3,0,218,428
35063,"Ottawa--Orléans/Ottawa--Orléans"," 96","Gloucester",80,33,79,9,0,201,412
35063,"Ottawa--Orléans/Ottawa--Orléans"," 97","Gloucester",65,41,73,8,0,187,315
35063,"Ottawa--Orléans/Ottawa--Orléans"," 98","Gloucester",78,29,80,4,1,192,363
35063,"Ottawa--Orléans/Ottawa--Orléans"," 99","Gloucester",72,35,66,8,0,181,311
35063,"Ottawa--Orléans/Ottawa--Orléans"," 100","Gloucester",75,35,93,1,1,205,343
35063,"Ottawa--Orléans/Ottawa--Orléans"," 101","Gloucester",95,63,149,9,6,322,519
35063,"Ottawa--Orléans/Ottawa--Orléans"," 102","Gloucester",96,33,115,6,0,250,394
35063,"Ottawa--Orléans/Ottawa--Orléans"," 103","Gloucester",79,49,105,7,0,240,402
35063,"Ottawa--Orléans/Ottawa--Orléans"," 104","Gloucester",97,24,84,5,0,210,340
35063,"Ottawa--Orléans/Ottawa--Orléans"," 105","Gloucester",54,19,54,10,0,137,274
35063,"Ottawa--Orléans/Ottawa--Orléans"," 106","Gloucester",87,36,131,4,0,258,444
35063,"Ottawa--Orléans/Ottawa--Orléans"," 107","Gloucester",Merged with No. 120/Fusionné avec le nº 120,,,,,,102
35063,"Ottawa--Orléans/Ottawa--Orléans"," 107-1","Gloucester",Merged with No. 120/Fusionné avec le nº 120,,,,,,300
35063,"Ottawa--Orléans/Ottawa--Orléans"," 107-2","Gloucester",93,35,72,3,1,204,343
35063,"Ottawa--Orléans/Ottawa--Orléans"," 107-3","Gloucester",65,57,77,5,1,205,455
35063,"Ottawa--Orléans/Ottawa--Orléans"," 108","Gloucester",100,27,71,3,0,201,329
35063,"Ottawa--Orléans/Ottawa--Orléans"," 109","Gloucester",92,14,88,5,0,199,352
35063,"Ottawa--Orléans/Ottawa--Orléans"," 110","Gloucester",91,21,100,5,1,218,382
35063,"Ottawa--Orléans/Ottawa--Orléans"," 111","Gloucester",142,45,149,12,3,351,521
35063,"Ottawa--Orléans/Ottawa--Orléans"," 112","Gloucester",144,34,97,11,1,287,422
35063,"Ottawa--Orléans/Ottawa--Orléans"," 113","Gloucester",38,17,53,6,0,114,444
35063,"Ottawa--Orléans/Ottawa--Orléans"," 114","Gloucester",133,27,125,11,0,296,455
35063,"Ottawa--Orléans/Ottawa--Orléans"," 115","Gloucester",59,39,80,6,0,184,340
35063,"Ottawa--Orléans/Ottawa--Orléans"," 116","Gloucester",38,17,53,6,0,114,237
35063,"Ottawa--Orléans/Ottawa--Orléans"," 117","Gloucester",72,37,65,6,0,180,378
35063,"Ottawa--Orléans/Ottawa--Orléans"," 118","Gloucester",40,30,44,7,0,121,292
35063,"Ottawa--Orléans/Ottawa--Orléans"," 119","Gloucester",69,20,92,16,0,197,352
35063,"Ottawa--Orléans/Ottawa--Orléans"," 120","Gloucester",165,58,157,12,3,395,350
35063,"Ottawa--Orléans/Ottawa--Orléans"," 121","Gloucester",64,33,68,3,2,170,361
35063,"Ottawa--Orléans/Ottawa--Orléans"," 122","Gloucester",92,37,86,9,1,225,407
35063,"Ottawa--Orléans/Ottawa--Orléans"," 123","Gloucester",103,51,108,5,0,267,493
35063,"Ottawa--Orléans/Ottawa--Orléans"," 124","Gloucester",41,24,55,2,0,122,267
35063,"Ottawa--Orléans/Ottawa--Orléans"," 125","Gloucester",83,46,103,4,0,236,436
35063,"Ottawa--Orléans/Ottawa--Orléans"," 126","Gloucester",72,33,68,3,5,181,324
35063,"Ottawa--Orléans/Ottawa--Orléans"," 127","Gloucester",42,36,93,5,1,177,353
35063,"Ottawa--Orléans/Ottawa--Orléans"," 128","Gloucester",86,45,89,12,0,232,467
35063,"Ottawa--Orléans/Ottawa--Orléans"," 129","Gloucester",91,42,98,7,1,239,393
35063,"Ottawa--Orléans/Ottawa--Orléans"," 130","Gloucester",63,25,80,8,0,176,345
35063,"Ottawa--Orléans/Ottawa--Orléans"," 131","Gloucester",78,30,109,2,2,221,369
35063,"Ottawa--Orléans/Ottawa--Orléans"," 132","Gloucester",96,40,109,4,0,249,367
35063,"Ottawa--Orléans/Ottawa--Orléans"," 133","Gloucester",153,35,118,8,0,314,481
35063,"Ottawa--Orléans/Ottawa--Orléans"," 134","Cumberland",57,29,89,11,1,187,326
35063,"Ottawa--Orléans/Ottawa--Orléans"," 135","Cumberland",36,30,88,2,0,156,289
35063,"Ottawa--Orléans/Ottawa--Orléans"," 136","Cumberland",60,23,95,8,1,187,321
35063,"Ottawa--Orléans/Ottawa--Orléans"," 137","Cumberland",74,24,79,4,1,182,299
35063,"Ottawa--Orléans/Ottawa--Orléans"," 138","Cumberland",62,35,88,2,0,187,343
35063,"Ottawa--Orléans/Ottawa--Orléans"," 139","Cumberland",73,22,114,6,1,216,355
35063,"Ottawa--Orléans/Ottawa--Orléans"," 140","Cumberland",83,30,84,3,6,206,355
35063,"Ottawa--Orléans/Ottawa--Orléans"," 141","Cumberland",73,15,123,6,4,221,385
35063,"Ottawa--Orléans/Ottawa--Orléans"," 142","Cumberland",69,43,161,10,1,284,482
35063,"Ottawa--Orléans/Ottawa--Orléans"," 143","Cumberland",26,26,96,5,0,153,296
35063,"Ottawa--Orléans/Ottawa--Orléans"," 144","Cumberland",50,21,98,9,0,178,367
35063,"Ottawa--Orléans/Ottawa--Orléans"," 145","Cumberland",72,34,96,4,1,207,378
35063,"Ottawa--Orléans/Ottawa--Orléans"," 146","Cumberland",71,36,89,10,0,206,361
35063,"Ottawa--Orléans/Ottawa--Orléans"," 147","Cumberland",120,43,155,10,0,328,371
35063,"Ottawa--Orléans/Ottawa--Orléans"," 147-1","Cumberland",Merged with No. 147/Fusionné avec le nº 147,,,,,,197
35063,"Ottawa--Orléans/Ottawa--Orléans"," 148","Cumberland",72,37,106,3,2,220,347
35063,"Ottawa--Orléans/Ottawa--Orléans"," 149","Cumberland",124,58,101,5,2,290,502
35063,"Ottawa--Orléans/Ottawa--Orléans"," 150","Cumberland",56,24,85,3,0,168,274
35063,"Ottawa--Orléans/Ottawa--Orléans"," 151","Cumberland",64,18,102,2,0,186,283
35063,"Ottawa--Orléans/Ottawa--Orléans"," 152","Cumberland",83,48,95,7,0,233,390
35063,"Ottawa--Orléans/Ottawa--Orléans"," 153","Cumberland",71,51,112,12,0,246,435
35063,"Ottawa--Orléans/Ottawa--Orléans"," 154","Cumberland",80,56,153,6,0,295,501
35063,"Ottawa--Orléans/Ottawa--Orléans"," 155","Cumberland",Void/Supprimé,,,,,,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 156","Cumberland",43,24,75,9,0,151,333
35063,"Ottawa--Orléans/Ottawa--Orléans"," 157","Cumberland",57,40,77,10,1,185,357
35063,"Ottawa--Orléans/Ottawa--Orléans"," 158","Cumberland",75,37,83,7,4,206,395
35063,"Ottawa--Orléans/Ottawa--Orléans"," 159","Cumberland",87,36,98,6,0,227,407
35063,"Ottawa--Orléans/Ottawa--Orléans"," 160","Cumberland",71,26,105,4,0,206,375
35063,"Ottawa--Orléans/Ottawa--Orléans"," 161","Cumberland",78,36,107,3,1,225,437
35063,"Ottawa--Orléans/Ottawa--Orléans"," 162","Cumberland",86,40,116,3,1,246,406
35063,"Ottawa--Orléans/Ottawa--Orléans"," 163","Cumberland",73,37,111,5,0,226,396
35063,"Ottawa--Orléans/Ottawa--Orléans"," 163-1","Cumberland",54,27,35,2,0,118,198
35063,"Ottawa--Orléans/Ottawa--Orléans"," 164","Cumberland",50,17,103,6,0,176,299
35063,"Ottawa--Orléans/Ottawa--Orléans"," 165","Cumberland",44,48,82,5,0,179,341
35063,"Ottawa--Orléans/Ottawa--Orléans"," 166","Cumberland",40,32,76,9,0,157,313
35063,"Ottawa--Orléans/Ottawa--Orléans"," 167","Cumberland",100,44,113,6,1,264,443
35063,"Ottawa--Orléans/Ottawa--Orléans"," 168","Cumberland",112,49,144,7,1,313,585
35063,"Ottawa--Orléans/Ottawa--Orléans"," 169","Cumberland",83,53,101,3,1,241,414
35063,"Ottawa--Orléans/Ottawa--Orléans"," 170","Cumberland",67,25,47,4,1,144,283
35063,"Ottawa--Orléans/Ottawa--Orléans"," 171","Cumberland",78,18,106,7,1,210,388
35063,"Ottawa--Orléans/Ottawa--Orléans"," 172","Cumberland",92,30,117,5,3,247,412
35063,"Ottawa--Orléans/Ottawa--Orléans"," 173","Cumberland",53,44,95,3,0,195,378
35063,"Ottawa--Orléans/Ottawa--Orléans"," 174","Cumberland",98,30,87,2,0,217,398
35063,"Ottawa--Orléans/Ottawa--Orléans"," 175","Cumberland",102,50,117,10,0,279,460
35063,"Ottawa--Orléans/Ottawa--Orléans"," 176","Cumberland",100,32,79,5,2,218,378
35063,"Ottawa--Orléans/Ottawa--Orléans"," 177","Cumberland",91,30,96,11,0,228,355
35063,"Ottawa--Orléans/Ottawa--Orléans"," 178","Cumberland",93,24,94,2,0,213,385
35063,"Ottawa--Orléans/Ottawa--Orléans"," 179","Cumberland",96,32,88,3,0,219,362
35063,"Ottawa--Orléans/Ottawa--Orléans"," 180","Cumberland",93,30,83,4,0,210,320
35063,"Ottawa--Orléans/Ottawa--Orléans"," 181","Cumberland",76,21,68,5,1,171,311
35063,"Ottawa--Orléans/Ottawa--Orléans"," 182","Cumberland",83,24,72,7,0,186,340
35063,"Ottawa--Orléans/Ottawa--Orléans"," 183","Cumberland",93,35,149,14,1,292,492
35063,"Ottawa--Orléans/Ottawa--Orléans"," 184","Cumberland",88,44,114,5,1,252,335
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185","Cumberland",79,36,73,2,0,190,284
35063,"Ottawa--Orléans/Ottawa--Orléans"," 186","Cumberland",88,39,106,2,0,235,328
35063,"Ottawa--Orléans/Ottawa--Orléans"," 187","Cumberland",70,37,106,12,1,226,326
35063,"Ottawa--Orléans/Ottawa--Orléans"," 188","Cumberland",91,63,124,15,2,295,510
35063,"Ottawa--Orléans/Ottawa--Orléans"," 189","Cumberland",121,37,125,7,0,290,522
35063,"Ottawa--Orléans/Ottawa--Orléans"," 190A","Cumberland",95,37,108,7,0,247,410
35063,"Ottawa--Orléans/Ottawa--Orléans"," 190B","Cumberland",88,34,80,5,0,207,367
35063,"Ottawa--Orléans/Ottawa--Orléans"," 190C","Cumberland",140,50,150,5,0,345,536
35063,"Ottawa--Orléans/Ottawa--Orléans"," 191","Cumberland",Merged with No. 192/Fusionné avec le nº 192,,,,,,110
35063,"Ottawa--Orléans/Ottawa--Orléans"," 192","Cumberland",123,38,107,3,1,272,388
35063,"Ottawa--Orléans/Ottawa--Orléans"," 193","Cumberland",92,33,86,3,0,214,437
35063,"Ottawa--Orléans/Ottawa--Orléans"," 194","Cumberland",126,57,105,7,2,297,586
35063,"Ottawa--Orléans/Ottawa--Orléans"," 195","Cumberland",104,39,110,7,2,262,577
35063,"Ottawa--Orléans/Ottawa--Orléans"," 196A","Cumberland",95,34,86,9,3,227,499
35063,"Ottawa--Orléans/Ottawa--Orléans"," 196B","Cumberland",91,44,81,0,1,217,490
35063,"Ottawa--Orléans/Ottawa--Orléans"," 197","Cumberland",74,31,55,3,0,163,353
35063,"Ottawa--Orléans/Ottawa--Orléans"," 198A","Cumberland",109,30,83,2,0,224,475
35063,"Ottawa--Orléans/Ottawa--Orléans"," 198B","Cumberland",72,25,84,6,1,188,430
35063,"Ottawa--Orléans/Ottawa--Orléans"," 198C","Cumberland",68,32,69,3,0,172,389
35063,"Ottawa--Orléans/Ottawa--Orléans"," 199","Cumberland",103,19,106,5,0,233,479
35063,"Ottawa--Orléans/Ottawa--Orléans"," 200","Cumberland",77,37,67,1,0,182,407
35063,"Ottawa--Orléans/Ottawa--Orléans"," 201","Cumberland",115,38,137,6,1,297,547
35063,"Ottawa--Orléans/Ottawa--Orléans"," 202","Cumberland",111,33,150,5,0,299,532
35063,"Ottawa--Orléans/Ottawa--Orléans"," 203","Cumberland",60,29,61,3,2,155,292
35063,"Ottawa--Orléans/Ottawa--Orléans"," 204","Cumberland",84,34,103,8,1,230,426
35063,"Ottawa--Orléans/Ottawa--Orléans"," 205","Cumberland",109,45,123,8,0,285,532
35063,"Ottawa--Orléans/Ottawa--Orléans"," 206A","Cumberland",71,21,99,8,1,200,388
35063,"Ottawa--Orléans/Ottawa--Orléans"," 206B","Cumberland",93,42,74,6,3,218,395
35063,"Ottawa--Orléans/Ottawa--Orléans"," 207","Gloucester",49,31,72,7,1,160,319
35063,"Ottawa--Orléans/Ottawa--Orléans"," 208","Gloucester",62,42,124,7,2,237,438
35063,"Ottawa--Orléans/Ottawa--Orléans"," 209","Gloucester",124,23,110,8,1,266,474
35063,"Ottawa--Orléans/Ottawa--Orléans"," 210","Gloucester",90,33,89,9,0,221,334
35063,"Ottawa--Orléans/Ottawa--Orléans"," 211","Gloucester",81,33,96,3,1,214,396
35063,"Ottawa--Orléans/Ottawa--Orléans"," 212","Gloucester",82,32,44,4,0,162,312
35063,"Ottawa--Orléans/Ottawa--Orléans"," 213","Gloucester",91,22,78,5,0,196,325
35063,"Ottawa--Orléans/Ottawa--Orléans"," 214","Gloucester",157,39,157,8,0,361,595
35063,"Ottawa--Orléans/Ottawa--Orléans"," 215","Gloucester",83,24,69,8,0,184,291
35063,"Ottawa--Orléans/Ottawa--Orléans"," 216","Gloucester",90,19,79,0,2,190,313
35063,"Ottawa--Orléans/Ottawa--Orléans"," 217","Gloucester",51,47,158,6,1,263,469
35063,"Ottawa--Orléans/Ottawa--Orléans"," 218A","Gloucester",120,70,145,4,1,340,599
35063,"Ottawa--Orléans/Ottawa--Orléans"," 218B","Gloucester",115,44,109,3,1,272,541
35063,"Ottawa--Orléans/Ottawa--Orléans"," 400","Gloucester",92,61,76,7,2,238,383
35063,"Ottawa--Orléans/Ottawa--Orléans"," 401","Gloucester",71,57,75,2,2,207,382
35063,"Ottawa--Orléans/Ottawa--Orléans"," 500","Mobile poll/Bureau itinérant",24,10,54,0,2,90,124
35063,"Ottawa--Orléans/Ottawa--Orléans"," 501A","Mobile poll/Bureau itinérant",53,10,46,1,1,111,141
35063,"Ottawa--Orléans/Ottawa--Orléans"," 501B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,48
35063,"Ottawa--Orléans/Ottawa--Orléans"," 502","Mobile poll/Bureau itinérant",60,7,35,2,0,104,90
35063,"Ottawa--Orléans/Ottawa--Orléans"," 503","Mobile poll/Bureau itinérant",103,13,109,6,6,237,110
35063,"Ottawa--Orléans/Ottawa--Orléans"," 600","Gloucester",199,56,281,13,1,550,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 601","Gloucester",337,43,331,15,0,726,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 602","Gloucester",214,53,362,14,3,646,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 603","Gloucester",389,65,508,18,1,981,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 604","Cumberland",199,53,286,16,1,555,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 605","Cumberland",235,27,305,21,2,590,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 606","Gloucester",219,51,279,14,0,563,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 607","Gloucester",331,73,344,15,2,765,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 608","Gloucester",389,48,315,19,0,771,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 609","Gloucester",329,64,320,21,3,737,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 610","Cumberland",247,66,367,17,0,697,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 611","Cumberland",243,63,319,18,3,646,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 612","Cumberland",214,57,308,10,4,593,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 613","Cumberland",191,44,262,14,1,512,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 614","Cumberland",450,95,389,17,1,952,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 615","Gloucester",294,72,301,8,1,676,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 616","Gloucester",91,37,85,2,1,216,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 618","Gloucester",136,28,163,13,0,340,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 619","Cumberland",228,54,210,17,0,509,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 620","Gloucester",99,34,111,5,0,249,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 621","Cumberland",204,51,241,13,3,512,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 622","Cumberland",126,43,145,9,1,324,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 623","Cumberland",175,39,213,5,0,432,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 624","Gloucester",11,7,34,1,0,53,
35063,"Ottawa--Orléans/Ottawa--Orléans",,Group 1/Groupe 1,137,25,431,25,8,626,1187
35063,"Ottawa--Orléans/Ottawa--Orléans",,Group 2/Groupe 2,451,75,444,23,15,1008,
