Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Omar Alghabra,Michelle Bilek,Robert Dechert,John Fraser,Dagmar Sullivan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35049,"Mississauga--Erindale/Mississauga--Erindale"," 78","Mississauga",64,52,105,10,1,1,233,557
35049,"Mississauga--Erindale/Mississauga--Erindale"," 79","Mississauga",15,37,36,2,0,0,90,242
35049,"Mississauga--Erindale/Mississauga--Erindale"," 80","Mississauga",68,44,160,6,1,0,279,524
35049,"Mississauga--Erindale/Mississauga--Erindale"," 81","Mississauga",54,26,93,3,1,0,177,357
35049,"Mississauga--Erindale/Mississauga--Erindale"," 82","Mississauga",72,29,180,6,0,0,287,503
35049,"Mississauga--Erindale/Mississauga--Erindale"," 83","Mississauga",65,26,137,2,0,0,230,419
35049,"Mississauga--Erindale/Mississauga--Erindale"," 84","Mississauga",56,39,123,10,0,1,229,400
35049,"Mississauga--Erindale/Mississauga--Erindale"," 85","Mississauga",126,49,152,12,1,0,340,558
35049,"Mississauga--Erindale/Mississauga--Erindale"," 86","Mississauga",64,8,21,0,0,0,93,182
35049,"Mississauga--Erindale/Mississauga--Erindale"," 87","Mississauga",67,17,113,5,0,0,202,324
35049,"Mississauga--Erindale/Mississauga--Erindale"," 88","Mississauga",60,34,115,9,0,1,219,362
35049,"Mississauga--Erindale/Mississauga--Erindale"," 89","Mississauga",85,29,149,10,0,1,274,418
35049,"Mississauga--Erindale/Mississauga--Erindale"," 90","Mississauga",100,46,122,16,0,1,285,488
35049,"Mississauga--Erindale/Mississauga--Erindale"," 91","Mississauga",72,31,146,9,0,2,260,488
35049,"Mississauga--Erindale/Mississauga--Erindale"," 92","Mississauga",91,49,172,15,0,0,327,517
35049,"Mississauga--Erindale/Mississauga--Erindale"," 93","Mississauga",63,32,149,11,1,1,257,414
35049,"Mississauga--Erindale/Mississauga--Erindale"," 94","Mississauga",105,53,151,10,0,0,319,492
35049,"Mississauga--Erindale/Mississauga--Erindale"," 95","Mississauga",76,49,144,7,1,1,278,542
35049,"Mississauga--Erindale/Mississauga--Erindale"," 96","Mississauga",45,58,43,2,1,0,149,425
35049,"Mississauga--Erindale/Mississauga--Erindale"," 97","Mississauga",85,50,108,6,0,0,249,482
35049,"Mississauga--Erindale/Mississauga--Erindale"," 98","Mississauga",54,35,90,6,1,0,186,424
35049,"Mississauga--Erindale/Mississauga--Erindale"," 99","Mississauga",63,38,110,4,1,0,216,401
35049,"Mississauga--Erindale/Mississauga--Erindale"," 100","Mississauga",35,23,73,2,0,0,133,278
35049,"Mississauga--Erindale/Mississauga--Erindale"," 101","Mississauga",73,45,107,5,0,1,231,538
35049,"Mississauga--Erindale/Mississauga--Erindale"," 102","Mississauga",60,52,76,7,1,0,196,422
35049,"Mississauga--Erindale/Mississauga--Erindale"," 103","Mississauga",52,37,65,7,0,0,161,356
35049,"Mississauga--Erindale/Mississauga--Erindale"," 104","Mississauga",77,63,148,6,1,0,295,605
35049,"Mississauga--Erindale/Mississauga--Erindale"," 105","Mississauga",73,53,94,3,0,2,225,414
35049,"Mississauga--Erindale/Mississauga--Erindale"," 106","Mississauga",46,42,81,3,0,2,174,517
35049,"Mississauga--Erindale/Mississauga--Erindale"," 107","Mississauga",65,44,92,5,0,0,206,426
35049,"Mississauga--Erindale/Mississauga--Erindale"," 108","Mississauga",77,35,128,8,2,0,250,500
35049,"Mississauga--Erindale/Mississauga--Erindale"," 109","Mississauga",70,30,78,9,0,2,189,352
35049,"Mississauga--Erindale/Mississauga--Erindale"," 110","Mississauga",83,41,108,8,0,2,242,461
35049,"Mississauga--Erindale/Mississauga--Erindale"," 111","Mississauga",46,28,95,4,0,2,175,339
35049,"Mississauga--Erindale/Mississauga--Erindale"," 112","Mississauga",54,31,95,8,0,0,188,383
35049,"Mississauga--Erindale/Mississauga--Erindale"," 113","Mississauga",54,30,96,13,0,0,193,344
35049,"Mississauga--Erindale/Mississauga--Erindale"," 114","Mississauga",105,29,141,12,0,1,288,479
35049,"Mississauga--Erindale/Mississauga--Erindale"," 115","Mississauga",13,33,40,4,0,0,90,255
35049,"Mississauga--Erindale/Mississauga--Erindale"," 116","Mississauga",54,31,91,8,1,0,185,428
35049,"Mississauga--Erindale/Mississauga--Erindale"," 117","Mississauga",24,8,23,0,1,0,56,167
35049,"Mississauga--Erindale/Mississauga--Erindale"," 118","Mississauga",52,57,65,3,0,2,179,548
35049,"Mississauga--Erindale/Mississauga--Erindale"," 119","Mississauga",31,20,19,5,0,0,75,219
35049,"Mississauga--Erindale/Mississauga--Erindale"," 120","Mississauga",33,33,37,9,0,3,115,295
35049,"Mississauga--Erindale/Mississauga--Erindale"," 121","Mississauga",29,28,35,5,0,0,97,314
35049,"Mississauga--Erindale/Mississauga--Erindale"," 122","Mississauga",67,64,102,16,0,0,249,517
35049,"Mississauga--Erindale/Mississauga--Erindale"," 123","Mississauga",26,39,85,4,0,1,155,340
35049,"Mississauga--Erindale/Mississauga--Erindale"," 124","Mississauga",87,56,114,13,1,3,274,471
35049,"Mississauga--Erindale/Mississauga--Erindale"," 125","Mississauga",30,25,52,3,0,0,110,261
35049,"Mississauga--Erindale/Mississauga--Erindale"," 126","Mississauga",78,64,133,7,0,0,282,617
35049,"Mississauga--Erindale/Mississauga--Erindale"," 127","Mississauga",68,50,141,11,0,1,271,417
35049,"Mississauga--Erindale/Mississauga--Erindale"," 128","Mississauga",37,29,54,2,0,0,122,265
35049,"Mississauga--Erindale/Mississauga--Erindale"," 129","Mississauga",54,51,129,7,0,1,242,465
35049,"Mississauga--Erindale/Mississauga--Erindale"," 130","Mississauga",63,27,81,2,0,0,173,386
35049,"Mississauga--Erindale/Mississauga--Erindale"," 131","Mississauga",85,35,139,6,0,0,265,523
35049,"Mississauga--Erindale/Mississauga--Erindale"," 132","Mississauga",58,43,134,7,0,0,242,487
35049,"Mississauga--Erindale/Mississauga--Erindale"," 133","Mississauga",Void/Supprimé,,,,,,,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 134","Mississauga",31,27,65,3,0,1,127,256
35049,"Mississauga--Erindale/Mississauga--Erindale"," 135","Mississauga",50,25,59,4,0,0,138,226
35049,"Mississauga--Erindale/Mississauga--Erindale"," 136","Mississauga",67,51,151,10,0,2,281,575
35049,"Mississauga--Erindale/Mississauga--Erindale"," 137","Mississauga",80,42,113,7,0,0,242,562
35049,"Mississauga--Erindale/Mississauga--Erindale"," 138","Mississauga",25,24,77,7,0,1,134,307
35049,"Mississauga--Erindale/Mississauga--Erindale"," 139","Mississauga",77,28,138,5,1,1,250,530
35049,"Mississauga--Erindale/Mississauga--Erindale"," 140","Mississauga",45,25,103,7,0,0,180,402
35049,"Mississauga--Erindale/Mississauga--Erindale"," 141","Mississauga",52,42,101,6,0,0,201,442
35049,"Mississauga--Erindale/Mississauga--Erindale"," 142","Mississauga",26,20,38,4,0,0,88,217
35049,"Mississauga--Erindale/Mississauga--Erindale"," 143","Mississauga",65,24,63,4,0,0,156,351
35049,"Mississauga--Erindale/Mississauga--Erindale"," 144","Mississauga",23,34,26,1,0,0,84,255
35049,"Mississauga--Erindale/Mississauga--Erindale"," 145A","Mississauga",41,27,72,3,0,0,143,394
35049,"Mississauga--Erindale/Mississauga--Erindale"," 145B","Mississauga",29,25,58,2,0,0,114,344
35049,"Mississauga--Erindale/Mississauga--Erindale"," 146","Mississauga",35,21,38,4,0,1,99,213
35049,"Mississauga--Erindale/Mississauga--Erindale"," 147","Mississauga",42,42,101,5,0,1,191,439
35049,"Mississauga--Erindale/Mississauga--Erindale"," 148","Mississauga",51,28,116,5,0,0,200,407
35049,"Mississauga--Erindale/Mississauga--Erindale"," 149","Mississauga",56,31,72,7,0,0,166,339
35049,"Mississauga--Erindale/Mississauga--Erindale"," 150","Mississauga",40,36,67,2,0,0,145,302
35049,"Mississauga--Erindale/Mississauga--Erindale"," 151","Mississauga",72,58,149,18,0,3,300,516
35049,"Mississauga--Erindale/Mississauga--Erindale"," 152","Mississauga",32,33,92,14,0,0,171,347
35049,"Mississauga--Erindale/Mississauga--Erindale"," 153","Mississauga",80,44,140,9,0,0,273,503
35049,"Mississauga--Erindale/Mississauga--Erindale"," 154","Mississauga",40,30,56,4,0,0,130,257
35049,"Mississauga--Erindale/Mississauga--Erindale"," 155","Mississauga",43,34,61,9,0,0,147,273
35049,"Mississauga--Erindale/Mississauga--Erindale"," 156","Mississauga",47,34,143,15,0,1,240,394
35049,"Mississauga--Erindale/Mississauga--Erindale"," 157","Mississauga",55,33,113,14,0,0,215,337
35049,"Mississauga--Erindale/Mississauga--Erindale"," 158","Mississauga",41,19,98,5,0,0,163,256
35049,"Mississauga--Erindale/Mississauga--Erindale"," 159","Mississauga",50,37,83,5,0,0,175,344
35049,"Mississauga--Erindale/Mississauga--Erindale"," 160","Mississauga",34,27,69,8,0,0,138,274
35049,"Mississauga--Erindale/Mississauga--Erindale"," 161","Mississauga",40,43,96,5,0,1,185,365
35049,"Mississauga--Erindale/Mississauga--Erindale"," 162","Mississauga",24,20,42,7,0,0,93,253
35049,"Mississauga--Erindale/Mississauga--Erindale"," 163","Mississauga",44,37,102,7,0,0,190,403
35049,"Mississauga--Erindale/Mississauga--Erindale"," 164","Mississauga",59,24,86,9,0,0,178,304
35049,"Mississauga--Erindale/Mississauga--Erindale"," 165","Mississauga",50,18,56,5,0,0,129,298
35049,"Mississauga--Erindale/Mississauga--Erindale"," 166","Mississauga",56,38,72,6,0,0,172,327
35049,"Mississauga--Erindale/Mississauga--Erindale"," 167","Mississauga",59,56,82,10,1,0,208,370
35049,"Mississauga--Erindale/Mississauga--Erindale"," 168","Mississauga",61,55,130,14,0,1,261,468
35049,"Mississauga--Erindale/Mississauga--Erindale"," 169","Mississauga",38,36,123,13,1,0,211,370
35049,"Mississauga--Erindale/Mississauga--Erindale"," 170","Mississauga",88,46,97,7,2,0,240,537
35049,"Mississauga--Erindale/Mississauga--Erindale"," 171","Mississauga",75,39,86,5,1,1,207,482
35049,"Mississauga--Erindale/Mississauga--Erindale"," 172","Mississauga",86,29,87,3,1,0,206,475
35049,"Mississauga--Erindale/Mississauga--Erindale"," 173","Mississauga",42,21,41,4,0,0,108,219
35049,"Mississauga--Erindale/Mississauga--Erindale"," 174","Mississauga",93,33,78,2,0,1,207,488
35049,"Mississauga--Erindale/Mississauga--Erindale"," 175","Mississauga",58,35,100,6,0,0,199,465
35049,"Mississauga--Erindale/Mississauga--Erindale"," 176A","Mississauga",72,41,57,5,0,2,177,402
35049,"Mississauga--Erindale/Mississauga--Erindale"," 176B","Mississauga",54,43,89,3,0,1,190,362
35049,"Mississauga--Erindale/Mississauga--Erindale"," 177","Mississauga",61,38,65,2,0,1,167,308
35049,"Mississauga--Erindale/Mississauga--Erindale"," 178","Mississauga",70,50,103,2,0,1,226,518
35049,"Mississauga--Erindale/Mississauga--Erindale"," 179","Mississauga",98,50,117,8,0,2,275,588
35049,"Mississauga--Erindale/Mississauga--Erindale"," 180","Mississauga",87,40,89,4,0,0,220,503
35049,"Mississauga--Erindale/Mississauga--Erindale"," 181","Mississauga",61,23,106,0,0,0,190,355
35049,"Mississauga--Erindale/Mississauga--Erindale"," 182","Mississauga",64,28,105,0,0,0,197,384
35049,"Mississauga--Erindale/Mississauga--Erindale"," 183","Mississauga",89,39,66,3,1,3,201,427
35049,"Mississauga--Erindale/Mississauga--Erindale"," 184","Mississauga",69,44,94,2,0,2,211,421
35049,"Mississauga--Erindale/Mississauga--Erindale"," 185","Mississauga",50,32,91,2,1,0,176,363
35049,"Mississauga--Erindale/Mississauga--Erindale"," 186","Mississauga",52,40,61,6,1,0,160,384
35049,"Mississauga--Erindale/Mississauga--Erindale"," 187","Mississauga",77,43,104,6,1,1,232,550
35049,"Mississauga--Erindale/Mississauga--Erindale"," 188","Mississauga",34,19,87,2,0,0,142,328
35049,"Mississauga--Erindale/Mississauga--Erindale"," 189","Mississauga",34,36,59,2,0,1,132,333
35049,"Mississauga--Erindale/Mississauga--Erindale"," 190","Mississauga",69,35,77,0,0,0,181,406
35049,"Mississauga--Erindale/Mississauga--Erindale"," 191","Mississauga",52,35,78,2,0,2,169,388
35049,"Mississauga--Erindale/Mississauga--Erindale"," 192","Mississauga",48,37,98,5,0,0,188,422
35049,"Mississauga--Erindale/Mississauga--Erindale"," 193","Mississauga",70,43,102,3,1,0,219,428
35049,"Mississauga--Erindale/Mississauga--Erindale"," 194","Mississauga",83,37,119,3,0,0,242,526
35049,"Mississauga--Erindale/Mississauga--Erindale"," 195A","Mississauga",47,23,72,2,0,1,145,330
35049,"Mississauga--Erindale/Mississauga--Erindale"," 195B","Mississauga",38,15,75,2,0,0,130,302
35049,"Mississauga--Erindale/Mississauga--Erindale"," 196A","Mississauga",55,16,89,6,0,0,166,381
35049,"Mississauga--Erindale/Mississauga--Erindale"," 196B","Mississauga",43,27,68,3,0,0,141,321
35049,"Mississauga--Erindale/Mississauga--Erindale"," 197A","Mississauga",54,27,62,2,0,1,146,342
35049,"Mississauga--Erindale/Mississauga--Erindale"," 197B","Mississauga",44,28,90,3,0,0,165,327
35049,"Mississauga--Erindale/Mississauga--Erindale"," 198A","Mississauga",64,34,90,3,0,2,193,436
35049,"Mississauga--Erindale/Mississauga--Erindale"," 198B","Mississauga",69,17,67,0,1,0,154,440
35049,"Mississauga--Erindale/Mississauga--Erindale"," 198-1A","Mississauga",65,35,116,3,3,0,222,399
35049,"Mississauga--Erindale/Mississauga--Erindale"," 198-1B","Mississauga",84,52,135,0,0,0,271,403
35049,"Mississauga--Erindale/Mississauga--Erindale"," 199A","Mississauga",49,37,53,2,0,0,141,374
35049,"Mississauga--Erindale/Mississauga--Erindale"," 199B","Mississauga",67,48,54,2,0,2,173,373
35049,"Mississauga--Erindale/Mississauga--Erindale"," 199-1","Mississauga",43,30,61,0,0,0,134,362
35049,"Mississauga--Erindale/Mississauga--Erindale"," 199-2","Mississauga",44,33,72,4,0,0,153,342
35049,"Mississauga--Erindale/Mississauga--Erindale"," 199-3","Mississauga",98,51,89,6,0,0,244,584
35049,"Mississauga--Erindale/Mississauga--Erindale"," 199-4","Mississauga",58,19,55,1,0,2,135,334
35049,"Mississauga--Erindale/Mississauga--Erindale"," 200A","Mississauga",75,44,72,1,0,2,194,462
35049,"Mississauga--Erindale/Mississauga--Erindale"," 200B","Mississauga",74,31,65,2,0,1,173,400
35049,"Mississauga--Erindale/Mississauga--Erindale"," 201","Mississauga",34,17,58,0,0,0,109,250
35049,"Mississauga--Erindale/Mississauga--Erindale"," 202","Mississauga",87,52,94,5,0,0,238,592
35049,"Mississauga--Erindale/Mississauga--Erindale"," 203","Mississauga",68,35,75,7,0,0,185,455
35049,"Mississauga--Erindale/Mississauga--Erindale"," 204","Mississauga",83,25,102,2,1,0,213,527
35049,"Mississauga--Erindale/Mississauga--Erindale"," 205","Mississauga",80,56,116,5,0,2,259,621
35049,"Mississauga--Erindale/Mississauga--Erindale"," 206","Mississauga",54,36,49,3,1,2,145,335
35049,"Mississauga--Erindale/Mississauga--Erindale"," 207A","Mississauga",107,42,110,3,0,1,263,596
35049,"Mississauga--Erindale/Mississauga--Erindale"," 207B","Mississauga",86,60,93,11,0,2,252,586
35049,"Mississauga--Erindale/Mississauga--Erindale"," 208A","Mississauga",48,20,81,4,1,0,154,357
35049,"Mississauga--Erindale/Mississauga--Erindale"," 208B","Mississauga",59,17,47,0,0,1,124,265
35049,"Mississauga--Erindale/Mississauga--Erindale"," 209","Mississauga",63,23,65,3,1,1,156,328
35049,"Mississauga--Erindale/Mississauga--Erindale"," 209-1","Mississauga",56,25,52,1,0,0,134,331
35049,"Mississauga--Erindale/Mississauga--Erindale"," 210","Mississauga",70,29,88,4,0,2,193,417
35049,"Mississauga--Erindale/Mississauga--Erindale"," 211","Mississauga",45,45,57,3,0,0,150,402
35049,"Mississauga--Erindale/Mississauga--Erindale"," 212","Mississauga",27,22,39,1,0,0,89,225
35049,"Mississauga--Erindale/Mississauga--Erindale"," 213","Mississauga",59,24,102,1,0,1,187,321
35049,"Mississauga--Erindale/Mississauga--Erindale"," 213-1","Mississauga",59,37,70,7,0,1,174,396
35049,"Mississauga--Erindale/Mississauga--Erindale"," 214","Mississauga",92,28,88,4,1,0,213,410
35049,"Mississauga--Erindale/Mississauga--Erindale"," 215","Mississauga",68,33,58,1,0,1,161,395
35049,"Mississauga--Erindale/Mississauga--Erindale"," 216","Mississauga",52,36,99,5,0,0,192,399
35049,"Mississauga--Erindale/Mississauga--Erindale"," 217","Mississauga",36,38,71,4,0,0,149,260
35049,"Mississauga--Erindale/Mississauga--Erindale"," 218","Mississauga",46,24,110,6,1,4,191,309
35049,"Mississauga--Erindale/Mississauga--Erindale"," 219","Mississauga",75,23,141,9,1,0,249,492
35049,"Mississauga--Erindale/Mississauga--Erindale"," 220","Mississauga",91,38,132,8,0,0,269,447
35049,"Mississauga--Erindale/Mississauga--Erindale"," 221","Mississauga",70,20,75,7,0,0,172,302
35049,"Mississauga--Erindale/Mississauga--Erindale"," 222","Mississauga",61,31,66,4,0,0,162,351
35049,"Mississauga--Erindale/Mississauga--Erindale"," 223","Mississauga",63,14,78,9,0,2,166,306
35049,"Mississauga--Erindale/Mississauga--Erindale"," 224","Mississauga",66,18,68,6,0,1,159,301
35049,"Mississauga--Erindale/Mississauga--Erindale"," 225","Mississauga",67,42,120,1,0,0,230,462
35049,"Mississauga--Erindale/Mississauga--Erindale"," 226","Mississauga",60,66,72,5,0,1,204,508
35049,"Mississauga--Erindale/Mississauga--Erindale"," 227","Mississauga",Void/Supprimé,,,,,,,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 228","Mississauga",99,43,144,6,0,1,293,547
35049,"Mississauga--Erindale/Mississauga--Erindale"," 229","Mississauga",72,35,98,4,0,0,209,467
35049,"Mississauga--Erindale/Mississauga--Erindale"," 230","Mississauga",59,17,121,7,0,1,205,378
35049,"Mississauga--Erindale/Mississauga--Erindale"," 231","Mississauga",59,33,134,3,0,0,229,434
35049,"Mississauga--Erindale/Mississauga--Erindale"," 232","Mississauga",98,59,97,6,1,1,262,575
35049,"Mississauga--Erindale/Mississauga--Erindale"," 233","Mississauga",47,32,91,4,1,0,175,318
35049,"Mississauga--Erindale/Mississauga--Erindale"," 234","Mississauga",75,38,60,8,0,0,181,419
35049,"Mississauga--Erindale/Mississauga--Erindale"," 235","Mississauga",71,53,86,3,1,2,216,488
35049,"Mississauga--Erindale/Mississauga--Erindale"," 236","Mississauga",121,45,122,3,0,2,293,609
35049,"Mississauga--Erindale/Mississauga--Erindale"," 237","Mississauga",91,40,102,2,1,0,236,461
35049,"Mississauga--Erindale/Mississauga--Erindale"," 238","Mississauga",45,39,97,7,0,0,188,350
35049,"Mississauga--Erindale/Mississauga--Erindale"," 239","Mississauga",32,15,61,5,0,1,114,241
35049,"Mississauga--Erindale/Mississauga--Erindale"," 240A","Mississauga",54,34,103,4,0,0,195,403
35049,"Mississauga--Erindale/Mississauga--Erindale"," 240B","Mississauga",47,28,86,6,0,0,167,334
