Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dave Corail,Michael Erickson,Michael Ignatieff,Janice Murray,Bernard Trottier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 26","Etobicoke",5,26,95,0,129,1,256,408
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 26-1","Etobicoke",7,22,75,0,73,0,177,293
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 27","Etobicoke",7,49,80,0,44,0,180,382
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 28","Etobicoke",11,48,42,0,32,1,134,258
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 29","Etobicoke",Void/Supprimé,,,,,,,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 30","Etobicoke",Void/Supprimé,,,,,,,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 31A","Etobicoke",5,34,70,0,68,1,178,339
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 31B","Etobicoke",5,35,68,0,83,0,191,357
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 32","Etobicoke",2,27,43,0,72,0,144,295
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 32-1A","Etobicoke",9,37,76,0,71,1,194,329
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 32-1B","Etobicoke",3,36,63,0,68,1,171,333
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 33","Etobicoke",7,39,63,2,81,0,192,397
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 34","Etobicoke",5,46,90,2,114,3,260,415
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 35","Etobicoke",8,16,106,0,104,0,234,387
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 36","Etobicoke",3,10,81,0,123,0,217,351
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 37","Etobicoke",3,31,108,0,117,0,259,338
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 38","Etobicoke",9,11,77,0,126,0,223,348
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 39","Etobicoke",7,15,105,0,118,2,247,374
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 40","Etobicoke",11,36,79,2,82,0,210,486
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 41","Etobicoke",10,14,57,0,90,0,171,307
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 42","Etobicoke",13,17,87,0,141,0,258,383
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 43","Etobicoke",4,20,95,0,103,0,222,371
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 44","Etobicoke",2,35,123,1,90,0,251,484
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 45","Etobicoke",10,16,140,0,113,0,279,457
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 46","Etobicoke",18,37,61,1,56,0,173,375
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 47","Etobicoke",9,24,88,0,108,0,229,402
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 48","Etobicoke",12,28,109,2,87,1,239,395
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 49","Etobicoke",12,24,110,0,142,2,290,439
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 50","Etobicoke",11,26,77,0,100,0,214,366
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 51","Etobicoke",8,21,104,0,105,0,238,342
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 52","Etobicoke",6,22,93,1,101,3,226,339
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 53","Etobicoke",6,23,81,1,91,1,203,295
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 54","Etobicoke",8,34,108,0,109,0,259,504
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 55","Etobicoke",13,29,91,1,92,2,228,374
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 56","Etobicoke",15,30,122,0,111,0,278,427
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 57","Etobicoke",10,27,90,0,103,0,230,372
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 58","Etobicoke",8,24,67,1,94,0,194,275
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 59","Etobicoke",12,46,84,1,111,0,254,368
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 60","Etobicoke",10,31,69,1,104,0,215,369
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 61","Etobicoke",6,23,72,2,108,2,213,308
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 62","Etobicoke",11,30,97,0,92,0,230,361
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 63","Etobicoke",7,40,87,0,109,0,243,404
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 64","Etobicoke",7,34,83,1,98,0,223,363
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 65","Etobicoke",7,39,85,0,102,0,233,360
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 66","Etobicoke",10,39,58,0,68,10,185,305
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 67","Etobicoke",11,51,54,0,84,1,201,352
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 68","Etobicoke",8,60,69,0,97,4,238,418
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 69","Etobicoke",11,48,91,0,87,6,243,426
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 70","Etobicoke",8,52,67,3,70,0,200,363
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 71","Etobicoke",9,49,86,2,98,2,246,479
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 72","Etobicoke",7,26,32,0,52,1,118,232
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 73","Etobicoke",12,44,71,1,77,1,206,412
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 74","Etobicoke",5,54,70,5,105,1,240,438
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 75","Etobicoke",5,39,58,2,74,0,178,418
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 76","Etobicoke",12,63,37,0,65,0,177,393
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 77","Etobicoke",8,46,42,1,71,2,170,400
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 78","Etobicoke",6,30,27,1,87,0,151,395
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 79","Etobicoke",10,42,39,0,51,1,143,326
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 80","Etobicoke",10,39,64,1,82,1,197,351
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 81","Etobicoke",6,72,67,1,111,3,260,471
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 82","Etobicoke",10,42,39,1,49,4,145,334
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 83","Etobicoke",6,32,39,0,93,1,171,362
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 84","Etobicoke",11,60,95,2,124,1,293,506
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 85","Etobicoke",10,36,62,0,110,3,221,379
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 86","Etobicoke",7,48,85,0,97,1,238,350
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 87","Etobicoke",15,33,71,0,85,0,204,409
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 88","Etobicoke",5,31,60,0,62,0,158,268
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 89","Etobicoke",7,29,34,1,57,1,129,241
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 90","Etobicoke",4,38,66,1,97,1,207,398
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 91","Etobicoke",9,56,71,3,92,0,231,441
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 92","Etobicoke",5,37,49,0,41,2,134,267
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 93","Etobicoke",7,73,126,2,163,0,371,589
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 94A","Etobicoke",8,35,58,0,48,0,149,325
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 94B","Etobicoke",6,49,57,1,53,1,167,341
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 95","Etobicoke",14,50,87,0,89,0,240,440
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 96","Etobicoke",5,59,37,1,78,3,183,327
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 97","Etobicoke",7,64,78,0,93,0,242,460
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 98","Etobicoke",8,36,65,1,55,0,165,348
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 99A","Etobicoke",1,29,57,0,51,0,138,341
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 99B","Etobicoke",5,37,55,0,55,1,153,337
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 100","Etobicoke",9,48,78,2,79,1,217,365
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 101","Etobicoke",8,50,34,1,74,1,168,350
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 102","Etobicoke",9,57,88,3,90,4,251,370
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 103","Etobicoke",5,30,37,0,76,1,149,263
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 104","Etobicoke",7,30,28,1,75,1,142,291
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 105","Etobicoke",12,61,56,0,123,0,252,451
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 106","Etobicoke",8,42,66,0,93,0,209,339
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 107","Etobicoke",10,40,52,0,74,2,178,400
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 108","Etobicoke",5,50,53,2,88,1,199,360
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 109","Etobicoke",18,40,60,3,110,0,231,395
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 110","Etobicoke",7,44,46,1,87,0,185,333
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 111","Etobicoke",5,56,52,2,91,2,208,392
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 112","Etobicoke",4,43,58,0,78,2,185,328
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 113","Etobicoke",5,60,81,1,133,1,281,484
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 114","Etobicoke",9,53,69,1,69,0,201,361
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 115","Etobicoke",7,47,77,1,89,1,222,419
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 116","Etobicoke",16,48,68,0,114,2,248,376
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 117","Etobicoke",7,72,61,1,112,1,254,384
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 118","Etobicoke",14,64,98,1,114,0,291,474
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 119","Etobicoke",8,55,81,0,128,0,272,451
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 120","Etobicoke",15,57,57,2,86,0,217,398
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 121","Etobicoke",3,35,53,0,102,1,194,333
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 122","Etobicoke",4,39,55,0,97,0,195,370
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 123","Etobicoke",7,43,84,1,54,0,189,308
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 124","Etobicoke",7,44,43,0,58,6,158,287
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 125","Etobicoke",9,66,48,1,73,0,197,449
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 126","Etobicoke",3,67,68,1,88,0,227,464
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 127","Etobicoke",14,67,90,0,73,2,246,502
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 128","Etobicoke",12,49,35,0,66,1,163,331
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 129","Etobicoke",6,44,49,1,79,2,181,354
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 130","Etobicoke",8,57,51,1,57,0,174,331
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 131","Etobicoke",17,59,65,0,92,0,233,439
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 132","Etobicoke",11,49,85,0,86,1,232,403
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 133","Etobicoke",21,47,63,2,94,0,227,396
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 134","Etobicoke",8,34,42,0,55,1,140,302
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 135","Etobicoke",15,33,56,0,53,1,158,242
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 136","Etobicoke",3,33,23,0,30,0,89,170
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 137","Etobicoke",15,37,52,0,79,1,184,320
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 138","Etobicoke",11,68,60,2,103,1,245,477
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 139","Etobicoke",14,57,49,0,83,0,203,465
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 140","Etobicoke",11,38,76,0,87,1,213,361
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 141","Etobicoke",16,60,76,0,67,0,219,352
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 142","Etobicoke",7,42,33,0,35,1,118,285
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 143","Etobicoke",8,42,50,1,61,1,163,308
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 144","Etobicoke",3,41,51,0,62,0,157,313
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 145","Etobicoke",6,53,54,1,52,0,166,401
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 146","Etobicoke",11,83,74,0,80,0,248,461
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 147","Etobicoke",24,56,69,1,119,2,271,464
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 148","Etobicoke",16,51,55,1,62,2,187,356
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 149","Etobicoke",8,47,67,1,72,0,195,311
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 150","Etobicoke",7,48,56,1,67,1,180,285
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 151","Etobicoke",12,51,56,0,68,0,187,321
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 152","Etobicoke",4,82,65,2,57,2,212,373
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 153","Etobicoke",10,73,54,0,50,2,189,389
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 154","Etobicoke",5,68,66,0,41,2,182,434
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 154-1","Etobicoke",7,30,43,1,31,1,113,194
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 155","Etobicoke",2,86,47,2,41,1,179,385
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 156","Etobicoke",11,56,61,2,65,2,197,409
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 157","Etobicoke",4,34,38,1,33,3,113,220
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 158","Etobicoke",11,56,61,8,59,1,196,356
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 159","Etobicoke",12,55,58,1,46,2,174,341
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 160","Etobicoke",11,68,94,1,77,0,251,433
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 161","Etobicoke",8,60,73,1,80,0,222,377
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 162","Etobicoke",20,69,92,1,92,0,274,436
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 163","Etobicoke",18,78,93,1,68,1,259,431
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 164","Etobicoke",16,66,72,1,72,0,227,416
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 165","Etobicoke",15,49,81,2,72,0,219,404
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 166","Etobicoke",5,25,53,0,56,0,139,325
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 166-1","Etobicoke",5,20,61,0,69,0,155,343
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 167","Etobicoke",12,37,127,0,159,1,336,545
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 168","Etobicoke",3,31,34,0,40,0,108,220
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 169","Etobicoke",Void/Supprimé,,,,,,,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 170","Etobicoke",Void/Supprimé,,,,,,,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 171","Etobicoke",Void/Supprimé,,,,,,,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 172","Etobicoke",8,25,74,0,93,3,203,342
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 173","Etobicoke",3,33,53,0,83,0,172,336
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 174","Etobicoke",9,73,56,0,88,2,228,553
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 175","Etobicoke",13,62,81,0,77,1,234,387
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 176","Etobicoke",10,57,78,1,84,2,232,424
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 177","Etobicoke",4,68,55,7,93,0,227,370
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 178","Etobicoke",10,67,92,0,71,1,241,386
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 179","Etobicoke",9,71,79,0,69,1,229,448
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 180","Etobicoke",6,43,23,0,47,0,119,279
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 181","Etobicoke",10,40,20,1,55,0,126,283
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 182","Etobicoke",6,66,44,3,34,6,159,293
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 183","Etobicoke",9,36,46,2,47,0,140,353
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 184","Etobicoke",13,65,105,1,93,0,277,481
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 185","Etobicoke",11,61,63,1,65,0,201,379
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 186","Etobicoke",11,49,58,0,75,0,193,330
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 187","Etobicoke",6,53,37,0,60,0,156,387
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 188","Etobicoke",9,56,114,0,67,0,246,430
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 189","Etobicoke",8,38,67,1,50,1,165,317
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 400","Etobicoke",5,15,35,0,106,0,161,220
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 401","Etobicoke",8,39,102,1,121,2,273,359
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 402","Etobicoke",3,31,32,0,45,0,111,247
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 403","Etobicoke",15,55,56,1,46,2,175,351
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 404","Etobicoke",7,48,30,0,48,2,135,337
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 405","Etobicoke",4,58,38,0,35,0,135,300
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 406","Etobicoke",1,25,31,0,37,0,94,261
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 407","Etobicoke",7,59,53,1,46,0,166,393
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 408","Etobicoke",8,45,102,2,94,2,253,363
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 409","Etobicoke",9,63,96,0,56,2,226,513
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 410","Etobicoke",7,66,65,0,100,1,239,443
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 411","Etobicoke",6,39,82,1,115,1,244,381
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 412","Etobicoke",3,38,66,1,91,2,201,344
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 413","Etobicoke",4,10,22,1,15,0,52,108
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 414","Etobicoke",9,28,53,2,63,2,157,299
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 415","Etobicoke",9,24,68,4,54,0,159,303
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 416","Etobicoke",7,33,55,0,55,0,150,333
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 417","Etobicoke",4,8,40,1,34,1,88,224
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 418","Etobicoke",8,62,50,4,52,1,177,366
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 419","Etobicoke",2,5,26,0,59,1,93,167
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 420","Etobicoke",5,28,29,0,35,2,99,176
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 421","Etobicoke",4,13,27,1,63,0,108,199
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 422","Etobicoke",5,38,72,0,71,0,186,402
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 423","Etobicoke",3,38,62,1,69,0,173,347
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 424","Etobicoke",6,63,57,0,82,0,208,439
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 425","Etobicoke",Void/Supprimé,,,,,,,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 426","Etobicoke",2,5,30,0,29,0,66,166
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 427","Etobicoke",Void/Supprimé,,,,,,,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 428","Etobicoke",2,6,40,0,45,0,93,205
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 429","Etobicoke",5,26,22,0,25,0,78,166
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 430","Etobicoke",4,38,41,0,43,0,126,326
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 431","Toronto",0,10,10,0,26,0,46,119
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 432","Etobicoke",7,24,32,0,44,0,107,278
