Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pat Martin,Bev Pitura,Darrell Rankin,Jacqueline Romanow,Allan Wise,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46011,"Winnipeg Centre/Winnipeg-Centre"," 44","Winnipeg",125,47,0,17,22,0,211,323
46011,"Winnipeg Centre/Winnipeg-Centre"," 45","Winnipeg",127,45,1,41,29,1,244,374
46011,"Winnipeg Centre/Winnipeg-Centre"," 46","Winnipeg",60,42,2,4,13,0,121,246
46011,"Winnipeg Centre/Winnipeg-Centre"," 47","Winnipeg",90,42,2,7,11,3,155,360
46011,"Winnipeg Centre/Winnipeg-Centre"," 48","Winnipeg",113,38,1,4,12,3,171,474
46011,"Winnipeg Centre/Winnipeg-Centre"," 49","Winnipeg",92,42,1,6,19,3,163,411
46011,"Winnipeg Centre/Winnipeg-Centre"," 50","Winnipeg",45,13,0,4,12,2,76,229
46011,"Winnipeg Centre/Winnipeg-Centre"," 51","Winnipeg",55,32,2,12,22,1,124,393
46011,"Winnipeg Centre/Winnipeg-Centre"," 52","Winnipeg",65,36,1,12,7,1,122,344
46011,"Winnipeg Centre/Winnipeg-Centre"," 53","Winnipeg",53,26,1,7,20,1,108,412
46011,"Winnipeg Centre/Winnipeg-Centre"," 54","Winnipeg",87,43,1,8,13,3,155,470
46011,"Winnipeg Centre/Winnipeg-Centre"," 55","Winnipeg",83,52,0,8,32,2,177,385
46011,"Winnipeg Centre/Winnipeg-Centre"," 56","Winnipeg",75,35,1,3,13,1,128,261
46011,"Winnipeg Centre/Winnipeg-Centre"," 57","Winnipeg",96,57,2,8,20,2,185,411
46011,"Winnipeg Centre/Winnipeg-Centre"," 58","Winnipeg",106,68,0,18,12,0,204,410
46011,"Winnipeg Centre/Winnipeg-Centre"," 59","Winnipeg",112,48,0,9,12,1,182,350
46011,"Winnipeg Centre/Winnipeg-Centre"," 60","Winnipeg",156,64,1,16,17,0,254,608
46011,"Winnipeg Centre/Winnipeg-Centre"," 61","Winnipeg",74,31,2,10,16,2,135,385
46011,"Winnipeg Centre/Winnipeg-Centre"," 62","Winnipeg",77,43,1,10,17,4,152,395
46011,"Winnipeg Centre/Winnipeg-Centre"," 63","Winnipeg",54,31,2,5,12,0,104,318
46011,"Winnipeg Centre/Winnipeg-Centre"," 64","Winnipeg",64,32,5,6,13,0,120,369
46011,"Winnipeg Centre/Winnipeg-Centre"," 65","Winnipeg",121,51,3,7,18,2,202,474
46011,"Winnipeg Centre/Winnipeg-Centre"," 66","Winnipeg",106,34,2,15,11,1,169,382
46011,"Winnipeg Centre/Winnipeg-Centre"," 67","Winnipeg",76,31,0,11,6,2,126,374
46011,"Winnipeg Centre/Winnipeg-Centre"," 68","Winnipeg",48,22,0,3,4,0,77,240
46011,"Winnipeg Centre/Winnipeg-Centre"," 69","Winnipeg",70,53,0,3,13,0,139,339
46011,"Winnipeg Centre/Winnipeg-Centre"," 70","Winnipeg",46,14,0,2,13,1,76,213
46011,"Winnipeg Centre/Winnipeg-Centre"," 71","Winnipeg",90,37,0,9,18,0,154,658
46011,"Winnipeg Centre/Winnipeg-Centre"," 72","Winnipeg",91,34,0,7,13,1,146,528
46011,"Winnipeg Centre/Winnipeg-Centre"," 73","Winnipeg",66,31,1,1,15,0,114,428
46011,"Winnipeg Centre/Winnipeg-Centre"," 74","Winnipeg",84,28,0,9,12,0,133,377
46011,"Winnipeg Centre/Winnipeg-Centre"," 75","Winnipeg",47,8,1,6,14,1,77,459
46011,"Winnipeg Centre/Winnipeg-Centre"," 76","Winnipeg",82,36,1,3,17,1,140,445
46011,"Winnipeg Centre/Winnipeg-Centre"," 77","Winnipeg",69,32,1,8,35,3,148,430
46011,"Winnipeg Centre/Winnipeg-Centre"," 78","Winnipeg",28,6,0,1,3,1,39,241
46011,"Winnipeg Centre/Winnipeg-Centre"," 79","Winnipeg",78,93,0,16,37,0,224,485
46011,"Winnipeg Centre/Winnipeg-Centre"," 80","Winnipeg",69,30,1,2,18,0,120,476
46011,"Winnipeg Centre/Winnipeg-Centre"," 81","Winnipeg",39,30,1,5,11,1,87,377
46011,"Winnipeg Centre/Winnipeg-Centre"," 82","Winnipeg",81,18,0,5,24,1,129,460
46011,"Winnipeg Centre/Winnipeg-Centre"," 83","Winnipeg",106,49,1,6,27,6,195,515
46011,"Winnipeg Centre/Winnipeg-Centre"," 84","Winnipeg",Void/Supprimé,,,,,,,
46011,"Winnipeg Centre/Winnipeg-Centre"," 85","Winnipeg",66,33,2,5,22,2,130,414
46011,"Winnipeg Centre/Winnipeg-Centre"," 86","Winnipeg",111,55,2,7,14,3,192,592
46011,"Winnipeg Centre/Winnipeg-Centre"," 87","Winnipeg",113,30,2,6,19,1,171,458
46011,"Winnipeg Centre/Winnipeg-Centre"," 88","Winnipeg",54,25,2,3,17,1,102,365
46011,"Winnipeg Centre/Winnipeg-Centre"," 89","Winnipeg",43,20,1,7,7,0,78,307
46011,"Winnipeg Centre/Winnipeg-Centre"," 90","Winnipeg",51,22,2,8,5,1,89,427
46011,"Winnipeg Centre/Winnipeg-Centre"," 91","Winnipeg",54,23,1,12,19,0,109,495
46011,"Winnipeg Centre/Winnipeg-Centre"," 92","Winnipeg",63,29,0,22,18,0,132,482
46011,"Winnipeg Centre/Winnipeg-Centre"," 93","Winnipeg",78,23,3,9,18,2,133,398
46011,"Winnipeg Centre/Winnipeg-Centre"," 94","Winnipeg",47,13,1,4,10,0,75,279
46011,"Winnipeg Centre/Winnipeg-Centre"," 95","Winnipeg",71,17,3,12,17,0,120,475
46011,"Winnipeg Centre/Winnipeg-Centre"," 96","Winnipeg",68,18,1,8,14,1,110,350
46011,"Winnipeg Centre/Winnipeg-Centre"," 97","Winnipeg",66,31,0,9,13,2,121,429
46011,"Winnipeg Centre/Winnipeg-Centre"," 98","Winnipeg",85,15,2,9,10,1,122,447
46011,"Winnipeg Centre/Winnipeg-Centre"," 99","Winnipeg",29,12,3,5,6,1,56,190
46011,"Winnipeg Centre/Winnipeg-Centre"," 100","Winnipeg",67,42,2,15,19,1,146,392
46011,"Winnipeg Centre/Winnipeg-Centre"," 101","Winnipeg",117,53,3,13,22,1,209,456
46011,"Winnipeg Centre/Winnipeg-Centre"," 102","Winnipeg",112,40,1,15,20,1,189,384
46011,"Winnipeg Centre/Winnipeg-Centre"," 103","Winnipeg",121,60,0,19,15,2,217,428
46011,"Winnipeg Centre/Winnipeg-Centre"," 104","Winnipeg",90,51,3,3,18,2,167,364
46011,"Winnipeg Centre/Winnipeg-Centre"," 105","Winnipeg",115,29,0,16,12,2,174,443
46011,"Winnipeg Centre/Winnipeg-Centre"," 106","Winnipeg",83,26,2,12,8,3,134,372
46011,"Winnipeg Centre/Winnipeg-Centre"," 107","Winnipeg",149,24,2,22,9,3,209,425
46011,"Winnipeg Centre/Winnipeg-Centre"," 108","Winnipeg",93,28,2,32,7,1,163,283
46011,"Winnipeg Centre/Winnipeg-Centre"," 109","Winnipeg",92,18,0,29,6,0,145,226
46011,"Winnipeg Centre/Winnipeg-Centre"," 110","Winnipeg",125,24,0,30,15,0,194,327
46011,"Winnipeg Centre/Winnipeg-Centre"," 111","Winnipeg",54,12,1,15,8,2,92,202
46011,"Winnipeg Centre/Winnipeg-Centre"," 112","Winnipeg",109,40,0,24,21,0,194,388
46011,"Winnipeg Centre/Winnipeg-Centre"," 113","Winnipeg",158,33,1,20,37,1,250,422
46011,"Winnipeg Centre/Winnipeg-Centre"," 114","Winnipeg",149,70,0,30,22,1,272,411
46011,"Winnipeg Centre/Winnipeg-Centre"," 115","Winnipeg",96,34,1,28,25,0,184,317
46011,"Winnipeg Centre/Winnipeg-Centre"," 116","Winnipeg",115,32,1,26,16,0,190,302
46011,"Winnipeg Centre/Winnipeg-Centre"," 117","Winnipeg",106,27,0,35,12,1,181,310
46011,"Winnipeg Centre/Winnipeg-Centre"," 118","Winnipeg",152,34,1,35,27,1,250,402
46011,"Winnipeg Centre/Winnipeg-Centre"," 119","Winnipeg",166,28,1,42,30,0,267,396
46011,"Winnipeg Centre/Winnipeg-Centre"," 120","Winnipeg",155,33,4,24,27,0,243,473
46011,"Winnipeg Centre/Winnipeg-Centre"," 121","Winnipeg",101,9,0,20,21,1,152,382
46011,"Winnipeg Centre/Winnipeg-Centre"," 122","Winnipeg",133,31,2,41,25,0,232,481
46011,"Winnipeg Centre/Winnipeg-Centre"," 123","Winnipeg",113,18,2,18,14,0,165,364
46011,"Winnipeg Centre/Winnipeg-Centre"," 124","Winnipeg",98,21,1,27,12,0,159,421
46011,"Winnipeg Centre/Winnipeg-Centre"," 125","Winnipeg",68,49,0,16,32,1,166,279
46011,"Winnipeg Centre/Winnipeg-Centre"," 126","Winnipeg",121,18,1,15,22,1,178,370
46011,"Winnipeg Centre/Winnipeg-Centre"," 127","Winnipeg",92,30,0,10,17,2,151,514
46011,"Winnipeg Centre/Winnipeg-Centre"," 128","Winnipeg",122,41,0,12,20,1,196,323
46011,"Winnipeg Centre/Winnipeg-Centre"," 129","Winnipeg",61,11,1,11,18,0,102,229
46011,"Winnipeg Centre/Winnipeg-Centre"," 130","Winnipeg",135,66,1,23,36,2,263,539
46011,"Winnipeg Centre/Winnipeg-Centre"," 131","Winnipeg",118,33,0,14,25,1,191,409
46011,"Winnipeg Centre/Winnipeg-Centre"," 132","Winnipeg",60,25,0,11,16,3,115,267
46011,"Winnipeg Centre/Winnipeg-Centre"," 133","Winnipeg",44,15,0,7,13,1,80,192
46011,"Winnipeg Centre/Winnipeg-Centre"," 134","Winnipeg",57,18,0,6,16,0,97,362
46011,"Winnipeg Centre/Winnipeg-Centre"," 135","Winnipeg",139,80,1,11,30,1,262,624
46011,"Winnipeg Centre/Winnipeg-Centre"," 136","Winnipeg",Void/Supprimé,,,,,,,
46011,"Winnipeg Centre/Winnipeg-Centre"," 137","Winnipeg",96,69,1,15,37,0,218,346
46011,"Winnipeg Centre/Winnipeg-Centre"," 138","Winnipeg",148,181,0,10,76,2,417,555
46011,"Winnipeg Centre/Winnipeg-Centre"," 400","Winnipeg",58,42,1,9,7,2,119,245
46011,"Winnipeg Centre/Winnipeg-Centre"," 401","Winnipeg",33,42,2,7,21,4,109,179
46011,"Winnipeg Centre/Winnipeg-Centre"," 402","Winnipeg",29,28,0,0,15,1,73,299
46011,"Winnipeg Centre/Winnipeg-Centre"," 403","Winnipeg",10,4,0,0,5,0,19,104
46011,"Winnipeg Centre/Winnipeg-Centre"," 404","Winnipeg",45,33,0,7,26,1,112,158
46011,"Winnipeg Centre/Winnipeg-Centre"," 405","Winnipeg",38,52,0,1,25,1,117,142
46011,"Winnipeg Centre/Winnipeg-Centre"," 500","Mobile poll/Bureau itinérant",38,56,0,1,8,2,105,157
46011,"Winnipeg Centre/Winnipeg-Centre"," 501","Mobile poll/Bureau itinérant",37,26,0,4,12,4,83,193
46011,"Winnipeg Centre/Winnipeg-Centre"," 502","Mobile poll/Bureau itinérant",45,31,1,4,11,7,99,208
46011,"Winnipeg Centre/Winnipeg-Centre"," 503","Mobile poll/Bureau itinérant",58,29,0,2,11,1,101,312
46011,"Winnipeg Centre/Winnipeg-Centre"," 600","Winnipeg",78,63,0,3,5,1,150,
46011,"Winnipeg Centre/Winnipeg-Centre"," 601","Winnipeg",98,95,1,13,19,2,228,
46011,"Winnipeg Centre/Winnipeg-Centre"," 602","Winnipeg",104,123,3,15,31,1,277,
46011,"Winnipeg Centre/Winnipeg-Centre"," 603","Winnipeg",129,64,4,15,34,1,247,
46011,"Winnipeg Centre/Winnipeg-Centre"," 604","Winnipeg",230,118,2,41,46,4,441,
46011,"Winnipeg Centre/Winnipeg-Centre"," 605","Winnipeg",119,48,2,21,28,2,220,
46011,"Winnipeg Centre/Winnipeg-Centre"," 606","Winnipeg",79,10,3,18,8,0,118,
46011,"Winnipeg Centre/Winnipeg-Centre"," 607","Winnipeg",205,120,3,32,55,1,416,
46011,"Winnipeg Centre/Winnipeg-Centre"," 608","Winnipeg",251,48,3,26,41,2,371,
46011,"Winnipeg Centre/Winnipeg-Centre"," 609","Winnipeg",150,76,0,16,47,1,290,
46011,"Winnipeg Centre/Winnipeg-Centre",,Group 1/Groupe 1,78,51,1,14,140,33,317,433
46011,"Winnipeg Centre/Winnipeg-Centre",,Group 2/Groupe 2,211,114,1,28,73,7,434,
