Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rebecca Blaikie,John Harvie,Frank Komarniski,Kevin Lamoureux,Ann Matejicka,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46012,"Winnipeg North/Winnipeg-Nord"," 97","Winnipeg",62,4,2,42,31,0,141,371
46012,"Winnipeg North/Winnipeg-Nord"," 98","Winnipeg",65,3,0,27,27,0,122,359
46012,"Winnipeg North/Winnipeg-Nord"," 99","Winnipeg",51,2,0,41,24,1,119,375
46012,"Winnipeg North/Winnipeg-Nord"," 100","Winnipeg",42,5,0,34,32,4,117,359
46012,"Winnipeg North/Winnipeg-Nord"," 101","Winnipeg",59,5,0,48,59,0,171,360
46012,"Winnipeg North/Winnipeg-Nord"," 102","Winnipeg",63,2,2,56,49,0,172,412
46012,"Winnipeg North/Winnipeg-Nord"," 103","Winnipeg",109,3,0,61,51,1,225,471
46012,"Winnipeg North/Winnipeg-Nord"," 104","Winnipeg",78,6,1,27,23,1,136,388
46012,"Winnipeg North/Winnipeg-Nord"," 105","Winnipeg",46,3,0,33,12,2,96,309
46012,"Winnipeg North/Winnipeg-Nord"," 106","Winnipeg",70,1,0,34,36,0,141,391
46012,"Winnipeg North/Winnipeg-Nord"," 107","Winnipeg",79,2,3,40,52,1,177,514
46012,"Winnipeg North/Winnipeg-Nord"," 108","Winnipeg",58,1,1,43,23,0,126,304
46012,"Winnipeg North/Winnipeg-Nord"," 109","Winnipeg",80,6,0,35,16,0,137,398
46012,"Winnipeg North/Winnipeg-Nord"," 110","Winnipeg",79,10,1,31,42,0,163,405
46012,"Winnipeg North/Winnipeg-Nord"," 111","Winnipeg",44,2,0,24,17,0,87,326
46012,"Winnipeg North/Winnipeg-Nord"," 112","Winnipeg",72,2,1,46,29,1,151,450
46012,"Winnipeg North/Winnipeg-Nord"," 113","Winnipeg",51,1,2,12,14,1,81,305
46012,"Winnipeg North/Winnipeg-Nord"," 114","Winnipeg",71,4,1,25,38,3,142,384
46012,"Winnipeg North/Winnipeg-Nord"," 115","Winnipeg",39,3,3,35,31,3,114,397
46012,"Winnipeg North/Winnipeg-Nord"," 116","Winnipeg",39,2,0,20,16,0,77,315
46012,"Winnipeg North/Winnipeg-Nord"," 117","Winnipeg",71,3,1,28,15,0,118,423
46012,"Winnipeg North/Winnipeg-Nord"," 118","Winnipeg",58,2,0,24,14,0,98,375
46012,"Winnipeg North/Winnipeg-Nord"," 119","Winnipeg",68,3,1,3,17,2,94,279
46012,"Winnipeg North/Winnipeg-Nord"," 120","Winnipeg",60,1,1,11,14,1,88,359
46012,"Winnipeg North/Winnipeg-Nord"," 121","Winnipeg",28,0,0,9,7,2,46,209
46012,"Winnipeg North/Winnipeg-Nord"," 122","Winnipeg",67,2,0,14,26,1,110,449
46012,"Winnipeg North/Winnipeg-Nord"," 123","Winnipeg",44,2,0,22,36,0,104,281
46012,"Winnipeg North/Winnipeg-Nord"," 124","Winnipeg",29,4,2,14,13,1,63,339
46012,"Winnipeg North/Winnipeg-Nord"," 125","Winnipeg",53,2,0,26,10,1,92,333
46012,"Winnipeg North/Winnipeg-Nord"," 126","Winnipeg",25,3,4,35,26,0,93,324
46012,"Winnipeg North/Winnipeg-Nord"," 127","Winnipeg",52,7,1,16,24,2,102,324
46012,"Winnipeg North/Winnipeg-Nord"," 128","Winnipeg",56,0,0,17,17,1,91,341
46012,"Winnipeg North/Winnipeg-Nord"," 129","Winnipeg",62,2,0,24,11,0,99,355
46012,"Winnipeg North/Winnipeg-Nord"," 130A","Winnipeg",49,8,2,9,9,0,77,360
46012,"Winnipeg North/Winnipeg-Nord"," 130B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,9
46012,"Winnipeg North/Winnipeg-Nord"," 131","Winnipeg",75,2,1,1,5,0,84,254
46012,"Winnipeg North/Winnipeg-Nord"," 132","Winnipeg",80,6,4,22,24,0,136,455
46012,"Winnipeg North/Winnipeg-Nord"," 133","Winnipeg",51,5,1,11,18,0,86,318
46012,"Winnipeg North/Winnipeg-Nord"," 134","Winnipeg",55,6,1,8,27,2,99,298
46012,"Winnipeg North/Winnipeg-Nord"," 400","Winnipeg",16,2,1,14,25,4,62,191
46012,"Winnipeg North/Winnipeg-Nord"," 401","Winnipeg",Void/Supprimé,,,,,,,
46012,"Winnipeg North/Winnipeg-Nord"," 402","Winnipeg",34,1,3,32,27,3,100,130
46012,"Winnipeg North/Winnipeg-Nord"," 500","Mobile poll/Bureau itinérant",37,3,3,25,59,4,131,174
46012,"Winnipeg North/Winnipeg-Nord"," 501","Mobile poll/Bureau itinérant",43,4,1,11,49,2,110,147
46012,"Winnipeg North/Winnipeg-Nord"," 502","Mobile poll/Bureau itinérant",49,1,0,7,18,0,75,203
46012,"Winnipeg North/Winnipeg-Nord"," 503A","Mobile poll/Bureau itinérant",1,0,1,2,0,0,4,32
46012,"Winnipeg North/Winnipeg-Nord"," 503B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,31
46012,"Winnipeg North/Winnipeg-Nord"," 504","Mobile poll/Bureau itinérant",21,0,0,2,11,0,34,58
46012,"Winnipeg North/Winnipeg-Nord"," 505","Mobile poll/Bureau itinérant",54,3,2,17,22,0,98,168
46012,"Winnipeg North/Winnipeg-Nord"," 506","Mobile poll/Bureau itinérant",19,0,0,12,14,0,45,82
46012,"Winnipeg North/Winnipeg-Nord"," 600","Winnipeg",102,13,0,336,80,0,531,
46012,"Winnipeg North/Winnipeg-Nord"," 601","Winnipeg",123,3,4,352,111,7,600,
46012,"Winnipeg North/Winnipeg-Nord"," 602","Winnipeg",157,5,0,147,118,1,428,
46012,"Winnipeg North/Winnipeg-Nord"," 603","Winnipeg",111,6,0,89,61,1,268,
46012,"Winnipeg North/Winnipeg-Nord"," 604","Winnipeg",142,11,0,69,56,2,280,
46012,"Winnipeg North/Winnipeg-Nord"," 605","Winnipeg",102,8,0,25,33,1,169,
46012,"Winnipeg North/Winnipeg-Nord"," 606","Winnipeg",155,6,2,249,230,2,644,
46012,"Winnipeg North/Winnipeg-Nord"," 607","Winnipeg",166,3,4,253,180,1,607,
46012,"Winnipeg North/Winnipeg-Nord",,Group 1/Groupe 1,83,14,3,162,29,20,311,377
46012,"Winnipeg North/Winnipeg-Nord",,Group 2/Groupe 2,124,15,0,203,115,4,461,
