Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Joe Hill,Mike Janssens,Jim Johnston,Bev Shipley,Gayle Stucke,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 51","Arva",35,0,20,187,32,1,275,450
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 52","Birr",39,2,5,171,29,0,246,431
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 52-1","Middlesex Centre",12,0,1,61,19,0,93,162
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 53","Middlesex Centre",21,1,7,137,25,1,192,328
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 53-1","Middlesex Centre",32,0,4,122,22,1,181,300
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 54","Ilderton",46,4,7,190,36,0,283,458
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 55","Ilderton",111,0,32,330,72,2,547,947
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 56","Middlesex Centre",39,0,10,115,41,0,205,393
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 57","Middlesex Centre",25,1,8,88,32,0,154,322
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 58","Middlesex Centre",55,2,7,140,34,1,239,401
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 59","Middlesex Centre",49,3,6,112,46,0,216,316
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 60","Middlesex Centre",73,1,20,172,65,2,333,468
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 61","Middlesex Centre",45,1,16,176,30,0,268,411
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 62","Lobo",31,1,8,113,24,0,177,256
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 63","Lobo",57,1,10,155,50,1,274,428
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 64","Kilworth",40,1,5,130,43,1,220,361
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 65","Kilworth",38,0,8,229,64,0,339,574
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 66","Komoka",36,1,5,123,19,0,184,308
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 66-1","Middlesex Centre",55,0,4,196,45,1,301,472
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 67","Komoka",55,0,9,101,25,0,190,279
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 68","Komoka",97,0,6,170,32,1,306,505
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 69","Komoka",34,1,9,80,23,0,147,235
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 70","Middlesex Centre",52,1,9,191,29,1,283,401
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 71","Delaware",63,1,13,178,53,1,309,450
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 72","Delaware",70,2,14,120,67,1,274,444
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 73","Middlesex Centre",45,3,7,96,26,0,177,263
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 74","Middlesex Centre",29,0,10,76,18,0,133,228
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 75","Strathroy",54,1,14,220,39,0,328,583
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 76","Strathroy",41,6,5,117,22,2,193,374
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 77","Strathroy",32,2,7,80,25,0,146,272
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 78","Strathroy",38,8,6,113,37,2,204,336
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 79","Strathroy",30,5,9,141,35,1,221,465
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 80","Strathroy",63,5,12,94,21,1,196,379
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 81","Strathroy",50,3,6,115,26,1,201,370
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 82","Strathroy",42,20,8,237,28,10,345,479
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 83","Strathroy",54,3,9,131,37,0,234,411
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 84","Strathroy",42,1,4,108,22,1,178,358
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 85","Strathroy",58,6,6,103,15,0,188,462
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 86","Strathroy",60,0,5,67,25,2,159,398
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 87","Strathroy",70,2,7,125,40,4,248,481
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 88","Strathroy",41,2,8,98,30,0,179,306
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 89","Strathroy",61,2,3,143,34,0,243,459
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 90","Strathroy",49,2,7,135,33,0,226,429
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 91","Strathroy",44,3,12,110,23,1,193,425
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 92","Strathroy",74,2,5,87,20,2,190,404
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 93","Strathroy",69,1,12,121,27,0,230,421
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 94","Strathroy",63,4,8,101,24,1,201,390
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 95","Strathroy",67,9,9,106,31,0,222,390
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 96","Strathroy",71,2,12,147,39,2,273,477
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 97","Strathroy",64,1,8,124,22,1,220,389
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 98","Strathroy",49,5,10,128,24,1,217,481
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 99","Warwick",42,2,8,96,16,1,165,316
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 100","Warwick",30,0,6,90,12,5,143,218
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 101","Warwick",22,3,5,71,23,0,124,211
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 102","Adelaide Metcalfe",47,12,6,137,35,1,238,369
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 103","Adelaide Metcalfe",37,5,2,162,36,2,244,393
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 104","Adelaide Metcalfe",30,1,2,107,32,1,173,313
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 105","Adelaide Metcalfe",54,5,6,148,18,1,232,354
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 106","Warwick",49,9,6,154,21,1,240,422
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 107","Watford",55,2,11,147,40,1,256,418
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 108","Watford",39,3,3,89,21,0,155,261
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 109","Watford",54,0,7,102,13,0,176,336
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 110","Warwick",71,7,8,175,26,1,288,508
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 111","Caradoc",32,0,8,124,21,0,185,311
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 112","Caradoc",51,3,3,116,24,1,198,392
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 113","Caradoc",69,2,0,135,9,0,215,320
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 114","Caradoc",35,2,5,122,31,1,196,320
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 115","Caradoc",66,2,6,149,34,1,258,478
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 116","Caradoc",68,2,7,131,36,0,244,465
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 117","Mount Brydges",65,0,9,177,29,1,281,522
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 118","Mount Brydges",48,2,8,94,18,1,171,330
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 119","Mount Brydges",57,1,4,105,33,0,200,401
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 120","Mount Brydges",58,3,7,117,29,1,215,404
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 121","Mount Brydges",45,2,6,140,14,1,208,358
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 122","Caradoc",70,1,8,174,32,0,285,498
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 123","Caradoc",75,1,10,95,29,0,210,469
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 124","Chippewas of the Thames First Nation 42",97,0,3,11,16,0,127,345
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 125","Muncee-Delaware Nation 1",18,0,2,2,0,0,22,23
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 126","Oneida 41",92,0,0,4,10,0,106,271
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 127","Brooke",26,0,0,80,20,1,127,233
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 128","Brooke",50,4,5,106,28,1,194,344
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 129","Brooke",102,2,5,111,37,4,261,431
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 130","Alvinston",101,2,11,148,27,1,290,529
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 131","Brooke",30,9,2,141,38,0,220,356
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 132","Metcalfe",32,0,14,116,29,0,191,337
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 133","Metcalfe",29,0,11,110,22,1,173,322
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 134","Southwest Middlesex",59,1,21,169,29,2,281,469
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 135","Glencoe",60,1,13,118,51,1,244,394
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 136","Glencoe",60,2,6,99,31,2,200,407
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 137","Glencoe",68,4,4,110,33,0,219,387
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 138","Glencoe",54,2,3,127,35,0,221,392
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 139","Glencoe",46,1,9,100,29,0,185,384
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 140","Southwest Middlesex",35,2,4,71,15,1,128,250
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 141","Newbury",66,5,11,120,31,0,233,370
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 142","Southwest Middlesex",53,1,7,90,15,1,167,296
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 143A","Wardsville",60,0,9,102,20,0,191,287
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 143B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,42
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 144","Mosa",55,2,18,104,20,0,199,341
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 145","Ekfrid",55,0,5,104,22,0,186,346
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 146","Southwest Middlesex",70,5,15,147,31,1,269,474
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 147","Dawn",44,2,3,96,13,0,158,244
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 148","Dawn",51,1,2,106,26,1,187,379
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 149","Dawn",28,0,2,88,15,1,134,237
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 150","Euphemia",49,1,6,92,21,0,169,249
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 151","Euphemia",38,5,7,110,25,0,185,326
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 152","Chatham-Kent",29,2,11,115,16,3,176,319
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 153","Chatham-Kent",57,1,5,139,17,0,219,383
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 154","Chatham-Kent",63,0,15,122,16,1,217,334
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 155","Chatham-Kent",53,2,7,125,25,1,213,377
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 156","Chatham-Kent",18,1,7,77,19,0,122,251
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 157","Chatham-Kent",45,3,3,83,13,0,147,291
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 158","Chatham-Kent",35,2,4,96,16,3,156,353
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 159","Chatham-Kent",51,4,5,145,24,0,229,394
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 160","Chatham-Kent",49,1,9,138,24,1,222,359
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 161","Chatham-Kent",23,1,5,64,30,1,124,409
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 162","Chatham-Kent",85,2,11,173,53,1,325,578
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 163","Chatham-Kent",17,0,3,55,19,0,94,316
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 164","Chatham-Kent",117,0,5,162,59,0,343,529
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 165","Chatham-Kent",37,1,0,112,23,1,174,296
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 166","Chatham-Kent",46,1,5,78,37,1,168,322
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 167","Chatham-Kent",48,1,4,111,25,1,190,322
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 168","Chatham-Kent",26,0,3,80,11,3,123,195
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 169","Chatham-Kent",34,1,12,87,18,0,152,271
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 170","Chatham-Kent",32,0,3,102,29,0,166,294
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 171","Chatham-Kent",38,1,4,81,25,0,149,295
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 172","Chatham-Kent",27,0,1,90,11,0,129,221
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 173","Chatham-Kent",44,1,5,67,23,0,140,300
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 174","Chatham-Kent",60,1,7,114,25,0,207,363
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 175","Chatham-Kent",100,4,12,139,25,0,280,524
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 176","Chatham-Kent",46,2,4,118,23,0,193,348
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 177","Chatham-Kent",38,0,3,81,29,0,151,313
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 178","Chatham-Kent",27,0,5,109,22,1,164,296
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 179","Chatham-Kent",17,0,5,85,8,0,115,230
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 180","Chatham-Kent",61,2,2,87,36,0,188,381
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 181","Chatham-Kent",66,2,3,109,37,1,218,379
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 182","Chatham-Kent",54,0,5,69,19,0,147,355
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 183","Chatham-Kent",68,0,2,59,14,3,146,345
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 184","Chatham-Kent",46,1,4,112,59,0,222,395
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 185","Chatham-Kent",55,0,5,90,20,1,171,350
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 186","Chatham-Kent",59,1,2,86,21,0,169,311
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 187","Chatham-Kent",33,0,4,69,25,1,132,255
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 188","Chatham-Kent",63,2,13,87,26,1,192,389
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 189","Chatham-Kent",60,1,3,120,50,1,235,368
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 190","Chatham-Kent",62,0,4,122,20,1,209,398
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 191","Chatham-Kent",62,1,1,108,35,0,207,342
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 192","Chatham-Kent",20,1,0,34,5,1,61,196
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 193","Chatham-Kent",83,0,5,68,21,0,177,401
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 193-1","Chatham-Kent",45,0,5,42,7,0,99,282
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 194","Chatham-Kent",61,3,6,69,14,0,153,340
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 195","Chatham-Kent",68,1,0,71,13,0,153,309
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 196","Chatham-Kent",70,0,4,73,22,1,170,352
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 197","Chatham-Kent",47,0,3,51,18,0,119,279
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 198","Chatham-Kent",62,2,4,52,12,1,133,365
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 199","Chatham-Kent",43,0,5,70,20,0,138,294
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 200","Chatham-Kent",57,0,3,126,44,0,230,384
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 201","Walpole Island 46",76,0,5,8,50,0,139,410
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 202","Walpole Island 46",59,0,4,14,53,0,130,415
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 203","Chatham-Kent",23,0,4,78,35,0,140,304
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 204","Chatham-Kent",37,0,2,82,37,0,158,290
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 205","Chatham-Kent",31,0,6,102,31,3,173,320
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 206","Chatham-Kent",43,1,0,50,17,3,114,276
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 207","Chatham-Kent",26,1,4,68,30,0,129,271
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 208","Chatham-Kent",33,0,6,118,18,2,177,288
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 209","Chatham-Kent",61,1,8,112,30,1,213,368
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 210","Chatham-Kent",69,0,13,79,48,0,209,350
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 211","Chatham-Kent",46,1,4,105,36,0,192,304
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 400","Chatham-Kent",55,2,2,34,12,0,105,166
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 500","Mobile poll/Bureau itinérant",9,0,2,49,34,2,96,135
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 501","Mobile poll/Bureau itinérant",4,1,1,43,9,2,60,89
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 502","Mobile poll/Bureau itinérant",9,4,0,20,10,1,44,82
