Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Yves Dufour,Jason Fuoco,Roger Gaudet,Marianne Girard,Manon Perreault,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24043,"Montcalm/Montcalm"," 21","Saint-Calixte",3,16,64,3,84,2,172,434
24043,"Montcalm/Montcalm"," 22","Saint-Calixte",5,15,59,3,86,0,168,406
24043,"Montcalm/Montcalm"," 22-1","Saint-Calixte",7,15,51,3,67,0,143,384
24043,"Montcalm/Montcalm"," 23","Sainte-Julienne",Void/Supprimé,,,,,,,
24043,"Montcalm/Montcalm"," 24","Sainte-Julienne",6,14,64,6,96,6,192,506
24043,"Montcalm/Montcalm"," 25","Saint-Liguori",15,18,144,11,161,7,356,509
24043,"Montcalm/Montcalm"," 26","Saint-Liguori",16,17,112,17,152,4,318,493
24043,"Montcalm/Montcalm"," 27","Saint-Liguori",11,11,155,9,156,7,349,522
24043,"Montcalm/Montcalm"," 28","Saint-Jacques",6,27,87,9,113,2,244,467
24043,"Montcalm/Montcalm"," 29","Sainte-Marie-Salomé",5,9,80,11,73,3,181,274
24043,"Montcalm/Montcalm"," 30","Sainte-Marie-Salomé",9,9,79,13,123,4,237,332
24043,"Montcalm/Montcalm"," 31","Sainte-Marie-Salomé",6,22,57,9,130,6,230,370
24043,"Montcalm/Montcalm"," 32","Saint-Jacques",7,30,76,15,136,5,269,457
24043,"Montcalm/Montcalm"," 33","Saint-Jacques",17,20,75,6,119,4,241,393
24043,"Montcalm/Montcalm"," 34","Saint-Jacques",Void/Supprimé,,,,,,,
24043,"Montcalm/Montcalm"," 35","Saint-Jacques",18,5,68,13,114,6,224,487
24043,"Montcalm/Montcalm"," 36","Saint-Jacques",10,25,61,12,144,2,254,445
24043,"Montcalm/Montcalm"," 37","Saint-Jacques",9,14,68,12,103,8,214,401
24043,"Montcalm/Montcalm"," 38","Saint-Jacques",8,14,83,11,127,11,254,455
24043,"Montcalm/Montcalm"," 39","Saint-Alexis",13,16,52,7,134,2,224,351
24043,"Montcalm/Montcalm"," 39-1","Saint-Alexis",4,18,58,7,75,4,166,284
24043,"Montcalm/Montcalm"," 40","Saint-Alexis",3,18,52,10,117,4,204,380
24043,"Montcalm/Montcalm"," 41","Saint-Esprit",17,33,57,8,105,8,228,362
24043,"Montcalm/Montcalm"," 42","Saint-Esprit",21,16,75,5,93,4,214,406
24043,"Montcalm/Montcalm"," 43","Saint-Esprit",15,27,76,4,113,7,242,371
24043,"Montcalm/Montcalm"," 44","Saint-Esprit",20,22,72,6,147,6,273,429
24043,"Montcalm/Montcalm"," 45","Saint-Lin--Laurentides",2,20,43,5,121,2,193,482
24043,"Montcalm/Montcalm"," 46","Saint-Lin--Laurentides",7,13,45,6,85,9,165,444
24043,"Montcalm/Montcalm"," 46-1","Saint-Lin--Laurentides",12,13,51,5,88,2,171,371
24043,"Montcalm/Montcalm"," 47","Saint-Lin--Laurentides",11,15,68,5,77,7,183,453
24043,"Montcalm/Montcalm"," 47-1","Saint-Lin--Laurentides",7,5,50,2,83,2,149,442
24043,"Montcalm/Montcalm"," 48","Saint-Lin--Laurentides",4,7,44,5,79,4,143,395
24043,"Montcalm/Montcalm"," 49","Saint-Lin--Laurentides",5,19,54,4,72,0,154,411
24043,"Montcalm/Montcalm"," 50","Saint-Lin--Laurentides",4,45,48,6,117,7,227,432
24043,"Montcalm/Montcalm"," 51","Saint-Lin--Laurentides",8,22,51,9,123,3,216,429
24043,"Montcalm/Montcalm"," 52","Saint-Lin--Laurentides",2,14,45,3,91,4,159,417
24043,"Montcalm/Montcalm"," 53","Saint-Lin--Laurentides",15,24,47,6,90,5,187,456
24043,"Montcalm/Montcalm"," 53-1","Saint-Lin--Laurentides",6,22,49,4,137,7,225,407
24043,"Montcalm/Montcalm"," 54","Saint-Lin--Laurentides",19,24,52,5,97,3,200,463
24043,"Montcalm/Montcalm"," 55","Laurentides",9,20,58,6,97,3,193,361
24043,"Montcalm/Montcalm"," 56","Saint-Lin--Laurentides",13,17,81,12,176,1,300,579
24043,"Montcalm/Montcalm"," 57","Saint-Lin--Laurentides",6,12,68,3,92,4,185,420
24043,"Montcalm/Montcalm"," 58","Saint-Lin--Laurentides",16,17,61,7,86,3,190,449
24043,"Montcalm/Montcalm"," 59","Saint-Lin--Laurentides",12,3,68,10,113,5,211,431
24043,"Montcalm/Montcalm"," 59-1","Saint-Lin--Laurentides",6,7,56,5,126,4,204,482
24043,"Montcalm/Montcalm"," 59-2","Saint-Lin--Laurentides",7,16,57,1,97,4,182,441
24043,"Montcalm/Montcalm"," 60","Saint-Lin--Laurentides",14,13,66,2,119,5,219,440
24043,"Montcalm/Montcalm"," 61A","Saint-Lin--Laurentides",1,2,29,2,71,3,108,242
24043,"Montcalm/Montcalm"," 61B","Saint-Lin--Laurentides",10,15,64,4,120,5,218,421
24043,"Montcalm/Montcalm"," 61-1","Saint-Lin--Laurentides",5,15,55,5,125,1,206,455
24043,"Montcalm/Montcalm"," 61-2","Saint-Lin--Laurentides",15,22,61,7,133,6,244,502
24043,"Montcalm/Montcalm"," 61-3","Saint-Lin",10,15,68,6,114,3,216,451
24043,"Montcalm/Montcalm"," 62","Saint-Lin",8,15,77,4,140,5,249,525
24043,"Montcalm/Montcalm"," 62-1","Saint-Lin--Laurentides",7,18,63,3,157,5,253,521
24043,"Montcalm/Montcalm"," 63","Saint-Lin--Laurentides",8,9,69,5,119,8,218,447
24043,"Montcalm/Montcalm"," 64","Saint-Roch-Ouest",17,22,59,5,141,1,245,470
24043,"Montcalm/Montcalm"," 65","Saint-Roch-de-l'Achigan",6,17,97,6,137,9,272,573
24043,"Montcalm/Montcalm"," 66","Saint-Roch-de-l'Achigan",7,11,71,4,108,5,206,469
24043,"Montcalm/Montcalm"," 67","Saint-Roch-de-l'Achigan",11,18,77,14,127,6,253,468
24043,"Montcalm/Montcalm"," 68","Saint-Roch-de-l'Achigan",6,23,63,5,136,6,239,478
24043,"Montcalm/Montcalm"," 69","Saint-Roch-de-l'Achigan",8,18,79,5,130,2,242,423
24043,"Montcalm/Montcalm"," 70","Saint-Roch-de-l'Achigan",5,14,60,5,81,3,168,374
24043,"Montcalm/Montcalm"," 71","Saint-Roch-de-l'Achigan",5,19,48,5,99,2,178,369
24043,"Montcalm/Montcalm"," 72","Saint-Roch-de-l'Achigan",11,14,45,4,78,4,156,297
24043,"Montcalm/Montcalm"," 73","Mascouche",7,21,78,22,119,4,251,497
24043,"Montcalm/Montcalm"," 74","Mascouche",10,40,66,13,131,7,267,483
24043,"Montcalm/Montcalm"," 75","La Plaine",3,18,79,9,126,0,235,491
24043,"Montcalm/Montcalm"," 76","La Plaine",15,23,78,13,123,9,261,518
24043,"Montcalm/Montcalm"," 77","La Plaine",6,23,44,9,107,5,194,412
24043,"Montcalm/Montcalm"," 78","La Plaine",8,10,72,5,94,6,195,462
24043,"Montcalm/Montcalm"," 79","La Plaine",15,27,78,6,166,9,301,540
24043,"Montcalm/Montcalm"," 80","La Plaine",17,15,100,10,144,5,291,498
24043,"Montcalm/Montcalm"," 80-1","La Plaine",9,23,69,9,134,5,249,501
24043,"Montcalm/Montcalm"," 81","La Plaine",11,15,56,6,117,4,209,386
24043,"Montcalm/Montcalm"," 81-1","La Plaine",11,10,74,11,110,7,223,410
24043,"Montcalm/Montcalm"," 82","La Plaine",9,13,76,7,125,6,236,384
24043,"Montcalm/Montcalm"," 83","La Plaine",9,16,55,11,123,2,216,417
24043,"Montcalm/Montcalm"," 84","La Plaine",8,11,63,6,102,3,193,403
24043,"Montcalm/Montcalm"," 85","La Plaine",8,18,57,4,115,9,211,401
24043,"Montcalm/Montcalm"," 86","La Plaine",18,20,44,7,157,1,247,456
24043,"Montcalm/Montcalm"," 86-1","La Plaine",4,6,57,1,99,6,173,331
24043,"Montcalm/Montcalm"," 87","La Plaine",8,15,103,11,108,3,248,473
24043,"Montcalm/Montcalm"," 88","La Plaine",15,13,83,10,158,6,285,517
24043,"Montcalm/Montcalm"," 88-1","La Plaine",12,24,70,6,130,0,242,498
24043,"Montcalm/Montcalm"," 89","La Plaine",11,11,68,11,177,3,281,507
24043,"Montcalm/Montcalm"," 90","La Plaine",8,11,57,6,110,2,194,384
24043,"Montcalm/Montcalm"," 91","La Plaine",19,14,78,7,114,5,237,495
24043,"Montcalm/Montcalm"," 91-1","La Plaine",15,18,53,1,100,2,189,348
24043,"Montcalm/Montcalm"," 92","La Plaine",7,24,59,6,107,8,211,438
24043,"Montcalm/Montcalm"," 92-1","La Plaine",24,24,80,6,148,4,286,629
24043,"Montcalm/Montcalm"," 93","La Plaine",10,16,63,7,97,7,200,460
24043,"Montcalm/Montcalm"," 93-1","La Plaine",6,8,58,6,117,6,201,450
24043,"Montcalm/Montcalm"," 93-2","La Plaine",15,14,76,11,144,6,266,631
24043,"Montcalm/Montcalm"," 94","La Plaine",9,13,53,6,135,2,218,466
24043,"Montcalm/Montcalm"," 95","La Plaine",10,13,71,9,156,7,266,519
24043,"Montcalm/Montcalm"," 95-1","La Plaine",12,20,68,8,143,9,260,502
24043,"Montcalm/Montcalm"," 96","La Plaine",12,14,81,8,120,5,240,495
24043,"Montcalm/Montcalm"," 96-1","La Plaine",10,8,74,4,137,6,239,447
24043,"Montcalm/Montcalm"," 97","La Plaine",9,8,71,12,131,0,231,493
24043,"Montcalm/Montcalm"," 98","La Plaine",9,16,58,7,93,6,189,414
24043,"Montcalm/Montcalm"," 99A","La Plaine",8,18,52,5,92,3,178,332
24043,"Montcalm/Montcalm"," 99B","La Plaine",3,12,37,6,85,3,146,305
24043,"Montcalm/Montcalm"," 100","Mascouche",16,25,53,7,131,4,236,446
24043,"Montcalm/Montcalm"," 101","Mascouche",3,16,74,6,93,3,195,387
24043,"Montcalm/Montcalm"," 102","Mascouche",9,22,57,17,153,6,264,455
24043,"Montcalm/Montcalm"," 103","Mascouche",12,16,78,7,115,5,233,476
24043,"Montcalm/Montcalm"," 104","Mascouche",20,18,95,16,140,8,297,519
24043,"Montcalm/Montcalm"," 105","Mascouche",18,38,69,13,167,4,309,485
24043,"Montcalm/Montcalm"," 105-1","Mascouche",13,29,78,13,131,3,267,429
24043,"Montcalm/Montcalm"," 106","Mascouche",15,23,82,21,190,7,338,490
24043,"Montcalm/Montcalm"," 107","Mascouche",19,13,76,8,89,3,208,386
24043,"Montcalm/Montcalm"," 108","Mascouche",6,22,91,13,148,3,283,482
24043,"Montcalm/Montcalm"," 109","Mascouche",11,12,73,13,139,3,251,435
24043,"Montcalm/Montcalm"," 109-1","Mascouche",10,15,57,11,139,2,234,429
24043,"Montcalm/Montcalm"," 110","Mascouche",14,21,70,11,127,3,246,484
24043,"Montcalm/Montcalm"," 111","Mascouche",16,14,87,8,114,11,250,442
24043,"Montcalm/Montcalm"," 112","Mascouche",13,20,63,11,127,7,241,423
24043,"Montcalm/Montcalm"," 113","Mascouche",13,26,79,6,153,5,282,419
24043,"Montcalm/Montcalm"," 114","Mascouche",7,12,76,12,122,2,231,444
24043,"Montcalm/Montcalm"," 115","Mascouche",19,16,86,10,177,2,310,522
24043,"Montcalm/Montcalm"," 116","Mascouche",13,32,79,11,148,0,283,470
24043,"Montcalm/Montcalm"," 117","Mascouche",16,30,76,13,151,3,289,498
24043,"Montcalm/Montcalm"," 118","Mascouche",15,17,68,16,136,6,258,467
24043,"Montcalm/Montcalm"," 119","Mascouche",3,10,79,17,142,7,258,495
24043,"Montcalm/Montcalm"," 120","Mascouche",11,19,96,15,191,1,333,483
24043,"Montcalm/Montcalm"," 120-1","Mascouche",14,8,55,17,177,3,274,474
24043,"Montcalm/Montcalm"," 121","Mascouche",7,20,93,22,157,4,303,482
24043,"Montcalm/Montcalm"," 121-1","Mascouche",11,16,72,15,176,4,294,553
24043,"Montcalm/Montcalm"," 122","Mascouche",9,20,77,12,129,7,254,510
24043,"Montcalm/Montcalm"," 123","Mascouche",13,13,80,11,137,7,261,452
24043,"Montcalm/Montcalm"," 124","Mascouche",8,15,77,17,162,4,283,506
24043,"Montcalm/Montcalm"," 125","Mascouche",6,10,73,10,98,3,200,407
24043,"Montcalm/Montcalm"," 126","Mascouche",12,8,78,11,138,4,251,432
24043,"Montcalm/Montcalm"," 127","Mascouche",12,14,60,14,126,4,230,391
24043,"Montcalm/Montcalm"," 128","Mascouche",8,18,84,12,146,4,272,414
24043,"Montcalm/Montcalm"," 129","Mascouche",8,15,84,12,158,7,284,452
24043,"Montcalm/Montcalm"," 130","Mascouche",4,15,92,19,145,5,280,479
24043,"Montcalm/Montcalm"," 131","Mascouche",12,10,94,22,128,1,267,418
24043,"Montcalm/Montcalm"," 132","Mascouche",12,22,74,18,146,6,278,458
24043,"Montcalm/Montcalm"," 132-1","Mascouche",17,15,101,12,132,4,281,443
24043,"Montcalm/Montcalm"," 133","Mascouche",20,24,89,21,175,5,334,539
24043,"Montcalm/Montcalm"," 133-1","Mascouche",10,23,46,3,97,1,180,355
24043,"Montcalm/Montcalm"," 133-2","Mascouche",36,41,72,4,114,7,274,420
24043,"Montcalm/Montcalm"," 133-3","Mascouche",17,15,54,20,127,0,233,447
24043,"Montcalm/Montcalm"," 133-4","Mascouche",14,22,71,17,155,0,279,491
24043,"Montcalm/Montcalm"," 133-5","Mascouche",13,10,64,7,111,1,206,435
24043,"Montcalm/Montcalm"," 133-6","Mascouche",10,16,62,7,132,5,232,517
24043,"Montcalm/Montcalm"," 133-7","Mascouche",13,24,46,11,120,0,214,378
24043,"Montcalm/Montcalm"," 133-8","Mascouche",7,20,43,14,164,2,250,449
24043,"Montcalm/Montcalm"," 133-9","Mascouche",17,16,67,11,126,2,239,445
24043,"Montcalm/Montcalm"," 134","Mascouche",8,13,59,10,122,5,217,407
24043,"Montcalm/Montcalm"," 134-1","Mascouche",12,29,85,11,161,4,302,579
24043,"Montcalm/Montcalm"," 134-2A","Mascouche",10,18,67,15,142,4,256,401
24043,"Montcalm/Montcalm"," 134-2B","Mascouche",11,18,72,10,119,3,233,364
24043,"Montcalm/Montcalm"," 134-3A","Mascouche",14,16,52,15,100,5,202,329
24043,"Montcalm/Montcalm"," 134-3B","Mascouche",17,14,37,2,119,1,190,349
24043,"Montcalm/Montcalm"," 135","Mascouche",13,18,60,18,117,0,226,443
24043,"Montcalm/Montcalm"," 136","Mascouche",11,19,48,8,107,8,201,422
24043,"Montcalm/Montcalm"," 137","Mascouche",11,24,59,8,105,4,211,472
24043,"Montcalm/Montcalm"," 138","Mascouche",9,21,66,13,163,4,276,452
24043,"Montcalm/Montcalm"," 139","Mascouche",22,20,89,15,164,5,315,490
24043,"Montcalm/Montcalm"," 140","Mascouche",13,9,87,7,166,3,285,412
24043,"Montcalm/Montcalm"," 141","Mascouche",9,14,90,21,168,5,307,473
24043,"Montcalm/Montcalm"," 142","Mascouche",18,23,64,22,152,4,283,437
24043,"Montcalm/Montcalm"," 143","Mascouche",14,17,60,15,155,7,268,481
24043,"Montcalm/Montcalm"," 144","Lachenaie",16,19,62,2,132,5,236,425
24043,"Montcalm/Montcalm"," 145","Lachenaie",13,9,92,7,126,3,250,398
24043,"Montcalm/Montcalm"," 146","Lachenaie",10,6,63,8,104,2,193,392
24043,"Montcalm/Montcalm"," 147","Lachenaie",49,35,69,14,158,7,332,463
24043,"Montcalm/Montcalm"," 148","Lachenaie",37,43,64,12,166,1,323,475
24043,"Montcalm/Montcalm"," 148-1","Lachenaie",35,35,64,6,161,6,307,469
24043,"Montcalm/Montcalm"," 149","Lachenaie",40,22,61,18,167,1,309,450
24043,"Montcalm/Montcalm"," 150","Lachenaie",19,29,61,11,157,4,281,471
24043,"Montcalm/Montcalm"," 151","Lachenaie",9,24,48,2,108,1,192,339
24043,"Montcalm/Montcalm"," 152","Lachenaie",12,25,58,9,83,1,188,390
24043,"Montcalm/Montcalm"," 153","Lachenaie",19,21,76,4,188,9,317,499
24043,"Montcalm/Montcalm"," 153-1","Lachenaie",18,24,76,9,184,5,316,612
24043,"Montcalm/Montcalm"," 153-2","Lachenaie",14,11,51,9,105,1,191,429
24043,"Montcalm/Montcalm"," 153-3","Lachenaie",29,17,75,7,159,8,295,490
24043,"Montcalm/Montcalm"," 154","Lachenaie",14,19,82,5,144,10,274,477
24043,"Montcalm/Montcalm"," 155","Lachenaie",16,25,73,7,128,3,252,450
24043,"Montcalm/Montcalm"," 156","Lachenaie",15,14,60,6,112,3,210,396
24043,"Montcalm/Montcalm"," 157","Lachenaie",19,16,67,13,168,12,295,479
24043,"Montcalm/Montcalm"," 158","Lachenaie",14,25,76,15,175,6,311,488
24043,"Montcalm/Montcalm"," 159","Lachenaie",18,13,96,9,186,10,332,467
24043,"Montcalm/Montcalm"," 160","Lachenaie",9,21,118,13,179,5,345,525
24043,"Montcalm/Montcalm"," 161","Lachenaie",13,20,67,13,145,5,263,397
24043,"Montcalm/Montcalm"," 162","Lachenaie",13,16,74,16,158,7,284,525
24043,"Montcalm/Montcalm"," 163","Lachenaie",17,18,67,10,131,8,251,472
24043,"Montcalm/Montcalm"," 163-1","Lachenaie",15,23,77,12,158,3,288,489
24043,"Montcalm/Montcalm"," 164","Lachenaie",23,12,80,8,176,3,302,485
24043,"Montcalm/Montcalm"," 165","Lachenaie",21,16,70,8,160,2,277,505
24043,"Montcalm/Montcalm"," 165-1","Lachenaie",15,17,61,10,170,1,274,465
24043,"Montcalm/Montcalm"," 165-2","Lachenaie",22,20,63,7,151,3,266,470
24043,"Montcalm/Montcalm"," 166","Lachenaie",21,19,84,5,149,8,286,457
24043,"Montcalm/Montcalm"," 167","Lachenaie",18,20,78,10,181,11,318,542
24043,"Montcalm/Montcalm"," 168","Mascouche",8,22,69,17,125,6,247,430
24043,"Montcalm/Montcalm"," 169","Mascouche",9,22,89,7,164,6,297,439
24043,"Montcalm/Montcalm"," 170","Mascouche",9,18,60,13,118,6,224,357
24043,"Montcalm/Montcalm"," 171","Mascouche",20,11,93,8,118,4,254,378
24043,"Montcalm/Montcalm"," 172","Mascouche",15,24,78,13,158,7,295,536
24043,"Montcalm/Montcalm"," 173","Lachenaie",11,18,78,9,138,7,261,468
24043,"Montcalm/Montcalm"," 174","Lachenaie",7,12,72,10,112,6,219,394
24043,"Montcalm/Montcalm"," 174-1","Lachenaie",18,21,79,7,163,4,292,501
24043,"Montcalm/Montcalm"," 175","Lachenaie",15,27,77,9,152,1,281,438
24043,"Montcalm/Montcalm"," 176","Lachenaie",16,21,66,3,196,5,307,527
24043,"Montcalm/Montcalm"," 176-1","Lachenaie",30,24,81,7,151,2,295,514
24043,"Montcalm/Montcalm"," 176-2","Terrebonne",31,39,44,4,156,7,281,495
24043,"Montcalm/Montcalm"," 176-3","Terrebonne",32,30,54,4,166,3,289,492
24043,"Montcalm/Montcalm"," 176-4","Terrebonne",12,18,26,3,102,2,163,298
24043,"Montcalm/Montcalm"," 176-5","Lachenaie",13,21,45,3,120,4,206,412
24043,"Montcalm/Montcalm"," 177","Lachenaie",22,16,68,7,157,5,275,488
24043,"Montcalm/Montcalm"," 178","Lachenaie",14,16,67,0,124,3,224,334
24043,"Montcalm/Montcalm"," 179","Lachenaie",26,17,93,7,207,2,352,503
24043,"Montcalm/Montcalm"," 180","Lachenaie",25,22,103,5,138,2,295,445
24043,"Montcalm/Montcalm"," 181","Lachenaie",15,23,97,8,131,4,278,434
24043,"Montcalm/Montcalm"," 182","Lachenaie",36,36,73,7,182,4,338,568
24043,"Montcalm/Montcalm"," 183","Lachenaie",10,26,91,6,177,12,322,513
24043,"Montcalm/Montcalm"," 500","Mobile poll/Bureau itinérant",7,13,16,3,9,4,52,218
24043,"Montcalm/Montcalm"," 501","Mobile poll/Bureau itinérant",25,11,26,7,20,4,93,202
24043,"Montcalm/Montcalm"," 600","Saint-Calixte",31,58,261,9,261,9,629,
24043,"Montcalm/Montcalm"," 601","Sainte-Julienne",58,70,348,22,393,11,902,
24043,"Montcalm/Montcalm"," 602","Saint-Jacques",34,66,177,13,248,6,544,
24043,"Montcalm/Montcalm"," 603","Saint-Roch-de-l'Achigan--Saint-Esprit",18,47,144,9,184,8,410,
24043,"Montcalm/Montcalm"," 604","Saint-Lin--Laurentides",46,97,261,17,369,12,802,
24043,"Montcalm/Montcalm"," 605","La Plaine--Saint-Lin",15,29,105,6,97,4,256,
24043,"Montcalm/Montcalm"," 606","La Plaine",21,43,156,5,184,8,417,
24043,"Montcalm/Montcalm"," 607","La Plaine",25,32,159,24,206,10,456,
24043,"Montcalm/Montcalm"," 608","Mascouche",28,51,215,16,234,6,550,
24043,"Montcalm/Montcalm"," 609","Mascouche",45,54,175,27,288,11,600,
24043,"Montcalm/Montcalm"," 610","Mascouche",20,43,176,21,215,8,483,
24043,"Montcalm/Montcalm"," 611","Mascouche",42,51,195,31,252,10,581,
24043,"Montcalm/Montcalm"," 612","Lachenaie",41,54,212,15,246,6,574,
24043,"Montcalm/Montcalm"," 613","Lachenaie",43,39,199,12,352,1,646,
24043,"Montcalm/Montcalm"," 614","Lachenaie",39,45,159,5,248,7,503,
24043,"Montcalm/Montcalm",,Group 1/Groupe 1,25,27,23,3,14,10,102,193
24043,"Montcalm/Montcalm",,Group 2/Groupe 2,33,33,141,19,116,18,360,
