Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dan Albas,Dan Bouchard,David Finnis,John Kidder,Sean Upshaw,Dietrich Wittel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 44","Glenrosa",79,37,51,20,3,3,1,194,411
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 45","Glenrosa",107,30,72,18,4,0,0,231,442
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 46","Glenrosa",110,19,47,13,4,0,0,193,428
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 47A","Westbank",59,11,31,3,5,1,1,111,254
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 47B","Westbank",49,12,33,9,5,0,0,108,258
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 48","Glenrosa",162,13,73,16,11,0,0,275,451
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 48-1A","Glenrosa",79,8,45,13,4,0,2,151,265
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 48-1B","Glenrosa",81,7,38,7,6,1,0,140,258
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 48-2","Glenrosa",120,20,31,18,12,1,1,203,399
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 49A","Westbank",90,19,53,14,4,2,0,182,437
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 49B","Mobile poll/Bureau itinérant",Merged with No. 507/Fusionné avec le nº 507,,,,,,,,65
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 50","Westbank",64,17,37,8,2,0,0,128,325
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 51A","Tsinstikeptum 9",90,5,30,8,7,0,0,140,267
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 51B","Tsinstikeptum 9",75,3,45,8,11,0,0,142,279
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 51-1","Tsinstikeptum 9",113,5,31,12,13,1,1,176,357
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 52A","Tsinstikeptum 9",54,7,34,8,3,0,0,106,219
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 52B","Tsinstikeptum 9",60,7,33,6,5,0,0,111,243
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 52-1","Tsinstikeptum 9",47,11,23,6,5,1,0,93,250
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 53A","Westbank",56,16,25,15,2,0,1,115,246
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 53B","Westbank",76,8,24,22,3,0,1,134,234
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 54A","Westbank",91,13,47,9,4,2,0,166,319
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 54B","Westbank",87,12,42,13,4,0,0,158,329
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 55A","Westbank",95,19,24,7,7,0,1,153,302
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 55B","Westbank",83,19,35,24,4,0,1,166,303
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 56","Westbank",89,12,18,18,4,0,1,142,298
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 57","Westbank",146,12,58,18,9,0,0,243,440
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 58A","Westbank",80,7,19,8,3,0,0,117,278
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 58B","Westbank",105,11,29,4,6,0,0,155,283
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 58-1","Westbank",136,7,49,20,12,0,1,225,373
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 59","Tsinstikeptum 9",Void/Supprimé,,,,,,,,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 60A","West Kelowna",94,15,48,17,5,2,1,182,333
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 60B","West Kelowna",128,5,33,15,0,0,0,181,346
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 60-1A","West Kelowna",72,18,28,12,0,1,0,131,239
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 60-1B","West Kelowna",61,14,25,10,1,0,0,111,202
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 61A","West Kelowna",82,5,26,21,6,0,0,140,268
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 61B","West Kelowna",80,9,14,18,5,0,0,126,233
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 61-1A","West Kelowna",99,17,29,18,5,0,0,168,331
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 61-1B","West Kelowna",94,11,34,17,3,0,1,160,367
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 62A","West Kelowna",80,5,29,8,1,0,0,123,246
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 62B","West Kelowna",90,8,33,19,1,1,0,152,266
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 63A","West Kelowna",61,12,29,21,0,0,0,123,240
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 63B","West Kelowna",61,16,34,23,4,1,0,139,258
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 64A","Tsinstikeptum 10",61,10,38,16,2,0,0,127,290
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 64B","Tsinstikeptum 10",82,13,40,13,1,0,0,149,299
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 65","Tsinstikeptum 10",94,11,36,17,1,0,0,159,360
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 66","Westbank",114,8,38,19,5,0,0,184,349
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 66-1","Westbank",150,9,33,36,8,1,0,237,389
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 67A","Westbank",77,3,25,6,2,0,1,114,245
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 67B","Westbank",56,5,25,14,3,0,1,104,222
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 67-1A","Westbank",79,12,37,10,3,1,0,142,308
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 67-1B","Westbank",61,14,29,6,3,0,1,114,276
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 68A","Tsinstikeptum 9",91,5,27,7,7,1,0,138,272
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 68B","Tsinstikeptum 9",99,6,31,17,4,0,0,157,332
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 68C","Tsinstikeptum 9",73,11,29,14,4,0,0,131,317
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 69A","Westbank",77,12,41,12,5,0,0,147,310
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 69B","Westbank",84,5,34,9,5,0,0,137,321
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 70","Tsinstikeptum 9",64,1,35,10,3,0,0,113,190
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 71A","Tsinstikeptum 9",45,9,29,3,1,0,1,88,263
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 71B","Tsinstikeptum 9",34,12,31,1,5,0,0,83,238
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 72A","Westbank",119,8,24,24,5,0,0,180,331
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 72B","Westbank",123,6,28,14,4,1,0,176,296
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 72-1","Westbank",94,5,30,23,6,2,0,160,319
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 73","Tsinstikeptum 9",69,1,36,8,4,0,0,118,246
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 74","Tsinstikeptum 9",69,12,51,10,4,0,0,146,362
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 75A","Tsinstikeptum 9",54,8,32,4,5,0,0,103,255
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 75B","Tsinstikeptum 9",59,9,34,3,10,1,0,116,256
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 75C","Tsinstikeptum 9",50,9,35,4,3,0,0,101,236
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 76","Westbank",70,19,56,9,6,0,0,160,408
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 77A","Lakeview Heights",78,5,14,14,6,0,0,117,221
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 77B","Lakeview Heights",69,18,18,11,5,0,0,121,242
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 78A","Lakeview Heights",91,1,11,15,0,1,0,119,259
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 78B","Lakeview Heights",68,2,11,10,3,0,0,94,212
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 79A","Lakeview Heights",72,6,21,17,6,0,0,122,224
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 79B","Lakeview Heights",87,9,23,11,4,1,0,135,230
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 80A","Lakeview Heights",56,11,22,12,3,0,0,104,205
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 80B","Lakeview Heights",82,4,21,7,3,0,1,118,223
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 81A","Lakeview Heights",64,10,28,14,3,0,0,119,236
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 81B","Lakeview Heights",55,18,27,8,5,0,0,113,229
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 82A","Lakeview Heights",58,18,26,13,4,1,0,120,257
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 82B","Lakeview Heights",64,7,34,23,10,0,0,138,274
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 83","Westbank",99,13,31,14,3,0,0,160,374
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 84A","Lakeview Heights",54,18,32,16,3,0,0,123,223
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 84B","Lakeview Heights",57,14,23,19,3,0,0,116,260
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 85A","Lakeview Heights",59,9,33,13,2,0,1,117,221
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 85B","Lakeview Heights",64,6,22,14,2,2,0,110,226
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 86","Casa Loma",109,8,17,24,3,3,0,164,345
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 87A","Summerland",74,21,32,11,0,0,1,139,257
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 87B","Summerland",63,25,28,12,1,0,0,129,278
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 88","Naramata",71,35,53,49,2,0,1,211,351
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 89","Summerland",142,25,49,26,0,1,1,244,403
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 90","Summerland",143,18,50,26,6,0,0,243,450
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 91","Summerland",138,33,56,22,7,0,0,256,451
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 92","Summerland",46,21,43,12,1,0,0,123,232
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 93A","Summerland",79,14,48,20,0,0,1,162,286
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 93B","Summerland",56,15,37,19,1,0,0,128,230
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 94","Summerland",70,37,51,19,4,1,0,182,302
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 95","Summerland",122,28,67,27,8,0,1,253,394
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 96","Summerland",103,22,60,10,4,0,0,199,355
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 97","Summerland",140,41,50,22,2,1,0,256,448
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 98","Summerland",139,16,69,14,5,0,0,243,435
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 99A","Summerland",66,19,40,16,3,1,0,145,271
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 99B","Summerland",66,17,38,20,5,0,0,146,278
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 100","Summerland",85,9,55,22,2,1,1,175,304
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 101","Summerland",108,24,59,29,2,1,0,223,411
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 102","Summerland",117,27,51,21,3,0,0,219,381
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 103","Summerland",96,10,76,17,3,0,0,202,368
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 104A","Summerland",54,6,43,14,0,0,0,117,244
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 104B","Summerland",64,13,38,10,2,0,0,127,238
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 104-1A","Summerland",72,10,33,14,0,0,1,130,222
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 104-1B","Summerland",70,23,32,26,2,1,0,154,247
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 105A","Summerland",65,26,47,26,2,1,1,168,264
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 105B","Summerland",80,10,55,16,0,0,1,162,275
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 106A","Summerland",98,20,32,28,0,0,0,178,275
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 106B","Summerland",85,15,42,22,2,0,0,166,266
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 107","Naramata",67,32,49,31,0,0,0,179,254
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 108","Penticton 1",Void/Supprimé,,,,,,,,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 109A","Penticton 1",87,26,48,31,2,0,0,194,227
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 109B","Penticton 1",80,21,39,22,1,0,0,163,238
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 109-1A","Penticton 1",Merged with No. 109B/Fusionné avec le nº 109B,,,,,,,,237
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 109-1B","Penticton 1",98,26,35,18,2,1,0,180,287
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 110","Penticton 1",89,32,58,34,1,1,1,216,328
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 111","Penticton 1",71,32,32,28,4,0,0,167,265
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 112A","Penticton 1",98,5,28,20,2,0,0,153,268
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 112B","Penticton 1",112,11,24,25,2,0,1,175,287
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 113","Penticton 1",Void/Supprimé,,,,,,,,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 114","Penticton",78,40,42,42,6,2,0,210,378
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 115","Naramata",99,36,47,28,4,3,1,218,333
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 116A","Naramata",65,21,49,23,1,0,0,159,260
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 116B","Naramata",58,29,50,18,2,1,0,158,240
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 117A","Penticton",70,20,30,28,0,0,2,150,279
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 117B","Penticton",87,23,35,28,1,1,0,175,296
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 118A","Penticton",74,17,34,25,1,0,2,153,274
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 118B","Penticton",74,21,32,29,0,5,1,162,307
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 119","Penticton",71,15,40,16,0,1,0,143,351
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 120","Penticton",78,24,40,23,1,2,0,168,322
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 121","Penticton",88,22,43,19,5,1,0,178,390
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 122","Penticton",77,39,62,46,1,3,0,228,484
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 123","Penticton",110,32,44,38,2,0,1,227,408
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 124","Penticton",101,41,71,44,0,0,0,257,458
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 125","Penticton",92,37,26,39,4,2,1,201,317
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 126","Penticton",69,44,48,24,1,1,0,187,422
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 127","Penticton",102,34,68,33,1,2,0,240,469
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 128","Penticton",66,23,74,17,2,0,0,182,416
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 129","Penticton",82,21,47,14,0,0,0,164,419
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 130","Penticton",61,16,42,22,2,0,0,143,330
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 131A","Penticton",51,16,48,9,2,0,0,126,227
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 131B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,116
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 131C","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,27
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 132A","Penticton",45,19,33,20,2,1,0,120,301
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 132B","Penticton",51,19,60,11,1,1,1,144,291
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 133","Penticton",59,20,49,17,0,0,0,145,387
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 134A","Penticton",62,18,38,11,1,0,0,130,253
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 134B","Penticton",45,30,51,6,1,1,1,135,268
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 135","Penticton",104,29,71,22,2,2,0,230,455
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 136","Penticton",82,26,57,19,4,1,0,189,347
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 137","Penticton",103,32,54,21,0,1,0,211,467
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 138","Penticton",65,14,47,23,1,1,0,151,363
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 139","Penticton",51,15,33,13,1,0,0,113,291
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 140","Penticton",85,29,53,19,2,2,0,190,411
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 141","Penticton",66,26,47,17,3,2,0,161,308
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 142","Penticton",73,19,37,17,2,1,0,149,355
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 143","Penticton",63,30,78,15,2,1,0,189,418
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 144","Penticton",84,24,62,13,2,4,0,189,361
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 145","Penticton",92,45,59,26,2,0,0,224,384
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 146","Penticton",74,28,58,16,2,1,0,179,333
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 147","Penticton",97,46,53,32,3,0,1,232,431
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 148","Penticton",137,38,59,18,2,0,0,254,426
