Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Michael Bates,Michael Bell,Dean Del Mastro,Betsy McGregor,Dave Nickle,Gordon Scott,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35071,"Peterborough/Peterborough"," 26","Hall's Glen",0,3,119,28,44,2,2,198,325
35071,"Peterborough/Peterborough"," 27","Hall's Glen",0,6,159,50,53,0,1,269,489
35071,"Peterborough/Peterborough"," 28","Douro-Dummer",0,11,147,47,43,0,0,248,449
35071,"Peterborough/Peterborough"," 29","Warsaw",0,3,127,42,53,4,0,229,447
35071,"Peterborough/Peterborough"," 30","Douro-Dummer",0,1,88,17,26,3,0,135,236
35071,"Peterborough/Peterborough"," 31","Douro",0,7,169,44,67,1,1,289,440
35071,"Peterborough/Peterborough"," 32","Douro",0,10,124,49,38,0,0,221,365
35071,"Peterborough/Peterborough"," 33","Donwood",0,7,196,61,67,5,1,337,545
35071,"Peterborough/Peterborough"," 34","Donwood",0,8,126,24,76,1,1,236,373
35071,"Peterborough/Peterborough"," 35","Donwood",2,7,132,40,68,0,2,251,464
35071,"Peterborough/Peterborough"," 36","Ennismore",0,5,141,25,45,0,0,216,432
35071,"Peterborough/Peterborough"," 36-1","Smith-Ennismore-Lakefield",2,3,72,8,38,2,0,125,235
35071,"Peterborough/Peterborough"," 37","Ennismore",0,7,154,40,57,0,0,258,450
35071,"Peterborough/Peterborough"," 38","Ennismore",0,7,174,34,29,0,1,245,481
35071,"Peterborough/Peterborough"," 39","Ennismore",0,6,103,26,52,0,0,187,414
35071,"Peterborough/Peterborough"," 40","Ennismore",0,4,81,32,28,0,0,145,272
35071,"Peterborough/Peterborough"," 40-1","Smith-Ennismore-Lakefield",1,6,111,21,34,0,0,173,305
35071,"Peterborough/Peterborough"," 41","Ennismore",0,2,130,21,51,0,2,206,416
35071,"Peterborough/Peterborough"," 42","Ennismore",0,4,99,16,35,1,0,155,312
35071,"Peterborough/Peterborough"," 43","Bridgenorth",0,4,134,17,26,0,1,182,327
35071,"Peterborough/Peterborough"," 44","Bridgenorth",0,12,137,40,50,1,1,241,411
35071,"Peterborough/Peterborough"," 45","Bridgenorth",0,3,73,12,31,1,0,120,249
35071,"Peterborough/Peterborough"," 46","Bridgenorth",1,7,69,22,36,0,1,136,288
35071,"Peterborough/Peterborough"," 47","Ennismore",0,10,192,46,58,0,1,307,569
35071,"Peterborough/Peterborough"," 48","Fowlers Corners",0,5,163,34,40,1,0,243,486
35071,"Peterborough/Peterborough"," 49","Fowlers Corners",0,3,148,42,57,1,0,251,526
35071,"Peterborough/Peterborough"," 50","Peterborough",0,14,187,99,99,3,1,403,791
35071,"Peterborough/Peterborough"," 51","Peterborough",0,22,232,80,103,1,1,439,719
35071,"Peterborough/Peterborough"," 52","Peterborough",0,9,182,44,62,2,0,299,512
35071,"Peterborough/Peterborough"," 53","Peterborough",0,11,13,17,27,1,0,69,79
35071,"Peterborough/Peterborough"," 54","Peterborough",0,3,46,35,20,0,1,105,194
35071,"Peterborough/Peterborough"," 55","Peterborough",0,12,131,53,41,1,0,238,473
35071,"Peterborough/Peterborough"," 56","Peterborough",1,4,101,56,54,1,0,217,464
35071,"Peterborough/Peterborough"," 57","Peterborough",0,3,72,44,35,0,0,154,309
35071,"Peterborough/Peterborough"," 58","Peterborough",0,4,82,23,55,1,1,166,290
35071,"Peterborough/Peterborough"," 59","Peterborough",0,4,85,37,58,0,0,184,292
35071,"Peterborough/Peterborough"," 60","Peterborough",0,3,66,34,32,0,0,135,307
35071,"Peterborough/Peterborough"," 61","Peterborough",1,14,155,103,78,1,1,353,597
35071,"Peterborough/Peterborough"," 61-1","Peterborough",1,8,119,78,86,2,1,295,578
35071,"Peterborough/Peterborough"," 62","Peterborough",1,8,81,29,38,0,0,157,428
35071,"Peterborough/Peterborough"," 63","Peterborough",0,1,104,42,44,2,0,193,422
35071,"Peterborough/Peterborough"," 64","Peterborough",0,2,73,21,44,0,2,142,357
35071,"Peterborough/Peterborough"," 65","Peterborough",1,6,91,53,51,1,1,204,344
35071,"Peterborough/Peterborough"," 66","Peterborough",0,5,88,59,46,2,0,200,301
35071,"Peterborough/Peterborough"," 67","Peterborough",0,6,56,39,42,1,0,144,281
35071,"Peterborough/Peterborough"," 68","Peterborough",0,4,116,31,52,1,0,204,418
35071,"Peterborough/Peterborough"," 69","Peterborough",0,6,153,55,70,1,0,285,575
35071,"Peterborough/Peterborough"," 69-1","Peterborough",0,7,108,49,61,0,1,226,421
35071,"Peterborough/Peterborough"," 70","Peterborough",0,8,109,52,76,0,0,245,466
35071,"Peterborough/Peterborough"," 71","Peterborough",0,8,102,29,68,0,0,207,367
35071,"Peterborough/Peterborough"," 72","Peterborough",1,12,60,27,44,0,1,145,290
35071,"Peterborough/Peterborough"," 73","Peterborough",1,9,74,18,23,1,1,127,246
35071,"Peterborough/Peterborough"," 74","Peterborough",0,7,65,41,26,0,0,139,308
35071,"Peterborough/Peterborough"," 75","Peterborough",2,9,55,43,58,2,1,170,458
35071,"Peterborough/Peterborough"," 76","Peterborough",0,7,25,17,42,0,0,91,211
35071,"Peterborough/Peterborough"," 77","Peterborough",0,6,44,36,43,0,1,130,257
35071,"Peterborough/Peterborough"," 78","Peterborough",0,7,94,40,63,0,1,205,425
35071,"Peterborough/Peterborough"," 79","Peterborough",1,8,68,45,66,0,1,189,343
35071,"Peterborough/Peterborough"," 80","Peterborough",0,8,63,77,99,0,1,248,429
35071,"Peterborough/Peterborough"," 81","Peterborough",0,3,42,56,61,0,0,162,363
35071,"Peterborough/Peterborough"," 82","Peterborough",0,1,57,26,33,0,1,118,231
35071,"Peterborough/Peterborough"," 83","Peterborough",0,8,61,23,42,1,0,135,302
35071,"Peterborough/Peterborough"," 84","Peterborough",0,8,72,29,47,1,0,157,332
35071,"Peterborough/Peterborough"," 85","Peterborough",2,8,96,39,105,1,1,252,473
35071,"Peterborough/Peterborough"," 86","Peterborough",0,11,63,47,64,0,1,186,462
35071,"Peterborough/Peterborough"," 87","Peterborough",0,6,120,39,61,2,0,228,454
35071,"Peterborough/Peterborough"," 88","Peterborough",0,6,174,107,47,0,1,335,546
35071,"Peterborough/Peterborough"," 89","Peterborough",0,8,41,23,52,0,0,124,337
35071,"Peterborough/Peterborough"," 90","Peterborough",1,11,84,66,115,1,1,279,527
35071,"Peterborough/Peterborough"," 91","Peterborough",0,4,62,32,36,0,0,134,337
35071,"Peterborough/Peterborough"," 92","Peterborough",2,8,48,32,58,0,0,148,310
35071,"Peterborough/Peterborough"," 93","Peterborough",0,9,110,87,64,2,0,272,417
35071,"Peterborough/Peterborough"," 94","Peterborough",0,7,99,86,75,1,1,269,424
35071,"Peterborough/Peterborough"," 95","Peterborough",0,13,126,96,29,0,0,264,490
35071,"Peterborough/Peterborough"," 96","Peterborough",0,4,104,24,30,0,1,163,328
35071,"Peterborough/Peterborough"," 96-1","Peterborough",1,15,130,74,62,0,1,283,493
35071,"Peterborough/Peterborough"," 96-2","Peterborough",0,7,216,117,85,1,5,431,764
35071,"Peterborough/Peterborough"," 96-3","Peterborough",1,6,199,85,49,1,1,342,568
35071,"Peterborough/Peterborough"," 97","Peterborough",1,1,171,60,62,1,0,296,488
35071,"Peterborough/Peterborough"," 97-1","Peterborough",0,5,138,71,41,0,0,255,440
35071,"Peterborough/Peterborough"," 98","Peterborough",0,2,103,71,34,0,2,212,342
35071,"Peterborough/Peterborough"," 99","Peterborough",0,3,116,58,39,0,0,216,380
35071,"Peterborough/Peterborough"," 100","Peterborough",0,7,77,76,28,0,0,188,340
35071,"Peterborough/Peterborough"," 101","Peterborough",0,4,40,40,31,0,0,115,204
35071,"Peterborough/Peterborough"," 102","Peterborough",0,1,26,8,29,1,2,67,196
35071,"Peterborough/Peterborough"," 103","Peterborough",2,7,65,62,80,1,0,217,401
35071,"Peterborough/Peterborough"," 104","Peterborough",0,19,58,108,52,0,0,237,424
35071,"Peterborough/Peterborough"," 105","Peterborough",0,8,64,71,60,0,1,204,384
35071,"Peterborough/Peterborough"," 106","Peterborough",0,14,51,114,56,0,0,235,465
35071,"Peterborough/Peterborough"," 107","Peterborough",1,9,24,62,94,0,1,191,363
35071,"Peterborough/Peterborough"," 108","Peterborough",0,10,39,47,79,0,0,175,368
35071,"Peterborough/Peterborough"," 109","Peterborough",0,6,15,22,44,0,1,88,237
35071,"Peterborough/Peterborough"," 110","Peterborough",1,12,37,39,91,0,4,184,345
35071,"Peterborough/Peterborough"," 111","Peterborough",0,15,20,31,67,1,0,134,323
35071,"Peterborough/Peterborough"," 112","Peterborough",0,9,29,26,85,0,0,149,334
35071,"Peterborough/Peterborough"," 113","Peterborough",0,22,53,51,121,0,0,247,465
35071,"Peterborough/Peterborough"," 114","Peterborough",0,3,22,27,70,3,2,127,258
35071,"Peterborough/Peterborough"," 115","Peterborough",1,6,20,25,82,0,0,134,323
35071,"Peterborough/Peterborough"," 116A","Peterborough",0,16,26,17,61,0,1,121,307
35071,"Peterborough/Peterborough"," 116B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,5
35071,"Peterborough/Peterborough"," 117","Peterborough",0,9,57,59,57,0,0,182,394
35071,"Peterborough/Peterborough"," 118","Peterborough",0,15,39,30,60,2,1,147,416
35071,"Peterborough/Peterborough"," 119","Peterborough",1,10,41,26,64,0,3,145,347
35071,"Peterborough/Peterborough"," 120","Peterborough",0,8,33,14,51,0,0,106,298
35071,"Peterborough/Peterborough"," 121","Peterborough",0,10,89,49,72,0,0,220,334
35071,"Peterborough/Peterborough"," 122","Peterborough",0,8,62,37,45,2,0,154,320
35071,"Peterborough/Peterborough"," 123","Peterborough",0,11,107,53,75,0,0,246,452
35071,"Peterborough/Peterborough"," 124","Peterborough",1,13,80,36,77,0,0,207,362
35071,"Peterborough/Peterborough"," 125","Peterborough",0,14,40,54,48,1,1,158,283
35071,"Peterborough/Peterborough"," 126","Peterborough",0,8,64,48,78,1,1,200,332
35071,"Peterborough/Peterborough"," 127","Peterborough",0,14,70,63,51,1,1,200,297
35071,"Peterborough/Peterborough"," 128","Peterborough",1,13,83,65,84,1,0,247,383
35071,"Peterborough/Peterborough"," 129","Peterborough",0,8,68,27,52,2,1,158,284
35071,"Peterborough/Peterborough"," 130","Peterborough",0,8,67,31,51,1,1,159,327
35071,"Peterborough/Peterborough"," 131","Peterborough",0,3,128,29,58,1,0,219,400
35071,"Peterborough/Peterborough"," 132","Peterborough",1,3,77,35,50,2,5,173,293
35071,"Peterborough/Peterborough"," 133","Peterborough",1,12,116,84,70,0,0,283,477
35071,"Peterborough/Peterborough"," 134","Peterborough",1,9,98,50,53,0,0,211,425
35071,"Peterborough/Peterborough"," 135","Peterborough",0,12,169,64,72,0,2,319,548
35071,"Peterborough/Peterborough"," 136","Peterborough",0,8,117,75,45,3,1,249,422
35071,"Peterborough/Peterborough"," 137","Peterborough",0,14,115,32,51,0,3,215,440
35071,"Peterborough/Peterborough"," 138","Peterborough",0,8,68,34,45,0,0,155,381
35071,"Peterborough/Peterborough"," 139","Peterborough",0,3,118,21,43,0,1,186,350
35071,"Peterborough/Peterborough"," 140","Peterborough",0,4,124,37,40,0,0,205,374
35071,"Peterborough/Peterborough"," 141","Peterborough",0,15,114,37,47,0,1,214,386
35071,"Peterborough/Peterborough"," 142","Peterborough",0,4,116,64,65,2,2,253,467
35071,"Peterborough/Peterborough"," 143","Peterborough",0,5,47,9,38,0,3,102,275
35071,"Peterborough/Peterborough"," 143-1","Peterborough",Void/Supprimé,,,,,,,,
35071,"Peterborough/Peterborough"," 144","Peterborough",Void/Supprimé,,,,,,,,
35071,"Peterborough/Peterborough"," 145","Peterborough",0,2,28,6,43,0,0,79,269
35071,"Peterborough/Peterborough"," 146","Peterborough",0,4,94,18,43,0,1,160,400
35071,"Peterborough/Peterborough"," 147","Peterborough",0,5,79,25,75,0,1,185,417
35071,"Peterborough/Peterborough"," 148","Peterborough",0,7,72,23,39,1,0,142,316
35071,"Peterborough/Peterborough"," 149","Peterborough",0,5,85,23,41,1,0,155,327
35071,"Peterborough/Peterborough"," 150","Peterborough",2,6,85,20,44,1,1,159,315
35071,"Peterborough/Peterborough"," 151","Peterborough",0,5,82,19,45,0,1,152,408
35071,"Peterborough/Peterborough"," 152","Peterborough",5,0,106,24,52,0,1,188,401
35071,"Peterborough/Peterborough"," 153","Peterborough",0,7,86,36,82,2,0,213,426
35071,"Peterborough/Peterborough"," 154","Peterborough",0,4,108,45,26,0,0,183,375
35071,"Peterborough/Peterborough"," 154-1","Peterborough",1,5,155,64,67,0,1,293,516
35071,"Peterborough/Peterborough"," 155","Peterborough",1,5,101,29,50,3,1,190,383
35071,"Peterborough/Peterborough"," 155-1","Peterborough",0,15,128,39,59,0,2,243,603
35071,"Peterborough/Peterborough"," 156","Peterborough",0,1,88,27,44,0,0,160,404
35071,"Peterborough/Peterborough"," 157","Peterborough",1,9,93,38,57,1,0,199,392
35071,"Peterborough/Peterborough"," 158","Peterborough",0,3,90,16,36,0,3,148,412
35071,"Peterborough/Peterborough"," 159","Peterborough",1,3,67,19,58,0,0,148,333
35071,"Peterborough/Peterborough"," 160","Peterborough",1,11,94,29,55,1,0,191,360
35071,"Peterborough/Peterborough"," 161","Peterborough",0,4,86,32,38,0,0,160,309
35071,"Peterborough/Peterborough"," 162","Peterborough",0,10,50,19,98,0,0,177,431
35071,"Peterborough/Peterborough"," 163","Peterborough",1,8,28,13,36,0,0,86,310
35071,"Peterborough/Peterborough"," 164","Peterborough",0,9,38,30,65,0,2,144,447
35071,"Peterborough/Peterborough"," 165","Peterborough",1,9,45,18,55,0,1,129,333
35071,"Peterborough/Peterborough"," 166","Peterborough",1,7,85,37,48,0,0,178,392
35071,"Peterborough/Peterborough"," 167","Peterborough",0,8,98,35,60,0,0,201,377
35071,"Peterborough/Peterborough"," 168","Peterborough",0,9,34,23,53,0,0,119,234
35071,"Peterborough/Peterborough"," 169","Peterborough",0,2,74,42,49,0,0,167,344
35071,"Peterborough/Peterborough"," 170","Peterborough",0,6,54,63,52,0,0,175,360
35071,"Peterborough/Peterborough"," 171","Peterborough",0,8,92,28,46,0,0,174,419
35071,"Peterborough/Peterborough"," 172","Peterborough",0,4,68,20,40,0,0,132,380
35071,"Peterborough/Peterborough"," 173","Peterborough",0,6,110,41,100,0,1,258,475
35071,"Peterborough/Peterborough"," 174","Peterborough",0,7,135,43,75,0,0,260,483
35071,"Peterborough/Peterborough"," 175","Peterborough",0,3,109,43,45,0,1,201,365
35071,"Peterborough/Peterborough"," 176","Peterborough",0,10,150,35,56,0,0,251,505
35071,"Peterborough/Peterborough"," 177","Peterborough",Void/Supprimé,,,,,,,,
35071,"Peterborough/Peterborough"," 178","Peterborough",0,6,126,37,64,1,0,234,503
35071,"Peterborough/Peterborough"," 178-1","Peterborough",1,8,82,21,69,0,0,181,424
35071,"Peterborough/Peterborough"," 179","Peterborough",0,6,118,15,53,1,0,193,327
35071,"Peterborough/Peterborough"," 180","Peterborough",0,11,121,41,59,0,0,232,379
35071,"Peterborough/Peterborough"," 181","Peterborough",0,4,135,40,56,1,0,236,412
35071,"Peterborough/Peterborough"," 182","Peterborough",1,4,85,36,46,0,0,172,363
35071,"Peterborough/Peterborough"," 183","Peterborough",0,8,72,50,85,0,0,215,454
35071,"Peterborough/Peterborough"," 184","Peterborough",0,5,101,42,63,0,1,212,433
35071,"Peterborough/Peterborough"," 185","Peterborough",0,10,88,22,68,2,2,192,419
35071,"Peterborough/Peterborough"," 186","Peterborough",1,8,82,25,64,0,0,180,424
35071,"Peterborough/Peterborough"," 187","Peterborough",0,9,74,25,62,0,0,170,390
35071,"Peterborough/Peterborough"," 188","Peterborough",0,5,90,26,58,0,0,179,391
35071,"Peterborough/Peterborough"," 189","Peterborough",0,4,127,34,61,2,2,230,473
35071,"Peterborough/Peterborough"," 190","Peterborough",0,7,124,51,74,0,0,256,495
35071,"Peterborough/Peterborough"," 191","Peterborough",0,7,54,23,40,0,1,125,345
35071,"Peterborough/Peterborough"," 192","Cottesloe",0,4,87,19,27,0,0,137,252
35071,"Peterborough/Peterborough"," 193","Centre Dummer",0,6,126,33,58,0,1,224,474
35071,"Peterborough/Peterborough"," 194","Asphodel-Norwood",0,11,124,22,58,0,0,215,420
35071,"Peterborough/Peterborough"," 195","Norwood",0,8,92,21,54,1,0,176,357
35071,"Peterborough/Peterborough"," 196","Norwood",1,4,60,20,27,2,0,114,270
35071,"Peterborough/Peterborough"," 197","Norwood",0,2,60,13,30,0,0,105,273
35071,"Peterborough/Peterborough"," 198","Norwood",0,3,73,17,17,3,0,113,247
35071,"Peterborough/Peterborough"," 199","Norwood",0,5,69,24,19,0,0,117,191
35071,"Peterborough/Peterborough"," 200","Asphodel-Norwood",1,11,91,55,54,0,0,212,382
35071,"Peterborough/Peterborough"," 201","Asphodel-Norwood",0,13,119,43,29,0,1,205,399
35071,"Peterborough/Peterborough"," 202","Asphodel-Norwood",0,7,103,27,43,0,0,180,366
35071,"Peterborough/Peterborough"," 203","Otonabee-South Monaghan",0,1,104,37,49,0,0,191,417
35071,"Peterborough/Peterborough"," 204","Otonabee-South Monaghan",0,9,118,33,66,2,1,229,480
35071,"Peterborough/Peterborough"," 205","Otonabee-South Monaghan",0,10,112,48,50,3,1,224,348
35071,"Peterborough/Peterborough"," 206","Otonabee-South Monaghan",0,3,100,25,34,0,0,162,272
35071,"Peterborough/Peterborough"," 207","Keene",0,8,208,34,78,2,3,333,565
35071,"Peterborough/Peterborough"," 208","Otonabee-South Monaghan",0,2,121,23,33,0,1,180,381
35071,"Peterborough/Peterborough"," 209","Otonabee-South Monaghan",0,3,109,20,43,0,0,175,315
35071,"Peterborough/Peterborough"," 210","Otonabee-South Monaghan",0,7,164,50,37,0,0,258,398
35071,"Peterborough/Peterborough"," 211","Hiawatha First Nation",0,7,125,48,70,1,0,251,401
35071,"Peterborough/Peterborough"," 212","Otonabee-South Monaghan",1,5,153,26,52,0,1,238,451
35071,"Peterborough/Peterborough"," 212-1","Otonabee-South Monaghan",0,4,74,20,25,1,0,124,214
35071,"Peterborough/Peterborough"," 213","Otonabee-South Monaghan",0,18,214,51,80,0,2,365,557
35071,"Peterborough/Peterborough"," 214","Otonabee-South Monaghan",1,15,160,16,46,2,0,240,404
35071,"Peterborough/Peterborough"," 215","Otonabee-South Monaghan",0,12,175,22,72,0,2,283,507
35071,"Peterborough/Peterborough"," 400","Peterborough",1,1,84,21,26,2,0,135,179
35071,"Peterborough/Peterborough"," 401","Peterborough",1,5,38,24,45,0,0,113,181
35071,"Peterborough/Peterborough"," 402","Peterborough",2,3,47,21,14,2,5,94,241
35071,"Peterborough/Peterborough"," 403","Peterborough",1,0,18,17,15,2,1,54,166
35071,"Peterborough/Peterborough"," 404","Peterborough",1,2,42,29,7,0,1,82,98
35071,"Peterborough/Peterborough"," 405","Peterborough",2,3,29,18,7,1,0,60,195
35071,"Peterborough/Peterborough"," 406","Peterborough",1,2,39,20,54,0,0,116,189
35071,"Peterborough/Peterborough"," 407","Peterborough",0,1,58,20,25,0,0,104,143
35071,"Peterborough/Peterborough"," 408","Peterborough",0,6,28,17,37,0,1,89,178
35071,"Peterborough/Peterborough"," 409","Peterborough",1,1,43,30,10,2,0,87,98
35071,"Peterborough/Peterborough"," 500","Mobile poll/Bureau itinérant",2,2,46,19,10,1,1,81,126
35071,"Peterborough/Peterborough"," 501","Mobile poll/Bureau itinérant",4,0,39,26,19,1,1,90,183
35071,"Peterborough/Peterborough"," 502","Mobile poll/Bureau itinérant",0,1,38,22,20,0,3,84,109
35071,"Peterborough/Peterborough"," 503","Mobile poll/Bureau itinérant",0,1,53,31,37,2,0,124,187
35071,"Peterborough/Peterborough"," 504","Mobile poll/Bureau itinérant",1,3,83,52,19,1,3,162,251
35071,"Peterborough/Peterborough"," 505","Mobile poll/Bureau itinérant",1,1,46,27,32,0,1,108,166
35071,"Peterborough/Peterborough"," 506","Mobile poll/Bureau itinérant",0,8,68,47,22,2,1,148,198
35071,"Peterborough/Peterborough"," 507","Mobile poll/Bureau itinérant",2,1,90,47,39,1,0,180,256
35071,"Peterborough/Peterborough"," 600","Havelock-Belmont-Methuen",1,15,392,62,68,0,3,541,
35071,"Peterborough/Peterborough"," 601","Youngs Point",0,19,270,110,63,2,0,464,
35071,"Peterborough/Peterborough"," 602","Lakefield",1,14,367,157,94,3,0,636,
35071,"Peterborough/Peterborough"," 603","Donwood",0,10,135,53,36,0,0,234,
35071,"Peterborough/Peterborough"," 604","Bridgenorth",1,13,216,75,44,0,0,349,
35071,"Peterborough/Peterborough"," 605","Peterborough",0,10,215,161,78,0,0,464,
35071,"Peterborough/Peterborough"," 606","Peterborough",2,15,287,207,43,0,0,554,
35071,"Peterborough/Peterborough"," 607","Peterborough",0,17,99,120,100,1,0,337,
35071,"Peterborough/Peterborough"," 608","Peterborough",1,19,386,255,124,3,4,792,
35071,"Peterborough/Peterborough"," 609","Peterborough",0,13,304,129,125,1,0,572,
35071,"Peterborough/Peterborough"," 610","Peterborough",1,10,375,183,129,2,1,701,
35071,"Peterborough/Peterborough"," 611","Peterborough",0,16,294,214,87,1,0,612,
35071,"Peterborough/Peterborough"," 612","Peterborough",3,23,355,217,144,1,1,744,
35071,"Peterborough/Peterborough"," 613","Peterborough",0,16,546,250,121,2,0,935,
35071,"Peterborough/Peterborough"," 614","Peterborough",0,22,266,203,110,0,2,603,
35071,"Peterborough/Peterborough"," 615","Asphodel-Norwood",1,15,270,112,106,2,1,507,
35071,"Peterborough/Peterborough"," 616","Otonabee-South Monaghan",0,7,181,52,44,0,0,284,
35071,"Peterborough/Peterborough"," 617","Warsaw",0,6,87,45,26,1,0,165,
35071,"Peterborough/Peterborough"," 618","Ennismore",1,15,392,111,65,0,1,585,
35071,"Peterborough/Peterborough"," 619","Peterborough",0,12,207,129,82,0,1,431,
35071,"Peterborough/Peterborough"," 620","Peterborough",1,21,212,146,84,4,1,469,
35071,"Peterborough/Peterborough",,Group 1/Groupe 1,0,11,72,63,24,0,3,173,293
35071,"Peterborough/Peterborough",,Group 2/Groupe 2,2,74,541,380,155,3,2,1157,
