Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Brad Butt,Bonnie Crombie,Chris Hill,Aijaz Naqvi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 66","Mississauga",82,58,7,36,0,183,360
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 67","Mississauga",112,69,12,26,1,220,518
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 68","Mississauga",92,66,4,19,1,182,405
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 69","Mississauga",109,76,7,16,0,208,407
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 70","Mississauga",126,77,11,48,1,263,516
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 71","Mississauga",141,77,11,25,1,255,505
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 72","Mississauga",102,108,20,31,1,262,557
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 73","Mississauga",128,75,13,47,1,264,455
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 74","Mississauga",148,72,14,60,0,294,521
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 75","Mississauga",102,53,10,42,0,207,367
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 76","Mississauga",89,72,17,58,1,237,519
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 77","Mississauga",117,74,12,32,1,236,439
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 78","Mississauga",141,60,15,39,0,255,471
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 79","Mississauga",97,63,16,39,0,215,402
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 80","Mississauga",66,47,8,20,1,142,297
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 81","Mississauga",66,35,6,39,0,146,289
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 82","Mississauga",139,70,11,41,1,262,403
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 83","Mississauga",80,48,10,35,0,173,346
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 84","Mississauga",85,57,5,45,0,192,371
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 85","Mississauga",51,31,3,18,0,103,225
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 86","Mississauga",57,48,7,38,0,150,363
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 87","Mississauga",70,56,6,22,1,155,303
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 88","Mississauga",113,73,13,34,0,233,445
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 89","Mississauga",58,38,3,25,3,127,254
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 90","Mississauga",62,54,7,35,0,158,398
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 91","Mississauga",59,29,9,23,0,120,248
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 92","Mississauga",42,39,9,39,0,129,324
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 93","Mississauga",38,23,6,20,0,87,191
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 94","Mississauga",110,49,8,39,1,207,375
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 95","Mississauga",75,44,12,29,0,160,306
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 96","Mississauga",146,74,7,43,0,270,439
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 97","Mississauga",95,47,11,30,2,185,334
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 98","Mississauga",134,104,18,47,0,303,508
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 99","Mississauga",87,32,7,24,0,150,284
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 100","Mississauga",85,29,7,43,0,164,354
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 101","Mississauga",113,50,10,59,1,233,496
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 102","Mississauga",68,49,2,32,0,151,295
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 103","Mississauga",112,59,9,55,0,235,477
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 104","Mississauga",97,62,12,41,1,213,370
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 105","Mississauga",107,70,9,32,1,219,389
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 106","Mississauga",56,44,7,24,0,131,285
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 107A","Mississauga",62,30,6,24,0,122,309
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 107B","Mississauga",71,32,5,21,1,130,317
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 108","Mississauga",122,63,4,44,3,236,341
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 109","Mississauga",130,60,8,47,0,245,475
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 110","Mississauga",91,56,15,33,0,195,312
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 111","Mississauga",63,53,8,32,0,156,327
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 112","Mississauga",54,29,8,36,0,127,308
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 113","Mississauga",78,50,3,11,2,144,244
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 114","Mississauga",45,28,8,12,1,94,244
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 115","Mississauga",85,43,7,42,1,178,352
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 116","Mississauga",101,48,7,27,0,183,291
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 117","Mississauga",102,48,6,17,1,174,274
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 118","Mississauga",131,65,8,15,1,220,353
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 119","Mississauga",107,76,8,14,0,205,357
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 120","Mississauga",88,54,4,43,0,189,420
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 121","Mississauga",63,33,7,31,1,135,287
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 122","Mississauga",115,67,9,19,1,211,441
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 123","Mississauga",73,34,5,8,0,120,226
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 124","Mississauga",120,96,9,23,0,248,471
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 125","Mississauga",88,78,11,34,0,211,402
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 126","Mississauga",68,46,4,17,1,136,314
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 127","Mississauga",91,100,10,60,0,261,563
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 128","Mississauga",94,99,9,24,1,227,530
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 129","Mississauga",61,54,3,10,1,129,263
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 130","Mississauga",50,46,3,18,0,117,259
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 131","Mississauga",75,77,8,36,0,196,346
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 132A","Mississauga",30,60,6,26,1,123,301
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 132B","Mississauga",37,81,1,22,1,142,307
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 133","Mississauga",93,118,4,30,3,248,503
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 134","Mississauga",52,69,1,15,1,138,310
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 135","Mississauga",47,79,8,14,2,150,341
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 136","Mississauga",39,65,1,25,0,130,325
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 137","Mississauga",25,47,7,20,0,99,222
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 138","Mississauga",57,98,0,42,0,197,516
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 139","Mississauga",80,86,5,38,5,214,443
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 140","Mississauga",92,86,4,44,0,226,511
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 141","Mississauga",54,38,2,21,0,115,298
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 142","Mississauga",103,78,17,41,0,239,440
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 143","Mississauga",127,63,11,45,1,247,429
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 144","Mississauga",140,104,13,31,0,288,528
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 145","Mississauga",69,52,9,18,1,149,248
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 146","Mississauga",83,48,3,17,1,152,267
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 147","Mississauga",93,59,4,13,0,169,302
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 148","Mississauga",57,47,12,9,1,126,240
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 149","Mississauga",62,68,4,21,0,155,383
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 150","Mississauga",72,88,4,27,0,191,328
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 151","Mississauga",69,56,5,33,0,163,309
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 152","Mississauga",67,61,4,29,2,163,370
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 153","Mississauga",87,87,8,45,2,229,553
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 154","Mississauga",155,71,7,9,0,242,549
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 155","Mississauga",54,37,5,15,0,111,330
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 156","Mississauga",72,43,2,13,0,130,349
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 157","Mississauga",64,56,1,6,0,127,279
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 158","Mississauga",34,54,2,5,1,96,259
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 159","Mississauga",83,49,2,14,2,150,306
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 160","Mississauga",49,49,2,11,0,111,293
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 161","Mississauga",74,61,13,15,5,168,307
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 162","Mississauga",113,76,16,50,0,255,420
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 163","Mississauga",69,26,3,17,1,116,257
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 164","Mississauga",106,80,15,29,2,232,528
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 165","Mississauga",64,53,9,13,0,139,224
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 166","Mississauga",60,46,3,19,1,129,228
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 167","Mississauga",118,116,5,43,3,285,558
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 168","Mississauga",90,110,11,22,0,233,531
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 169","Mississauga",101,99,4,41,1,246,524
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 170","Mississauga",36,36,1,20,0,93,240
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 171","Mississauga",94,82,27,6,1,210,397
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 172","Mississauga",64,58,4,16,1,143,316
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 173","Mississauga",35,24,6,11,0,76,195
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 174","Mississauga",73,57,2,9,0,141,325
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 175","Mississauga",88,119,8,59,0,274,565
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 176","Mississauga",66,43,2,29,0,140,262
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 177","Mississauga",158,117,10,38,1,324,575
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 178","Mississauga",45,46,3,6,1,101,229
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 179","Mississauga",67,93,8,27,2,197,437
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 180","Mississauga",68,100,4,54,0,226,502
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 181","Mississauga",46,91,3,38,0,178,442
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 182","Mississauga",58,78,5,39,1,181,401
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 183","Mississauga",85,88,5,42,2,222,461
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 184","Mississauga",60,58,3,26,2,149,274
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 185","Mississauga",82,68,1,40,0,191,381
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 186","Mississauga",38,58,1,55,1,153,451
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 187","Mississauga",63,89,4,47,0,203,506
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 188","Mississauga",66,68,5,33,1,173,445
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 189","Mississauga",63,46,6,27,1,143,289
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 190","Mississauga",65,38,3,25,0,131,288
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 191","Mississauga",50,58,6,56,0,170,509
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 192","Mississauga",87,82,2,58,4,233,532
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 193","Mississauga",84,83,6,31,1,205,437
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 194","Mississauga",89,59,1,13,0,162,338
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 195","Mississauga",69,44,3,17,1,134,285
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 196","Mississauga",105,133,5,47,0,290,588
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 197","Mississauga",77,72,4,47,2,202,444
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 198","Mississauga",89,72,5,23,2,191,399
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 199","Mississauga",66,120,7,46,0,239,447
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 200","Mississauga",61,71,3,29,1,165,367
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 201","Mississauga",59,85,2,32,1,179,361
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 202","Mississauga",78,99,5,45,0,227,423
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 203","Mississauga",63,44,3,32,0,142,388
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 204","Mississauga",44,68,0,31,1,144,262
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 205","Mississauga",94,105,2,43,1,245,492
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 206","Mississauga",65,71,5,25,3,169,355
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 207","Mississauga",67,57,8,42,1,175,493
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 208","Mississauga",74,74,8,37,0,193,498
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 209","Mississauga",77,71,4,38,0,190,503
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 210","Mississauga",37,61,2,54,1,155,414
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 211","Mississauga",64,69,5,42,3,183,436
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 212","Mississauga",84,63,2,27,0,176,431
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 213","Mississauga",53,51,7,25,1,137,340
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 214","Mississauga",77,92,7,36,2,214,428
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 215","Mississauga",65,101,5,72,1,244,563
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 216A","Mississauga",23,56,1,41,2,123,328
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 216B","Mississauga",24,48,0,39,2,113,321
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 400","Mississauga",53,35,4,27,1,120,235
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 401","Mississauga",61,50,3,15,0,129,227
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 402","Mississauga",32,32,4,13,0,81,209
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 403","Mississauga",60,37,3,45,1,146,379
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 404","Mississauga",27,11,4,25,0,67,190
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 405","Mississauga",37,46,7,43,0,133,371
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 406","Mississauga",24,22,3,21,1,71,244
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 407","Mississauga",27,22,3,16,0,68,204
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 408","Mississauga",33,34,4,46,0,117,338
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 600","Mississauga",420,341,37,76,1,875,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 601","Mississauga",218,243,13,54,0,528,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 602","Mississauga",376,407,33,67,1,884,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 603","Mississauga",234,225,25,40,0,524,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 604","Mississauga",223,172,19,45,0,459,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 605","Mississauga",262,212,34,63,1,572,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 606","Mississauga",259,198,31,60,2,550,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 607","Mississauga",334,252,28,62,4,680,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 608","Mississauga",151,242,8,40,2,443,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 609","Mississauga",281,408,18,55,4,766,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 610","Mississauga",214,301,16,60,8,599,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 611","Mississauga",138,220,9,45,1,413,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 612","Mississauga",185,294,15,50,1,545,
35051,"Mississauga--Streetsville/Mississauga--Streetsville"," 613","Mississauga",186,219,13,22,2,442,
35051,"Mississauga--Streetsville/Mississauga--Streetsville",,Group 1/Groupe 1,28,27,4,3,6,68,133
35051,"Mississauga--Streetsville/Mississauga--Streetsville",,Group 2/Groupe 2,124,165,6,30,4,329,
