Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Stefan Dixon,Dan Harris,Gavan Paranchothy,Michelle Simson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 109","Scarborough",Void/Supprimé,,,,,,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 110","Scarborough",8,64,75,104,5,256,524
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 111","Scarborough",17,91,65,73,8,254,527
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 112","Scarborough",4,94,60,65,2,225,439
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 113","Scarborough",10,63,42,54,1,170,343
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 114","Scarborough",14,71,59,57,3,204,438
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 115","Scarborough",8,88,65,65,0,226,435
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 116","Scarborough",11,69,76,63,2,221,455
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 117","Scarborough",12,67,74,61,1,215,435
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 118","Scarborough",15,86,81,48,2,232,403
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 119","Scarborough",12,102,54,39,0,207,378
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 120","Scarborough",6,53,57,31,0,147,305
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 121","Scarborough",10,55,57,42,0,164,337
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 122","Scarborough",17,93,78,67,0,255,391
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 123","Scarborough",18,69,77,75,0,239,399
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 124","Scarborough",23,88,67,67,0,245,381
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 125","Scarborough",12,91,95,103,0,301,527
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 126","Scarborough",7,71,65,44,3,190,413
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 127","Scarborough",5,85,80,71,0,241,400
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 128A","Scarborough",12,49,49,55,0,165,344
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 128B","Scarborough",2,51,58,45,0,156,301
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 129","Scarborough",8,65,78,45,0,196,362
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 130","Scarborough",2,24,44,43,0,113,199
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 130-1","Scarborough",3,43,10,29,0,85,153
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 131","Scarborough",4,61,54,56,6,181,337
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 132","Scarborough",5,53,50,23,1,132,312
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 133","Scarborough",Void/Supprimé,,,,,,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 134","Scarborough",Void/Supprimé,,,,,,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 135","Scarborough",3,62,28,37,2,132,292
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 136","Scarborough",11,60,66,43,1,181,352
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 137","Scarborough",1,112,33,73,3,222,523
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 138","Scarborough",5,95,46,57,3,206,507
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 139","Scarborough",2,43,41,58,3,147,307
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 140","Scarborough",14,83,57,91,2,247,466
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 141","Scarborough",5,65,29,20,3,122,286
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 142","Scarborough",8,81,46,70,2,207,378
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 143","Scarborough",11,53,55,34,0,153,327
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 144","Scarborough",14,100,37,80,0,231,564
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 145","Scarborough",7,51,31,24,1,114,276
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 146","Scarborough",8,65,61,41,4,179,334
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 147","Scarborough",18,83,71,54,0,226,367
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 148","Scarborough",11,93,58,60,0,222,357
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 149","Scarborough",8,57,87,88,0,240,378
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 150","Scarborough",10,78,90,73,0,251,424
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 151","Scarborough",6,72,117,76,0,271,422
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 152","Scarborough",14,83,45,49,0,191,314
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 153","Scarborough",5,70,64,44,0,183,340
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 154","Scarborough",7,81,65,61,0,214,353
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 155","Scarborough",Void/Supprimé,,,,,,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 156","Scarborough",10,92,64,41,1,208,394
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 157","Scarborough",12,67,73,72,2,226,298
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 158","Scarborough",21,60,57,63,1,202,298
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 159","Scarborough",15,86,80,71,1,253,359
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 160","Scarborough",15,60,84,100,0,259,382
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 161","Scarborough",22,84,34,51,2,193,273
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 162","Scarborough",8,44,30,28,1,111,223
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 163","Scarborough",16,48,87,75,0,226,333
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 400","Scarborough",2,14,21,27,1,65,107
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 401","Scarborough",2,118,63,65,2,250,433
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 402","Scarborough",3,104,54,41,0,202,419
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 403","Scarborough",10,102,88,87,0,287,509
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 404","Scarborough",7,100,117,87,0,311,520
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 405","Scarborough",8,97,87,87,1,280,440
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 406","Scarborough",4,25,33,40,1,103,124
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 407","Scarborough",6,54,25,41,1,127,268
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 408","Scarborough",1,57,10,55,0,123,310
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 409","Scarborough",2,62,36,70,0,170,377
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 410","Scarborough",2,79,17,80,0,178,306
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 411","Scarborough",3,66,43,78,1,191,364
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 412","Scarborough",4,63,33,50,0,150,291
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 413","Scarborough",2,92,35,51,0,180,350
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 414","Scarborough",8,74,64,61,0,207,283
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 415","Scarborough",7,44,48,23,2,124,271
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 416","Scarborough",3,54,47,22,1,127,283
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 417","Scarborough",2,21,20,14,1,58,152
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 418","Scarborough",1,59,12,63,1,136,304
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 419","Scarborough",3,72,20,54,0,149,327
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 420","Scarborough",1,11,25,14,4,55,140
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 421","Scarborough",Void/Supprimé,,,,,,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 422","Scarborough",Void/Supprimé,,,,,,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 423","Scarborough",4,59,35,46,0,144,294
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 424","Scarborough",Void/Supprimé,,,,,,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 425","Scarborough",1,31,25,18,0,75,172
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 500","Mobile poll/Bureau itinérant",4,44,47,38,5,138,127
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 600","Scarborough",7,65,128,144,0,344,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 601","Scarborough",27,140,157,212,3,539,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 602","Scarborough",6,61,117,107,3,294,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 603","Scarborough",35,147,271,238,5,696,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 604","Scarborough",29,119,159,164,0,471,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 605","Scarborough",7,100,97,130,1,335,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 606","Scarborough",15,54,81,103,0,253,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 607","Scarborough",24,109,116,140,2,391,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 608","Scarborough",6,86,105,131,0,328,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest"," 609","Scarborough",26,149,141,157,1,474,
35084,"Scarborough Southwest/Scarborough-Sud-Ouest",,Group 1/Groupe 1,3,9,19,51,7,89,125
35084,"Scarborough Southwest/Scarborough-Sud-Ouest",,Group 2/Groupe 2,12,66,99,179,2,358,
