Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Andrew Carkner,Joanne Corbeil,Neil Drabkin,Marc Garneau,Victoria Haliburton,Véronique Roy,Bill Sloan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 49","Montréal",3,32,10,21,0,0,0,1,67,358
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 50","Montréal",5,43,9,31,0,5,0,0,93,367
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 51","Montréal",1,51,13,38,0,16,0,0,119,290
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 52","Montréal",5,95,18,32,1,10,0,3,164,541
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 53","Montréal",4,47,15,33,2,2,1,0,104,571
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 54","Montréal",4,48,17,48,1,8,0,1,127,535
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 55","Montréal",6,51,17,39,0,2,0,0,115,497
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 56","Montréal",5,60,18,50,1,1,1,0,136,564
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 57","Montréal",2,29,17,28,0,7,0,1,84,300
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 58","Montréal",3,68,22,46,2,9,0,1,151,397
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 59","Montréal",5,38,3,20,0,12,0,0,78,315
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 60","Montréal",12,70,22,34,0,5,0,1,144,499
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 61","Montréal",3,65,8,19,0,2,1,0,98,356
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 62","Montréal",8,87,32,79,0,6,1,2,215,499
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 63","Montréal",1,20,28,37,0,5,0,1,92,245
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 64","Montréal",4,41,27,36,0,1,0,1,110,293
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 65","Montréal",4,41,82,67,0,1,0,1,196,524
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 66","Montréal",3,19,22,25,0,2,0,0,71,158
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 67","Montréal",7,44,13,31,1,7,1,1,105,427
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 68","Montréal",5,60,6,38,0,4,0,2,115,249
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 68-1","Montréal",3,45,14,55,0,7,0,0,124,644
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 69","Westmount",0,33,62,116,1,3,0,2,217,459
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 70","Westmount",Merged with No. 409/Fusionné avec le nº 409,,,,,,,,,198
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 71","Westmount",12,85,24,67,3,4,0,1,196,424
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 72","Westmount",8,80,24,91,1,5,1,0,210,417
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 73","Westmount",4,19,98,55,0,3,0,0,179,493
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 74","Westmount",3,26,43,98,1,4,1,0,176,396
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 75","Westmount",2,20,41,72,0,4,1,0,140,363
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 76","Westmount",10,60,49,68,0,3,0,1,191,410
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 77","Westmount",3,53,28,80,1,1,0,0,166,338
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 78","Westmount",1,30,45,77,0,2,0,0,155,394
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 79","Westmount",Void/Supprimé,,,,,,,,,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 80","Westmount",14,90,46,74,3,5,1,2,235,500
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 81","Westmount",5,46,36,63,1,8,0,1,160,302
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 82","Westmount",6,24,61,67,0,0,0,0,158,316
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 83","Westmount",9,45,32,66,0,0,1,1,154,371
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 84","Westmount",17,46,28,70,1,4,0,0,166,436
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 85","Westmount",8,77,42,99,0,0,0,0,226,510
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 86","Westmount",Void/Supprimé,,,,,,,,,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 87","Westmount",2,66,29,92,3,3,0,0,195,371
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 88","Westmount",15,56,27,61,0,3,0,0,162,308
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 89","Westmount",21,159,17,100,0,4,0,2,303,630
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 90","Westmount",10,61,36,107,1,6,0,0,221,524
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 91","Westmount",14,100,56,110,0,0,0,0,280,495
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 92","Westmount",9,20,120,104,0,7,0,0,260,593
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 93","Westmount",5,20,53,63,1,0,0,0,142,307
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 94","Westmount",12,40,65,89,0,0,0,2,208,414
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 95","Westmount",6,36,32,97,2,6,0,0,179,335
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 96","Westmount",8,38,40,98,0,1,0,2,187,371
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 97","Westmount",8,14,87,94,1,2,0,0,206,424
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 98","Westmount",7,31,83,102,0,2,0,2,227,415
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 99","Westmount",6,28,100,90,1,4,0,0,229,497
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 100","Westmount",4,41,73,100,0,3,0,0,221,450
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 101","Montréal",5,56,39,76,0,5,0,0,181,478
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 102","Montréal",9,66,39,84,1,6,0,0,205,459
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 103","Montréal",5,100,25,83,2,16,1,0,232,533
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 104","Montréal",5,54,21,28,1,2,1,0,112,357
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 105","Montréal",4,54,63,76,0,6,0,0,203,369
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 106","Montréal",4,63,46,56,1,4,0,0,174,430
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 107","Montréal",1,38,53,36,0,4,0,1,133,372
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 108","Westmount",7,29,53,83,3,2,0,0,177,361
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 109","Westmount",3,25,56,80,0,0,0,0,164,315
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 110","Westmount",11,62,61,101,0,0,1,1,237,425
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 111","Westmount",12,75,66,121,0,3,0,0,277,508
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 112","Westmount",5,29,40,62,0,1,0,1,138,250
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 113","Westmount",5,62,36,74,1,3,0,0,181,321
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 114","Westmount",19,95,39,109,1,5,0,0,268,475
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 115","Montréal",9,75,20,52,0,9,2,0,167,373
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 116","Montréal",5,86,30,53,0,9,0,1,184,390
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 117","Montréal",6,52,21,43,1,5,0,1,129,380
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 118","Montréal",13,108,34,52,1,8,1,2,219,506
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 119","Montréal",5,89,30,54,2,10,0,0,190,403
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 120","Montréal",5,65,18,29,1,4,0,1,123,317
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 121","Montréal",11,59,22,33,1,3,0,1,130,366
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 122","Montréal",8,94,47,66,3,17,0,0,235,435
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 123","Montréal",9,139,19,55,0,23,2,0,247,462
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 124","Montréal",12,120,28,81,0,15,1,0,257,545
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 125","Montréal",3,22,53,47,0,3,0,0,128,331
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 126","Montréal",8,35,26,38,0,2,0,0,109,347
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 127A","Montréal",6,49,16,69,2,13,0,3,158,301
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 127B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,,,119
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 128","Montréal",11,95,28,79,1,22,0,0,236,422
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 129","Montréal",7,96,30,97,0,18,0,0,248,501
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 130","Montréal",8,83,33,81,3,15,0,1,224,410
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 131","Montréal",7,58,14,38,0,5,1,0,123,284
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 132","Montréal",2,77,35,62,0,9,0,0,185,358
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 133","Montréal",8,74,12,40,0,1,1,1,137,292
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 134","Montréal",10,95,11,37,0,5,0,0,158,385
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 135","Montréal",5,65,12,31,1,4,0,1,119,324
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 136","Montréal",14,119,17,49,1,12,0,1,213,456
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 137","Montréal",8,99,22,38,1,4,0,0,172,449
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 138","Montréal",9,104,14,83,2,21,2,2,237,442
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 139","Montréal",3,106,17,54,0,18,0,0,198,351
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 140","Montréal",15,79,30,63,2,5,0,1,195,399
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 141","Montréal",3,66,9,36,0,15,0,0,129,248
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 142","Montréal",6,82,13,48,0,8,0,0,157,368
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 143","Montréal",4,94,32,51,0,23,0,0,204,374
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 144","Montréal",5,59,24,56,1,14,0,1,160,317
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 145","Montréal",6,89,10,73,1,9,1,0,189,308
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 146","Montréal",10,76,18,80,0,13,0,1,198,320
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 147","Montréal",5,105,25,97,1,19,0,0,252,437
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 148","Montréal",7,63,9,67,0,16,0,1,163,275
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 149","Montréal",7,94,17,60,0,17,0,1,196,309
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 150","Montréal",7,95,30,87,0,13,2,1,235,380
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 151","Montréal",8,93,25,79,1,16,0,0,222,409
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 152","Montréal",8,78,32,53,0,5,0,1,177,373
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 153","Montréal",5,44,23,44,1,2,0,0,119,195
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 154","Montréal",8,95,10,69,1,16,0,2,201,325
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 155","Montréal",16,106,16,83,0,22,0,1,244,376
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 156","Montréal",3,90,22,74,0,22,0,1,212,487
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 157","Montréal",3,23,12,35,0,5,0,0,78,277
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 158","Montréal",5,112,22,113,1,23,0,0,276,497
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 159","Montréal",8,110,17,66,1,14,0,2,218,468
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 160","Montréal",11,114,11,51,0,6,1,0,194,437
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 161","Montréal",9,102,15,44,0,8,1,1,180,339
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 162","Montréal",13,176,17,69,0,20,0,0,295,529
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 163","Montréal",12,121,13,72,1,16,0,2,237,401
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 164","Montréal",9,83,21,90,0,29,0,2,234,386
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 165","Montréal",17,130,18,41,1,4,0,0,211,424
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 166","Montréal",8,86,23,80,0,6,1,0,204,512
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 167","Montréal",11,70,31,62,1,2,0,1,178,415
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 168","Montréal",9,58,21,62,1,2,0,1,154,340
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 169","Montréal",2,80,25,71,2,5,0,1,186,401
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 170","Montréal",4,136,16,62,3,7,0,2,230,387
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 171","Montréal",8,96,9,48,2,9,0,0,172,285
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 172","Montréal",13,145,28,89,1,29,1,1,307,563
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 173","Montréal",5,163,19,67,4,14,1,1,274,515
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 174","Montréal",12,83,35,105,2,3,0,5,245,602
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 175","Montréal",6,71,27,69,0,10,1,1,185,410
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 400","Montréal",1,29,13,29,1,3,0,0,76,282
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 401","Montréal",2,37,9,50,2,31,1,0,132,156
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 402","Montréal",1,20,20,21,0,10,0,0,72,191
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 403","Montréal",1,36,9,33,0,10,0,1,90,228
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 404","Montréal",1,17,11,18,0,4,0,0,51,95
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 405","Montréal",Void/Supprimé,,,,,,,,,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 406","Westmount",3,22,102,88,1,2,0,10,228,385
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 407","Montréal",Void/Supprimé,,,,,,,,,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 408","Montréal",Merged with No. 43B/Fusionné avec le nº 43B,,,,,,,,,107
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 409","Westmount",12,33,64,74,1,4,0,3,191,490
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 500","Mobile poll/Bureau itinérant",0,9,7,23,1,4,0,0,44,171
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 501","Mobile poll/Bureau itinérant",1,6,22,81,0,0,0,0,110,219
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 502","Mobile poll/Bureau itinérant",0,18,27,83,0,1,1,0,130,233
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 503","Mobile poll/Bureau itinérant",1,16,16,62,0,4,1,0,100,174
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 504","Mobile poll/Bureau itinérant",3,49,35,59,1,5,0,0,152,240
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 505","Mobile poll/Bureau itinérant",2,11,18,55,0,12,0,0,98,141
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 600","Montréal",20,172,33,160,1,63,4,0,453,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 601","Montréal",22,140,42,181,0,60,0,1,446,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 602","Montréal",7,114,237,335,4,23,1,0,721,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 603","Montréal",26,165,117,249,1,27,1,0,586,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 604","Westmount",42,208,205,497,1,23,1,5,982,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 605","Westmount--Montréal",25,172,265,463,4,39,2,0,970,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 606","Montréal",26,211,114,264,2,61,1,0,679,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 607","Montréal",35,311,104,361,0,108,4,0,923,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 608","Montréal",33,203,42,211,3,43,0,0,535,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 609","Westmount--Montréal",19,159,255,369,2,13,2,0,819,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie"," 610","Montréal",3,80,46,140,0,45,1,0,315,
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie",,Group 1/Groupe 1,13,31,30,84,0,5,1,8,172,267
24075,"Westmount--Ville-Marie/Westmount--Ville-Marie",,Group 2/Groupe 2,54,223,174,433,3,48,1,12,948,
