Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Russ Christianson,Rick Norlock,Kim Rudd,Ralph Torrie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 43","Hamilton ",31,93,31,6,0,161,239
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 43-1","Cobourg",32,105,47,17,0,201,410
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 44","Hamilton ",34,154,38,8,1,235,455
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 45","Hamilton ",45,139,34,4,0,222,394
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 46","Hamilton ",30,104,39,10,0,183,325
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 47","Hamilton ",23,79,32,6,1,141,253
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 48","Hamilton ",31,78,32,3,1,145,322
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 49","Cobourg",29,150,47,5,0,231,409
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 49-1","Cobourg",26,34,20,4,2,86,176
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 50","Cobourg",50,155,85,12,1,303,519
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 51","Cobourg",24,105,46,8,0,183,345
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 51-1","Cobourg",48,200,72,8,2,330,605
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 52","Cobourg",87,81,31,14,0,213,464
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 53","Cobourg",35,96,29,7,2,169,345
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 54","Cobourg",58,101,82,14,2,257,546
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 55","Cobourg",33,119,71,13,0,236,488
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 56","Cobourg",37,93,76,21,0,227,444
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 57","Cobourg",44,51,38,11,0,144,343
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 58","Cobourg",44,58,34,22,1,159,385
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 59","Cobourg",38,65,51,12,0,166,379
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 60","Cobourg",50,80,37,14,0,181,447
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 61","Cobourg",63,121,35,9,0,228,503
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 62","Cobourg",46,119,71,7,0,243,468
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 63","Cobourg",36,68,25,10,2,141,253
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 64","Cobourg",55,156,82,12,1,306,510
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 65","Cobourg",61,166,80,4,0,311,522
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 66","Cobourg",56,179,70,9,2,316,551
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 67","Cobourg",11,75,25,9,0,120,226
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 68","Cobourg",43,105,49,8,0,205,359
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 69","Cobourg",60,116,53,14,3,246,478
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 70","Cobourg",45,177,76,15,0,313,522
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 71","Cobourg",28,94,67,12,1,202,360
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 72","Hamilton ",25,63,35,14,1,138,273
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 73","Hamilton ",50,118,74,19,0,261,495
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 74","Hamilton ",43,111,82,5,1,242,406
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 74-1","Hamilton ",39,137,73,9,2,260,379
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 75","Hamilton ",48,74,41,18,1,182,431
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 76","Hamilton ",60,129,100,18,0,307,571
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 77","Hamilton ",45,109,92,10,1,257,446
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 78","Hamilton ",45,111,70,10,0,236,407
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 79","Hamilton ",51,162,66,6,2,287,442
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 80","Alnwick/Haldimand",37,153,67,13,0,270,492
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 81","Alnwick/Haldimand",46,127,39,8,0,220,404
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 82","Alnwick/Haldimand",26,74,33,4,0,137,236
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 82-1","Alnwick/Haldimand",45,104,30,9,0,188,310
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 83","Alnwick/Haldimand",48,112,19,8,0,187,325
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 83-1","Alnwick/Haldimand",25,88,31,7,0,151,308
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 84","Alnwick/Haldimand",23,107,37,14,0,181,402
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 84-1","Alnwick/Haldimand",53,110,60,8,0,231,470
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 85","Alnwick/Haldimand",52,153,56,15,0,276,452
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 86","Alnwick/Haldimand",35,148,48,16,1,248,460
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 87","Alnwick/Haldimand",81,187,66,1,1,336,503
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 88","Alnwick/Haldimand",44,111,55,12,1,223,390
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 89","Cramahe",48,162,44,13,0,267,492
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 90","Cramahe",53,163,41,26,1,284,455
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 90-1","Cramahe",Void/Supprimé,,,,,,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 91","Cramahe",66,158,34,8,0,266,503
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 91-1","Cramahe",35,92,25,7,0,159,265
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 92","Colborne",65,112,36,11,0,224,468
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 93","Cramahe",59,151,36,8,0,254,431
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 93-1","Cramahe",37,71,19,10,2,139,281
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 94","Colborne",52,124,52,15,0,243,478
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 95","Colborne",47,110,41,1,1,200,412
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 96","Colborne",30,82,49,16,0,177,391
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 97","Cramahe",57,94,49,14,0,214,348
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 98","Alderville 37",90,62,21,9,0,182,369
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 99","Hastings",40,37,14,5,0,96,215
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 100","Hastings",43,59,14,1,0,117,227
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 101","Hastings",72,108,35,10,0,225,482
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 102","Trent Hills",33,75,17,9,0,134,264
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 102-1","Trent Hills",39,66,20,14,0,139,324
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 103","Trent Hills",57,140,40,16,1,254,503
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 104","Trent Hills",76,151,67,11,0,305,546
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 105","Trent Hills",79,159,52,16,1,307,535
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 106","Trent Hills",40,86,23,11,0,160,284
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 107","Trent Hills",42,112,18,3,0,175,263
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 108","Trent Hills",65,159,31,9,0,264,528
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 109","Trent Hills",66,116,27,10,1,220,490
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 110","Trent Hills",60,124,34,9,0,227,388
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 111","Trent Hills",69,109,41,9,0,228,406
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 112","Trent Hills",60,109,47,2,1,219,475
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 113","Campbellford",48,100,25,4,3,180,372
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 114","Campbellford",37,76,35,12,0,160,413
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 115","Campbellford",47,77,30,5,0,159,376
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 116","Campbellford",78,95,50,8,1,232,412
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 117A","Campbellford",60,98,45,3,1,207,370
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 117B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,72
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 118","Campbellford",35,55,15,6,0,111,268
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 119","Campbellford",52,123,29,5,5,214,445
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 120","Trent Hills",51,126,56,3,0,236,455
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 121","Trent Hills",71,127,29,4,0,231,479
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 122","Trent Hills",62,113,29,11,1,216,436
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 123","Brighton",32,130,26,10,0,198,304
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 124","Brighton",87,207,64,17,2,377,627
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 125","Brighton",51,142,35,8,0,236,458
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 125-1","Brighton",43,96,45,10,0,194,358
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 126","Brighton",33,61,45,9,1,149,353
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 126-1","Brighton",44,96,37,4,1,182,343
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 127","Brighton",74,176,61,12,0,323,523
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 128","Brighton",61,140,56,13,1,271,492
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 129","Brighton",35,79,54,5,0,173,320
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 130","Brighton",62,122,57,6,0,247,430
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 131","Brighton",39,70,32,4,0,145,338
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 132","Brighton",32,71,28,6,0,137,354
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 133","Brighton",54,176,61,10,0,301,583
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 134","Brighton",33,143,49,14,0,239,474
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 135","Brighton",51,133,53,2,1,240,515
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 136","Brighton",47,179,80,10,0,316,477
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 136-1","Brighton",29,77,61,1,1,169,296
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 137","Brighton",59,133,57,6,1,256,512
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 138","Brighton",48,140,34,8,2,232,365
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 139","Quinte West",79,163,27,9,0,278,443
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 140","Quinte West",57,159,36,16,0,268,385
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 141","Quinte West",60,146,41,18,0,265,427
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 142","Quinte West",25,90,39,12,1,167,274
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 142-1","Quinte West",47,129,33,8,1,218,361
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 143","Quinte West",56,173,29,16,0,274,477
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 144","Quinte West",55,215,55,14,0,339,597
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 144-1","Quinte West",37,110,46,4,1,198,334
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 145","Quinte West",69,179,58,7,0,313,569
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 146","Quinte West",41,156,33,9,0,239,495
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 147","Quinte West",83,200,40,12,0,335,589
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 148","Quinte West",74,160,39,7,0,280,479
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 149","Quinte West",57,125,55,9,0,246,471
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 150","Quinte West",51,121,33,6,0,211,386
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 151","Quinte West",64,107,34,10,2,217,477
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 152","Quinte West",41,71,25,8,0,145,343
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 153","Quinte West",52,103,28,8,2,193,513
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 154","Quinte West",30,92,17,7,1,147,254
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 155","Quinte West",27,58,9,4,0,98,213
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 156","Quinte West",56,141,47,9,0,253,489
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 157","Quinte West",42,111,59,12,1,225,410
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 158","Quinte West",26,71,25,3,0,125,275
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 159","Quinte West",43,85,32,5,0,165,469
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 160","Quinte West",44,93,28,8,1,174,393
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 161","Quinte West",34,78,26,4,0,142,297
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 162","Quinte West",29,84,14,7,1,135,351
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 163","Quinte West",46,88,33,5,0,172,523
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 164","Quinte West",24,54,15,8,0,101,352
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 165","Quinte West",67,154,52,13,0,286,558
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 166","Quinte West",44,165,53,6,0,268,438
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 166-1","Quinte West",23,103,47,7,0,180,310
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 167","Quinte West",57,106,47,8,2,220,434
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 168","Quinte West",55,114,42,13,2,226,495
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 169","Quinte West",23,34,25,3,2,87,271
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 170","Quinte West",30,36,9,7,0,82,248
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 171","Quinte West",56,84,23,8,0,171,422
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 172","Quinte West",48,66,19,11,0,144,385
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 173","Quinte West",42,99,32,9,0,182,433
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 174","Quinte West",42,64,19,5,0,130,334
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 175","Quinte West",33,59,21,4,0,117,343
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 176","Quinte West",53,96,35,6,0,190,407
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 177","Quinte West",74,59,32,7,0,172,372
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 178","Quinte West",38,77,35,5,2,157,304
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 179","Quinte West",45,94,30,5,0,174,314
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 180","Quinte West",35,170,59,10,0,274,463
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 181","Quinte West",46,131,60,7,1,245,392
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 182","Quinte West",37,70,27,12,0,146,375
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 183","Quinte West",78,183,63,14,0,338,590
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 184","Quinte West",66,160,58,11,0,295,555
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 185","Quinte West",66,151,43,7,1,268,475
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 186","Quinte West",59,162,44,10,0,275,593
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 187","Quinte West",63,162,27,8,0,260,480
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 188","Quinte West",44,99,26,12,0,181,354
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 189","Quinte West",27,68,20,7,1,123,289
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 190","Quinte West",62,75,20,6,0,163,316
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 191","Quinte West",36,100,22,3,0,161,355
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 191-1","Quinte West",39,140,38,7,1,225,432
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 192","Quinte West",68,165,71,21,0,325,571
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 193","Quinte West",41,89,27,7,0,164,311
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 194","Quinte West",34,73,19,4,0,130,242
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 195","Quinte West",62,188,35,4,2,291,581
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 196","Quinte West",34,164,42,6,2,248,448
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 197","Quinte West",73,149,51,7,0,280,458
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 198","Quinte West",26,55,15,2,0,98,224
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 199","Quinte West",54,117,58,3,0,232,475
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 200","Quinte West",52,148,39,5,0,244,448
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 201","Quinte West",44,122,42,9,0,217,430
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 202","Quinte West",71,149,24,16,1,261,509
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 203","Quinte West",44,144,21,10,2,221,458
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 204","Quinte West",54,148,31,5,2,240,378
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 205A","Quinte West",90,144,27,8,1,270,477
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 205B","Quinte West",Merged with No. 203/Fusionné avec le nº 203,,,,,,32
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 206","Quinte West",58,116,36,6,2,218,506
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 206-1","Quinte West",28,87,34,16,0,165,353
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 207","Quinte West",27,72,10,5,1,115,220
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 208","Quinte West",32,115,5,6,0,158,427
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 400","Trenton",13,45,36,4,3,101,133
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 500","Mobile poll/Bureau itinérant",25,72,27,3,3,130,92
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 501","Mobile poll/Bureau itinérant",11,41,7,2,0,61,103
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 502","Mobile poll/Bureau itinérant",8,12,11,2,1,34,77
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 503","Mobile poll/Bureau itinérant",12,32,13,1,2,60,72
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 504","Mobile poll/Bureau itinérant",3,14,11,1,0,29,49
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 505","Mobile poll/Bureau itinérant",9,37,14,2,1,63,101
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 506","Mobile poll/Bureau itinérant",15,25,16,4,0,60,86
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 507","Mobile poll/Bureau itinérant",15,32,14,3,3,67,124
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 508","Mobile poll/Bureau itinérant",11,24,24,1,1,61,129
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 600","Port Hope",77,349,181,27,3,637,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 601","Port Hope",100,398,237,42,3,780,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 602","Cobourg",48,160,69,14,0,291,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 603","Cobourg",124,423,267,36,1,851,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 604","Cobourg",113,481,287,34,2,917,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 605","Centreton",30,189,78,16,1,314,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 606","Alderville First Nation",11,8,4,1,0,24,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 607","Campbellford",132,501,177,26,1,837,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 608","Brighton",128,612,306,46,8,1100,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 609","Brighton",51,286,112,25,1,475,
