Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Victor Andres,Rachelle Devine,Eduard Hiebert,Brett Ryall,Joy Smith,Alon David Weinberg,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 27","Winnipeg",14,68,1,2,124,0,0,209,422
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 28","Winnipeg",5,41,0,0,78,3,0,127,304
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 29","Winnipeg",17,58,1,1,106,6,1,190,475
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 29-1","Winnipeg",36,92,2,0,140,2,2,274,569
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 30","Winnipeg",25,37,0,2,109,3,0,176,333
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 31","Winnipeg",22,49,3,1,97,6,1,179,342
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 32","Winnipeg",2,52,1,0,45,5,0,105,298
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 33","Winnipeg",18,64,0,0,129,4,0,215,432
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 34","Winnipeg",15,60,4,1,103,3,2,188,408
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 35","Winnipeg",17,54,0,0,82,5,0,158,321
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 36","Winnipeg",17,41,1,0,100,11,0,170,318
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 37","Winnipeg",31,82,1,2,102,9,1,228,357
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 38","Winnipeg",21,57,1,0,72,3,1,155,331
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 39","Winnipeg",9,33,0,0,77,8,0,127,312
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 40","Winnipeg",6,49,1,1,74,9,1,141,302
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 41","Winnipeg",14,61,1,1,73,6,0,156,310
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 42","Winnipeg",12,52,1,0,82,9,0,156,322
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 43","Winnipeg",8,59,1,0,72,5,0,145,268
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 44","Winnipeg",12,69,0,0,60,5,3,149,387
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 45","Winnipeg",18,50,0,0,76,2,0,146,303
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 46","Winnipeg",24,65,1,2,107,7,0,206,430
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 47","Winnipeg",18,54,0,0,67,3,4,146,358
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 48","Winnipeg",17,31,1,0,57,3,0,109,253
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 49","Winnipeg",17,40,1,0,61,2,0,121,268
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 50","Winnipeg",15,58,0,0,96,2,2,173,360
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 51","Winnipeg",16,86,1,1,109,4,0,217,434
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 52","Winnipeg",16,61,2,3,143,4,0,229,479
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 53","Winnipeg",20,76,1,1,114,9,1,222,412
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 54","Winnipeg",12,92,2,0,103,10,0,219,447
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 55","Winnipeg",20,43,0,0,129,5,0,197,339
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 56","Winnipeg",3,64,0,0,98,1,1,167,290
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 56-1A","Winnipeg",12,45,1,1,76,3,2,140,261
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 56-1B","Winnipeg",7,44,1,0,83,2,0,137,268
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 57A","Winnipeg",11,51,0,0,91,5,1,159,305
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 57B","Winnipeg",5,41,2,1,77,3,0,129,289
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 57-1","Winnipeg",15,69,0,2,193,4,0,283,482
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 58","Winnipeg",7,50,0,1,122,4,0,184,399
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 58-1","Winnipeg",2,56,1,0,51,6,2,118,250
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 59","Winnipeg",15,34,3,0,56,1,0,109,257
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 60","Winnipeg",11,68,0,0,67,3,1,150,232
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 61","Winnipeg",12,65,3,1,166,1,1,249,399
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 62","Winnipeg",15,91,2,1,142,1,0,252,369
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 63","Winnipeg",7,60,2,1,109,2,0,181,244
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 64","Winnipeg",19,72,1,0,135,2,0,229,362
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 65","Winnipeg",18,71,0,1,168,2,1,261,484
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 66","Winnipeg",9,65,0,1,119,9,1,204,308
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 67","Winnipeg",10,49,1,0,98,4,1,163,232
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 68","Winnipeg",6,75,2,1,134,4,2,224,296
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 69","Winnipeg",13,67,0,1,54,7,1,143,365
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 70A","Winnipeg",3,33,2,0,52,4,0,94,248
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 70B","Winnipeg",4,39,0,1,58,3,0,105,248
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 71","Winnipeg",14,91,1,3,93,2,2,206,376
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 72","Winnipeg",17,67,1,1,90,9,1,186,338
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 73","Winnipeg",13,61,0,2,48,8,1,133,342
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 74","Winnipeg",6,63,0,0,67,5,0,141,318
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 75","Winnipeg",19,49,0,0,73,3,0,144,259
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 76","Winnipeg",22,63,1,1,64,6,1,158,317
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 77","Winnipeg",8,46,0,0,69,4,0,127,276
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 78","Winnipeg",7,55,1,1,56,6,0,126,287
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 79","Winnipeg",14,57,1,4,92,5,0,173,343
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 80","Winnipeg",11,44,0,1,58,2,1,117,314
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 81","Winnipeg",3,38,0,0,48,1,1,91,275
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 82","Winnipeg",16,65,0,2,72,5,0,160,356
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 83","Winnipeg",21,61,0,0,63,9,0,154,305
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 84","Winnipeg",8,72,0,2,70,2,1,155,335
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 85","Winnipeg",10,89,0,0,78,9,0,186,351
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 86","Winnipeg",9,71,0,0,60,5,0,145,334
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 87","Winnipeg",12,84,2,0,81,18,2,199,357
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 88","Winnipeg",19,97,0,0,96,17,0,229,394
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 89","Winnipeg",6,50,2,0,86,5,3,152,327
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 90","Winnipeg",2,53,0,0,47,9,0,111,311
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 91","Winnipeg",7,50,2,0,52,5,2,118,338
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 92","Winnipeg",14,71,1,0,68,3,0,157,378
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 93","Winnipeg",6,46,3,4,79,4,0,142,323
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 94","Winnipeg",14,70,1,1,67,4,0,157,331
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 95","Winnipeg",12,70,2,0,59,7,0,150,326
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 96","Winnipeg",20,61,5,0,82,7,0,175,332
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 97","Winnipeg",11,40,0,0,71,8,1,131,297
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 98","Winnipeg",11,50,0,0,49,6,2,118,317
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 99","Winnipeg",12,78,0,1,54,2,1,148,313
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 100","Winnipeg",4,82,1,1,71,1,1,161,348
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 101","Winnipeg",17,43,0,0,49,4,1,114,211
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 102","Winnipeg",14,69,1,1,85,13,1,184,416
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 103","Winnipeg",Void/Supprimé,,,,,,,,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 104","Winnipeg",16,60,1,1,26,10,0,114,306
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 105","Winnipeg",15,57,1,1,92,4,0,170,279
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 106","Winnipeg",6,52,0,0,79,1,1,139,346
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 106-1","Winnipeg",Void/Supprimé,,,,,,,,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 106-2","Winnipeg",33,28,1,2,129,0,2,195,364
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 107","Winnipeg",23,51,0,2,100,4,1,181,315
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 108","Winnipeg",22,62,1,1,129,6,0,221,363
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 109","Winnipeg",13,42,0,1,100,7,1,164,283
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 110","Winnipeg",14,83,1,1,155,7,1,262,414
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 111A","Winnipeg",4,54,0,0,80,2,0,140,256
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 111B","Winnipeg",0,49,0,1,73,2,2,127,254
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 112","Winnipeg",8,66,1,1,125,1,0,202,393
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 113","Winnipeg",22,70,1,2,144,10,0,249,417
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 114","Winnipeg",15,64,1,1,169,12,0,262,423
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 115","Winnipeg",19,64,1,2,131,8,2,227,404
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 116","Winnipeg",31,64,0,1,120,8,0,224,411
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 117","Winnipeg",11,30,0,1,83,2,1,128,285
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 118","Winnipeg",14,61,2,1,104,3,1,186,373
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 119","Winnipeg",13,83,1,4,144,9,1,255,412
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 120","Winnipeg",22,86,2,1,173,10,0,294,509
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 121","Winnipeg",22,49,1,3,102,3,2,182,336
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 122","Winnipeg",16,68,0,0,132,4,2,222,433
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 123","Winnipeg",18,66,0,1,119,2,2,208,394
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 124","Winnipeg",12,50,1,1,106,5,0,175,351
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 125","Winnipeg",3,39,1,0,46,1,0,90,320
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 126","Winnipeg",6,25,2,0,73,3,0,109,166
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 127","Winnipeg",9,50,0,1,98,4,0,162,342
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 128","Winnipeg",12,84,0,4,136,4,0,240,386
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 129","Winnipeg",Void/Supprimé,,,,,,,,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 130","Winnipeg",3,48,0,0,96,2,2,151,308
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 131","Winnipeg",11,62,0,3,102,4,2,184,442
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 132","Winnipeg",6,45,0,0,108,1,0,160,382
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 133","Winnipeg",1,52,3,1,97,4,0,158,427
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 134","Winnipeg",9,30,2,0,61,1,2,105,216
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 135A","Winnipeg",9,52,1,0,49,2,1,114,263
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 135B","Winnipeg",11,41,0,2,65,4,0,123,266
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 136","Winnipeg",13,54,1,17,74,1,0,160,297
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 137","Winnipeg",10,75,0,3,104,3,0,195,354
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 138","Winnipeg",7,56,1,0,100,7,0,171,323
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 139","Winnipeg",8,66,1,2,94,2,0,173,353
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 140","Winnipeg",4,52,1,2,91,5,0,155,291
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 141","Winnipeg",4,62,0,1,87,3,0,157,334
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 142","Winnipeg",9,66,0,3,76,5,1,160,274
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 143","Winnipeg",21,36,0,0,159,5,0,221,384
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 143-1","Winnipeg",22,68,0,1,177,7,1,276,489
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 144A","Winnipeg",14,32,0,0,96,1,1,144,259
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 144B","Winnipeg",16,43,0,2,102,3,0,166,265
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 145","Winnipeg",15,40,0,1,103,7,1,167,264
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 146","Winnipeg",11,88,0,3,81,9,0,192,371
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 147","Winnipeg",10,57,0,0,86,4,0,157,301
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 148","Winnipeg",13,69,0,1,144,5,1,233,370
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 149","Winnipeg",9,84,0,5,125,3,0,226,388
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 150","Winnipeg",12,71,1,1,130,3,2,220,411
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 151A","Winnipeg",10,46,1,0,103,1,0,161,262
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 151B","Winnipeg",10,52,0,0,98,4,0,164,279
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 152","Winnipeg",18,80,2,1,101,9,0,211,434
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 153A","Winnipeg",4,44,0,1,82,4,0,135,263
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 153B","Winnipeg",8,42,0,1,67,3,0,121,240
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 154","Winnipeg",12,70,0,2,93,7,0,184,338
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 155","Winnipeg",5,44,1,0,102,6,0,158,285
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 156","Winnipeg",9,75,0,0,124,5,1,214,398
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 157","Winnipeg",12,34,0,2,98,7,1,154,315
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 158","Winnipeg",19,86,2,0,135,5,0,247,544
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 159","Winnipeg",20,104,1,1,197,12,1,336,619
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 500","Mobile poll/Bureau itinérant",17,36,1,0,36,2,0,92,147
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 501","Mobile poll/Bureau itinérant",12,50,3,1,123,2,0,191,245
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 600","West St. Paul",23,59,0,1,162,6,2,253,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 601","East St. Paul",55,85,1,0,477,8,1,627,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 602","Winnipeg",100,101,4,1,208,7,2,423,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 603","Winnipeg",57,119,1,0,241,10,3,431,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 604","Winnipeg",35,80,0,1,170,10,0,296,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 605","Winnipeg",26,90,2,0,144,12,2,276,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 606","Winnipeg",46,105,1,1,127,13,1,294,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 607","Winnipeg",53,124,1,4,431,11,3,627,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 608","Winnipeg",26,117,1,0,250,9,2,405,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 609","Winnipeg",65,101,0,4,404,13,1,588,
46006,"Kildonan--St. Paul/Kildonan--St. Paul"," 610","Parkdale",56,123,1,3,311,16,1,511,
46006,"Kildonan--St. Paul/Kildonan--St. Paul",,Group 1/Groupe 1,32,9,0,0,31,5,8,85,141
46006,"Kildonan--St. Paul/Kildonan--St. Paul",,Group 2/Groupe 2,117,206,3,6,1104,19,16,1471,
