Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Donovan Michael Cavers,Michael David Crawford,Christopher Kempling,Cathy McLeod,Murray Todd,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 68B","Kamloops ",9,63,1,64,3,2,142,256
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 69","Kamloops ",7,66,1,68,9,1,152,448
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 70A","Kamloops ",7,55,0,40,5,0,107,242
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 70B","Kamloops ",11,43,0,51,3,0,108,262
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 71","Kamloops ",4,82,3,118,11,1,219,396
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 72","Kamloops ",10,95,3,76,11,0,195,404
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 73","Kamloops ",6,87,0,44,7,1,145,320
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 74","Kamloops ",16,81,0,63,6,0,166,389
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 75","Kamloops ",19,93,1,81,4,0,198,329
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 76","Kamloops ",10,98,0,72,13,1,194,386
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 77A","Kamloops ",9,48,0,35,4,0,96,251
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 77B","Kamloops ",8,60,0,59,4,0,131,285
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 78A","Kamloops ",4,71,0,73,6,1,155,284
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 78B","Kamloops ",5,75,0,66,11,1,158,277
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 79","Kamloops ",16,101,2,90,8,1,218,483
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 80","Kamloops ",13,80,0,80,2,0,175,397
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 81","Kamloops ",6,76,0,55,5,0,142,334
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 82","Kamloops ",7,57,2,67,5,1,139,292
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 83","Kamloops ",12,112,1,72,7,0,204,431
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 84","Kamloops ",5,66,2,57,3,0,133,312
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 85A","Kamloops ",10,33,2,41,4,3,93,257
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 85B","Kamloops ",5,51,0,58,10,2,126,248
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 86","Kamloops ",10,58,0,48,6,1,123,310
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 87","Kamloops ",12,72,1,49,3,0,137,332
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 88","Kamloops ",9,64,0,45,4,0,122,299
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 88-1","Kamloops ",5,46,0,48,10,5,114,288
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 89","Kamloops ",11,59,3,52,11,0,136,358
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 90","Kamloops ",14,92,1,78,6,0,191,390
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 91","Kamloops ",17,74,1,56,4,0,152,314
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 92","Kamloops ",14,84,3,58,9,1,169,429
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 93","Kamloops ",21,103,0,88,8,1,221,452
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 94","Kamloops ",4,61,0,68,6,0,139,310
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 95","Kamloops ",9,91,0,51,5,1,157,377
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 96A","Kamloops ",6,58,0,71,9,3,147,269
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 96B","Kamloops ",4,64,0,69,7,0,144,276
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 97A","Kamloops ",5,35,0,35,5,0,80,256
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 97B","Kamloops ",7,47,0,41,6,0,101,244
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 97-1","Kamloops ",2,12,0,11,0,0,25,67
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 98","Kamloops ",14,103,1,67,15,1,201,459
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 99","Kamloops ",13,109,1,87,15,0,225,440
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 100A","Kamloops ",13,58,0,52,11,1,135,245
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 100B","Kamloops ",11,55,1,68,15,0,150,280
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 101","Kamloops ",10,72,0,39,9,0,130,378
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 101-1","Kamloops ",17,101,0,68,15,0,201,310
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 102","Kamloops ",10,76,2,51,9,0,148,345
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 103","Kamloops ",13,93,1,119,8,0,234,454
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 103-1","Kamloops ",6,51,0,60,7,0,124,276
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 104","Kamloops ",10,60,1,54,8,0,133,295
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 105A","Kamloops ",16,60,0,40,5,1,122,260
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 105B","Kamloops ",8,85,1,35,5,0,134,252
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 106A","Kamloops ",7,44,1,54,5,0,111,228
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 106B","Kamloops ",9,52,0,64,8,1,134,264
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 107","Kamloops ",14,97,3,86,14,0,214,346
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 108","Kamloops ",27,149,0,71,26,0,273,466
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 109","Kamloops ",29,97,3,62,6,1,198,355
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 110","Kamloops ",13,92,0,72,13,1,191,339
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 111","Kamloops ",15,83,1,101,16,0,216,435
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 112","Kamloops ",20,98,0,69,13,0,200,323
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 113","Kamloops ",18,93,2,69,8,3,193,338
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 114","Kamloops ",7,57,0,66,10,0,140,274
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 115A","Kamloops ",11,70,0,66,11,0,158,256
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 115B","Kamloops ",5,50,0,77,20,0,152,235
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 116","Kamloops ",17,60,2,86,14,1,180,331
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 116-1","Kamloops ",10,93,0,72,17,1,193,319
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 117","Kamloops ",7,98,1,109,14,1,230,436
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 118A","Kamloops ",8,47,0,81,8,0,144,270
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 118B","Kamloops ",9,41,0,89,14,1,154,302
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 119A","Kamloops ",10,92,1,46,8,0,157,298
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 119B","Kamloops ",8,79,0,47,12,0,146,293
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 120A","Kamloops ",3,72,2,83,23,0,183,314
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 120B","Mobile poll/Bureau itinérant",Merged with No. 504B/Fusionné avec le nº 504B,,,,,,,142
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 121","Kamloops ",14,84,0,43,3,0,144,335
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 122A","Kamloops ",5,47,0,76,12,0,140,258
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 122B","Kamloops ",5,80,2,81,17,0,185,299
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 123A","Kamloops ",4,64,0,55,16,1,140,263
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 123B","Kamloops ",5,52,0,76,6,1,140,263
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 124","Kamloops ",12,99,0,70,13,0,194,342
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 124-1","Kamloops ",8,68,0,80,21,0,177,299
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 125","Kamloops ",15,100,1,108,16,0,240,435
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 126","Kamloops ",7,79,1,74,21,0,182,342
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 127A","Kamloops ",7,69,0,53,16,0,145,257
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 127B","Kamloops ",9,53,0,67,11,1,141,266
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 128","Kamloops ",11,105,1,166,35,0,318,495
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 129","Kamloops ",5,51,1,61,22,0,140,223
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 130","Kamloops ",13,103,3,148,19,0,286,503
