Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Andrews,Matt Crowder,Randy Wayne Dawe,Matthew Martin Fuchs,Fabian Manning,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10001,"Avalon/Avalon"," 52","Old Shop",54,1,1,26,37,1,120,225
10001,"Avalon/Avalon"," 53","Dildo",166,0,1,25,46,1,239,369
10001,"Avalon/Avalon"," 54","Dildo",93,1,3,23,34,0,154,293
10001,"Avalon/Avalon"," 55","South Dildo",53,1,1,11,31,1,98,157
10001,"Avalon/Avalon"," 56","Blaketown",112,0,4,30,71,0,217,380
10001,"Avalon/Avalon"," 57","Whitbourne",32,1,0,12,5,1,51,99
10001,"Avalon/Avalon"," 58","Whitbourne",55,1,1,38,51,3,149,278
10001,"Avalon/Avalon"," 59","Whitbourne",109,1,2,25,85,2,224,465
10001,"Avalon/Avalon"," 60","Markland",67,0,1,26,31,0,125,216
10001,"Avalon/Avalon"," 61","Salmon Cove--Perry's Cove",101,3,2,19,46,0,171,324
10001,"Avalon/Avalon"," 62","Victoria",59,0,1,20,31,0,111,220
10001,"Avalon/Avalon"," 63","Victoria",85,0,2,20,57,1,165,320
10001,"Avalon/Avalon"," 64","Victoria",120,1,0,33,70,1,225,410
10001,"Avalon/Avalon"," 65","Freshwater",41,0,1,8,42,0,92,132
10001,"Avalon/Avalon"," 66","Victoria",103,4,1,34,77,1,220,472
10001,"Avalon/Avalon"," 67","Carbonear",73,1,0,34,97,2,207,402
10001,"Avalon/Avalon"," 68","Carbonear",66,1,2,19,52,2,142,360
10001,"Avalon/Avalon"," 69","Carbonear",76,1,2,27,65,2,173,430
10001,"Avalon/Avalon"," 70","Carbonear",90,2,3,23,59,2,179,403
10001,"Avalon/Avalon"," 71","Carbonear",74,0,1,29,61,1,166,328
10001,"Avalon/Avalon"," 72","Carbonear",63,2,1,20,60,0,146,271
10001,"Avalon/Avalon"," 73","Carbonear",107,2,2,36,104,0,251,502
10001,"Avalon/Avalon"," 74","Carbonear",90,1,2,28,86,0,207,384
10001,"Avalon/Avalon"," 74-1","Carbonear",31,0,0,14,33,0,78,147
10001,"Avalon/Avalon"," 75","Carbonear",64,2,2,32,66,0,166,324
10001,"Avalon/Avalon"," 76A","Carbonear",76,1,2,24,67,0,170,365
10001,"Avalon/Avalon"," 76B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,84
10001,"Avalon/Avalon"," 77","Harbour Grace",89,0,2,24,80,0,195,426
10001,"Avalon/Avalon"," 78","Harbour Grace",21,1,1,10,23,0,56,161
10001,"Avalon/Avalon"," 79","Harbour Grace--Bristol's Hope",74,2,0,30,109,0,215,373
10001,"Avalon/Avalon"," 80","Harbour Grace",41,3,0,12,34,0,90,232
10001,"Avalon/Avalon"," 81","Harbour Grace",48,1,1,18,61,2,131,285
10001,"Avalon/Avalon"," 82","Harbour Grace",49,0,0,14,43,0,106,223
10001,"Avalon/Avalon"," 83","Harbour Grace",76,1,0,20,72,1,170,412
10001,"Avalon/Avalon"," 84","Harbour Grace South",47,0,0,11,45,0,103,229
10001,"Avalon/Avalon"," 85","Bryant's Cove",55,1,1,22,76,0,155,281
10001,"Avalon/Avalon"," 86","Riverhead--Harbour Grace",27,0,0,13,44,1,85,236
10001,"Avalon/Avalon"," 87","Riverhead--Harbour Grace",40,0,0,16,51,0,107,272
10001,"Avalon/Avalon"," 88","Tilton",89,0,0,19,42,2,152,263
10001,"Avalon/Avalon"," 89","Spaniard's Bay",50,1,0,23,43,0,117,229
10001,"Avalon/Avalon"," 90","Spaniard's Bay",61,0,1,23,63,0,148,354
10001,"Avalon/Avalon"," 91","Spaniard's Bay",57,0,2,20,41,0,120,259
10001,"Avalon/Avalon"," 92","Spaniard's Bay",90,1,0,25,66,0,182,494
10001,"Avalon/Avalon"," 92-1","Spaniard's Bay",65,0,0,32,40,0,137,282
10001,"Avalon/Avalon"," 93","Spaniard's Bay",41,0,1,20,31,0,93,190
10001,"Avalon/Avalon"," 94","Upper Island Cove",79,1,1,19,80,0,180,397
10001,"Avalon/Avalon"," 94-1","Upper Island Cove",68,0,0,13,59,0,140,267
10001,"Avalon/Avalon"," 95","Bishop's Cove",53,0,0,14,35,0,102,151
10001,"Avalon/Avalon"," 96","Upper Island Cove",72,0,1,13,29,0,115,244
10001,"Avalon/Avalon"," 97","Upper Island Cove",65,1,0,12,45,1,124,262
10001,"Avalon/Avalon"," 98","Upper Island Cove",Void/Supprimé,,,,,,,
10001,"Avalon/Avalon"," 99","Upper Island Cove",52,0,1,11,31,1,96,219
10001,"Avalon/Avalon"," 100","Bay Roberts",57,1,3,9,34,0,104,260
10001,"Avalon/Avalon"," 101","Blow Me Down--Port de Grave",28,1,1,9,62,0,101,164
10001,"Avalon/Avalon"," 102","Port de Grave",43,0,0,11,59,0,113,200
10001,"Avalon/Avalon"," 103","Cupids",30,0,0,8,9,0,47,113
10001,"Avalon/Avalon"," 104","Brigus",134,2,1,21,62,4,224,473
10001,"Avalon/Avalon"," 105","Bay Roberts",67,0,5,18,66,1,157,306
10001,"Avalon/Avalon"," 106","Bay Roberts",57,1,3,19,37,1,118,245
10001,"Avalon/Avalon"," 107","Bay Roberts",118,0,1,42,91,1,253,514
10001,"Avalon/Avalon"," 108","Bay Roberts",159,1,2,31,79,0,272,638
10001,"Avalon/Avalon"," 109","Bay Roberts",90,1,1,27,41,2,162,274
10001,"Avalon/Avalon"," 110","Bay Roberts",100,1,0,10,32,0,143,267
10001,"Avalon/Avalon"," 111","Bay Roberts",85,1,4,7,27,1,125,283
10001,"Avalon/Avalon"," 112","Bay Roberts",124,1,1,49,79,1,255,503
10001,"Avalon/Avalon"," 113A","Bay Roberts",86,1,2,27,52,0,168,376
10001,"Avalon/Avalon"," 113B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,24
10001,"Avalon/Avalon"," 114","Bay Roberts",Void/Supprimé,,,,,,,
10001,"Avalon/Avalon"," 115","Bareneed--The Dock--Black Duck",71,1,2,21,60,0,155,298
10001,"Avalon/Avalon"," 116","South River",66,0,6,34,86,0,192,431
10001,"Avalon/Avalon"," 116-1","South River",31,0,1,10,14,0,56,105
10001,"Avalon/Avalon"," 117","Cupids",107,1,3,18,115,1,245,428
10001,"Avalon/Avalon"," 118","Georgetown",38,2,1,20,40,0,101,263
10001,"Avalon/Avalon"," 119","Brigus",Void/Supprimé,,,,,,,
10001,"Avalon/Avalon"," 120","Butlerville",118,0,0,17,42,1,178,539
10001,"Avalon/Avalon"," 120-1","Butlerville",68,0,2,9,20,0,99,195
10001,"Avalon/Avalon"," 121","North River",96,0,0,27,48,2,173,332
10001,"Avalon/Avalon"," 122","North River--Otterbury--Birch Hills",39,0,0,14,42,0,95,183
10001,"Avalon/Avalon"," 123","Clarke's Beach",83,1,3,32,72,1,192,520
10001,"Avalon/Avalon"," 123-1","Clarke's Beach",56,0,4,16,50,1,127,275
10001,"Avalon/Avalon"," 124","Clarke's Beach",59,0,8,21,71,1,160,482
10001,"Avalon/Avalon"," 124-1","Clarke's Beach",19,0,7,15,25,0,66,118
10001,"Avalon/Avalon"," 125","Makinsons",97,1,5,48,62,2,215,502
10001,"Avalon/Avalon"," 126","Marysvale",33,0,3,15,34,0,85,198
10001,"Avalon/Avalon"," 127","Colliers",69,1,2,17,60,0,149,282
10001,"Avalon/Avalon"," 128","Marysvale",100,1,0,18,110,0,229,481
10001,"Avalon/Avalon"," 129","Colliers",47,1,1,13,49,1,112,234
10001,"Avalon/Avalon"," 130","Conception Harbour",68,5,3,44,115,0,235,455
10001,"Avalon/Avalon"," 130-1","Conception Harbour",10,0,1,5,6,0,22,74
10001,"Avalon/Avalon"," 131","Avondale",85,0,1,26,67,2,181,395
10001,"Avalon/Avalon"," 131-1","Avondale",37,1,2,23,35,0,98,176
10001,"Avalon/Avalon"," 132","Harbour Main--Chapel Cove--Lakeview",64,2,0,34,91,1,192,343
10001,"Avalon/Avalon"," 133","Harbour Main--Chapel Cove--Lakeview",20,0,0,16,53,0,89,159
10001,"Avalon/Avalon"," 134","Harbour Main--Chapel Cove--Lakeview",88,2,0,44,89,1,224,410
10001,"Avalon/Avalon"," 135","Holyrood",64,1,3,26,93,0,187,296
10001,"Avalon/Avalon"," 136","Holyrood",93,1,1,48,98,0,241,419
10001,"Avalon/Avalon"," 136-1","Holyrood",57,1,1,43,82,2,186,312
10001,"Avalon/Avalon"," 137A","Holyrood",66,0,0,48,78,0,192,364
10001,"Avalon/Avalon"," 137B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,21
10001,"Avalon/Avalon"," 138","Holyrood",46,0,1,22,73,0,142,251
10001,"Avalon/Avalon"," 139","Conception Bay South",97,0,0,66,38,2,203,356
10001,"Avalon/Avalon"," 139-1","Conception Bay South",31,0,0,16,24,0,71,153
10001,"Avalon/Avalon"," 140","Conception Bay South",81,2,1,43,99,1,227,437
10001,"Avalon/Avalon"," 141","Conception Bay South",54,1,0,24,63,3,145,347
10001,"Avalon/Avalon"," 142","Conception Bay South",93,1,0,42,45,1,182,398
10001,"Avalon/Avalon"," 143","Conception Bay South",66,1,2,26,32,0,127,336
10001,"Avalon/Avalon"," 144","Conception Bay South",108,2,2,29,60,3,204,459
10001,"Avalon/Avalon"," 145","Conception Bay South",83,0,0,36,62,0,181,389
10001,"Avalon/Avalon"," 146","Conception Bay South",89,1,0,49,56,2,197,467
10001,"Avalon/Avalon"," 147","Conception Bay South",38,0,0,12,31,0,81,206
10001,"Avalon/Avalon"," 147-1","Conception Bay South",106,2,3,59,54,1,225,519
10001,"Avalon/Avalon"," 147-2","Conception Bay South",64,1,1,29,58,0,153,284
10001,"Avalon/Avalon"," 148","Conception Bay South",48,1,0,25,57,0,131,266
10001,"Avalon/Avalon"," 149","Conception Bay South",76,5,0,44,95,0,220,511
10001,"Avalon/Avalon"," 150","Conception Bay South",130,2,1,68,87,1,289,637
10001,"Avalon/Avalon"," 150-1","Conception Bay South",72,0,2,34,42,0,150,319
10001,"Avalon/Avalon"," 151","Conception Bay South",98,0,3,55,85,1,242,547
10001,"Avalon/Avalon"," 152","Conception Bay South",46,0,0,13,54,0,113,279
10001,"Avalon/Avalon"," 152-1","Conception Bay South",117,2,1,68,92,0,280,550
10001,"Avalon/Avalon"," 153A","Conception Bay South",103,1,0,42,71,2,219,464
10001,"Avalon/Avalon"," 153B","Mobile poll/Bureau itinérant",Merged with No. 508/Fusionné avec le nº 508,,,,,,,87
10001,"Avalon/Avalon"," 153C","Mobile poll/Bureau itinérant",Merged with No. 508/Fusionné avec le nº 508,,,,,,,20
10001,"Avalon/Avalon"," 153D","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,8
10001,"Avalon/Avalon"," 154","Conception Bay South",103,1,0,76,100,0,280,620
10001,"Avalon/Avalon"," 155","Conception Bay South",99,0,1,32,53,1,186,380
10001,"Avalon/Avalon"," 156","Conception Bay South",72,1,0,30,82,1,186,391
10001,"Avalon/Avalon"," 157","Conception Bay South",79,1,0,42,89,1,212,438
10001,"Avalon/Avalon"," 158","Conception Bay South",66,0,0,39,76,0,181,370
10001,"Avalon/Avalon"," 159","Witless Bay",57,1,2,26,76,1,163,256
10001,"Avalon/Avalon"," 160","Bay Bulls",69,1,4,28,102,0,204,343
10001,"Avalon/Avalon"," 161","Bay Bulls",114,2,2,67,213,1,399,678
10001,"Avalon/Avalon"," 162","Witless Bay",30,1,0,24,71,0,126,244
10001,"Avalon/Avalon"," 163","Witless Bay",67,2,0,44,144,0,257,405
10001,"Avalon/Avalon"," 164","Mobile",26,0,1,19,54,0,100,165
10001,"Avalon/Avalon"," 165","Tors Cove",62,2,0,32,130,2,228,396
10001,"Avalon/Avalon"," 166","Bauline East",31,1,0,35,89,1,157,207
10001,"Avalon/Avalon"," 167","Ship Harbour",13,0,0,1,43,1,58,106
10001,"Avalon/Avalon"," 168","Dunville",31,1,1,6,30,0,69,120
10001,"Avalon/Avalon"," 169","Fox Harbour",27,0,0,12,90,1,130,244
10001,"Avalon/Avalon"," 170","Dunville",93,4,1,24,118,0,240,462
10001,"Avalon/Avalon"," 171","Freshwater",26,1,0,11,45,0,83,165
10001,"Avalon/Avalon"," 172","Freshwater",72,5,2,19,120,0,218,361
10001,"Avalon/Avalon"," 173","Jerseyside",29,0,3,11,47,1,91,203
10001,"Avalon/Avalon"," 174","Jerseyside",17,0,0,4,25,0,46,112
10001,"Avalon/Avalon"," 175","Dunville",35,0,2,4,34,0,75,155
10001,"Avalon/Avalon"," 176","Dunville",81,2,0,23,82,1,189,317
10001,"Avalon/Avalon"," 177","Point Verde",23,0,0,6,51,2,82,103
10001,"Avalon/Avalon"," 178A","Placentia",66,2,1,28,82,3,182,419
10001,"Avalon/Avalon"," 178B","Mobile poll/Bureau itinérant",Merged with No. 507/Fusionné avec le nº 507,,,,,,,21
10001,"Avalon/Avalon"," 179","Placentia",42,1,1,16,55,2,117,206
10001,"Avalon/Avalon"," 180","Placentia",50,3,1,12,59,0,125,222
10001,"Avalon/Avalon"," 181","Southeast Placentia",74,1,1,29,147,0,252,413
10001,"Avalon/Avalon"," 182","Colinet",22,1,2,24,81,0,130,162
10001,"Avalon/Avalon"," 183","Brigus Junction",24,0,3,19,24,1,71,112
10001,"Avalon/Avalon"," 184","St. Catherine's",23,0,0,10,11,0,44,165
10001,"Avalon/Avalon"," 185A","Riverhead",30,1,1,10,82,0,124,146
10001,"Avalon/Avalon"," 185B","Mobile poll/Bureau itinérant",Merged with No. 509/Fusionné avec le nº 509,,,,,,,2
10001,"Avalon/Avalon"," 186","Mount Carmel",70,0,0,17,103,1,191,333
10001,"Avalon/Avalon"," 187","St. Joseph's",46,2,3,19,90,0,160,237
10001,"Avalon/Avalon"," 188","North Harbour",10,0,0,3,49,0,62,80
10001,"Avalon/Avalon"," 189","Admirals Beach",23,0,0,7,65,0,95,152
10001,"Avalon/Avalon"," 190","Gaskiers-Point La Haye",35,1,1,8,96,1,142,229
10001,"Avalon/Avalon"," 191","St. Mary's",67,0,1,16,128,1,213,397
10001,"Avalon/Avalon"," 192","Cape Broyle",67,1,6,35,105,0,214,439
10001,"Avalon/Avalon"," 193","Cape Broyle",45,1,0,14,46,0,106,168
10001,"Avalon/Avalon"," 194","Calvert",48,1,1,29,80,0,159,259
10001,"Avalon/Avalon"," 195","Ferryland",67,1,2,34,126,1,231,428
10001,"Avalon/Avalon"," 196","Gaskiers-Point La Haye",Void/Supprimé,,,,,,,
10001,"Avalon/Avalon"," 197","Fermeuse--Port Kirwan",83,1,2,30,96,1,213,402
10001,"Avalon/Avalon"," 198","Fermeuse--Port Kirwan",Void/Supprimé,,,,,,,
10001,"Avalon/Avalon"," 199","Renews",46,2,0,24,111,0,183,305
10001,"Avalon/Avalon"," 200","Cappahayden",Void/Supprimé,,,,,,,
10001,"Avalon/Avalon"," 201","Patrick's Cove",14,0,0,5,17,0,36,67
10001,"Avalon/Avalon"," 202","Branch",39,1,0,8,114,0,162,217
10001,"Avalon/Avalon"," 203","St. Bride's",40,0,2,9,150,1,202,348
10001,"Avalon/Avalon"," 204","Point Lance",8,0,0,2,52,0,62,122
10001,"Avalon/Avalon"," 205","St. Vincent's-St. Stephen's-Peter's River",60,1,0,12,108,0,181,317
10001,"Avalon/Avalon"," 206","St. Shotts",10,0,0,3,30,0,43,79
10001,"Avalon/Avalon"," 207","Trepassey",32,0,1,5,63,1,102,201
10001,"Avalon/Avalon"," 208","Trepassey",Void/Supprimé,,,,,,,
10001,"Avalon/Avalon"," 209","Trepassey",65,0,2,15,63,0,145,377
10001,"Avalon/Avalon"," 210","Portugal Cove South",22,0,0,8,72,1,103,166
10001,"Avalon/Avalon"," 500","Mobile poll/Bureau itinérant",30,0,1,5,15,3,54,89
10001,"Avalon/Avalon"," 501","Mobile poll/Bureau itinérant",44,3,0,4,7,0,58,124
10001,"Avalon/Avalon"," 502","Mobile poll/Bureau itinérant",31,1,1,1,12,4,50,43
10001,"Avalon/Avalon"," 503","Mobile poll/Bureau itinérant",40,0,1,2,15,1,59,71
10001,"Avalon/Avalon"," 504","Mobile poll/Bureau itinérant",23,1,2,7,16,3,52,80
10001,"Avalon/Avalon"," 505","Mobile poll/Bureau itinérant",27,0,2,6,23,4,62,85
10001,"Avalon/Avalon"," 506","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
10001,"Avalon/Avalon"," 507","Mobile poll/Bureau itinérant",32,1,2,3,35,5,78,65
10001,"Avalon/Avalon"," 508","Mobile poll/Bureau itinérant",42,1,2,9,45,2,101,35
10001,"Avalon/Avalon"," 509","Mobile poll/Bureau itinérant",9,1,0,1,13,2,26,29
10001,"Avalon/Avalon"," 600","Old Perlican",58,1,0,9,48,0,116,
10001,"Avalon/Avalon"," 601","Arnold's Cove",35,0,1,4,16,0,56,
10001,"Avalon/Avalon"," 602","Dildo",79,4,1,5,20,0,109,
10001,"Avalon/Avalon"," 603","Carbonear",150,3,1,17,85,2,258,
10001,"Avalon/Avalon"," 604","Harbour Grace",101,2,0,15,103,1,222,
10001,"Avalon/Avalon"," 605","Spaniard's Bay",61,0,1,6,33,1,102,
10001,"Avalon/Avalon"," 606","Clarke's Beach",73,0,4,14,88,1,180,
10001,"Avalon/Avalon"," 607","Avondale",74,0,0,23,78,1,176,
10001,"Avalon/Avalon"," 608","Upper Gullies",109,1,1,24,67,0,202,
10001,"Avalon/Avalon"," 609","Witless Bay",27,3,0,12,79,0,121,
10001,"Avalon/Avalon"," 610","Placentia",101,3,0,22,161,0,287,
10001,"Avalon/Avalon"," 611","St. Joseph's",18,0,1,1,47,0,67,
10001,"Avalon/Avalon"," 612","Ferryland",26,2,1,3,71,0,103,
10001,"Avalon/Avalon"," 613","St. Bride's",14,0,0,1,105,0,120,
10001,"Avalon/Avalon"," 614","Trepassey",31,1,0,3,36,0,71,
10001,"Avalon/Avalon"," 615","Bay Roberts",77,1,0,10,42,0,130,
10001,"Avalon/Avalon"," 616","Conception Bay",147,1,1,40,72,0,261,
10001,"Avalon/Avalon"," 617","Norman's Cove",22,0,0,3,23,0,48,
10001,"Avalon/Avalon"," 618","Cavendish",65,0,1,6,8,0,80,
10001,"Avalon/Avalon"," 619","Victoria",36,0,0,6,27,0,69,
10001,"Avalon/Avalon"," 620","Upper Island Cove",33,1,0,5,16,0,55,
10001,"Avalon/Avalon"," 621","Coley's Point",54,0,1,10,42,0,107,
10001,"Avalon/Avalon",,Group 1/Groupe 1,36,1,2,11,86,4,140,384
10001,"Avalon/Avalon",,Group 2/Groupe 2,322,4,3,38,272,6,645,
