Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Mark Corbiere,Karen Redman,Alan Rimmer,Martin Suter,Peter Thurley,Byron Williston,Stephen Woodworth,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35037,"Kitchener Centre/Kitchener-Centre"," 54","Kitchener",0,53,2,1,44,2,67,2,171,458
35037,"Kitchener Centre/Kitchener-Centre"," 55","Kitchener",0,53,1,0,66,11,64,0,195,360
35037,"Kitchener Centre/Kitchener-Centre"," 56","Kitchener",0,49,0,0,48,9,78,1,185,350
35037,"Kitchener Centre/Kitchener-Centre"," 57","Kitchener",0,53,0,0,60,6,47,1,167,403
35037,"Kitchener Centre/Kitchener-Centre"," 58","Kitchener",1,38,1,1,81,9,41,2,174,437
35037,"Kitchener Centre/Kitchener-Centre"," 59","Kitchener",0,41,1,0,62,12,50,1,167,355
35037,"Kitchener Centre/Kitchener-Centre"," 60","Kitchener",0,58,4,0,56,17,72,0,207,453
35037,"Kitchener Centre/Kitchener-Centre"," 61","Kitchener",0,85,3,0,51,11,58,1,209,415
35037,"Kitchener Centre/Kitchener-Centre"," 62","Kitchener",1,53,0,1,40,5,31,0,131,305
35037,"Kitchener Centre/Kitchener-Centre"," 62-1","Kitchener",1,70,1,0,44,5,87,0,208,334
35037,"Kitchener Centre/Kitchener-Centre"," 63","Kitchener",1,81,1,0,69,21,67,0,240,472
35037,"Kitchener Centre/Kitchener-Centre"," 64","Kitchener",0,78,1,1,65,10,89,2,246,481
35037,"Kitchener Centre/Kitchener-Centre"," 65","Kitchener",0,59,2,1,74,13,67,2,218,526
35037,"Kitchener Centre/Kitchener-Centre"," 66","Kitchener",0,60,0,0,67,10,62,1,200,493
35037,"Kitchener Centre/Kitchener-Centre"," 67","Kitchener",1,67,2,1,62,24,50,0,207,396
35037,"Kitchener Centre/Kitchener-Centre"," 68","Kitchener",1,152,1,0,70,13,92,0,329,610
35037,"Kitchener Centre/Kitchener-Centre"," 69","Kitchener",1,64,1,2,73,5,71,0,217,337
35037,"Kitchener Centre/Kitchener-Centre"," 69-1","Kitchener",0,79,0,0,41,4,77,0,201,304
35037,"Kitchener Centre/Kitchener-Centre"," 70","Kitchener",0,108,0,0,43,11,72,0,234,458
35037,"Kitchener Centre/Kitchener-Centre"," 71","Kitchener",0,51,2,0,87,18,86,1,245,464
35037,"Kitchener Centre/Kitchener-Centre"," 72","Kitchener",0,37,1,0,49,9,71,1,168,338
35037,"Kitchener Centre/Kitchener-Centre"," 73","Kitchener",0,89,1,0,106,18,97,0,311,582
35037,"Kitchener Centre/Kitchener-Centre"," 74","Kitchener",0,66,0,0,65,15,58,1,205,356
35037,"Kitchener Centre/Kitchener-Centre"," 75","Kitchener",0,79,2,1,53,3,83,0,221,376
35037,"Kitchener Centre/Kitchener-Centre"," 76","Kitchener",0,46,1,2,46,4,38,1,138,340
35037,"Kitchener Centre/Kitchener-Centre"," 77","Kitchener",1,62,2,0,26,6,75,0,172,353
35037,"Kitchener Centre/Kitchener-Centre"," 78","Kitchener",3,43,0,0,54,6,98,0,204,418
35037,"Kitchener Centre/Kitchener-Centre"," 79","Kitchener",1,47,0,0,51,20,92,0,211,376
35037,"Kitchener Centre/Kitchener-Centre"," 80","Kitchener",0,89,0,0,37,7,108,2,243,430
35037,"Kitchener Centre/Kitchener-Centre"," 81","Kitchener",0,35,1,1,51,13,63,1,165,362
35037,"Kitchener Centre/Kitchener-Centre"," 82","Kitchener",1,60,1,0,75,11,56,0,204,460
35037,"Kitchener Centre/Kitchener-Centre"," 83","Kitchener",0,36,0,1,42,7,35,2,123,392
35037,"Kitchener Centre/Kitchener-Centre"," 84","Kitchener",0,38,0,1,52,7,82,1,181,389
35037,"Kitchener Centre/Kitchener-Centre"," 85","Kitchener",0,15,0,0,44,5,32,0,96,233
35037,"Kitchener Centre/Kitchener-Centre"," 86","Kitchener",1,41,1,0,35,6,46,1,131,374
35037,"Kitchener Centre/Kitchener-Centre"," 87","Kitchener",0,49,3,0,51,4,98,2,207,420
35037,"Kitchener Centre/Kitchener-Centre"," 88","Kitchener",1,28,1,0,43,4,77,0,154,405
35037,"Kitchener Centre/Kitchener-Centre"," 89","Kitchener",0,31,2,0,43,7,83,0,166,351
35037,"Kitchener Centre/Kitchener-Centre"," 90","Kitchener",0,45,0,0,35,10,68,0,158,353
35037,"Kitchener Centre/Kitchener-Centre"," 91","Kitchener",1,57,0,0,50,9,70,0,187,378
35037,"Kitchener Centre/Kitchener-Centre"," 92","Kitchener",1,84,1,0,37,16,90,1,230,374
35037,"Kitchener Centre/Kitchener-Centre"," 93","Kitchener",0,43,1,0,54,14,95,1,208,346
35037,"Kitchener Centre/Kitchener-Centre"," 94","Kitchener",0,111,2,0,89,10,77,0,289,573
35037,"Kitchener Centre/Kitchener-Centre"," 95","Kitchener",0,91,0,0,55,14,70,0,230,482
35037,"Kitchener Centre/Kitchener-Centre"," 96","Kitchener",0,85,0,0,60,18,104,1,268,384
35037,"Kitchener Centre/Kitchener-Centre"," 97","Kitchener",0,79,1,0,53,14,87,0,234,429
35037,"Kitchener Centre/Kitchener-Centre"," 98","Kitchener",1,144,1,1,58,27,80,1,313,504
35037,"Kitchener Centre/Kitchener-Centre"," 99","Kitchener",0,77,2,1,52,17,87,0,236,369
35037,"Kitchener Centre/Kitchener-Centre"," 100","Kitchener",0,57,0,0,38,12,66,1,174,371
35037,"Kitchener Centre/Kitchener-Centre"," 101","Kitchener",1,109,1,1,58,16,74,0,260,445
35037,"Kitchener Centre/Kitchener-Centre"," 102","Kitchener",1,87,1,1,48,5,75,1,219,365
35037,"Kitchener Centre/Kitchener-Centre"," 103","Kitchener",2,70,1,0,47,11,59,0,190,509
35037,"Kitchener Centre/Kitchener-Centre"," 104","Kitchener",0,98,1,0,57,12,57,2,227,398
35037,"Kitchener Centre/Kitchener-Centre"," 105","Kitchener",1,118,1,0,43,18,84,1,266,419
35037,"Kitchener Centre/Kitchener-Centre"," 106","Kitchener",0,89,2,2,77,21,98,2,291,406
35037,"Kitchener Centre/Kitchener-Centre"," 107","Kitchener",1,154,1,0,42,16,71,1,286,386
35037,"Kitchener Centre/Kitchener-Centre"," 108","Kitchener",0,68,1,0,46,21,50,2,188,362
35037,"Kitchener Centre/Kitchener-Centre"," 109","Kitchener",0,59,1,3,67,6,50,0,186,442
35037,"Kitchener Centre/Kitchener-Centre"," 110","Kitchener",0,97,1,0,51,9,71,1,230,384
35037,"Kitchener Centre/Kitchener-Centre"," 111","Kitchener",0,156,0,0,34,9,82,0,281,429
35037,"Kitchener Centre/Kitchener-Centre"," 112","Kitchener",2,84,1,1,44,19,46,3,200,339
35037,"Kitchener Centre/Kitchener-Centre"," 113","Kitchener",0,63,2,0,46,6,108,2,227,385
35037,"Kitchener Centre/Kitchener-Centre"," 114","Kitchener",0,74,0,1,36,10,85,0,206,342
35037,"Kitchener Centre/Kitchener-Centre"," 115","Kitchener",0,69,1,0,73,22,115,0,280,465
35037,"Kitchener Centre/Kitchener-Centre"," 116","Kitchener",0,53,3,0,58,17,78,0,209,410
35037,"Kitchener Centre/Kitchener-Centre"," 117","Kitchener",0,45,1,1,58,7,112,2,226,409
35037,"Kitchener Centre/Kitchener-Centre"," 118","Kitchener",1,31,0,0,27,10,77,0,146,303
35037,"Kitchener Centre/Kitchener-Centre"," 119","Kitchener",0,71,0,0,21,2,94,0,188,341
35037,"Kitchener Centre/Kitchener-Centre"," 120","Kitchener",0,104,0,0,45,8,112,1,270,417
35037,"Kitchener Centre/Kitchener-Centre"," 121","Kitchener",0,74,3,0,36,7,100,1,221,347
35037,"Kitchener Centre/Kitchener-Centre"," 122","Kitchener",0,103,0,1,36,10,106,0,256,347
35037,"Kitchener Centre/Kitchener-Centre"," 123","Kitchener",0,81,0,0,30,5,90,0,206,372
35037,"Kitchener Centre/Kitchener-Centre"," 124","Kitchener",0,41,1,0,42,3,78,0,165,333
35037,"Kitchener Centre/Kitchener-Centre"," 125","Kitchener",0,55,0,0,40,5,68,0,168,321
35037,"Kitchener Centre/Kitchener-Centre"," 126","Kitchener",4,74,4,0,57,7,104,0,250,516
35037,"Kitchener Centre/Kitchener-Centre"," 127","Kitchener",0,52,1,0,28,6,82,1,170,296
35037,"Kitchener Centre/Kitchener-Centre"," 128","Kitchener",1,18,1,1,40,8,60,2,131,265
35037,"Kitchener Centre/Kitchener-Centre"," 129","Kitchener",0,36,0,0,45,8,91,2,182,352
35037,"Kitchener Centre/Kitchener-Centre"," 130","Kitchener",0,53,2,0,46,16,84,0,201,378
35037,"Kitchener Centre/Kitchener-Centre"," 131","Kitchener",0,39,2,0,56,3,73,1,174,392
35037,"Kitchener Centre/Kitchener-Centre"," 132","Kitchener",1,76,0,1,47,5,99,0,229,338
35037,"Kitchener Centre/Kitchener-Centre"," 133","Kitchener",0,79,1,2,43,11,114,3,253,441
35037,"Kitchener Centre/Kitchener-Centre"," 134","Kitchener",0,65,1,1,58,3,97,0,225,378
35037,"Kitchener Centre/Kitchener-Centre"," 135","Kitchener",2,92,3,1,41,11,170,2,322,474
35037,"Kitchener Centre/Kitchener-Centre"," 136","Kitchener",2,93,1,0,39,11,104,1,251,407
35037,"Kitchener Centre/Kitchener-Centre"," 137","Kitchener",1,69,1,0,45,7,122,0,245,393
35037,"Kitchener Centre/Kitchener-Centre"," 138","Kitchener",0,71,0,0,55,6,110,0,242,370
35037,"Kitchener Centre/Kitchener-Centre"," 139","Kitchener",0,26,0,0,39,9,80,0,154,314
35037,"Kitchener Centre/Kitchener-Centre"," 140","Kitchener",0,47,1,0,50,9,114,1,222,386
35037,"Kitchener Centre/Kitchener-Centre"," 141","Kitchener",0,70,1,1,51,8,97,0,228,354
35037,"Kitchener Centre/Kitchener-Centre"," 142","Kitchener",0,58,1,1,46,7,118,0,231,364
35037,"Kitchener Centre/Kitchener-Centre"," 143","Kitchener",0,86,0,0,34,11,123,0,254,389
35037,"Kitchener Centre/Kitchener-Centre"," 144","Kitchener",0,98,1,1,28,5,99,0,232,372
35037,"Kitchener Centre/Kitchener-Centre"," 145","Kitchener",0,61,1,0,31,7,151,1,252,494
35037,"Kitchener Centre/Kitchener-Centre"," 146","Kitchener",0,68,0,0,49,7,132,0,256,440
35037,"Kitchener Centre/Kitchener-Centre"," 147","Kitchener",0,54,1,0,29,5,106,1,196,352
35037,"Kitchener Centre/Kitchener-Centre"," 148","Kitchener",0,56,0,1,39,4,81,0,181,354
35037,"Kitchener Centre/Kitchener-Centre"," 149","Kitchener",0,55,0,0,45,13,125,1,239,425
35037,"Kitchener Centre/Kitchener-Centre"," 150","Kitchener",0,70,1,0,55,6,89,1,222,408
35037,"Kitchener Centre/Kitchener-Centre"," 151","Kitchener",0,55,0,1,59,6,123,0,244,412
35037,"Kitchener Centre/Kitchener-Centre"," 152","Kitchener",0,33,4,0,56,10,94,1,198,490
35037,"Kitchener Centre/Kitchener-Centre"," 153","Kitchener",3,59,0,0,44,7,86,1,200,307
35037,"Kitchener Centre/Kitchener-Centre"," 154","Kitchener",2,36,3,0,56,11,86,1,195,425
35037,"Kitchener Centre/Kitchener-Centre"," 155","Kitchener",0,44,1,0,44,4,66,3,162,346
35037,"Kitchener Centre/Kitchener-Centre"," 156","Kitchener",0,50,2,0,58,5,112,1,228,496
35037,"Kitchener Centre/Kitchener-Centre"," 157","Kitchener",1,47,2,1,44,7,63,1,166,314
35037,"Kitchener Centre/Kitchener-Centre"," 158","Kitchener",0,60,0,1,20,3,96,3,183,301
35037,"Kitchener Centre/Kitchener-Centre"," 159","Kitchener",0,52,0,0,13,4,84,0,153,288
35037,"Kitchener Centre/Kitchener-Centre"," 160","Kitchener",0,38,2,0,47,9,108,0,204,416
35037,"Kitchener Centre/Kitchener-Centre"," 161","Kitchener",0,79,0,0,67,4,160,0,310,564
35037,"Kitchener Centre/Kitchener-Centre"," 162","Kitchener",0,59,0,0,27,3,126,2,217,360
35037,"Kitchener Centre/Kitchener-Centre"," 163","Kitchener",0,76,1,0,32,6,120,3,238,406
35037,"Kitchener Centre/Kitchener-Centre"," 164","Kitchener",0,114,0,0,29,11,188,1,343,546
35037,"Kitchener Centre/Kitchener-Centre"," 165","Kitchener",0,37,1,0,38,15,71,0,162,362
35037,"Kitchener Centre/Kitchener-Centre"," 166","Kitchener",1,41,0,0,35,5,32,2,116,336
35037,"Kitchener Centre/Kitchener-Centre"," 167","Kitchener",0,48,1,0,56,9,85,0,199,456
35037,"Kitchener Centre/Kitchener-Centre"," 168","Kitchener",0,24,0,0,32,6,40,0,102,278
35037,"Kitchener Centre/Kitchener-Centre"," 169","Kitchener",0,64,1,0,42,4,114,0,225,330
35037,"Kitchener Centre/Kitchener-Centre"," 170","Kitchener",0,74,0,0,22,5,134,1,236,386
35037,"Kitchener Centre/Kitchener-Centre"," 171","Kitchener",0,67,1,1,45,5,115,1,235,372
35037,"Kitchener Centre/Kitchener-Centre"," 172","Kitchener",0,93,0,0,56,17,172,3,341,657
35037,"Kitchener Centre/Kitchener-Centre"," 172-1","Kitchener",1,94,2,1,49,7,179,1,334,597
35037,"Kitchener Centre/Kitchener-Centre"," 172-2A","Kitchener",0,55,0,0,25,4,108,0,192,346
35037,"Kitchener Centre/Kitchener-Centre"," 172-2B","Kitchener",0,46,0,1,35,5,80,1,168,384
35037,"Kitchener Centre/Kitchener-Centre"," 172-3","Kitchener",1,66,0,2,35,4,120,0,228,443
35037,"Kitchener Centre/Kitchener-Centre"," 173","Kitchener",0,78,0,1,54,15,169,0,317,550
35037,"Kitchener Centre/Kitchener-Centre"," 174","Kitchener",0,86,2,0,54,7,179,2,330,587
35037,"Kitchener Centre/Kitchener-Centre"," 174-1","Kitchener",0,110,1,1,47,13,150,1,323,551
35037,"Kitchener Centre/Kitchener-Centre"," 175","Kitchener",0,58,4,0,69,10,136,1,278,574
35037,"Kitchener Centre/Kitchener-Centre"," 176","Kitchener",1,39,0,0,91,10,59,1,201,425
35037,"Kitchener Centre/Kitchener-Centre"," 177","Kitchener",0,44,0,1,72,9,76,0,202,453
35037,"Kitchener Centre/Kitchener-Centre"," 178","Kitchener",1,37,1,0,65,8,60,0,172,416
35037,"Kitchener Centre/Kitchener-Centre"," 179","Kitchener",0,46,1,0,79,2,91,2,221,466
35037,"Kitchener Centre/Kitchener-Centre"," 180","Kitchener",0,35,1,1,53,5,44,2,141,393
35037,"Kitchener Centre/Kitchener-Centre"," 181","Kitchener",0,27,0,0,56,7,62,1,153,376
35037,"Kitchener Centre/Kitchener-Centre"," 182","Kitchener",0,76,0,1,50,10,154,1,292,505
35037,"Kitchener Centre/Kitchener-Centre"," 183","Kitchener",0,111,0,0,30,8,149,1,299,498
35037,"Kitchener Centre/Kitchener-Centre"," 184","Kitchener",0,56,0,0,55,10,77,0,198,376
35037,"Kitchener Centre/Kitchener-Centre"," 185","Kitchener",0,67,0,0,27,6,107,2,209,405
35037,"Kitchener Centre/Kitchener-Centre"," 186","Kitchener",3,41,0,0,49,4,30,0,127,262
35037,"Kitchener Centre/Kitchener-Centre"," 187","Kitchener",1,48,3,0,51,6,78,4,191,398
35037,"Kitchener Centre/Kitchener-Centre"," 188","Kitchener",1,35,2,0,43,7,52,0,140,321
35037,"Kitchener Centre/Kitchener-Centre"," 189","Kitchener",1,36,0,0,50,3,66,0,156,391
35037,"Kitchener Centre/Kitchener-Centre"," 189-1","Kitchener",0,30,1,0,57,2,51,1,142,316
35037,"Kitchener Centre/Kitchener-Centre"," 190","Kitchener",0,36,1,0,20,2,69,1,129,245
35037,"Kitchener Centre/Kitchener-Centre"," 400","Kitchener",1,19,1,0,10,3,17,2,53,117
35037,"Kitchener Centre/Kitchener-Centre"," 401","Kitchener",0,24,0,0,48,4,32,0,108,246
35037,"Kitchener Centre/Kitchener-Centre"," 500","Mobile poll/Bureau itinérant",1,30,0,3,11,2,35,3,85,142
35037,"Kitchener Centre/Kitchener-Centre"," 501","Mobile poll/Bureau itinérant",0,40,1,0,8,1,89,2,141,185
35037,"Kitchener Centre/Kitchener-Centre"," 600","Kitchener",0,238,1,0,70,14,298,2,623,
35037,"Kitchener Centre/Kitchener-Centre"," 601","Kitchener",0,257,2,0,81,13,319,0,672,
35037,"Kitchener Centre/Kitchener-Centre"," 602","Kitchener",2,157,0,2,96,26,194,0,477,
35037,"Kitchener Centre/Kitchener-Centre"," 603","Kitchener",0,338,1,1,104,17,261,1,723,
35037,"Kitchener Centre/Kitchener-Centre"," 604","Kitchener",1,175,3,5,122,25,208,3,542,
35037,"Kitchener Centre/Kitchener-Centre"," 605","Kitchener",1,245,0,2,65,19,270,0,602,
35037,"Kitchener Centre/Kitchener-Centre"," 606","Kitchener",1,286,1,0,71,47,188,4,598,
35037,"Kitchener Centre/Kitchener-Centre"," 607","Kitchener",1,180,2,0,68,16,292,2,561,
35037,"Kitchener Centre/Kitchener-Centre"," 608","Kitchener",1,256,3,1,85,13,284,1,644,
35037,"Kitchener Centre/Kitchener-Centre"," 609","Kitchener",0,237,0,0,75,21,370,0,703,
35037,"Kitchener Centre/Kitchener-Centre"," 610","Kitchener",0,221,1,2,68,21,287,3,603,
35037,"Kitchener Centre/Kitchener-Centre",,Group 1/Groupe 1,0,72,1,0,13,6,43,13,148,257
35037,"Kitchener Centre/Kitchener-Centre",,Group 2/Groupe 2,0,243,1,2,82,24,240,4,596,
