Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Brad Carrigan,Janine Giles,Nicole Hankel,Ted Menzies,Attila Nagy,Marc Slingerland,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48020,"Macleod/Macleod"," 31B","Turner Valley",6,18,3,142,10,2,1,182,332
48020,"Macleod/Macleod"," 32","Turner Valley",7,32,6,188,28,0,0,261,466
48020,"Macleod/Macleod"," 33","Black Diamond",3,7,1,95,9,0,1,116,235
48020,"Macleod/Macleod"," 34A","Black Diamond",6,11,8,164,14,0,0,203,362
48020,"Macleod/Macleod"," 34B","Black Diamond",8,13,5,185,15,0,0,226,364
48020,"Macleod/Macleod"," 35","Eden Valley",1,12,9,33,0,0,0,55,199
48020,"Macleod/Macleod"," 36","High River",11,19,6,225,14,0,1,276,547
48020,"Macleod/Macleod"," 37A","De Winton",6,12,12,164,9,2,1,206,426
48020,"Macleod/Macleod"," 37B","De Winton",10,13,6,199,5,2,1,236,467
48020,"Macleod/Macleod"," 37C","De Winton",11,13,3,182,2,0,1,212,443
48020,"Macleod/Macleod"," 37D","De Winton",11,10,5,164,5,0,0,195,378
48020,"Macleod/Macleod"," 37E","De Winton",12,20,5,225,6,0,1,269,478
48020,"Macleod/Macleod"," 38A","De Winton",9,16,3,104,3,0,0,135,285
48020,"Macleod/Macleod"," 38B","De Winton",3,11,1,125,7,0,1,148,305
48020,"Macleod/Macleod"," 38-1","De Winton",11,11,7,132,3,1,0,165,292
48020,"Macleod/Macleod"," 39A","Okotoks",4,16,2,169,11,1,0,203,331
48020,"Macleod/Macleod"," 39B","Okotoks",8,10,5,132,9,0,0,164,284
48020,"Macleod/Macleod"," 40A","De Winton",7,16,7,161,2,0,0,193,291
48020,"Macleod/Macleod"," 40B","De Winton",9,7,3,179,6,0,0,204,323
48020,"Macleod/Macleod"," 41A","Okotoks",10,10,5,184,10,3,0,222,383
48020,"Macleod/Macleod"," 41B","Okotoks",4,11,7,178,12,1,2,215,372
48020,"Macleod/Macleod"," 42","Okotoks",Merged with No. 44/Fusionné avec le nº 44,,,,,,,,24
48020,"Macleod/Macleod"," 43A","Okotoks",2,22,8,115,7,0,0,154,307
48020,"Macleod/Macleod"," 43B","Okotoks",3,11,14,91,5,0,0,124,281
48020,"Macleod/Macleod"," 44","Okotoks",4,15,8,124,6,0,2,159,270
48020,"Macleod/Macleod"," 45","Okotoks",11,29,7,163,11,1,0,222,469
48020,"Macleod/Macleod"," 46A","Okotoks",6,21,12,143,8,1,0,191,440
48020,"Macleod/Macleod"," 46B","Okotoks",5,30,4,137,14,1,0,191,418
48020,"Macleod/Macleod"," 46-1A","Okotoks",9,4,5,134,6,0,2,160,324
48020,"Macleod/Macleod"," 46-1B","Okotoks",5,8,2,104,8,0,0,127,290
48020,"Macleod/Macleod"," 47A","Okotoks",7,15,4,161,11,0,1,199,408
48020,"Macleod/Macleod"," 47B","Okotoks",5,17,7,159,6,0,0,194,401
48020,"Macleod/Macleod"," 47-1","Okotoks",13,10,9,164,3,0,0,199,356
48020,"Macleod/Macleod"," 47-2A","Okotoks",10,24,16,166,15,2,0,233,455
48020,"Macleod/Macleod"," 47-2B","Okotoks",12,25,4,153,11,0,0,205,421
48020,"Macleod/Macleod"," 48","Okotoks",14,36,13,244,20,2,0,329,635
48020,"Macleod/Macleod"," 49","Okotoks",8,33,10,195,9,0,0,255,450
48020,"Macleod/Macleod"," 50","Okotoks",10,22,10,175,12,0,1,230,480
48020,"Macleod/Macleod"," 50-1","Okotoks",11,14,7,160,11,0,0,203,359
48020,"Macleod/Macleod"," 51","Okotoks",10,20,18,190,10,4,0,252,512
48020,"Macleod/Macleod"," 52","Okotoks",7,16,2,62,4,1,0,92,212
48020,"Macleod/Macleod"," 53","Okotoks",13,16,10,225,5,1,1,271,499
48020,"Macleod/Macleod"," 53-1","Okotoks",8,18,2,190,16,0,3,237,474
48020,"Macleod/Macleod"," 54","Okotoks",7,39,14,199,17,4,0,280,579
48020,"Macleod/Macleod"," 55A","Okotoks",8,23,7,151,6,0,1,196,376
48020,"Macleod/Macleod"," 55B","Okotoks",7,15,4,160,7,0,0,193,361
48020,"Macleod/Macleod"," 56","Okotoks",5,29,10,92,10,0,3,149,424
48020,"Macleod/Macleod"," 57","Okotoks",12,35,8,185,10,3,1,254,661
48020,"Macleod/Macleod"," 58","Okotoks",15,26,8,155,7,0,0,211,424
48020,"Macleod/Macleod"," 58-1","Okotoks",8,8,6,134,10,0,0,166,334
48020,"Macleod/Macleod"," 59A","Okotoks",10,23,6,132,7,2,0,180,337
48020,"Macleod/Macleod"," 59B","Okotoks",9,16,3,185,5,0,0,218,384
48020,"Macleod/Macleod"," 60","Okotoks",5,19,11,89,7,0,0,131,312
48020,"Macleod/Macleod"," 60-1","Okotoks",7,12,10,94,7,0,0,130,303
48020,"Macleod/Macleod"," 61A","Okotoks",6,27,2,106,8,2,0,151,394
48020,"Macleod/Macleod"," 61B","Okotoks",12,19,7,96,5,0,0,139,370
48020,"Macleod/Macleod"," 61-1","Okotoks",12,17,4,89,5,2,0,129,329
48020,"Macleod/Macleod"," 62","Okotoks",14,27,8,165,7,0,1,222,464
48020,"Macleod/Macleod"," 62-1","Okotoks",14,27,8,176,7,0,1,233,469
48020,"Macleod/Macleod"," 63","Okotoks",7,18,2,130,8,0,0,165,331
48020,"Macleod/Macleod"," 63-1","Okotoks",15,30,9,199,7,0,1,261,483
48020,"Macleod/Macleod"," 64","Okotoks",9,23,7,149,9,0,0,197,313
48020,"Macleod/Macleod"," 65","Okotoks",Void/Supprimé,,,,,,,,
48020,"Macleod/Macleod"," 66","Okotoks",11,7,3,192,14,0,0,227,450
48020,"Macleod/Macleod"," 66-1","Okotoks",6,2,2,120,5,0,1,136,288
48020,"Macleod/Macleod"," 67A","Gladys",8,13,0,134,8,0,3,166,274
48020,"Macleod/Macleod"," 67B","Gladys",4,19,1,156,6,0,0,186,291
48020,"Macleod/Macleod"," 68","High River",5,10,3,141,8,1,1,169,338
48020,"Macleod/Macleod"," 68-1A","High River",6,12,0,127,9,1,0,155,264
48020,"Macleod/Macleod"," 68-1B","High River",7,10,5,161,6,0,0,189,315
48020,"Macleod/Macleod"," 69A","High River",3,15,4,127,5,4,1,159,297
48020,"Macleod/Macleod"," 69B","High River",3,19,2,102,4,0,0,130,246
48020,"Macleod/Macleod"," 69-1A","High River",4,14,0,130,1,0,0,149,303
48020,"Macleod/Macleod"," 69-1B","High River",4,17,11,119,8,0,0,159,311
48020,"Macleod/Macleod"," 69-2A","High River",2,10,9,147,3,0,0,171,300
48020,"Macleod/Macleod"," 69-2B","High River",0,19,7,157,2,0,0,185,315
48020,"Macleod/Macleod"," 70","High River",8,19,7,258,2,0,3,297,489
48020,"Macleod/Macleod"," 70-1","High River",4,16,4,160,5,2,0,191,334
48020,"Macleod/Macleod"," 70-2","High River",8,35,3,155,9,2,0,212,443
48020,"Macleod/Macleod"," 71","High River",4,28,5,167,13,0,0,217,452
48020,"Macleod/Macleod"," 72","High River",6,20,6,102,8,1,1,144,255
48020,"Macleod/Macleod"," 73","High River",2,32,6,195,8,3,0,246,492
48020,"Macleod/Macleod"," 74","High River",2,35,10,107,17,3,1,175,367
48020,"Macleod/Macleod"," 75A","High River",4,15,4,95,12,1,1,132,305
48020,"Macleod/Macleod"," 75B","High River",4,20,7,74,9,2,0,116,264
48020,"Macleod/Macleod"," 76","High River",9,29,4,132,15,3,1,193,440
48020,"Macleod/Macleod"," 77","High River",7,49,6,151,17,5,1,236,495
48020,"Macleod/Macleod"," 78","High River",4,16,5,155,6,1,0,187,413
48020,"Macleod/Macleod"," 79","High River",6,32,7,244,17,1,0,307,543
48020,"Macleod/Macleod"," 80","High River",2,33,7,162,6,0,0,210,381
48020,"Macleod/Macleod"," 81A","High River",6,24,5,173,11,0,0,219,430
48020,"Macleod/Macleod"," 81B","High River",5,19,8,173,8,0,0,213,386
48020,"Macleod/Macleod"," 81-1","High River",Merged with No. 81B/Fusionné avec le nº 81B,,,,,,,,85
48020,"Macleod/Macleod"," 82A","High River",4,14,1,120,7,1,0,147,285
48020,"Macleod/Macleod"," 82B","High River",5,24,2,125,4,0,1,161,298
48020,"Macleod/Macleod"," 82-1","High River",Void/Supprimé,,,,,,,,
48020,"Macleod/Macleod"," 83","High River",8,9,2,137,4,0,0,160,281
48020,"Macleod/Macleod"," 84A","Blackie",2,7,2,102,8,1,0,122,275
48020,"Macleod/Macleod"," 84B","Blackie",5,17,3,119,6,1,0,151,261
48020,"Macleod/Macleod"," 85A","Cayley",3,24,1,148,8,1,0,185,333
48020,"Macleod/Macleod"," 85B","Cayley",4,12,2,149,7,1,0,175,322
48020,"Macleod/Macleod"," 86","Siksika",4,11,9,13,2,0,0,39,208
48020,"Macleod/Macleod"," 87","Siksika",10,78,38,61,8,0,0,195,1031
48020,"Macleod/Macleod"," 88","Siksika",8,27,17,35,6,1,0,94,265
48020,"Macleod/Macleod"," 89","Siksika",Merged with No. 88/Fusionné avec le nº 88,,,,,,,,118
48020,"Macleod/Macleod"," 90","Mossleight",7,4,3,102,4,0,2,122,211
48020,"Macleod/Macleod"," 91","Arrowwood",8,14,4,225,5,2,0,258,441
48020,"Macleod/Macleod"," 92","Milo",8,12,1,211,4,1,0,237,421
48020,"Macleod/Macleod"," 93","Brant",1,9,1,137,8,0,0,156,336
48020,"Macleod/Macleod"," 94","Vulcan",8,40,8,253,10,1,0,320,546
48020,"Macleod/Macleod"," 95","Vulcan",8,18,0,121,4,1,0,152,308
48020,"Macleod/Macleod"," 96","Vulcan",13,34,4,221,6,2,1,281,445
48020,"Macleod/Macleod"," 97","Vulcan",4,15,2,138,4,0,0,163,309
48020,"Macleod/Macleod"," 98A","Lomond",6,4,2,111,6,0,0,129,228
48020,"Macleod/Macleod"," 98B","Lomond",1,13,0,84,1,1,1,101,262
48020,"Macleod/Macleod"," 99","Vulcan",10,13,3,207,2,2,1,238,359
48020,"Macleod/Macleod"," 100A","Champion",4,9,2,132,2,2,0,151,272
48020,"Macleod/Macleod"," 100B","Champion",3,16,1,135,5,3,0,163,258
48020,"Macleod/Macleod"," 101","Carmangay",4,16,0,172,12,1,0,205,379
48020,"Macleod/Macleod"," 101-1","Travers",Void/Supprimé,,,,,,,,
48020,"Macleod/Macleod"," 102","Lundbreck",7,22,4,139,8,1,0,181,251
48020,"Macleod/Macleod"," 103","Crowsnest Pass",5,20,4,140,7,0,0,176,389
48020,"Macleod/Macleod"," 104","Crowsnest Pass",9,43,6,133,12,0,1,204,353
48020,"Macleod/Macleod"," 105","Crowsnest Pass",3,27,7,107,3,0,0,147,332
48020,"Macleod/Macleod"," 106","Crowsnest Pass",8,50,11,182,13,1,2,267,558
48020,"Macleod/Macleod"," 107","Crowsnest Pass",3,18,2,94,3,0,0,120,216
48020,"Macleod/Macleod"," 108","Crowsnest Pass",3,32,7,116,4,1,1,164,294
48020,"Macleod/Macleod"," 109","Crowsnest Pass",1,21,7,102,4,1,0,136,223
48020,"Macleod/Macleod"," 110","Crowsnest Pass",4,45,7,146,14,1,2,219,534
48020,"Macleod/Macleod"," 111","Crowsnest Pass",4,30,8,120,5,1,2,170,321
48020,"Macleod/Macleod"," 112","Crowsnest Pass",4,17,2,100,4,1,0,128,263
48020,"Macleod/Macleod"," 113A","Crowsnest Pass",2,19,4,118,6,0,0,149,299
48020,"Macleod/Macleod"," 113B","Crowsnest Pass",6,23,3,118,1,0,0,151,283
48020,"Macleod/Macleod"," 114","Crowsnest Pass",9,33,6,197,14,0,3,262,534
48020,"Macleod/Macleod"," 115","Lundbreck",17,45,7,205,16,1,0,291,486
48020,"Macleod/Macleod"," 116A","Nanton",2,14,1,156,6,0,0,179,230
48020,"Macleod/Macleod"," 116B","Nanton",3,5,2,125,0,0,2,137,225
48020,"Macleod/Macleod"," 117","Nanton",3,25,3,158,6,0,2,197,390
48020,"Macleod/Macleod"," 118A","Nanton",1,10,7,141,3,0,0,162,285
48020,"Macleod/Macleod"," 118B","Nanton",4,15,4,121,3,0,0,147,247
48020,"Macleod/Macleod"," 119","Nanton",7,15,3,134,4,1,0,164,281
48020,"Macleod/Macleod"," 120","Nanton",6,22,6,205,6,0,0,245,392
48020,"Macleod/Macleod"," 121","Parkland",4,17,1,151,3,0,0,176,285
48020,"Macleod/Macleod"," 122","Stavely",2,7,3,200,5,1,0,218,319
48020,"Macleod/Macleod"," 123","Stavely",5,18,7,198,7,0,0,235,383
48020,"Macleod/Macleod"," 124A","Claresholm",0,20,2,95,10,1,0,128,329
48020,"Macleod/Macleod"," 124B","Claresholm",1,4,2,82,2,0,0,91,349
48020,"Macleod/Macleod"," 125","Claresholm",2,15,6,195,6,0,0,224,361
48020,"Macleod/Macleod"," 126","Claresholm",4,21,4,161,6,0,1,197,351
48020,"Macleod/Macleod"," 127","Claresholm",1,12,5,164,4,3,0,189,341
48020,"Macleod/Macleod"," 128","Claresholm",1,21,1,148,7,1,0,179,303
48020,"Macleod/Macleod"," 129","Claresholm",0,21,6,147,7,1,0,182,310
48020,"Macleod/Macleod"," 130","Claresholm",2,22,10,221,12,1,2,270,492
48020,"Macleod/Macleod"," 131","Claresholm",1,13,9,77,1,0,1,102,206
48020,"Macleod/Macleod"," 132A","Claresholm",1,17,6,137,6,2,1,170,288
48020,"Macleod/Macleod"," 132B","Claresholm",2,27,3,140,10,1,1,184,311
48020,"Macleod/Macleod"," 133","Granum",2,9,5,173,2,0,1,192,413
48020,"Macleod/Macleod"," 134","Cowley",12,33,4,166,10,0,0,225,488
48020,"Macleod/Macleod"," 135","Peigan",6,41,10,16,2,2,0,77,386
48020,"Macleod/Macleod"," 136","Peigan",1,44,15,12,0,0,1,73,305
48020,"Macleod/Macleod"," 137","Beaver Mines",5,24,9,116,6,1,0,161,317
48020,"Macleod/Macleod"," 138","Pincher Creek",7,30,5,190,7,0,0,239,497
48020,"Macleod/Macleod"," 139","Pincher Creek",6,27,5,161,12,2,0,213,461
48020,"Macleod/Macleod"," 140","Pincher Creek",5,24,8,104,5,1,1,148,321
48020,"Macleod/Macleod"," 141","Pincher Creek",7,18,5,111,6,1,1,149,257
48020,"Macleod/Macleod"," 142A","Pincher Creek",2,17,4,93,9,3,0,128,285
48020,"Macleod/Macleod"," 142B","Pincher Creek",1,24,2,81,4,0,0,112,290
48020,"Macleod/Macleod"," 143","Pincher Creek",4,25,3,120,15,1,0,168,322
48020,"Macleod/Macleod"," 144","Pincher Creek",4,29,9,160,14,3,0,219,432
48020,"Macleod/Macleod"," 145","Pincher Creek",10,45,9,130,9,0,1,204,361
48020,"Macleod/Macleod"," 146","Twin Butte",4,19,3,116,9,0,0,151,232
48020,"Macleod/Macleod"," 147","Hill Spring",5,16,1,225,3,0,0,250,513
48020,"Macleod/Macleod"," 148","Granum",6,34,5,216,9,2,1,273,457
48020,"Macleod/Macleod"," 149","Fort Macleod",1,10,2,94,7,9,2,125,259
48020,"Macleod/Macleod"," 150","Fort Macleod",5,31,16,123,6,3,0,184,373
48020,"Macleod/Macleod"," 151","Fort Macleod",5,28,4,234,13,7,2,293,508
48020,"Macleod/Macleod"," 152","Fort Macleod",4,47,9,138,9,3,1,211,543
48020,"Macleod/Macleod"," 153","Fort Macleod",1,22,4,60,6,0,1,94,203
48020,"Macleod/Macleod"," 154","Fort Macleod",2,21,4,69,3,7,0,106,215
48020,"Macleod/Macleod"," 155","Fort Macleod",4,23,12,158,9,3,0,209,370
48020,"Macleod/Macleod"," 156","Fort Macleod",2,24,2,79,4,0,1,112,224
48020,"Macleod/Macleod"," 157","Fort Macleod",3,17,0,235,4,30,0,289,521
48020,"Macleod/Macleod"," 158","Fort Macleod",6,24,4,130,6,8,0,178,279
48020,"Macleod/Macleod"," 159","Glenwood",3,21,2,170,2,4,0,202,483
48020,"Macleod/Macleod"," 160","Blood",0,24,7,3,1,1,0,36,253
48020,"Macleod/Macleod"," 161","Blood",0,21,9,1,0,0,1,32,130
48020,"Macleod/Macleod"," 162","Blood",2,56,21,15,3,0,0,97,686
48020,"Macleod/Macleod"," 163","Blood",3,15,13,4,2,0,0,37,165
48020,"Macleod/Macleod"," 164","Blood",3,25,15,13,0,0,0,56,426
48020,"Macleod/Macleod"," 165","Blood",1,50,13,9,3,1,0,77,382
48020,"Macleod/Macleod"," 500","Mobile poll/Bureau itinérant",0,2,3,53,1,1,0,60,79
48020,"Macleod/Macleod"," 501","Mobile poll/Bureau itinérant",2,8,1,61,0,0,1,73,92
48020,"Macleod/Macleod"," 502","Mobile poll/Bureau itinérant",7,11,3,87,0,1,2,111,207
48020,"Macleod/Macleod"," 503","Mobile poll/Bureau itinérant",2,4,2,21,2,1,1,33,58
48020,"Macleod/Macleod"," 504","Mobile poll/Bureau itinérant",8,13,5,108,5,1,2,142,188
48020,"Macleod/Macleod"," 505","Mobile poll/Bureau itinérant",1,2,6,47,1,4,0,61,97
48020,"Macleod/Macleod"," 506","Mobile poll/Bureau itinérant",2,5,1,49,3,0,0,60,72
48020,"Macleod/Macleod"," 507","Mobile poll/Bureau itinérant",2,4,2,60,1,0,1,70,91
48020,"Macleod/Macleod"," 508","Mobile poll/Bureau itinérant",2,5,0,45,1,0,1,54,71
48020,"Macleod/Macleod"," 600","Bragg Creek",9,33,31,242,38,1,0,354,
48020,"Macleod/Macleod"," 601","Black Diamond",14,19,22,366,34,1,0,456,
48020,"Macleod/Macleod"," 602","Okotoks",34,50,24,522,20,1,4,655,
48020,"Macleod/Macleod"," 603","High River",33,70,37,537,32,2,1,712,
48020,"Macleod/Macleod"," 604","Vulcan",16,11,11,212,8,1,1,260,
48020,"Macleod/Macleod"," 605","Blairmore",9,66,20,351,21,2,0,469,
48020,"Macleod/Macleod"," 606","Claresholm",8,29,7,353,19,1,0,417,
48020,"Macleod/Macleod"," 607","Pincher Creek",10,44,21,303,13,0,1,392,
48020,"Macleod/Macleod"," 608","Fort Macleod",6,20,15,181,8,2,0,232,
48020,"Macleod/Macleod"," 609","De Winton",25,18,28,406,20,0,5,502,
48020,"Macleod/Macleod"," 610","Springbank--Elbow Springs",19,30,42,452,30,3,1,577,
48020,"Macleod/Macleod"," 611","Okotoks",33,60,38,636,31,2,3,803,
48020,"Macleod/Macleod"," 612","High River",10,27,10,397,10,1,0,455,
48020,"Macleod/Macleod"," 613","Nanton",1,25,5,203,7,1,0,242,
48020,"Macleod/Macleod"," 614","Arrowwood",1,7,0,46,1,0,0,55,
48020,"Macleod/Macleod",,Group 1/Groupe 1,2,8,15,35,7,1,10,78,133
48020,"Macleod/Macleod",,Group 2/Groupe 2,35,51,50,673,41,3,14,867,
