Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Leslie Bory,Nora Fueten,Marc Laferriere,Phil McColeman,Martin Sitko,Lloyd St. Amand,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35009,"Brant/Brant"," 56","Brantford",1,6,53,118,0,37,1,216,398
35009,"Brant/Brant"," 57","Brantford",0,5,86,88,0,33,1,213,496
35009,"Brant/Brant"," 58","Brantford",1,7,65,89,0,21,1,184,370
35009,"Brant/Brant"," 58-1","Brantford",0,6,46,96,0,31,0,179,351
35009,"Brant/Brant"," 58-2A","Brantford",0,6,46,93,1,31,2,179,333
35009,"Brant/Brant"," 58-2B","Mobile poll/Bureau itinérant",3,2,18,77,3,50,9,162,119
35009,"Brant/Brant"," 58-3","Brantford",0,2,50,110,2,34,1,199,386
35009,"Brant/Brant"," 58-4","Brantford",2,7,71,123,2,41,1,247,493
35009,"Brant/Brant"," 58-5A","Brantford",0,8,65,110,0,16,0,199,436
35009,"Brant/Brant"," 58-5B","Brantford",1,5,63,94,0,28,1,192,383
35009,"Brant/Brant"," 58-6","Brantford",0,10,61,122,0,41,0,234,428
35009,"Brant/Brant"," 58-7A","Brantford",0,3,57,86,0,32,0,178,345
35009,"Brant/Brant"," 58-7B","Brantford",0,3,42,87,1,26,0,159,308
35009,"Brant/Brant"," 59","Brant-on-the-Grand",1,7,51,116,0,61,0,236,401
35009,"Brant/Brant"," 60","Brantford",0,4,64,158,0,66,0,292,490
35009,"Brant/Brant"," 61","Brantford",0,6,53,81,0,24,0,164,326
35009,"Brant/Brant"," 62","Brantford",1,5,69,107,0,38,0,220,436
35009,"Brant/Brant"," 63","Brantford",0,5,82,70,0,21,1,179,443
35009,"Brant/Brant"," 64","Brantford",0,13,73,55,0,26,0,167,366
35009,"Brant/Brant"," 65","Brantford",0,12,80,64,0,39,1,196,344
35009,"Brant/Brant"," 66","Brantford",1,8,78,58,0,25,0,170,358
35009,"Brant/Brant"," 67","Brantford",2,4,79,72,0,17,0,174,378
35009,"Brant/Brant"," 68","Brantford",0,8,47,45,1,38,2,141,279
35009,"Brant/Brant"," 69","Brantford",1,3,77,60,0,26,0,167,387
35009,"Brant/Brant"," 70","Brantford",1,4,57,51,0,31,1,145,369
35009,"Brant/Brant"," 71","Brantford",0,9,57,70,0,26,0,162,337
35009,"Brant/Brant"," 72","Brantford",0,2,61,47,2,24,0,136,278
35009,"Brant/Brant"," 73","Brantford",1,12,62,70,0,61,1,207,346
35009,"Brant/Brant"," 74","Brantford",0,2,68,68,0,42,1,181,360
35009,"Brant/Brant"," 75","Brantford",0,8,48,108,0,83,0,247,361
35009,"Brant/Brant"," 76","Brantford",1,12,64,145,0,75,1,298,481
35009,"Brant/Brant"," 77","Brantford",0,3,15,112,0,38,0,168,278
35009,"Brant/Brant"," 78","Brantford",0,5,64,190,2,72,2,335,512
35009,"Brant/Brant"," 79","Brantford",0,2,43,75,0,42,1,163,251
35009,"Brant/Brant"," 80","Brantford",1,5,69,109,1,46,0,231,427
35009,"Brant/Brant"," 81","Brantford",0,7,81,118,0,46,1,253,415
35009,"Brant/Brant"," 82","Brantford",0,6,57,102,3,35,1,204,369
35009,"Brant/Brant"," 83","Brantford",0,6,63,100,0,50,0,219,357
35009,"Brant/Brant"," 84","Brantford",0,8,91,119,1,48,2,269,446
35009,"Brant/Brant"," 85","Brantford",0,5,67,96,0,51,1,220,344
35009,"Brant/Brant"," 86","Brantford",0,2,73,53,1,18,1,148,388
35009,"Brant/Brant"," 87","Brantford",1,8,93,118,0,46,0,266,424
35009,"Brant/Brant"," 88","Brantford",0,10,63,141,0,85,0,299,421
35009,"Brant/Brant"," 89","Brantford",0,9,80,83,2,42,1,217,391
35009,"Brant/Brant"," 90","Brantford",1,5,73,77,3,45,1,205,391
35009,"Brant/Brant"," 91","Brantford",2,3,62,98,0,66,6,237,399
35009,"Brant/Brant"," 92","Brantford",0,11,87,102,0,36,0,236,416
35009,"Brant/Brant"," 93","Brantford",0,4,67,127,1,40,0,239,424
35009,"Brant/Brant"," 94","Brantford",1,10,71,119,1,84,2,288,463
35009,"Brant/Brant"," 95","Brantford",2,5,56,74,0,23,0,160,383
35009,"Brant/Brant"," 96","Brantford",1,3,41,89,1,49,1,185,348
35009,"Brant/Brant"," 97","Brantford",0,4,45,110,1,60,0,220,406
35009,"Brant/Brant"," 98","Brantford",1,5,51,84,0,53,1,195,362
35009,"Brant/Brant"," 99","Brantford",0,7,64,112,1,44,0,228,415
35009,"Brant/Brant"," 100","Brantford",0,3,72,103,0,61,3,242,427
35009,"Brant/Brant"," 101","Brantford",1,10,67,83,2,35,0,198,315
35009,"Brant/Brant"," 102","Brantford",0,2,56,110,0,46,0,214,354
35009,"Brant/Brant"," 103","Brantford",1,5,54,147,0,52,3,262,448
35009,"Brant/Brant"," 103-1","Brantford",1,3,27,116,0,39,0,186,309
35009,"Brant/Brant"," 104","Brantford",0,14,36,121,0,43,2,216,367
35009,"Brant/Brant"," 105","Brantford",0,5,57,127,2,49,1,241,346
35009,"Brant/Brant"," 106","Brantford",0,5,48,123,0,51,1,228,377
35009,"Brant/Brant"," 107","Brantford",0,7,63,124,0,51,1,246,363
35009,"Brant/Brant"," 108","Brantford",2,6,28,132,1,59,1,229,362
35009,"Brant/Brant"," 109","Brantford",0,2,29,131,3,63,6,234,364
35009,"Brant/Brant"," 110","Brantford",0,3,71,130,0,77,0,281,436
35009,"Brant/Brant"," 111","Brantford",0,9,59,150,1,43,0,262,459
35009,"Brant/Brant"," 112","Brantford",0,6,39,117,0,71,0,233,379
35009,"Brant/Brant"," 113","Brantford",0,8,85,98,0,59,0,250,419
35009,"Brant/Brant"," 114","Brantford",0,4,41,69,0,26,1,141,243
35009,"Brant/Brant"," 115","Brantford",0,4,44,108,0,72,0,228,374
35009,"Brant/Brant"," 116","Brantford",0,2,69,59,0,35,1,166,353
35009,"Brant/Brant"," 117","Brantford",1,2,66,67,0,29,1,166,335
35009,"Brant/Brant"," 118","Brantford",0,8,81,156,1,73,5,324,602
35009,"Brant/Brant"," 119","Brantford",1,5,72,89,1,16,1,185,374
35009,"Brant/Brant"," 120","Brantford",2,4,73,108,0,27,0,214,493
35009,"Brant/Brant"," 121","Brantford",0,3,84,105,0,25,1,218,391
35009,"Brant/Brant"," 122","Brantford",1,7,107,112,2,23,1,253,493
35009,"Brant/Brant"," 123","Brantford",0,8,81,162,0,38,0,289,453
35009,"Brant/Brant"," 124","Brantford",1,10,61,156,0,53,0,281,455
35009,"Brant/Brant"," 125","Brantford",0,7,56,57,0,28,0,148,262
35009,"Brant/Brant"," 126","Brantford",1,6,55,132,0,60,0,254,396
35009,"Brant/Brant"," 127","Brantford",0,10,52,153,1,37,5,258,449
35009,"Brant/Brant"," 128","Brantford",0,5,80,103,0,49,0,237,388
35009,"Brant/Brant"," 129","Brantford",1,4,88,78,1,28,0,200,437
35009,"Brant/Brant"," 130","Brantford",0,4,76,124,1,50,1,256,420
35009,"Brant/Brant"," 131","Brantford",2,4,66,85,0,15,0,172,380
35009,"Brant/Brant"," 132","Brantford",2,2,52,83,1,47,0,187,392
35009,"Brant/Brant"," 133","Brantford",2,3,46,117,1,45,4,218,392
35009,"Brant/Brant"," 134","Brantford",1,4,55,72,0,22,1,155,344
35009,"Brant/Brant"," 135","Brantford",1,6,48,80,0,29,1,165,346
35009,"Brant/Brant"," 136","Brantford",2,7,68,110,0,26,0,213,398
35009,"Brant/Brant"," 137","Brantford",0,7,60,161,1,70,0,299,544
35009,"Brant/Brant"," 138","Brantford",2,8,52,139,0,46,1,248,392
35009,"Brant/Brant"," 139","Brantford",5,4,66,105,1,60,1,242,453
35009,"Brant/Brant"," 140","Brantford",0,10,39,130,0,46,1,226,352
35009,"Brant/Brant"," 141","Brantford",0,5,39,79,0,29,0,152,325
35009,"Brant/Brant"," 142","Brantford",1,6,54,135,0,46,0,242,435
35009,"Brant/Brant"," 143","Brantford",0,0,30,77,0,34,3,144,267
35009,"Brant/Brant"," 144","Brantford",1,2,79,92,0,32,0,206,417
35009,"Brant/Brant"," 145","Brantford",0,4,67,93,0,29,0,193,350
35009,"Brant/Brant"," 146","Brantford",1,4,48,100,0,22,0,175,303
35009,"Brant/Brant"," 147","Brantford",0,4,76,101,0,42,1,224,370
35009,"Brant/Brant"," 148","Brantford",0,8,68,131,0,38,1,246,390
35009,"Brant/Brant"," 149","Brantford",1,11,63,104,0,26,0,205,365
35009,"Brant/Brant"," 150","Brantford",1,12,55,111,0,42,0,221,376
35009,"Brant/Brant"," 151","Brantford",1,12,85,93,0,30,0,221,419
35009,"Brant/Brant"," 152","Brantford",0,8,69,84,1,37,1,200,397
35009,"Brant/Brant"," 153","Brantford",2,1,74,83,1,18,1,180,360
35009,"Brant/Brant"," 154","Brantford",0,7,69,67,0,25,1,169,418
35009,"Brant/Brant"," 155","Brantford",0,16,71,89,0,21,0,197,425
35009,"Brant/Brant"," 156","Brantford",0,13,92,82,1,33,2,223,424
35009,"Brant/Brant"," 157","Brantford",0,5,72,92,0,35,2,206,362
35009,"Brant/Brant"," 158","Brantford",0,1,86,89,2,42,1,221,412
35009,"Brant/Brant"," 159","Brantford",1,9,62,51,1,14,0,138,327
35009,"Brant/Brant"," 160","Brantford",0,7,84,51,0,26,2,170,385
35009,"Brant/Brant"," 161","Brantford",1,7,80,76,0,24,1,189,422
35009,"Brant/Brant"," 162","Brantford",0,3,54,68,1,13,0,139,320
35009,"Brant/Brant"," 163A","Brantford",1,4,30,20,0,11,0,66,231
35009,"Brant/Brant"," 163B","Mobile poll/Bureau itinérant",Merged with No. 58-2B/Fusionné avec le nº 58-2B,,,,,,,,106
35009,"Brant/Brant"," 164","Brantford",2,4,71,53,0,23,0,153,435
35009,"Brant/Brant"," 165","Brantford",0,3,63,38,0,17,1,122,292
35009,"Brant/Brant"," 166","Brantford",1,6,66,59,1,27,2,162,368
35009,"Brant/Brant"," 167A","Brantford",0,7,53,78,1,28,2,169,359
35009,"Brant/Brant"," 167B","Brantford",0,3,38,65,0,27,3,136,327
35009,"Brant/Brant"," 168A","Brantford",1,6,66,143,0,28,1,245,411
35009,"Brant/Brant"," 168B","Brantford",1,8,42,95,0,21,1,168,343
35009,"Brant/Brant"," 169","Brantford",1,3,70,98,0,31,2,205,526
35009,"Brant/Brant"," 170","Brantford",1,3,84,82,0,37,2,209,413
35009,"Brant/Brant"," 171","Brantford",2,3,68,95,0,23,0,191,396
35009,"Brant/Brant"," 172","Brantford",2,8,51,92,0,43,1,197,378
35009,"Brant/Brant"," 173","Brantford",0,9,80,99,1,39,0,228,403
35009,"Brant/Brant"," 174","Brantford",0,1,52,21,0,14,0,88,232
35009,"Brant/Brant"," 175","Brantford",0,4,61,82,0,27,1,175,370
35009,"Brant/Brant"," 176","Brantford",0,3,55,74,0,22,4,158,361
35009,"Brant/Brant"," 177","Brantford",2,2,66,51,0,25,2,148,385
35009,"Brant/Brant"," 178","Brantford",1,7,79,68,0,34,0,189,400
35009,"Brant/Brant"," 179","Brantford",0,6,98,79,0,28,1,212,409
35009,"Brant/Brant"," 180","Brantford",0,5,80,73,0,12,0,170,380
35009,"Brant/Brant"," 181","Brantford",1,5,61,50,0,21,1,139,320
35009,"Brant/Brant"," 182","Brantford",1,4,83,44,0,18,1,151,360
35009,"Brant/Brant"," 183","Brantford",2,7,65,42,2,18,1,137,353
35009,"Brant/Brant"," 184","Brantford",0,4,99,53,3,36,1,196,444
35009,"Brant/Brant"," 185","Brantford",1,9,45,31,5,9,1,101,361
35009,"Brant/Brant"," 186","Brantford",0,4,48,36,2,17,0,107,289
35009,"Brant/Brant"," 187","Brantford",1,3,51,33,0,24,0,112,280
35009,"Brant/Brant"," 188","Brantford",1,6,86,58,0,28,0,179,441
35009,"Brant/Brant"," 189","Brantford",2,7,62,46,1,32,0,150,377
35009,"Brant/Brant"," 190","Brantford",0,5,59,62,0,10,0,136,331
35009,"Brant/Brant"," 191","Brantford",0,9,69,46,1,22,0,147,355
35009,"Brant/Brant"," 192","Brantford",1,2,69,58,0,24,0,154,326
35009,"Brant/Brant"," 193","Brantford",1,8,59,56,0,20,0,144,350
35009,"Brant/Brant"," 194","Brantford",0,7,47,50,1,29,0,134,325
35009,"Brant/Brant"," 195","Brantford",0,4,66,82,0,23,4,179,381
35009,"Brant/Brant"," 196","Brantford",1,14,61,113,0,41,1,231,371
35009,"Brant/Brant"," 197","Brantford",1,6,60,113,1,45,2,228,436
35009,"Brant/Brant"," 198","Brantford",1,6,82,120,0,27,2,238,506
35009,"Brant/Brant"," 199A","Brantford",3,1,49,50,0,24,0,127,218
35009,"Brant/Brant"," 199B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,30
35009,"Brant/Brant"," 199-1","Brantford",2,2,62,72,0,19,1,158,298
35009,"Brant/Brant"," 200","Brantford",1,8,77,60,2,25,0,173,407
35009,"Brant/Brant"," 201","Brantford",0,7,52,63,1,24,2,149,384
35009,"Brant/Brant"," 202","Brantford",1,5,99,92,1,36,0,234,370
35009,"Brant/Brant"," 203","Brantford",0,5,87,60,1,12,0,165,307
35009,"Brant/Brant"," 204","Brantford",1,6,65,52,1,27,0,152,340
35009,"Brant/Brant"," 205","Brantford",2,6,41,49,0,14,0,112,383
35009,"Brant/Brant"," 206","Brantford",2,10,104,120,0,45,3,284,438
35009,"Brant/Brant"," 207","Brantford",1,3,52,50,1,19,0,126,370
35009,"Brant/Brant"," 208","Brantford",0,3,92,101,0,26,0,222,434
35009,"Brant/Brant"," 209","Brantford",0,4,72,53,0,10,0,139,338
35009,"Brant/Brant"," 210","Brantford",1,3,61,50,0,21,0,136,287
35009,"Brant/Brant"," 211","Brantford",0,6,93,48,2,11,0,160,377
35009,"Brant/Brant"," 212","Brantford",1,5,81,65,1,9,0,162,368
35009,"Brant/Brant"," 213","Brantford",0,5,70,51,0,18,0,144,305
35009,"Brant/Brant"," 214","Brantford",0,7,69,71,0,20,0,167,365
35009,"Brant/Brant"," 215","Brantford",2,4,66,56,2,12,0,142,343
35009,"Brant/Brant"," 216","Brantford",0,3,111,72,0,21,0,207,452
35009,"Brant/Brant"," 217","Brantford",0,1,97,74,1,18,0,191,364
35009,"Brant/Brant"," 218","Brantford",1,7,109,59,0,24,0,200,511
35009,"Brant/Brant"," 219","Brant-on-the-Grand",0,11,51,185,1,76,3,327,565
35009,"Brant/Brant"," 220","Brant-on-the-Grand",0,9,50,170,1,41,1,272,439
35009,"Brant/Brant"," 221","Brant-on-the-Grand",1,8,36,175,0,35,1,256,356
35009,"Brant/Brant"," 222","Brant-on-the-Grand",1,9,70,185,1,46,1,313,498
35009,"Brant/Brant"," 223","Brant-on-the-Grand",1,8,58,151,1,26,2,247,430
35009,"Brant/Brant"," 224","Brant-on-the-Grand",0,5,31,138,1,32,1,208,374
35009,"Brant/Brant"," 225","Six Nations 40",0,0,35,5,0,10,0,50,156
35009,"Brant/Brant"," 226","Six Nations 40",0,4,53,10,0,23,0,90,685
35009,"Brant/Brant"," 227","Six Nations 40",0,1,29,8,0,7,1,46,139
35009,"Brant/Brant"," 228","Six Nations 40",1,2,34,5,0,18,1,61,247
35009,"Brant/Brant"," 229","New Credit 40A",0,3,28,22,1,15,0,69,210
35009,"Brant/Brant"," 400","Brant-on-the-Grand",2,6,15,73,1,38,3,138,235
35009,"Brant/Brant"," 500","Mobile poll/Bureau itinérant",4,5,10,35,0,15,2,71,153
35009,"Brant/Brant"," 501","Mobile poll/Bureau itinérant",0,0,17,16,0,11,1,45,142
35009,"Brant/Brant"," 502","Mobile poll/Bureau itinérant",1,1,14,28,2,17,2,65,181
35009,"Brant/Brant"," 600","Burford--Brant",0,18,50,249,2,100,1,420,
35009,"Brant/Brant"," 601","South Dumfries",0,32,82,418,0,136,1,669,
35009,"Brant/Brant"," 602","Paris",0,35,114,374,1,159,0,683,
35009,"Brant/Brant"," 603","Oakland--Brant",0,5,37,120,1,50,1,214,
35009,"Brant/Brant"," 604","Brantford",0,3,103,282,2,92,1,483,
35009,"Brant/Brant"," 605","Brantford",2,8,109,315,1,173,1,609,
35009,"Brant/Brant"," 606","Brantford",1,12,84,212,1,131,0,441,
35009,"Brant/Brant"," 607","Brantford",0,14,52,173,1,98,1,339,
35009,"Brant/Brant"," 608","Brantford",1,10,85,148,1,86,1,332,
35009,"Brant/Brant"," 609","Brantford",1,20,159,209,1,115,1,506,
35009,"Brant/Brant"," 610","Brantford",0,12,128,172,1,75,1,389,
35009,"Brant/Brant"," 611","Brantford",3,8,93,198,1,98,1,402,
35009,"Brant/Brant"," 612","Six Nations--New Credit",1,2,17,7,0,27,0,54,
35009,"Brant/Brant"," 613","Brantford",0,21,85,173,0,122,1,402,
35009,"Brant/Brant"," 614","Brantford",0,8,95,352,1,180,3,639,
35009,"Brant/Brant",,Group 1/Groupe 1,0,4,13,74,1,46,3,141,239
35009,"Brant/Brant",,Group 2/Groupe 2,3,20,99,343,0,193,14,672,
