Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bernard Garneau,Yvon Guay,Denis Lebel,Claude Pilote,Steeve Simard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 52","Dolbeau-Mistassini",3,41,51,50,0,4,149,358
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 53","Dolbeau-Mistassini",7,40,37,26,1,2,113,245
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 54","Dolbeau-Mistassini",12,66,77,45,1,3,204,420
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 55","Dolbeau-Mistassini",7,62,95,30,0,0,194,409
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 56","Dolbeau-Mistassini",4,93,136,48,2,6,289,508
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 57","Dolbeau-Mistassini",7,62,118,36,2,4,229,423
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 58","Dolbeau-Mistassini",4,55,74,38,2,3,176,361
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 59","Dolbeau-Mistassini",1,24,42,20,1,0,88,235
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 60","Dolbeau-Mistassini",8,39,65,36,1,2,151,371
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 61","Dolbeau-Mistassini",8,33,60,27,1,1,130,311
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 62","Dolbeau-Mistassini",8,63,98,42,2,0,213,481
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 63","Dolbeau-Mistassini",7,55,67,57,6,2,194,428
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 64","Dolbeau-Mistassini",14,101,123,48,3,4,293,533
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 65","Dolbeau-Mistassini",3,60,61,34,1,1,160,333
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 66","Dolbeau-Mistassini",4,52,65,33,1,2,157,364
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 67","Dolbeau-Mistassini",8,46,99,45,0,0,198,412
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 68","Dolbeau-Mistassini",10,37,62,37,0,1,147,332
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 69","Dolbeau-Mistassini",5,48,55,23,1,1,133,280
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 70","Dolbeau-Mistassini",7,56,77,38,0,0,178,351
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 71","Dolbeau-Mistassini",1,48,84,51,3,1,188,407
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 72","Dolbeau-Mistassini",5,87,109,56,1,1,259,504
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 73","Dolbeau-Mistassini",4,63,70,32,2,2,173,423
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 74","Dolbeau-Mistassini",3,63,106,38,2,2,214,432
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 75","Dolbeau-Mistassini",7,109,95,51,4,4,270,557
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 76","Dolbeau-Mistassini",12,95,139,74,5,4,329,604
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 77","La Doré",6,44,90,26,0,3,169,266
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 78","La Doré",6,66,99,22,0,1,194,287
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 79","La Doré",6,69,138,32,0,3,248,350
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 80","La Doré",4,51,104,25,1,2,187,270
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 81","Saint-Félicien",8,58,110,35,4,1,216,410
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 82","Saint-Félicien",7,72,90,48,8,5,230,349
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 83","Saint-Félicien",6,67,101,16,3,3,196,358
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 84","Saint-Félicien",5,80,107,46,7,1,246,443
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 85","Saint-Félicien",12,63,138,49,4,1,267,477
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 86","Saint-Félicien",5,29,53,28,1,1,117,249
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 87","Saint-Félicien",5,72,89,65,3,2,236,505
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 88","Saint-Félicien",8,20,29,21,2,1,81,212
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 89","Saint-Félicien",7,62,73,37,2,0,181,382
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 90","Saint-Félicien",4,29,64,30,3,0,130,259
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 91","Saint-Félicien",10,75,95,36,5,7,228,466
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 92","Saint-Félicien",5,39,67,24,4,2,141,305
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 93","Saint-Félicien",7,44,81,21,2,5,160,308
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 94","Saint-Félicien",4,49,66,29,3,1,152,285
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 95","Saint-Félicien",6,72,102,36,3,5,224,428
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 96","Saint-Félicien",3,71,135,28,5,2,244,431
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 97","Saint-Félicien",2,47,68,32,2,9,160,338
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 98","Saint-Félicien",3,61,109,39,3,0,215,386
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 99","Saint-Félicien",7,59,111,39,5,4,225,430
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 100","Saint-Prime",16,64,119,37,4,1,241,378
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 101","Saint-Prime",10,61,149,41,5,4,270,431
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 102","Saint-Prime",4,34,62,42,5,4,151,293
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 103","Saint-Prime",14,79,119,50,2,2,266,471
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 104","Saint-Prime",12,84,149,52,7,2,306,510
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 105","Sainte-Hedwidge",4,34,150,67,5,3,263,430
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 106","Roberval",2,53,132,49,1,6,243,456
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 107","Mashteuiatsh",5,75,54,37,6,6,183,885
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 108","Mashteuiatsh",3,40,41,14,0,1,99,608
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 109","Roberval",1,30,125,31,3,3,193,363
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 110","Roberval",3,25,40,16,1,1,86,256
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 111","Roberval",5,34,80,32,4,2,157,334
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 112","Roberval",1,13,53,17,1,1,86,192
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 113","Roberval",5,37,120,32,1,2,197,431
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 114","Roberval",1,57,134,42,3,5,242,464
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 115","Roberval",2,30,77,34,0,3,146,358
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 116","Roberval",0,36,109,22,1,2,170,342
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 117","Roberval",3,17,66,24,1,0,111,294
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 118","Roberval",1,21,61,23,2,1,109,319
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 119","Roberval",6,24,66,22,1,0,119,291
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 120","Roberval",15,41,93,26,3,0,178,346
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 121","Roberval",4,16,49,23,4,0,96,287
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 122","Roberval",6,26,109,31,0,1,173,382
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 123","Roberval",2,43,111,32,1,1,190,384
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 124","Roberval",2,43,163,45,7,1,261,491
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 125","Roberval",10,56,177,58,9,0,310,518
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 126","Roberval",5,45,130,32,0,2,214,422
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 127","Roberval",0,55,145,38,3,2,243,441
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 128","Roberval",3,35,112,39,1,2,192,382
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 129","Roberval",3,53,92,53,2,3,206,415
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 130","Sainte-Hedwidge",0,20,70,33,1,2,126,200
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 131","Chambord",6,47,126,60,1,2,242,427
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 132","Chambord",0,35,78,32,2,1,148,283
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 133","Chambord",4,51,75,32,4,2,168,326
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 134","Chambord",5,35,89,43,1,1,174,314
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 135","Saint-François-de-Sales",5,57,83,42,7,1,195,297
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 136","Saint-André-du-Lac-Saint-Jean",9,68,100,40,3,2,222,394
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 137","Saint-François-de-Sales",1,46,61,38,8,0,154,238
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 138","Lac-Bouchette",3,61,139,34,2,1,240,393
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 139","Lac-Bouchette",4,60,77,28,1,1,171,289
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 140","Lac-Bouchette",2,45,105,35,1,1,189,316
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 141","Saint-Gédéon",12,102,102,70,1,4,291,458
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 142","Saint-Gédéon",8,126,105,49,6,2,296,481
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 143","Saint-Gédéon",9,76,103,75,7,4,274,423
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 144","Saint-Bruno",13,76,99,53,1,2,244,390
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 145","Saint-Bruno",5,144,144,91,5,3,392,664
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 146","Saint-Bruno",1,76,56,26,0,1,160,286
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 147","Hébertville-Station",5,56,61,28,7,6,163,273
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 148","Hébertville-Station",3,75,79,45,2,6,210,310
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 149","Saint-Bruno",7,107,95,57,4,4,274,390
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 150","Saint-Bruno",2,55,60,39,4,1,161,283
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 151","Hébertville-Station",9,82,88,47,6,7,239,390
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 152","Saint-Gédéon",4,54,59,42,4,1,164,281
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 153","Métabetchouan--Lac-à-la-Croix",11,83,93,59,8,8,262,448
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 154","Métabetchouan--Lac-à-la-Croix",1,42,48,39,2,1,133,271
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 155","Métabetchouan--Lac-à-la-Croix",9,47,75,42,3,2,178,279
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 156","Métabetchouan--Lac-à-la-Croix",13,75,84,33,0,4,209,344
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 157","Métabetchouan--Lac-à-la-Croix",16,80,101,58,4,4,263,456
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 158","Métabetchouan--Lac-à-la-Croix",5,47,79,27,4,3,165,252
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 159","Desbiens",6,45,62,50,2,5,170,267
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 160","Desbiens",2,46,64,43,3,1,159,257
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 161","Desbiens",8,51,91,55,3,5,213,345
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 162","Métabetchouan--Lac-à-la-Croix",6,72,52,40,3,0,173,325
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 163","Métabetchouan--Lac-à-la-Croix",0,75,92,58,4,2,231,368
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 164","Hébertville",2,72,62,39,1,1,177,318
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 165","Hébertville",9,97,68,53,5,5,237,384
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 166","Hébertville",4,33,53,22,0,1,113,205
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 167","Hébertville",4,135,114,47,9,3,312,509
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 168","Métabetchouan--Lac-à-la-Croix",4,66,102,45,6,3,226,382
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 169","Hébertville",10,109,134,54,8,2,317,499
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 500","Mobile poll/Bureau itinérant",9,8,35,23,3,4,82,125
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 501","Mobile poll/Bureau itinérant",7,5,17,8,1,3,41,102
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 502","Mobile poll/Bureau itinérant",12,5,26,11,0,3,57,77
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 503","Mobile poll/Bureau itinérant",7,5,22,3,1,2,40,91
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 504","Mobile poll/Bureau itinérant",15,14,78,16,0,8,131,194
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 505","Mobile poll/Bureau itinérant",12,13,102,18,2,7,154,253
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 506","Mobile poll/Bureau itinérant",7,12,89,20,0,2,130,171
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 507","Mobile poll/Bureau itinérant",23,22,83,14,1,2,145,205
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 508","Mobile poll/Bureau itinérant",18,10,43,17,0,5,93,154
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 509","Mobile poll/Bureau itinérant",10,15,91,27,4,2,149,191
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 510","Mobile poll/Bureau itinérant",5,6,26,17,3,0,57,123
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 600","Normandin--Albanel",25,74,188,60,3,4,354,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 601","Dolbeau-Mistassini",38,129,239,147,1,4,558,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 602","Dolbeau-Mistassini",32,79,213,116,6,4,450,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 603","Saint-Augustin",3,31,42,23,0,0,99,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 604","L'Ascension-de-Notre-Seigneur--Saint-Henri-de-Taillon",9,44,56,45,3,0,157,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 605","Saint-Nazaire--Labrecque",6,33,48,54,0,4,145,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 606","Saint-Bruno--Saint-Gédéon",9,43,98,59,2,1,212,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 607","Hébertville",11,34,51,52,2,1,151,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 608","Métabetchouan--Lac-à-la-Croix",15,72,146,92,4,1,330,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 609","Chambord--Lac-Bouchette",6,35,134,92,1,0,268,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 610","Roberval",8,47,339,107,1,2,504,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 611","Roberval",17,52,293,104,2,5,473,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 612","Saint-Prime--Mashteuiatsh",10,65,92,60,1,4,232,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 613","Saint-Félicien--La Doré",12,64,133,77,1,0,287,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 614","Saint-Félicien",10,90,187,73,4,6,370,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 615","Saint-Félicien--La Doré",44,73,267,103,2,5,494,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 616","Roberval",27,61,413,155,5,10,671,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean",,Group 1/Groupe 1,16,26,62,25,4,2,135,309
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean",,Group 2/Groupe 2,47,82,301,233,2,9,674,
