Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Greig Crockett,Janna Francis,Nikki Inouye,Colin Mayes,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 19","Blind Bay",19,9,47,159,0,234,391
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 20","Blind Bay",16,19,52,166,0,253,447
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 20-1","Blind Bay",7,7,36,123,0,173,359
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 21","Blind Bay",14,20,40,166,0,240,454
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 21-1","Blind Bay",17,10,35,136,0,198,382
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 22","Eagle Bay",8,16,22,106,0,152,278
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 22-1","Eagle Bay",25,10,57,102,0,194,327
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 23","White Lake",6,13,24,91,1,135,243
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 23-1A","White Lake",15,7,37,92,0,151,265
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 23-1B","White Lake",11,6,26,101,0,144,244
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 24","Tappen",32,13,87,148,0,280,491
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 24-1","Tappen",18,3,26,22,0,69,134
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 25A","Sunnybrae",18,13,57,105,1,194,325
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 25B","Sunnybrae",27,11,57,125,0,220,342
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 26","Canoe",15,8,57,71,1,152,303
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 27","Sicamous",23,14,40,95,0,172,376
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 28","Six Mile Point",10,2,14,94,0,120,254
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 29","Sicamous",25,13,52,131,0,221,456
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 30","Sicamous",17,10,46,121,0,194,382
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 31","Malakwa",25,13,78,131,0,247,466
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 32","Three Valley",Void/Supprimé,,,,,,
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 33","Sicamous",14,11,39,116,0,180,413
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 33-1","Sicamous",10,12,33,62,0,117,205
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 34","Sicamous",14,8,45,125,0,192,391
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 35","Salmon Arm--Switzemalph",24,10,65,138,0,237,476
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 36A","Salmon Arm",13,5,52,115,2,187,392
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 36B","Mobile poll/Bureau itinérant",3,3,11,23,0,40,53
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 36-1","Salmon Arm",14,9,39,77,0,139,312
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 37","Canoe",31,19,68,159,0,277,421
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 38","Canoe",23,11,45,110,0,189,414
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 38-1","Canoe",11,2,49,70,0,132,229
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 39","Salmon Arm--Lakeshore",34,21,68,144,1,268,412
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 40","Canoe",15,16,49,97,0,177,377
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 41","Salmon Arm--Lakeshore",23,16,78,127,0,244,432
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 42","Salmon Arm",26,20,81,141,1,269,454
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 43","Salmon Arm",7,8,34,97,1,147,260
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 43-1","Salmon Arm",16,14,58,123,1,212,471
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 44","Salmon Arm",16,18,34,69,0,137,257
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 45A","Salmon Arm",14,9,39,46,2,110,210
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 45B","Mobile poll/Bureau itinérant",Merged with No. 36B/Fusionné avec le nº 36B,,,,,,31
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 45-1","Salmon Arm",12,8,50,136,1,207,378
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 46A","Salmon Arm",10,7,42,58,0,117,251
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 46B","Salmon Arm",9,9,64,82,0,164,316
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 47A","Salmon Arm",24,12,38,75,0,149,269
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 47B","Salmon Arm",24,13,37,60,1,135,238
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 48","Salmon Arm",29,10,74,74,1,188,443
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 49","Salmon Arm",25,14,65,93,0,197,420
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 50A","Salmon Arm",17,7,51,44,0,119,262
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 50B","Salmon Arm",19,9,28,52,0,108,237
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 51","Salmon Arm",34,21,65,130,1,251,459
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 52","Salmon Arm",32,14,49,130,0,225,419
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 53","Salmon Arm",18,17,47,61,1,144,259
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 53-1","Salmon Arm",13,13,44,116,0,186,351
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 54","Salmon Arm",24,16,67,102,0,209,496
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 55","Salmon Arm",14,22,62,148,1,247,434
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 56","Salmon Arm",33,13,73,114,1,234,454
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 57","Salmon Arm",15,3,24,53,0,95,170
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 58A","Salmon Arm",6,3,20,99,1,129,263
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 58B","Salmon Arm",20,12,28,70,0,130,250
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 59","Salmon Arm",16,8,49,98,0,171,311
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 59-1","Salmon Arm",21,11,58,122,0,212,354
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 60","Salmon Arm",17,14,66,121,0,218,437
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 61","Silver Creek",22,9,50,133,1,215,417
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 62","Gardom Lake",29,12,81,167,0,289,491
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 63","Ranchero",24,9,70,94,0,197,430
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 64","Falkland",30,12,69,144,0,255,432
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 64-1","Falkland",15,2,45,109,0,171,299
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 65","Yankee Flats",34,8,58,96,1,197,372
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 66","Deep Creek",39,8,60,118,0,225,416
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 66-1","Deep Creek",20,4,28,72,0,124,220
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 67","Glenemma",22,15,40,104,0,181,355
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 68","Enderby 2--Salmon River 1",25,5,31,20,0,81,230
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 69","Grandview Bench",38,10,52,86,1,187,315
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 69-1","Grandview Bench",14,3,20,70,0,107,288
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 70","Mara",12,8,46,78,0,144,286
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 71","Grindrod",39,16,68,181,2,306,484
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 72","Kingfisher",40,2,29,72,1,144,288
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 73","Enderby",26,8,43,116,0,193,361
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 74","Ashton Creek",46,7,41,135,1,230,421
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 75","Mabel Lake",28,11,25,50,0,114,206
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 76","Enderby West",19,11,48,100,1,179,377
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 77","Enderby",31,12,58,129,1,231,422
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 78","Enderby",12,12,51,83,0,158,273
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 78-1","Enderby",17,5,60,85,1,168,289
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 79","Enderby",17,11,54,89,0,171,419
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 80","Enderby",37,12,69,130,1,249,473
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 81","Spallumcheen--Hullcar",35,12,59,128,1,235,440
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 82A","Spallumcheen",12,10,31,88,0,141,269
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 82B","Spallumcheen",12,4,25,102,0,143,252
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 83","Spallumcheen",25,19,26,176,1,247,437
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 84","Spallumcheen",12,8,42,83,0,145,253
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 84-1","Spallumcheen",13,9,46,108,0,176,337
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 85A","Spallumcheen",10,3,39,82,0,134,266
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 85B","Spallumcheen",17,7,30,77,0,131,248
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 86","Spallumcheen",17,8,55,143,1,224,442
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 87","Spallumcheen",22,10,45,140,0,217,442
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 88","Spallumcheen",16,20,41,133,0,210,444
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 89","Armstrong",24,13,52,110,0,199,415
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 89-1","Armstrong",13,8,34,55,0,110,217
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 90","Armstrong",25,18,88,118,0,249,445
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 90-1","Armstrong",16,11,45,59,0,131,255
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 91","Armstrong",20,8,45,75,1,149,277
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 91-1","Armstrong",24,10,51,90,0,175,318
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 92","Armstrong",27,10,53,103,1,194,388
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 93","Armstrong",20,11,63,79,0,173,355
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 93-1","Armstrong",7,5,29,51,0,92,183
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 94","Armstrong",25,11,52,111,0,199,354
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 95","Armstrong",13,12,44,148,1,218,384
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 96","Six Mile Creek",19,10,80,65,2,176,353
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 96-1","Six Mile Creek",10,13,38,120,0,181,312
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 97A","Head of the Lake",7,12,39,48,0,106,270
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 97B","Head of the Lake",9,6,50,58,0,123,247
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 97-1","Head of the Lake",6,14,35,93,1,149,255
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 98A","Desert Cove",7,13,65,136,3,224,312
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 98B","Desert Cove",10,13,55,145,0,223,325
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 99","Goose Lake",20,5,38,72,0,135,283
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 99-1","Goose Lake",14,17,56,79,0,166,273
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 100","Swan Lake",14,9,82,139,0,244,450
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 100-1","Swan Lake",3,2,14,36,0,55,139
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 101","Cools",9,18,63,122,2,214,346
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 102","Swan Lake",18,10,58,102,1,189,325
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 103","Vernon",15,15,52,126,0,208,371
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 104","Vernon",25,17,49,86,1,178,322
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 105","Vernon",21,19,55,132,0,227,381
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 106A","Vernon",10,17,32,86,0,145,259
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 106B","Vernon",15,19,35,105,0,174,285
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 106-1","Vernon",12,24,56,145,0,237,416
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 107A","Kedleston",15,14,46,75,0,150,251
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 107B","Kedleston",14,9,48,76,0,147,260
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 108","Silver Star",33,25,41,95,0,194,427
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 108-1","Silver Star",24,10,18,81,0,133,216
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 109","Vernon",30,22,56,148,2,258,476
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 110","Vernon",31,18,79,152,1,281,501
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 111","Vernon",20,13,71,105,0,209,425
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 112","Vernon",24,20,48,88,0,180,307
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 113","Vernon",20,20,44,128,0,212,330
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 114","Vernon",28,28,52,142,0,250,420
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 114-1","Vernon",18,15,30,84,1,148,260
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 115A","Vernon",22,14,44,93,1,174,282
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 115B","Vernon",10,10,33,100,0,153,243
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 116A","Vernon",14,12,46,55,0,127,252
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 116B","Vernon",14,17,51,62,0,144,256
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 117A","Vernon",9,12,51,83,0,155,292
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 117B","Vernon",6,18,46,87,0,157,295
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 118","Vernon",16,11,70,112,0,209,440
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 118-1","Vernon",24,13,66,92,0,195,442
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 119","Vernon",24,17,79,118,0,238,430
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 120","Vernon",14,17,64,81,0,176,387
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 121","Vernon",23,14,67,96,0,200,471
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 122","Vernon",30,15,63,56,0,164,404
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 123","Vernon",18,12,50,55,0,135,358
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 124A","Vernon",9,12,39,65,1,126,389
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 124B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,51
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 125","Vernon",13,13,66,95,0,187,462
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 126","Vernon",18,17,72,87,0,194,452
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 127A","Vernon",16,7,33,42,0,98,263
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 127B","Vernon",17,5,30,50,0,102,276
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 127-1","Vernon",13,7,29,47,0,96,268
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 128","Vernon",24,10,69,109,1,213,482
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 129","Vernon",14,23,59,93,1,190,429
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 130A","Vernon",13,7,38,32,0,90,256
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 130B","Vernon",19,2,34,49,0,104,270
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 131","Vernon",Void/Supprimé,,,,,,
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 132","Vernon",35,11,80,52,0,178,476
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 133","Vernon",32,15,65,70,1,183,387
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 134","Vernon",42,36,75,77,0,230,437
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 135A","Vernon",11,11,40,72,0,134,264
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 135B","Vernon",22,12,52,60,0,146,294
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 136","Vernon",35,16,85,118,1,255,457
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 137","Vernon",17,19,54,116,0,206,370
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 138A","Vernon",13,7,37,44,0,101,259
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 138B","Vernon",21,9,53,55,0,138,251
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 139","Vernon",41,10,59,114,0,224,421
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 140A","Vernon",13,14,40,69,1,137,256
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 140B","Vernon",20,17,36,55,0,128,244
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 141A","Vernon",19,16,35,72,0,142,259
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 141B","Vernon",11,9,25,83,1,129,246
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 142","Vernon",20,14,36,67,0,137,327
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 142-1","Vernon",21,13,57,50,0,141,316
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 143A","Vernon",17,11,39,60,0,127,286
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 143B","Vernon",22,7,48,67,1,145,290
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 144A","Vernon",13,9,39,84,1,146,300
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 144B","Vernon",12,4,40,67,0,123,295
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 145A","Vernon",16,11,54,114,0,195,429
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 145B","Mobile poll/Bureau itinérant",Merged with No. 148B/Fusionné avec le nº 148B,,,,,,78
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 146","Vernon",16,19,65,128,0,228,351
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 146-1","Vernon",28,17,62,103,1,211,349
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 147","Vernon",12,4,52,104,1,173,380
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 148A","Vernon",11,11,53,140,2,217,450
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 148B","Mobile poll/Bureau itinérant",10,14,21,56,1,102,99
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 149","Vernon",15,16,50,91,1,173,359
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 150A","Vernon",13,5,25,43,0,86,260
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 150B","Vernon",7,4,23,28,0,62,227
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 151","Vernon",26,12,49,71,1,159,409
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 152","Vernon",17,21,53,94,0,185,370
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 152-1","Vernon",19,8,56,55,0,138,305
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 153","Vernon",16,8,37,46,0,107,292
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 153-1","Vernon",24,8,64,64,2,162,446
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 154","Vernon",12,12,54,88,0,166,380
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 155","Vernon",28,11,57,71,1,168,401
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 156","Vernon",22,5,62,52,0,141,357
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 157","Vernon",21,7,32,37,2,99,270
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 157-1","Vernon",14,8,33,46,0,101,326
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 158","Vernon",33,29,67,67,0,196,348
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 159","Vernon",32,27,57,103,2,221,401
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 160A","Vernon",12,15,54,61,0,142,276
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 160B","Vernon",15,17,47,57,0,136,269
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 161","Vernon",24,25,86,124,1,260,465
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 162","Vernon",13,17,45,55,1,131,349
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 163","Vernon",14,9,41,71,1,136,298
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 164","Vernon",10,27,53,108,0,198,440
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 165","Vernon",22,27,63,117,0,229,473
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 166","Vernon",25,17,46,97,0,185,357
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 166-1","Vernon",29,19,41,114,0,203,400
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 166-2","Vernon",11,28,33,146,1,219,368
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 167","Vernon",Void/Supprimé,,,,,,
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 168","Kalamalka",16,22,40,135,0,213,373
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 169A","Coldstream--Cousins Bay",32,18,32,75,1,158,259
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 169B","Coldstream--Cousins Bay",25,18,26,86,1,156,239
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 170","Coldstream Lookout",32,38,66,111,0,247,421
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 171","Coldstream College",11,7,60,97,0,175,333
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 172","Coldstream--Orchard Ridge",22,12,26,77,2,139,252
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 173","Coldstream",16,9,34,51,0,110,216
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 173-1","Coldstream",21,24,26,95,2,168,263
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 173-2A","Coldstream",17,16,21,105,0,159,271
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 173-2B","Coldstream",11,15,30,93,0,149,293
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 173-3","Coldstream",25,31,35,151,1,243,418
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 174","Coldstream",25,6,40,79,2,152,259
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 175","Coldstream",44,26,52,87,0,209,346
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 176","Coldstream",19,17,31,95,0,162,297
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 176-1","Coldstream",23,15,50,82,0,170,271
59018,"Okanagan--Shuswap/Okanagan--Shuswap"," 177","Coldstream",7,7,31,35,0,80,132
