Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Braid,Bill Brown,Julian Ichim,Cathy MacLellan,Steven Bradley Scott,Andrew Telegdi,Richard Walsh-Bowers,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 56","Waterloo",74,65,0,9,1,58,2,0,209,374
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 57","Waterloo",102,36,0,18,0,65,0,0,221,355
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 58","Waterloo",81,42,0,8,0,54,0,1,186,285
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 59","Waterloo",112,34,0,9,0,94,3,0,252,370
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 60","Waterloo",151,25,0,12,0,88,0,0,276,440
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 60-1","Waterloo",107,58,1,9,1,91,0,0,267,425
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 61","Waterloo",153,51,0,11,0,96,0,0,311,492
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 61-1","Waterloo",113,35,2,22,1,104,1,0,278,471
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 62","Waterloo",153,37,1,14,2,98,0,0,305,470
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 63","Waterloo",162,35,0,13,0,75,0,1,286,447
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 64","Waterloo",123,28,1,8,3,73,0,1,237,425
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 64-1","Waterloo",113,29,1,8,0,92,2,0,245,415
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 65","Waterloo",155,33,0,11,0,92,2,0,293,434
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 66","Waterloo",10,17,0,2,0,45,1,0,75,185
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 67","Waterloo",26,26,1,9,3,58,2,0,125,326
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 68","Waterloo",58,40,0,16,3,56,0,1,174,302
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 69","Waterloo",44,44,0,3,1,67,2,1,162,354
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 70","Waterloo",36,38,0,10,1,51,1,0,137,275
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 71","Waterloo",57,34,1,11,4,104,1,0,212,378
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 72","Waterloo",58,30,0,8,0,49,1,1,147,268
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 73","Waterloo",49,49,1,11,2,85,0,2,199,377
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 74","Waterloo",31,42,0,10,0,70,0,1,154,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 75","Waterloo",49,54,0,13,1,38,1,0,156,338
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 76","Waterloo",52,25,0,8,0,60,0,0,145,330
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 77","Waterloo",54,39,0,8,0,83,0,1,185,353
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 78","Waterloo",31,26,0,12,1,52,1,2,125,329
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 79A","Waterloo",99,43,0,6,1,64,0,0,213,406
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 79B","Waterloo",72,20,0,3,3,49,0,2,149,287
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 80","Waterloo",173,28,0,12,0,116,2,2,333,454
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 81","Waterloo",29,31,1,6,0,44,1,1,113,260
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 81-1","Waterloo",23,12,0,3,0,23,0,1,62,177
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 82","Waterloo",70,24,0,7,2,79,0,1,183,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 83","Waterloo",96,48,0,8,0,79,0,2,233,376
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 84","Waterloo",85,25,0,9,0,119,2,1,241,384
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 85","Waterloo",125,16,1,3,0,131,0,0,276,436
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 86","Waterloo",82,25,0,6,0,118,0,1,232,374
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 87","Waterloo",63,61,0,17,5,108,1,3,258,471
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 88","Waterloo",20,29,0,4,2,38,0,1,94,259
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 89","Waterloo",51,32,0,9,3,77,0,0,172,377
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 90","Waterloo",63,16,0,4,0,63,1,0,147,256
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 91","Waterloo",78,21,0,6,1,98,0,1,205,336
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 92","Waterloo",73,17,0,4,1,88,0,0,183,312
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 93","Waterloo",80,25,0,7,2,149,0,0,263,390
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 94","Waterloo",72,19,0,7,1,119,0,0,218,327
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 95","Waterloo",45,40,0,17,1,79,0,1,183,337
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 96","Waterloo",51,60,0,10,0,75,1,2,199,400
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 97","Waterloo",74,54,0,17,3,104,0,0,252,425
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 98","Waterloo",86,39,0,19,1,61,1,5,212,420
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 99","Waterloo",61,23,0,8,2,92,1,0,187,397
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 100","Waterloo",11,10,0,0,1,21,0,0,43,149
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 101","Waterloo",47,39,0,4,3,77,0,0,170,447
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 102","Waterloo",14,3,0,1,0,20,0,0,38,311
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 102-1","Waterloo",29,24,2,6,1,34,2,0,98,303
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 103","Waterloo",41,18,0,4,1,65,0,0,129,286
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 104","Waterloo",74,28,0,3,3,55,0,0,163,288
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 105","Waterloo",74,5,0,3,1,49,1,0,133,300
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 106","Waterloo",93,54,0,26,0,100,0,1,274,458
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 107","Waterloo",27,15,0,7,2,31,0,0,82,243
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 108","Waterloo",55,29,0,20,0,120,1,1,226,423
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 109","Waterloo",138,26,0,10,2,74,0,1,251,386
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 110","Waterloo",182,49,0,11,2,96,1,1,342,543
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 110-1","Waterloo",152,43,0,10,2,91,2,0,300,453
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 111","Waterloo",171,53,1,10,1,128,0,0,364,527
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 112","Waterloo",123,49,0,20,2,103,1,0,298,418
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 112-1","Waterloo",126,55,0,9,0,78,0,0,268,465
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 113","Waterloo",138,45,0,14,0,58,0,2,257,399
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 114","Waterloo",107,33,0,11,0,64,1,0,216,393
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 115","Waterloo",108,50,1,16,1,91,0,0,267,454
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 116","Waterloo",112,35,0,6,0,64,0,3,220,394
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 117","Waterloo",72,28,1,6,0,84,0,0,191,321
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 118","Waterloo",74,32,0,9,0,105,1,2,223,377
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 119","Waterloo",123,40,0,15,1,87,0,1,267,513
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 120","Waterloo",69,31,0,2,2,77,1,0,182,297
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 121","Waterloo",107,55,0,10,0,57,1,0,230,408
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 122","Waterloo",64,52,0,18,1,40,1,0,176,355
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 123","Waterloo",101,39,0,15,1,88,1,2,247,375
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 124","Waterloo",92,26,0,13,2,87,1,2,223,366
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 125","Waterloo",72,55,0,19,0,50,0,0,196,378
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 126","Waterloo",108,47,0,11,0,71,0,1,238,379
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 127","Waterloo",Void/Supprimé,,,,,,,,,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 128","Waterloo",81,37,0,17,3,80,1,0,219,345
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 129","Waterloo",104,27,0,13,2,122,1,1,270,426
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 130","Waterloo",32,38,0,16,1,88,1,0,176,307
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 131","Waterloo",35,53,0,16,0,65,1,0,170,309
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 132","Waterloo",71,43,0,10,1,85,0,1,211,334
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 133","Waterloo",60,28,1,11,0,57,0,1,158,296
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 134","Waterloo",Void/Supprimé,,,,,,,,,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 135","Waterloo",65,29,0,23,0,114,1,2,234,373
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 136","Waterloo",65,35,0,14,1,134,2,0,251,418
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 137","Waterloo",67,42,0,12,1,117,3,1,243,403
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 138","Waterloo",148,12,0,6,0,113,0,1,280,407
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 139","Waterloo",53,35,0,20,0,86,1,0,195,303
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 140","Waterloo",92,48,0,19,2,79,0,1,241,407
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 141","Waterloo",24,14,0,2,0,46,0,0,86,149
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 142","Waterloo",84,58,0,11,0,58,2,0,213,379
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 143","Waterloo",68,30,1,15,2,61,0,1,178,363
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 144","Waterloo",71,24,0,32,0,159,0,0,286,421
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 145","Waterloo",43,29,1,18,1,118,0,0,210,339
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 146","Waterloo",86,49,0,39,2,157,0,0,333,511
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 147","Waterloo",52,53,0,17,2,119,2,2,247,361
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 148","Waterloo",66,40,2,31,0,97,1,0,237,409
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 149","Waterloo",80,60,0,17,1,98,2,0,258,421
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 150A","Waterloo",101,22,2,5,1,81,1,1,214,330
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 150B","Waterloo",91,15,0,4,1,47,0,1,159,303
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 151","Waterloo",118,31,0,9,0,98,0,1,257,426
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 152","Waterloo",120,40,0,4,2,89,1,0,256,370
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 153","Waterloo",108,54,1,23,0,92,1,1,280,486
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 154","Waterloo",116,26,0,9,1,100,0,0,252,437
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 155","Waterloo",80,30,0,10,1,91,1,2,215,366
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 156","Waterloo",53,45,0,9,0,80,0,0,187,341
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 157","Waterloo",Void/Supprimé,,,,,,,,,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 158","Waterloo",67,23,0,13,0,68,0,1,172,263
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 159","Waterloo",63,40,0,13,0,96,0,1,213,308
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 160","Waterloo",77,15,0,16,1,114,0,0,223,336
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 161","Waterloo",136,52,1,18,1,109,0,0,317,531
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 162","Waterloo",69,52,0,13,0,134,0,0,268,422
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 163","Waterloo",116,69,0,20,0,83,0,1,289,476
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 164","Waterloo",139,68,0,19,1,101,0,0,328,535
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 165","Waterloo",100,14,0,7,1,101,0,0,223,344
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 166","Waterloo",130,55,0,8,2,70,1,1,267,426
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 167","Waterloo",121,51,0,18,0,86,1,2,279,459
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 168","Kitchener",132,9,0,7,3,73,0,0,224,383
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 169A","Kitchener",76,44,1,7,0,70,0,2,200,389
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 169B","Kitchener",86,56,0,3,2,62,0,2,211,408
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 169-1","Kitchener",78,32,0,7,1,59,0,0,177,322
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 170","Kitchener",102,48,1,8,0,87,0,0,246,410
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 171","Kitchener",109,47,0,25,0,65,0,1,247,447
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 172","Kitchener",86,38,0,12,0,44,0,1,181,368
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 173","Kitchener",81,52,1,14,3,64,1,2,218,444
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 174","Kitchener",161,45,0,4,0,67,2,2,281,491
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 174-1A","Kitchener",96,36,0,3,0,39,0,2,176,334
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 174-1B","Kitchener",64,35,0,1,1,39,1,1,142,314
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 175","Kitchener",160,34,0,9,0,84,1,1,289,450
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 176","Kitchener",103,40,0,11,0,118,1,1,274,413
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 177","Kitchener",93,52,0,9,0,53,0,1,208,404
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 177-1","Kitchener",97,50,0,9,0,67,0,0,223,499
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 178","Kitchener",83,52,1,7,4,58,0,2,207,401
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 178-1","Kitchener",96,56,0,5,0,55,0,1,213,358
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 179","Kitchener",92,65,2,5,1,52,0,1,218,416
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 180","Kitchener",114,49,0,5,1,43,0,3,215,395
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 181","Kitchener",107,56,1,11,2,67,2,0,246,458
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 182","Kitchener",57,42,0,4,1,78,2,5,189,433
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 182-1","Kitchener",112,78,0,11,1,89,4,0,295,541
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 183","Kitchener",73,11,0,22,0,122,0,0,228,363
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 184","Kitchener",42,45,0,19,2,111,0,0,219,348
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 185","Kitchener",101,36,0,12,1,90,1,1,242,331
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 186","Kitchener",43,33,0,12,0,76,2,0,166,279
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 187","Kitchener",47,42,0,14,1,57,0,0,161,332
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 188","Kitchener",44,39,0,29,3,81,0,0,196,338
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 189","Kitchener",80,41,0,9,0,88,4,0,222,406
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 190","Kitchener",44,33,0,11,0,64,3,1,156,266
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 191","Kitchener",39,37,2,10,0,73,0,0,161,267
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 192","Kitchener",44,45,0,17,3,75,1,1,186,352
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 193","Kitchener",45,41,1,7,1,56,0,1,152,315
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 194","Kitchener",103,39,0,9,1,76,0,0,228,441
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 195","Kitchener",160,30,0,5,1,55,0,0,251,419
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 195-1","Kitchener",118,13,0,5,1,61,1,0,199,343
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 195-2","Kitchener",71,41,0,7,2,44,0,0,165,288
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 196","Kitchener",153,68,1,18,0,39,1,0,280,545
