Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Ford,Mike Scott,Paul St. Laurent,Rick Szostak,Tim Uppal,Chris Vallee,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 41","Edmonton",14,91,1,10,125,11,1,253,599
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 42","Edmonton",Void/Supprimé,,,,,,,,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 43","Edmonton",46,61,1,6,127,11,0,252,632
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 44A","Edmonton",27,55,0,16,132,10,1,241,600
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 44B","Edmonton",24,38,0,18,101,4,3,188,559
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 45","Edmonton",14,51,2,17,81,5,2,172,428
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 46","Edmonton",13,56,0,26,110,6,2,213,556
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 47","Edmonton",35,56,4,15,124,8,2,244,546
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 48","Edmonton",31,62,2,17,108,8,0,228,434
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 49","Edmonton",17,56,1,16,130,2,1,223,465
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 50","Edmonton",17,45,0,14,81,5,0,162,320
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 51","Edmonton",27,72,0,17,94,7,1,218,505
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 52","Edmonton",71,71,2,24,153,13,0,334,644
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 53","Edmonton",17,81,0,31,120,18,1,268,809
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 53-1","Edmonton",17,69,1,25,71,7,1,191,521
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 53-2","Edmonton",15,43,0,9,73,5,1,146,321
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 54","Edmonton",11,43,0,26,83,4,2,169,363
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 55","Edmonton",23,58,2,20,112,4,0,219,428
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 56","Edmonton",19,41,0,17,89,8,0,174,434
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 57","Edmonton",20,56,0,16,96,5,1,194,419
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 58","Edmonton",12,27,3,10,59,7,1,119,366
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 59","Edmonton",10,58,3,9,91,5,0,176,433
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 60","Edmonton",23,66,0,18,103,8,1,219,434
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 61","Edmonton",25,29,0,12,56,4,0,126,260
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 62","Edmonton",72,33,1,15,93,4,0,218,407
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 63","Edmonton",24,47,0,19,74,1,1,166,333
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 64","Edmonton",26,47,0,14,99,4,1,191,363
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 65","Edmonton",18,36,0,18,69,3,2,146,333
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 66","Edmonton",25,36,0,9,99,4,0,173,358
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 67","Edmonton",22,41,1,23,95,11,2,195,416
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 68","Edmonton",1,30,1,6,29,0,1,68,278
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 69","Edmonton",8,28,0,6,67,3,0,112,266
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 70","Edmonton",7,37,1,20,31,5,4,105,437
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 71","Edmonton",37,33,2,11,86,8,1,178,346
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 72","Edmonton",24,94,2,20,220,12,1,373,850
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 73","Edmonton",11,44,0,10,62,14,2,143,338
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 74","Edmonton",30,80,0,16,93,7,0,226,355
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 75","Edmonton",4,36,0,9,49,5,0,103,240
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 76","Edmonton",3,48,0,18,44,5,0,118,440
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 77","Edmonton",23,43,2,19,86,2,2,177,376
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 78","Edmonton",44,76,2,24,168,10,1,325,676
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 79","Edmonton",34,48,0,17,111,6,3,219,464
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 80","Edmonton",15,30,4,6,46,1,0,102,265
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 81","Edmonton",19,30,0,15,76,4,0,144,288
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 82","Edmonton",13,28,0,10,58,11,1,121,237
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 83","Edmonton",7,22,0,5,43,9,0,86,216
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 84","Edmonton",26,42,0,5,73,3,0,149,344
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 85","Edmonton",15,28,0,8,39,1,1,92,259
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 86","Edmonton",13,34,0,8,43,8,1,107,356
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 87","Edmonton",21,24,0,13,62,5,0,125,245
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 88","Edmonton",12,24,0,10,73,5,0,124,326
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 89","Edmonton",5,20,1,6,27,5,0,64,241
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 90","Edmonton",27,56,0,12,121,9,0,225,368
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 91","Edmonton",5,24,0,11,62,5,0,107,269
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 92","Edmonton",5,34,0,5,59,4,0,107,323
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 93","Edmonton",14,29,0,12,45,3,0,103,243
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 94","Edmonton",31,51,1,17,104,14,0,218,380
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 95","Edmonton",43,63,3,17,139,7,0,272,535
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 95-1","Edmonton",26,76,3,19,147,8,1,280,751
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 96A","Akenside",44,40,1,12,96,13,0,206,486
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 96B","Akenside",49,31,0,13,81,5,0,179,417
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 97A","East Edmonton",99,24,1,18,127,6,0,275,497
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 97B","East Edmonton",98,21,0,18,130,4,0,271,477
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 98","Sherwood Park",89,46,3,10,186,16,0,350,834
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 98-1A","Sherwood Park",98,34,1,20,122,8,1,284,678
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 98-1B","Sherwood Park",70,36,0,21,141,6,1,275,630
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 98-2","Sherwood Park",83,49,2,23,152,16,1,326,714
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 99","Sherwood Park",53,32,1,18,88,8,0,200,480
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 100","Sherwood Park",105,20,0,17,89,8,0,239,408
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 101","Sherwood Park",66,20,2,17,97,6,0,208,408
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 102","Sherwood Park",127,19,0,20,136,5,0,307,463
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 103","Sherwood Park",70,17,1,16,82,15,1,202,342
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 104","Sherwood Park",89,12,1,20,104,2,0,228,369
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 105","Sherwood Park",166,26,0,20,139,5,0,356,598
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 105-1A","Sherwood Park",81,26,0,20,165,11,0,303,530
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 105-1B","Sherwood Park",85,26,0,19,121,8,0,259,475
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 105-2A","Sherwood Park",54,32,0,18,139,14,0,257,494
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 105-2B","Sherwood Park",70,35,0,12,108,6,0,231,470
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 106","Sherwood Park",65,17,0,9,79,6,0,176,347
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 107","Sherwood Park",62,30,3,11,91,2,0,199,403
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 108","Sherwood Park",65,28,0,9,82,7,0,191,370
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 109","Sherwood Park",49,23,1,11,43,8,0,135,302
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 110","Sherwood Park",99,27,0,19,135,5,2,287,503
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 110-1","Sherwood Park",100,27,0,11,124,15,0,277,573
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 111","Sherwood Park",110,43,0,14,111,8,1,287,481
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 112","Sherwood Park",74,23,0,22,87,7,0,213,412
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 113","Sherwood Park",131,26,1,20,75,7,0,260,456
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 114","Sherwood Park",126,28,3,21,105,7,0,290,467
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 115","Sherwood Park",104,43,0,22,86,14,0,269,470
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 116","Sherwood Park",91,28,0,20,61,7,0,207,351
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 117","Sherwood Park",88,24,0,14,76,11,0,213,384
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 118","Sherwood Park",55,19,0,17,40,6,0,137,208
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 119","Sherwood Park",98,38,0,19,61,11,1,228,368
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 120","Sherwood Park",89,14,0,15,64,6,0,188,295
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 121","Sherwood Park",21,17,1,10,26,1,0,76,167
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 122","Sherwood Park",109,37,1,11,87,7,0,252,448
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 123","Sherwood Park",106,42,0,26,87,10,0,271,423
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 124","Sherwood Park",82,24,1,18,80,12,0,217,394
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 125","Sherwood Park",76,38,0,12,87,15,0,228,338
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 126","Sherwood Park",81,44,1,18,106,10,0,260,398
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 127","Sherwood Park",54,26,7,12,64,4,1,168,285
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 128","Sherwood Park",99,46,2,18,112,9,0,286,447
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 129","Sherwood Park",88,38,2,10,91,9,0,238,374
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 130","Sherwood Park",98,36,0,11,67,16,0,228,372
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 131","Sherwood Park",118,21,1,31,73,4,0,248,394
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 132","Sherwood Park",73,24,1,22,60,11,0,191,406
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 133","Sherwood Park",77,17,2,10,80,6,1,193,347
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 134","Sherwood Park",85,31,1,16,85,9,0,227,398
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 135","Sherwood Park",92,20,0,20,105,13,1,251,435
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 136","Sherwood Park",80,30,0,17,94,5,0,226,384
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 137","Sherwood Park",70,37,1,19,86,3,0,216,383
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 138","Sherwood Park",90,46,0,23,124,17,0,300,522
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 139","Sherwood Park",71,18,0,12,78,10,1,190,339
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 140","Sherwood Park",70,22,0,15,61,6,0,174,296
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 141","Sherwood Park",106,45,0,21,83,11,2,268,453
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 142","Sherwood Park",91,35,0,17,76,7,1,227,432
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 143","Sherwood Park",80,33,2,14,106,10,1,246,496
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 143-1","Sherwood Park",82,26,1,15,139,11,0,274,490
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 144","Sherwood Park",79,25,1,26,76,7,0,214,363
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 145","Sherwood Park",101,26,0,12,109,9,0,257,430
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 146","Sherwood Park",84,34,2,21,91,12,0,244,430
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 147","Sherwood Park",125,28,0,26,100,6,0,285,467
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 148","Sherwood Park",154,23,1,25,115,12,1,331,548
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 149","Sherwood Park",135,18,1,24,100,8,0,286,525
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 150","Sherwood Park",121,22,3,22,140,14,0,322,480
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 151","Sherwood Park",116,32,1,26,120,13,0,308,521
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 152","Sherwood Park",105,17,1,24,116,10,0,273,423
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 153","Sherwood Park",119,24,2,30,129,9,2,315,564
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 153-1","Sherwood Park",43,15,0,12,65,3,0,138,243
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 154","Sherwood Park",94,11,2,8,67,6,0,188,331
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 154-1","Sherwood Park",131,30,1,32,169,6,0,369,649
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 155","Sherwood Park",95,10,1,21,51,12,0,190,301
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 156","Sherwood Park",59,30,0,11,48,5,0,153,267
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 157","Sherwood Park",102,29,0,13,88,11,1,244,462
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 158","Sherwood Park",64,39,0,12,65,16,2,198,350
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 159","Sherwood Park",53,36,1,19,76,13,0,198,303
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 160","Sherwood Park",77,32,1,13,81,11,0,215,357
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 161","Sherwood Park",46,15,0,8,65,4,0,138,266
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 162","Sherwood Park",67,27,2,19,61,12,0,188,302
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 163","Sherwood Park",47,12,1,11,62,10,1,144,281
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 164","Sherwood Park",75,34,0,7,76,13,3,208,309
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 165","Sherwood Park",74,21,0,9,81,2,0,187,332
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 166","Sherwood Park",60,22,0,30,83,13,0,208,361
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 167","Sherwood Park",77,20,2,18,61,7,0,185,317
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 168","Sherwood Park",45,11,0,8,59,5,0,128,219
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 169","Sherwood Park",108,10,0,28,87,9,0,242,400
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 170","Sherwood Park",66,19,0,10,76,7,0,178,277
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 171","Sherwood Park",67,25,0,6,60,13,0,171,297
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 172","Sherwood Park",55,13,0,15,48,11,0,142,261
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 173","Sherwood Park",73,25,1,30,62,8,0,199,322
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 174","Sherwood Park",91,19,0,22,96,9,0,237,372
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 175","Sherwood Park",82,31,1,12,83,5,1,215,329
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 176","Sherwood Park",73,33,0,10,60,5,1,182,286
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 177","Sherwood Park",86,21,1,12,67,1,0,188,322
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 178","Sherwood Park",58,39,1,10,55,6,0,169,286
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 179","Sherwood Park",93,22,0,17,121,7,0,260,471
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 180","Sherwood Park",69,18,1,14,79,8,1,190,382
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 181","Sherwood Park",175,22,3,23,103,5,0,331,507
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 182A","Sherwood Park",91,22,1,17,137,5,1,274,483
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 182B","Sherwood Park",102,31,2,12,119,7,0,273,434
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 183","Sherwood Park",112,31,1,26,178,11,0,359,664
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 183-1A","Sherwood Park",92,20,1,21,125,10,0,269,564
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 183-1B","Sherwood Park",63,19,0,23,134,7,0,246,514
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 184","Sherwood Park",62,19,0,10,89,6,0,186,345
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 185","Sherwood Park",94,14,0,16,95,4,1,224,391
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 186","Sherwood Park",70,31,0,16,99,12,0,228,386
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 187","Sherwood Park",89,4,0,8,76,5,0,182,319
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 188","Sherwood Park",198,21,3,37,183,9,1,452,768
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 188-1","Sherwood Park",59,18,2,7,98,7,1,192,331
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 189A","Whitecroft",109,15,0,17,105,8,0,254,496
