Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Dewar,Sylvia Gerl,Vicki Gunn,Paul Pisani,Peter Van Loan,Cynthia Wesley-Esquimaux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35104,"York--Simcoe/York--Simcoe"," 41-2A","Innisfil",18,35,1,1,100,17,0,172,453
35104,"York--Simcoe/York--Simcoe"," 41-2B","Innisfil",6,48,0,1,101,22,2,180,460
35104,"York--Simcoe/York--Simcoe"," 42","Innisfil",9,35,1,0,110,9,0,164,408
35104,"York--Simcoe/York--Simcoe"," 43","Innisfil",9,50,1,0,110,20,0,190,364
35104,"York--Simcoe/York--Simcoe"," 44","Innisfil",10,41,1,0,145,17,2,216,490
35104,"York--Simcoe/York--Simcoe"," 44-1","Innisfil",9,31,1,1,85,15,0,142,382
35104,"York--Simcoe/York--Simcoe"," 44-2","Innisfil",15,66,4,0,151,26,1,263,527
35104,"York--Simcoe/York--Simcoe"," 45","Innisfil",21,62,0,2,110,19,0,214,517
35104,"York--Simcoe/York--Simcoe"," 46","Innisfil",14,59,2,0,118,10,3,206,472
35104,"York--Simcoe/York--Simcoe"," 47","Innisfil",15,50,2,1,146,20,0,234,497
35104,"York--Simcoe/York--Simcoe"," 48","Innisfil",12,51,0,2,174,23,1,263,520
35104,"York--Simcoe/York--Simcoe"," 49","Innisfil",15,50,0,2,151,26,2,246,484
35104,"York--Simcoe/York--Simcoe"," 50","Innisfil",20,52,3,0,170,36,0,281,492
35104,"York--Simcoe/York--Simcoe"," 51","Innisfil",7,39,0,0,107,13,1,167,322
35104,"York--Simcoe/York--Simcoe"," 52","Bradford West Gwillimbury",10,39,1,1,120,26,0,197,380
35104,"York--Simcoe/York--Simcoe"," 53","Bradford West Gwillimbury",11,34,1,0,145,27,0,218,533
35104,"York--Simcoe/York--Simcoe"," 53-1","Bradford West Gwillimbury",15,47,4,2,164,29,3,264,536
35104,"York--Simcoe/York--Simcoe"," 54","Bradford West Gwillimbury",13,60,1,1,155,22,1,253,571
35104,"York--Simcoe/York--Simcoe"," 54-1","Bradford West Gwillimbury",6,34,1,0,141,36,0,218,598
35104,"York--Simcoe/York--Simcoe"," 55","Bradford West Gwillimbury",8,39,2,0,106,30,0,185,513
35104,"York--Simcoe/York--Simcoe"," 56","Bradford West Gwillimbury",11,33,1,1,155,38,3,242,526
35104,"York--Simcoe/York--Simcoe"," 57","Bradford West Gwillimbury",12,42,1,1,151,20,0,227,452
35104,"York--Simcoe/York--Simcoe"," 58","Bradford West Gwillimbury",13,48,2,0,165,29,0,257,549
35104,"York--Simcoe/York--Simcoe"," 59","Bradford West Gwillimbury",14,45,1,1,148,24,0,233,485
35104,"York--Simcoe/York--Simcoe"," 60","Bradford West Gwillimbury",10,50,3,0,101,21,0,185,453
35104,"York--Simcoe/York--Simcoe"," 61","Bradford West Gwillimbury",16,29,2,0,70,16,0,133,356
35104,"York--Simcoe/York--Simcoe"," 62","Bradford West Gwillimbury",9,48,0,0,101,27,1,186,412
35104,"York--Simcoe/York--Simcoe"," 63","Bradford West Gwillimbury",8,48,0,0,117,25,1,199,432
35104,"York--Simcoe/York--Simcoe"," 64","Bradford West Gwillimbury",10,47,5,0,157,32,2,253,519
35104,"York--Simcoe/York--Simcoe"," 65","Bradford West Gwillimbury",16,49,0,1,124,28,1,219,511
35104,"York--Simcoe/York--Simcoe"," 66","Bradford West Gwillimbury",11,53,2,0,93,19,2,180,371
35104,"York--Simcoe/York--Simcoe"," 67","Bradford West Gwillimbury",17,34,0,1,123,19,0,194,411
35104,"York--Simcoe/York--Simcoe"," 68","Bradford West Gwillimbury",8,28,2,0,124,30,0,192,365
35104,"York--Simcoe/York--Simcoe"," 68-1","Bradford West Gwillimbury",12,42,1,1,157,29,2,244,551
35104,"York--Simcoe/York--Simcoe"," 68-2","Bradford West Gwillimbury",2,30,2,0,87,31,2,154,344
35104,"York--Simcoe/York--Simcoe"," 68-3","Bradford West Gwillimbury",5,26,1,0,86,25,1,144,389
35104,"York--Simcoe/York--Simcoe"," 68-4A","Bradford West Gwillimbury",4,23,0,1,76,11,1,116,319
35104,"York--Simcoe/York--Simcoe"," 68-4B","Bradford West Gwillimbury",4,43,0,0,92,17,0,156,352
35104,"York--Simcoe/York--Simcoe"," 68-5A","Bradford West Gwillimbury",10,27,0,0,109,37,0,183,449
35104,"York--Simcoe/York--Simcoe"," 68-5B","Bradford West Gwillimbury",7,46,4,0,109,24,0,190,451
35104,"York--Simcoe/York--Simcoe"," 69","Bradford West Gwillimbury",13,23,17,0,134,22,1,210,407
35104,"York--Simcoe/York--Simcoe"," 70","Bradford West Gwillimbury",5,18,2,0,74,8,0,107,264
35104,"York--Simcoe/York--Simcoe"," 71","Bradford West Gwillimbury",12,33,9,0,147,31,0,232,482
35104,"York--Simcoe/York--Simcoe"," 72","Bradford West Gwillimbury",13,64,2,0,174,45,0,298,617
35104,"York--Simcoe/York--Simcoe"," 73","Bradford West Gwillimbury",15,33,0,0,198,33,0,279,527
35104,"York--Simcoe/York--Simcoe"," 74","Bradford West Gwillimbury",11,41,2,0,181,41,2,278,506
35104,"York--Simcoe/York--Simcoe"," 75","Bradford West Gwillimbury",5,37,1,1,58,9,1,112,304
35104,"York--Simcoe/York--Simcoe"," 75-1","Bradford West Gwillimbury",1,25,2,3,79,23,1,134,290
35104,"York--Simcoe/York--Simcoe"," 76","Bradford West Gwillimbury",13,49,2,0,118,33,0,215,463
35104,"York--Simcoe/York--Simcoe"," 77","Bradford West Gwillimbury",9,46,0,1,141,31,1,229,434
35104,"York--Simcoe/York--Simcoe"," 78","Bradford West Gwillimbury",8,45,0,0,86,8,0,147,495
35104,"York--Simcoe/York--Simcoe"," 79","Bradford West Gwillimbury",10,40,0,2,78,13,0,143,290
35104,"York--Simcoe/York--Simcoe"," 80","Bradford West Gwillimbury",11,32,0,3,95,14,2,157,395
35104,"York--Simcoe/York--Simcoe"," 81","Bradford West Gwillimbury",9,41,2,0,121,20,0,193,487
35104,"York--Simcoe/York--Simcoe"," 82","Bradford West Gwillimbury",11,42,0,1,57,6,0,117,496
35104,"York--Simcoe/York--Simcoe"," 83","Bradford West Gwillimbury",14,35,0,1,122,33,0,205,425
35104,"York--Simcoe/York--Simcoe"," 84","King",4,31,5,2,100,13,1,156,294
35104,"York--Simcoe/York--Simcoe"," 85","King",5,32,9,2,118,11,1,178,324
35104,"York--Simcoe/York--Simcoe"," 86","King",15,28,2,0,129,17,1,192,333
35104,"York--Simcoe/York--Simcoe"," 87","East Gwillimbury",26,25,5,0,102,18,2,178,383
35104,"York--Simcoe/York--Simcoe"," 88","East Gwillimbury",17,43,0,1,156,19,0,236,491
35104,"York--Simcoe/York--Simcoe"," 89","East Gwillimbury",Void/Supprimé,,,,,,,,
35104,"York--Simcoe/York--Simcoe"," 90","East Gwillimbury",11,49,0,2,159,35,0,256,519
35104,"York--Simcoe/York--Simcoe"," 91","East Gwillimbury",9,30,0,2,151,17,0,209,345
35104,"York--Simcoe/York--Simcoe"," 92","East Gwillimbury",19,46,3,0,169,28,0,265,450
35104,"York--Simcoe/York--Simcoe"," 93","East Gwillimbury",19,46,6,3,175,31,0,280,516
35104,"York--Simcoe/York--Simcoe"," 94","East Gwillimbury",19,28,2,2,153,15,1,220,435
35104,"York--Simcoe/York--Simcoe"," 95A","East Gwillimbury",8,31,0,0,134,24,1,198,466
35104,"York--Simcoe/York--Simcoe"," 95B","East Gwillimbury",7,24,0,1,116,24,0,172,410
35104,"York--Simcoe/York--Simcoe"," 96","East Gwillimbury",8,46,1,1,107,25,1,189,316
35104,"York--Simcoe/York--Simcoe"," 97","East Gwillimbury",5,52,4,0,179,24,1,265,458
35104,"York--Simcoe/York--Simcoe"," 98","East Gwillimbury",20,42,0,1,200,30,1,294,541
35104,"York--Simcoe/York--Simcoe"," 99","East Gwillimbury",20,61,1,0,165,33,5,285,572
35104,"York--Simcoe/York--Simcoe"," 100","East Gwillimbury",21,41,4,1,162,38,1,268,460
35104,"York--Simcoe/York--Simcoe"," 101","East Gwillimbury",15,45,4,0,168,23,0,255,422
35104,"York--Simcoe/York--Simcoe"," 102","East Gwillimbury",13,31,2,2,123,25,1,197,364
35104,"York--Simcoe/York--Simcoe"," 103","East Gwillimbury",10,23,0,0,85,21,0,139,247
35104,"York--Simcoe/York--Simcoe"," 104","East Gwillimbury",6,27,0,1,114,19,1,168,302
35104,"York--Simcoe/York--Simcoe"," 105","East Gwillimbury",23,36,4,0,154,34,1,252,474
35104,"York--Simcoe/York--Simcoe"," 106","East Gwillimbury",6,31,1,0,76,23,2,139,310
35104,"York--Simcoe/York--Simcoe"," 107","East Gwillimbury",11,38,5,1,159,38,0,252,473
35104,"York--Simcoe/York--Simcoe"," 108","East Gwillimbury",7,35,1,1,143,29,1,217,419
35104,"York--Simcoe/York--Simcoe"," 109","East Gwillimbury",11,13,0,1,85,21,2,133,256
35104,"York--Simcoe/York--Simcoe"," 109-1","East Gwillimbury",12,34,2,0,95,30,1,174,318
35104,"York--Simcoe/York--Simcoe"," 110","East Gwillimbury",5,20,1,0,129,31,0,186,320
35104,"York--Simcoe/York--Simcoe"," 110-1","East Gwillimbury",10,20,1,0,129,29,0,189,332
35104,"York--Simcoe/York--Simcoe"," 111","East Gwillimbury",10,27,1,0,116,13,1,168,459
35104,"York--Simcoe/York--Simcoe"," 112","East Gwillimbury",12,42,0,0,120,32,0,206,344
35104,"York--Simcoe/York--Simcoe"," 113","East Gwillimbury",9,28,2,1,125,17,1,183,326
35104,"York--Simcoe/York--Simcoe"," 114","East Gwillimbury",6,21,0,0,86,19,0,132,258
35104,"York--Simcoe/York--Simcoe"," 115","East Gwillimbury",5,15,1,1,151,12,2,187,353
35104,"York--Simcoe/York--Simcoe"," 115-1","East Gwillimbury",8,17,1,0,94,16,0,136,251
35104,"York--Simcoe/York--Simcoe"," 116","East Gwillimbury",14,42,1,2,138,25,0,222,474
35104,"York--Simcoe/York--Simcoe"," 117","East Gwillimbury",21,52,1,1,161,31,1,268,441
35104,"York--Simcoe/York--Simcoe"," 118","East Gwillimbury",13,47,1,0,200,33,0,294,510
35104,"York--Simcoe/York--Simcoe"," 119","East Gwillimbury",11,47,0,0,110,21,0,189,321
35104,"York--Simcoe/York--Simcoe"," 120","East Gwillimbury",25,68,2,0,103,39,0,237,410
35104,"York--Simcoe/York--Simcoe"," 121","East Gwillimbury",10,38,1,1,154,21,0,225,314
35104,"York--Simcoe/York--Simcoe"," 121-1","East Gwillimbury",23,58,2,0,205,42,0,330,614
35104,"York--Simcoe/York--Simcoe"," 121-2","East Gwillimbury",2,14,1,0,105,21,0,143,253
35104,"York--Simcoe/York--Simcoe"," 122","East Gwillimbury",19,32,3,0,124,45,0,223,358
35104,"York--Simcoe/York--Simcoe"," 123","Georgina",5,38,1,0,80,15,1,140,370
35104,"York--Simcoe/York--Simcoe"," 123-1","Georgina",5,27,1,0,82,11,0,126,238
35104,"York--Simcoe/York--Simcoe"," 124","Georgina",6,32,0,0,97,15,0,150,385
35104,"York--Simcoe/York--Simcoe"," 125A","Georgina",9,34,0,0,69,11,0,123,310
35104,"York--Simcoe/York--Simcoe"," 125B","Georgina",14,31,0,1,88,11,1,146,322
35104,"York--Simcoe/York--Simcoe"," 126","Georgina",16,44,6,1,119,10,1,197,453
35104,"York--Simcoe/York--Simcoe"," 126-1","Georgina",11,37,3,1,86,11,1,150,352
35104,"York--Simcoe/York--Simcoe"," 127","Georgina",10,36,0,1,128,16,3,194,468
35104,"York--Simcoe/York--Simcoe"," 128","Georgina",6,31,2,1,64,10,2,116,276
35104,"York--Simcoe/York--Simcoe"," 129","Georgina",3,46,0,0,73,19,2,143,343
35104,"York--Simcoe/York--Simcoe"," 130","Georgina",11,38,0,1,118,34,0,202,372
35104,"York--Simcoe/York--Simcoe"," 131","Georgina",10,40,0,0,99,32,1,182,352
35104,"York--Simcoe/York--Simcoe"," 132","Georgina",12,40,2,0,116,23,1,194,405
35104,"York--Simcoe/York--Simcoe"," 133","Georgina",6,53,2,0,119,15,1,196,407
35104,"York--Simcoe/York--Simcoe"," 134","Georgina",0,43,0,0,71,17,2,133,318
35104,"York--Simcoe/York--Simcoe"," 135","Georgina",14,48,0,1,117,15,0,195,362
35104,"York--Simcoe/York--Simcoe"," 136","Georgina",3,45,2,1,108,22,0,181,314
35104,"York--Simcoe/York--Simcoe"," 137","Georgina",6,38,1,0,116,11,0,172,402
35104,"York--Simcoe/York--Simcoe"," 138","Georgina",16,64,2,1,118,20,0,221,416
35104,"York--Simcoe/York--Simcoe"," 139","Georgina",17,55,0,0,134,15,1,222,414
35104,"York--Simcoe/York--Simcoe"," 140","Georgina",10,58,1,0,128,27,0,224,379
35104,"York--Simcoe/York--Simcoe"," 141","Chippewas of Georgina Island First Nation",3,10,0,0,36,53,0,102,176
35104,"York--Simcoe/York--Simcoe"," 142","Georgina",16,40,1,0,189,12,0,258,450
35104,"York--Simcoe/York--Simcoe"," 143","Georgina",21,46,0,1,185,14,1,268,428
35104,"York--Simcoe/York--Simcoe"," 144","Georgina",17,71,0,0,203,18,0,309,554
35104,"York--Simcoe/York--Simcoe"," 145","Georgina",8,56,2,2,179,21,0,268,440
35104,"York--Simcoe/York--Simcoe"," 146","Georgina",17,58,1,0,116,30,1,223,403
35104,"York--Simcoe/York--Simcoe"," 146-1","Georgina",14,31,0,0,61,18,0,124,235
35104,"York--Simcoe/York--Simcoe"," 147","Georgina",20,46,1,0,180,19,1,267,484
35104,"York--Simcoe/York--Simcoe"," 148","Georgina",12,57,1,1,185,13,1,270,506
35104,"York--Simcoe/York--Simcoe"," 149","Georgina",18,46,2,0,119,19,2,206,489
35104,"York--Simcoe/York--Simcoe"," 150","Georgina",5,24,1,0,90,7,0,127,262
35104,"York--Simcoe/York--Simcoe"," 151","Georgina",5,50,3,0,103,9,0,170,351
35104,"York--Simcoe/York--Simcoe"," 152","Georgina",9,39,1,0,105,19,0,173,403
35104,"York--Simcoe/York--Simcoe"," 153","Georgina",12,52,0,1,131,24,0,220,533
35104,"York--Simcoe/York--Simcoe"," 154","Georgina",10,38,0,0,76,12,0,136,337
35104,"York--Simcoe/York--Simcoe"," 155","Georgina",7,30,0,1,98,21,0,157,376
35104,"York--Simcoe/York--Simcoe"," 155-1","Georgina",15,35,1,0,145,19,0,215,406
35104,"York--Simcoe/York--Simcoe"," 156","Georgina",10,46,2,0,117,18,0,193,435
35104,"York--Simcoe/York--Simcoe"," 157","Georgina",7,24,1,1,58,3,0,94,225
35104,"York--Simcoe/York--Simcoe"," 158","Georgina",11,30,0,0,84,17,0,142,321
35104,"York--Simcoe/York--Simcoe"," 159","Georgina",12,49,1,0,107,8,0,177,405
35104,"York--Simcoe/York--Simcoe"," 160","Georgina",9,37,0,1,85,15,1,148,336
35104,"York--Simcoe/York--Simcoe"," 161","Georgina",13,33,0,0,119,22,0,187,424
35104,"York--Simcoe/York--Simcoe"," 162","Georgina",10,38,1,2,193,23,1,268,563
35104,"York--Simcoe/York--Simcoe"," 163","Georgina",8,36,0,1,126,21,2,194,380
35104,"York--Simcoe/York--Simcoe"," 164","Georgina",11,28,2,0,110,11,1,163,368
35104,"York--Simcoe/York--Simcoe"," 165","Georgina",9,31,0,0,129,19,0,188,382
35104,"York--Simcoe/York--Simcoe"," 166","Georgina",12,35,0,0,74,13,2,136,346
35104,"York--Simcoe/York--Simcoe"," 167","Georgina",11,42,0,0,80,14,2,149,450
35104,"York--Simcoe/York--Simcoe"," 168","Georgina",11,28,1,0,107,13,0,160,351
35104,"York--Simcoe/York--Simcoe"," 169","Georgina",13,47,2,0,195,18,1,276,542
35104,"York--Simcoe/York--Simcoe"," 170","Georgina",9,44,0,2,106,18,1,180,378
35104,"York--Simcoe/York--Simcoe"," 170-1","Georgina",10,22,0,1,74,13,1,121,292
35104,"York--Simcoe/York--Simcoe"," 170-2","Georgina",5,32,0,0,103,10,1,151,405
35104,"York--Simcoe/York--Simcoe"," 171","Georgina",18,46,1,0,174,24,1,264,513
35104,"York--Simcoe/York--Simcoe"," 172","Georgina",12,45,0,1,135,19,1,213,426
35104,"York--Simcoe/York--Simcoe"," 173","Georgina",20,42,0,2,141,18,0,223,491
35104,"York--Simcoe/York--Simcoe"," 174","Georgina",14,25,0,0,71,9,0,119,334
35104,"York--Simcoe/York--Simcoe"," 175","Georgina",11,34,1,0,103,20,1,170,394
35104,"York--Simcoe/York--Simcoe"," 176","Georgina",15,46,2,1,109,12,0,185,451
35104,"York--Simcoe/York--Simcoe"," 177","Georgina",8,34,1,0,108,11,1,163,325
35104,"York--Simcoe/York--Simcoe"," 177-1","Georgina",6,15,0,2,81,10,0,114,281
35104,"York--Simcoe/York--Simcoe"," 178A","Georgina",4,30,1,0,104,13,2,154,287
35104,"York--Simcoe/York--Simcoe"," 178B","Georgina",6,31,1,2,120,20,1,181,332
35104,"York--Simcoe/York--Simcoe"," 179","Georgina",2,46,1,1,53,7,0,110,328
35104,"York--Simcoe/York--Simcoe"," 180","Georgina",10,39,0,0,90,8,0,147,317
35104,"York--Simcoe/York--Simcoe"," 180-1","Georgina",9,18,0,0,89,3,1,120,310
35104,"York--Simcoe/York--Simcoe"," 181","Georgina",11,66,0,0,134,20,1,232,479
35104,"York--Simcoe/York--Simcoe"," 182","Georgina",16,57,0,0,122,23,0,218,471
35104,"York--Simcoe/York--Simcoe"," 183","Georgina",9,30,1,1,92,9,0,142,297
35104,"York--Simcoe/York--Simcoe"," 183-1","Georgina",10,22,0,0,82,7,2,123,262
35104,"York--Simcoe/York--Simcoe"," 184","Georgina",12,35,2,0,134,13,0,196,453
35104,"York--Simcoe/York--Simcoe"," 185","Georgina",10,43,3,0,137,20,3,216,533
35104,"York--Simcoe/York--Simcoe"," 186","Georgina",9,42,1,0,131,10,1,194,381
35104,"York--Simcoe/York--Simcoe"," 187A","Georgina",9,52,2,0,106,23,3,195,367
35104,"York--Simcoe/York--Simcoe"," 187B","Georgina",6,47,1,0,126,21,1,202,394
35104,"York--Simcoe/York--Simcoe"," 187-1","Georgina",2,34,1,0,116,15,0,168,341
35104,"York--Simcoe/York--Simcoe"," 187-2","Georgina",9,34,0,0,101,12,0,156,301
35104,"York--Simcoe/York--Simcoe"," 187-3","Georgina",2,25,0,0,95,10,1,133,249
35104,"York--Simcoe/York--Simcoe"," 400","Bradford",8,17,8,5,38,13,5,94,247
35104,"York--Simcoe/York--Simcoe"," 401","Keswick",3,30,1,0,58,7,0,99,139
35104,"York--Simcoe/York--Simcoe"," 402","Keswick",1,11,0,2,24,7,4,49,112
35104,"York--Simcoe/York--Simcoe"," 500","Mobile poll/Bureau itinérant",4,20,3,1,40,5,2,75,146
35104,"York--Simcoe/York--Simcoe"," 501","Mobile poll/Bureau itinérant",7,16,4,2,20,13,0,62,108
35104,"York--Simcoe/York--Simcoe"," 502","Mobile poll/Bureau itinérant",12,17,1,2,49,12,2,95,227
35104,"York--Simcoe/York--Simcoe"," 503","Mobile poll/Bureau itinérant",7,14,2,1,21,13,2,60,86
35104,"York--Simcoe/York--Simcoe"," 504","Mobile poll/Bureau itinérant",5,9,4,4,38,6,6,72,176
35104,"York--Simcoe/York--Simcoe"," 600","Innisfil",18,58,1,0,329,60,0,466,
35104,"York--Simcoe/York--Simcoe"," 601","Innisfil",18,68,4,2,256,32,2,382,
35104,"York--Simcoe/York--Simcoe"," 602","Innisfil",25,83,3,1,482,78,3,675,
35104,"York--Simcoe/York--Simcoe"," 603","Innisfil",30,76,1,0,501,70,2,680,
35104,"York--Simcoe/York--Simcoe"," 604","Bradford West Gwillimbury",32,73,9,1,586,129,2,832,
35104,"York--Simcoe/York--Simcoe"," 605","Bradford West Gwillimbury",20,70,4,0,385,84,1,564,
35104,"York--Simcoe/York--Simcoe"," 606","Bradford West Gwillimbury",18,59,2,2,305,45,1,432,
35104,"York--Simcoe/York--Simcoe"," 607","Bradford West Gwillimbury--King",13,37,8,0,267,46,0,371,
35104,"York--Simcoe/York--Simcoe"," 608","East Gwillimbury",32,54,1,0,376,85,1,549,
35104,"York--Simcoe/York--Simcoe"," 609","East Gwillimbury",12,24,1,3,178,31,0,249,
35104,"York--Simcoe/York--Simcoe"," 610","East Gwillimbury",28,46,4,3,308,73,3,465,
35104,"York--Simcoe/York--Simcoe"," 611","East Gwillimbury",13,30,2,0,229,38,0,312,
35104,"York--Simcoe/York--Simcoe"," 612","Georgina",15,68,0,2,358,49,2,494,
35104,"York--Simcoe/York--Simcoe"," 613","Georgina",15,57,2,1,282,50,1,408,
35104,"York--Simcoe/York--Simcoe"," 614","Georgina--Chippewas of Georgina Island",16,52,7,1,428,70,1,575,
35104,"York--Simcoe/York--Simcoe"," 615","Georgina",13,67,1,3,330,56,1,471,
35104,"York--Simcoe/York--Simcoe"," 616","Georgina",8,52,0,2,230,42,0,334,
35104,"York--Simcoe/York--Simcoe"," 617","Georgina--Chippewas of Georgina Island",10,33,0,0,173,31,0,247,
35104,"York--Simcoe/York--Simcoe",,Group 1/Groupe 1,3,15,1,0,51,31,7,108,196
35104,"York--Simcoe/York--Simcoe",,Group 2/Groupe 2,15,29,4,0,234,62,8,352,
