Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Diana Dilworth,Fin Donnelly,Rebecca Helps,Ken Beck Lee,Roland Verrier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 19A","Port Moody",47,89,6,12,0,0,154,312
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 19B","Port Moody",51,61,13,14,0,0,139,272
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 19-1A","Port Moody",48,61,10,19,0,0,138,340
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 19-1B","Port Moody",55,61,9,16,1,1,143,304
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 19-2A","Port Moody",56,68,7,25,0,0,156,382
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 19-2B","Port Moody",54,57,7,25,0,0,143,292
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 19-3","Port Moody",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 20","Port Moody",104,103,10,14,0,2,233,457
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 21A","Port Moody",89,93,10,27,0,1,220,511
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 21B","Port Moody",87,92,7,24,1,1,212,514
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 21-1A","Port Moody",45,37,7,8,0,0,97,207
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 21-1B","Port Moody",48,30,8,11,1,0,98,163
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 22","Coquitlam",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 23","Coquitlam",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 24","Coquitlam",107,110,10,22,0,0,249,451
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 25","Coquitlam",99,84,14,20,1,2,220,411
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 26A","Coquitlam",63,34,4,7,0,1,109,216
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 26B","Coquitlam",87,68,4,10,0,1,170,293
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 27","Coquitlam",91,85,5,10,0,0,191,418
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 28A","Coquitlam",44,43,5,10,0,1,103,226
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 28B","Coquitlam",66,48,6,10,0,0,130,267
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 29","Coquitlam",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 30","Coquitlam",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 31","Coquitlam",68,102,14,12,2,0,198,384
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 32A","Coquitlam",69,88,4,11,0,2,174,351
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 32B","Coquitlam",57,60,4,7,0,1,129,258
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 33A","Coquitlam",54,82,8,17,0,1,162,361
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 33B","Coquitlam",30,71,6,8,0,0,115,304
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 34","Coquitlam",57,119,10,12,0,0,198,384
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 35","Coquitlam",106,61,6,12,0,1,186,338
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 36","Coquitlam",113,89,7,8,0,0,217,411
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 37A","Coquitlam",78,70,14,9,0,0,171,261
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 37B","Coquitlam",91,54,7,12,0,0,164,272
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 38","Coquitlam",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 39","Coquitlam",105,86,8,32,1,0,232,458
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 40","Coquitlam",139,92,5,22,1,1,260,480
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 41","Coquitlam",120,77,7,27,0,0,231,486
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 42","Coquitlam",105,55,5,28,0,1,194,431
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 43A","Coquitlam",15,16,2,3,0,0,36,118
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 43B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,10
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 44","Coquitlam",117,76,7,13,0,0,213,390
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 45","Coquitlam",120,86,10,18,0,0,234,417
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 46","Coquitlam",103,58,7,17,0,0,185,338
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 47","Coquitlam",125,84,6,25,0,0,240,477
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 48A","Coquitlam",68,63,7,10,0,0,148,293
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 48B","Coquitlam",54,57,1,15,0,1,128,228
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 49","Coquitlam",75,85,8,13,0,0,181,333
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 50","Coquitlam",107,138,13,23,1,0,282,461
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 51","Coquitlam",79,93,9,15,0,1,197,432
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 52","Coquitlam",116,93,9,15,0,0,233,435
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 53","Coquitlam",97,71,13,14,1,0,196,346
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 54","Coquitlam",92,85,2,9,1,0,189,338
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 55","Coquitlam",94,82,8,30,0,2,216,415
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 56","Coquitlam",106,105,10,14,0,0,235,380
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 57","Coquitlam",102,100,2,17,0,0,221,411
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 58","Coquitlam",158,97,5,15,0,0,275,440
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 59","Coquitlam",126,109,9,15,0,0,259,444
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 60","Coquitlam",143,97,5,25,0,0,270,419
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 61","Coquitlam",131,116,4,11,0,1,263,473
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 62","Coquitlam",112,88,5,12,0,1,218,366
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 63","Coquitlam",145,94,7,14,0,1,261,478
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 64","Coquitlam",133,107,7,15,1,0,263,427
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 65","Coquitlam",109,90,12,3,0,0,214,351
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 66","Coquitlam",118,103,3,25,0,0,249,480
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 67A","Coquitlam",64,67,5,15,0,0,151,266
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 67B","Coquitlam",65,64,12,9,0,0,150,260
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 68","Coquitlam",117,77,2,27,0,0,223,471
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 69A","Coquitlam",37,71,9,14,0,1,132,258
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 69B","Coquitlam",59,81,8,8,0,1,157,307
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 70A","Coquitlam",54,52,3,14,0,1,124,303
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 70B","Coquitlam",55,47,1,9,0,1,113,247
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 71","Coquitlam",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 72A","Coquitlam",59,83,14,23,0,2,181,326
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 72B","Coquitlam",54,71,0,15,0,0,140,282
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 73","Coquitlam",84,132,15,16,0,2,249,491
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 74","Coquitlam",96,72,7,14,0,0,189,345
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 75","Coquitlam",149,92,8,29,1,1,280,487
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 76","Coquitlam",124,96,8,25,0,1,254,432
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 77","Coquitlam",138,119,16,9,0,0,282,459
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 78","Coquitlam",82,95,5,20,0,0,202,477
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 79A","Coquitlam",43,76,7,6,1,0,133,277
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 79B","Coquitlam",41,51,6,10,1,0,109,263
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 80","Coquitlam",50,54,9,20,0,0,133,334
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 81","Coquitlam",90,96,6,15,0,1,208,601
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 82","Coquitlam",48,77,10,11,0,1,147,340
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 83","Coquitlam",65,71,6,23,1,0,166,376
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 84A","Coquitlam",65,57,1,7,1,0,131,265
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 84B","Coquitlam",67,51,8,18,0,1,145,241
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 85","Coquitlam",86,84,4,13,0,1,188,353
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 86","Coquitlam",78,75,8,6,0,0,167,327
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 87","Coquitlam",120,88,5,24,0,0,237,420
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 88","Coquitlam",66,84,9,11,3,0,173,504
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 89","Coquitlam",27,50,3,12,1,0,93,355
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 90","Coquitlam",53,74,6,12,0,1,146,389
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 91","Coquitlam",76,59,13,7,0,1,156,371
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 92","Coquitlam",80,84,8,17,0,0,189,393
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 93","Coquitlam",164,89,9,19,0,0,281,478
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 94","Coquitlam",149,98,6,21,0,0,274,480
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 95","Coquitlam",82,88,6,14,1,0,191,361
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 96","Coquitlam",82,63,8,16,1,0,170,307
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 97","Coquitlam",47,86,13,10,1,1,158,350
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 98","Coquitlam",78,78,7,18,0,0,181,374
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 99","Coquitlam",37,62,5,7,0,2,113,329
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 100","Coquitlam",32,71,8,19,0,1,131,337
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 101","Coquitlam",23,66,7,14,0,1,111,314
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 102","Coquitlam",75,79,6,16,0,1,177,382
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 103A","Coquitlam",63,61,8,13,0,1,146,268
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 103B","Coquitlam",46,62,4,10,0,1,123,274
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 104","Coquitlam",106,90,13,24,1,0,234,436
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 105","Coquitlam",86,94,3,22,0,1,206,386
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 106","Coquitlam",88,123,5,26,0,2,244,448
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 107","Coquitlam",154,101,14,25,1,0,295,470
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 108A","Coquitlam",56,58,6,11,1,1,133,273
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 108B","Coquitlam",25,59,3,5,0,0,92,245
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 109","Coquitlam",64,95,8,12,0,0,179,416
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 110","Coquitlam",72,63,4,7,0,0,146,288
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 111A","Coquitlam",42,65,3,4,0,1,115,256
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 111B","Coquitlam",51,60,3,5,0,0,119,250
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 112A","Coquitlam",37,62,8,11,0,0,118,289
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 112B","Coquitlam",46,58,8,11,0,1,124,268
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 113","Coquitlam",81,122,3,8,1,0,215,497
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 114","Coquitlam",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 115","Coquitlam",125,93,10,15,2,0,245,452
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 116","Coquitlam",87,116,9,10,0,0,222,388
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 117","Coquitlam",56,53,7,17,0,0,133,250
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 118","Coquitlam",74,56,12,21,0,0,163,425
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 119","Coquitlam",42,36,3,12,0,0,93,288
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 120","Coquitlam",106,73,5,15,0,0,199,423
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 121","Coquitlam",51,63,9,11,0,0,134,433
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 122","Coquitlam",34,31,2,7,0,0,74,249
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 123","Coquitlam",50,59,6,13,0,0,128,352
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 124","Coquitlam",48,41,2,19,0,0,110,249
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 125","Coquitlam",116,58,4,16,0,1,195,345
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 126A","Coquitlam",51,82,2,18,0,0,153,332
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 126B","Coquitlam",48,72,4,9,0,0,133,255
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 127A","Coquitlam",61,62,5,7,0,1,136,294
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 127B","Coquitlam",62,69,6,19,0,1,157,323
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 128A","Coquitlam",76,31,6,15,0,0,128,267
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 128B","Coquitlam",57,58,4,9,0,1,129,245
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 129","Coquitlam",107,73,8,22,0,4,214,411
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 130","Coquitlam",66,95,9,6,1,1,178,376
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 131","Coquitlam",71,124,10,16,1,1,223,403
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 132","Coquitlam",80,91,8,14,1,1,195,434
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 133","Coquitlam",100,113,10,14,0,0,237,440
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 134A","Coquitlam",32,49,4,9,0,0,94,332
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 134B","Coquitlam",25,46,0,17,0,0,88,267
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 135A","Coquitlam",43,53,4,8,0,0,108,264
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 135B","Coquitlam",40,79,4,12,0,3,138,305
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 135-1","Coquitlam",16,19,2,8,0,0,45,124
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 136A","Coquitlam",90,66,6,17,0,0,179,420
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 136B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,107
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 137","Coquitlam",94,104,7,4,1,0,210,484
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 138A","Coquitlam",51,58,6,11,0,0,126,261
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 138B","Coquitlam",44,56,7,6,1,2,116,253
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 139","Coquitlam",58,68,9,22,0,2,159,364
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 140A","Coquitlam",46,63,7,7,0,0,123,268
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 140B","Coquitlam",43,75,9,11,3,0,141,313
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 141A","New Westminster",89,66,5,6,0,0,166,259
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 141B","New Westminster",82,87,8,18,0,1,196,286
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 142","New Westminster",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 143","New Westminster",96,141,19,26,0,0,282,470
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 144","New Westminster",118,133,15,19,0,1,286,517
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 145","New Westminster",82,113,11,16,0,0,222,427
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 146A","New Westminster",66,62,2,8,0,1,139,273
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 146B","New Westminster",78,62,9,15,0,0,164,287
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 146-1","New Westminster",58,62,1,12,0,0,133,255
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 147","New Westminster",110,86,10,13,1,1,221,429
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 148","New Westminster",46,73,7,8,1,0,135,305
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 149","New Westminster",30,88,7,10,0,1,136,273
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 150","New Westminster",81,132,10,12,2,0,237,456
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 151","New Westminster",47,125,8,8,0,2,190,382
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 152","New Westminster",64,142,9,24,1,0,240,431
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 153A","New Westminster",23,84,2,8,0,0,117,277
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 153B","New Westminster",35,79,6,10,1,0,131,274
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 154","New Westminster",171,100,8,22,0,0,301,494
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 155","New Westminster",86,106,10,19,2,0,223,354
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 156","New Westminster",59,118,7,14,0,1,199,409
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 157","New Westminster",65,139,11,8,0,0,223,404
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 157-1","New Westminster",64,78,17,10,0,2,171,390
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 158","New Westminster",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 159","New Westminster",37,26,3,9,0,0,75,122
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 160A","New Westminster",99,80,7,17,0,0,203,340
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 160B","New Westminster",84,66,5,9,0,0,164,261
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 161","New Westminster",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 162","New Westminster",97,102,8,17,0,0,224,351
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 163A","New Westminster",73,80,13,12,0,0,178,293
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 163B","New Westminster",66,79,8,19,0,0,172,293
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 164","New Westminster",97,139,13,13,0,1,263,464
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 165A","New Westminster",39,85,4,8,1,1,138,251
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 165B","New Westminster",60,70,6,8,1,0,145,264
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 166A","New Westminster",51,80,6,16,0,0,153,276
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 166B","New Westminster",54,68,6,9,0,0,137,222
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 167","New Westminster",91,183,32,22,2,1,331,482
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 168A","New Westminster",58,84,9,8,0,1,160,270
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 168B","New Westminster",57,91,12,7,0,0,167,263
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 169","New Westminster",74,138,12,11,0,0,235,450
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 170A","New Westminster",53,82,8,23,1,1,168,288
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 170B","New Westminster",62,64,5,17,0,0,148,278
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 171","New Westminster",91,93,3,27,0,1,215,433
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 172","New Westminster",48,73,2,13,0,1,137,348
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 173A","New Westminster",74,50,1,10,0,0,135,248
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 173B","New Westminster",44,48,2,5,0,0,99,194
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 174A","New Westminster",81,63,4,10,0,0,158,254
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 174B","New Westminster",69,78,9,14,0,1,171,275
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 175","New Westminster",Void/Supprimé,,,,,,,
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 176","New Westminster",58,89,8,14,0,0,169,354
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 177","New Westminster",46,99,5,17,0,0,167,358
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 178","New Westminster",42,118,12,14,1,0,187,460
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 179","New Westminster",44,97,8,15,1,1,166,375
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 180","New Westminster",98,92,11,13,1,1,216,400
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 181","New Westminster",82,99,13,18,0,2,214,419
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 182","New Westminster",47,138,13,16,0,1,215,484
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 183","New Westminster",59,97,9,17,0,0,182,422
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 184","New Westminster",42,88,12,13,0,0,155,384
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 185","New Westminster",94,120,11,17,0,0,242,420
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 186","New Westminster",120,117,10,27,0,0,274,460
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 187","New Westminster",26,101,15,10,0,0,152,402
59017,"New Westminster--Coquitlam/New Westminster--Coquitlam"," 187-1A","New Westminster",94,122,10,25,0,0,251,567
