Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Armstrong,Jason Blanch,Jim Burrows,Jim Hnatiuk,Wendy Robinson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 16","Amherst",83,24,37,0,37,2,183,346
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 17","Amherst",98,21,24,1,45,0,189,410
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 18","Amherst",41,13,15,2,28,3,102,320
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 19","Amherst",62,27,14,1,40,0,144,337
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 20","Amherst",88,42,32,1,46,3,212,363
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 21","Amherst",81,26,39,1,39,3,189,312
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 22","Amherst",155,19,63,2,46,4,289,493
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 23A","Amherst",91,15,23,0,30,4,163,284
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 23B","Amherst",67,15,25,0,29,0,136,280
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 24A","Amherst",110,30,32,3,47,2,224,405
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 24B","Mobile poll/Bureau itinérant",Merged with No. 501B/Fusionné avec le nº 501B,,,,,,,14
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 25","Amherst",70,20,23,0,25,1,139,316
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 26","Amherst",40,13,17,0,20,0,90,201
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 27A","Amherst",54,10,14,0,37,1,116,281
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 27B","Mobile poll/Bureau itinérant",12,0,4,0,2,1,19,19
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 28","Amherst",85,18,23,0,38,3,167,404
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 29","Amherst",101,12,25,3,33,1,175,434
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 30","Amherst",50,9,8,0,30,0,97,329
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 31","Amherst",64,23,24,3,38,0,152,376
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 32","Amherst",63,17,7,1,28,2,118,329
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 33A","Amherst",56,9,13,1,62,0,141,372
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 33B","Mobile poll/Bureau itinérant",Merged with No. 27B/Fusionné avec le nº 27B,,,,,,,13
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 34","Amherst",75,11,20,1,39,0,146,435
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 35","Amherst",89,8,21,2,40,0,160,394
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 36","Amherst Shore",82,11,16,0,32,0,141,262
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 37","Tidnish",145,19,43,0,63,0,270,414
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 38","Amherst Head",91,11,28,0,30,2,162,267
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 39","Mount Pleasant",89,9,26,0,25,0,149,266
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 40","Oxford Junction",110,9,21,2,29,1,172,359
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 41","Oxford",103,10,26,2,20,4,165,349
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 42","Oxford",64,4,14,0,19,1,102,193
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 43A","Oxford",84,6,29,3,23,0,145,299
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 43B","Mobile poll/Bureau itinérant",Merged with No. 27B/Fusionné avec le nº 27B,,,,,,,11
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 44","Oxford",95,4,9,3,20,1,132,263
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 45","River Philip",99,9,32,1,30,1,172,287
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 46","Rodney",107,5,24,1,18,0,155,278
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 47","Collingwood Corner",68,3,23,0,21,0,115,197
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 48","Millvale",38,5,20,1,20,2,86,143
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 49","Springhill",89,11,18,0,21,0,139,361
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 50","Springhill",105,11,33,1,16,0,166,344
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 51","Springhill",89,13,21,3,17,1,144,305
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 52","Springhill",96,5,21,0,19,2,143,298
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 53","Springhill",76,3,11,1,20,1,112,258
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 54","Springhill",83,4,18,0,29,1,135,275
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 55","Springhill",111,9,36,1,30,1,188,411
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 56","Springhill",84,6,28,0,25,1,144,327
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 57","Springhill",65,4,22,0,14,0,105,257
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 58","Linden",103,14,34,1,43,4,199,313
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 59","West Pugwash",75,7,14,2,24,0,122,296
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 60","Victoria",31,3,11,1,9,0,55,130
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 61","Pugwash Junction",52,9,9,1,18,5,94,278
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 62","South Pugwash",55,7,15,0,32,0,109,216
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 63","Pugwash",48,8,15,0,21,0,92,200
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 64","Pugwash",42,11,11,2,19,0,85,172
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 65","Pugwash",79,3,28,1,26,1,138,295
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 66","Wallace Bridge",121,14,34,3,65,3,240,431
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 67","Malagash",104,7,46,1,59,0,217,347
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 68","Wallace",75,9,28,0,36,3,151,276
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 69","Wentworth",132,9,41,1,33,1,217,372
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 70","Westchester Valley",95,3,5,1,33,2,139,231
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 71","Bayhead",116,12,27,1,47,1,204,382
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 72","Tatamagouche",72,3,35,3,20,1,134,266
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 73","Tatamagouche",47,8,18,0,21,1,95,198
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 74","Brûlé",97,12,24,0,47,1,181,364
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 75","Waughs River",69,9,23,0,19,0,120,262
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 76","Balfron",104,8,20,0,47,0,179,376
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 77","West New Annan",59,3,13,0,28,0,103,210
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 78","East New Annan",26,5,12,1,7,0,51,111
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 79","North Earltown",78,9,29,1,46,1,164,319
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 80","West Advocate",159,14,45,6,50,0,274,406
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 81","Port Greville",80,3,26,2,16,2,129,191
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 82","Halfway River",40,0,6,1,10,0,57,104
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 83","Diligent River",66,5,8,1,20,1,101,175
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 84","Parrsboro",104,10,23,2,45,2,186,402
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 85","Parrsboro",92,3,16,0,24,3,138,283
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 86","Parrsboro",46,5,12,0,9,1,73,171
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 87","Parrsboro",69,4,16,2,13,4,108,264
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 88","Moose River",133,10,14,0,38,1,196,340
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 89","Southampton",117,7,39,1,34,0,198,309
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 90","Five Islands",73,7,30,2,37,0,149,298
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 91","Economy",67,16,42,0,50,3,178,306
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 92","Bass River",87,10,55,1,51,1,205,434
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 93","Portapique",67,10,16,1,33,0,127,220
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 94","Londonderry",47,2,17,3,36,0,105,200
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 95","Londonderry",66,7,20,1,37,0,131,247
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 96","Debert",84,8,27,1,36,0,156,307
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 97","Glenholme",116,10,42,5,59,0,232,422
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 98","Great Village",48,3,28,0,26,0,105,211
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 99","Glenholme",87,10,53,1,34,1,186,317
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 100","Lower Debert",81,7,30,4,30,3,155,329
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 100-1","Lower Debert",39,3,7,0,26,2,77,189
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 101","Masstown",70,4,29,1,28,0,132,243
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 102","Lower Onslow",67,3,47,0,50,4,171,280
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 103","Belmont",82,8,30,0,44,0,164,402
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 104A","Belmont",100,7,31,2,65,0,205,493
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 104B","Mobile poll/Bureau itinérant",Merged with No. 181B/Fusionné avec le nº 181B,,,,,,,20
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 105A","Belmont",56,3,15,1,33,0,108,257
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 105B","Belmont",50,4,12,1,25,0,92,267
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 106","Upper North River",99,13,34,3,73,3,225,445
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 107","North River",80,9,18,2,23,1,133,307
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 108","North River",116,17,28,2,64,3,230,502
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 109","Belmont",25,0,18,0,14,1,58,138
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 110","Central Onslow",83,8,42,0,39,0,172,357
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 111","Upper Onslow",44,5,27,0,31,0,107,272
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 112","Upper Onslow",53,5,28,0,35,2,123,223
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 113","Brookside",59,12,26,1,57,0,155,307
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 114","Brookside",52,2,21,0,15,0,90,135
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 115","Valley Cross Roads",90,5,54,1,34,2,186,310
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 116","Valley",152,8,68,3,48,2,281,466
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 117","Valley",115,7,59,1,63,3,248,357
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 118","Valley",123,5,33,1,35,1,198,429
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 119","Valley",83,4,31,1,29,1,149,267
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 120A","East Mountain",76,3,20,2,33,0,134,274
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 120B","East Mountain",64,6,14,3,30,0,117,257
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 121","Kemptown",49,7,7,1,27,1,92,176
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 122","Clifton",88,11,68,5,54,0,226,382
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 123","Lower Truro",104,9,90,2,65,1,271,454
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 124","Truro Heights",107,3,38,1,43,0,192,471
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 125","Truro Heights",52,2,9,0,17,0,80,244
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 126","Truro Heights",61,4,31,0,41,0,137,331
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 127","Hilden",63,3,15,0,26,0,107,214
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 127-1","Hilden",72,12,22,1,40,1,148,255
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 128","Hilden",90,6,19,4,33,1,153,308
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 129","Brookfield",102,8,16,2,53,1,182,332
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 130","Truro",101,4,29,3,51,1,189,320
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 131","Harmony",144,15,38,0,59,1,257,494
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 132","Greenfield",114,11,34,2,43,0,204,405
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 133","Greenfield",72,3,23,2,41,0,141,294
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 134","Truro",111,6,45,6,59,0,227,451
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 135","Truro",66,7,29,0,33,2,137,287
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 136","Truro",80,1,44,0,31,1,157,329
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 137","Truro",49,3,14,2,28,1,97,249
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 138","Truro",71,2,30,1,42,0,146,390
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 139","Truro",46,7,28,1,55,0,137,313
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 140","Truro",57,9,21,0,34,1,122,263
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 141","Truro",74,11,29,0,36,0,150,399
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 142","Truro",35,5,25,2,32,0,99,223
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 143","Truro",42,4,12,0,24,0,82,199
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 144","Truro",58,10,27,2,73,2,172,461
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 145","Truro",27,6,29,0,54,0,116,307
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 146","Truro",40,15,24,3,48,0,130,349
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 147","Truro",84,5,22,0,34,0,145,399
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 148","Truro",47,19,26,2,44,0,138,346
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 149","Truro",74,15,31,3,40,0,163,318
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 150","Truro",69,6,27,1,48,0,151,318
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 151","Truro",100,17,32,0,76,2,227,421
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 152","Truro",43,9,27,0,36,2,117,200
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 153","Truro",77,12,50,1,60,0,200,429
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 154","Truro",82,11,43,3,69,0,208,401
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 155","Truro",59,4,43,3,32,2,143,351
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 156","Truro",86,11,42,1,36,0,176,385
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 157","Truro",83,6,31,3,31,0,154,385
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 158","Truro",86,10,63,1,33,0,193,362
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 159","Truro",35,7,19,2,43,4,110,275
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 160","Truro",62,5,23,2,46,1,139,345
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 161","Millbrook",58,9,15,4,94,2,182,519
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 162A","Bible Hill",50,2,18,0,23,0,93,240
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 162B","Bible Hill",66,4,32,0,28,0,130,307
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 163","Bible Hill",46,6,20,1,46,0,119,299
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 163-1","Bible Hill",46,6,12,2,45,0,111,324
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 164","Bible Hill",63,9,29,2,57,2,162,375
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 165","Bible Hill",52,10,24,0,18,0,104,273
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 166A","Bible Hill",103,9,23,0,49,0,184,413
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 166B","Mobile poll/Bureau itinérant",Merged with No. 507/Fusionné avec le nº 507,,,,,,,26
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 167","Bible Hill",47,5,28,0,37,0,117,259
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 167-1","Bible Hill",102,4,22,2,58,1,189,403
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 168","Bible Hill",89,5,29,3,34,1,161,327
