Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Norris Barens,Dona Cadman,Bernadette Keenan,Kevin Pielak,Shinder Purewal,Jasbir Sandhu,Jamie Scott,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59028,"Surrey North/Surrey-Nord"," 80","Surrey",0,105,11,1,30,111,3,2,263,518
59028,"Surrey North/Surrey-Nord"," 81","Surrey",4,63,10,4,45,104,4,2,236,382
59028,"Surrey North/Surrey-Nord"," 82A","Surrey",3,45,4,1,52,47,0,1,153,307
59028,"Surrey North/Surrey-Nord"," 82B","Surrey",0,29,4,1,34,55,2,0,125,296
59028,"Surrey North/Surrey-Nord"," 83","Surrey",0,76,2,1,82,96,6,4,267,525
59028,"Surrey North/Surrey-Nord"," 84","Surrey",2,71,5,5,38,87,1,6,215,447
59028,"Surrey North/Surrey-Nord"," 85","Surrey",0,58,7,2,23,68,2,3,163,377
59028,"Surrey North/Surrey-Nord"," 86","Surrey",5,82,6,4,13,94,1,2,207,497
59028,"Surrey North/Surrey-Nord"," 87","Surrey",3,37,7,1,24,42,1,0,115,319
59028,"Surrey North/Surrey-Nord"," 88","Surrey",1,53,5,4,9,63,2,0,137,288
59028,"Surrey North/Surrey-Nord"," 89","Surrey",1,61,11,3,5,56,1,0,138,385
59028,"Surrey North/Surrey-Nord"," 90A","Surrey",1,55,2,3,15,49,3,1,129,336
59028,"Surrey North/Surrey-Nord"," 90B","Surrey",0,61,4,0,13,47,1,0,126,318
59028,"Surrey North/Surrey-Nord"," 91","Surrey",1,70,5,4,13,63,0,0,156,443
59028,"Surrey North/Surrey-Nord"," 92A","Surrey",0,48,5,2,12,59,1,0,127,418
59028,"Surrey North/Surrey-Nord"," 92B","Surrey",0,30,6,3,18,52,1,1,111,409
59028,"Surrey North/Surrey-Nord"," 92-1","Surrey",Merged with No. 93-1/Fusionné avec le nº 93-1,,,,,,,,,202
59028,"Surrey North/Surrey-Nord"," 93","Surrey",4,52,7,2,13,53,2,1,134,358
59028,"Surrey North/Surrey-Nord"," 93-1","Surrey",0,66,13,2,11,93,1,3,189,315
59028,"Surrey North/Surrey-Nord"," 94","Surrey",3,69,7,2,7,80,3,1,172,361
59028,"Surrey North/Surrey-Nord"," 95","Surrey",3,57,11,0,17,87,1,1,177,343
59028,"Surrey North/Surrey-Nord"," 96","Surrey",0,50,6,0,6,37,0,2,101,317
59028,"Surrey North/Surrey-Nord"," 96-1","Surrey",0,84,11,1,32,92,2,2,224,453
59028,"Surrey North/Surrey-Nord"," 97","Surrey",0,80,10,2,15,71,1,1,180,389
59028,"Surrey North/Surrey-Nord"," 98","Surrey",2,114,10,4,25,75,2,1,233,462
59028,"Surrey North/Surrey-Nord"," 99","Surrey",1,122,10,2,11,107,1,2,256,476
59028,"Surrey North/Surrey-Nord"," 100","Surrey",4,79,6,0,7,57,1,0,154,400
59028,"Surrey North/Surrey-Nord"," 101","Surrey",2,102,6,1,25,96,1,0,233,361
59028,"Surrey North/Surrey-Nord"," 102","Surrey",4,121,9,4,21,57,2,0,218,440
59028,"Surrey North/Surrey-Nord"," 102-1","Surrey",0,112,9,5,10,82,1,1,220,390
59028,"Surrey North/Surrey-Nord"," 103","Surrey",4,93,7,0,40,80,6,4,234,469
59028,"Surrey North/Surrey-Nord"," 104","Surrey",0,72,4,1,17,43,0,1,138,280
59028,"Surrey North/Surrey-Nord"," 105","Surrey",1,92,7,1,30,74,4,1,210,393
59028,"Surrey North/Surrey-Nord"," 106","Surrey",0,87,6,3,30,92,0,1,219,478
59028,"Surrey North/Surrey-Nord"," 107A","Surrey",0,46,5,2,8,44,3,0,108,312
59028,"Surrey North/Surrey-Nord"," 107B","Surrey",1,53,13,1,10,63,6,1,148,296
59028,"Surrey North/Surrey-Nord"," 108","Surrey",Merged with No. 107B/Fusionné avec le nº 107B,,,,,,,,,93
59028,"Surrey North/Surrey-Nord"," 109A","Surrey",0,44,4,1,22,44,0,1,116,304
59028,"Surrey North/Surrey-Nord"," 109B","Surrey",1,51,5,0,25,45,0,4,131,316
59028,"Surrey North/Surrey-Nord"," 110","Surrey",0,32,1,0,49,73,0,1,156,393
59028,"Surrey North/Surrey-Nord"," 110-1","Surrey",0,25,2,0,28,34,1,0,90,266
59028,"Surrey North/Surrey-Nord"," 111","Surrey",1,57,3,0,48,98,2,1,210,444
59028,"Surrey North/Surrey-Nord"," 111-1","Surrey",1,26,5,2,89,77,0,0,200,433
59028,"Surrey North/Surrey-Nord"," 112","Surrey",1,49,6,3,77,87,4,2,229,470
59028,"Surrey North/Surrey-Nord"," 113","Surrey",0,47,4,0,87,92,1,4,235,411
59028,"Surrey North/Surrey-Nord"," 114","Surrey",3,50,11,2,80,85,3,1,235,446
59028,"Surrey North/Surrey-Nord"," 115","Surrey",1,48,2,1,66,90,0,0,208,448
59028,"Surrey North/Surrey-Nord"," 116A","Surrey",0,22,0,0,42,79,1,4,148,328
59028,"Surrey North/Surrey-Nord"," 116B","Surrey",0,30,4,0,39,59,0,5,137,311
59028,"Surrey North/Surrey-Nord"," 117","Surrey",2,19,2,1,66,67,1,1,159,324
59028,"Surrey North/Surrey-Nord"," 117-1","Surrey",5,62,2,0,41,66,0,2,178,328
59028,"Surrey North/Surrey-Nord"," 118","Surrey",1,92,5,0,96,88,0,1,283,556
59028,"Surrey North/Surrey-Nord"," 119A","Surrey",0,49,3,0,58,52,2,0,164,289
59028,"Surrey North/Surrey-Nord"," 119B","Surrey",0,62,4,2,32,57,0,2,159,337
59028,"Surrey North/Surrey-Nord"," 120","Surrey",0,99,6,1,42,72,5,0,225,493
59028,"Surrey North/Surrey-Nord"," 121","Surrey",2,58,3,1,37,95,1,0,197,440
59028,"Surrey North/Surrey-Nord"," 122","Surrey",2,87,4,1,49,82,2,0,227,512
59028,"Surrey North/Surrey-Nord"," 122-1","Surrey",3,85,4,1,20,79,0,3,195,514
59028,"Surrey North/Surrey-Nord"," 123","Surrey",4,56,5,0,62,111,4,1,243,523
59028,"Surrey North/Surrey-Nord"," 124","Surrey",0,78,10,4,34,106,2,0,234,542
59028,"Surrey North/Surrey-Nord"," 125","Surrey",0,42,1,0,70,75,0,0,188,425
59028,"Surrey North/Surrey-Nord"," 125-1","Surrey",0,11,4,1,36,55,1,1,109,253
59028,"Surrey North/Surrey-Nord"," 126","Surrey",0,73,12,0,33,76,7,1,202,537
59028,"Surrey North/Surrey-Nord"," 127","Surrey",2,34,4,1,43,107,1,1,193,479
59028,"Surrey North/Surrey-Nord"," 128","Surrey",0,39,1,1,70,98,0,1,210,502
59028,"Surrey North/Surrey-Nord"," 129","Surrey",1,35,4,0,38,64,2,0,144,333
59028,"Surrey North/Surrey-Nord"," 130A","Surrey",1,36,7,0,10,35,1,0,90,274
59028,"Surrey North/Surrey-Nord"," 130B","Surrey",3,33,3,1,10,62,2,1,115,280
59028,"Surrey North/Surrey-Nord"," 131","Surrey",0,63,9,1,60,87,5,2,227,419
59028,"Surrey North/Surrey-Nord"," 132","Surrey",2,54,3,1,39,79,1,4,183,377
59028,"Surrey North/Surrey-Nord"," 132-1","Surrey",1,62,5,2,23,67,0,3,163,308
59028,"Surrey North/Surrey-Nord"," 133","Surrey",1,69,5,2,52,93,2,1,225,513
59028,"Surrey North/Surrey-Nord"," 134","Surrey",1,64,7,5,77,97,5,0,256,531
59028,"Surrey North/Surrey-Nord"," 135","Surrey",0,52,4,0,48,96,1,1,202,460
59028,"Surrey North/Surrey-Nord"," 135-1","Surrey",0,36,1,0,72,86,0,3,198,428
59028,"Surrey North/Surrey-Nord"," 136","Surrey",0,26,8,0,123,115,2,2,276,530
59028,"Surrey North/Surrey-Nord"," 137","Surrey",0,30,4,0,102,107,0,5,248,487
59028,"Surrey North/Surrey-Nord"," 138","Surrey",0,34,7,3,70,98,3,2,217,477
59028,"Surrey North/Surrey-Nord"," 139","Surrey",3,77,4,5,72,102,2,0,265,485
59028,"Surrey North/Surrey-Nord"," 140","Surrey",1,87,10,1,55,70,2,2,228,487
59028,"Surrey North/Surrey-Nord"," 141","Surrey",0,24,3,0,87,84,0,1,199,451
59028,"Surrey North/Surrey-Nord"," 141-1","Surrey",0,17,1,0,24,29,1,0,72,171
59028,"Surrey North/Surrey-Nord"," 142","Surrey",0,13,5,0,92,70,5,0,185,436
59028,"Surrey North/Surrey-Nord"," 143","Surrey",1,7,1,0,49,21,0,0,79,250
59028,"Surrey North/Surrey-Nord"," 144","Surrey",1,29,5,1,104,86,1,1,228,436
59028,"Surrey North/Surrey-Nord"," 145A","Surrey",0,41,1,0,46,54,4,1,147,383
59028,"Surrey North/Surrey-Nord"," 145B","Surrey",1,39,0,0,36,49,2,0,127,352
59028,"Surrey North/Surrey-Nord"," 146","Surrey",1,18,1,0,94,61,1,1,177,375
59028,"Surrey North/Surrey-Nord"," 146-1","Surrey",0,16,0,1,35,66,0,0,118,275
59028,"Surrey North/Surrey-Nord"," 147","Surrey",0,93,7,1,30,69,1,3,204,400
59028,"Surrey North/Surrey-Nord"," 148","Surrey",0,37,1,0,99,76,0,6,219,382
59028,"Surrey North/Surrey-Nord"," 148-1","Surrey",2,13,1,0,59,89,0,2,166,304
59028,"Surrey North/Surrey-Nord"," 400","Surrey",1,52,4,0,6,46,0,0,109,235
59028,"Surrey North/Surrey-Nord"," 500","Mobile poll/Bureau itinérant",5,33,5,3,8,27,1,2,84,81
59028,"Surrey North/Surrey-Nord"," 501","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,,55
59028,"Surrey North/Surrey-Nord"," 502","Mobile poll/Bureau itinérant",7,23,2,6,6,10,5,2,61,95
59028,"Surrey North/Surrey-Nord"," 503A","Mobile poll/Bureau itinérant",1,31,4,1,6,18,2,1,64,106
59028,"Surrey North/Surrey-Nord"," 503B","Mobile poll/Bureau itinérant",5,41,3,4,5,28,3,0,89,86
59028,"Surrey North/Surrey-Nord"," 504","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,
59028,"Surrey North/Surrey-Nord"," 505","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,,,65
59028,"Surrey North/Surrey-Nord"," 600","Surrey",9,151,17,2,75,148,4,1,407,
59028,"Surrey North/Surrey-Nord"," 601","Surrey",2,121,10,5,36,119,4,1,298,
59028,"Surrey North/Surrey-Nord"," 602","Surrey",4,117,5,4,30,93,3,0,256,
59028,"Surrey North/Surrey-Nord"," 603","Surrey",3,252,6,5,41,133,3,4,447,
59028,"Surrey North/Surrey-Nord"," 604","Surrey",1,125,12,4,151,149,3,3,448,
59028,"Surrey North/Surrey-Nord"," 605","Surrey",2,165,9,3,109,169,6,1,464,
59028,"Surrey North/Surrey-Nord"," 606","Surrey",3,192,11,1,132,148,3,7,497,
59028,"Surrey North/Surrey-Nord"," 607","Surrey",4,176,17,0,292,272,8,4,773,
59028,"Surrey North/Surrey-Nord"," 608","Surrey",2,91,5,2,211,198,4,3,516,
59028,"Surrey North/Surrey-Nord",,Group 1/Groupe 1,11,37,8,1,53,41,3,9,163,194
59028,"Surrey North/Surrey-Nord",,Group 2/Groupe 2,2,140,10,2,119,98,3,15,389,
