Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Wayne R. Bennett,Gerry Byrne,Robin Blair Gosse,Shelley Senior,Trevor Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 18-1,Anchor Point,4,79,1,18,11,0,113,250
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,19,Black Duck Cove,4,121,0,13,17,0,155,310
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,20,Forresters Point,1,87,0,4,8,0,100,141
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,21,Plum Point,2,112,2,26,38,1,181,312
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,22,Bird Cove,2,59,0,17,22,0,100,173
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,23,Shoal Cove,6,106,0,11,15,0,138,219
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,24,Castors River,3,155,2,10,21,1,192,315
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 24-1,Eddies Cove West,0,16,1,1,5,0,23,39
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,25,Main Brook,1,97,0,8,26,4,136,241
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,26,St. Julien's,0,30,0,0,2,0,32,73
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 26-1,Croque,Void/Supprimé,,,,,,,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,27,Roddickton,1,116,2,9,65,0,193,435
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,28,Roddickton,1,69,1,2,41,0,114,276
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,29,Bide Arm,1,49,0,2,20,0,72,114
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,30,Conche,0,54,0,11,26,1,92,176
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,31,Englee,1,89,1,15,9,0,115,380
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,32,Englee,0,40,0,9,5,0,54,121
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,33,Port Saunders,3,141,3,27,58,1,233,535
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,34,Port au Choix,2,38,0,12,11,0,63,170
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,35,Port au Choix,2,97,0,23,35,2,159,431
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,36,Port au Choix,2,27,0,6,26,0,61,146
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,37,Port Saunders,0,29,0,1,7,1,38,71
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,38,Hawke's Bay,1,105,0,8,39,5,158,279
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,39,River of Ponds,1,83,0,15,16,0,115,197
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,40,Bellburns,1,23,2,1,7,0,34,61
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 40-1,Daniel's Harbour,1,101,1,14,13,0,130,248
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,41,Portland Creek,1,26,1,11,10,1,50,50
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 41-1,Parson's Pond,2,125,1,13,28,0,169,417
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,42,Jackson's Arm,2,133,1,15,16,2,169,277
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,43,Cow Head,0,53,1,10,9,0,73,141
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,44,Cow Head,3,96,0,20,21,0,140,256
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,45,St. Paul's,1,72,0,14,29,1,117,228
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,46,Rocky Harbour,1,61,0,19,27,0,108,235
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 46-1,Sally's Cove,1,14,0,3,4,0,22,22
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,47,Hampden,0,45,1,14,13,0,73,133
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,48,Sop's Arm,1,42,0,17,23,0,83,169
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,49,Pollards Point,5,83,1,12,22,1,124,234
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,50,Hampden,1,100,0,19,35,1,156,340
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,51,Trout River,1,103,2,8,21,0,135,272
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,52,Rocky Harbour,5,167,2,31,61,3,269,564
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,53,Woody Point,1,78,0,35,28,0,142,258
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,54,Norris Point,3,136,1,25,58,1,224,488
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,55,Norris Point,1,22,0,5,15,0,43,102
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,56,Trout River,1,86,2,5,16,1,111,222
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,57,Shoal Brook,2,65,1,13,26,0,107,203
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,58,Wiltondale,0,34,0,9,17,0,60,123
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,59,Nicholsville,4,130,2,42,52,0,230,517
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,60,Cormack,1,41,2,24,15,0,83,154
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,61,Cormack,0,68,2,33,43,0,146,340
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,62,Howley,13,69,1,21,28,0,132,240
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,63,Reidville,1,103,2,20,52,0,178,374
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,64,Deer Lake,0,96,3,25,71,0,195,475
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,65,Deer Lake,2,105,2,24,55,0,188,479
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,66,Deer Lake,0,104,1,21,24,0,150,408
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 67A,Deer Lake,0,68,1,24,50,0,143,345
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 67B,Deer Lake,2,69,2,17,42,0,132,326
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,68,Deer Lake,3,99,0,28,33,0,163,334
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,69,Deer Lake,1,108,0,17,45,3,174,399
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,70,Deer Lake,1,65,0,17,15,0,98,239
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,71,Deer Lake,4,97,3,28,36,0,168,378
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,72,St. Judes,3,47,1,18,23,0,92,169
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,73,Wild Cove,0,21,0,3,9,0,33,47
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,74,Fleur de Lys,1,63,0,33,28,1,126,236
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,75,Pacquet,1,40,0,4,34,0,79,166
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,76,Coachman's Cove,1,18,0,5,10,0,34,88
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,77,Ming's Bight,0,58,0,3,49,1,111,253
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,78,Woodstock,2,37,0,7,20,0,66,171
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,79,Seal Cove,0,53,1,7,35,0,96,298
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,80,Baie Verte,1,60,1,30,42,1,135,294
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,81,Baie Verte,2,48,2,37,65,0,154,304
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,82,Baie Verte,3,64,2,34,71,0,174,414
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,83,Burlington,0,30,2,13,48,0,93,298
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,84,Smith's Harbour,2,21,0,5,18,0,46,78
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,85,Westport,2,38,0,14,43,0,97,208
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,86,Middle Arm,0,37,0,16,53,0,106,373
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,87,Nippers Harbour,0,30,1,2,7,0,40,104
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,88,Harbour Round,2,34,1,15,5,0,57,162
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,89,Brent's Cove,1,44,0,12,12,0,69,148
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 89-1,Brent's Cove,Void/Supprimé,,,,,,,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,90,La Scie,2,96,1,15,10,0,124,301
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,91,La Scie,0,42,0,6,4,0,52,225
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,92,La Scie,0,68,1,5,7,0,81,224
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,93,Shoe Cove,1,53,0,6,7,0,67,140
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,94,Rattling Brook,1,10,0,6,20,0,37,91
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,95,Jackson's Cove--Harry's Harbour,0,18,0,6,46,1,71,150
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,96,Little Bay,1,45,1,17,56,0,120,275
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,97,King's Point,1,104,1,27,90,0,223,570
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,98,Springdale,5,74,2,42,107,0,230,584
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,99,Springdale,5,48,1,18,67,0,139,454
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,100,Springdale,2,65,3,26,81,0,177,452
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,101,Springdale,1,61,1,20,85,1,169,398
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,102,Springdale,2,64,2,18,54,0,140,275
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,103,Springdale,5,53,2,20,71,0,151,427
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,104,Sheppardville,2,7,0,6,17,0,32,45
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,105,South Brook,7,50,2,60,83,1,203,427
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,106,Little Bay Islands,2,24,0,23,7,0,56,97
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,107,Beaumont,3,41,1,26,19,0,90,192
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,108,Port Anson,3,27,1,10,40,0,81,250
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,109,Robert's Arm,1,15,0,8,31,1,56,133
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,110,Pilley's Island,0,38,0,30,49,0,117,262
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,111,Brighton,3,29,0,13,54,0,99,164
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,112,Triton,1,30,1,8,41,0,81,324
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,113,Triton,0,56,1,18,112,2,189,495
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,114,Robert's Arm,2,57,1,39,95,0,194,578
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,115,Cox's Cove,0,87,1,14,42,3,147,309
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,116,Humber Village--Little Rapids,0,83,4,30,34,0,151,205
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,117,Cox's Cove,0,82,0,17,30,0,129,273
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,118,McIver's,2,99,2,50,61,0,214,383
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,119,Gillams,1,82,3,44,53,0,183,345
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,120,Meadows,0,168,0,51,56,1,276,448
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,121,Summerside,1,55,0,15,13,1,85,151
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,122,Summerside,2,95,0,34,36,0,167,265
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,123,Irishtown,0,142,2,32,18,0,194,333
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,124,Irishtown--Summerside--Hughes Brook,3,116,2,41,46,0,208,359
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,125,Steady Brook,4,118,5,36,67,0,230,368
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,126,Massey Drive,0,130,0,61,53,0,244,474
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 126-1,Massey Drive,0,57,0,21,25,0,103,224
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,127,Corner Brook,2,143,5,37,41,1,229,454
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,128,Corner Brook,0,99,0,24,56,1,180,379
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,129,Corner Brook,1,103,3,41,43,0,191,380
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,130,Corner Brook,2,111,0,25,24,0,162,355
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,131,Corner Brook,2,93,0,34,25,1,155,358
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,132,Corner Brook,2,93,3,32,41,0,171,376
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,133,Corner Brook,4,187,4,38,60,2,295,487
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,134,Corner Brook,3,108,4,35,54,0,204,364
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,135,Corner Brook,4,113,2,34,43,1,197,393
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,136,Corner Brook,3,103,7,30,53,0,196,352
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,137,Corner Brook,0,141,6,38,39,0,224,395
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,138,Corner Brook,1,139,2,30,41,2,215,400
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,139,Corner Brook,2,122,2,44,52,0,222,472
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,140,Corner Brook,0,104,8,20,48,1,181,315
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,141,Massey Drive,1,113,2,34,54,1,205,377
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 142A,Corner Brook,0,69,3,13,27,1,113,176
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte, 142B,Corner Brook,1,35,0,2,16,1,55,254
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,143,Corner Brook,0,67,1,23,30,0,121,348
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,144,Corner Brook,2,90,3,35,26,0,156,447
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,145,Corner Brook,0,88,2,21,17,0,128,218
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,146,Corner Brook,0,127,2,45,43,1,218,520
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,147,Corner Brook,0,69,1,18,16,0,104,230
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,148,Corner Brook,0,83,1,26,46,0,156,344
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,149,Corner Brook,0,86,0,24,37,0,147,348
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,150,Corner Brook,0,106,0,55,45,0,206,400
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,151,Corner Brook,8,173,6,57,77,0,321,615
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,152,Corner Brook,1,139,0,51,69,0,260,525
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,153,Lark Harbour,0,52,0,15,21,0,88,187
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,154,Lark Harbour,0,72,1,15,36,0,124,298
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,155,York Harbour,1,90,0,33,41,0,165,285
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,156,Frenchman's Cove,0,46,0,20,20,1,87,155
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,157,John's Beach,0,48,2,15,13,2,80,151
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,158,Benoit's Cove,0,38,1,16,19,0,74,204
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,159,Benoit's Cove,2,109,0,31,35,2,179,561
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,160,Benoit's Cove,0,31,0,6,8,0,45,107
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,161,Halfway Point,2,49,0,27,30,0,108,192
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,162,Mount Moriah,0,28,0,13,8,1,50,111
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,163,Mount Moriah,1,142,2,35,39,0,219,501
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,164,Corner Brook,0,66,0,17,13,0,96,224
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,165,Corner Brook,1,125,0,30,55,2,213,484
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,166,Corner Brook,1,117,0,29,37,0,184,378
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,167,Corner Brook,3,71,2,38,35,1,150,374
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,168,Corner Brook,3,115,2,32,27,0,179,369
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,169,Corner Brook,0,81,5,46,25,2,159,404
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,170,Corner Brook,0,120,1,33,49,0,203,374
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,171,Corner Brook,3,60,0,28,30,0,121,293
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,172,Corner Brook,0,64,1,17,26,0,108,288
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,173,Corner Brook,2,99,2,41,46,0,190,357
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,174,Corner Brook,0,91,1,48,33,1,174,409
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,175,Corner Brook,1,101,0,33,30,0,165,362
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,176,Corner Brook,1,90,1,37,31,1,161,341
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,177,Corner Brook,4,97,1,32,37,0,171,345
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,178,Corner Brook,1,87,2,35,36,0,161,320
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,179,Corner Brook,1,87,1,44,27,0,160,332
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,180,Corner Brook,1,83,4,30,19,0,137,338
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,181,Corner Brook,0,97,2,28,29,0,156,357
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,182,Corner Brook,1,47,0,21,26,0,95,353
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,183,Pasadena,1,83,2,31,36,1,154,330
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,184,Pasadena,2,103,2,57,42,1,207,396
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,185,Pasadena,0,54,4,32,34,0,124,209
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,186,Pasadena,4,131,0,49,56,1,241,486
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,187,Pasadena,2,125,3,41,57,0,228,385
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,188,Pasadena,6,141,3,65,68,0,283,547
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,189,Pasadena,5,126,0,54,32,0,217,412
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,500,Mobile poll/Bureau itinérant,3,35,0,6,12,0,56,59
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,501,Mobile poll/Bureau itinérant,"Electors voted by special ballot in Group 2/Dans le groupe 2, les électeurs ont voté par bulletin spécial",,,,,,,1
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,502,Mobile poll/Bureau itinérant,1,49,0,0,12,0,62,129
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,503,Mobile poll/Bureau itinérant,1,6,0,0,1,0,8,13
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,504,Mobile poll/Bureau itinérant,1,26,1,10,12,4,54,86
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,505,Mobile poll/Bureau itinérant,2,12,1,5,7,0,27,32
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,506,Mobile poll/Bureau itinérant,4,17,2,1,7,1,32,46
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,507,Mobile poll/Bureau itinérant,2,42,1,1,4,2,52,83
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,508,Mobile poll/Bureau itinérant,1,24,1,8,16,0,50,76
