Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Kara Flannigan,Bryan Hayes,Skip Morrison,Terry Sheehan,Mike Taffarel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35092,"Sault Ste. Marie/Sault Ste. Marie"," 91","Sault Ste. Marie",2,37,56,102,0,1,198,379
35092,"Sault Ste. Marie/Sault Ste. Marie"," 92","Sault Ste. Marie",8,76,72,139,0,1,296,518
35092,"Sault Ste. Marie/Sault Ste. Marie"," 93","Sault Ste. Marie",5,81,52,109,0,5,252,402
35092,"Sault Ste. Marie/Sault Ste. Marie"," 94","Sault Ste. Marie",1,66,27,96,0,0,190,300
35092,"Sault Ste. Marie/Sault Ste. Marie"," 95","Sault Ste. Marie",5,93,27,122,2,2,251,415
35092,"Sault Ste. Marie/Sault Ste. Marie"," 96","Sault Ste. Marie",0,33,32,64,0,0,129,284
35092,"Sault Ste. Marie/Sault Ste. Marie"," 97","Sault Ste. Marie",3,44,54,81,0,5,187,339
35092,"Sault Ste. Marie/Sault Ste. Marie"," 98","Sault Ste. Marie",1,99,55,97,0,0,252,403
35092,"Sault Ste. Marie/Sault Ste. Marie"," 99","Sault Ste. Marie",6,111,45,134,1,0,297,482
35092,"Sault Ste. Marie/Sault Ste. Marie"," 100","Sault Ste. Marie",3,92,51,129,1,4,280,459
35092,"Sault Ste. Marie/Sault Ste. Marie"," 101","Sault Ste. Marie",7,55,54,100,0,0,216,406
35092,"Sault Ste. Marie/Sault Ste. Marie"," 102","Sault Ste. Marie",1,86,35,138,0,0,260,370
35092,"Sault Ste. Marie/Sault Ste. Marie"," 103","Sault Ste. Marie",6,81,45,142,0,1,275,391
35092,"Sault Ste. Marie/Sault Ste. Marie"," 104","Sault Ste. Marie",0,97,17,90,0,2,206,357
35092,"Sault Ste. Marie/Sault Ste. Marie"," 105","Sault Ste. Marie",3,50,49,104,0,0,206,361
35092,"Sault Ste. Marie/Sault Ste. Marie"," 106","Sault Ste. Marie",1,82,33,82,1,0,199,271
35092,"Sault Ste. Marie/Sault Ste. Marie"," 107","Sault Ste. Marie",7,108,48,149,0,2,314,501
35092,"Sault Ste. Marie/Sault Ste. Marie"," 108","Sault Ste. Marie",6,75,55,86,1,0,223,387
35092,"Sault Ste. Marie/Sault Ste. Marie"," 109","Sault Ste. Marie",8,67,62,96,1,2,236,483
35092,"Sault Ste. Marie/Sault Ste. Marie"," 110","Sault Ste. Marie",11,75,72,94,0,2,254,460
35092,"Sault Ste. Marie/Sault Ste. Marie"," 111","Sault Ste. Marie",7,87,42,96,0,1,233,353
35092,"Sault Ste. Marie/Sault Ste. Marie"," 112","Sault Ste. Marie",0,40,43,72,0,1,156,314
35092,"Sault Ste. Marie/Sault Ste. Marie"," 113","Sault Ste. Marie",1,47,47,87,0,1,183,333
35092,"Sault Ste. Marie/Sault Ste. Marie"," 114","Sault Ste. Marie",10,52,43,109,0,1,215,355
35092,"Sault Ste. Marie/Sault Ste. Marie"," 115","Sault Ste. Marie",4,96,80,137,0,1,318,474
35092,"Sault Ste. Marie/Sault Ste. Marie"," 116","Sault Ste. Marie",6,55,42,107,0,1,211,349
35092,"Sault Ste. Marie/Sault Ste. Marie"," 117","Sault Ste. Marie",3,23,47,77,0,0,150,279
35092,"Sault Ste. Marie/Sault Ste. Marie"," 118","Sault Ste. Marie",6,51,34,54,0,3,148,204
35092,"Sault Ste. Marie/Sault Ste. Marie"," 119A","Sault Ste. Marie",4,55,61,86,0,0,206,365
35092,"Sault Ste. Marie/Sault Ste. Marie"," 119B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,37
35092,"Sault Ste. Marie/Sault Ste. Marie"," 120","Sault Ste. Marie",7,43,48,99,2,1,200,380
35092,"Sault Ste. Marie/Sault Ste. Marie"," 121","Sault Ste. Marie",5,31,69,65,1,2,173,324
35092,"Sault Ste. Marie/Sault Ste. Marie"," 122","Sault Ste. Marie",6,51,64,66,0,0,187,342
35092,"Sault Ste. Marie/Sault Ste. Marie"," 123","Sault Ste. Marie",0,34,57,83,1,0,175,355
35092,"Sault Ste. Marie/Sault Ste. Marie"," 124","Sault Ste. Marie",8,53,60,131,0,0,252,438
35092,"Sault Ste. Marie/Sault Ste. Marie"," 125","Sault Ste. Marie",8,45,74,127,1,2,257,465
35092,"Sault Ste. Marie/Sault Ste. Marie"," 126","Sault Ste. Marie",3,31,38,61,1,0,134,301
35092,"Sault Ste. Marie/Sault Ste. Marie"," 127","Sault Ste. Marie",8,41,71,55,1,0,176,391
35092,"Sault Ste. Marie/Sault Ste. Marie"," 128","Sault Ste. Marie",7,40,62,82,0,0,191,415
35092,"Sault Ste. Marie/Sault Ste. Marie"," 129","Sault Ste. Marie",6,21,25,32,0,0,84,281
35092,"Sault Ste. Marie/Sault Ste. Marie"," 130","Sault Ste. Marie",3,26,43,60,3,1,136,288
35092,"Sault Ste. Marie/Sault Ste. Marie"," 131","Sault Ste. Marie",3,39,34,84,1,0,161,327
35092,"Sault Ste. Marie/Sault Ste. Marie"," 132","Sault Ste. Marie",6,46,68,81,0,0,201,495
35092,"Sault Ste. Marie/Sault Ste. Marie"," 133","Sault Ste. Marie",7,38,60,120,1,0,226,493
35092,"Sault Ste. Marie/Sault Ste. Marie"," 134","Sault Ste. Marie",4,65,36,94,0,0,199,423
35092,"Sault Ste. Marie/Sault Ste. Marie"," 135","Sault Ste. Marie",8,62,67,107,0,0,244,453
35092,"Sault Ste. Marie/Sault Ste. Marie"," 136","Sault Ste. Marie",8,55,42,134,0,1,240,397
35092,"Sault Ste. Marie/Sault Ste. Marie"," 137","Sault Ste. Marie",10,41,63,105,0,0,219,392
35092,"Sault Ste. Marie/Sault Ste. Marie"," 138","Sault Ste. Marie",2,53,45,94,1,3,198,342
35092,"Sault Ste. Marie/Sault Ste. Marie"," 139","Sault Ste. Marie",9,55,55,82,0,1,202,332
35092,"Sault Ste. Marie/Sault Ste. Marie"," 140","Sault Ste. Marie",6,74,30,107,1,1,219,368
35092,"Sault Ste. Marie/Sault Ste. Marie"," 141","Sault Ste. Marie",2,59,46,100,0,2,209,345
35092,"Sault Ste. Marie/Sault Ste. Marie"," 142","Sault Ste. Marie",4,100,10,93,0,1,208,345
35092,"Sault Ste. Marie/Sault Ste. Marie"," 143","Sault Ste. Marie",7,39,45,89,0,1,181,352
35092,"Sault Ste. Marie/Sault Ste. Marie"," 144","Sault Ste. Marie",2,59,38,128,0,1,228,376
35092,"Sault Ste. Marie/Sault Ste. Marie"," 145","Sault Ste. Marie",3,49,39,118,0,0,209,355
35092,"Sault Ste. Marie/Sault Ste. Marie"," 146","Sault Ste. Marie",7,53,37,102,0,0,199,343
35092,"Sault Ste. Marie/Sault Ste. Marie"," 147","Sault Ste. Marie",3,51,50,87,1,0,192,416
35092,"Sault Ste. Marie/Sault Ste. Marie"," 148","Sault Ste. Marie",6,51,43,74,0,2,176,389
35092,"Sault Ste. Marie/Sault Ste. Marie"," 149","Sault Ste. Marie",3,59,40,116,0,1,219,364
35092,"Sault Ste. Marie/Sault Ste. Marie"," 150","Sault Ste. Marie",2,59,24,129,0,0,214,355
35092,"Sault Ste. Marie/Sault Ste. Marie"," 151","Sault Ste. Marie",11,128,33,131,0,0,303,537
35092,"Sault Ste. Marie/Sault Ste. Marie"," 152","Sault Ste. Marie",4,98,19,107,0,2,230,360
35092,"Sault Ste. Marie/Sault Ste. Marie"," 153","Sault Ste. Marie",4,48,29,70,0,1,152,272
35092,"Sault Ste. Marie/Sault Ste. Marie"," 154","Sault Ste. Marie",7,75,35,101,0,0,218,332
35092,"Sault Ste. Marie/Sault Ste. Marie"," 155","Sault Ste. Marie",5,74,16,102,0,1,198,330
35092,"Sault Ste. Marie/Sault Ste. Marie"," 156","Sault Ste. Marie",1,73,44,103,0,0,221,366
35092,"Sault Ste. Marie/Sault Ste. Marie"," 157","Sault Ste. Marie",6,92,16,94,0,1,209,412
35092,"Sault Ste. Marie/Sault Ste. Marie"," 158","Sault Ste. Marie",6,50,40,123,0,2,221,364
35092,"Sault Ste. Marie/Sault Ste. Marie"," 159","Sault Ste. Marie",3,62,20,122,1,1,209,358
35092,"Sault Ste. Marie/Sault Ste. Marie"," 160","Sault Ste. Marie",4,97,22,163,0,0,286,498
35092,"Sault Ste. Marie/Sault Ste. Marie"," 400","Sault Ste. Marie",2,29,27,62,2,2,124,360
35092,"Sault Ste. Marie/Sault Ste. Marie"," 500A","Mobile poll/Bureau itinérant",3,8,6,12,0,0,29,106
35092,"Sault Ste. Marie/Sault Ste. Marie"," 500B","Sault Ste. Marie",Merged with No./Fusionné avec le n°115,,,,,,,50
35092,"Sault Ste. Marie/Sault Ste. Marie"," 501","Mobile poll/Bureau itinérant",1,27,18,43,2,5,96,109
35092,"Sault Ste. Marie/Sault Ste. Marie"," 502","Mobile poll/Bureau itinérant",6,38,14,52,3,1,114,288
35092,"Sault Ste. Marie/Sault Ste. Marie"," 503","Mobile poll/Bureau itinérant",4,73,41,66,1,2,187,240
35092,"Sault Ste. Marie/Sault Ste. Marie"," 504","Mobile poll/Bureau itinérant",6,62,22,85,1,1,177,225
35092,"Sault Ste. Marie/Sault Ste. Marie"," 600","Algoma",5,57,42,74,0,0,178,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 601","Sault Ste. Marie",15,179,80,164,1,0,439,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 602","Sault Ste. Marie",5,120,67,149,0,5,346,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 603","Sault Ste. Marie",9,81,111,193,0,2,396,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 604","Sault Ste. Marie",15,110,100,188,4,0,417,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 605","Sault Ste. Marie",3,115,60,165,1,2,346,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 606","Sault Ste. Marie",9,244,84,256,0,1,594,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 607","Sault Ste. Marie",6,213,100,245,1,3,568,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 608","Sault Ste. Marie",11,318,147,400,1,1,878,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 609","Sault Ste. Marie",10,180,68,240,0,2,500,
35092,"Sault Ste. Marie/Sault Ste. Marie"," 610","Sault Ste. Marie",8,148,90,119,0,1,366,
35092,"Sault Ste. Marie/Sault Ste. Marie",,"Group 1/Groupe 1",5,34,26,58,1,2,126,81
35092,"Sault Ste. Marie/Sault Ste. Marie",,"Group 2/Groupe 2",48,558,335,639,4,18,1602,
