Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dustan Hlady,Perry Juttla,Tom Lukiwski,Shawn Setyo,Robert Thomas,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 20","Dundurn",40,70,159,8,0,0,277,490
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 21","Beaver Creek",133,65,17,4,0,0,219,304
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 22","Strong",34,30,135,6,1,1,207,297
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 23","Strong",31,39,121,8,2,0,201,268
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 24","Broderick",35,14,127,7,0,0,183,300
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 25","Outlook",30,37,148,12,3,0,230,362
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 26","Outlook",58,33,124,2,4,0,221,369
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 27","Outlook",22,28,147,8,2,0,207,390
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 28","Outlook",39,31,172,6,1,0,249,389
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 29","Outlook",22,20,102,7,0,1,152,311
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 30","Strongfield",10,19,80,2,1,0,112,147
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 31","Hawarden",7,8,82,2,1,0,100,137
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 32","Farrerdale",28,24,207,4,0,0,263,448
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 33","Simpson",23,29,117,0,1,1,171,297
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 34","Watrous",15,17,89,0,1,0,122,260
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 35","Watrous",43,42,107,10,1,0,203,400
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 36","Watrous",69,35,125,3,1,0,233,484
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 37","Watrous",12,13,62,2,1,0,90,223
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 38","Watrous",29,36,120,6,1,0,192,356
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 39","Nokomis",32,31,155,2,1,0,221,301
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 40","Nokomis Rural",12,3,63,5,0,0,83,114
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 41","Semans Rural",32,9,104,3,0,0,148,180
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 42","Semans",33,23,71,3,1,0,131,180
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 43","Govan",31,28,123,2,0,0,184,275
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 44","Imperial",10,32,129,5,0,0,176,245
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 45","Imperial Rural",13,16,103,2,1,0,135,293
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 46","Davidson Rural",27,40,178,7,0,1,253,350
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 47","Davidson Rural",26,28,187,7,1,0,249,373
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 48","Davidson Rural",24,33,208,7,1,1,274,390
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 49","Bladworth",4,9,49,1,0,0,63,174
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 50","Loreburn",15,11,98,0,0,0,124,168
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 51","Elbow",37,32,160,3,0,0,232,306
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 52","Tugaske",10,13,84,0,1,0,108,151
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 53","Craik",30,31,122,10,0,0,193,378
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 54","Craik Rural",21,12,126,5,1,0,165,285
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 55","Holdfast",19,34,92,4,1,0,150,234
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 56","Strasbourg",34,24,104,3,1,0,166,304
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 57","Strasbourg Rural",21,22,110,7,1,0,161,317
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 58","Strasbourg",23,26,80,2,1,0,132,262
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 59","Duval",17,18,106,3,1,0,145,216
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 60","Bulyea",51,32,150,7,2,0,242,351
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 61","Earl Grey",59,61,180,10,2,2,314,442
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 62","Silton",83,74,188,9,0,0,354,495
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 63","Silton",42,33,107,5,0,0,187,268
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 64","Dilke",29,26,110,2,1,0,168,249
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 65","Chamberlain",3,5,89,3,1,0,101,148
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 66","Marquis",22,17,70,1,2,0,112,200
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 67","Eyebrow",36,27,160,5,3,0,231,395
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 68","Tuxford",41,34,136,5,0,0,216,363
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 69","Bethune Rural",30,30,92,0,1,0,153,264
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 70","Bethune",36,45,125,3,1,0,210,290
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 71","Regina Beach",51,55,94,5,2,0,207,302
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 72","Regina Beach",34,62,103,11,0,1,211,282
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 73","Regina Beach",48,41,92,2,1,2,186,329
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 74","Buena Vista",34,48,125,8,1,3,219,341
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 75","Buena Vista",22,43,116,9,0,0,190,335
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 76","Craven",60,46,140,4,1,1,252,391
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 77","Craven Rural",46,54,175,8,2,0,285,501
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 78","Disley",38,42,135,6,0,0,221,392
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 79","Lumsden",85,62,114,6,3,3,273,438
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 80","Lumsden",53,39,57,1,0,0,150,273
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 81","Lumsden",26,37,91,3,1,1,159,240
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 82","Lumsden",80,73,156,6,1,2,318,552
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 83","Lumsden Rural",63,53,185,2,0,0,303,463
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 84","Condie",54,42,94,9,0,0,199,287
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 85","Grand Coulee",54,55,111,5,0,1,226,308
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 86","Keystown",14,13,136,3,1,1,168,240
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 87","Pense",52,69,180,3,1,3,308,450
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 88","Drinkwater",20,19,100,4,0,0,143,253
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 89","Mount Pleasant",32,40,204,9,0,0,285,453
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 90","Moose Jaw",60,62,112,4,0,0,238,459
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 91","Moose Jaw",56,68,203,1,1,0,329,532
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 92","Moose Jaw",60,51,208,8,2,0,329,533
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 93","Moose Jaw",54,38,100,3,0,0,195,358
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 94","Moose Jaw",60,46,145,5,0,2,258,422
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 95","Moose Jaw",55,48,179,1,0,0,283,493
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 96","Moose Jaw",52,57,173,2,1,1,286,440
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 97","Moose Jaw",59,29,161,6,3,0,258,424
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 98","Moose Jaw",55,57,139,6,1,1,259,466
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 99","Moose Jaw",68,39,93,3,1,2,206,388
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 100","Moose Jaw",76,46,87,6,2,1,218,366
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 101","Moose Jaw",44,39,137,2,1,1,224,367
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 102","Moose Jaw",45,34,121,2,0,3,205,345
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 103","Moose Jaw",62,28,80,2,2,1,175,346
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 104","Moose Jaw",71,45,82,1,3,1,203,347
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 105","Moose Jaw",62,51,106,5,0,3,227,392
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 106","Moose Jaw",65,57,88,1,1,1,213,385
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 107","Moose Jaw",71,42,87,6,2,0,208,380
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 108","Moose Jaw",77,41,117,8,0,4,247,505
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 109","Moose Jaw",80,63,96,6,1,0,246,397
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 110","Moose Jaw",65,43,74,6,1,0,189,373
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 111","Moose Jaw",87,38,74,3,2,0,204,371
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 112","Moose Jaw",94,44,110,4,1,0,253,475
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 113","Moose Jaw",75,47,104,9,0,0,235,454
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 114","Moose Jaw",95,66,108,4,1,1,275,467
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 115","Moose Jaw",90,40,87,5,1,0,223,439
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 116","Moose Jaw",74,46,105,3,0,0,228,414
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 117","Moose Jaw",85,61,79,5,2,2,234,411
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 118","Moose Jaw",74,54,146,7,0,0,281,522
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 119","Moose Jaw",89,38,58,2,0,0,187,390
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 120","Moose Jaw",78,49,58,6,0,2,193,377
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 121","Moose Jaw",58,44,61,5,0,0,168,383
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 122","Moose Jaw",72,67,76,7,4,5,231,486
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 123","Moose Jaw",56,37,60,4,0,0,157,324
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 124","Moose Jaw",48,27,51,2,2,0,130,210
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 125","Moose Jaw",63,46,85,6,1,0,201,447
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 126","Moose Jaw",75,59,91,4,2,1,232,464
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 127","Moose Jaw",63,36,76,5,2,1,183,418
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 128","Moose Jaw",73,42,138,2,1,1,257,423
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 129","Moose Jaw",72,60,91,5,2,0,230,444
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 130","Moose Jaw",92,51,95,7,1,0,246,456
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 131","Moose Jaw",77,38,103,5,1,0,224,412
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 132","Moose Jaw",68,50,68,2,3,1,192,409
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 133","Moose Jaw",71,34,78,4,0,2,189,344
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 134","Moose Jaw",97,74,134,6,1,0,312,511
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 135","Moose Jaw",61,53,111,2,1,1,229,451
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 136","Moose Jaw",81,61,97,10,2,0,251,545
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 137","Moose Jaw",67,68,97,6,2,0,240,486
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 138","Moose Jaw",100,73,152,5,1,0,331,575
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 139","Moose Jaw",66,33,74,3,2,0,178,328
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 140","Moose Jaw",93,46,77,6,0,1,223,443
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 141","Moose Jaw",97,56,96,8,3,0,260,472
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 142","Moose Jaw",56,29,71,7,1,1,165,501
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 143","Moose Jaw",99,52,82,7,5,0,245,452
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 144","Moose Jaw",110,76,147,13,0,1,347,607
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 145","Moose Jaw",61,56,68,5,1,0,191,329
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 146","Moose Jaw",64,57,66,5,4,2,198,335
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 147","Bushell Park",10,21,47,3,1,0,82,180
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 148","Baildon",18,33,123,2,2,0,178,339
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 149","Old Wives",41,36,219,4,0,0,300,512
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 150","Rouleau",42,51,172,7,0,1,273,439
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 151","Wilcox",29,89,186,7,1,1,313,477
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 152","Regina",29,39,75,4,0,0,147,233
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 153","Milestone",40,75,247,8,0,0,370,535
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 154","Milestone",9,16,93,3,1,1,123,190
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 155","Avonlea",22,28,137,3,0,0,190,332
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 156","Avonlea",15,18,126,1,1,1,162,253
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 157","Lanigan",23,22,134,2,0,0,181,379
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 158","Lanigan",55,46,186,7,0,1,295,511
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 500","Mobile poll/Bureau itinérant",8,11,9,1,1,0,30,119
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 501","Mobile poll/Bureau itinérant",24,12,20,3,2,1,62,190
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 502A","Mobile poll/Bureau itinérant",10,9,11,1,1,0,32,69
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 502B","Mobile poll/Bureau itinérant",30,13,26,6,1,3,79,101
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502B,,,,,,,69
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 504","Mobile poll/Bureau itinérant",30,17,67,1,1,1,117,153
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 600","Dundurn",58,47,194,9,2,3,313,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 601","Outlook",63,40,214,9,3,0,329,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 602","Kenaston",15,21,127,5,0,0,168,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 603","Colonsay",48,27,91,10,1,0,177,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 604","Watrous",124,55,247,9,0,2,437,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 605","Lanigan",50,28,204,4,1,5,292,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 606","Strasbourg",62,46,236,13,1,0,358,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 607","Liberty",32,16,92,4,0,0,144,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 608","Craik",14,19,100,4,1,0,138,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 609","Lumsden",169,101,348,13,1,0,632,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 610","Marquis",14,9,99,1,0,0,123,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 611","Moose Jaw",170,83,196,10,3,1,463,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 612","Moose Jaw",183,94,341,8,3,2,631,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 613","Moose Jaw",134,62,166,9,2,1,374,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 614","Moose Jaw",240,105,276,9,2,0,632,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 615","Rouleau",28,20,150,2,4,0,204,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan"," 616","Crestwynd",13,16,116,1,0,0,146,
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan",,"Group 1/Groupe 1",31,61,61,6,3,4,166,78
47005,"Moose Jaw--Lake Centre--Lanigan/Moose Jaw--Lake Centre--Lanigan",,"Group 2/Groupe 2",751,343,1107,58,18,40,2317,
