Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Anne Jamieson,Jenny Kwan,James Low,Peter Marcus,D. Alex Millar,Wes Regan,Shawn Vulliez,Edward Wong,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59035,"Vancouver East/Vancouver-Est"," 16","Vancouver",1,33,22,0,0,13,1,58,0,128,388
59035,"Vancouver East/Vancouver-Est"," 17","Vancouver",2,116,44,0,1,34,0,177,0,374,710
59035,"Vancouver East/Vancouver-Est"," 18","Vancouver",1,75,14,0,1,19,0,59,2,171,462
59035,"Vancouver East/Vancouver-Est"," 19","Vancouver",1,103,16,0,1,17,2,88,2,230,531
59035,"Vancouver East/Vancouver-Est"," 20","Vancouver",1,83,13,0,0,12,1,41,1,152,426
59035,"Vancouver East/Vancouver-Est"," 21","Vancouver",1,101,43,1,0,25,0,121,1,293,514
59035,"Vancouver East/Vancouver-Est"," 22","Vancouver",1,90,45,0,0,14,0,99,1,250,513
59035,"Vancouver East/Vancouver-Est"," 23","Vancouver",0,72,43,1,0,11,0,130,1,258,545
59035,"Vancouver East/Vancouver-Est"," 24","Vancouver",0,76,10,1,0,9,0,57,2,155,397
59035,"Vancouver East/Vancouver-Est"," 25","Vancouver",2,83,9,3,0,15,0,63,0,175,467
59035,"Vancouver East/Vancouver-Est"," 26","Vancouver",3,74,32,0,0,20,1,80,2,212,432
59035,"Vancouver East/Vancouver-Est"," 27","Vancouver",2,66,44,1,2,17,0,127,2,261,477
59035,"Vancouver East/Vancouver-Est"," 28","Vancouver",1,43,4,2,1,11,0,57,0,119,352
59035,"Vancouver East/Vancouver-Est"," 29","Vancouver",0,27,7,0,0,6,0,24,0,64,238
59035,"Vancouver East/Vancouver-Est"," 30","Vancouver",1,58,9,0,1,13,0,61,2,145,437
59035,"Vancouver East/Vancouver-Est"," 31","Vancouver",0,36,25,2,0,10,3,25,0,101,344
59035,"Vancouver East/Vancouver-Est"," 32","Vancouver",1,44,19,0,0,5,0,35,2,106,448
59035,"Vancouver East/Vancouver-Est"," 33","Vancouver",1,54,10,4,0,12,1,43,1,126,449
59035,"Vancouver East/Vancouver-Est"," 34","Vancouver",2,103,13,1,2,23,0,54,4,202,447
59035,"Vancouver East/Vancouver-Est"," 35","Vancouver",1,116,19,0,0,20,0,44,0,200,353
59035,"Vancouver East/Vancouver-Est"," 36","Vancouver",3,156,18,2,0,7,1,51,3,241,501
59035,"Vancouver East/Vancouver-Est"," 37","Vancouver",1,49,14,1,0,15,0,27,1,108,362
59035,"Vancouver East/Vancouver-Est"," 38","Vancouver",2,141,11,0,0,38,0,42,0,234,471
59035,"Vancouver East/Vancouver-Est"," 39","Vancouver",1,115,7,0,0,37,0,52,0,212,402
59035,"Vancouver East/Vancouver-Est"," 40","Vancouver",1,119,16,1,1,25,0,32,0,195,383
59035,"Vancouver East/Vancouver-Est"," 41","Vancouver",0,149,2,1,0,28,1,46,0,227,401
59035,"Vancouver East/Vancouver-Est"," 42","Vancouver",1,131,17,0,1,42,0,55,0,247,483
59035,"Vancouver East/Vancouver-Est"," 43","Vancouver",1,144,8,1,0,23,0,34,0,211,474
59035,"Vancouver East/Vancouver-Est"," 44","Vancouver",0,127,25,0,0,23,0,70,0,245,495
59035,"Vancouver East/Vancouver-Est"," 45","Vancouver",0,84,15,1,1,17,0,39,1,158,404
59035,"Vancouver East/Vancouver-Est"," 46","Vancouver",1,115,17,1,0,17,2,61,3,217,450
59035,"Vancouver East/Vancouver-Est"," 47","Vancouver",2,124,16,0,1,17,0,51,0,211,410
59035,"Vancouver East/Vancouver-Est"," 48","Vancouver",0,115,21,0,0,35,1,60,1,233,412
59035,"Vancouver East/Vancouver-Est"," 49","Vancouver",0,141,14,3,0,21,0,66,1,246,438
59035,"Vancouver East/Vancouver-Est"," 50","Vancouver",1,170,8,0,0,22,0,46,1,248,463
59035,"Vancouver East/Vancouver-Est"," 51","Vancouver",0,97,8,0,0,38,2,35,7,187,301
59035,"Vancouver East/Vancouver-Est"," 52","Vancouver",1,100,15,1,1,22,1,31,1,173,369
59035,"Vancouver East/Vancouver-Est"," 53","Vancouver",0,125,12,1,0,20,1,62,1,222,458
59035,"Vancouver East/Vancouver-Est"," 54","Vancouver",0,121,33,1,1,35,0,59,0,250,417
59035,"Vancouver East/Vancouver-Est"," 55","Vancouver",0,127,13,1,1,27,1,59,0,229,430
59035,"Vancouver East/Vancouver-Est"," 56","Vancouver",3,158,18,0,0,28,2,64,1,274,457
59035,"Vancouver East/Vancouver-Est"," 57","Vancouver",2,135,24,1,2,22,0,49,0,235,387
59035,"Vancouver East/Vancouver-Est"," 58","Vancouver",0,122,36,1,4,20,2,60,2,247,371
59035,"Vancouver East/Vancouver-Est"," 59","Vancouver",0,100,20,2,2,31,1,50,0,206,395
59035,"Vancouver East/Vancouver-Est"," 60","Vancouver",1,115,36,1,0,16,0,65,2,236,450
59035,"Vancouver East/Vancouver-Est"," 61","Vancouver",1,96,43,2,2,38,0,80,0,262,459
59035,"Vancouver East/Vancouver-Est"," 62","Vancouver",1,120,30,2,1,22,2,57,1,236,427
59035,"Vancouver East/Vancouver-Est"," 63","Vancouver",2,127,30,2,2,15,2,77,1,258,431
59035,"Vancouver East/Vancouver-Est"," 64","Vancouver",1,120,38,2,0,17,0,60,1,239,424
59035,"Vancouver East/Vancouver-Est"," 65","Vancouver",0,127,36,2,1,27,1,66,2,262,465
59035,"Vancouver East/Vancouver-Est"," 66","Vancouver",3,115,49,3,0,13,1,64,6,254,439
59035,"Vancouver East/Vancouver-Est"," 67","Vancouver",1,105,34,3,3,21,4,57,2,230,440
59035,"Vancouver East/Vancouver-Est"," 68","Vancouver",0,81,32,1,2,12,0,82,2,212,450
59035,"Vancouver East/Vancouver-Est"," 69","Vancouver",2,131,9,1,1,25,0,44,1,214,419
59035,"Vancouver East/Vancouver-Est"," 70","Vancouver",0,119,12,2,0,32,0,57,2,224,429
59035,"Vancouver East/Vancouver-Est"," 71","Vancouver",0,107,30,1,0,27,0,71,2,238,380
59035,"Vancouver East/Vancouver-Est"," 72","Vancouver",1,113,36,1,0,9,1,56,2,219,424
59035,"Vancouver East/Vancouver-Est"," 73","Vancouver",0,107,19,1,0,26,0,49,1,203,404
59035,"Vancouver East/Vancouver-Est"," 74","Vancouver",0,79,20,1,2,18,1,57,3,181,419
59035,"Vancouver East/Vancouver-Est"," 75","Vancouver",2,103,17,0,0,17,0,65,1,205,395
59035,"Vancouver East/Vancouver-Est"," 76","Vancouver",0,99,35,0,0,22,2,66,3,227,424
59035,"Vancouver East/Vancouver-Est"," 77","Vancouver",1,73,41,0,0,9,1,51,0,176,377
59035,"Vancouver East/Vancouver-Est"," 78","Vancouver",1,95,37,2,0,7,1,72,0,215,420
59035,"Vancouver East/Vancouver-Est"," 79","Vancouver",0,174,16,0,2,52,4,73,1,322,499
59035,"Vancouver East/Vancouver-Est"," 80","Vancouver",0,149,3,0,1,38,0,39,0,230,379
59035,"Vancouver East/Vancouver-Est"," 81","Vancouver",0,139,18,1,0,51,1,57,0,267,411
59035,"Vancouver East/Vancouver-Est"," 82","Vancouver",0,130,12,0,1,40,0,45,0,228,409
59035,"Vancouver East/Vancouver-Est"," 83","Vancouver",1,127,12,0,0,34,2,65,0,241,436
59035,"Vancouver East/Vancouver-Est"," 84","Vancouver",1,121,12,0,1,31,1,71,0,238,370
59035,"Vancouver East/Vancouver-Est"," 85","Vancouver",0,134,9,1,0,32,0,56,0,232,383
59035,"Vancouver East/Vancouver-Est"," 86","Vancouver",0,125,5,0,0,41,0,36,1,208,355
59035,"Vancouver East/Vancouver-Est"," 87","Vancouver",2,136,8,0,0,20,1,52,2,221,400
59035,"Vancouver East/Vancouver-Est"," 88","Vancouver",2,170,3,1,1,42,1,60,2,282,486
59035,"Vancouver East/Vancouver-Est"," 89","Vancouver",0,156,9,0,0,24,1,57,0,247,406
59035,"Vancouver East/Vancouver-Est"," 90","Vancouver",2,83,31,0,1,5,0,54,8,184,410
59035,"Vancouver East/Vancouver-Est"," 91","Vancouver",1,158,9,3,1,37,0,54,0,263,452
59035,"Vancouver East/Vancouver-Est"," 92","Vancouver",0,95,4,2,1,22,1,42,0,167,330
59035,"Vancouver East/Vancouver-Est"," 93","Vancouver",0,149,5,1,0,26,2,62,3,248,462
59035,"Vancouver East/Vancouver-Est"," 94","Vancouver",1,178,9,0,0,45,2,76,2,313,553
59035,"Vancouver East/Vancouver-Est"," 95","Vancouver",1,129,25,0,1,26,1,56,0,239,415
59035,"Vancouver East/Vancouver-Est"," 96","Vancouver",0,147,8,3,1,34,1,57,3,254,409
59035,"Vancouver East/Vancouver-Est"," 97","Vancouver",0,128,20,0,0,37,1,83,2,271,454
59035,"Vancouver East/Vancouver-Est"," 98","Vancouver",2,126,12,0,0,40,1,53,0,234,392
59035,"Vancouver East/Vancouver-Est"," 99","Vancouver",0,131,8,3,0,35,1,60,0,238,377
59035,"Vancouver East/Vancouver-Est"," 100","Vancouver",0,107,43,2,0,23,0,61,2,238,415
59035,"Vancouver East/Vancouver-Est"," 101","Vancouver",0,126,18,1,0,31,2,60,0,238,416
59035,"Vancouver East/Vancouver-Est"," 102","Vancouver",0,121,32,5,0,25,0,47,2,232,375
59035,"Vancouver East/Vancouver-Est"," 103","Vancouver",1,88,27,2,0,24,0,67,1,210,390
59035,"Vancouver East/Vancouver-Est"," 104","Vancouver",2,113,40,1,1,19,1,85,6,268,429
59035,"Vancouver East/Vancouver-Est"," 105","Vancouver",0,113,20,1,0,22,1,65,0,222,411
59035,"Vancouver East/Vancouver-Est"," 106","Vancouver",1,65,40,0,0,18,0,90,0,214,416
59035,"Vancouver East/Vancouver-Est"," 107","Vancouver",1,85,69,2,1,13,0,70,1,242,433
59035,"Vancouver East/Vancouver-Est"," 108","Vancouver",0,78,32,2,3,12,0,72,0,199,379
59035,"Vancouver East/Vancouver-Est"," 109","Vancouver",0,90,51,0,0,9,0,60,2,212,436
59035,"Vancouver East/Vancouver-Est"," 110","Vancouver",0,76,71,0,0,11,0,86,0,244,456
59035,"Vancouver East/Vancouver-Est"," 111","Vancouver",0,79,40,1,0,11,0,70,2,203,410
59035,"Vancouver East/Vancouver-Est"," 112","Vancouver",2,94,60,1,0,11,0,92,2,262,460
59035,"Vancouver East/Vancouver-Est"," 113","Vancouver",1,88,51,3,0,10,3,58,3,217,403
59035,"Vancouver East/Vancouver-Est"," 114","Vancouver",6,82,61,1,1,22,2,77,4,256,496
59035,"Vancouver East/Vancouver-Est"," 115","Vancouver",2,88,80,4,0,6,0,82,2,264,467
59035,"Vancouver East/Vancouver-Est"," 116","Vancouver",2,59,44,1,1,9,0,80,1,197,411
59035,"Vancouver East/Vancouver-Est"," 117","Vancouver",1,115,30,2,0,7,0,71,1,227,474
59035,"Vancouver East/Vancouver-Est"," 118","Vancouver",0,83,63,1,0,12,0,58,1,218,458
59035,"Vancouver East/Vancouver-Est"," 119","Vancouver",3,56,51,0,0,8,0,66,1,185,397
59035,"Vancouver East/Vancouver-Est"," 120","Vancouver",1,52,32,0,1,9,0,56,2,153,355
59035,"Vancouver East/Vancouver-Est"," 121","Vancouver",2,78,48,1,3,12,1,65,1,211,443
59035,"Vancouver East/Vancouver-Est"," 122","Vancouver",1,75,30,2,0,6,1,70,1,186,401
59035,"Vancouver East/Vancouver-Est"," 123","Vancouver",0,69,37,2,0,8,0,83,3,202,467
59035,"Vancouver East/Vancouver-Est"," 124","Vancouver",2,64,31,2,0,11,0,29,1,140,284
59035,"Vancouver East/Vancouver-Est"," 125A","Vancouver",1,97,27,0,0,8,0,52,0,185,361
59035,"Vancouver East/Vancouver-Est"," 125B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,,,19
59035,"Vancouver East/Vancouver-Est"," 126","Vancouver",0,79,69,0,1,25,0,97,1,272,436
59035,"Vancouver East/Vancouver-Est"," 127","Vancouver",0,115,47,2,0,23,1,95,0,283,443
59035,"Vancouver East/Vancouver-Est"," 128","Vancouver",0,92,45,1,3,25,2,98,1,267,418
59035,"Vancouver East/Vancouver-Est"," 129","Vancouver",0,62,30,4,0,11,1,95,0,203,417
59035,"Vancouver East/Vancouver-Est"," 130","Vancouver",0,70,35,3,1,12,1,83,0,205,407
59035,"Vancouver East/Vancouver-Est"," 131","Vancouver",0,65,52,0,1,10,1,75,4,208,418
59035,"Vancouver East/Vancouver-Est"," 132","Vancouver",1,60,48,1,2,9,0,64,2,187,399
59035,"Vancouver East/Vancouver-Est"," 133","Vancouver",2,52,46,0,0,11,0,77,3,191,426
59035,"Vancouver East/Vancouver-Est"," 134","Vancouver",4,81,51,0,0,10,0,57,3,206,427
59035,"Vancouver East/Vancouver-Est"," 135","Vancouver",0,71,56,1,0,9,0,83,1,221,463
59035,"Vancouver East/Vancouver-Est"," 136","Vancouver",0,59,40,1,0,7,1,67,1,176,414
59035,"Vancouver East/Vancouver-Est"," 137","Vancouver",4,68,56,1,0,5,0,54,1,189,407
59035,"Vancouver East/Vancouver-Est"," 138","Vancouver",0,132,35,4,0,12,4,76,2,265,448
59035,"Vancouver East/Vancouver-Est"," 139","Vancouver",2,112,38,0,5,4,0,75,2,238,461
59035,"Vancouver East/Vancouver-Est"," 140","Vancouver",2,81,43,2,0,28,0,87,0,243,437
59035,"Vancouver East/Vancouver-Est"," 141","Vancouver",0,82,38,3,2,13,0,77,0,215,430
59035,"Vancouver East/Vancouver-Est"," 142","Vancouver",3,68,50,1,1,9,0,76,1,209,454
59035,"Vancouver East/Vancouver-Est"," 143","Vancouver",0,75,49,0,1,7,0,83,0,215,410
59035,"Vancouver East/Vancouver-Est"," 144","Vancouver",1,86,41,0,1,6,3,57,1,196,438
59035,"Vancouver East/Vancouver-Est"," 145","Vancouver",0,67,34,0,0,10,0,38,2,151,358
59035,"Vancouver East/Vancouver-Est"," 146","Vancouver",0,104,57,1,1,11,0,93,0,267,617
59035,"Vancouver East/Vancouver-Est"," 147","Vancouver",1,76,39,1,0,10,1,62,3,193,406
59035,"Vancouver East/Vancouver-Est"," 148","Vancouver",1,79,24,2,0,6,2,50,1,165,383
59035,"Vancouver East/Vancouver-Est"," 149","Vancouver",1,119,25,0,0,41,0,80,0,266,455
59035,"Vancouver East/Vancouver-Est"," 150","Vancouver",1,150,24,1,0,48,4,85,0,313,580
59035,"Vancouver East/Vancouver-Est"," 151","Vancouver",4,131,23,4,2,29,1,48,2,244,455
59035,"Vancouver East/Vancouver-Est"," 152","Vancouver",4,102,35,1,0,20,0,69,1,232,431
59035,"Vancouver East/Vancouver-Est"," 153","Vancouver",0,146,20,3,0,15,0,44,1,229,443
59035,"Vancouver East/Vancouver-Est"," 154","Vancouver",0,130,23,0,0,19,0,79,1,252,489
59035,"Vancouver East/Vancouver-Est"," 155","Vancouver",0,112,21,1,0,26,1,71,2,234,448
59035,"Vancouver East/Vancouver-Est"," 156","Vancouver",0,145,8,0,0,16,2,61,0,232,436
59035,"Vancouver East/Vancouver-Est"," 157","Vancouver",0,151,12,0,0,29,2,59,1,254,458
59035,"Vancouver East/Vancouver-Est"," 158","Vancouver",1,122,11,0,0,24,1,65,0,224,423
59035,"Vancouver East/Vancouver-Est"," 159","Vancouver",1,114,15,2,0,16,2,50,1,201,394
59035,"Vancouver East/Vancouver-Est"," 160","Vancouver",0,102,26,2,0,19,3,48,1,201,389
59035,"Vancouver East/Vancouver-Est"," 161","Vancouver",2,118,30,1,0,22,1,71,3,248,489
59035,"Vancouver East/Vancouver-Est"," 162","Vancouver",1,97,23,1,0,34,1,65,2,224,363
59035,"Vancouver East/Vancouver-Est"," 163","Vancouver",1,135,28,1,0,24,0,76,4,269,500
59035,"Vancouver East/Vancouver-Est"," 164","Vancouver",1,108,18,1,0,21,1,61,2,213,396
59035,"Vancouver East/Vancouver-Est"," 165","Vancouver",0,111,14,1,2,20,0,47,0,195,369
59035,"Vancouver East/Vancouver-Est"," 166","Vancouver",1,133,23,2,1,12,1,75,4,252,431
59035,"Vancouver East/Vancouver-Est"," 167","Vancouver",0,106,8,0,0,33,0,44,2,193,477
59035,"Vancouver East/Vancouver-Est"," 168","Vancouver",2,135,11,1,1,32,2,82,1,267,522
59035,"Vancouver East/Vancouver-Est"," 169","Vancouver",0,146,23,0,0,22,1,56,3,251,491
59035,"Vancouver East/Vancouver-Est"," 170","Vancouver",0,115,18,0,1,13,0,53,3,203,425
59035,"Vancouver East/Vancouver-Est"," 171","Vancouver",1,120,16,0,2,17,2,46,6,210,457
59035,"Vancouver East/Vancouver-Est"," 172","Vancouver",1,115,29,0,1,22,1,126,0,295,468
59035,"Vancouver East/Vancouver-Est"," 173","Vancouver",0,86,16,0,0,15,0,48,0,165,319
59035,"Vancouver East/Vancouver-Est"," 174","Vancouver",1,106,12,0,0,16,2,48,0,185,385
59035,"Vancouver East/Vancouver-Est"," 175","Vancouver",1,93,14,3,0,9,1,50,0,171,407
59035,"Vancouver East/Vancouver-Est"," 176","Vancouver",1,80,21,2,0,18,0,56,0,178,422
59035,"Vancouver East/Vancouver-Est"," 177","Vancouver",0,150,12,0,1,26,2,67,1,259,437
59035,"Vancouver East/Vancouver-Est"," 178","Vancouver",0,179,19,1,1,26,0,120,0,346,505
59035,"Vancouver East/Vancouver-Est"," 179","Vancouver",1,105,19,0,0,23,3,54,0,205,376
59035,"Vancouver East/Vancouver-Est"," 180","Vancouver",0,135,22,1,0,32,0,85,2,277,514
59035,"Vancouver East/Vancouver-Est"," 181","Vancouver",0,139,24,1,1,23,1,103,0,292,484
59035,"Vancouver East/Vancouver-Est"," 182","Vancouver",0,153,25,0,0,33,1,142,1,355,480
59035,"Vancouver East/Vancouver-Est"," 183","Vancouver",2,137,17,0,0,25,1,78,0,260,475
59035,"Vancouver East/Vancouver-Est"," 184","Vancouver",1,107,19,0,0,20,1,69,4,221,426
59035,"Vancouver East/Vancouver-Est"," 185","Vancouver",0,116,24,0,1,30,1,85,2,259,476
59035,"Vancouver East/Vancouver-Est"," 186","Vancouver",1,113,11,0,1,19,0,49,0,194,421
59035,"Vancouver East/Vancouver-Est"," 187","Vancouver",0,126,18,0,0,23,1,61,5,234,434
59035,"Vancouver East/Vancouver-Est"," 188A","Vancouver",0,75,18,1,0,11,0,50,0,155,291
59035,"Vancouver East/Vancouver-Est"," 188B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,,,,73
59035,"Vancouver East/Vancouver-Est"," 189","Vancouver",1,76,9,1,1,8,0,29,3,128,259
59035,"Vancouver East/Vancouver-Est"," 190","Vancouver",0,122,20,0,0,29,0,81,1,253,477
59035,"Vancouver East/Vancouver-Est"," 191","Vancouver",2,172,22,1,0,29,3,60,3,292,480
59035,"Vancouver East/Vancouver-Est"," 192","Vancouver",2,123,13,1,1,19,2,69,2,232,400
59035,"Vancouver East/Vancouver-Est"," 193","Vancouver",0,165,20,0,1,14,0,61,1,262,440
59035,"Vancouver East/Vancouver-Est"," 194","Vancouver",1,126,14,0,0,16,0,82,2,241,423
59035,"Vancouver East/Vancouver-Est"," 195","Vancouver",1,131,26,3,0,11,0,62,1,235,443
59035,"Vancouver East/Vancouver-Est"," 196","Vancouver",0,160,19,2,2,13,0,66,1,263,537
59035,"Vancouver East/Vancouver-Est"," 197","Vancouver",2,101,27,1,1,16,0,82,1,231,466
59035,"Vancouver East/Vancouver-Est"," 198","Vancouver",0,124,11,1,1,30,0,68,0,235,451
59035,"Vancouver East/Vancouver-Est"," 199","Vancouver",1,118,22,1,1,15,0,96,0,254,444
59035,"Vancouver East/Vancouver-Est"," 200","Vancouver",0,135,26,0,0,32,0,62,0,255,477
59035,"Vancouver East/Vancouver-Est"," 201","Vancouver",0,93,17,1,1,16,0,57,0,185,387
59035,"Vancouver East/Vancouver-Est"," 202","Vancouver",0,135,16,1,1,27,1,56,0,237,412
59035,"Vancouver East/Vancouver-Est"," 203","Vancouver",2,147,22,0,0,17,0,69,1,258,455
59035,"Vancouver East/Vancouver-Est"," 204","Vancouver",3,120,29,0,0,20,0,75,2,249,469
59035,"Vancouver East/Vancouver-Est"," 205","Vancouver",0,132,23,0,0,24,2,59,1,241,438
59035,"Vancouver East/Vancouver-Est"," 500","Mobile poll/Bureau itinérant",1,8,43,1,0,1,0,18,0,72,119
59035,"Vancouver East/Vancouver-Est"," 501","Mobile poll/Bureau itinérant",1,17,50,2,0,2,0,8,5,85,200
59035,"Vancouver East/Vancouver-Est"," 502","Mobile poll/Bureau itinérant",1,23,10,1,2,4,0,33,5,79,99
59035,"Vancouver East/Vancouver-Est"," 503","Mobile poll/Bureau itinérant",1,56,49,2,1,13,0,41,0,163,253
59035,"Vancouver East/Vancouver-Est"," 504","Mobile poll/Bureau itinérant",2,38,17,0,1,4,0,33,1,96,132
59035,"Vancouver East/Vancouver-Est"," 505","Mobile poll/Bureau itinérant",1,12,6,3,1,4,0,25,0,52,67
59035,"Vancouver East/Vancouver-Est"," 506","Mobile poll/Bureau itinérant",2,45,21,0,3,11,0,31,10,123,93
59035,"Vancouver East/Vancouver-Est"," 507","Mobile poll/Bureau itinérant",2,40,13,0,1,1,0,20,6,83,132
59035,"Vancouver East/Vancouver-Est"," 600","Vancouver",1,297,51,2,1,47,2,190,1,592,
59035,"Vancouver East/Vancouver-Est"," 601","Vancouver",0,453,42,2,0,62,1,107,5,672,
59035,"Vancouver East/Vancouver-Est"," 602","Vancouver",4,545,34,3,4,75,2,180,9,856,
59035,"Vancouver East/Vancouver-Est"," 603","Vancouver",2,583,52,2,1,96,3,136,5,880,
59035,"Vancouver East/Vancouver-Est"," 604","Vancouver",2,482,63,2,0,73,2,158,4,786,
59035,"Vancouver East/Vancouver-Est"," 605","Vancouver",3,594,69,2,1,94,4,181,0,948,
59035,"Vancouver East/Vancouver-Est"," 606","Vancouver",3,399,136,5,1,42,3,223,10,822,
59035,"Vancouver East/Vancouver-Est"," 607","Vancouver",1,329,119,4,1,35,2,179,10,680,
59035,"Vancouver East/Vancouver-Est"," 608","Vancouver",0,546,34,1,1,86,5,117,0,790,
59035,"Vancouver East/Vancouver-Est"," 609","Vancouver",1,542,120,6,1,70,1,218,6,965,
59035,"Vancouver East/Vancouver-Est"," 610","Vancouver",1,567,40,2,1,93,1,135,4,844,
59035,"Vancouver East/Vancouver-Est"," 611","Vancouver",0,723,81,4,2,102,4,227,4,1147,
59035,"Vancouver East/Vancouver-Est"," 612","Vancouver",1,2,2,272,72,78,0,766,8,1201,
59035,"Vancouver East/Vancouver-Est",,"Group 1/Groupe 1",1,111,17,0,2,23,0,74,10,238,271
59035,"Vancouver East/Vancouver-Est",,"Group 2/Groupe 2",4,1260,122,6,5,221,13,404,37,2072,
