Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Cannings,Connie Denesiuk,Brian Gray,Marshall Neufeld,Samantha Troy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 60","Penticton",79,88,2,51,21,0,241,574
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 61","Penticton",73,71,5,36,13,0,198,442
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 62","Penticton",81,70,2,62,11,2,228,561
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 63","Penticton",54,79,3,50,15,1,202,397
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 64","Penticton",80,72,0,52,11,3,218,467
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 65","Penticton",60,57,1,38,6,0,162,373
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 66","Penticton",42,63,1,32,7,0,145,330
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 67","Penticton",54,65,0,55,7,1,182,445
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 68","Penticton",51,53,1,64,6,1,176,382
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 69","Penticton",60,73,3,44,7,1,188,404
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 70","Penticton",45,50,2,88,11,0,196,476
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 71","Penticton",33,57,2,83,4,3,182,524
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 72","Penticton 1",64,45,0,40,4,0,153,318
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 73","Penticton 1",58,56,0,42,4,1,161,297
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 74","Penticton",52,78,0,75,6,0,211,574
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 75","Penticton",67,75,1,45,11,0,199,447
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 76","Penticton",55,65,0,58,8,0,186,409
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 77","Penticton",49,80,2,65,8,0,204,410
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 78","Penticton",86,94,0,64,7,0,251,487
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 79","Penticton",78,83,2,66,7,0,236,414
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 80","Penticton",87,88,1,91,4,1,272,470
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 81","Penticton",62,85,3,66,7,0,223,447
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 82","Penticton",83,76,0,48,13,0,220,450
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 83","Penticton",54,56,3,30,7,0,150,313
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 84","Penticton",70,84,6,66,7,0,233,462
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 85","Penticton",83,86,1,59,7,1,237,417
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 86","Penticton",80,72,3,68,9,0,232,447
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 87","Penticton",50,69,0,34,7,0,160,321
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 88","Penticton",66,91,2,74,8,0,241,603
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 89","Okanagan-Similkameen D",16,50,0,41,4,0,111,230
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 90","Penticton",55,66,1,74,5,1,202,455
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 91","Penticton",74,68,1,95,7,0,245,509
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 92","Okanagan-Similkameen D",39,71,1,80,2,0,193,374
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 93","Penticton",28,36,0,47,4,0,115,272
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 94","Penticton",44,47,2,67,5,1,166,351
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 95","Penticton",48,58,0,41,6,1,154,387
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 96","Penticton",11,21,0,12,0,0,44,169
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 97","Penticton",55,62,2,60,4,0,183,399
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 98","Penticton",36,76,1,54,2,0,169,359
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 99","Penticton",50,79,2,63,7,2,203,535
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 100A","Penticton",64,89,1,79,10,0,243,560
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 100B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505,,,,,,,128
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 101","Penticton",31,64,0,55,7,1,158,394
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 102","Penticton",50,78,0,60,10,1,199,509
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 103","Penticton",46,33,0,67,4,0,150,466
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 104","Penticton",47,40,3,70,6,2,168,333
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 105","Penticton",36,39,1,45,12,0,133,274
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 106","Penticton",56,63,3,58,7,0,187,421
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 107","Penticton 1",14,32,0,22,2,0,70,179
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 108","Kaleden",60,38,0,34,3,0,135,294
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 109","Kaleden",75,61,0,76,13,2,227,347
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 110","Kaleden",86,87,3,94,8,0,278,409
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 111","Kaleden",70,78,2,85,7,0,242,504
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 112","Okanagan Falls",44,76,3,63,9,0,195,395
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 113","Okanagan Falls",54,51,0,67,2,0,174,343
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 114","Okanagan Falls",70,61,3,74,8,1,217,452
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 115","Okanagan Falls",45,49,1,35,8,0,138,305
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 116","Okanagan Falls",31,48,2,60,8,0,149,306
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 117","Okanagan Falls",27,52,0,55,10,0,144,315
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 118","Okanagan Falls",54,45,3,52,4,0,158,323
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 119","Okanagan Falls",34,52,1,67,3,0,157,366
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 120","Okanagan Falls",22,46,0,64,6,0,138,284
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 121","Beaverdell",46,52,1,67,15,1,182,305
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 122A","Oliver",35,47,3,84,5,1,175,368
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 122B","Oliver",47,51,2,104,11,0,215,409
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 123","Oliver",69,89,2,75,13,0,248,505
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 124","Oliver",8,11,0,10,0,0,29,82
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 125","Oliver",22,33,1,54,4,0,114,272
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 126","Oliver",30,29,0,42,3,0,104,192
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 127","Oliver",28,38,0,54,10,0,130,309
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 128","Oliver",28,46,1,54,6,1,136,338
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 129","Oliver",56,59,2,91,17,0,225,443
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 130","Oliver",23,16,0,14,1,0,54,128
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 131","Oliver",28,55,1,55,2,0,141,252
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 132","Oliver",62,53,1,44,13,0,173,324
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 133","Oliver",55,76,2,84,17,0,234,466
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 134","Oliver",58,69,2,52,12,0,193,413
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 135","Oliver",49,58,1,45,15,1,169,353
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 136","Oliver",8,38,0,41,1,0,88,189
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 137","Oliver",39,41,0,53,5,0,138,260
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 138A","Oliver",59,78,1,38,8,1,185,364
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 138B","Oliver",44,49,1,46,6,1,147,296
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 139","Oliver",31,49,1,42,15,1,139,294
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 140","Oliver",43,89,1,68,5,0,206,415
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 141","Oliver",28,67,0,36,6,0,137,271
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 142","Oliver",55,71,2,69,13,3,213,455
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 143","Westbridge",35,30,1,38,13,0,117,249
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 144","Bridesville",26,15,0,44,5,1,91,195
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 145","Osoyoos",11,34,0,39,2,0,86,225
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 146","Osoyoos",29,40,1,60,8,0,138,315
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 147A","Osoyoos",21,45,0,50,4,0,120,287
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 147B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506,,,,,,,30
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 148","Osoyoos",37,72,0,79,6,0,194,427
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 149","Osoyoos",47,74,1,90,10,4,226,493
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 150","Osoyoos",42,36,0,52,12,1,143,316
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 151","Osoyoos",34,50,1,41,6,0,132,316
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 152","Osoyoos",25,33,0,54,6,0,118,286
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 153","Osoyoos",36,64,1,59,8,0,168,379
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 154","Osoyoos",34,52,0,45,6,0,137,306
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 155","Osoyoos",24,42,1,44,10,0,121,335
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 156","Osoyoos",23,67,1,75,8,2,176,433
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 157","Osoyoos",44,67,0,75,5,0,191,353
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 158","Osoyoos",38,48,0,94,11,0,191,426
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 159","Osoyoos",39,43,2,52,5,0,141,344
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 160","Osoyoos",32,56,0,51,5,0,144,365
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 161","Osoyoos",26,46,0,62,9,1,144,302
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 162","Rock Creek",57,53,0,91,20,1,222,396
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 163","Greenwood",72,61,2,111,17,1,264,399
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 164","Greenwood",74,68,2,72,17,0,233,409
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 165","West Midway",46,59,0,59,11,1,176,271
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 166","West Midway",33,42,1,57,8,0,141,227
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 167","Castlegar",73,43,0,33,3,0,152,281
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 168","Castlegar",63,35,1,20,6,0,125,268
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 169","Castlegar",144,56,1,26,13,1,241,517
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 170","Castlegar",124,69,0,37,9,1,240,475
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 171","Castlegar",129,61,0,36,5,0,231,432
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 172","Castlegar",107,72,0,60,7,0,246,460
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 173","Castlegar",53,45,1,51,6,0,156,350
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 174","Ootischenia",70,35,4,47,12,2,170,336
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 175","Ootischenia",67,52,0,45,13,0,177,292
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 176","Ootischenia",104,50,1,59,4,0,218,378
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 177","Castlegar",94,51,0,57,8,0,210,425
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 178","Castlegar",96,46,0,58,7,0,207,422
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 179","Castlegar",115,55,0,45,7,0,222,396
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 180","Castlegar",116,88,0,49,7,1,261,458
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 181","Castlegar",97,90,0,86,7,2,282,503
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 182","Castlegar",71,39,2,53,6,0,171,353
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 183","Ootischenia",74,42,0,54,10,0,180,356
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 184","Crescent Valley",93,19,1,7,6,0,126,271
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 185","Crescent Valley",121,42,2,17,9,1,192,382
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 186","Crescent Valley",86,46,0,11,9,0,152,285
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 187","Shoreacres",129,42,0,34,7,1,213,357
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 188","Thrums",121,57,1,38,7,0,224,493
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 189","Thrums",65,27,3,21,11,1,128,265
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 190","Tarrys",108,43,0,19,6,0,176,451
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 191","Slocan Park",128,39,3,18,7,0,195,488
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 192","Christina Lake",94,73,1,92,12,0,272,444
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 193","Christina Lake",65,50,0,73,12,0,200,310
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 194","Christina Lake",89,77,1,91,18,0,276,412
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 195","Grand Forks",62,34,0,34,10,1,141,302
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 196","Grand Forks",69,76,0,65,4,0,214,496
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 197A","Grand Forks",61,52,1,48,14,0,176,394
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 197B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508,,,,,,,10
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 198","Grand Forks",63,52,3,54,16,0,188,431
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 199","Grand Forks",68,43,0,61,14,0,186,400
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 200","Rossland",54,46,1,30,13,0,144,277
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 201","Rossland",80,43,1,22,11,0,157,265
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 202","Rossland",94,60,1,21,11,0,187,335
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 203","Rossland",117,40,2,20,13,1,193,336
59029,"South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest"," 204","Rossland",129,48,1,13,14,0,205,428
