Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jasvir Deol,Peter Downing,Ralph McLean,Allen K.W. Paley,Naomi Rankin,Amarjeet Sohi,Colin Stubbs,Tim Uppal,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 18","Edmonton",17,2,6,2,0,110,0,82,5,224,418
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 19","Edmonton",29,2,4,5,0,95,3,87,0,225,385
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 20","Edmonton",15,0,5,3,1,119,1,83,1,228,348
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 21","Edmonton",30,3,2,1,0,144,0,77,0,257,445
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 22","Edmonton",17,0,2,0,0,108,0,70,2,199,384
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 23","Edmonton",26,0,6,5,0,63,3,86,2,191,380
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 24","Edmonton",18,0,9,1,0,63,2,84,0,177,335
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 25","Edmonton",16,5,5,1,0,74,4,61,1,167,336
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 26","Edmonton",36,3,7,2,0,93,6,107,1,255,424
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 27","Edmonton",32,2,2,1,1,94,3,107,4,246,459
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 28","Edmonton",36,1,8,2,0,114,3,93,0,257,441
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 29","Edmonton",20,0,1,0,0,91,1,93,1,207,352
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 30","Edmonton",37,2,6,2,1,141,3,145,1,338,515
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 31","Edmonton",25,0,3,1,0,121,2,104,1,257,438
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 32","Edmonton",43,3,6,3,0,103,3,128,0,289,414
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 33","Edmonton",43,3,6,0,0,128,9,122,0,311,495
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 34","Edmonton",29,1,2,0,0,69,0,125,4,230,428
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 35A","Edmonton",20,0,4,0,1,82,2,70,1,180,297
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 35B","Edmonton",26,0,3,1,0,54,4,75,1,164,314
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 36","Edmonton",18,2,7,2,0,101,2,85,2,219,419
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 37","Edmonton",31,0,5,3,0,102,3,82,1,227,471
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 38","Edmonton",21,1,4,0,0,118,2,103,3,252,460
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 39","Edmonton",26,2,6,0,0,100,4,98,0,236,453
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 40","Edmonton",28,1,7,2,3,96,3,118,4,262,469
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 41","Edmonton",40,1,4,2,0,103,2,90,2,244,439
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 42","Edmonton",28,0,4,1,0,139,4,115,1,292,526
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 43","Edmonton",17,0,2,2,0,104,1,121,1,248,472
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 44","Edmonton",37,0,3,0,0,141,1,65,1,248,522
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 45","Edmonton",25,4,7,0,0,122,0,112,1,271,550
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 46","Edmonton",45,0,5,0,1,179,2,80,0,312,616
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 47","Edmonton",17,1,1,1,0,70,0,100,1,191,411
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 48","Edmonton",21,1,10,3,0,77,5,62,2,181,369
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 49","Edmonton",19,0,1,0,0,135,0,64,1,220,433
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 50","Edmonton",41,2,10,0,0,94,2,137,3,289,507
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 51","Edmonton",18,1,6,2,0,85,1,62,1,176,358
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 52","Edmonton",14,0,1,1,0,100,1,102,3,222,458
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 53","Edmonton",26,1,2,1,1,86,6,86,0,209,436
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 54","Edmonton",18,1,9,0,0,74,4,89,0,195,370
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 55","Edmonton",34,2,8,1,0,70,4,58,0,177,389
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 56","Edmonton",25,0,1,0,1,69,9,78,0,183,362
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 57","Edmonton",31,3,6,3,1,41,2,72,1,160,312
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 58","Edmonton",24,1,1,2,0,88,5,73,0,194,380
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 59","Edmonton",32,1,2,0,1,82,2,93,1,214,432
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 60","Edmonton",23,0,4,3,0,82,5,116,3,236,420
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 61","Edmonton",36,0,7,3,0,78,3,101,2,230,419
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 62","Edmonton",35,1,4,3,1,107,4,114,1,270,507
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 63","Edmonton",39,6,4,3,0,118,2,122,1,295,473
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 64","Edmonton",30,0,8,0,0,61,5,100,2,206,380
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 65","Edmonton",41,5,5,2,1,87,6,134,1,282,438
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 66","Edmonton",20,0,6,3,0,76,1,109,1,216,397
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 67","Edmonton",27,2,9,5,2,97,6,104,1,253,477
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 68","Edmonton",28,0,3,3,2,105,0,69,3,213,441
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 69","Edmonton",27,2,10,6,1,54,4,89,1,194,425
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 70","Edmonton",25,2,9,4,0,83,6,106,0,235,453
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 71","Edmonton",38,2,6,1,0,79,1,45,0,172,362
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 72","Edmonton",35,1,7,2,0,81,1,125,2,254,426
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 73","Edmonton",31,0,3,4,1,79,4,31,1,154,344
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 74","Edmonton",43,3,1,2,1,95,4,76,2,227,382
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 75","Edmonton",19,1,7,1,0,99,2,91,0,220,435
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 76","Edmonton",32,1,3,0,1,75,4,105,2,223,423
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 77","Edmonton",34,0,7,3,0,106,5,103,4,262,470
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 78","Edmonton",32,0,9,1,1,110,0,84,1,238,399
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 79","Edmonton",22,2,11,1,0,68,1,50,0,155,417
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 80","Edmonton",34,1,8,6,1,85,3,93,2,233,423
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 81A","Edmonton",12,2,1,1,1,66,2,57,1,143,306
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 81B","Edmonton",35,0,1,2,0,62,0,82,1,183,332
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 82","Edmonton",29,1,5,1,5,65,3,73,1,183,393
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 83","Edmonton",8,4,8,2,0,37,2,131,1,193,313
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 84","Edmonton",42,5,7,5,0,96,2,97,2,256,491
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 85","Edmonton",22,3,4,4,1,81,6,112,1,234,433
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 86","Edmonton",21,1,8,1,1,60,7,103,0,202,476
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 87","Edmonton",40,3,5,1,0,117,6,96,0,268,457
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 88","Edmonton",32,1,9,2,1,98,13,108,0,264,511
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 89","Edmonton",31,1,8,4,1,139,2,78,1,265,493
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 90","Edmonton",25,0,5,0,0,110,3,93,3,239,446
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 91","Edmonton",34,0,2,0,1,102,1,93,0,233,421
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 92","Edmonton",19,4,4,1,0,58,2,96,1,185,337
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 93","Edmonton",18,3,2,2,1,57,4,103,0,190,401
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 94","Edmonton",48,2,6,5,2,96,2,76,0,237,429
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 95","Edmonton",25,2,11,1,0,93,0,69,0,201,382
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 96","Edmonton",35,1,4,3,0,71,2,100,0,216,419
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 97","Edmonton",15,2,1,3,0,84,2,98,4,209,387
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 98","Edmonton",26,2,9,4,1,116,2,107,1,268,460
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 99","Edmonton",29,1,5,0,1,89,1,107,3,236,445
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 100","Edmonton",32,0,6,2,1,89,2,153,0,285,487
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 101","Edmonton",33,2,5,4,0,93,2,77,0,216,443
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 102","Edmonton",31,3,3,1,1,91,1,94,0,225,422
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 103","Edmonton",38,0,2,2,2,70,2,115,0,231,435
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 104","Edmonton",36,0,6,2,0,80,10,143,0,277,489
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 105","Edmonton",39,6,13,5,0,107,6,130,0,306,493
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 106A","Edmonton",26,0,6,0,0,64,1,88,1,186,324
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 106B","Edmonton",26,0,2,2,0,74,2,87,0,193,341
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 107","Edmonton",24,2,9,1,1,90,2,140,0,269,493
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 108","Edmonton",26,2,14,0,1,78,0,101,3,225,378
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 109","Edmonton",52,2,9,4,2,79,0,83,1,232,425
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 110","Edmonton",29,2,10,3,1,82,1,70,0,198,420
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 111","Edmonton",39,3,9,1,1,126,7,137,2,325,585
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 112","Edmonton",17,1,3,3,3,60,2,75,1,165,342
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 113","Edmonton",28,2,8,1,1,97,8,101,0,246,412
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 114","Edmonton",28,4,5,3,1,57,4,113,0,215,340
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 115","Edmonton",22,2,9,2,2,96,8,117,0,258,416
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 116","Edmonton",28,0,8,1,1,81,10,128,1,258,423
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 117","Edmonton",38,1,13,2,0,87,1,142,1,285,455
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 118","Edmonton",26,2,16,3,0,100,3,107,1,258,465
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 119","Edmonton",54,0,5,0,1,85,2,89,0,236,478
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 120","Edmonton",44,0,5,1,0,95,3,104,0,252,474
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 121","Edmonton",32,0,5,3,0,101,2,133,1,277,467
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 122","Edmonton",23,3,6,2,1,112,4,133,0,284,501
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 123","Edmonton",37,4,8,5,0,102,2,121,2,281,493
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 124","Edmonton",18,0,1,2,0,109,0,97,2,229,420
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 125","Edmonton",22,2,3,2,1,97,0,93,3,223,367
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 126","Edmonton",41,0,10,3,1,103,4,106,0,268,505
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 127","Edmonton",21,2,1,2,0,82,6,113,1,228,450
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 128","Edmonton",16,0,0,2,0,118,1,141,0,278,467
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 129","Edmonton",35,4,8,2,0,98,2,122,3,274,486
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 130","Edmonton",43,2,6,2,0,152,9,117,2,333,473
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 131","Edmonton",18,0,3,3,0,82,6,75,0,187,370
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 132","Edmonton",32,0,3,3,0,81,2,63,0,184,366
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 133","Edmonton",19,1,4,3,0,107,1,59,1,195,378
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 134","Edmonton",25,0,9,1,0,105,4,108,2,254,470
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 135","Edmonton",16,2,7,0,1,86,2,52,0,166,345
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 136","Edmonton",44,0,1,1,0,127,3,73,0,249,449
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 137","Edmonton",18,0,12,5,1,64,2,60,0,162,356
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 138","Edmonton",25,1,3,1,0,95,1,76,2,204,456
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 139","Edmonton",27,1,2,4,0,95,2,85,0,216,430
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 140","Edmonton",36,1,5,5,0,68,5,91,0,211,416
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 141","Edmonton",24,0,6,1,2,77,5,111,0,226,432
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 142","Edmonton",32,1,1,2,1,80,4,89,1,211,363
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 143","Edmonton",16,0,7,1,0,83,3,112,2,224,393
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 144","Edmonton",32,0,8,2,0,105,1,68,1,217,455
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 145","Edmonton",27,1,8,4,0,83,1,96,1,221,394
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 146","Edmonton",30,0,7,2,1,80,3,79,0,202,443
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 147","Edmonton",19,2,2,0,0,86,2,51,0,162,408
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 148","Edmonton",35,3,3,2,0,80,1,108,0,232,420
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 149","Edmonton",23,2,5,2,2,93,1,78,2,208,437
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 150A","Edmonton",17,0,3,2,0,92,0,68,1,183,359
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 150B","Edmonton",17,0,3,1,0,88,1,72,1,183,339
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 151","Edmonton",24,1,6,4,0,98,2,106,2,243,457
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 152","Edmonton",30,1,4,1,0,114,0,107,0,257,537
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 153","Edmonton",38,1,4,1,0,96,2,86,0,228,523
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 154","Edmonton",35,1,2,1,0,131,1,103,0,274,469
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 155","Edmonton",18,2,5,1,1,100,2,112,1,242,471
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 156A","Edmonton",17,0,2,0,0,58,1,59,3,140,307
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 156B","Edmonton",22,2,6,0,1,53,0,59,0,143,306
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 157","Edmonton",23,0,0,3,0,111,2,57,1,197,466
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 158","Edmonton",14,1,7,4,0,104,1,76,0,207,433
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 159","Edmonton",10,0,0,0,0,83,0,54,1,148,323
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 160A","Edmonton",19,0,0,1,0,88,0,49,0,157,305
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 160B","Edmonton",10,0,0,2,1,93,0,54,1,161,307
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 161A","Edmonton",14,0,5,0,0,60,1,51,1,132,272
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 161B","Edmonton",20,1,3,0,1,54,0,58,0,137,294
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 162A","Edmonton",33,0,3,2,0,80,0,44,0,162,311
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 162B","Edmonton",23,0,2,0,0,76,0,69,0,170,334
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 163A","Edmonton",23,5,2,2,0,85,0,61,0,178,360
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 163B","Edmonton",15,1,4,0,0,85,1,41,0,147,333
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 164A","Edmonton",25,0,1,1,0,110,0,109,3,249,486
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 164B","Edmonton",30,1,4,1,0,104,2,85,0,227,442
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 165","Edmonton",30,1,3,4,0,139,3,113,0,293,494
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 166","Edmonton",36,0,2,0,1,107,0,69,2,217,324
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 167A","Edmonton",27,1,4,1,1,114,1,90,1,240,404
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 167B","Edmonton",14,2,2,3,0,111,4,106,0,242,431
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 400","Mobile poll/Bureau itinérant",26,3,6,4,1,28,0,72,4,144,148
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 401","Edmonton",7,2,2,0,0,15,0,33,0,59,81
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 402","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°400,,,,,,,,,,46
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 600","Edmonton",89,3,16,2,0,268,4,230,0,612,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 601","Edmonton",72,4,18,2,0,228,8,306,1,639,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 602","Edmonton",126,3,8,3,1,389,10,328,2,870,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 603","Edmonton",88,6,10,2,1,289,7,284,1,688,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 604","Edmonton",144,0,10,7,1,468,12,383,4,1029,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 605","Edmonton",90,1,14,5,2,233,7,318,5,675,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 606","Edmonton",89,3,9,2,0,213,5,311,3,635,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 607","Edmonton",102,4,12,2,1,323,8,241,3,696,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 608","Edmonton",77,2,10,7,0,252,5,292,0,645,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 609","Edmonton",102,7,10,2,1,243,5,237,3,610,
48017,"Edmonton Mill Woods/Edmonton Mill Woods"," 610","Edmonton",135,2,8,4,1,470,1,351,2,974,
48017,"Edmonton Mill Woods/Edmonton Mill Woods",,"Group 1/Groupe 1",28,5,3,3,1,62,2,29,10,143,126
48017,"Edmonton Mill Woods/Edmonton Mill Woods",,"Group 2/Groupe 2",275,8,25,9,5,655,15,429,12,1433,
