Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dorian Baxter,Lois Brown,Yvonne Kelly,Vanessa Long,Kyle Peterson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35065,"Newmarket--Aurora/Newmarket--Aurora"," 79","Newmarket",7,92,11,4,85,0,199,425
35065,"Newmarket--Aurora/Newmarket--Aurora"," 80","Newmarket",2,127,9,9,73,1,221,411
35065,"Newmarket--Aurora/Newmarket--Aurora"," 81","Newmarket",3,156,9,3,94,0,265,486
35065,"Newmarket--Aurora/Newmarket--Aurora"," 82","Newmarket",4,125,17,5,90,0,241,473
35065,"Newmarket--Aurora/Newmarket--Aurora"," 83","Newmarket",5,57,5,4,67,0,138,289
35065,"Newmarket--Aurora/Newmarket--Aurora"," 84","Newmarket",3,115,6,5,100,0,229,403
35065,"Newmarket--Aurora/Newmarket--Aurora"," 85","Newmarket",1,124,13,3,70,5,216,473
35065,"Newmarket--Aurora/Newmarket--Aurora"," 86","Newmarket",3,176,7,4,96,0,286,470
35065,"Newmarket--Aurora/Newmarket--Aurora"," 87","Newmarket",6,79,16,1,96,0,198,334
35065,"Newmarket--Aurora/Newmarket--Aurora"," 88","Newmarket",5,104,8,2,92,0,211,404
35065,"Newmarket--Aurora/Newmarket--Aurora"," 89","Newmarket",2,136,9,4,102,0,253,497
35065,"Newmarket--Aurora/Newmarket--Aurora"," 90","Aurora",0,124,21,4,144,1,294,553
35065,"Newmarket--Aurora/Newmarket--Aurora"," 91","Aurora",0,66,8,6,71,1,152,278
35065,"Newmarket--Aurora/Newmarket--Aurora"," 92","Aurora",5,78,4,5,97,0,189,356
35065,"Newmarket--Aurora/Newmarket--Aurora"," 93","Aurora",1,65,16,0,72,0,154,309
35065,"Newmarket--Aurora/Newmarket--Aurora"," 94","Aurora",1,83,9,3,94,2,192,344
35065,"Newmarket--Aurora/Newmarket--Aurora"," 95","Aurora",2,99,16,6,121,3,247,443
35065,"Newmarket--Aurora/Newmarket--Aurora"," 96","Newmarket",0,70,20,0,97,3,190,372
35065,"Newmarket--Aurora/Newmarket--Aurora"," 97","Newmarket",4,110,21,1,142,1,279,514
35065,"Newmarket--Aurora/Newmarket--Aurora"," 98","Newmarket",1,77,10,7,98,0,193,329
35065,"Newmarket--Aurora/Newmarket--Aurora"," 99","Newmarket",2,122,18,6,123,0,271,475
35065,"Newmarket--Aurora/Newmarket--Aurora"," 100","Newmarket",3,104,21,2,110,0,240,515
35065,"Newmarket--Aurora/Newmarket--Aurora"," 101","Newmarket",5,123,21,4,137,0,290,515
35065,"Newmarket--Aurora/Newmarket--Aurora"," 102","Newmarket",3,84,28,6,112,1,234,402
35065,"Newmarket--Aurora/Newmarket--Aurora"," 103","Newmarket",6,83,29,9,99,4,230,367
35065,"Newmarket--Aurora/Newmarket--Aurora"," 104","Newmarket",2,98,27,10,102,0,239,421
35065,"Newmarket--Aurora/Newmarket--Aurora"," 105","Newmarket",4,94,29,6,102,0,235,388
35065,"Newmarket--Aurora/Newmarket--Aurora"," 106","Newmarket",3,81,30,7,115,1,237,404
35065,"Newmarket--Aurora/Newmarket--Aurora"," 107","Newmarket",1,97,29,8,104,0,239,366
35065,"Newmarket--Aurora/Newmarket--Aurora"," 108","Newmarket",5,60,21,8,89,0,183,385
35065,"Newmarket--Aurora/Newmarket--Aurora"," 109A","Newmarket",2,82,25,4,79,1,193,349
35065,"Newmarket--Aurora/Newmarket--Aurora"," 109B","Newmarket",1,83,21,5,74,0,184,356
35065,"Newmarket--Aurora/Newmarket--Aurora"," 110","Newmarket",1,37,14,0,44,0,96,193
35065,"Newmarket--Aurora/Newmarket--Aurora"," 111","Newmarket",2,76,22,13,92,0,205,354
35065,"Newmarket--Aurora/Newmarket--Aurora"," 112","Newmarket",2,81,12,5,86,0,186,327
35065,"Newmarket--Aurora/Newmarket--Aurora"," 113","Newmarket",2,62,35,6,73,0,178,345
35065,"Newmarket--Aurora/Newmarket--Aurora"," 114","Newmarket",3,77,8,3,94,1,186,357
35065,"Newmarket--Aurora/Newmarket--Aurora"," 115","Newmarket",2,60,22,4,73,0,161,331
35065,"Newmarket--Aurora/Newmarket--Aurora"," 116","Newmarket",2,99,12,0,90,0,203,435
35065,"Newmarket--Aurora/Newmarket--Aurora"," 117","Newmarket",4,85,18,1,86,2,196,400
35065,"Newmarket--Aurora/Newmarket--Aurora"," 118","Newmarket",0,86,12,1,79,0,178,318
35065,"Newmarket--Aurora/Newmarket--Aurora"," 119","Newmarket",1,101,13,4,85,0,204,436
35065,"Newmarket--Aurora/Newmarket--Aurora"," 120","Newmarket",1,70,22,8,114,0,215,444
35065,"Newmarket--Aurora/Newmarket--Aurora"," 121","Newmarket",1,75,22,8,64,1,171,363
35065,"Newmarket--Aurora/Newmarket--Aurora"," 122A","Newmarket",Merged with No./Fusionné avec le n°125A,,,,,,,175
35065,"Newmarket--Aurora/Newmarket--Aurora"," 122B","Newmarket",3,92,14,5,81,4,199,214
35065,"Newmarket--Aurora/Newmarket--Aurora"," 122C","Newmarket",Merged with No./Fusionné avec le n°125C,,,,,,,196
35065,"Newmarket--Aurora/Newmarket--Aurora"," 123","Newmarket",4,89,21,2,95,1,212,481
35065,"Newmarket--Aurora/Newmarket--Aurora"," 124","Newmarket",2,66,9,4,97,1,179,327
35065,"Newmarket--Aurora/Newmarket--Aurora"," 125A","Newmarket",2,103,10,0,102,0,217,206
35065,"Newmarket--Aurora/Newmarket--Aurora"," 125B","Newmarket",Merged with No./Fusionné avec le n°122B,,,,,,,180
35065,"Newmarket--Aurora/Newmarket--Aurora"," 125C","Newmarket",2,104,21,1,98,0,226,202
35065,"Newmarket--Aurora/Newmarket--Aurora"," 126","Newmarket",5,83,14,5,104,1,212,374
35065,"Newmarket--Aurora/Newmarket--Aurora"," 127","Newmarket",1,110,9,4,153,0,277,483
35065,"Newmarket--Aurora/Newmarket--Aurora"," 128","Newmarket",2,136,6,9,91,2,246,464
35065,"Newmarket--Aurora/Newmarket--Aurora"," 129","Newmarket",10,95,19,4,90,1,219,441
35065,"Newmarket--Aurora/Newmarket--Aurora"," 130","Newmarket",3,53,17,6,88,1,168,331
35065,"Newmarket--Aurora/Newmarket--Aurora"," 131","Newmarket",6,113,30,6,123,1,279,547
35065,"Newmarket--Aurora/Newmarket--Aurora"," 132","Newmarket",1,131,11,8,139,0,290,526
35065,"Newmarket--Aurora/Newmarket--Aurora"," 133","Newmarket",2,97,17,4,130,0,250,405
35065,"Newmarket--Aurora/Newmarket--Aurora"," 134","Newmarket",1,109,16,12,97,1,236,457
35065,"Newmarket--Aurora/Newmarket--Aurora"," 135","Newmarket",4,137,23,3,128,0,295,503
35065,"Newmarket--Aurora/Newmarket--Aurora"," 136","Newmarket",4,107,32,5,127,0,275,456
35065,"Newmarket--Aurora/Newmarket--Aurora"," 137","Newmarket",1,108,19,5,98,1,232,410
35065,"Newmarket--Aurora/Newmarket--Aurora"," 138","Newmarket",1,71,17,3,78,2,172,304
35065,"Newmarket--Aurora/Newmarket--Aurora"," 139","Newmarket",4,113,22,6,99,0,244,442
35065,"Newmarket--Aurora/Newmarket--Aurora"," 140","Newmarket",2,110,17,1,102,1,233,394
35065,"Newmarket--Aurora/Newmarket--Aurora"," 141","Newmarket",2,70,20,3,105,3,203,383
35065,"Newmarket--Aurora/Newmarket--Aurora"," 142","Newmarket",2,85,26,1,75,0,189,353
35065,"Newmarket--Aurora/Newmarket--Aurora"," 143","Newmarket",2,76,19,4,104,2,207,367
35065,"Newmarket--Aurora/Newmarket--Aurora"," 144","Newmarket",1,63,20,6,109,2,201,383
35065,"Newmarket--Aurora/Newmarket--Aurora"," 145","Newmarket",6,99,9,1,92,0,207,360
35065,"Newmarket--Aurora/Newmarket--Aurora"," 146","Newmarket",1,121,23,5,133,3,286,534
35065,"Newmarket--Aurora/Newmarket--Aurora"," 147","Newmarket",3,109,10,7,140,3,272,481
35065,"Newmarket--Aurora/Newmarket--Aurora"," 148","Newmarket",0,83,22,3,146,1,255,504
35065,"Newmarket--Aurora/Newmarket--Aurora"," 149","Newmarket",2,61,19,4,94,0,180,329
35065,"Newmarket--Aurora/Newmarket--Aurora"," 150","Newmarket",7,135,15,8,139,0,304,527
35065,"Newmarket--Aurora/Newmarket--Aurora"," 151","Newmarket",1,130,18,4,125,0,278,527
35065,"Newmarket--Aurora/Newmarket--Aurora"," 152","Aurora",2,106,13,3,102,1,227,522
35065,"Newmarket--Aurora/Newmarket--Aurora"," 153","Aurora",1,132,7,4,71,0,215,434
35065,"Newmarket--Aurora/Newmarket--Aurora"," 154","Aurora",4,105,15,8,138,1,271,467
35065,"Newmarket--Aurora/Newmarket--Aurora"," 155","Aurora",1,111,12,3,83,0,210,391
35065,"Newmarket--Aurora/Newmarket--Aurora"," 156","Aurora",3,74,20,4,108,0,209,345
35065,"Newmarket--Aurora/Newmarket--Aurora"," 157","Aurora",6,93,23,8,105,1,236,466
35065,"Newmarket--Aurora/Newmarket--Aurora"," 158","Aurora",0,89,14,11,108,0,222,399
35065,"Newmarket--Aurora/Newmarket--Aurora"," 159","Aurora",4,62,23,7,77,1,174,356
35065,"Newmarket--Aurora/Newmarket--Aurora"," 160","Aurora",2,68,13,3,77,1,164,441
35065,"Newmarket--Aurora/Newmarket--Aurora"," 161","Aurora",2,73,16,6,114,0,211,391
35065,"Newmarket--Aurora/Newmarket--Aurora"," 162","Aurora",3,87,28,9,111,0,238,397
35065,"Newmarket--Aurora/Newmarket--Aurora"," 163","Aurora",3,81,16,11,92,1,204,355
35065,"Newmarket--Aurora/Newmarket--Aurora"," 164","Aurora",1,103,7,0,79,0,190,353
35065,"Newmarket--Aurora/Newmarket--Aurora"," 165","Aurora",3,64,8,2,83,1,161,326
35065,"Newmarket--Aurora/Newmarket--Aurora"," 166A","Aurora",6,79,12,2,94,1,194,371
35065,"Newmarket--Aurora/Newmarket--Aurora"," 166B","Aurora",6,92,11,8,101,0,218,404
35065,"Newmarket--Aurora/Newmarket--Aurora"," 167","Aurora",1,98,15,2,87,3,206,390
35065,"Newmarket--Aurora/Newmarket--Aurora"," 168","Aurora",2,111,22,4,99,0,238,399
35065,"Newmarket--Aurora/Newmarket--Aurora"," 169","Aurora",4,108,21,5,94,0,232,377
35065,"Newmarket--Aurora/Newmarket--Aurora"," 170","Aurora",2,49,32,5,67,0,155,321
35065,"Newmarket--Aurora/Newmarket--Aurora"," 171","Aurora",3,61,21,4,80,0,169,368
35065,"Newmarket--Aurora/Newmarket--Aurora"," 172","Aurora",0,95,15,4,79,1,194,407
35065,"Newmarket--Aurora/Newmarket--Aurora"," 173","Aurora",10,157,9,3,91,1,271,463
35065,"Newmarket--Aurora/Newmarket--Aurora"," 174","Aurora",1,90,10,3,65,1,170,365
35065,"Newmarket--Aurora/Newmarket--Aurora"," 175","Aurora",5,124,10,3,74,1,217,426
35065,"Newmarket--Aurora/Newmarket--Aurora"," 176","Aurora",3,119,20,7,124,0,273,502
35065,"Newmarket--Aurora/Newmarket--Aurora"," 177","Aurora",5,114,13,2,93,0,227,418
35065,"Newmarket--Aurora/Newmarket--Aurora"," 178","Aurora",2,50,4,2,46,0,104,300
35065,"Newmarket--Aurora/Newmarket--Aurora"," 179","Aurora",1,66,4,0,67,1,139,316
35065,"Newmarket--Aurora/Newmarket--Aurora"," 180","Aurora",1,76,17,3,81,2,180,421
35065,"Newmarket--Aurora/Newmarket--Aurora"," 181","Aurora",6,106,15,2,89,2,220,428
35065,"Newmarket--Aurora/Newmarket--Aurora"," 182","Aurora",3,75,8,2,86,1,175,428
35065,"Newmarket--Aurora/Newmarket--Aurora"," 183","Aurora",1,58,5,8,66,1,139,291
35065,"Newmarket--Aurora/Newmarket--Aurora"," 184","Aurora",1,25,3,3,21,1,54,86
35065,"Newmarket--Aurora/Newmarket--Aurora"," 185","Aurora",0,66,19,5,76,0,166,321
35065,"Newmarket--Aurora/Newmarket--Aurora"," 186","Aurora",6,85,26,12,107,4,240,403
35065,"Newmarket--Aurora/Newmarket--Aurora"," 187","Aurora",2,83,22,2,98,0,207,388
35065,"Newmarket--Aurora/Newmarket--Aurora"," 188","Aurora",2,58,21,6,89,0,176,361
35065,"Newmarket--Aurora/Newmarket--Aurora"," 189","Aurora",1,86,17,5,116,0,225,431
35065,"Newmarket--Aurora/Newmarket--Aurora"," 190","Aurora",6,106,21,13,101,1,248,428
35065,"Newmarket--Aurora/Newmarket--Aurora"," 191","Aurora",0,84,8,9,129,0,230,358
35065,"Newmarket--Aurora/Newmarket--Aurora"," 192","Aurora",1,89,7,4,92,0,193,335
35065,"Newmarket--Aurora/Newmarket--Aurora"," 193","Aurora",1,102,9,2,106,1,221,377
35065,"Newmarket--Aurora/Newmarket--Aurora"," 194","Aurora",6,97,9,5,90,2,209,355
35065,"Newmarket--Aurora/Newmarket--Aurora"," 195","Aurora",7,133,21,9,123,1,294,472
35065,"Newmarket--Aurora/Newmarket--Aurora"," 196","Aurora",5,101,13,2,120,2,243,406
35065,"Newmarket--Aurora/Newmarket--Aurora"," 197","Aurora",3,83,15,2,91,0,194,354
35065,"Newmarket--Aurora/Newmarket--Aurora"," 198","Aurora",3,86,15,6,149,0,259,451
35065,"Newmarket--Aurora/Newmarket--Aurora"," 500","Mobile poll/Bureau itinérant",3,78,17,4,38,3,143,208
35065,"Newmarket--Aurora/Newmarket--Aurora"," 501","Mobile poll/Bureau itinérant",7,86,12,2,92,6,205,272
35065,"Newmarket--Aurora/Newmarket--Aurora"," 502","Mobile poll/Bureau itinérant",5,46,7,0,42,0,100,144
35065,"Newmarket--Aurora/Newmarket--Aurora"," 503","Mobile poll/Bureau itinérant",2,34,8,3,46,2,95,216
35065,"Newmarket--Aurora/Newmarket--Aurora"," 504","Mobile poll/Bureau itinérant",3,70,15,5,80,1,174,228
35065,"Newmarket--Aurora/Newmarket--Aurora"," 505","Mobile poll/Bureau itinérant",12,33,7,2,31,5,90,239
35065,"Newmarket--Aurora/Newmarket--Aurora"," 600","Newmarket",11,301,89,13,356,0,770,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 601","Newmarket",4,289,47,18,356,1,715,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 602","Newmarket",10,219,53,4,221,2,509,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 603","Newmarket",5,433,75,20,419,22,974,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 604","Newmarket",4,239,35,11,241,4,534,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 605","Newmarket",8,267,77,22,402,4,780,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 606","Newmarket",5,276,109,22,354,4,770,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 607","Newmarket",13,392,84,31,344,3,867,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 608","Newmarket",13,482,55,17,387,4,958,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 609","Newmarket",7,354,44,14,347,4,770,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 610","Aurora",10,291,52,9,324,3,689,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 611","Aurora",3,520,93,31,563,1,1211,
35065,"Newmarket--Aurora/Newmarket--Aurora"," 612","Aurora",7,458,70,21,569,3,1128,
35065,"Newmarket--Aurora/Newmarket--Aurora",,"Group 1/Groupe 1",4,48,16,5,60,7,140,90
35065,"Newmarket--Aurora/Newmarket--Aurora",,"Group 2/Groupe 2",11,461,160,24,625,20,1301,
