Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Keith Ashfield,Mary Lou Babineau,Matt DeCourcey,Sharon Scott-Levesque,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13003,"Fredericton/Fredericton"," 82B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,48
13003,"Fredericton/Fredericton"," 83","Fredericton",26,19,80,31,1,157,364
13003,"Fredericton/Fredericton"," 84A","Fredericton",41,12,77,10,1,141,405
13003,"Fredericton/Fredericton"," 84B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,108
13003,"Fredericton/Fredericton"," 85","Fredericton",84,38,163,22,0,307,396
13003,"Fredericton/Fredericton"," 86","Parc Greenwood Park",36,24,102,19,0,181,403
13003,"Fredericton/Fredericton"," 87","Fredericton",74,28,145,38,0,285,599
13003,"Fredericton/Fredericton"," 88","Fredericton",44,11,83,9,1,148,381
13003,"Fredericton/Fredericton"," 89","Fredericton",43,24,116,19,0,202,381
13003,"Fredericton/Fredericton"," 90","Fredericton",40,28,89,16,1,174,364
13003,"Fredericton/Fredericton"," 91","Fredericton",56,19,114,21,0,210,430
13003,"Fredericton/Fredericton"," 92","Fredericton",74,30,90,34,3,231,430
13003,"Fredericton/Fredericton"," 93","Fredericton",76,24,128,27,1,256,471
13003,"Fredericton/Fredericton"," 94","Fredericton",86,27,136,15,0,264,458
13003,"Fredericton/Fredericton"," 95","Fredericton",46,19,90,13,1,169,382
13003,"Fredericton/Fredericton"," 96","Fredericton",38,27,78,18,0,161,334
13003,"Fredericton/Fredericton"," 97","Fredericton",27,39,116,22,2,206,458
13003,"Fredericton/Fredericton"," 98","Fredericton",62,45,108,15,0,230,449
13003,"Fredericton/Fredericton"," 99","Fredericton",37,45,99,14,0,195,433
13003,"Fredericton/Fredericton"," 100","Fredericton",40,28,97,19,1,185,376
13003,"Fredericton/Fredericton"," 101","Fredericton",57,15,103,27,1,203,423
13003,"Fredericton/Fredericton"," 102","Fredericton",32,24,92,17,2,167,410
13003,"Fredericton/Fredericton"," 103","Fredericton",21,23,111,28,2,185,410
13003,"Fredericton/Fredericton"," 104","Fredericton",47,24,100,25,0,196,481
13003,"Fredericton/Fredericton"," 105","Fredericton",31,27,117,26,0,201,389
13003,"Fredericton/Fredericton"," 106","Fredericton",30,36,106,25,0,197,412
13003,"Fredericton/Fredericton"," 107","Fredericton",59,39,131,13,0,242,431
13003,"Fredericton/Fredericton"," 108","Fredericton",53,27,134,27,0,241,458
13003,"Fredericton/Fredericton"," 109","Fredericton",55,35,127,28,1,246,446
13003,"Fredericton/Fredericton"," 110","Fredericton",48,28,139,20,2,237,448
13003,"Fredericton/Fredericton"," 111","Fredericton",51,23,120,32,0,226,429
13003,"Fredericton/Fredericton"," 112","Fredericton",55,19,88,33,1,196,370
13003,"Fredericton/Fredericton"," 113","Lincoln",56,9,84,17,0,166,313
13003,"Fredericton/Fredericton"," 114","Lincoln",53,29,104,18,0,204,364
13003,"Fredericton/Fredericton"," 115","Lincoln",54,21,81,29,1,186,340
13003,"Fredericton/Fredericton"," 116","Lincoln",49,16,71,18,0,154,288
13003,"Fredericton/Fredericton"," 117","Lincoln",65,29,95,14,1,204,357
13003,"Fredericton/Fredericton"," 118","Lincoln",83,20,77,14,1,195,346
13003,"Fredericton/Fredericton"," 119","Lincoln",96,21,115,25,1,258,449
13003,"Fredericton/Fredericton"," 120","Oromocto",34,15,90,11,1,151,394
13003,"Fredericton/Fredericton"," 121","Oromocto",39,11,96,7,0,153,403
13003,"Fredericton/Fredericton"," 122","Oromocto",58,19,79,14,0,170,493
13003,"Fredericton/Fredericton"," 123","Burpees Corner",64,19,80,16,0,179,297
13003,"Fredericton/Fredericton"," 124","Lower Burton",54,24,79,11,0,168,272
13003,"Fredericton/Fredericton"," 125","Burpees Corner",96,33,143,23,2,297,457
13003,"Fredericton/Fredericton"," 126","Burton",93,30,92,15,2,232,368
13003,"Fredericton/Fredericton"," 127","Burton",50,17,82,18,0,167,317
13003,"Fredericton/Fredericton"," 128","Geary",57,12,89,9,1,168,314
13003,"Fredericton/Fredericton"," 129","Geary",73,9,60,16,0,158,309
13003,"Fredericton/Fredericton"," 130","Waterville",53,15,65,15,2,150,320
13003,"Fredericton/Fredericton"," 131","French Lake",104,20,102,18,2,246,415
13003,"Fredericton/Fredericton"," 132","Geary",65,17,85,11,4,182,298
13003,"Fredericton/Fredericton"," 133","Geary",81,23,100,15,1,220,367
13003,"Fredericton/Fredericton"," 134","Oromocto",45,10,68,13,0,136,313
13003,"Fredericton/Fredericton"," 135","Oromocto",65,11,62,5,0,143,369
13003,"Fredericton/Fredericton"," 136","Oromocto",73,17,98,16,1,205,469
13003,"Fredericton/Fredericton"," 137","Oromocto",119,18,149,34,2,322,622
13003,"Fredericton/Fredericton"," 138","Oromocto",81,17,104,28,0,230,509
13003,"Fredericton/Fredericton"," 139","Oromocto",62,12,125,17,2,218,490
13003,"Fredericton/Fredericton"," 140","Oromocto",64,17,69,13,1,164,395
13003,"Fredericton/Fredericton"," 141","Oromocto",46,12,71,14,0,143,346
13003,"Fredericton/Fredericton"," 142","Oromocto",41,10,97,21,2,171,375
13003,"Fredericton/Fredericton"," 143","Oromocto",38,7,46,9,1,101,283
13003,"Fredericton/Fredericton"," 144","New Maryland",42,14,74,10,0,140,274
13003,"Fredericton/Fredericton"," 145","New Maryland",37,10,73,12,0,132,273
13003,"Fredericton/Fredericton"," 146","New Maryland",50,13,69,16,0,148,306
13003,"Fredericton/Fredericton"," 147","New Maryland",49,20,87,13,0,169,293
13003,"Fredericton/Fredericton"," 148","New Maryland",67,18,128,23,0,236,397
13003,"Fredericton/Fredericton"," 149","New Maryland",49,24,103,13,0,189,366
13003,"Fredericton/Fredericton"," 150","New Maryland",75,31,84,12,1,203,419
13003,"Fredericton/Fredericton"," 151","New Maryland",71,32,95,13,1,212,398
13003,"Fredericton/Fredericton"," 152","New Maryland",62,33,114,19,1,229,444
13003,"Fredericton/Fredericton"," 500A","Mobile poll/Bureau itinérant",63,4,31,8,1,107,67
13003,"Fredericton/Fredericton"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,20
13003,"Fredericton/Fredericton"," 500C","Fredericton",Merged with No./Fusionné avec le n°44,,,,,,20
13003,"Fredericton/Fredericton"," 500D","Fredericton",Merged with No./Fusionné avec le n°85,,,,,,105
13003,"Fredericton/Fredericton"," 500E","Fredericton",Merged with No./Fusionné avec le n°13,,,,,,22
13003,"Fredericton/Fredericton"," 500F","Lower Burton",Merged with No./Fusionné avec le n°124,,,,,,4
13003,"Fredericton/Fredericton"," 501A","Mobile poll/Bureau itinérant",48,14,46,11,2,121,31
13003,"Fredericton/Fredericton"," 501B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,37
13003,"Fredericton/Fredericton"," 501C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,150
13003,"Fredericton/Fredericton"," 502A","Mobile poll/Bureau itinérant",54,7,48,13,1,123,23
13003,"Fredericton/Fredericton"," 502B","Fredericton",Merged with No./Fusionné avec le n°57,,,,,,87
13003,"Fredericton/Fredericton"," 503A","Mobile poll/Bureau itinérant",37,21,43,11,2,114,90
13003,"Fredericton/Fredericton"," 503B","Fredericton",Merged with No./Fusionné avec le n°83,,,,,,27
13003,"Fredericton/Fredericton"," 600","Fredericton",578,128,609,134,10,1459,
13003,"Fredericton/Fredericton"," 601","Fredericton",437,116,653,154,4,1364,
13003,"Fredericton/Fredericton"," 602","Fredericton",347,134,509,125,3,1118,
13003,"Fredericton/Fredericton"," 603","Fredericton",95,28,97,17,0,237,
13003,"Fredericton/Fredericton"," 604","Fredericton",200,212,643,122,1,1178,
13003,"Fredericton/Fredericton"," 605","Fredericton",353,92,592,85,0,1122,
13003,"Fredericton/Fredericton"," 606","Fredericton",219,106,548,86,6,965,
13003,"Fredericton/Fredericton"," 607","Fredericton",302,142,657,130,1,1232,
13003,"Fredericton/Fredericton"," 608","Fredericton",204,66,382,81,0,733,
13003,"Fredericton/Fredericton"," 609","New Maryland",251,59,444,75,3,832,
13003,"Fredericton/Fredericton"," 610","Oromocto",447,68,496,99,8,1118,
13003,"Fredericton/Fredericton"," 611","Oromocto",204,27,183,42,2,458,
13003,"Fredericton/Fredericton",,"Group 1/Groupe 1",468,53,311,46,19,897,119
13003,"Fredericton/Fredericton",,"Group 2/Groupe 2",763,410,1386,385,12,2956,
