Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,France Duhamel,Brian Jenkins,Barek Kaddouri,Anthony Mavros,Eva Nassif,José Núñez Melo,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24078,"Vimy/Vimy"," 83","Laval",17,2,39,10,74,6,2,150,418
24078,"Vimy/Vimy"," 84","Laval",44,1,25,15,67,8,3,163,391
24078,"Vimy/Vimy"," 85A","Laval",61,1,38,29,95,4,3,231,400
24078,"Vimy/Vimy"," 85B","Laval",Merged with No./Fusionné avec le n°403,,,,,,,,161
24078,"Vimy/Vimy"," 86A","Laval",29,0,45,12,70,3,3,162,378
24078,"Vimy/Vimy"," 86B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,13
24078,"Vimy/Vimy"," 86C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,7
24078,"Vimy/Vimy"," 87","Laval",15,1,23,20,105,2,2,168,274
24078,"Vimy/Vimy"," 88","Laval",46,0,28,16,87,7,2,186,357
24078,"Vimy/Vimy"," 89","Laval",44,0,44,21,68,8,6,191,368
24078,"Vimy/Vimy"," 90","Laval",56,0,37,27,84,8,1,213,424
24078,"Vimy/Vimy"," 91","Laval",66,0,54,16,121,6,2,265,449
24078,"Vimy/Vimy"," 92","Laval",31,2,27,22,93,2,2,179,377
24078,"Vimy/Vimy"," 93","Laval",70,0,43,20,99,5,2,239,418
24078,"Vimy/Vimy"," 94","Laval",49,3,39,21,51,9,2,174,379
24078,"Vimy/Vimy"," 95","Laval",29,2,21,12,62,3,4,133,291
24078,"Vimy/Vimy"," 96","Laval",23,0,47,11,57,3,8,149,369
24078,"Vimy/Vimy"," 97","Laval",18,1,24,8,66,7,2,126,386
24078,"Vimy/Vimy"," 98","Laval",35,0,40,24,90,4,7,200,430
24078,"Vimy/Vimy"," 99","Laval",55,1,32,42,87,1,2,220,426
24078,"Vimy/Vimy"," 100","Laval",48,1,69,26,66,6,1,217,402
24078,"Vimy/Vimy"," 101","Laval",55,1,57,30,103,8,4,258,460
24078,"Vimy/Vimy"," 102","Laval",31,0,30,21,85,0,5,172,372
24078,"Vimy/Vimy"," 103","Laval",43,1,20,21,57,8,5,155,300
24078,"Vimy/Vimy"," 104","Laval",66,1,45,22,85,8,2,229,460
24078,"Vimy/Vimy"," 105","Laval",37,0,23,22,75,4,1,162,308
24078,"Vimy/Vimy"," 106","Laval",60,3,37,16,106,9,3,234,388
24078,"Vimy/Vimy"," 107","Laval",65,0,38,24,83,4,3,217,461
24078,"Vimy/Vimy"," 108","Laval",65,3,45,36,98,13,9,269,417
24078,"Vimy/Vimy"," 109","Laval",39,0,26,13,92,6,6,182,341
24078,"Vimy/Vimy"," 110","Laval",43,1,38,29,89,10,5,215,429
24078,"Vimy/Vimy"," 111","Laval",50,0,66,21,57,11,3,208,408
24078,"Vimy/Vimy"," 112","Laval",31,0,54,13,69,5,3,175,391
24078,"Vimy/Vimy"," 113","Laval",62,0,49,17,88,13,4,233,439
24078,"Vimy/Vimy"," 114","Laval",56,0,55,11,59,8,2,191,377
24078,"Vimy/Vimy"," 115A","Laval",52,0,25,28,69,4,0,178,307
24078,"Vimy/Vimy"," 115B","Laval",Merged with No./Fusionné avec le n°406,,,,,,,,69
24078,"Vimy/Vimy"," 116","Laval",24,0,24,24,101,9,5,187,394
24078,"Vimy/Vimy"," 117","Laval",38,0,44,24,74,2,3,185,375
24078,"Vimy/Vimy"," 118","Laval",40,3,27,33,124,6,1,234,420
24078,"Vimy/Vimy"," 119","Laval",30,1,28,21,125,4,3,212,473
24078,"Vimy/Vimy"," 120","Laval",28,0,22,28,112,8,4,202,461
24078,"Vimy/Vimy"," 121","Laval",29,0,14,29,119,2,6,199,453
24078,"Vimy/Vimy"," 122","Laval",59,1,53,18,86,11,6,234,492
24078,"Vimy/Vimy"," 123","Laval",40,1,21,29,104,5,3,203,435
24078,"Vimy/Vimy"," 124","Laval",61,1,40,36,126,4,3,271,416
24078,"Vimy/Vimy"," 125","Laval",34,5,27,32,151,5,1,255,552
24078,"Vimy/Vimy"," 126","Laval",36,1,19,38,144,2,6,246,470
24078,"Vimy/Vimy"," 127","Laval",19,4,20,48,129,11,5,236,456
24078,"Vimy/Vimy"," 128","Laval",26,0,32,40,108,6,4,216,487
24078,"Vimy/Vimy"," 129","Laval",29,2,43,40,96,5,1,216,442
24078,"Vimy/Vimy"," 130A","Laval",31,0,21,45,109,2,3,211,391
24078,"Vimy/Vimy"," 130B","Laval",38,0,28,32,106,6,2,212,406
24078,"Vimy/Vimy"," 131","Laval",31,0,34,39,98,1,3,206,382
24078,"Vimy/Vimy"," 132","Laval",41,0,24,31,71,2,0,169,361
24078,"Vimy/Vimy"," 133","Laval",15,1,20,26,69,1,0,132,261
24078,"Vimy/Vimy"," 134","Laval",37,0,22,33,131,1,2,226,447
24078,"Vimy/Vimy"," 135A","Laval",42,0,30,36,127,1,5,241,391
24078,"Vimy/Vimy"," 135B","Laval",35,1,25,30,106,4,2,203,393
24078,"Vimy/Vimy"," 136","Laval",42,0,36,14,86,7,2,187,439
24078,"Vimy/Vimy"," 137","Laval",22,0,29,8,45,2,1,107,301
24078,"Vimy/Vimy"," 138","Laval",28,1,13,32,89,3,3,169,347
24078,"Vimy/Vimy"," 139","Laval",23,0,13,26,101,4,1,168,387
24078,"Vimy/Vimy"," 140","Laval",42,1,24,23,84,3,2,179,426
24078,"Vimy/Vimy"," 141","Laval",26,1,28,17,93,6,2,173,411
24078,"Vimy/Vimy"," 142","Laval",22,2,16,30,83,3,2,158,336
24078,"Vimy/Vimy"," 143A","Laval",33,0,10,40,108,5,3,199,412
24078,"Vimy/Vimy"," 143B","Laval",13,0,17,23,81,0,1,135,279
24078,"Vimy/Vimy"," 144","Laval",35,0,23,21,98,4,2,183,362
24078,"Vimy/Vimy"," 145","Laval",53,2,57,27,99,5,5,248,424
24078,"Vimy/Vimy"," 146","Laval",13,2,9,7,40,2,5,78,239
24078,"Vimy/Vimy"," 147","Laval",37,1,24,46,108,3,1,220,424
24078,"Vimy/Vimy"," 148","Laval",19,3,15,42,94,3,0,176,444
24078,"Vimy/Vimy"," 149","Laval",32,0,14,27,87,2,1,163,373
24078,"Vimy/Vimy"," 150","Laval",19,3,13,14,68,3,3,123,351
24078,"Vimy/Vimy"," 151","Laval",22,1,30,23,95,4,1,176,402
24078,"Vimy/Vimy"," 152","Laval",19,1,17,18,83,3,3,144,326
24078,"Vimy/Vimy"," 153","Laval",36,1,35,13,74,3,5,167,415
24078,"Vimy/Vimy"," 154","Laval",22,3,16,22,69,4,0,136,393
24078,"Vimy/Vimy"," 155","Laval",26,2,19,30,91,5,4,177,472
24078,"Vimy/Vimy"," 156A","Laval",Merged with No./Fusionné avec le n°157,,,,,,,,80
24078,"Vimy/Vimy"," 156B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,68
24078,"Vimy/Vimy"," 157","Laval",31,2,40,27,81,8,6,195,358
24078,"Vimy/Vimy"," 158","Laval",34,1,15,25,112,4,0,191,481
24078,"Vimy/Vimy"," 159","Laval",18,2,22,11,80,5,4,142,364
24078,"Vimy/Vimy"," 160","Laval",38,1,38,12,60,2,7,158,430
24078,"Vimy/Vimy"," 161","Laval",21,0,25,31,67,3,13,160,331
24078,"Vimy/Vimy"," 162","Laval",27,2,43,23,87,5,4,191,435
24078,"Vimy/Vimy"," 163","Laval",21,2,9,17,103,5,1,158,414
24078,"Vimy/Vimy"," 164","Laval",38,3,27,29,90,5,6,198,417
24078,"Vimy/Vimy"," 165A","Laval",17,1,19,20,66,4,3,130,389
24078,"Vimy/Vimy"," 165B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503,,,,,,,,11
24078,"Vimy/Vimy"," 166","Laval",47,1,31,31,61,3,2,176,382
24078,"Vimy/Vimy"," 167","Laval",17,1,3,10,83,2,0,116,298
24078,"Vimy/Vimy"," 168","Laval",21,1,10,45,119,6,2,204,380
24078,"Vimy/Vimy"," 169","Laval",29,0,15,39,116,6,2,207,440
24078,"Vimy/Vimy"," 170","Laval",12,1,23,26,77,4,0,143,339
24078,"Vimy/Vimy"," 171","Laval",25,4,11,33,100,2,0,175,365
24078,"Vimy/Vimy"," 172","Laval",22,0,23,32,79,6,5,167,462
24078,"Vimy/Vimy"," 173","Laval",34,1,17,33,127,3,1,216,421
24078,"Vimy/Vimy"," 174","Laval",56,1,28,36,109,6,5,241,454
24078,"Vimy/Vimy"," 175","Laval",30,1,15,30,132,3,1,212,412
24078,"Vimy/Vimy"," 176","Laval",46,1,15,40,135,5,2,244,458
24078,"Vimy/Vimy"," 177","Laval",30,0,17,26,119,1,0,193,360
24078,"Vimy/Vimy"," 178","Laval",27,0,9,32,73,0,3,144,334
24078,"Vimy/Vimy"," 179","Laval",25,2,13,41,120,4,4,209,394
24078,"Vimy/Vimy"," 180","Laval",38,0,20,56,107,6,0,227,489
24078,"Vimy/Vimy"," 181","Laval",40,0,15,30,104,4,7,200,447
24078,"Vimy/Vimy"," 182","Laval",40,2,15,34,134,7,3,235,450
24078,"Vimy/Vimy"," 183","Laval",35,1,19,31,114,3,3,206,397
24078,"Vimy/Vimy"," 184","Laval",40,1,9,52,136,3,1,242,439
24078,"Vimy/Vimy"," 185","Laval",56,0,9,36,100,5,5,211,416
24078,"Vimy/Vimy"," 186","Laval",50,0,16,26,125,5,0,222,403
24078,"Vimy/Vimy"," 187","Laval",45,0,9,54,150,7,4,269,501
24078,"Vimy/Vimy"," 188","Laval",27,0,5,39,105,3,2,181,352
24078,"Vimy/Vimy"," 189","Laval",36,0,16,31,103,2,4,192,495
24078,"Vimy/Vimy"," 190A","Laval",20,0,1,38,101,1,4,165,313
24078,"Vimy/Vimy"," 190B","Laval",18,1,8,42,89,0,2,160,301
24078,"Vimy/Vimy"," 191","Laval",35,0,14,49,142,3,4,247,484
24078,"Vimy/Vimy"," 400","Laval",3,1,6,3,15,2,0,30,202
24078,"Vimy/Vimy"," 401A","Laval",38,3,50,31,133,4,11,270,364
24078,"Vimy/Vimy"," 401B","Laval",34,4,57,27,144,4,9,279,398
24078,"Vimy/Vimy"," 402","Laval",27,2,50,21,121,6,6,233,275
24078,"Vimy/Vimy"," 403","Laval",54,3,58,22,115,4,5,261,170
24078,"Vimy/Vimy"," 404","Montréal",7,1,28,4,38,3,1,82,114
24078,"Vimy/Vimy"," 405","Laval",36,0,36,14,113,1,6,206,238
24078,"Vimy/Vimy"," 406","Laval",23,3,31,15,97,4,8,181,253
24078,"Vimy/Vimy"," 407","Laval",34,1,33,32,125,2,2,229,292
24078,"Vimy/Vimy"," 408","Laval",21,0,19,25,70,6,2,143,251
24078,"Vimy/Vimy"," 409","Laval",36,1,34,28,131,4,6,240,309
24078,"Vimy/Vimy"," 410","Laval",10,0,22,12,97,1,1,143,198
24078,"Vimy/Vimy"," 411","Laval",22,1,23,14,119,3,1,183,225
24078,"Vimy/Vimy"," 412","Laval",45,1,29,27,123,3,4,232,275
24078,"Vimy/Vimy"," 413","Laval",32,2,28,23,148,6,1,240,327
24078,"Vimy/Vimy"," 414","Laval",18,2,23,22,70,4,5,144,260
24078,"Vimy/Vimy"," 415","Laval",33,1,39,32,141,4,4,254,374
24078,"Vimy/Vimy"," 416","Laval",27,1,47,44,136,2,4,261,392
24078,"Vimy/Vimy"," 417","Laval",23,0,31,17,80,1,5,157,188
24078,"Vimy/Vimy"," 418","Montréal",25,1,29,38,141,4,2,240,291
24078,"Vimy/Vimy"," 500","Mobile poll/Bureau itinérant",17,0,11,8,50,3,8,97,148
24078,"Vimy/Vimy"," 501","Mobile poll/Bureau itinérant",9,1,18,6,26,1,1,62,158
24078,"Vimy/Vimy"," 502","Mobile poll/Bureau itinérant",5,1,10,9,23,1,2,51,89
24078,"Vimy/Vimy"," 503","Mobile poll/Bureau itinérant",34,2,23,28,78,4,6,175,252
24078,"Vimy/Vimy"," 600","Laval",275,4,192,127,361,13,6,978,
24078,"Vimy/Vimy"," 601","Laval",196,2,150,111,215,22,11,707,
24078,"Vimy/Vimy"," 602","Laval",147,1,125,78,248,21,14,634,
24078,"Vimy/Vimy"," 603","Laval",214,6,157,99,274,25,13,788,
24078,"Vimy/Vimy"," 604","Laval",269,2,207,130,415,16,17,1056,
24078,"Vimy/Vimy"," 605","Laval",177,2,122,122,290,11,13,737,
24078,"Vimy/Vimy"," 606","Laval",129,3,111,143,335,13,10,744,
24078,"Vimy/Vimy"," 607","Laval",181,4,143,134,282,8,10,762,
24078,"Vimy/Vimy"," 608","Laval",220,4,151,104,277,14,6,776,
24078,"Vimy/Vimy"," 609","Laval",162,1,99,93,374,15,10,754,
24078,"Vimy/Vimy"," 610","Laval",110,3,87,107,214,9,6,536,
24078,"Vimy/Vimy"," 611","Laval",149,4,97,107,249,22,15,643,
24078,"Vimy/Vimy"," 612","Laval",186,3,86,171,462,14,12,934,
24078,"Vimy/Vimy"," 613","Laval",167,4,78,174,397,10,15,845,
24078,"Vimy/Vimy",,"Group 1/Groupe 1",20,0,7,16,59,4,10,116,97
24078,"Vimy/Vimy",,"Group 2/Groupe 2",346,1,151,158,454,33,36,1179,
