Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Alex Anabusi,Mini Batra,Chris Jewell,Lisa Raitt,Azim Rizvee,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35057,"Milton/Milton"," 98A","Milton",11,3,1,99,49,0,163,283
35057,"Milton/Milton"," 98B","Milton",21,3,1,79,45,0,149,272
35057,"Milton/Milton"," 99","Milton",24,7,2,126,73,0,232,388
35057,"Milton/Milton"," 100","Milton",21,5,0,89,65,2,182,345
35057,"Milton/Milton"," 101","Milton",28,13,7,97,64,0,209,377
35057,"Milton/Milton"," 102","Milton",33,5,4,167,101,0,310,534
35057,"Milton/Milton"," 103A","Milton",17,1,2,59,69,0,148,330
35057,"Milton/Milton"," 103B","Milton",14,2,4,46,55,2,123,239
35057,"Milton/Milton"," 104","Milton",13,4,3,123,113,2,258,482
35057,"Milton/Milton"," 105A","Milton",14,0,2,52,71,0,139,276
35057,"Milton/Milton"," 105B","Milton",19,0,0,49,58,0,126,277
35057,"Milton/Milton"," 106A","Milton",35,8,3,70,104,1,221,449
35057,"Milton/Milton"," 106B","Milton",21,2,1,51,81,0,156,335
35057,"Milton/Milton"," 107","Milton",38,6,0,75,111,0,230,515
35057,"Milton/Milton"," 108","Milton",37,2,2,113,124,4,282,499
35057,"Milton/Milton"," 109A","Milton",25,2,1,73,101,0,202,362
35057,"Milton/Milton"," 109B","Milton",19,1,1,83,76,0,180,378
35057,"Milton/Milton"," 110A","Milton",25,4,3,88,84,1,205,373
35057,"Milton/Milton"," 110B","Milton",19,0,1,76,82,0,178,367
35057,"Milton/Milton"," 111A","Milton",10,2,1,48,74,1,136,300
35057,"Milton/Milton"," 111B","Milton",12,2,0,51,58,2,125,296
35057,"Milton/Milton"," 112","Milton",27,5,1,83,140,1,257,505
35057,"Milton/Milton"," 113","Milton",24,8,3,117,114,0,266,465
35057,"Milton/Milton"," 114","Milton",27,2,2,111,111,2,255,451
35057,"Milton/Milton"," 115","Milton",25,15,5,81,117,2,245,526
35057,"Milton/Milton"," 116","Milton",13,2,0,80,72,1,168,385
35057,"Milton/Milton"," 117","Milton",29,1,3,107,95,0,235,407
35057,"Milton/Milton"," 118","Milton",30,6,0,85,139,0,260,482
35057,"Milton/Milton"," 119A","Milton",17,4,0,57,63,2,143,285
35057,"Milton/Milton"," 119B","Milton",16,4,1,63,71,1,156,319
35057,"Milton/Milton"," 120A","Milton",20,3,5,62,69,1,160,303
35057,"Milton/Milton"," 120B","Milton",18,4,2,69,79,1,173,301
35057,"Milton/Milton"," 121","Milton",32,3,1,51,106,0,193,340
35057,"Milton/Milton"," 122","Milton",26,9,2,135,111,1,284,495
35057,"Milton/Milton"," 123","Milton",26,11,1,116,102,1,257,512
35057,"Milton/Milton"," 124","Milton",16,3,0,115,100,2,236,430
35057,"Milton/Milton"," 125","Milton",26,3,1,82,97,1,210,456
35057,"Milton/Milton"," 126","Milton",17,6,3,72,59,0,157,374
35057,"Milton/Milton"," 127","Milton",30,1,3,83,97,3,217,391
35057,"Milton/Milton"," 128","Milton",16,4,0,140,126,1,287,549
35057,"Milton/Milton"," 129A","Milton",16,3,5,53,86,1,164,279
35057,"Milton/Milton"," 129B","Milton",13,2,3,74,57,0,149,292
35057,"Milton/Milton"," 130","Milton",21,4,0,138,118,1,282,482
35057,"Milton/Milton"," 131","Milton",39,4,3,98,106,0,250,496
35057,"Milton/Milton"," 132","Milton",31,5,0,84,85,0,205,403
35057,"Milton/Milton"," 133","Milton",29,3,2,79,86,1,200,409
35057,"Milton/Milton"," 134","Milton",21,6,4,83,81,3,198,393
35057,"Milton/Milton"," 135","Milton",26,6,1,102,107,3,245,456
35057,"Milton/Milton"," 136A","Milton",14,4,2,56,58,0,134,259
35057,"Milton/Milton"," 136B","Milton",26,4,2,75,84,3,194,326
35057,"Milton/Milton"," 137","Milton",31,2,1,124,138,1,297,560
35057,"Milton/Milton"," 138","Milton",18,5,4,108,57,1,193,408
35057,"Milton/Milton"," 139","Milton",19,12,6,136,60,0,233,433
35057,"Milton/Milton"," 140","Burlington",13,12,1,140,90,0,256,441
35057,"Milton/Milton"," 141","Burlington",18,10,3,113,96,1,241,459
35057,"Milton/Milton"," 142","Milton",16,9,3,93,52,1,174,319
35057,"Milton/Milton"," 143","Milton",15,6,0,86,43,1,151,285
35057,"Milton/Milton"," 144","Milton",40,14,4,227,152,1,438,685
35057,"Milton/Milton"," 145","Milton",12,4,0,165,91,1,273,433
35057,"Milton/Milton"," 146","Milton",25,19,5,204,123,4,380,678
35057,"Milton/Milton"," 147","Milton",16,10,5,182,108,0,321,580
35057,"Milton/Milton"," 148","Milton",31,18,2,169,103,0,323,601
35057,"Milton/Milton"," 149","Milton",24,8,1,157,78,5,273,485
35057,"Milton/Milton"," 150","Milton",10,9,5,149,78,0,251,481
35057,"Milton/Milton"," 151","Burlington",19,7,4,99,81,1,211,411
35057,"Milton/Milton"," 152","Burlington",17,9,4,133,82,1,246,477
35057,"Milton/Milton"," 153","Burlington",22,5,6,134,78,4,249,452
35057,"Milton/Milton"," 154","Burlington",13,11,3,129,77,0,233,449
35057,"Milton/Milton"," 155","Burlington",19,5,0,119,50,1,194,379
35057,"Milton/Milton"," 400","Milton",12,3,5,64,36,1,121,209
35057,"Milton/Milton"," 401","Milton",12,1,1,65,57,0,136,211
35057,"Milton/Milton"," 500A","Mobile poll/Bureau itinérant",7,4,7,44,36,0,98,131
35057,"Milton/Milton"," 500B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,83
35057,"Milton/Milton"," 501","Mobile poll/Bureau itinérant",19,4,4,59,33,2,121,211
35057,"Milton/Milton"," 502","Mobile poll/Bureau itinérant",6,5,2,32,23,2,70,49
35057,"Milton/Milton"," 600","Milton",41,26,2,267,171,1,508,
35057,"Milton/Milton"," 601","Milton",92,20,5,422,290,4,833,
35057,"Milton/Milton"," 602","Milton",117,11,8,373,469,4,982,
35057,"Milton/Milton"," 603","Milton",77,13,10,405,411,1,917,
35057,"Milton/Milton"," 604","Milton",119,17,6,307,397,2,848,
35057,"Milton/Milton"," 605","Milton",162,16,3,372,431,3,987,
35057,"Milton/Milton"," 606","Milton",92,22,8,506,319,1,948,
35057,"Milton/Milton"," 607","Milton",90,17,4,385,433,2,931,
35057,"Milton/Milton"," 608","Milton",116,20,12,410,431,7,996,
35057,"Milton/Milton"," 609","Milton",123,7,2,238,430,3,803,
35057,"Milton/Milton"," 610","Milton",75,27,8,517,371,3,1001,
35057,"Milton/Milton",,"Group 1/Groupe 1",12,4,1,22,19,3,61,54
35057,"Milton/Milton",,"Group 2/Groupe 2",152,22,10,404,524,9,1121,
