Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Yumi Yow Mei Ang,Gisèle DesRoches,Martin Leclerc,Manon Perreault,Luc Thériault,Louis-Charles Thouin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24050,"Montcalm/Montcalm"," 44","Saint-Roch-de-l'Achigan",1,4,24,2,60,28,1,120,272
24050,"Montcalm/Montcalm"," 45","Saint-Roch-de-l'Achigan",2,10,34,1,42,59,1,149,337
24050,"Montcalm/Montcalm"," 46","Saint-Esprit",2,9,46,3,75,82,2,219,376
24050,"Montcalm/Montcalm"," 47","Saint-Esprit",3,22,31,2,46,74,3,181,268
24050,"Montcalm/Montcalm"," 48","Saint-Esprit",4,14,37,0,56,74,5,190,293
24050,"Montcalm/Montcalm"," 49","Saint-Esprit",4,14,34,1,55,47,0,155,256
24050,"Montcalm/Montcalm"," 50","Saint-Esprit",6,22,51,3,79,81,11,253,383
24050,"Montcalm/Montcalm"," 51","Saint-Alexis",6,16,51,3,81,71,4,232,424
24050,"Montcalm/Montcalm"," 52","Saint-Alexis",0,17,48,2,52,55,1,175,304
24050,"Montcalm/Montcalm"," 53","Saint-Alexis",4,16,37,8,79,52,4,200,355
24050,"Montcalm/Montcalm"," 54","Sainte-Julienne",4,14,53,2,81,48,2,204,394
24050,"Montcalm/Montcalm"," 55","Sainte-Julienne",6,25,60,4,99,44,2,240,470
24050,"Montcalm/Montcalm"," 56","Sainte-Julienne",2,7,26,3,50,45,3,136,383
24050,"Montcalm/Montcalm"," 57","Sainte-Julienne",3,8,35,3,40,42,4,135,376
24050,"Montcalm/Montcalm"," 58","Sainte-Julienne",1,5,23,0,45,34,3,111,322
24050,"Montcalm/Montcalm"," 59","Sainte-Julienne",0,10,22,0,53,26,2,113,323
24050,"Montcalm/Montcalm"," 60","Sainte-Julienne",4,8,10,1,51,31,6,111,286
24050,"Montcalm/Montcalm"," 61","Sainte-Julienne",4,12,31,3,71,62,5,188,436
24050,"Montcalm/Montcalm"," 62","Sainte-Julienne",1,11,25,1,64,39,4,145,357
24050,"Montcalm/Montcalm"," 63","Sainte-Julienne",4,4,21,2,31,39,3,104,307
24050,"Montcalm/Montcalm"," 64","Sainte-Julienne",3,17,28,1,65,47,4,165,376
24050,"Montcalm/Montcalm"," 65","Sainte-Julienne",3,8,15,2,22,37,0,87,187
24050,"Montcalm/Montcalm"," 66","Sainte-Julienne",2,9,40,0,73,56,5,185,395
24050,"Montcalm/Montcalm"," 67","Sainte-Julienne",3,19,29,1,77,35,7,171,441
24050,"Montcalm/Montcalm"," 68","Sainte-Julienne",2,16,38,1,44,32,5,138,298
24050,"Montcalm/Montcalm"," 69","Sainte-Julienne",2,15,39,0,54,41,1,152,339
24050,"Montcalm/Montcalm"," 70","Sainte-Julienne",1,9,23,0,56,46,3,138,375
24050,"Montcalm/Montcalm"," 71","Sainte-Julienne",6,14,19,2,59,42,0,142,371
24050,"Montcalm/Montcalm"," 72","Sainte-Julienne",5,7,19,0,47,33,5,116,281
24050,"Montcalm/Montcalm"," 73","Sainte-Julienne",0,14,16,7,64,33,4,138,332
24050,"Montcalm/Montcalm"," 74","Sainte-Julienne",4,12,21,2,50,42,2,133,256
24050,"Montcalm/Montcalm"," 75","Sainte-Julienne",3,8,26,3,59,29,2,130,279
24050,"Montcalm/Montcalm"," 76","Sainte-Julienne",3,18,39,1,59,49,1,170,383
24050,"Montcalm/Montcalm"," 77","Saint-Calixte",3,5,23,0,55,46,5,137,394
24050,"Montcalm/Montcalm"," 78","Saint-Calixte",2,18,20,1,43,78,1,163,452
24050,"Montcalm/Montcalm"," 79","Saint-Calixte",2,7,19,2,44,63,2,139,403
24050,"Montcalm/Montcalm"," 80","Saint-Calixte",3,5,18,2,59,56,4,147,378
24050,"Montcalm/Montcalm"," 81","Saint-Calixte",3,14,7,0,49,46,3,122,336
24050,"Montcalm/Montcalm"," 82","Saint-Calixte",2,7,18,0,22,62,3,114,334
24050,"Montcalm/Montcalm"," 83","Saint-Calixte",5,23,24,2,63,63,5,185,458
24050,"Montcalm/Montcalm"," 84","Saint-Calixte",1,11,26,1,57,62,3,161,428
24050,"Montcalm/Montcalm"," 85","Saint-Calixte",2,7,27,2,49,47,2,136,382
24050,"Montcalm/Montcalm"," 86","Saint-Calixte",1,13,19,0,26,56,3,118,262
24050,"Montcalm/Montcalm"," 87","Saint-Calixte",4,10,28,0,62,68,2,174,406
24050,"Montcalm/Montcalm"," 88","Saint-Calixte",1,6,12,1,43,28,2,93,277
24050,"Montcalm/Montcalm"," 89","Saint-Calixte",2,6,15,0,37,38,5,103,302
24050,"Montcalm/Montcalm"," 90","Saint-Calixte",2,15,13,1,38,15,1,85,225
24050,"Montcalm/Montcalm"," 91","Saint-Lin--Laurentides",3,13,25,3,58,37,10,149,395
24050,"Montcalm/Montcalm"," 92","Saint-Lin--Laurentides",4,5,24,2,68,42,8,153,444
24050,"Montcalm/Montcalm"," 93","Saint-Lin--Laurentides",0,12,27,2,57,50,7,155,385
24050,"Montcalm/Montcalm"," 94","Saint-Lin--Laurentides",3,18,36,2,57,42,3,161,387
24050,"Montcalm/Montcalm"," 95","Saint-Lin--Laurentides",4,15,26,2,61,45,6,159,440
24050,"Montcalm/Montcalm"," 96","Saint-Lin--Laurentides",2,11,17,4,41,44,1,120,309
24050,"Montcalm/Montcalm"," 97","Saint-Lin--Laurentides",4,14,21,1,70,24,4,138,297
24050,"Montcalm/Montcalm"," 98","Saint-Lin--Laurentides",11,20,32,3,76,68,6,216,436
24050,"Montcalm/Montcalm"," 99","Saint-Lin--Laurentides",3,19,53,4,74,60,4,217,456
24050,"Montcalm/Montcalm"," 100","Saint-Lin--Laurentides",6,7,35,2,66,70,5,191,387
24050,"Montcalm/Montcalm"," 101","Saint-Lin--Laurentides",6,17,39,5,65,59,5,196,419
24050,"Montcalm/Montcalm"," 102","Saint-Lin--Laurentides",1,22,26,1,45,55,5,155,435
24050,"Montcalm/Montcalm"," 103","Saint-Lin--Laurentides",5,20,28,2,75,44,4,178,442
24050,"Montcalm/Montcalm"," 104","Saint-Lin--Laurentides",2,6,17,3,34,33,3,98,322
24050,"Montcalm/Montcalm"," 105","Saint-Lin--Laurentides",3,13,37,4,55,54,3,169,376
24050,"Montcalm/Montcalm"," 106","Saint-Lin--Laurentides",1,12,27,2,50,40,6,138,392
24050,"Montcalm/Montcalm"," 107A","Saint-Lin--Laurentides",0,15,40,0,49,37,4,145,290
24050,"Montcalm/Montcalm"," 107B","Saint-Lin--Laurentides",6,13,33,1,63,36,2,154,294
24050,"Montcalm/Montcalm"," 108","Saint-Lin--Laurentides",5,16,29,1,61,54,10,176,380
24050,"Montcalm/Montcalm"," 109","Saint-Lin--Laurentides",7,16,34,2,75,41,8,183,403
24050,"Montcalm/Montcalm"," 110","Saint-Lin--Laurentides",1,20,47,1,94,68,0,231,466
24050,"Montcalm/Montcalm"," 111","Saint-Lin--Laurentides",6,22,46,1,73,37,11,196,470
24050,"Montcalm/Montcalm"," 112","Saint-Lin--Laurentides",4,19,51,2,124,57,7,264,565
24050,"Montcalm/Montcalm"," 113A","Saint-Lin--Laurentides",4,13,30,2,54,47,4,154,319
24050,"Montcalm/Montcalm"," 113B","Saint-Lin--Laurentides",1,11,10,1,43,28,4,98,243
24050,"Montcalm/Montcalm"," 113C","Saint-Lin--Laurentides",2,13,11,1,36,23,3,89,192
24050,"Montcalm/Montcalm"," 113D","Saint-Lin--Laurentides",3,8,29,0,82,37,2,161,353
24050,"Montcalm/Montcalm"," 114","Saint-Lin--Laurentides",3,18,32,3,91,49,3,199,442
24050,"Montcalm/Montcalm"," 115","Saint-Lin--Laurentides",2,16,50,1,118,42,7,236,443
24050,"Montcalm/Montcalm"," 116","Saint-Lin--Laurentides",3,13,25,2,58,36,5,142,359
24050,"Montcalm/Montcalm"," 117","Saint-Lin--Laurentides",3,15,39,0,107,57,5,226,467
24050,"Montcalm/Montcalm"," 118","Saint-Lin--Laurentides",3,14,33,3,91,51,10,205,427
24050,"Montcalm/Montcalm"," 119","Saint-Lin--Laurentides",5,21,36,2,114,48,5,231,540
24050,"Montcalm/Montcalm"," 120","Saint-Lin--Laurentides",5,14,52,0,111,65,5,252,558
24050,"Montcalm/Montcalm"," 121","Saint-Lin--Laurentides",4,13,39,1,95,43,9,204,453
24050,"Montcalm/Montcalm"," 122","Saint-Lin--Laurentides",6,16,32,1,98,53,6,212,447
24050,"Montcalm/Montcalm"," 123","Saint-Lin--Laurentides",4,28,50,0,97,44,3,226,524
24050,"Montcalm/Montcalm"," 124","Saint-Lin--Laurentides",6,22,49,0,143,45,8,273,530
24050,"Montcalm/Montcalm"," 125","Mascouche",10,16,36,0,87,58,7,214,437
24050,"Montcalm/Montcalm"," 126","Mascouche",2,39,53,5,114,58,7,278,455
24050,"Montcalm/Montcalm"," 127","Mascouche",6,15,51,2,78,54,3,209,377
24050,"Montcalm/Montcalm"," 128","Mascouche",1,13,37,0,77,41,4,173,276
24050,"Montcalm/Montcalm"," 129","Mascouche",2,21,49,1,64,39,3,179,327
24050,"Montcalm/Montcalm"," 130","Mascouche",4,18,49,2,95,59,3,230,423
24050,"Montcalm/Montcalm"," 131","Mascouche",1,15,49,2,62,62,7,198,373
24050,"Montcalm/Montcalm"," 132","Mascouche",4,10,56,1,87,54,4,216,448
24050,"Montcalm/Montcalm"," 133","Mascouche",2,22,39,1,75,57,5,201,410
24050,"Montcalm/Montcalm"," 134","Mascouche",5,22,61,3,86,46,3,226,437
24050,"Montcalm/Montcalm"," 135","Mascouche",3,30,61,2,93,56,1,246,464
24050,"Montcalm/Montcalm"," 136","Mascouche",4,13,76,3,91,76,7,270,469
24050,"Montcalm/Montcalm"," 137","Mascouche",1,19,25,0,73,48,5,171,414
24050,"Montcalm/Montcalm"," 138","Mascouche",1,8,38,0,51,35,1,134,280
24050,"Montcalm/Montcalm"," 139","Mascouche",3,18,39,2,81,46,2,191,501
24050,"Montcalm/Montcalm"," 140","Mascouche",0,19,35,0,49,39,4,146,281
24050,"Montcalm/Montcalm"," 141","Mascouche",4,20,37,1,70,52,2,186,435
24050,"Montcalm/Montcalm"," 142","Mascouche",3,11,34,2,84,29,4,167,329
24050,"Montcalm/Montcalm"," 143","Mascouche",10,44,29,1,77,46,4,211,380
24050,"Montcalm/Montcalm"," 144","Mascouche",6,30,53,1,92,62,2,246,437
24050,"Montcalm/Montcalm"," 145","Mascouche",4,27,70,0,91,102,7,301,471
24050,"Montcalm/Montcalm"," 146","Mascouche",6,41,87,0,77,73,3,287,432
24050,"Montcalm/Montcalm"," 147","Mascouche",5,41,69,2,106,67,7,297,505
24050,"Montcalm/Montcalm"," 148","Mascouche",3,21,45,5,91,47,7,219,373
24050,"Montcalm/Montcalm"," 149","Mascouche",6,20,43,1,71,44,4,189,348
24050,"Montcalm/Montcalm"," 150","Mascouche",5,31,84,1,84,58,4,267,446
24050,"Montcalm/Montcalm"," 151","Mascouche",3,15,67,4,92,50,5,236,375
24050,"Montcalm/Montcalm"," 152","Mascouche",2,20,25,1,73,44,7,172,351
24050,"Montcalm/Montcalm"," 153","Mascouche",9,21,50,2,72,73,4,231,403
24050,"Montcalm/Montcalm"," 154","Mascouche",3,22,52,3,99,60,5,244,399
24050,"Montcalm/Montcalm"," 155","Mascouche",6,28,61,4,89,67,6,261,456
24050,"Montcalm/Montcalm"," 156","Mascouche",5,25,61,3,83,64,4,245,413
24050,"Montcalm/Montcalm"," 157","Mascouche",3,26,73,0,108,61,4,275,459
24050,"Montcalm/Montcalm"," 158","Mascouche",3,32,66,0,92,94,4,291,511
24050,"Montcalm/Montcalm"," 159","Mascouche",4,36,88,3,93,85,3,312,541
24050,"Montcalm/Montcalm"," 160","Mascouche",5,18,79,1,93,46,3,245,495
24050,"Montcalm/Montcalm"," 161","Mascouche",3,18,81,1,94,89,2,288,526
24050,"Montcalm/Montcalm"," 162","Mascouche",7,30,84,3,84,87,8,303,582
24050,"Montcalm/Montcalm"," 163","Mascouche",6,27,93,4,117,105,5,357,639
24050,"Montcalm/Montcalm"," 164","Mascouche",4,33,59,0,76,59,5,236,485
24050,"Montcalm/Montcalm"," 165","Mascouche",9,22,79,0,66,79,3,258,481
24050,"Montcalm/Montcalm"," 166A","Mascouche",2,37,52,0,78,63,7,239,400
24050,"Montcalm/Montcalm"," 166B","Mascouche",2,37,52,0,78,63,7,239,450
24050,"Montcalm/Montcalm"," 167","Mascouche",2,40,93,2,107,91,4,339,567
24050,"Montcalm/Montcalm"," 168","Mascouche",0,25,53,1,53,53,6,191,353
24050,"Montcalm/Montcalm"," 169","Mascouche",3,39,58,1,91,76,4,272,548
24050,"Montcalm/Montcalm"," 170","Mascouche",0,16,32,2,47,43,1,141,299
24050,"Montcalm/Montcalm"," 171","Mascouche",1,14,40,1,49,118,7,230,356
24050,"Montcalm/Montcalm"," 172","Mascouche",5,24,70,0,119,68,13,299,496
24050,"Montcalm/Montcalm"," 173","Mascouche",7,37,80,2,81,59,6,272,452
24050,"Montcalm/Montcalm"," 174","Mascouche",12,19,67,2,117,61,7,285,437
24050,"Montcalm/Montcalm"," 175","Mascouche",7,22,65,1,96,108,6,305,444
24050,"Montcalm/Montcalm"," 176","Mascouche",0,16,61,2,66,60,5,210,394
24050,"Montcalm/Montcalm"," 177","Mascouche",7,29,28,2,64,69,4,203,377
24050,"Montcalm/Montcalm"," 178","Mascouche",4,18,65,2,93,50,5,237,379
24050,"Montcalm/Montcalm"," 179","Mascouche",3,14,50,0,56,37,3,163,348
24050,"Montcalm/Montcalm"," 180","Mascouche",6,13,38,1,52,36,3,149,285
24050,"Montcalm/Montcalm"," 181","Mascouche",4,12,38,0,57,54,6,171,383
24050,"Montcalm/Montcalm"," 182","Mascouche",4,10,84,4,82,54,15,253,425
24050,"Montcalm/Montcalm"," 183","Mascouche",5,9,52,1,99,79,1,246,453
24050,"Montcalm/Montcalm"," 184","Mascouche",10,23,60,1,109,55,6,264,469
24050,"Montcalm/Montcalm"," 185A","Mascouche",2,24,56,1,94,71,5,253,421
24050,"Montcalm/Montcalm"," 185B","Mascouche",3,15,43,1,47,38,4,151,330
24050,"Montcalm/Montcalm"," 185C","Mascouche",3,19,54,2,65,66,5,214,335
24050,"Montcalm/Montcalm"," 186","Mascouche",Merged with No./Fusionné avec le n°185A,,,,,,,,37
24050,"Montcalm/Montcalm"," 187","Mascouche",Merged with No./Fusionné avec le n°185C,,,,,,,,83
24050,"Montcalm/Montcalm"," 188","Mascouche",7,35,61,1,87,67,6,264,473
24050,"Montcalm/Montcalm"," 189","Mascouche",8,21,58,1,125,62,5,280,435
24050,"Montcalm/Montcalm"," 190","Mascouche",4,28,47,6,59,85,6,235,368
24050,"Montcalm/Montcalm"," 191","Mascouche",4,24,37,2,37,41,7,152,298
24050,"Montcalm/Montcalm"," 192","Mascouche",3,30,54,2,74,56,5,224,353
24050,"Montcalm/Montcalm"," 193","Mascouche",7,19,31,0,64,56,7,184,372
24050,"Montcalm/Montcalm"," 194","Mascouche",8,30,74,7,120,81,9,329,498
24050,"Montcalm/Montcalm"," 195","Mascouche",5,24,52,1,93,42,3,220,460
24050,"Montcalm/Montcalm"," 196","Mascouche",4,8,54,0,89,63,1,219,461
24050,"Montcalm/Montcalm"," 197","Mascouche",4,29,57,2,97,82,5,276,482
24050,"Montcalm/Montcalm"," 198","Mascouche",2,22,53,0,122,52,5,256,474
24050,"Montcalm/Montcalm"," 199","Mascouche",3,16,39,0,95,47,0,200,415
24050,"Montcalm/Montcalm"," 200","Mascouche",3,10,53,1,102,85,9,263,476
24050,"Montcalm/Montcalm"," 201","Mascouche",3,40,44,2,101,54,6,250,476
24050,"Montcalm/Montcalm"," 202","Mascouche",6,39,73,1,145,80,4,348,509
24050,"Montcalm/Montcalm"," 203","Mascouche",0,26,72,3,105,63,8,277,487
24050,"Montcalm/Montcalm"," 204","Mascouche",6,18,52,1,96,59,3,235,432
24050,"Montcalm/Montcalm"," 205","Mascouche",7,21,71,0,93,71,3,266,454
24050,"Montcalm/Montcalm"," 206","Mascouche",1,14,44,0,98,61,8,226,427
24050,"Montcalm/Montcalm"," 500","Mobile poll/Bureau itinérant",1,4,9,4,6,15,1,40,208
24050,"Montcalm/Montcalm"," 501","Mobile poll/Bureau itinérant",0,4,13,5,12,49,3,86,221
24050,"Montcalm/Montcalm"," 502","Mobile poll/Bureau itinérant",0,1,7,2,15,15,3,43,132
24050,"Montcalm/Montcalm"," 600","Saint-Calixte",5,57,98,5,156,193,11,525,
24050,"Montcalm/Montcalm"," 601","Sainte-Julienne",3,62,137,21,231,189,16,659,
24050,"Montcalm/Montcalm"," 602","Sainte-Julienne",12,68,193,26,228,144,9,680,
24050,"Montcalm/Montcalm"," 603","Saint-Liguori",15,40,104,7,120,104,5,395,
24050,"Montcalm/Montcalm"," 604","Saint-Jacques",6,48,140,15,141,142,13,505,
24050,"Montcalm/Montcalm"," 605","Saint-Calixte",7,32,96,5,130,181,7,458,
24050,"Montcalm/Montcalm"," 606","Saint-Lin--Laurentides",16,127,269,24,316,332,24,1108,
24050,"Montcalm/Montcalm"," 607","Saint-Lin--Laurentides",16,90,214,10,266,183,17,796,
24050,"Montcalm/Montcalm"," 608","Saint-Roch-de-l'Achigan--Saint-Esprit",9,77,161,19,169,160,20,615,
24050,"Montcalm/Montcalm"," 609","L'Épiphanie",10,104,244,8,334,198,13,911,
24050,"Montcalm/Montcalm"," 610","Mascouche",8,88,172,5,251,128,18,670,
24050,"Montcalm/Montcalm"," 611","Mascouche",10,96,191,5,252,140,13,707,
24050,"Montcalm/Montcalm"," 612","Mascouche",17,86,217,3,236,149,8,716,
24050,"Montcalm/Montcalm"," 613","Mascouche",11,136,285,7,232,197,19,887,
24050,"Montcalm/Montcalm"," 614","Mascouche",8,87,273,10,267,252,21,918,
24050,"Montcalm/Montcalm"," 615","Mascouche",10,91,279,11,302,199,28,920,
24050,"Montcalm/Montcalm",,"Group 1/Groupe 1",1,22,16,1,12,66,8,126,100
24050,"Montcalm/Montcalm",,"Group 2/Groupe 2",16,70,205,13,162,165,42,673,
