Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Parm Gill,Harinderpal Hundal,Ruby Sahota,Martin Singh,Pauline Thornham,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35010,"Brampton North/Brampton-Nord"," 97","Brampton",35,0,68,23,3,2,131,321
35010,"Brampton North/Brampton-Nord"," 98","Brampton",59,1,118,33,1,0,212,533
35010,"Brampton North/Brampton-Nord"," 99","Brampton",64,1,138,31,2,1,237,521
35010,"Brampton North/Brampton-Nord"," 100","Brampton",52,0,145,40,1,2,240,561
35010,"Brampton North/Brampton-Nord"," 101","Brampton",76,5,161,39,5,2,288,506
35010,"Brampton North/Brampton-Nord"," 102","Brampton",22,0,74,27,6,1,130,341
35010,"Brampton North/Brampton-Nord"," 103","Brampton",54,2,69,26,3,1,155,371
35010,"Brampton North/Brampton-Nord"," 104","Brampton",52,1,109,38,3,0,203,481
35010,"Brampton North/Brampton-Nord"," 105","Brampton",54,0,90,20,4,1,169,433
35010,"Brampton North/Brampton-Nord"," 106","Brampton",75,0,155,36,7,1,274,511
35010,"Brampton North/Brampton-Nord"," 107","Brampton",71,1,121,42,3,2,240,477
35010,"Brampton North/Brampton-Nord"," 108","Brampton",66,3,124,31,3,0,227,400
35010,"Brampton North/Brampton-Nord"," 109","Brampton",69,1,103,24,0,2,199,408
35010,"Brampton North/Brampton-Nord"," 110","Brampton",46,0,104,23,5,0,178,349
35010,"Brampton North/Brampton-Nord"," 111","Brampton",67,0,124,28,4,1,224,432
35010,"Brampton North/Brampton-Nord"," 112","Brampton",55,1,105,23,1,0,185,464
35010,"Brampton North/Brampton-Nord"," 113","Brampton",80,1,122,31,5,0,239,418
35010,"Brampton North/Brampton-Nord"," 114","Brampton",75,1,156,24,6,2,264,479
35010,"Brampton North/Brampton-Nord"," 115","Brampton",95,0,107,15,10,2,229,416
35010,"Brampton North/Brampton-Nord"," 116","Brampton",76,0,88,32,6,0,202,384
35010,"Brampton North/Brampton-Nord"," 117","Brampton",95,1,110,27,4,1,238,524
35010,"Brampton North/Brampton-Nord"," 118","Brampton",56,0,72,24,7,0,159,307
35010,"Brampton North/Brampton-Nord"," 119","Brampton",84,1,112,21,2,0,220,448
35010,"Brampton North/Brampton-Nord"," 120","Brampton",94,2,106,31,8,1,242,460
35010,"Brampton North/Brampton-Nord"," 121","Brampton",94,1,100,30,4,1,230,391
35010,"Brampton North/Brampton-Nord"," 122","Brampton",100,0,132,37,4,1,274,509
35010,"Brampton North/Brampton-Nord"," 123","Brampton",69,0,101,21,1,2,194,356
35010,"Brampton North/Brampton-Nord"," 124","Brampton",64,0,91,23,9,0,187,418
35010,"Brampton North/Brampton-Nord"," 125","Brampton",111,0,82,25,6,1,225,385
35010,"Brampton North/Brampton-Nord"," 126","Brampton",48,0,115,23,6,3,195,349
35010,"Brampton North/Brampton-Nord"," 127","Brampton",79,2,154,43,5,0,283,549
35010,"Brampton North/Brampton-Nord"," 128","Brampton",63,0,111,13,4,1,192,406
35010,"Brampton North/Brampton-Nord"," 129","Brampton",92,1,90,20,2,1,206,373
35010,"Brampton North/Brampton-Nord"," 130","Brampton",50,0,114,39,0,0,203,420
35010,"Brampton North/Brampton-Nord"," 131","Brampton",48,0,93,22,0,3,166,353
35010,"Brampton North/Brampton-Nord"," 132","Brampton",59,0,78,29,3,0,169,379
35010,"Brampton North/Brampton-Nord"," 133","Brampton",77,0,80,25,8,0,190,389
35010,"Brampton North/Brampton-Nord"," 134","Brampton",85,0,97,22,10,0,214,422
35010,"Brampton North/Brampton-Nord"," 135","Brampton",93,0,108,32,4,0,237,487
35010,"Brampton North/Brampton-Nord"," 136","Brampton",38,2,110,25,4,1,180,383
35010,"Brampton North/Brampton-Nord"," 137","Brampton",66,1,113,41,2,2,225,473
35010,"Brampton North/Brampton-Nord"," 138","Brampton",33,1,62,12,3,1,112,314
35010,"Brampton North/Brampton-Nord"," 139","Brampton",77,0,96,26,4,0,203,456
35010,"Brampton North/Brampton-Nord"," 140","Brampton",54,1,51,11,1,1,119,302
35010,"Brampton North/Brampton-Nord"," 141","Brampton",58,0,47,15,2,0,122,298
35010,"Brampton North/Brampton-Nord"," 142","Brampton",59,0,71,17,4,0,151,280
35010,"Brampton North/Brampton-Nord"," 143","Brampton",82,0,113,10,9,1,215,450
35010,"Brampton North/Brampton-Nord"," 144","Brampton",97,0,69,17,4,1,188,347
35010,"Brampton North/Brampton-Nord"," 145","Brampton",86,1,89,21,9,0,206,370
35010,"Brampton North/Brampton-Nord"," 146","Brampton",97,1,70,31,3,1,203,376
35010,"Brampton North/Brampton-Nord"," 147","Brampton",94,1,76,27,9,0,207,401
35010,"Brampton North/Brampton-Nord"," 148","Brampton",74,1,75,22,4,2,178,350
35010,"Brampton North/Brampton-Nord"," 149","Brampton",99,0,103,19,9,0,230,491
35010,"Brampton North/Brampton-Nord"," 150","Brampton",140,0,106,28,4,0,278,477
35010,"Brampton North/Brampton-Nord"," 151","Brampton",85,0,107,22,2,0,216,425
35010,"Brampton North/Brampton-Nord"," 152","Brampton",85,1,94,18,8,0,206,407
35010,"Brampton North/Brampton-Nord"," 153","Brampton",62,0,70,9,3,0,144,306
35010,"Brampton North/Brampton-Nord"," 154","Brampton",57,0,67,26,5,0,155,355
35010,"Brampton North/Brampton-Nord"," 155","Brampton",63,0,71,25,7,0,166,401
35010,"Brampton North/Brampton-Nord"," 156","Brampton",107,0,90,15,2,1,215,483
35010,"Brampton North/Brampton-Nord"," 157","Brampton",83,2,74,18,6,2,185,323
35010,"Brampton North/Brampton-Nord"," 158","Brampton",115,0,104,20,7,1,247,475
35010,"Brampton North/Brampton-Nord"," 159","Brampton",92,0,81,9,7,1,190,393
35010,"Brampton North/Brampton-Nord"," 160","Brampton",95,0,76,19,11,0,201,369
35010,"Brampton North/Brampton-Nord"," 161","Brampton",97,1,111,17,6,1,233,446
35010,"Brampton North/Brampton-Nord"," 162","Brampton",147,1,117,11,11,1,288,490
35010,"Brampton North/Brampton-Nord"," 163","Brampton",98,1,127,31,6,2,265,456
35010,"Brampton North/Brampton-Nord"," 164","Brampton",77,0,133,50,5,1,266,558
35010,"Brampton North/Brampton-Nord"," 165","Brampton",70,0,117,35,3,1,226,468
35010,"Brampton North/Brampton-Nord"," 166","Brampton",105,0,119,24,9,0,257,503
35010,"Brampton North/Brampton-Nord"," 167","Brampton",45,0,124,49,3,2,223,509
35010,"Brampton North/Brampton-Nord"," 168","Brampton",94,0,139,28,6,4,271,551
35010,"Brampton North/Brampton-Nord"," 169","Brampton",66,1,114,18,3,1,203,492
35010,"Brampton North/Brampton-Nord"," 170","Brampton",71,0,83,32,2,2,190,429
35010,"Brampton North/Brampton-Nord"," 171","Brampton",69,0,85,22,3,0,179,400
35010,"Brampton North/Brampton-Nord"," 172","Brampton",75,0,95,25,5,0,200,435
35010,"Brampton North/Brampton-Nord"," 173","Brampton",60,1,122,25,5,1,214,459
35010,"Brampton North/Brampton-Nord"," 174","Brampton",76,0,106,38,3,0,223,588
35010,"Brampton North/Brampton-Nord"," 500A","Mobile poll/Bureau itinérant",21,0,38,7,0,1,67,136
35010,"Brampton North/Brampton-Nord"," 500B","Mobile poll/Bureau itinérant",24,3,31,4,0,1,63,139
35010,"Brampton North/Brampton-Nord"," 600","Brampton",246,5,417,236,4,8,916,
35010,"Brampton North/Brampton-Nord"," 601","Brampton",221,2,319,162,13,5,722,
35010,"Brampton North/Brampton-Nord"," 602","Brampton",258,1,276,86,7,1,629,
35010,"Brampton North/Brampton-Nord"," 603","Brampton",410,1,515,316,19,10,1271,
35010,"Brampton North/Brampton-Nord"," 604","Brampton",526,3,611,388,7,10,1545,
35010,"Brampton North/Brampton-Nord"," 605","Brampton",309,1,549,379,4,16,1258,
35010,"Brampton North/Brampton-Nord"," 606","Brampton",251,1,444,145,19,6,866,
35010,"Brampton North/Brampton-Nord"," 607","Brampton",447,3,460,134,24,3,1071,
35010,"Brampton North/Brampton-Nord"," 608","Brampton",430,3,416,96,28,3,976,
35010,"Brampton North/Brampton-Nord"," 609","Brampton",470,2,420,124,27,4,1047,
35010,"Brampton North/Brampton-Nord"," 610","Brampton",364,1,435,179,20,5,1004,
35010,"Brampton North/Brampton-Nord",,"Group 1/Groupe 1",16,0,50,10,8,6,90,65
35010,"Brampton North/Brampton-Nord",,"Group 2/Groupe 2",236,1,585,544,15,17,1398,
